"plb0022_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","1993","indirekter Migrationshintergrund","154","0.270388544920123","0.230529318312997","0.310247771527249"
"Teilzeitbeschaeftigung","1993","kein Migrationshintergrund","794","0.0760837296675269","0.0709394440812752","0.0812280152537787"
"Teilzeitbeschaeftigung","1993","direkter Migrationshintergrund","157","0.0611694615180169","0.0517719512983401","0.0705669717376936"
"Teilzeitbeschaeftigung","1993","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1993","kein Migrationshintergrund","358","0.0291355457264962","0.0258722701917628","0.0323988212612297"
"Ausbildung/Lehre","1993","direkter Migrationshintergrund","48","0.0191860283356953","0.0138065800528036","0.024565476618587"
"Ausbildung/Lehre","1993","indirekter Migrationshintergrund","114","0.231933560052185","0.194057038044052","0.269810082060317"
"Geringfuegig erwerbstaetig","1993","kein Migrationshintergrund","176","0.0192114084240649","0.0165480465943993","0.0218747702537305"
"Geringfuegig erwerbstaetig","1993","direkter Migrationshintergrund","","","",""
"Geringfuegig erwerbstaetig","1993","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1993","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1993","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1993","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1993","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1993","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1993","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1993","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1993","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1993","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1993","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1993","kein Migrationshintergrund","4054","0.445969774000291","0.436325216469226","0.455614331531355"
"Nicht erwerbstaetig","1993","direkter Migrationshintergrund","967","0.426471103881119","0.40707679397241","0.445865413789829"
"Nicht erwerbstaetig","1993","indirekter Migrationshintergrund","188","0.431369993404155","0.386924395365724","0.475815591442586"
"Betriebliches Praktikum","1993","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1993","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1993","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1993","kein Migrationshintergrund","52","0.00496974189185757","0.00360532236327979","0.00633416142043534"
"Wehrpflicht/Zivildienst","1993","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1993","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1994","kein Migrationshintergrund","4605","0.413245312022037","0.403630123240789","0.422860500803285"
"Voll erwerbstaetig","1994","direkter Migrationshintergrund","1130","0.430592446465254","0.410674133621545","0.450510759308963"
"Voll erwerbstaetig","1994","indirekter Migrationshintergrund","167","0.296855968778543","0.256689381234595","0.33702255632249"
"Teilzeitbeschaeftigung","1994","kein Migrationshintergrund","795","0.0772135876253385","0.0720013641840966","0.0824258110665805"
"Teilzeitbeschaeftigung","1994","direkter Migrationshintergrund","167","0.0696809518746982","0.059439047240833","0.0799228565085634"
"Teilzeitbeschaeftigung","1994","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1994","kein Migrationshintergrund","324","0.0253257850727761","0.022257916429384","0.0283936537161682"
"Ausbildung/Lehre","1994","direkter Migrationshintergrund","40","0.0156616381506796","0.0106670632312302","0.020656213070129"
"Ausbildung/Lehre","1994","indirekter Migrationshintergrund","95","0.178094604516904","0.14445846125124","0.211730747782569"
"Geringfuegig erwerbstaetig","1994","kein Migrationshintergrund","195","0.0202383382417857","0.0174887148784387","0.0229879616051326"
"Geringfuegig erwerbstaetig","1994","direkter Migrationshintergrund","32","0.0180407719988278","0.0126867269556965","0.0233948170419592"
"Geringfuegig erwerbstaetig","1994","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1994","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1994","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1994","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1994","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1994","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1994","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1994","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1994","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1994","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1994","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1994","kein Migrationshintergrund","4099","0.459239340598851","0.449508560675348","0.468970120522355"
"Nicht erwerbstaetig","1994","direkter Migrationshintergrund","1001","0.462874497121751","0.442816976519058","0.482932017724445"
"Nicht erwerbstaetig","1994","indirekter Migrationshintergrund","202","0.438058341322448","0.394438760438198","0.481677922206698"
"Betriebliches Praktikum","1994","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1994","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1994","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1994","kein Migrationshintergrund","57","0.00473763643921159","0.00339680180484755","0.00607847107357562"
"Wehrpflicht/Zivildienst","1994","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1994","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1995","kein Migrationshintergrund","4666","0.414661290824753","0.405025478052337","0.424297103597169"
"Voll erwerbstaetig","1995","direkter Migrationshintergrund","1275","0.399857641894438","0.381758170763814","0.417957113025062"
"Voll erwerbstaetig","1995","indirekter Migrationshintergrund","183","0.302974747078736","0.263246993933181","0.34270250022429"
"Teilzeitbeschaeftigung","1995","kein Migrationshintergrund","804","0.0766768964338325","0.0714727788945347","0.0818810139731303"
"Teilzeitbeschaeftigung","1995","direkter Migrationshintergrund","183","0.0649315868396292","0.0558275135318261","0.0740356601474323"
"Teilzeitbeschaeftigung","1995","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1995","kein Migrationshintergrund","321","0.0246656326189777","0.0216320147376097","0.0276992505003457"
"Ausbildung/Lehre","1995","direkter Migrationshintergrund","52","0.0183485298879126","0.0133898583460269","0.0233072014297982"
"Ausbildung/Lehre","1995","indirekter Migrationshintergrund","85","0.160962474275213","0.129192303913909","0.192732644636516"
"Geringfuegig erwerbstaetig","1995","kein Migrationshintergrund","220","0.0231609398915213","0.020219042096349","0.0261028376866935"
"Geringfuegig erwerbstaetig","1995","direkter Migrationshintergrund","52","0.0218253252581034","0.0164268065081855","0.0272238440080212"
"Geringfuegig erwerbstaetig","1995","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1995","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1995","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1995","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1995","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1995","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1995","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1995","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1995","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1995","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1995","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1995","kein Migrationshintergrund","3985","0.456329617395567","0.446587684173078","0.466071550618056"
"Nicht erwerbstaetig","1995","direkter Migrationshintergrund","1246","0.491384081913775","0.47291303291586","0.50985513091169"
"Nicht erwerbstaetig","1995","indirekter Migrationshintergrund","201","0.43541994234412","0.392556854293301","0.478283030394938"
"Betriebliches Praktikum","1995","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1995","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1995","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1995","kein Migrationshintergrund","46","0.00450562283534849","0.00319573289978267","0.0058155127709143"
"Wehrpflicht/Zivildienst","1995","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1995","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1996","kein Migrationshintergrund","4563","0.410143543188561","0.400481023738145","0.419806062638976"
"Voll erwerbstaetig","1996","direkter Migrationshintergrund","1152","0.388495094273374","0.369835279739477","0.407154908807271"
"Voll erwerbstaetig","1996","indirekter Migrationshintergrund","201","0.312829407234393","0.274045818975822","0.351612995492963"
"Teilzeitbeschaeftigung","1996","kein Migrationshintergrund","838","0.0827869997661857","0.0773736580144413","0.08820034151793"
"Teilzeitbeschaeftigung","1996","direkter Migrationshintergrund","194","0.0698767745567836","0.0601167423650044","0.0796368067485629"
"Teilzeitbeschaeftigung","1996","indirekter Migrationshintergrund","","","",""
"Ausbildung/Lehre","1996","kein Migrationshintergrund","306","0.0225479837261643","0.0196315584564987","0.0254644089958299"
"Ausbildung/Lehre","1996","direkter Migrationshintergrund","52","0.0210927691896083","0.0155916361386378","0.0265939022405789"
"Ausbildung/Lehre","1996","indirekter Migrationshintergrund","81","0.151722801367799","0.121713475331801","0.181732127403797"
"Geringfuegig erwerbstaetig","1996","kein Migrationshintergrund","211","0.0220331201251043","0.0191494249719626","0.024916815278246"
"Geringfuegig erwerbstaetig","1996","direkter Migrationshintergrund","43","0.0214544515321919","0.0159073794215022","0.0270015236428815"
"Geringfuegig erwerbstaetig","1996","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1996","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1996","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1996","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1996","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1996","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1996","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1996","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1996","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1996","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1996","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1996","kein Migrationshintergrund","3999","0.458821727098873","0.449032657041036","0.468610797156711"
"Nicht erwerbstaetig","1996","direkter Migrationshintergrund","1173","0.494590356318832","0.475449596892509","0.513731115745156"
"Nicht erwerbstaetig","1996","indirekter Migrationshintergrund","221","0.43588600800365","0.394406669778121","0.47736534622918"
"Betriebliches Praktikum","1996","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1996","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1996","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1996","kein Migrationshintergrund","37","0.00366662609511152","0.00247925923261625","0.00485399295760679"
"Wehrpflicht/Zivildienst","1996","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1996","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1997","kein Migrationshintergrund","4454","0.403947176427907","0.394255950142365","0.413638402713448"
"Voll erwerbstaetig","1997","direkter Migrationshintergrund","1084","0.388800256793761","0.369660830080905","0.407939683506617"
"Voll erwerbstaetig","1997","indirekter Migrationshintergrund","207","0.308617323787681","0.270861533444494","0.346373114130869"
"Teilzeitbeschaeftigung","1997","kein Migrationshintergrund","793","0.0793443866480533","0.0740063595093255","0.084682413786781"
"Teilzeitbeschaeftigung","1997","direkter Migrationshintergrund","161","0.0713095863232913","0.0612058149185578","0.0814133577280249"
"Teilzeitbeschaeftigung","1997","indirekter Migrationshintergrund","40","0.0930550617029891","0.0693099274136317","0.116800195992346"
"Ausbildung/Lehre","1997","kein Migrationshintergrund","292","0.0207184003072016","0.0179051655254599","0.0235316350889433"
"Ausbildung/Lehre","1997","direkter Migrationshintergrund","44","0.0189469116361377","0.0135940065666602","0.0242998167056152"
"Ausbildung/Lehre","1997","indirekter Migrationshintergrund","92","0.165618667511589","0.13523423696852","0.196003098054658"
"Geringfuegig erwerbstaetig","1997","kein Migrationshintergrund","210","0.0203486227557054","0.0175600796776015","0.0231371658338094"
"Geringfuegig erwerbstaetig","1997","direkter Migrationshintergrund","38","0.0184240888206611","0.0131441483351792","0.0237040293061429"
"Geringfuegig erwerbstaetig","1997","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1997","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1997","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1997","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1997","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1997","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1997","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1997","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1997","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1997","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1997","kein Migrationshintergrund","4051","0.471852757684385","0.461993259120197","0.481712256248573"
"Nicht erwerbstaetig","1997","direkter Migrationshintergrund","1160","0.500823705347366","0.481192657253345","0.520454753441387"
"Nicht erwerbstaetig","1997","indirekter Migrationshintergrund","212","0.38369461739682","0.343947558125248","0.423441676668393"
"Betriebliches Praktikum","1997","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1997","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1997","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1997","kein Migrationshintergrund","48","0.00378865617674796","0.0025752885329196","0.00500202382057632"
"Wehrpflicht/Zivildienst","1997","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1997","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1998","kein Migrationshintergrund","4986","0.397372327775964","0.38835051552609","0.406394140025838"
"Voll erwerbstaetig","1998","direkter Migrationshintergrund","1037","0.403092191137102","0.383557036908499","0.422627345365704"
"Voll erwerbstaetig","1998","indirekter Migrationshintergrund","220","0.328345467927721","0.290925027770745","0.365765908084697"
"Teilzeitbeschaeftigung","1998","kein Migrationshintergrund","920","0.0825346067446427","0.0774613910358647","0.0876078224534207"
"Teilzeitbeschaeftigung","1998","direkter Migrationshintergrund","162","0.0721539372574019","0.0618493879088257","0.0824584866059781"
"Teilzeitbeschaeftigung","1998","indirekter Migrationshintergrund","32","0.0580027939307849","0.0393767909630066","0.0766287968985631"
"Ausbildung/Lehre","1998","kein Migrationshintergrund","338","0.0223670047663649","0.0196407761006101","0.0250932334321198"
"Ausbildung/Lehre","1998","direkter Migrationshintergrund","51","0.0229365153149462","0.0169745954853131","0.0288984351445793"
"Ausbildung/Lehre","1998","indirekter Migrationshintergrund","92","0.138671099210555","0.111132116551478","0.166210081869633"
"Geringfuegig erwerbstaetig","1998","kein Migrationshintergrund","262","0.0207895414835753","0.0181590862405592","0.0234199967265914"
"Geringfuegig erwerbstaetig","1998","direkter Migrationshintergrund","32","0.0120389737788249","0.00769561543132908","0.0163823321263207"
"Geringfuegig erwerbstaetig","1998","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1998","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1998","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1998","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1998","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1998","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1998","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1998","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1998","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1998","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1998","kein Migrationshintergrund","4744","0.473204632617064","0.463999799759478","0.48240946547465"
"Nicht erwerbstaetig","1998","direkter Migrationshintergrund","1134","0.486599052006077","0.466693465240375","0.506504638771778"
"Nicht erwerbstaetig","1998","indirekter Migrationshintergrund","242","0.440964904068436","0.401401654705833","0.480528153431039"
"Betriebliches Praktikum","1998","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1998","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1998","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1998","kein Migrationshintergrund","42","0.00271372256164001","0.00175462434418371","0.00367282077909632"
"Wehrpflicht/Zivildienst","1998","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1998","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","1999","kein Migrationshintergrund","4879","0.404588221930834","0.395388096560652","0.413788347301015"
"Voll erwerbstaetig","1999","direkter Migrationshintergrund","941","0.406082758340659","0.385672385348366","0.426493131332952"
"Voll erwerbstaetig","1999","indirekter Migrationshintergrund","241","0.35132494870202","0.313503298548775","0.389146598855266"
"Teilzeitbeschaeftigung","1999","kein Migrationshintergrund","936","0.0804630135616856","0.0753642935354384","0.0855617335879328"
"Teilzeitbeschaeftigung","1999","direkter Migrationshintergrund","154","0.0708509757366256","0.0601875608966855","0.0815143905765657"
"Teilzeitbeschaeftigung","1999","indirekter Migrationshintergrund","31","0.053979694810583","0.0360761997237337","0.0718831898974324"
"Ausbildung/Lehre","1999","kein Migrationshintergrund","325","0.0229467954122328","0.0201400789267412","0.0257535118977244"
"Ausbildung/Lehre","1999","direkter Migrationshintergrund","38","0.0178224280070951","0.0123237392177615","0.0233211167964287"
"Ausbildung/Lehre","1999","indirekter Migrationshintergrund","86","0.14060492365488","0.113064597767206","0.168145249542554"
"Geringfuegig erwerbstaetig","1999","kein Migrationshintergrund","363","0.0333497439719138","0.0299841683427699","0.0367153196010577"
"Geringfuegig erwerbstaetig","1999","direkter Migrationshintergrund","57","0.0320842652971014","0.0247603127141983","0.0394082178800045"
"Geringfuegig erwerbstaetig","1999","indirekter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1999","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1999","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","1999","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1999","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1999","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","1999","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1999","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1999","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","1999","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","1999","kein Migrationshintergrund","4374","0.454029451253777","0.444696799994025","0.463362102513528"
"Nicht erwerbstaetig","1999","direkter Migrationshintergrund","1028","0.469905955695576","0.449163382241051","0.490648529150101"
"Nicht erwerbstaetig","1999","indirekter Migrationshintergrund","227","0.411116421327113","0.37213393690098","0.450098905753246"
"Betriebliches Praktikum","1999","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","1999","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","1999","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1999","kein Migrationshintergrund","43","0.00333390215285691","0.00225338992858723","0.00441441437712659"
"Wehrpflicht/Zivildienst","1999","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","1999","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","2000","kein Migrationshintergrund","8414","0.402440411203073","0.395660164633295","0.40922065777285"
"Voll erwerbstaetig","2000","direkter Migrationshintergrund","1360","0.401252460259667","0.384639551429054","0.41786536909028"
"Voll erwerbstaetig","2000","indirekter Migrationshintergrund","313","0.358285184126994","0.325684025338961","0.390886342915027"
"Teilzeitbeschaeftigung","2000","kein Migrationshintergrund","1899","0.0893873576635807","0.0854427031406106","0.0933320121865508"
"Teilzeitbeschaeftigung","2000","direkter Migrationshintergrund","290","0.0922831019738699","0.0824735028732451","0.102092701074495"
"Teilzeitbeschaeftigung","2000","indirekter Migrationshintergrund","51","0.0700369868784403","0.0526852024342815","0.0873887713225991"
"Ausbildung/Lehre","2000","kein Migrationshintergrund","549","0.0218778313639492","0.0198552650394429","0.0239003976884555"
"Ausbildung/Lehre","2000","direkter Migrationshintergrund","59","0.0165658893384509","0.0122398051334302","0.0208919735434716"
"Ausbildung/Lehre","2000","indirekter Migrationshintergrund","95","0.111249767530173","0.0898707866504684","0.132628748409878"
"Geringfuegig erwerbstaetig","2000","kein Migrationshintergrund","652","0.0337620617549872","0.0312648198816443","0.0362593036283301"
"Geringfuegig erwerbstaetig","2000","direkter Migrationshintergrund","97","0.033722856265603","0.0276045954610572","0.0398411170701489"
"Geringfuegig erwerbstaetig","2000","indirekter Migrationshintergrund","37","0.0460088421008895","0.0317645652621497","0.0602531189396294"
"Altersteilzeit mit Arbeitszeit Null","2000","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","2000","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2000","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2000","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2000","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2000","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2000","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2000","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2000","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2000","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2000","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","2000","kein Migrationshintergrund","8472","0.447845427256313","0.440970018950703","0.454720835561924"
"Nicht erwerbstaetig","2000","direkter Migrationshintergrund","1527","0.453234459368633","0.436362054605641","0.470106864131625"
"Nicht erwerbstaetig","2000","indirekter Migrationshintergrund","324","0.401271932162013","0.367946040383484","0.434597823940542"
"Betriebliches Praktikum","2000","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","2000","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","2000","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2000","kein Migrationshintergrund","84","0.00340172385129091","0.00259669085919759","0.00420675684338424"
"Wehrpflicht/Zivildienst","2000","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2000","indirekter Migrationshintergrund","","","",""
"Voll erwerbstaetig","2001","kein Migrationshintergrund","7576","0.397977603125144","0.390893706321414","0.405061499928874"
"Voll erwerbstaetig","2001","direkter Migrationshintergrund","1205","0.386236358157827","0.368651753969397","0.403820962346256"
"Voll erwerbstaetig","2001","indirekter Migrationshintergrund","301","0.390932165480983","0.356622134002866","0.4252421969591"
"Teilzeitbeschaeftigung","2001","kein Migrationshintergrund","1767","0.0913153989974522","0.0871465594479183","0.095484238546986"
"Teilzeitbeschaeftigung","2001","direkter Migrationshintergrund","261","0.0916434048827199","0.0812230085701491","0.102063801195291"
"Teilzeitbeschaeftigung","2001","indirekter Migrationshintergrund","39","0.050976201015555","0.0355108469685581","0.0664415550625519"
"Ausbildung/Lehre","2001","kein Migrationshintergrund","522","0.0236403537562338","0.0214416410721541","0.0258390664403136"
"Ausbildung/Lehre","2001","direkter Migrationshintergrund","74","0.0302051566536424","0.0240237698172938","0.0363865434899911"
"Ausbildung/Lehre","2001","indirekter Migrationshintergrund","93","0.114441474958733","0.0920574624937422","0.136825487423723"
"Geringfuegig erwerbstaetig","2001","kein Migrationshintergrund","651","0.0350614518690679","0.0323994928715145","0.0377234108666213"
"Geringfuegig erwerbstaetig","2001","direkter Migrationshintergrund","82","0.0285235797893967","0.0225115158843909","0.0345356436944025"
"Geringfuegig erwerbstaetig","2001","indirekter Migrationshintergrund","32","0.0512157476230237","0.0357160554215052","0.0667154398245421"
"Altersteilzeit mit Arbeitszeit Null","2001","kein Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","direkter Migrationshintergrund","","","",""
"Altersteilzeit mit Arbeitszeit Null","2001","indirekter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2001","kein Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2001","direkter Migrationshintergrund","","","",""
"Freiwilliger Wehrdienst","2001","indirekter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2001","kein Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2001","direkter Migrationshintergrund","","","",""
"FSJ/FOeJ/BFD","2001","indirekter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2001","kein Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2001","direkter Migrationshintergrund","","","",""
"Werkstatt fuer Behinderte","2001","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstaetig","2001","kein Migrationshintergrund","7722","0.446377102256524","0.439182702562312","0.453571501950735"
"Nicht erwerbstaetig","2001","direkter Migrationshintergrund","1311","0.45948038686048","0.441481540943161","0.4774792327778"
"Nicht erwerbstaetig","2001","indirekter Migrationshintergrund","302","0.376793181469253","0.342720587548658","0.410865775389848"
"Betriebliches Praktikum","2001","kein Migrationshintergrund","","","",""
"Betriebliches Praktikum","2001","direkter Migrationshintergrund","","","",""
"Betriebliches Praktikum","2001","indirekter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2001","kein Migrationshintergrund","81","0.00446646027947479","0.00350141815321016","0.00543150240573942"
"Wehrpflicht/Zivildienst","2001","direkter Migrationshintergrund","","","",""
"Wehrpflicht/Zivildienst","2001","indirekter Migrationshintergrund","","","",""
