"ple0017","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ja","2017","Hauptschule","direkter Migrationshintergrund","85","0.0581320346627419","0.0464453720733926","0.0698186972520912"
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","32","0.113641281983484","0.0813898172324464","0.145892746734522"
"Ja","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","500","0.0816507060346874","0.0748302009406616","0.0884712111287132"
"Ja","2017","Realschule","direkter Migrationshintergrund","20","","",""
"Ja","2017","Realschule","indirekter Migrationshintergrund","41","0.094723792548946","0.066413309978431","0.123034275119461"
"Ja","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","225","0.0685702060629843","0.058989634884506","0.0781507772414626"
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","85","0.0834294431376954","0.0670580575457763","0.0998008287296145"
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.0615477902291933","0.0373838025389517","0.0857117779194348"
"Ja","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","AkademikerIn","kein Migrationshintergrund","329","0.0590263181699894","0.052530166681014","0.0655224696589648"
"Ja","2017","AkademikerIn","direkter Migrationshintergrund","93","0.0646196179017722","0.0505741509889662","0.0786650848145781"
"Ja","2017","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Ja","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(noch) kein Abschluss","kein Migrationshintergrund","436","0.894358350683685","0.866974231275848","0.921742470091522"
"Nein","2017","(noch) kein Abschluss","direkter Migrationshintergrund","304","0.918326868137265","0.888823449320289","0.947830286954241"
"Nein","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","105","0.883226824983701","0.826004819374681","0.940448830592721"
"Nein","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hauptschule","kein Migrationshintergrund","4963","0.939375418511304","0.932923863790492","0.945826973232116"
"Nein","2017","Hauptschule","direkter Migrationshintergrund","1455","0.941867965337258","0.930181302747909","0.953554627926607"
"Nein","2017","Hauptschule","indirekter Migrationshintergrund","340","0.886358718016516","0.854107253265478","0.918610182767554"
"Nein","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Realschule","kein Migrationshintergrund","5692","0.918349293965313","0.911528788871287","0.925169799059338"
"Nein","2017","Realschule","direkter Migrationshintergrund","315","0.931631639340751","0.904606036801469","0.958657241880033"
"Nein","2017","Realschule","indirekter Migrationshintergrund","370","0.905276207451054","0.876965724880539","0.933586690021569"
"Nein","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(Fach-)Abitur","kein Migrationshintergrund","2448","0.931429793937016","0.921849222758537","0.941010365115494"
"Nein","2017","(Fach-)Abitur","direkter Migrationshintergrund","1011","0.916570556862305","0.900199171270386","0.932941942454224"
"Nein","2017","(Fach-)Abitur","indirekter Migrationshintergrund","348","0.938452209770807","0.914288222080565","0.962616197461048"
"Nein","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","AkademikerIn","kein Migrationshintergrund","4727","0.940973681830011","0.934477530341035","0.947469833318986"
"Nein","2017","AkademikerIn","direkter Migrationshintergrund","1084","0.935380382098228","0.921334915185422","0.949425849011034"
"Nein","2017","AkademikerIn","indirekter Migrationshintergrund","267","0.907687882072677","0.873903096785685","0.941472667359669"
"Nein","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Realschule","kein Migrationshintergrund","","","",""
"Ja","2018","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Realschule","kein Migrationshintergrund","","","",""
"Nein","2018","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(noch) kein Abschluss","kein Migrationshintergrund","39","0.103805961368399","0.0733784375199369","0.13423348521686"
"Ja","2019","(noch) kein Abschluss","direkter Migrationshintergrund","18","","",""
"Ja","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Ja","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Hauptschule","kein Migrationshintergrund","295","0.0614342952561524","0.0545510211525617","0.0683175693597431"
"Ja","2019","Hauptschule","direkter Migrationshintergrund","67","0.0598387187767324","0.0464688463140797","0.073208591239385"
"Ja","2019","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Ja","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","Realschule","kein Migrationshintergrund","500","0.0820242589914496","0.0751126720197941","0.0889358459631052"
"Ja","2019","Realschule","direkter Migrationshintergrund","20","","",""
"Ja","2019","Realschule","indirekter Migrationshintergrund","39","0.0637974923433911","0.0407782594362676","0.0868167252505146"
"Ja","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(Fach-)Abitur","kein Migrationshintergrund","236","0.0734347078172517","0.0639146592785634","0.0829547563559401"
"Ja","2019","(Fach-)Abitur","direkter Migrationshintergrund","77","0.086197355462626","0.0677172516612643","0.104677459263988"
"Ja","2019","(Fach-)Abitur","indirekter Migrationshintergrund","35","0.0729350405930126","0.0472592882680787","0.0986107929179465"
"Ja","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","AkademikerIn","kein Migrationshintergrund","392","0.0669084260484521","0.0603501567008425","0.0734666953960617"
"Ja","2019","AkademikerIn","direkter Migrationshintergrund","84","0.0638661372822355","0.0492016539122213","0.0785306206522496"
"Ja","2019","AkademikerIn","indirekter Migrationshintergrund","26","","",""
"Ja","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(noch) kein Abschluss","kein Migrationshintergrund","347","0.896194038631602","0.86576651478314","0.926621562480063"
"Nein","2019","(noch) kein Abschluss","direkter Migrationshintergrund","259","0.949302181236555","0.923467382466094","0.975136980007016"
"Nein","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","108","0.885197971154351","0.82693479481809","0.943461147490613"
"Nein","2019","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Hauptschule","kein Migrationshintergrund","4380","0.938565704743848","0.931682430640257","0.945448978847438"
"Nein","2019","Hauptschule","direkter Migrationshintergrund","1142","0.940161281223268","0.926791408760615","0.95353115368592"
"Nein","2019","Hauptschule","indirekter Migrationshintergrund","311","0.900768486288717","0.868848364430998","0.932688608146436"
"Nein","2019","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","Realschule","kein Migrationshintergrund","5555","0.91797574100855","0.911064154036895","0.924887327980206"
"Nein","2019","Realschule","direkter Migrationshintergrund","251","0.948380982647949","0.922038316351293","0.974723648944604"
"Nein","2019","Realschule","indirekter Migrationshintergrund","394","0.936202507656609","0.913183274749485","0.959221740563732"
"Nein","2019","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","(Fach-)Abitur","kein Migrationshintergrund","2648","0.926565292182748","0.91704524364406","0.936085340721437"
"Nein","2019","(Fach-)Abitur","direkter Migrationshintergrund","809","0.913802644537374","0.895322540736012","0.932282748338736"
"Nein","2019","(Fach-)Abitur","indirekter Migrationshintergrund","359","0.927064959406987","0.901389207082054","0.952740711731921"
"Nein","2019","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2019","AkademikerIn","kein Migrationshintergrund","5184","0.933091573951548","0.926533304603938","0.939649843299158"
"Nein","2019","AkademikerIn","direkter Migrationshintergrund","984","0.936133862717765","0.92146937934775","0.950798346087779"
"Nein","2019","AkademikerIn","indirekter Migrationshintergrund","378","0.885232769186865","0.854151760773179","0.916313777600551"
"Nein","2019","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
