year,hhtyp,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Couple without children,West,"Yes, Regularly",0.07274,378,3810,0.06449,0.08099
2019,Couple without children,West,"Yes, Occasionally",0.02563,123,3810,0.02061,0.03065
2019,Couple without children,West,No,0.89706,3309,3810,0.88741,0.90671
2019,Couple without children,East,"Yes, Regularly",0.02334,57,1240,0.01493,0.03174
2019,Couple without children,East,No,0.96527,1183,1240,0.95507,0.97546
2019,Single parent,West,"Yes, Regularly",0.04877,61,1068,0.03585,0.06169
2019,Single parent,West,No,0.91777,1007,1068,0.90129,0.93426
2019,Single parent,East,No,0.95222,308,308,0.92836,0.97608
2019,Couple with children,West,"Yes, Regularly",0.08027,432,4202,0.07206,0.08849
2019,Couple with children,West,"Yes, Occasionally",0.01451,88,4202,0.01089,0.01813
2019,Couple with children,West,No,0.88971,3682,4202,0.88024,0.89919
2019,Couple with children,East,"Yes, Regularly",0.06660,89,930,0.05057,0.08264
2019,Couple with children,East,No,0.90363,841,930,0.88465,0.92261
2019,Multi-generational household,West,No,0.95617,76,76,0.90984,1.00250
2019,Other Combinations,West,No,0.92601,175,175,0.88711,0.96490
2020,Single-person household,West,"Yes, Regularly",0.09062,260,3555,0.08118,0.10006
2020,Single-person household,West,"Yes, Occasionally",0.03015,78,3555,0.02453,0.03578
2020,Single-person household,West,No,0.86292,3217,3555,0.85161,0.87423
2020,Single-person household,East,"Yes, Regularly",0.04805,43,1021,0.03492,0.06117
2020,Single-person household,East,No,0.93278,978,1021,0.91742,0.94815
2020,Couple without children,West,"Yes, Regularly",0.07538,318,3837,0.06703,0.08374
2020,Couple without children,West,"Yes, Occasionally",0.02291,91,3837,0.01818,0.02765
2020,Couple without children,West,No,0.88941,3428,3837,0.87949,0.89934
2020,Couple without children,East,"Yes, Regularly",0.02261,41,1159,0.01404,0.03117
2020,Couple without children,East,No,0.95127,1118,1159,0.93887,0.96367
2020,Single parent,West,"Yes, Regularly",0.05571,57,1023,0.04165,0.06978
2020,Single parent,West,No,0.92268,966,1023,0.90630,0.93905
2020,Single parent,East,No,0.95569,294,294,0.93213,0.97925
2020,Couple with children,West,"Yes, Regularly",0.06984,321,4031,0.06197,0.07771
2020,Couple with children,West,"Yes, Occasionally",0.01536,87,4031,0.01157,0.01916
2020,Couple with children,West,No,0.89319,3623,4031,0.88366,0.90273
2020,Couple with children,East,"Yes, Regularly",0.09374,76,833,0.07393,0.11354
2020,Couple with children,East,No,0.86725,757,833,0.84419,0.89030
2020,Multi-generational household,West,No,0.95847,88,88,0.91654,1.00039
2020,Other Combinations,West,No,0.91826,245,245,0.88388,0.95263
2020,Other Combinations,East,No,0.92738,40,40,0.84593,1.00883
2021,Single-person household,West,"Yes, Regularly",0.10204,196,2483,0.09013,0.11395
2021,Single-person household,West,"Yes, Occasionally",0.03701,76,2483,0.02959,0.04444
2021,Single-person household,West,No,0.84899,2211,2483,0.83490,0.86308
2021,Single-person household,East,"Yes, Regularly",0.06675,41,700,0.04825,0.08525
2021,Single-person household,East,No,0.91516,659,700,0.89450,0.93582
2021,Couple without children,West,"Yes, Regularly",0.07943,243,2601,0.06903,0.08982
2021,Couple without children,West,"Yes, Occasionally",0.02769,80,2601,0.02139,0.03400
2021,Couple without children,West,No,0.89098,2278,2601,0.87900,0.90296
2021,Couple without children,East,"Yes, Regularly",0.04430,38,810,0.03012,0.05848
2021,Couple without children,East,No,0.94465,772,810,0.92890,0.96041
2021,Single parent,West,"Yes, Regularly",0.03664,34,643,0.02211,0.05117
2021,Single parent,West,No,0.92253,609,643,0.90185,0.94321
2021,Single parent,East,No,0.97066,232,232,0.94890,0.99242
2021,Couple with children,West,"Yes, Regularly",0.07517,224,2621,0.06507,0.08526
2021,Couple with children,West,"Yes, Occasionally",0.01218,47,2621,0.00798,0.01638
2021,Couple with children,West,No,0.89189,2350,2621,0.88000,0.90378
2021,Couple with children,East,"Yes, Regularly",0.08445,50,542,0.06102,0.10788
2021,Couple with children,East,No,0.87447,492,542,0.84655,0.90239
2021,Multi-generational household,West,No,0.97083,55,55,0.92594,1.01571
2021,Other Combinations,West,No,0.90417,204,204,0.86367,0.94466
2021,Other Combinations,East,No,0.87543,40,40,0.77179,0.97907
2022,Single-person household,West,"Yes, Regularly",0.09463,270,4296,0.08588,0.10338
2022,Single-person household,West,"Yes, Occasionally",0.03214,98,4296,0.02687,0.03742
2022,Single-person household,West,No,0.86070,3928,4296,0.85034,0.87105
2022,Single-person household,East,"Yes, Regularly",0.05440,54,1254,0.04185,0.06696
2022,Single-person household,East,No,0.91671,1200,1254,0.90141,0.93201
2022,Couple without children,West,"Yes, Regularly",0.06510,287,4463,0.05786,0.07234
2022,Couple without children,West,"Yes, Occasionally",0.03577,113,4463,0.03032,0.04121
2022,Couple without children,West,No,0.89339,4063,4463,0.88434,0.90245
2022,Couple without children,East,"Yes, Regularly",0.03173,50,1234,0.02195,0.04152
2022,Couple without children,East,No,0.94771,1184,1234,0.93529,0.96014
2022,Single parent,West,"Yes, Regularly",0.03096,35,824,0.01912,0.04279
2022,Single parent,West,No,0.92904,789,824,0.91149,0.94658
2022,Single parent,East,No,0.94458,287,287,0.91806,0.97110
2022,Couple with children,West,"Yes, Regularly",0.05328,292,4135,0.04644,0.06013
2022,Couple with children,West,"Yes, Occasionally",0.01848,97,4135,0.01438,0.02259
2022,Couple with children,West,No,0.90642,3746,4135,0.89755,0.91530
2022,Couple with children,East,"Yes, Regularly",0.06073,63,1002,0.04593,0.07552
2022,Couple with children,East,No,0.89708,939,1002,0.87825,0.91590
2022,Multi-generational household,West,No,0.89574,55,55,0.81423,0.97725
2022,Other Combinations,West,"Yes, Regularly",0.04707,47,892,0.03317,0.06098
2022,Other Combinations,West,"Yes, Occasionally",0.02469,31,892,0.01450,0.03488
2022,Other Combinations,West,No,0.91147,814,892,0.89282,0.93012
2022,Other Combinations,East,No,0.94889,210,210,0.91903,0.97875
