year,hhtyp,regtyp,hlf0261,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Couple without children,Rural regions,"Yes, Regularly",0.03714,71,17710,0.03696,0.03732
2013,Couple without children,Rural regions,No,0.96286,1573,17710,0.96268,0.96304
2013,Single parent,Urban regions,"Yes, Regularly",0.03958,46,17710,0.03926,0.03990
2013,Single parent,Urban regions,No,0.96042,1407,17710,0.96010,0.96074
2013,Single parent,Rural regions,No,1.00000,744,17710,1.00000,1.00000
2013,Couple with children,Urban regions,"Yes, Regularly",0.07217,307,17710,0.07196,0.07238
2013,Couple with children,Urban regions,"Yes, Occasionally",0.01656,72,17710,0.01646,0.01666
2013,Couple with children,Urban regions,No,0.91127,4031,17710,0.91104,0.91150
2013,Couple with children,Rural regions,"Yes, Regularly",0.03189,81,17710,0.03168,0.03210
2013,Couple with children,Rural regions,No,0.96811,2107,17710,0.96790,0.96832
2013,Multi-generational household,Urban regions,No,1.00000,75,17710,1.00000,1.00000
2013,Multi-generational household,Rural regions,No,1.00000,67,17710,1.00000,1.00000
2013,Other Combinations,Urban regions,No,1.00000,252,17710,1.00000,1.00000
2013,Other Combinations,Rural regions,No,1.00000,90,17710,1.00000,1.00000
2014,Single-person household,Urban regions,"Yes, Regularly",0.09104,197,15691,0.09087,0.09121
2014,Single-person household,Urban regions,"Yes, Occasionally",0.03344,68,15691,0.03333,0.03354
2014,Single-person household,Urban regions,No,0.87552,2150,15691,0.87533,0.87571
2014,Single-person household,Rural regions,"Yes, Regularly",0.05720,61,15691,0.05699,0.05740
2014,Single-person household,Rural regions,No,0.94280,1049,15691,0.94260,0.94301
2014,Couple without children,Urban regions,"Yes, Regularly",0.07654,226,15691,0.07636,0.07673
2014,Couple without children,Urban regions,"Yes, Occasionally",0.02605,75,15691,0.02594,0.02616
2014,Couple without children,Urban regions,No,0.89741,2442,15691,0.89720,0.89762
2014,Couple without children,Rural regions,"Yes, Regularly",0.03820,56,15691,0.03801,0.03838
2014,Couple without children,Rural regions,"Yes, Occasionally",0.01580,31,15691,0.01568,0.01592
2014,Couple without children,Rural regions,No,0.94600,1526,15691,0.94578,0.94622
2014,Single parent,Urban regions,"Yes, Regularly",0.03945,44,15691,0.03914,0.03975
2014,Single parent,Urban regions,No,0.96055,1123,15691,0.96025,0.96086
2014,Single parent,Rural regions,No,1.00000,609,15691,1.00000,1.00000
2014,Couple with children,Urban regions,"Yes, Regularly",0.07601,299,15691,0.07579,0.07622
2014,Couple with children,Urban regions,"Yes, Occasionally",0.01790,63,15691,0.01779,0.01800
2014,Couple with children,Urban regions,No,0.90610,3403,15691,0.90586,0.90633
2014,Couple with children,Rural regions,"Yes, Regularly",0.03899,78,15691,0.03876,0.03922
2014,Couple with children,Rural regions,No,0.96101,1825,15691,0.96078,0.96124
2014,Multi-generational household,Urban regions,No,1.00000,67,15691,1.00000,1.00000
2014,Multi-generational household,Rural regions,No,1.00000,51,15691,1.00000,1.00000
2014,Other Combinations,Urban regions,No,1.00000,179,15691,1.00000,1.00000
2014,Other Combinations,Rural regions,No,1.00000,69,15691,1.00000,1.00000
2015,Single-person household,Urban regions,"Yes, Regularly",0.09331,191,15635,0.09314,0.09348
2015,Single-person household,Urban regions,"Yes, Occasionally",0.03226,66,15635,0.03216,0.03236
2015,Single-person household,Urban regions,No,0.87443,2193,15635,0.87424,0.87462
2015,Single-person household,Rural regions,"Yes, Regularly",0.07681,75,15635,0.07657,0.07704
2015,Single-person household,Rural regions,No,0.92319,1070,15635,0.92296,0.92343
2015,Couple without children,Urban regions,"Yes, Regularly",0.07199,210,15635,0.07181,0.07217
2015,Couple without children,Urban regions,"Yes, Occasionally",0.03253,76,15635,0.03241,0.03265
2015,Couple without children,Urban regions,No,0.89548,2489,15635,0.89527,0.89569
2015,Couple without children,Rural regions,"Yes, Regularly",0.04715,71,15635,0.04695,0.04736
2015,Couple without children,Rural regions,No,0.95285,1505,15635,0.95264,0.95305
2015,Single parent,Urban regions,"Yes, Regularly",0.03874,47,15635,0.03844,0.03903
2015,Single parent,Urban regions,No,0.96126,1066,15635,0.96097,0.96156
2015,Single parent,Rural regions,No,1.00000,563,15635,1.00000,1.00000
2015,Couple with children,Urban regions,"Yes, Regularly",0.07528,269,15635,0.07506,0.07549
2015,Couple with children,Urban regions,"Yes, Occasionally",0.01707,53,15635,0.01696,0.01717
2015,Couple with children,Urban regions,No,0.90766,3412,15635,0.90742,0.90789
2015,Couple with children,Rural regions,"Yes, Regularly",0.03543,70,15635,0.03522,0.03565
2015,Couple with children,Rural regions,No,0.96457,1829,15635,0.96435,0.96478
2015,Multi-generational household,Urban regions,No,1.00000,80,15635,1.00000,1.00000
2015,Multi-generational household,Rural regions,No,1.00000,58,15635,1.00000,1.00000
2015,Other Combinations,Urban regions,No,1.00000,179,15635,1.00000,1.00000
2015,Other Combinations,Rural regions,No,1.00000,63,15635,1.00000,1.00000
2016,Single-person household,Urban regions,"Yes, Regularly",0.08816,181,14190,0.08800,0.08833
2016,Single-person household,Urban regions,"Yes, Occasionally",0.02359,49,14190,0.02350,0.02367
2016,Single-person household,Urban regions,No,0.88825,2085,14190,0.88807,0.88843
2016,Single-person household,Rural regions,"Yes, Regularly",0.07662,74,14190,0.07638,0.07686
2016,Single-person household,Rural regions,No,0.92338,971,14190,0.92314,0.92362
2016,Couple without children,Urban regions,"Yes, Regularly",0.06550,192,14190,0.06532,0.06567
2016,Couple without children,Urban regions,"Yes, Occasionally",0.02048,57,14190,0.02038,0.02058
2016,Couple without children,Urban regions,No,0.91402,2313,14190,0.91383,0.91422
2016,Couple without children,Rural regions,"Yes, Regularly",0.04037,63,14190,0.04018,0.04056
2016,Couple without children,Rural regions,No,0.95963,1443,14190,0.95944,0.95982
2016,Single parent,Urban regions,"Yes, Regularly",0.04819,48,14190,0.04785,0.04852
2016,Single parent,Urban regions,No,0.95181,935,14190,0.95148,0.95215
2016,Single parent,Rural regions,No,1.00000,516,14190,1.00000,1.00000
2016,Couple with children,Urban regions,"Yes, Regularly",0.06369,227,14190,0.06350,0.06389
2016,Couple with children,Urban regions,"Yes, Occasionally",0.02071,56,14190,0.02059,0.02082
2016,Couple with children,Urban regions,No,0.91560,3002,14190,0.91538,0.91582
2016,Couple with children,Rural regions,"Yes, Regularly",0.04361,68,14190,0.04336,0.04385
2016,Couple with children,Rural regions,No,0.95639,1616,14190,0.95615,0.95664
2016,Multi-generational household,Urban regions,No,1.00000,62,14190,1.00000,1.00000
2016,Multi-generational household,Rural regions,No,1.00000,43,14190,1.00000,1.00000
2016,Other Combinations,Urban regions,No,1.00000,132,14190,1.00000,1.00000
2016,Other Combinations,Rural regions,No,1.00000,57,14190,1.00000,1.00000
2017,Single-person household,Urban regions,"Yes, Regularly",0.08309,179,15552,0.08294,0.08325
2017,Single-person household,Urban regions,"Yes, Occasionally",0.03294,70,15552,0.03284,0.03304
2017,Single-person household,Urban regions,No,0.88397,2335,15552,0.88379,0.88415
2017,Single-person household,Rural regions,"Yes, Regularly",0.07383,72,15552,0.07360,0.07406
2017,Single-person household,Rural regions,No,0.92617,1149,15552,0.92594,0.92640
2017,Couple without children,Urban regions,"Yes, Regularly",0.06581,206,15552,0.06564,0.06598
2017,Couple without children,Urban regions,"Yes, Occasionally",0.02722,71,15552,0.02711,0.02733
2017,Couple without children,Urban regions,No,0.90698,2610,15552,0.90678,0.90718
2017,Couple without children,Rural regions,"Yes, Regularly",0.03770,65,15552,0.03751,0.03788
2017,Couple without children,Rural regions,No,0.96230,1632,15552,0.96212,0.96249
2017,Single parent,Urban regions,"Yes, Regularly",0.04174,44,15552,0.04142,0.04206
2017,Single parent,Urban regions,No,0.95826,935,15552,0.95794,0.95858
2017,Single parent,Rural regions,No,1.00000,527,15552,1.00000,1.00000
2017,Couple with children,Urban regions,"Yes, Regularly",0.06902,261,15552,0.06882,0.06922
2017,Couple with children,Urban regions,"Yes, Occasionally",0.01637,41,15552,0.01627,0.01647
2017,Couple with children,Urban regions,No,0.91461,3190,15552,0.91439,0.91483
2017,Couple with children,Rural regions,"Yes, Regularly",0.04436,67,15552,0.04411,0.04461
2017,Couple with children,Rural regions,No,0.95564,1738,15552,0.95539,0.95589
2017,Multi-generational household,Urban regions,No,1.00000,66,15552,1.00000,1.00000
2017,Multi-generational household,Rural regions,No,1.00000,43,15552,1.00000,1.00000
2017,Other Combinations,Urban regions,No,1.00000,179,15552,1.00000,1.00000
2017,Other Combinations,Rural regions,No,1.00000,72,15552,1.00000,1.00000
2018,Single-person household,Urban regions,"Yes, Regularly",0.09593,212,15323,0.09576,0.09609
2018,Single-person household,Urban regions,"Yes, Occasionally",0.02837,67,15323,0.02828,0.02847
2018,Single-person household,Urban regions,No,0.87570,2473,15323,0.87552,0.87589
2018,Single-person household,Rural regions,"Yes, Regularly",0.07386,71,15323,0.07363,0.07409
2018,Single-person household,Rural regions,No,0.92614,1169,15323,0.92591,0.92637
2018,Couple without children,Urban regions,"Yes, Regularly",0.07705,220,15323,0.07687,0.07723
2018,Couple without children,Urban regions,"Yes, Occasionally",0.02134,62,15323,0.02124,0.02144
2018,Couple without children,Urban regions,No,0.90161,2578,15323,0.90140,0.90181
2018,Couple without children,Rural regions,"Yes, Regularly",0.05021,67,15323,0.04999,0.05042
2018,Couple without children,Rural regions,No,0.94979,1595,15323,0.94958,0.95001
2018,Single parent,Urban regions,"Yes, Regularly",0.05126,42,15323,0.05091,0.05160
2018,Single parent,Urban regions,No,0.94874,951,15323,0.94840,0.94909
2018,Single parent,Rural regions,No,1.00000,489,15323,1.00000,1.00000
2018,Couple with children,Urban regions,"Yes, Regularly",0.07914,256,15323,0.07893,0.07936
2018,Couple with children,Urban regions,"Yes, Occasionally",0.01382,51,15323,0.01373,0.01392
2018,Couple with children,Urban regions,No,0.90703,2980,15323,0.90680,0.90727
2018,Couple with children,Rural regions,"Yes, Regularly",0.05024,70,15323,0.04998,0.05051
2018,Couple with children,Rural regions,No,0.94976,1638,15323,0.94949,0.95002
2018,Multi-generational household,Urban regions,No,1.00000,74,15323,1.00000,1.00000
2018,Multi-generational household,Rural regions,No,1.00000,39,15323,1.00000,1.00000
2018,Other Combinations,Urban regions,No,1.00000,157,15323,1.00000,1.00000
2018,Other Combinations,Rural regions,No,1.00000,62,15323,1.00000,1.00000
2019,Single-person household,Urban regions,"Yes, Regularly",0.09992,231,15519,0.09975,0.10009
2019,Single-person household,Urban regions,"Yes, Occasionally",0.02591,75,15519,0.02582,0.02600
2019,Single-person household,Urban regions,No,0.87417,2350,15519,0.87398,0.87435
2019,Single-person household,Rural regions,"Yes, Regularly",0.07719,78,15519,0.07695,0.07742
2019,Single-person household,Rural regions,No,0.92281,1127,15519,0.92258,0.92305
2019,Couple without children,Urban regions,"Yes, Regularly",0.07327,320,15519,0.07309,0.07345
2019,Couple without children,Urban regions,"Yes, Occasionally",0.02558,98,15519,0.02547,0.02569
2019,Couple without children,Urban regions,No,0.90115,2726,15519,0.90094,0.90135
2019,Couple without children,Rural regions,"Yes, Regularly",0.04489,104,15519,0.04469,0.04510
2019,Couple without children,Rural regions,"Yes, Occasionally",0.01652,37,15519,0.01639,0.01664
2019,Couple without children,Rural regions,No,0.93859,1659,15519,0.93835,0.93882
2019,Single parent,Urban regions,"Yes, Regularly",0.05338,53,15519,0.05302,0.05374
2019,Single parent,Urban regions,No,0.94662,862,15519,0.94626,0.94698
2019,Single parent,Rural regions,No,1.00000,443,15519,1.00000,1.00000
2019,Couple with children,Urban regions,"Yes, Regularly",0.08998,394,15519,0.08975,0.09021
2019,Couple with children,Urban regions,"Yes, Occasionally",0.01490,75,15519,0.01481,0.01500
2019,Couple with children,Urban regions,No,0.89511,2888,15519,0.89487,0.89536
2019,Couple with children,Rural regions,"Yes, Regularly",0.05479,123,15519,0.05451,0.05506
2019,Couple with children,Rural regions,No,0.94521,1605,15519,0.94494,0.94549
2019,Multi-generational household,Urban regions,No,1.00000,61,15519,1.00000,1.00000
2019,Multi-generational household,Rural regions,No,1.00000,39,15519,1.00000,1.00000
2019,Other Combinations,Urban regions,No,1.00000,115,15519,1.00000,1.00000
2019,Other Combinations,Rural regions,No,1.00000,56,15519,1.00000,1.00000
2020,Single-person household,Urban regions,"Yes, Regularly",0.09335,233,16119,0.09318,0.09351
2020,Single-person household,Urban regions,"Yes, Occasionally",0.02562,64,16119,0.02553,0.02571
2020,Single-person household,Urban regions,No,0.88103,2954,16119,0.88085,0.88122
2020,Single-person household,Rural regions,"Yes, Regularly",0.06059,70,16119,0.06037,0.06080
2020,Single-person household,Rural regions,No,0.93941,1241,16119,0.93920,0.93963
2020,Couple without children,Urban regions,"Yes, Regularly",0.07735,273,16119,0.07717,0.07754
2020,Couple without children,Urban regions,"Yes, Occasionally",0.02408,85,16119,0.02398,0.02419
2020,Couple without children,Urban regions,No,0.89856,2926,16119,0.89835,0.89877
2020,Couple without children,Rural regions,"Yes, Regularly",0.04597,86,16119,0.04576,0.04618
2020,Couple without children,Rural regions,No,0.95403,1620,16119,0.95382,0.95424
2020,Single parent,Urban regions,"Yes, Regularly",0.05781,46,16119,0.05745,0.05817
2020,Single parent,Urban regions,No,0.94219,837,16119,0.94183,0.94255
2020,Single parent,Rural regions,No,1.00000,423,16119,1.00000,1.00000
2020,Couple with children,Urban regions,"Yes, Regularly",0.08126,301,16119,0.08104,0.08148
2020,Couple with children,Urban regions,"Yes, Occasionally",0.01865,85,16119,0.01854,0.01876
2020,Couple with children,Urban regions,No,0.90009,2852,16119,0.89985,0.90033
2020,Couple with children,Rural regions,"Yes, Regularly",0.06087,96,16119,0.06059,0.06116
2020,Couple with children,Rural regions,No,0.93913,1528,16119,0.93884,0.93941
2020,Multi-generational household,Urban regions,No,1.00000,66,16119,1.00000,1.00000
2020,Multi-generational household,Rural regions,No,1.00000,48,16119,1.00000,1.00000
2020,Other Combinations,Urban regions,No,1.00000,197,16119,1.00000,1.00000
2020,Other Combinations,Rural regions,No,1.00000,88,16119,1.00000,1.00000
2021,Single-person household,Urban regions,"Yes, Regularly",0.09707,162,10812,0.09690,0.09723
2021,Single-person household,Urban regions,"Yes, Occasionally",0.03076,59,10812,0.03066,0.03086
2021,Single-person household,Urban regions,No,0.87218,2034,10812,0.87199,0.87236
2021,Single-person household,Rural regions,"Yes, Regularly",0.09992,75,10812,0.09966,0.10018
2021,Single-person household,Rural regions,No,0.90008,843,10812,0.89982,0.90034
2021,Couple without children,Urban regions,"Yes, Regularly",0.08237,201,10812,0.08218,0.08256
2021,Couple without children,Urban regions,"Yes, Occasionally",0.02898,70,10812,0.02887,0.02910
2021,Couple without children,Urban regions,No,0.88864,1942,10812,0.88842,0.88886
2021,Couple without children,Rural regions,"Yes, Regularly",0.05391,78,10812,0.05368,0.05414
2021,Couple without children,Rural regions,No,0.94609,1094,10812,0.94586,0.94632
2021,Single parent,Urban regions,No,1.00000,530,10812,1.00000,1.00000
2021,Single parent,Rural regions,No,1.00000,308,10812,1.00000,1.00000
2021,Couple with children,Urban regions,"Yes, Regularly",0.08939,207,10812,0.08916,0.08963
2021,Couple with children,Urban regions,"Yes, Occasionally",0.01692,46,10812,0.01681,0.01703
2021,Couple with children,Urban regions,No,0.89369,1829,10812,0.89343,0.89394
2021,Couple with children,Rural regions,"Yes, Regularly",0.05375,62,10812,0.05347,0.05402
2021,Couple with children,Rural regions,No,0.94625,992,10812,0.94598,0.94653
2021,Multi-generational household,Urban regions,No,1.00000,47,10812,1.00000,1.00000
2021,Other Combinations,Urban regions,No,1.00000,160,10812,1.00000,1.00000
2021,Other Combinations,Rural regions,No,1.00000,73,10812,1.00000,1.00000
