"hlf0261","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, regelmaessig","2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2003","1-Pers.- Haushalt","2","42","0.0891995360394612","0.0660027928982505","0.112396279180672"
"Ja, regelmaessig","2003","1-Pers.- Haushalt","3","35","0.0726975335568214","0.0512696595166166","0.0941254075970262"
"Ja, regelmaessig","2003","1-Pers.- Haushalt","4","42","0.0719154045183134","0.0515798044493685","0.0922510045872584"
"Ja, regelmaessig","2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2003","(Ehe-)Paar ohne Kind(er)","2","36","0.0418456441357209","0.0307894492253173","0.0529018390461245"
"Ja, regelmaessig","2003","(Ehe-)Paar ohne Kind(er)","3","46","0.0352255310061166","0.0262206738425351","0.0442303881696981"
"Ja, regelmaessig","2003","(Ehe-)Paar ohne Kind(er)","4","72","0.0459457385881467","0.0363322047075806","0.0555592724687129"
"Ja, regelmaessig","2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2003","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2003","Alleinerziehende","2","6","","",""
"Ja, regelmaessig","2003","Alleinerziehende","3","8","","",""
"Ja, regelmaessig","2003","Alleinerziehende","4","25","","",""
"Ja, regelmaessig","2003","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2003","Paar mit Kind(ern)","2","36","0.00809114524063822","0.00518204030242211","0.0110002501788543"
"Ja, regelmaessig","2003","Paar mit Kind(ern)","3","85","0.0173075913754458","0.0129820737039103","0.0216331090469813"
"Ja, regelmaessig","2003","Paar mit Kind(ern)","4","208","0.0653280238200933","0.0564545798636156","0.0742014677765709"
"Ja, regelmaessig","2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2003","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2003","Sonstige","2","","","",""
"Ja, regelmaessig","2003","Sonstige","3","9","","",""
"Ja, regelmaessig","2003","Sonstige","4","19","","",""
"Ja, regelmaessig","2003","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2003","1-Pers.- Haushalt","2","21","","",""
"Ja, gelegentlich","2003","1-Pers.- Haushalt","3","19","","",""
"Ja, gelegentlich","2003","1-Pers.- Haushalt","4","34","0.0671966304402496","0.0474896063544178","0.0869036545260814"
"Ja, gelegentlich","2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2003","(Ehe-)Paar ohne Kind(er)","2","12","","",""
"Ja, gelegentlich","2003","(Ehe-)Paar ohne Kind(er)","3","28","","",""
"Ja, gelegentlich","2003","(Ehe-)Paar ohne Kind(er)","4","46","0.0288397708787263","0.0211552773000149","0.0365242644574377"
"Ja, gelegentlich","2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2003","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2003","Alleinerziehende","2","7","","",""
"Ja, gelegentlich","2003","Alleinerziehende","3","12","","",""
"Ja, gelegentlich","2003","Alleinerziehende","4","5","","",""
"Ja, gelegentlich","2003","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2003","Paar mit Kind(ern)","2","28","","",""
"Ja, gelegentlich","2003","Paar mit Kind(ern)","3","70","0.0250957646286295","0.0199078577942697","0.0302836714629893"
"Ja, gelegentlich","2003","Paar mit Kind(ern)","4","122","0.0329867008487626","0.0265731505684464","0.0394002511290789"
"Ja, gelegentlich","2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2003","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2003","Sonstige","2","","","",""
"Ja, gelegentlich","2003","Sonstige","3","","","",""
"Ja, gelegentlich","2003","Sonstige","4","11","","",""
"Ja, gelegentlich","2003","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","1-Pers.- Haushalt","2","517","0.863869012166833","0.835960509273447","0.891777515060219"
"Nein","2003","1-Pers.- Haushalt","3","510","0.891684304179552","0.866035932589972","0.917332675769132"
"Nein","2003","1-Pers.- Haushalt","4","544","0.860887965041437","0.833647914041138","0.888128016041736"
"Nein","2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","(Ehe-)Paar ohne Kind(er)","2","1212","0.946719018238963","0.934317939113423","0.959120097364504"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","3","1536","0.942449976677077","0.931074042801142","0.953825910553012"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","4","1704","0.925214490533127","0.913136245221113","0.937292735845141"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Alleinerziehende","2","395","0.976343337616298","0.961596597423297","0.991090077809299"
"Nein","2003","Alleinerziehende","3","252","0.884068826427725","0.846023020028318","0.922114632827132"
"Nein","2003","Alleinerziehende","4","170","0.819056400732099","0.765703060999439","0.872409740464759"
"Nein","2003","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Paar mit Kind(ern)","2","3579","0.980602861884983","0.976124348127318","0.985081375642648"
"Nein","2003","Paar mit Kind(ern)","3","3337","0.957596643995925","0.950913167944054","0.964280120047795"
"Nein","2003","Paar mit Kind(ern)","4","2649","0.901685275331144","0.89099350522809","0.912377045434198"
"Nein","2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Sonstige","2","199","1","1","1"
"Nein","2003","Sonstige","3","160","0.931268310032815","0.893124799369996","0.969411820695633"
"Nein","2003","Sonstige","4","150","0.895541878776483","0.850860569190167","0.940223188362799"
"Nein","2003","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2004","1-Pers.- Haushalt","2","33","0.0732084580457232","0.0520099276149468","0.0944069884764997"
"Ja, regelmaessig","2004","1-Pers.- Haushalt","3","26","","",""
"Ja, regelmaessig","2004","1-Pers.- Haushalt","4","38","0.063572109902698","0.0442573934671587","0.0828868263382372"
"Ja, regelmaessig","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2004","(Ehe-)Paar ohne Kind(er)","2","8","","",""
"Ja, regelmaessig","2004","(Ehe-)Paar ohne Kind(er)","3","32","0.02433263820551","0.0169116214398935","0.0317536549711265"
"Ja, regelmaessig","2004","(Ehe-)Paar ohne Kind(er)","4","76","0.047269724887917","0.0375942201936262","0.0569452295822079"
"Ja, regelmaessig","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2004","Alleinerziehende","2","4","","",""
"Ja, regelmaessig","2004","Alleinerziehende","3","7","","",""
"Ja, regelmaessig","2004","Alleinerziehende","4","9","","",""
"Ja, regelmaessig","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2004","Paar mit Kind(ern)","2","42","0.0152706521675241","0.0112721131020252","0.019269191233023"
"Ja, regelmaessig","2004","Paar mit Kind(ern)","3","52","0.0100815648806575","0.00662621826664473","0.0135369114946703"
"Ja, regelmaessig","2004","Paar mit Kind(ern)","4","131","0.041180521008498","0.0339880114005778","0.0483730306164181"
"Ja, regelmaessig","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2004","Sonstige","2","","","",""
"Ja, regelmaessig","2004","Sonstige","3","5","","",""
"Ja, regelmaessig","2004","Sonstige","4","7","","",""
"Ja, regelmaessig","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2004","1-Pers.- Haushalt","2","19","","",""
"Ja, gelegentlich","2004","1-Pers.- Haushalt","3","22","","",""
"Ja, gelegentlich","2004","1-Pers.- Haushalt","4","33","0.0641330023556941","0.044739077617842","0.0835269270935461"
"Ja, gelegentlich","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2004","(Ehe-)Paar ohne Kind(er)","2","24","","",""
"Ja, gelegentlich","2004","(Ehe-)Paar ohne Kind(er)","3","36","0.0257495637460358","0.018121081022058","0.0333780464700137"
"Ja, gelegentlich","2004","(Ehe-)Paar ohne Kind(er)","4","52","0.0296888553894634","0.0219504880014004","0.0374272227775263"
"Ja, gelegentlich","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2004","Alleinerziehende","2","2","","",""
"Ja, gelegentlich","2004","Alleinerziehende","3","10","","",""
"Ja, gelegentlich","2004","Alleinerziehende","4","10","","",""
"Ja, gelegentlich","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2004","Paar mit Kind(ern)","2","18","","",""
"Ja, gelegentlich","2004","Paar mit Kind(ern)","3","82","0.0197289921530574","0.0149188992177083","0.0245390850884065"
"Ja, gelegentlich","2004","Paar mit Kind(ern)","4","78","0.0357525848972997","0.0290318916555827","0.0424732781390168"
"Ja, gelegentlich","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2004","Sonstige","2","5","","",""
"Ja, gelegentlich","2004","Sonstige","3","5","","",""
"Ja, gelegentlich","2004","Sonstige","4","14","","",""
"Ja, gelegentlich","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","1-Pers.- Haushalt","2","528","0.885907925323988","0.860034369012793","0.911781481635184"
"Nein","2004","1-Pers.- Haushalt","3","510","0.8908356767604","0.864961284626569","0.916710068894231"
"Nein","2004","1-Pers.- Haushalt","4","542","0.872294887741608","0.845873619578994","0.898716155904222"
"Nein","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","(Ehe-)Paar ohne Kind(er)","2","1152","0.965567976752873","0.955182057585598","0.975953895920148"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","3","1588","0.949917798048454","0.939412638690987","0.960422957405921"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","4","1720","0.92304141972262","0.910889742474608","0.935193096970631"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Alleinerziehende","2","343","0.983963153837318","0.97078409863665","0.997142209037986"
"Nein","2004","Alleinerziehende","3","274","0.93796734361939","0.9102529331326","0.965681754106181"
"Nein","2004","Alleinerziehende","4","136","0.855773949569748","0.800466500469019","0.911081398670476"
"Nein","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Paar mit Kind(ern)","2","3553","0.979541092202855","0.974925083036401","0.984157101369309"
"Nein","2004","Paar mit Kind(ern)","3","3077","0.970189442966285","0.964307223065276","0.976071662867294"
"Nein","2004","Paar mit Kind(ern)","4","2723","0.923066894094202","0.913421070201094","0.932712717987311"
"Nein","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Sonstige","2","170","0.979142409435835","0.957969328072393","1.00031549079928"
"Nein","2004","Sonstige","3","153","0.958674695951767","0.928118594042893","0.989230797860641"
"Nein","2004","Sonstige","4","107","0.849615502844855","0.787691951645842","0.911539054043868"
"Nein","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2005","1-Pers.- Haushalt","2","44","0.098808751086353","0.0739378389482779","0.123679663224428"
"Ja, regelmaessig","2005","1-Pers.- Haushalt","3","34","0.0730647034605388","0.051958010601886","0.0941713963191915"
"Ja, regelmaessig","2005","1-Pers.- Haushalt","4","52","0.089364015770863","0.0671411543474577","0.111586877194268"
"Ja, regelmaessig","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2005","(Ehe-)Paar ohne Kind(er)","2","24","","",""
"Ja, regelmaessig","2005","(Ehe-)Paar ohne Kind(er)","3","36","0.0290366101063662","0.0206721676652592","0.0374010525474732"
"Ja, regelmaessig","2005","(Ehe-)Paar ohne Kind(er)","4","84","0.0496213591770706","0.0393704562282975","0.0598722621258437"
"Ja, regelmaessig","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2005","Alleinerziehende","2","5","","",""
"Ja, regelmaessig","2005","Alleinerziehende","3","8","","",""
"Ja, regelmaessig","2005","Alleinerziehende","4","12","","",""
"Ja, regelmaessig","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2005","Paar mit Kind(ern)","2","29","","",""
"Ja, regelmaessig","2005","Paar mit Kind(ern)","3","56","0.0179477496380906","0.0131986088326154","0.0226968904435659"
"Ja, regelmaessig","2005","Paar mit Kind(ern)","4","165","0.0460767958476281","0.0383430393492352","0.0538105523460209"
"Ja, regelmaessig","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2005","Sonstige","2","","","",""
"Ja, regelmaessig","2005","Sonstige","3","","","",""
"Ja, regelmaessig","2005","Sonstige","4","2","","",""
"Ja, regelmaessig","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2005","1-Pers.- Haushalt","2","29","","",""
"Ja, gelegentlich","2005","1-Pers.- Haushalt","3","20","","",""
"Ja, gelegentlich","2005","1-Pers.- Haushalt","4","41","0.0709057829410435","0.0509109885356744","0.0909005773464126"
"Ja, gelegentlich","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2005","(Ehe-)Paar ohne Kind(er)","2","12","","",""
"Ja, gelegentlich","2005","(Ehe-)Paar ohne Kind(er)","3","44","0.0344188248782412","0.0253373784102745","0.0435002713462078"
"Ja, gelegentlich","2005","(Ehe-)Paar ohne Kind(er)","4","54","0.0349415048800021","0.026273341627531","0.0436096681324732"
"Ja, gelegentlich","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2005","Alleinerziehende","2","3","","",""
"Ja, gelegentlich","2005","Alleinerziehende","3","2","","",""
"Ja, gelegentlich","2005","Alleinerziehende","4","4","","",""
"Ja, gelegentlich","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2005","Paar mit Kind(ern)","2","22","","",""
"Ja, gelegentlich","2005","Paar mit Kind(ern)","3","44","0.0235891206230777","0.0181601820528809","0.0290180591932746"
"Ja, gelegentlich","2005","Paar mit Kind(ern)","4","134","0.0463616675696759","0.0386051991955112","0.0541181359438406"
"Ja, gelegentlich","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2005","Sonstige","2","2","","",""
"Ja, gelegentlich","2005","Sonstige","3","2","","",""
"Ja, gelegentlich","2005","Sonstige","4","8","","",""
"Ja, gelegentlich","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","2","480","0.837239500215992","0.806472518911163","0.86800648152082"
"Nein","2005","1-Pers.- Haushalt","3","530","0.888506899675868","0.862980117887895","0.91403368146384"
"Nein","2005","1-Pers.- Haushalt","4","540","0.839730201288094","0.811151534272418","0.868308868303769"
"Nein","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","2","1128","0.967068528647534","0.956816594838336","0.977320462456731"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","3","1468","0.936544565015393","0.92440057924817","0.948688550782615"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","4","1586","0.915437135942927","0.902303542595389","0.928570729290465"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Alleinerziehende","2","378","0.968559874990514","0.951151436896319","0.985968313084709"
"Nein","2005","Alleinerziehende","3","245","0.973162730388787","0.953327378955054","0.992998081822519"
"Nein","2005","Alleinerziehende","4","143","0.883456935884389","0.833581645492827","0.933332226275951"
"Nein","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Paar mit Kind(ern)","2","3117","0.986147906914543","0.982078002272064","0.990217811557023"
"Nein","2005","Paar mit Kind(ern)","3","2902","0.958463129738832","0.951325609748538","0.965600649729125"
"Nein","2005","Paar mit Kind(ern)","4","2524","0.907561536582696","0.896876966509544","0.918246106655848"
"Nein","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Sonstige","2","196","0.985005189992964","0.968077206027854","1.00193317395807"
"Nein","2005","Sonstige","3","133","0.997742388002184","0.989736397499901","1.00574837850447"
"Nein","2005","Sonstige","4","100","0.916475835048604","0.864772527232785","0.968179142864422"
"Nein","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2006","1-Pers.- Haushalt","2","49","0.091972718196778","0.068752378560996","0.11519305783256"
"Ja, regelmaessig","2006","1-Pers.- Haushalt","3","33","0.0679958966734796","0.0483227860903087","0.0876690072566506"
"Ja, regelmaessig","2006","1-Pers.- Haushalt","4","58","0.0893764228983759","0.0687798351321924","0.109973010664559"
"Ja, regelmaessig","2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2006","(Ehe-)Paar ohne Kind(er)","2","20","","",""
"Ja, regelmaessig","2006","(Ehe-)Paar ohne Kind(er)","3","46","0.0250959016433839","0.0175532262229292","0.0326385770638385"
"Ja, regelmaessig","2006","(Ehe-)Paar ohne Kind(er)","4","72","0.035162693923953","0.0270083660616394","0.0433170217862666"
"Ja, regelmaessig","2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2006","Alleinerziehende","2","10","","",""
"Ja, regelmaessig","2006","Alleinerziehende","3","4","","",""
"Ja, regelmaessig","2006","Alleinerziehende","4","22","","",""
"Ja, regelmaessig","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2006","Paar mit Kind(ern)","2","46","0.0150310885884134","0.0108733553559926","0.0191888218208342"
"Ja, regelmaessig","2006","Paar mit Kind(ern)","3","48","0.0138844268781844","0.00983406133763987","0.017934792418729"
"Ja, regelmaessig","2006","Paar mit Kind(ern)","4","207","0.0475598217934814","0.0399527005160632","0.0551669430708996"
"Ja, regelmaessig","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, regelmaessig","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, regelmaessig","2006","Sonstige","2","","","",""
"Ja, regelmaessig","2006","Sonstige","3","5","","",""
"Ja, regelmaessig","2006","Sonstige","4","12","","",""
"Ja, regelmaessig","2006","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2006","1-Pers.- Haushalt","2","24","","",""
"Ja, gelegentlich","2006","1-Pers.- Haushalt","3","32","0.0602650909982362","0.0416674287286765","0.0788627532677958"
"Ja, gelegentlich","2006","1-Pers.- Haushalt","4","41","0.0577974183818298","0.0409497148285119","0.0746451219351477"
"Ja, gelegentlich","2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2006","(Ehe-)Paar ohne Kind(er)","2","28","","",""
"Ja, gelegentlich","2006","(Ehe-)Paar ohne Kind(er)","3","30","0.0180626789101084","0.0116405941402713","0.0244847636799456"
"Ja, gelegentlich","2006","(Ehe-)Paar ohne Kind(er)","4","88","0.0470197005949886","0.0376483551646386","0.0563910460253387"
"Ja, gelegentlich","2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2006","Alleinerziehende","2","4","","",""
"Ja, gelegentlich","2006","Alleinerziehende","3","5","","",""
"Ja, gelegentlich","2006","Alleinerziehende","4","7","","",""
"Ja, gelegentlich","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2006","Paar mit Kind(ern)","2","27","","",""
"Ja, gelegentlich","2006","Paar mit Kind(ern)","3","54","0.0224077169297659","0.017284484974142","0.0275309488853898"
"Ja, gelegentlich","2006","Paar mit Kind(ern)","4","111","0.0341069296290528","0.0276195813401734","0.0405942779179322"
"Ja, gelegentlich","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja, gelegentlich","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja, gelegentlich","2006","Sonstige","2","","","",""
"Ja, gelegentlich","2006","Sonstige","3","4","","",""
"Ja, gelegentlich","2006","Sonstige","4","3","","",""
"Ja, gelegentlich","2006","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","1-Pers.- Haushalt","2","522","0.852145404003977","0.823624461336334","0.880666346671621"
"Nein","2006","1-Pers.- Haushalt","3","564","0.871739012328284","0.845607574936651","0.897870449719917"
"Nein","2006","1-Pers.- Haushalt","4","638","0.852826158719794","0.827248551362908","0.87840376607668"
"Nein","2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","(Ehe-)Paar ohne Kind(er)","2","1368","0.957665257288598","0.94717776166136","0.968152752915836"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","3","1576","0.956841419446508","0.947042083893882","0.966640754999133"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","4","1800","0.917817605481058","0.905658891485428","0.929976319476688"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Alleinerziehende","2","403","0.953182306025159","0.932906736653854","0.973457875396464"
"Nein","2006","Alleinerziehende","3","263","0.959513367223512","0.936090234301252","0.982936500145772"
"Nein","2006","Alleinerziehende","4","182","0.868531557122754","0.822937270579707","0.914125843665802"
"Nein","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","2","3217","0.974483337083557","0.969095067835376","0.979871606331737"
"Nein","2006","Paar mit Kind(ern)","3","3104","0.96370785619205","0.957234263910881","0.970181448473218"
"Nein","2006","Paar mit Kind(ern)","4","2689","0.918333248577466","0.908545018449791","0.928121478705141"
"Nein","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Sonstige","2","193","1","1","1"
"Nein","2006","Sonstige","3","111","0.916557794099273","0.867077726558408","0.966037861640137"
"Nein","2006","Sonstige","4","118","0.891138159152147","0.838204413294817","0.944071905009478"
