year,hhtyp,quintil_oecd_hh,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Single parent,1st Quintile,No,0.08266,44,711,0.06240,0.10291
2019,Single parent,2nd Quintile,Yes,0.94977,366,366,0.92736,0.97218
2019,Single parent,3rd Quintile,Yes,0.99206,238,238,0.98075,1.00336
2019,Single parent,4th Quintile,Yes,0.97519,155,155,0.95062,0.99976
2019,Couple with children,1st Quintile,Yes,0.95993,1914,1963,0.95125,0.96861
2019,Couple with children,1st Quintile,No,0.04007,49,1963,0.03139,0.04875
2019,Couple with children,2nd Quintile,Yes,0.98353,1026,1026,0.97574,0.99133
2019,Couple with children,3rd Quintile,Yes,0.99484,1035,1035,0.99048,0.99921
2019,Couple with children,4th Quintile,Yes,0.99898,1037,1037,0.99703,1.00092
2019,Couple with children,5th Quintile,Yes,0.99903,1429,1429,0.99741,1.00064
2019,Multi-generational household,1st Quintile,Yes,0.92250,65,65,0.85700,0.98801
2019,Other Combinations,1st Quintile,Yes,0.95728,164,164,0.92624,0.98833
2019,Other Combinations,2nd Quintile,Yes,0.93365,52,52,0.86534,1.00196
2019,Other Combinations,3rd Quintile,Yes,0.91122,46,46,0.82811,0.99432
2019,Other Combinations,4th Quintile,Yes,0.97523,49,49,0.93125,1.01920
2019,Other Combinations,5th Quintile,Yes,0.93627,33,33,0.85163,1.02091
2020,Single-person household,1st Quintile,Yes,0.02019,444,531,0.00822,0.03217
2020,Single-person household,1st Quintile,No,0.00441,87,531,-0.00123,0.01005
2020,Single-person household,2nd Quintile,Yes,0.00338,51,51,-0.01271,0.01948
2020,Couple without children,1st Quintile,Yes,0.02061,115,115,-0.00547,0.04669
2020,Single parent,1st Quintile,Yes,0.02871,231,231,0.00713,0.05029
2020,Couple with children,1st Quintile,Yes,0.13640,1516,1549,0.11931,0.15350
2020,Couple with children,1st Quintile,No,0.00274,33,1549,0.00014,0.00535
2020,Couple with children,2nd Quintile,Yes,0.00422,77,77,-0.01035,0.01880
2020,Other Combinations,1st Quintile,Yes,0.18472,159,159,0.12421,0.24523
2021,Single-person household,1st Quintile,Yes,0.77732,989,1174,0.75351,0.80113
2021,Single-person household,1st Quintile,No,0.21681,185,1174,0.19323,0.24039
2021,Single-person household,2nd Quintile,Yes,0.70799,542,674,0.67364,0.74235
2021,Single-person household,2nd Quintile,No,0.28537,132,674,0.25125,0.31949
2021,Single-person household,3rd Quintile,Yes,0.74637,484,570,0.71062,0.78212
2021,Single-person household,3rd Quintile,No,0.25035,86,570,0.21476,0.28595
2021,Single-person household,4th Quintile,Yes,0.84036,460,520,0.80884,0.87187
2021,Single-person household,4th Quintile,No,0.15964,60,520,0.12813,0.19116
2021,Single-person household,5th Quintile,Yes,0.91637,519,552,0.89326,0.93949
2021,Single-person household,5th Quintile,No,0.08363,33,552,0.06051,0.10674
2021,Couple without children,1st Quintile,Yes,0.86968,345,386,0.83605,0.90331
2021,Couple without children,1st Quintile,No,0.11384,41,386,0.08211,0.14556
2021,Couple without children,2nd Quintile,Yes,0.86018,500,570,0.83169,0.88868
2021,Couple without children,2nd Quintile,No,0.13982,70,570,0.11132,0.16831
2021,Couple without children,3rd Quintile,Yes,0.91318,538,571,0.89006,0.93630
2021,Couple without children,3rd Quintile,No,0.08682,33,571,0.06370,0.10994
2021,Couple without children,4th Quintile,Yes,0.96454,687,687,0.95070,0.97838
2021,Couple without children,5th Quintile,Yes,0.99027,1240,1240,0.98480,0.99573
2021,Single parent,1st Quintile,Yes,0.94230,354,354,0.91797,0.96662
2021,Single parent,2nd Quintile,Yes,0.93417,286,286,0.90538,0.96296
2021,Single parent,3rd Quintile,Yes,0.99293,145,145,0.97924,1.00661
2021,Single parent,4th Quintile,Yes,0.92958,122,122,0.88399,0.97517
2021,Couple with children,1st Quintile,Yes,0.98164,1106,1106,0.97373,0.98956
2021,Couple with children,2nd Quintile,Yes,0.98735,723,723,0.97920,0.99550
2021,Couple with children,3rd Quintile,Yes,0.98922,700,700,0.98156,0.99688
2021,Couple with children,4th Quintile,Yes,0.99600,676,676,0.99124,1.00076
2021,Couple with children,5th Quintile,Yes,0.99960,774,774,0.99818,1.00101
2021,Other Combinations,1st Quintile,Yes,0.82959,126,126,0.76367,0.89550
2021,Other Combinations,2nd Quintile,Yes,0.96089,60,60,0.91143,1.01036
2021,Other Combinations,3rd Quintile,Yes,0.93375,51,51,0.86481,1.00269
2021,Other Combinations,4th Quintile,Yes,0.92505,50,50,0.85132,0.99878
