"year","bula_h","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2004","Hessen","direkter Migrationshintergrund","338.43","377.5","124","150","300","400","450","500","318.84","358.02","0","600","350","400"
"2004","Hessen","indirekter Migrationshintergrund","365.48","392.5","47","200","300","450","500","500","337.37","393.59","80","500","360","400"
"2004","Hessen","kein Migrationshintergrund","342.24","372.5","675","200","300","400","450","600","334","350.48","0","700","350","380"
"2004","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Niedersachsen","direkter Migrationshintergrund","337.58","377.5","125","100","300","400","420","650","317.52","357.64","0","800","350","385"
"2004","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Niedersachsen","kein Migrationshintergrund","344.03","377.5","878","200","300","400","440","600","336.5","351.56","0","900","350","380"
"2004","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Nordrhein-Westfalen","direkter Migrationshintergrund","348.27","372.5","348","200","300","400","420","600","337.29","359.25","0","800","350","375"
"2004","Nordrhein-Westfalen","indirekter Migrationshintergrund","353.35","377.5","125","200","300","400","440","550","332.17","374.53","65","990","350","385"
"2004","Nordrhein-Westfalen","kein Migrationshintergrund","344.65","377.5","1985","200","300","400","450","600","339.61","349.69","0","999","375","380"
"2004","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","333.62","372.5","112","200","300","400","400","500","315.4","351.84","60","600","350","400"
"2004","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","351.77","382.5","562","200","300","400","450","600","342.4","361.14","0","800","380","385"
"2004","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Schleswig-Holstein","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Schleswig-Holstein","kein Migrationshintergrund","344.62","372.5","293","200","300","400","450","700","331.34","357.9","20","990","360","380"
"2004","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Baden-Württemberg","direkter Migrationshintergrund","341.91","372.5","260","200","300","400","400","500","330.54","353.28","0","600","370","390"
"2005","Baden-Württemberg","indirekter Migrationshintergrund","342.8","365","111","200","320","400","400","500","324.6","361","50","700","360","380"
"2005","Baden-Württemberg","kein Migrationshintergrund","347.44","379","1049","200","300","400","450","600","340.57","354.31","0","990","375","385"
"2005","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Bayern","direkter Migrationshintergrund","330.11","335","178","200","300","400","400","500","315","345.22","33","500","350","375"
"2005","Bayern","indirekter Migrationshintergrund","360.09","382.5","78","240","300","400","450","500","343.63","376.55","192","600","360","400"
"2005","Bayern","kein Migrationshintergrund","349.02","379","1439","200","300","400","450","600","342.96","355.08","0","999","375","380"
"2005","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Bremen","kein Migrationshintergrund","356.63","367.5","67","200","300","400","450","550","334.08","379.18","120","550","350","400"
"2005","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Hamburg","kein Migrationshintergrund","362.91","395","139","200","320","400","450","500","346.6","379.22","50","600","385","400"
"2005","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Hessen","direkter Migrationshintergrund","337.14","382.5","118","150","250","400","450","500","316.37","357.91","0","600","350","400"
"2005","Hessen","indirekter Migrationshintergrund","343.88","377.5","52","200","300","400","450","550","315.89","371.87","80","550","350","400"
"2005","Hessen","kein Migrationshintergrund","348.61","377.5","647","200","300","400","450","600","340.17","357.05","0","700","370","385"
"2005","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Niedersachsen","direkter Migrationshintergrund","359.29","382.5","114","200","350","400","450","500","341.29","377.29","20","550","370","400"
"2005","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Niedersachsen","kein Migrationshintergrund","350.74","382.5","827","200","300","400","450","600","342.96","358.52","0","990","375","385"
"2005","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Nordrhein-Westfalen","direkter Migrationshintergrund","339.31","379","327","200","300","400","400","500","328.09","350.53","0","700","350","380"
"2005","Nordrhein-Westfalen","indirekter Migrationshintergrund","380.06","382.5","128","200","340","400","500","990","357.72","402.4","30","990","375","400"
"2005","Nordrhein-Westfalen","kein Migrationshintergrund","346.24","377.5","1890","200","300","400","450","600","341.16","351.32","0","985","375","385"
"2005","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","341.45","372.5","98","200","320","400","400","500","322.36","360.54","70","500","350","400"
"2005","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","346.55","382.5","550","200","300","400","420","600","337.31","355.79","0","730","380","385"
"2005","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","kein Migrationshintergrund","350.62","377.5","263","200","300","400","435","600","337.04","364.2","10","800","360","385"
"2005","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2005","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2005","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Baden-Württemberg","direkter Migrationshintergrund","339.68","372.5","266","200","300","400","400","500","327.64","351.72","0","600","350","380"
"2006","Baden-Württemberg","indirekter Migrationshintergrund","361.38","377.5","116","250","350","400","400","600","346.36","376.4","80","600","360","380"
"2006","Baden-Württemberg","kein Migrationshintergrund","341.97","377.5","1148","200","300","400","425","600","335.38","348.56","0","700","380","385"
"2006","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Bayern","direkter Migrationshintergrund","331.28","372.5","187","200","300","400","400","500","316.65","345.91","0","500","350","380"
"2006","Bayern","indirekter Migrationshintergrund","324.09","335","84","200","250","400","400","600","302.52","345.66","50","600","350","390"
"2006","Bayern","kein Migrationshintergrund","346.55","382.5","1534","200","300","400","450","600","340.88","352.22","0","999","375","385"
"2006","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Bremen","kein Migrationshintergrund","358.98","382.5","66","300","350","400","400","500","334.49","383.47","0","520","350","400"
"2006","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Hamburg","kein Migrationshintergrund","355.85","382.5","135","200","300","400","450","500","337.99","373.71","40","700","350","400"
"2006","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Hessen","direkter Migrationshintergrund","348.01","382.5","116","200","300","400","450","500","328.8","367.22","0","550","350","400"
"2006","Hessen","indirekter Migrationshintergrund","328.4","355","55","200","200","400","500","550","299.47","357.33","0","550","360","400"
"2006","Hessen","kein Migrationshintergrund","346.36","382.5","690","200","300","400","420","600","338.61","354.11","0","800","375","385"
"2006","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Niedersachsen","direkter Migrationshintergrund","341.01","382.5","109","200","300","400","420","500","322.73","359.29","40","600","350","385"
"2006","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Niedersachsen","kein Migrationshintergrund","357.35","382.5","913","200","300","400","450","600","350.12","364.58","0","999","380","385"
"2006","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Nordrhein-Westfalen","direkter Migrationshintergrund","342.53","377.5","342","200","300","400","400","600","330.63","354.43","0","800","350","380"
"2006","Nordrhein-Westfalen","indirekter Migrationshintergrund","355.73","377.5","132","275","350","400","400","550","340.55","370.91","20","550","360","385"
"2006","Nordrhein-Westfalen","kein Migrationshintergrund","346.13","377.5","1958","200","300","400","450","600","341.23","351.03","0","800","375","385"
"2006","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","358.28","392.5","102","200","350","400","400","550","337.42","379.14","20","600","380","400"
"2006","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","346.96","382.5","586","200","300","400","450","550","338.13","355.79","0","600","380","385"
"2006","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","kein Migrationshintergrund","349.18","382.5","325","200","300","400","500","600","336.56","361.8","0","720","375","385"
"2006","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2006","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2006","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Baden-Württemberg","direkter Migrationshintergrund","339.76","372.5","237","200","300","400","400","500","327.51","352.01","40","600","350","385"
"2007","Baden-Württemberg","indirekter Migrationshintergrund","316.6","340","124","150","250","400","400","600","298.14","335.06","60","600","350","375"
"2007","Baden-Württemberg","kein Migrationshintergrund","348.57","377.5","1053","200","300","400","450","600","341.81","355.33","0","900","370","380"
"2007","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Bayern","direkter Migrationshintergrund","339.35","367.5","177","200","300","400","400","600","325.44","353.26","0","600","350","380"
"2007","Bayern","indirekter Migrationshintergrund","352.16","375","80","200","300","400","450","500","335.75","368.57","160","500","350","385"
"2007","Bayern","kein Migrationshintergrund","350.37","382.5","1478","180","300","400","450","650","344.24","356.5","0","990","375","385"
"2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Bremen","kein Migrationshintergrund","358.02","387.5","72","200","300","400","400","600","333.51","382.53","0","600","350","400"
"2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Hamburg","kein Migrationshintergrund","360.28","392.5","140","250","350","400","400","550","343.87","376.69","0","550","360","400"
"2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Hessen","direkter Migrationshintergrund","342.89","377.5","89","200","250","400","450","600","319.61","366.17","40","600","350","400"
"2007","Hessen","indirekter Migrationshintergrund","354.18","382.5","52","200","300","400","420","500","329.24","379.12","80","500","380","400"
"2007","Hessen","kein Migrationshintergrund","348.08","378","658","200","300","400","450","600","339.3","356.86","0","900","375","390"
"2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Niedersachsen","direkter Migrationshintergrund","346.68","395","101","180","300","400","440","600","326.86","366.5","0","600","375","400"
"2007","Niedersachsen","indirekter Migrationshintergrund","355.08","390","31","200","300","400","400","500","315.76","394.4","60","500","300","400"
"2007","Niedersachsen","kein Migrationshintergrund","353.34","387.5","882","200","300","400","450","700","345.53","361.15","0","900","380","390"
"2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Nordrhein-Westfalen","direkter Migrationshintergrund","351.63","377.5","286","200","300","400","400","600","340.02","363.24","40","700","350","385"
"2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","365.84","387.5","134","260","320","400","400","700","346.14","385.54","50","750","370","400"
"2007","Nordrhein-Westfalen","kein Migrationshintergrund","346.83","382.5","1866","200","300","400","450","600","341.75","351.91","0","700","375","385"
"2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","354.54","382.5","81","250","300","400","400","600","334.86","374.22","80","600","350","400"
"2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","343.29","382.5","547","200","300","400","450","600","333.8","352.78","0","700","360","385"
"2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","kein Migrationshintergrund","361.96","387.5","280","180","300","400","500","600","347.71","376.21","40","750","380","400"
"2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2007","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2007","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Baden-Württemberg","direkter Migrationshintergrund","332.66","340","239","200","300","400","400","600","319.03","346.29","0","700","350","385"
"2008","Baden-Württemberg","indirekter Migrationshintergrund","323.3","325","122","160","270","400","400","600","304.16","342.44","30","600","350","370"
"2008","Baden-Württemberg","kein Migrationshintergrund","344.03","377.5","1022","200","300","400","450","520","337.14","350.92","0","800","370","380"
"2008","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Bayern","direkter Migrationshintergrund","332.02","377.5","148","150","300","400","405","500","314.42","349.62","0","700","350","380"
"2008","Bayern","indirekter Migrationshintergrund","355.52","377.5","91","200","300","400","450","500","338.37","372.67","45","550","350","385"
"2008","Bayern","kein Migrationshintergrund","340.35","377.5","1383","200","300","400","450","600","334.18","346.52","0","999","360","380"
"2008","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Bremen","kein Migrationshintergrund","350.26","392.5","68","200","350","400","400","500","327.44","373.08","100","500","350","400"
"2008","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Hamburg","kein Migrationshintergrund","356.91","382.5","133","250","350","400","400","500","339.44","374.38","0","500","350","400"
"2008","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Hessen","direkter Migrationshintergrund","338.22","392.5","93","180","300","400","450","600","316.91","359.53","40","600","350","400"
"2008","Hessen","indirekter Migrationshintergrund","344.7","382.5","50","200","300","400","425","500","318.53","370.87","40","500","350","400"
"2008","Hessen","kein Migrationshintergrund","340.4","377.5","632","200","300","400","450","600","331.54","349.26","10","700","360","385"
"2008","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Niedersachsen","direkter Migrationshintergrund","329.74","382.5","86","200","280","400","450","500","304.3","355.18","0","500","350","400"
"2008","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Niedersachsen","kein Migrationshintergrund","347.86","382.5","855","200","300","400","425","600","340.19","355.53","0","820","375","385"
"2008","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Nordrhein-Westfalen","direkter Migrationshintergrund","342.19","377.5","272","200","300","400","400","600","328.98","355.4","0","800","350","380"
"2008","Nordrhein-Westfalen","indirekter Migrationshintergrund","347.94","382.5","127","200","300","400","420","550","329.31","366.57","30","600","350","400"
"2008","Nordrhein-Westfalen","kein Migrationshintergrund","341.66","377.5","1805","200","300","400","440","600","336.61","346.71","0","800","365","380"
"2008","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","333.37","367.5","78","200","300","400","400","500","313.98","352.76","60","500","350","400"
"2008","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","341.63","382.5","488","195","300","400","420","600","332.65","350.61","30","600","370","385"
"2008","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2008","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2008","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
