"erwst","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Ostdeutschland","40","0.749265481654895","0.63366060964628","0.86487035366351"
"nicht erwerbstätig","1991","Hauptschule","Westdeutschland","2070","0.471679187917677","0.458187424339954","0.4851709514954"
"nicht erwerbstätig","1991","Hauptschule","Ostdeutschland","708","0.553644714917858","0.528454132180193","0.578835297655523"
"nicht erwerbstätig","1991","Realschule","Westdeutschland","541","0.360369479120742","0.337231846093178","0.383507112148306"
"nicht erwerbstätig","1991","Realschule","Ostdeutschland","303","0.224683296118362","0.20353344776286","0.245833144473863"
"nicht erwerbstätig","1991","(Fach-)Abitur","Westdeutschland","306","0.395300253910797","0.36085645457354","0.429744053248054"
"nicht erwerbstätig","1991","(Fach-)Abitur","Ostdeutschland","47","0.402455548230205","0.313214807788181","0.491696288672229"
"nicht erwerbstätig","1991","AkademikerIn","Westdeutschland","154","0.242241413131023","0.211033233518341","0.273449592743705"
"nicht erwerbstätig","1991","AkademikerIn","Ostdeutschland","204","0.253831809311417","0.226215522027164","0.281448096595669"
"Andere","1991","(noch) kein Abschluss","Westdeutschland","24","","",""
"Andere","1991","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Andere","1991","Hauptschule","Westdeutschland","282","0.0454901097766078","0.039858335829425","0.0511218837237907"
"Andere","1991","Hauptschule","Ostdeutschland","16","","",""
"Andere","1991","Realschule","Westdeutschland","155","0.0717448889674112","0.0593080647253138","0.0841817132095085"
"Andere","1991","Realschule","Ostdeutschland","98","0.0563800261766073","0.0446919376209041","0.0680681147323105"
"Andere","1991","(Fach-)Abitur","Westdeutschland","93","0.123812494169501","0.100608733633185","0.147016254705818"
"Andere","1991","(Fach-)Abitur","Ostdeutschland","8","","",""
"Andere","1991","AkademikerIn","Westdeutschland","21","","",""
"Andere","1991","AkademikerIn","Ostdeutschland","8","","",""
"voll erwerbstätig","1992","(noch) kein Abschluss","Westdeutschland","292","0.284655147126918","0.253424703331638","0.315885590922198"
"voll erwerbstätig","1992","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","1992","Hauptschule","Westdeutschland","2391","0.399951345224609","0.386533971482224","0.413368718966995"
"voll erwerbstätig","1992","Hauptschule","Ostdeutschland","543","0.320476843257644","0.296187798607265","0.344765887908022"
"voll erwerbstätig","1992","Realschule","Westdeutschland","799","0.461733079994858","0.437844273053479","0.485621886936236"
"voll erwerbstätig","1992","Realschule","Ostdeutschland","871","0.594325072351934","0.568884353193978","0.619765791509889"
"voll erwerbstätig","1992","(Fach-)Abitur","Westdeutschland","321","0.410077556035857","0.375582803466469","0.444572308605245"
"voll erwerbstätig","1992","(Fach-)Abitur","Ostdeutschland","51","0.43386578344953","0.343676175524022","0.524055391375039"
"voll erwerbstätig","1992","AkademikerIn","Westdeutschland","493","0.639955839762398","0.605324220441247","0.674587459083549"
"voll erwerbstätig","1992","AkademikerIn","Ostdeutschland","628","0.640212902619148","0.609149542837214","0.671276262401082"
"Teilzeit","1992","(noch) kein Abschluss","Westdeutschland","39","0.0346859090265497","0.0220218837082604","0.0473499343448389"
"Teilzeit","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1992","Hauptschule","Westdeutschland","426","0.0819520085698909","0.0744395308572585","0.0894644862825233"
"Teilzeit","1992","Hauptschule","Ostdeutschland","45","0.0226571013975235","0.0149118480059331","0.030402354789114"
"Teilzeit","1992","Realschule","Westdeutschland","179","0.0960230850331888","0.0819052982703802","0.110140871795997"
"Teilzeit","1992","Realschule","Ostdeutschland","71","0.0425332939629383","0.0320775576140801","0.0529890303117964"
"Teilzeit","1992","(Fach-)Abitur","Westdeutschland","62","0.0782556098267637","0.0594197449742239","0.0970914746793035"
"Teilzeit","1992","(Fach-)Abitur","Ostdeutschland","1","","",""
"Teilzeit","1992","AkademikerIn","Westdeutschland","67","0.0966101953988916","0.075295998039599","0.117924392758184"
"Teilzeit","1992","AkademikerIn","Ostdeutschland","41","0.0469344575429618","0.0332454895309738","0.0606234255549498"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Westdeutschland","456","0.648574945827617","0.615533628712616","0.681616262942618"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Ostdeutschland","52","0.725704993029541","0.621187718151774","0.830222267907309"
"nicht erwerbstätig","1992","Hauptschule","Westdeutschland","2082","0.48427514934147","0.470587596009889","0.497962702673051"
"nicht erwerbstätig","1992","Hauptschule","Ostdeutschland","813","0.646572295829497","0.621691239385463","0.671453352273531"
"nicht erwerbstätig","1992","Realschule","Westdeutschland","558","0.37769548596103","0.354464240512362","0.400926731409698"
"nicht erwerbstätig","1992","Realschule","Ostdeutschland","375","0.293825524639715","0.270224598689395","0.317426450590034"
"nicht erwerbstätig","1992","(Fach-)Abitur","Westdeutschland","317","0.407038760475099","0.372583652885619","0.441493868064579"
"nicht erwerbstätig","1992","(Fach-)Abitur","Ostdeutschland","54","0.471970302401845","0.381124344799461","0.562816260004229"
"nicht erwerbstätig","1992","AkademikerIn","Westdeutschland","162","0.241533541215393","0.210653574433166","0.27241350799762"
"nicht erwerbstätig","1992","AkademikerIn","Ostdeutschland","237","0.301090562924571","0.271399725476382","0.330781400372759"
"Andere","1992","(noch) kein Abschluss","Westdeutschland","15","","",""
"Andere","1992","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Andere","1992","Hauptschule","Westdeutschland","222","0.0338214968640292","0.028870464096536","0.0387725296315225"
"Andere","1992","Hauptschule","Ostdeutschland","17","","",""
"Andere","1992","Realschule","Westdeutschland","137","0.0645483490109236","0.0527735537952741","0.0763231442265731"
"Andere","1992","Realschule","Ostdeutschland","114","0.0693161090454136","0.0561563947473395","0.0824758233434877"
"Andere","1992","(Fach-)Abitur","Westdeutschland","81","0.10462807366228","0.0831622070934448","0.126093940231115"
"Andere","1992","(Fach-)Abitur","Ostdeutschland","10","","",""
"Andere","1992","AkademikerIn","Westdeutschland","16","","",""
"Andere","1992","AkademikerIn","Ostdeutschland","11","","",""
"voll erwerbstätig","1993","(noch) kein Abschluss","Westdeutschland","274","0.286712804897919","0.254750309414584","0.318675300381255"
"voll erwerbstätig","1993","(noch) kein Abschluss","Ostdeutschland","3","","",""
"voll erwerbstätig","1993","Hauptschule","Westdeutschland","2311","0.39409849500024","0.380575504874698","0.407621485125782"
"voll erwerbstätig","1993","Hauptschule","Ostdeutschland","435","0.26501568790207","0.241305560390613","0.288725815413526"
"voll erwerbstätig","1993","Realschule","Westdeutschland","830","0.469377567057055","0.445654130631355","0.493101003482754"
"voll erwerbstätig","1993","Realschule","Ostdeutschland","839","0.585918811911402","0.560080338372424","0.611757285450379"
"voll erwerbstätig","1993","(Fach-)Abitur","Westdeutschland","313","0.419732350206573","0.385230910419763","0.454233789993382"
"voll erwerbstätig","1993","(Fach-)Abitur","Ostdeutschland","48","0.395014881476585","0.308971727177919","0.481058035775251"
"voll erwerbstätig","1993","AkademikerIn","Westdeutschland","503","0.624949057006396","0.590596959369766","0.659301154643026"
"voll erwerbstätig","1993","AkademikerIn","Ostdeutschland","590","0.625925221021752","0.59382696706155","0.658023474981953"
"Teilzeit","1993","(noch) kein Abschluss","Westdeutschland","43","0.0360062574464771","0.0228385242072129","0.0491739906857412"
"Teilzeit","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1993","Hauptschule","Westdeutschland","400","0.0783007670777852","0.0708663495429889","0.0857351846125816"
"Teilzeit","1993","Hauptschule","Ostdeutschland","36","0.0208340873669809","0.0131609239624405","0.0285072507715214"
"Teilzeit","1993","Realschule","Westdeutschland","175","0.0975826748773543","0.0834763558403216","0.111688993914387"
"Teilzeit","1993","Realschule","Ostdeutschland","67","0.040462209004263","0.0301260015247124","0.0507984164838136"
"Teilzeit","1993","(Fach-)Abitur","Westdeutschland","61","0.0797471069988342","0.0608085065295089","0.0986857074681596"
"Teilzeit","1993","(Fach-)Abitur","Ostdeutschland","3","","",""
"Teilzeit","1993","AkademikerIn","Westdeutschland","69","0.0946058133622647","0.0738393000510568","0.115372326673472"
"Teilzeit","1993","AkademikerIn","Ostdeutschland","48","0.0547450488825868","0.0396550963543902","0.0698350014107833"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Westdeutschland","439","0.652884929490297","0.61923842302394","0.686531435956654"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Ostdeutschland","65","0.762462794105844","0.669783923768312","0.855141664443376"
"nicht erwerbstätig","1993","Hauptschule","Westdeutschland","2076","0.4869506986637","0.473118495025375","0.500782902302025"
"nicht erwerbstätig","1993","Hauptschule","Ostdeutschland","837","0.699124236753657","0.674484852817013","0.723763620690301"
"nicht erwerbstätig","1993","Realschule","Westdeutschland","560","0.373292768564048","0.350300555690233","0.396284981437862"
"nicht erwerbstätig","1993","Realschule","Ostdeutschland","369","0.292940149636536","0.269066274401705","0.316814024871368"
"nicht erwerbstätig","1993","(Fach-)Abitur","Westdeutschland","326","0.394606439701518","0.360437004468064","0.428775874934971"
"nicht erwerbstätig","1993","(Fach-)Abitur","Ostdeutschland","53","0.41319988699886","0.326531155561538","0.499868618436181"
"nicht erwerbstätig","1993","AkademikerIn","Westdeutschland","175","0.257891110756854","0.226849959125599","0.288932262388109"
"nicht erwerbstätig","1993","AkademikerIn","Ostdeutschland","224","0.305561034298831","0.275004295933977","0.336117772663685"
"Andere","1993","(noch) kein Abschluss","Westdeutschland","13","","",""
"Andere","1993","(noch) kein Abschluss","Ostdeutschland","13","","",""
"Andere","1993","Hauptschule","Westdeutschland","229","0.0406500392582745","0.0351850622037201","0.0461150163128289"
"Andere","1993","Hauptschule","Ostdeutschland","23","","",""
"Andere","1993","Realschule","Westdeutschland","135","0.0597469895015431","0.0484801006440232","0.071013878359063"
"Andere","1993","Realschule","Ostdeutschland","121","0.0806788294477992","0.0663925609907111","0.0949650979048873"
"Andere","1993","(Fach-)Abitur","Westdeutschland","86","0.105914103093075","0.0844009862164486","0.127427219969702"
"Andere","1993","(Fach-)Abitur","Ostdeutschland","20","","",""
"Andere","1993","AkademikerIn","Westdeutschland","16","","",""
"Andere","1993","AkademikerIn","Ostdeutschland","11","","",""
"voll erwerbstätig","1994","(noch) kein Abschluss","Westdeutschland","241","0.255114818947109","0.223874906902139","0.286354730992079"
"voll erwerbstätig","1994","(noch) kein Abschluss","Ostdeutschland","4","","",""
"voll erwerbstätig","1994","Hauptschule","Westdeutschland","2102","0.374239331742286","0.360584753892589","0.387893909591983"
"voll erwerbstätig","1994","Hauptschule","Ostdeutschland","400","0.258160995320436","0.234168091694847","0.282153898946025"
"voll erwerbstätig","1994","Realschule","Westdeutschland","833","0.465274639280235","0.441373411974122","0.489175866586347"
"voll erwerbstätig","1994","Realschule","Ostdeutschland","810","0.570750698346302","0.544588467924902","0.596912928767703"
"voll erwerbstätig","1994","(Fach-)Abitur","Westdeutschland","309","0.409956442100953","0.375507324334065","0.444405559867841"
"voll erwerbstätig","1994","(Fach-)Abitur","Ostdeutschland","53","0.397134976679447","0.315497859380856","0.478772093978037"
"voll erwerbstätig","1994","AkademikerIn","Westdeutschland","533","0.625669739891313","0.592029075043697","0.659310404738928"
"voll erwerbstätig","1994","AkademikerIn","Ostdeutschland","564","0.609692225676678","0.577051231600621","0.642333219752736"
"Teilzeit","1994","(noch) kein Abschluss","Westdeutschland","39","0.0374242984837094","0.0238226491677796","0.0510259477996392"
"Teilzeit","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1994","Hauptschule","Westdeutschland","368","0.0741281295531588","0.0667360539850273","0.0815202051212904"
"Teilzeit","1994","Hauptschule","Ostdeutschland","35","0.0205547040801499","0.0127756216966495","0.0283337864636503"
"Teilzeit","1994","Realschule","Westdeutschland","164","0.100021984754985","0.085645132659728","0.114398836850241"
"Teilzeit","1994","Realschule","Ostdeutschland","79","0.0522692970853301","0.0405050930822273","0.0640335010884328"
"Teilzeit","1994","(Fach-)Abitur","Westdeutschland","55","0.0751877450937546","0.056717718182904","0.0936577720046052"
"Teilzeit","1994","(Fach-)Abitur","Ostdeutschland","3","","",""
"Teilzeit","1994","AkademikerIn","Westdeutschland","64","0.0795779728543577","0.0607651284164832","0.0983908172922321"
"Teilzeit","1994","AkademikerIn","Ostdeutschland","58","0.0650761544125103","0.0485716113188175","0.0815806975062031"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Westdeutschland","454","0.689533651480932","0.656376112259875","0.72269119070199"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Ostdeutschland","82","0.773387377892948","0.691335470923503","0.855439284862393"
"nicht erwerbstätig","1994","Hauptschule","Westdeutschland","2161","0.518083989598748","0.503985090731047","0.532182888466448"
"nicht erwerbstätig","1994","Hauptschule","Ostdeutschland","814","0.70661587425861","0.681653110611118","0.731578637906102"
"nicht erwerbstätig","1994","Realschule","Westdeutschland","556","0.373989405657802","0.350803684318043","0.397175126997561"
"nicht erwerbstätig","1994","Realschule","Ostdeutschland","369","0.303224175393861","0.278928711784304","0.327519639003419"
"nicht erwerbstätig","1994","(Fach-)Abitur","Westdeutschland","323","0.400688970493853","0.366365037996372","0.435012902991334"
"nicht erwerbstätig","1994","(Fach-)Abitur","Ostdeutschland","58","0.443027355223363","0.360149070880179","0.525905639566546"
"nicht erwerbstätig","1994","AkademikerIn","Westdeutschland","175","0.256559786132436","0.226201178885549","0.286918393379323"
"nicht erwerbstätig","1994","AkademikerIn","Ostdeutschland","222","0.310277241900992","0.279323248452115","0.34123123534987"
"Andere","1994","(noch) kein Abschluss","Westdeutschland","14","","",""
"Andere","1994","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Andere","1994","Hauptschule","Westdeutschland","194","0.0335485491058075","0.0284678166668931","0.0386292815447218"
"Andere","1994","Hauptschule","Ostdeutschland","29","","",""
"Andere","1994","Realschule","Westdeutschland","120","0.0607139703069789","0.0492708788500547","0.072157061763903"
"Andere","1994","Realschule","Ostdeutschland","117","0.0737558291745061","0.0599406137703008","0.0875710445787115"
"Andere","1994","(Fach-)Abitur","Westdeutschland","96","0.11416684231144","0.0918920752647702","0.136441609358109"
"Andere","1994","(Fach-)Abitur","Ostdeutschland","24","","",""
"Andere","1994","AkademikerIn","Westdeutschland","23","","",""
"Andere","1994","AkademikerIn","Ostdeutschland","14","","",""
"voll erwerbstätig","1995","(noch) kein Abschluss","Westdeutschland","219","0.215137562003327","0.186056832086386","0.244218291920267"
"voll erwerbstätig","1995","(noch) kein Abschluss","Ostdeutschland","6","","",""
"voll erwerbstätig","1995","Hauptschule","Westdeutschland","2121","0.363425538996444","0.349962302599695","0.376888775393192"
"voll erwerbstätig","1995","Hauptschule","Ostdeutschland","371","0.250932428663908","0.226614355988883","0.275250501338932"
"voll erwerbstätig","1995","Realschule","Westdeutschland","887","0.467755665681872","0.444543590732966","0.490967740630778"
"voll erwerbstätig","1995","Realschule","Ostdeutschland","809","0.589991600435693","0.563667533076599","0.616315667794788"
"voll erwerbstätig","1995","(Fach-)Abitur","Westdeutschland","360","0.39875143254564","0.366903347651992","0.430599517439287"
"voll erwerbstätig","1995","(Fach-)Abitur","Ostdeutschland","59","0.404229929023791","0.326469983184654","0.481989874862928"
"voll erwerbstätig","1995","AkademikerIn","Westdeutschland","601","0.610061810377838","0.578528095213262","0.641595525542415"
"voll erwerbstätig","1995","AkademikerIn","Ostdeutschland","547","0.605595670674659","0.572427059799558","0.63876428154976"
"Teilzeit","1995","(noch) kein Abschluss","Westdeutschland","36","0.0312440261599036","0.0189316719172925","0.0435563804025147"
"Teilzeit","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1995","Hauptschule","Westdeutschland","371","0.0726565945842546","0.0653909364800197","0.0799222526884894"
"Teilzeit","1995","Hauptschule","Ostdeutschland","43","0.0273661105895588","0.018215048612909","0.0365171725662086"
"Teilzeit","1995","Realschule","Westdeutschland","178","0.0957423831842634","0.0820541587632554","0.109430607605271"
"Teilzeit","1995","Realschule","Ostdeutschland","95","0.0620477588766041","0.0491359492343732","0.074959568518835"
"Teilzeit","1995","(Fach-)Abitur","Westdeutschland","72","0.0816923357075164","0.0638771674707999","0.0995075039442329"
"Teilzeit","1995","(Fach-)Abitur","Ostdeutschland","3","","",""
"Teilzeit","1995","AkademikerIn","Westdeutschland","87","0.102234248366205","0.082647152163865","0.121821344568544"
"Teilzeit","1995","AkademikerIn","Ostdeutschland","72","0.0810898443785863","0.0625637093618163","0.0996159793953563"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Westdeutschland","497","0.718857749229087","0.687042528026073","0.750672970432101"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Ostdeutschland","99","0.845395163461284","0.779030471523246","0.911759855399322"
"nicht erwerbstätig","1995","Hauptschule","Westdeutschland","2185","0.525260223708943","0.511282636456111","0.539237810961775"
"nicht erwerbstätig","1995","Hauptschule","Ostdeutschland","779","0.70539306642341","0.679823266242657","0.730962866604162"
"nicht erwerbstätig","1995","Realschule","Westdeutschland","563","0.371088247854651","0.348614144809349","0.393562350899952"
"nicht erwerbstätig","1995","Realschule","Ostdeutschland","322","0.271804269969089","0.247992816622427","0.295615723315751"
"nicht erwerbstätig","1995","(Fach-)Abitur","Westdeutschland","381","0.414334941552885","0.382293975363695","0.446375907742074"
"nicht erwerbstätig","1995","(Fach-)Abitur","Ostdeutschland","59","0.368099365396358","0.29167896553947","0.444519765253246"
"nicht erwerbstätig","1995","AkademikerIn","Westdeutschland","202","0.253536422871205","0.225409979048304","0.281662866694106"
"nicht erwerbstätig","1995","AkademikerIn","Ostdeutschland","207","0.304626694442664","0.273390504719353","0.335862884165974"
"Andere","1995","(noch) kein Abschluss","Westdeutschland","15","","",""
"Andere","1995","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Andere","1995","Hauptschule","Westdeutschland","226","0.0386576427103586","0.0332616187764383","0.0440536666442789"
"Andere","1995","Hauptschule","Ostdeutschland","28","","",""
"Andere","1995","Realschule","Westdeutschland","147","0.0654137032792141","0.0539111835959813","0.0769162229624469"
"Andere","1995","Realschule","Ostdeutschland","115","0.0761563707186135","0.0619597148217394","0.0903530266154877"
"Andere","1995","(Fach-)Abitur","Westdeutschland","95","0.105221290193959","0.0852633921756903","0.125179188212229"
"Andere","1995","(Fach-)Abitur","Ostdeutschland","32","0.210479452910104","0.145885933612582","0.275072972207626"
"Andere","1995","AkademikerIn","Westdeutschland","29","","",""
"Andere","1995","AkademikerIn","Ostdeutschland","8","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","Westdeutschland","194","0.199767752209048","0.170663945089647","0.228871559328449"
"voll erwerbstätig","1996","(noch) kein Abschluss","Ostdeutschland","5","","",""
"voll erwerbstätig","1996","Hauptschule","Westdeutschland","2018","0.358693011079359","0.34505933579412","0.372326686364599"
"voll erwerbstätig","1996","Hauptschule","Ostdeutschland","337","0.238773941123863","0.214561281454905","0.262986600792822"
"voll erwerbstätig","1996","Realschule","Westdeutschland","854","0.451819927501861","0.428700216417117","0.474939638586604"
"voll erwerbstätig","1996","Realschule","Ostdeutschland","781","0.565654838595568","0.539075870913723","0.592233806277413"
"voll erwerbstätig","1996","(Fach-)Abitur","Westdeutschland","352","0.414454109374768","0.381643987864419","0.447264230885117"
"voll erwerbstätig","1996","(Fach-)Abitur","Ostdeutschland","67","0.406735260967464","0.331324301016558","0.48214622091837"
"voll erwerbstätig","1996","AkademikerIn","Westdeutschland","606","0.608451953357838","0.576997445079245","0.639906461636432"
"voll erwerbstätig","1996","AkademikerIn","Ostdeutschland","535","0.574954301656075","0.541503880735694","0.608404722576456"
"Teilzeit","1996","(noch) kein Abschluss","Westdeutschland","41","0.0487286527643922","0.0330566861516888","0.0644006193770957"
"Teilzeit","1996","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1996","Hauptschule","Westdeutschland","387","0.0763278523810362","0.0687800773372598","0.0838756274248127"
"Teilzeit","1996","Hauptschule","Ostdeutschland","44","0.027298114504547","0.0180437113559955","0.0365525176530985"
"Teilzeit","1996","Realschule","Westdeutschland","200","0.105149545277522","0.0908994745174915","0.119399616037552"
"Teilzeit","1996","Realschule","Ostdeutschland","98","0.0707148819981595","0.0569689318809952","0.0844608321153238"
"Teilzeit","1996","(Fach-)Abitur","Westdeutschland","95","0.117835460472269","0.0963620045622486","0.139308916382289"
"Teilzeit","1996","(Fach-)Abitur","Ostdeutschland","7","","",""
"Teilzeit","1996","AkademikerIn","Westdeutschland","94","0.111461015271611","0.0911805943019999","0.131741436241223"
"Teilzeit","1996","AkademikerIn","Ostdeutschland","63","0.0731545167414751","0.0555351071161553","0.0907739263667948"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Westdeutschland","477","0.729075841618446","0.696724722547728","0.761426960689164"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Ostdeutschland","102","0.872448537843606","0.811742522591875","0.933154553095337"
"nicht erwerbstätig","1996","Hauptschule","Westdeutschland","2139","0.529882845629828","0.515695162456208","0.544070528803447"
"nicht erwerbstätig","1996","Hauptschule","Ostdeutschland","776","0.715493823672239","0.689870173037379","0.741117474307099"
"nicht erwerbstätig","1996","Realschule","Westdeutschland","573","0.369552972572362","0.347129609934842","0.391976335209883"
"nicht erwerbstätig","1996","Realschule","Ostdeutschland","350","0.296000006587868","0.271521943495232","0.320478069680504"
"nicht erwerbstätig","1996","(Fach-)Abitur","Westdeutschland","338","0.372647271460856","0.340444443384031","0.40485009953768"
"nicht erwerbstätig","1996","(Fach-)Abitur","Ostdeutschland","66","0.410705891112277","0.335181748306376","0.486230033918177"
"nicht erwerbstätig","1996","AkademikerIn","Westdeutschland","203","0.251904443735162","0.22392921304292","0.279879674427403"
"nicht erwerbstätig","1996","AkademikerIn","Ostdeutschland","232","0.342602843377688","0.310490166989056","0.374715519766321"
"Andere","1996","(noch) kein Abschluss","Westdeutschland","13","","",""
"Andere","1996","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Andere","1996","Hauptschule","Westdeutschland","210","0.0350962909097769","0.0298652140532237","0.0403273677663301"
"Andere","1996","Hauptschule","Ostdeutschland","34","0.0184341206993511","0.0107946520976176","0.0260735893010846"
"Andere","1996","Realschule","Westdeutschland","153","0.0734775546482557","0.0613564162653263","0.0855986930311851"
"Andere","1996","Realschule","Ostdeutschland","107","0.0676302728184049","0.0541651749704382","0.0810953706663716"
"Andere","1996","(Fach-)Abitur","Westdeutschland","81","0.0950631586921072","0.0755285642169757","0.114597753167239"
"Andere","1996","(Fach-)Abitur","Ostdeutschland","23","","",""
"Andere","1996","AkademikerIn","Westdeutschland","22","","",""
"Andere","1996","AkademikerIn","Ostdeutschland","9","","",""
"voll erwerbstätig","1997","(noch) kein Abschluss","Westdeutschland","174","0.204789826595187","0.174937740337786","0.234641912852587"
"voll erwerbstätig","1997","(noch) kein Abschluss","Ostdeutschland","10","","",""
"voll erwerbstätig","1997","Hauptschule","Westdeutschland","1903","0.345521377375232","0.33181049829368","0.359232256456784"
"voll erwerbstätig","1997","Hauptschule","Ostdeutschland","299","0.20981074082095","0.186287895711772","0.233333585930129"
"voll erwerbstätig","1997","Realschule","Westdeutschland","841","0.445071647895413","0.421990917229591","0.468152378561235"
"voll erwerbstätig","1997","Realschule","Ostdeutschland","761","0.556843696066847","0.529829712272991","0.583857679860703"
"voll erwerbstätig","1997","(Fach-)Abitur","Westdeutschland","350","0.421245120950708","0.3880320509833","0.454458190918117"
"voll erwerbstätig","1997","(Fach-)Abitur","Ostdeutschland","77","0.434860151142352","0.360339540986725","0.509380761297979"
"voll erwerbstätig","1997","AkademikerIn","Westdeutschland","633","0.636721882124574","0.605811731321099","0.667632032928049"
"voll erwerbstätig","1997","AkademikerIn","Ostdeutschland","532","0.575471460503961","0.541986429681759","0.608956491326162"
"Teilzeit","1997","(noch) kein Abschluss","Westdeutschland","34","0.037175691060324","0.0231803791010491","0.0511710030195989"
"Teilzeit","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Teilzeit","1997","Hauptschule","Westdeutschland","372","0.079137294332235","0.0713539158744222","0.0869206727900479"
"Teilzeit","1997","Hauptschule","Ostdeutschland","34","0.0208642296216858","0.0126070246678516","0.02912143457552"
"Teilzeit","1997","Realschule","Westdeutschland","194","0.100668409507929","0.0866943477158181","0.11464247130004"
"Teilzeit","1997","Realschule","Ostdeutschland","95","0.0757449875761252","0.0613564593832072","0.0901335157690431"
"Teilzeit","1997","(Fach-)Abitur","Westdeutschland","88","0.112755114813968","0.0914794017840042","0.134030827843933"
"Teilzeit","1997","(Fach-)Abitur","Ostdeutschland","4","","",""
"Teilzeit","1997","AkademikerIn","Westdeutschland","88","0.0997747462940556","0.0805131387984894","0.119036353789622"
"Teilzeit","1997","AkademikerIn","Ostdeutschland","62","0.0759323749211676","0.0579870745841821","0.093877675258153"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Westdeutschland","479","0.728959872800733","0.696078636187559","0.761841109413908"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Ostdeutschland","116","0.904586772362094","0.854085092444407","0.95508845227978"
"nicht erwerbstätig","1997","Hauptschule","Westdeutschland","2163","0.545495384793455","0.531139009730856","0.559851759856055"
"nicht erwerbstätig","1997","Hauptschule","Ostdeutschland","783","0.749786028731876","0.724763287833983","0.774808769629769"
"nicht erwerbstätig","1997","Realschule","Westdeutschland","587","0.385665801497468","0.363059784889145","0.408271818105792"
"nicht erwerbstätig","1997","Realschule","Ostdeutschland","347","0.308428640121284","0.283313282602482","0.333543997640086"
"nicht erwerbstätig","1997","(Fach-)Abitur","Westdeutschland","323","0.372716357749329","0.340191496398676","0.405241219099981"
"nicht erwerbstätig","1997","(Fach-)Abitur","Ostdeutschland","71","0.4355599776691","0.361025619854535","0.510094335483664"
"nicht erwerbstätig","1997","AkademikerIn","Westdeutschland","192","0.241867110813548","0.214345890058625","0.269388331568472"
"nicht erwerbstätig","1997","AkademikerIn","Ostdeutschland","228","0.332143239199795","0.300235962850056","0.364050515549534"
"Andere","1997","(noch) kein Abschluss","Westdeutschland","15","","",""
"Andere","1997","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Andere","1997","Hauptschule","Westdeutschland","183","0.0298459434990772","0.0249397675972247","0.0347521194009298"
"Andere","1997","Hauptschule","Ostdeutschland","35","0.0195390008254878","0.0115429275316611","0.0275350741193145"
"Andere","1997","Realschule","Westdeutschland","159","0.06859414109919","0.0568551945472345","0.0803330876511454"
"Andere","1997","Realschule","Ostdeutschland","96","0.0589826762357441","0.0461710410999875","0.0717943113715006"
"Andere","1997","(Fach-)Abitur","Westdeutschland","88","0.0932834064859945","0.073720551921126","0.112846261050863"
"Andere","1997","(Fach-)Abitur","Ostdeutschland","18","","",""
"Andere","1997","AkademikerIn","Westdeutschland","17","","",""
"Andere","1997","AkademikerIn","Ostdeutschland","15","","",""
"voll erwerbstätig","1998","(noch) kein Abschluss","Westdeutschland","159","0.212867837407909","0.182391671660682","0.243344003155136"
"voll erwerbstätig","1998","(noch) kein Abschluss","Ostdeutschland","12","","",""
"voll erwerbstätig","1998","Hauptschule","Westdeutschland","1955","0.333610116872033","0.320559238870087","0.346660994873979"
"voll erwerbstätig","1998","Hauptschule","Ostdeutschland","295","0.200507816727302","0.177682746744444","0.22333288671016"
"voll erwerbstätig","1998","Realschule","Westdeutschland","958","0.452701007214519","0.43084793522135","0.474554079207687"
"voll erwerbstätig","1998","Realschule","Ostdeutschland","816","0.568479997928494","0.54255419926192","0.594405796595067"
"voll erwerbstätig","1998","(Fach-)Abitur","Westdeutschland","418","0.414353108618639","0.383464095647092","0.445242121590185"
"voll erwerbstätig","1998","(Fach-)Abitur","Ostdeutschland","75","0.445658310767609","0.370942346509088","0.520374275026129"
