"erwst","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","362","0.0790718594241329","0.0712872103684947","0.0868565084797712"
"Teilzeit","2000","kein Migrationshintergrund","2","514","0.0822034146599111","0.075021558167398","0.0893852711524243"
"Teilzeit","2000","kein Migrationshintergrund","3","440","0.102476695590078","0.0931005463504772","0.111852844829679"
"Teilzeit","2000","kein Migrationshintergrund","4","358","0.100200736990047","0.090178313792241","0.110223160187854"
"Teilzeit","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","221","0.0895356127591748","0.0778109430356984","0.101260282482651"
"Teilzeit","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","103","0.0757033131267007","0.0617520222626844","0.089654603990717"
"Teilzeit","2000","direkter Migrationshintergrund","2","85","0.0909959329164703","0.0726880626415619","0.109303803191379"
"Teilzeit","2000","direkter Migrationshintergrund","3","58","0.131656624451776","0.101900637573934","0.161412611329618"
"Teilzeit","2000","direkter Migrationshintergrund","4","24","","",""
"Teilzeit","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","16","","",""
"Teilzeit","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","14","","",""
"Teilzeit","2000","indirekter Migrationshintergrund","2","17","","",""
"Teilzeit","2000","indirekter Migrationshintergrund","3","14","","",""
"Teilzeit","2000","indirekter Migrationshintergrund","4","3","","",""
"Teilzeit","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2624","0.598366105000452","0.584224006372499","0.612508203628405"
"nicht erwerbstätig","2000","kein Migrationshintergrund","2","2677","0.509673608755851","0.496602654864346","0.522744562647355"
"nicht erwerbstätig","2000","kein Migrationshintergrund","3","1504","0.393291050833029","0.378188986339796","0.408393115326261"
"nicht erwerbstätig","2000","kein Migrationshintergrund","4","1041","0.32812107763918","0.312448983361989","0.34379317191637"
"nicht erwerbstätig","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","643","0.309872464226346","0.290882357653259","0.328862570799433"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","814","0.586204068803058","0.56022827824167","0.612179859364446"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","2","417","0.450000349957053","0.418331553794657","0.48166914611945"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","3","145","0.319564255346466","0.278526848440007","0.360601662252926"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","4","82","0.246071065516304","0.196239718942625","0.295902412089984"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","46","0.234071010033221","0.174334822062868","0.293807198003574"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","157","0.569826560963931","0.511096573564437","0.628556548363425"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","2","100","0.384158664596705","0.324342168853835","0.443975160339575"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","3","35","0.299649721742585","0.224566194864071","0.374733248621099"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","4","26","","",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","429","0.0858123708714609","0.0777324369046987","0.0938923048382232"
"Andere","2000","kein Migrationshintergrund","2","338","0.0555958001035988","0.0496045352014229","0.0615870650057748"
"Andere","2000","kein Migrationshintergrund","3","239","0.0565132161181685","0.0493743044208098","0.0636521278155271"
"Andere","2000","kein Migrationshintergrund","4","140","0.0391844908139374","0.032707972937116","0.0456610086907589"
"Andere","2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","60","0.025406618553083","0.018944775677145","0.0318684614290209"
"Andere","2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","88","0.0757066576213159","0.061755083825256","0.0896582314173758"
"Andere","2000","direkter Migrationshintergrund","2","40","0.0420610344908601","0.0292833306798725","0.0548387383018476"
"Andere","2000","direkter Migrationshintergrund","3","18","","",""
"Andere","2000","direkter Migrationshintergrund","4","5","","",""
"Andere","2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Andere","2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","49","0.210651026357792","0.162280247369761","0.259021805345822"
"Andere","2000","indirekter Migrationshintergrund","2","43","0.160099754137178","0.115003505177717","0.205196003096639"
"Andere","2000","indirekter Migrationshintergrund","3","25","","",""
"Andere","2000","indirekter Migrationshintergrund","4","8","","",""
"Andere","2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","2","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","963","0.218533529491741","0.205481575140142","0.231585483843339"
"voll erwerbstätig","2001","kein Migrationshintergrund","2","1756","0.336703231021387","0.323495402808018","0.349911059234756"
"voll erwerbstätig","2001","kein Migrationshintergrund","3","1707","0.429428828444437","0.413897629991546","0.444960026897329"
"voll erwerbstätig","2001","kein Migrationshintergrund","4","1775","0.525758365721222","0.508744905789386","0.542771825653057"
"voll erwerbstätig","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1357","0.584337251397647","0.564014040927484","0.60466046186781"
"voll erwerbstätig","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","311","0.256885054584402","0.23175291876402","0.282017190404784"
"voll erwerbstätig","2001","direkter Migrationshintergrund","2","354","0.430060657033039","0.39600813738878","0.464113176677298"
"voll erwerbstätig","2001","direkter Migrationshintergrund","3","261","0.482359624517422","0.43784272019078","0.526876528844063"
"voll erwerbstätig","2001","direkter Migrationshintergrund","4","184","0.564832437388641","0.509283539044087","0.620381335733196"
"voll erwerbstätig","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","92","0.60576218770756","0.528328027253859","0.683196348161262"
"voll erwerbstätig","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","56","0.241403968810113","0.186574044247759","0.296233893372466"
"voll erwerbstätig","2001","indirekter Migrationshintergrund","2","80","0.366772986556724","0.305802331954794","0.427743641158653"
"voll erwerbstätig","2001","indirekter Migrationshintergrund","3","62","0.420412762825901","0.33922300023392","0.501602525417882"
"voll erwerbstätig","2001","indirekter Migrationshintergrund","4","67","0.684893209551634","0.593382735528543","0.776403683574725"
"voll erwerbstätig","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","34","0.580384959487971","0.444945066844909","0.715824852131033"
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","322","0.0807540257640185","0.0721488590025368","0.0893591925255003"
"Teilzeit","2001","kein Migrationshintergrund","2","455","0.0889635576859917","0.0810069531200192","0.0969201622519642"
"Teilzeit","2001","kein Migrationshintergrund","3","420","0.0981794069467894","0.0888431083118722","0.107515705581707"
"Teilzeit","2001","kein Migrationshintergrund","4","343","0.0969438094903803","0.0868624956406722","0.107025123340088"
"Teilzeit","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","219","0.0912669602348013","0.0793911041021572","0.103142816367445"
"Teilzeit","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","88","0.0785990833660841","0.0631192941841097","0.0940788725480586"
"Teilzeit","2001","direkter Migrationshintergrund","2","81","0.0944706071392453","0.0743533065312856","0.114587907747205"
"Teilzeit","2001","direkter Migrationshintergrund","3","52","0.107231896519406","0.0796669765126858","0.134796816526127"
"Teilzeit","2001","direkter Migrationshintergrund","4","26","","",""
"Teilzeit","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","12","","",""
"Teilzeit","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","10","","",""
"Teilzeit","2001","indirekter Migrationshintergrund","2","14","","",""
"Teilzeit","2001","indirekter Migrationshintergrund","3","9","","",""
"Teilzeit","2001","indirekter Migrationshintergrund","4","4","","",""
"Teilzeit","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","2","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2183","0.610325261336818","0.594922693472205","0.625727829201432"
"nicht erwerbstätig","2001","kein Migrationshintergrund","2","2340","0.506330393919307","0.492357414395661","0.520303373442953"
"nicht erwerbstätig","2001","kein Migrationshintergrund","3","1566","0.422325399691746","0.406827612408668","0.437823186974823"
"nicht erwerbstätig","2001","kein Migrationshintergrund","4","1041","0.335740311563091","0.319649779661601","0.351830843464581"
"nicht erwerbstätig","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","611","0.293296022211518","0.27452180535696","0.312070239066076"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","676","0.579451201525317","0.551055760831039","0.607846642219595"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","2","337","0.429455038705695","0.395408429577627","0.463501647833762"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","3","153","0.370052990342819","0.327039035131493","0.413066945554146"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","4","89","0.298620238280114","0.247343119835015","0.349897356725212"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","44","0.293009283421177","0.220890246027474","0.36512832081488"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","120","0.497799230445681","0.433736424073572","0.561862036817789"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","2","104","0.404859736546043","0.342757901876188","0.466961571215898"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","3","53","0.365267811003597","0.286071512960011","0.444464109047183"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","4","20","","",""
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","10","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","383","0.0903871834074222","0.0813310451551167","0.0994433216597277"
"Andere","2001","kein Migrationshintergrund","2","367","0.0680028173733143","0.060966837611714","0.0750387971349146"
"Andere","2001","kein Migrationshintergrund","3","209","0.0500663649170276","0.0432237181484016","0.0569090116856537"
"Andere","2001","kein Migrationshintergrund","4","150","0.0415575132253075","0.034757535157376","0.0483574912932389"
"Andere","2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","72","0.0310997661560337","0.0239414962824591","0.0382580360296083"
"Andere","2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","86","0.0850646605241973","0.0690173680133702","0.101111953035024"
"Andere","2001","direkter Migrationshintergrund","2","40","0.0460136971220213","0.0316030092805913","0.0604243849634512"
"Andere","2001","direkter Migrationshintergrund","3","18","","",""
"Andere","2001","direkter Migrationshintergrund","4","7","","",""
"Andere","2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Andere","2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","48","0.212177997925419","0.159793306665719","0.264562689185118"
"Andere","2001","indirekter Migrationshintergrund","2","42","0.180499321486934","0.13184124735179","0.229157395622078"
"Andere","2001","indirekter Migrationshintergrund","3","18","","",""
"Andere","2001","indirekter Migrationshintergrund","4","8","","",""
"Andere","2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","5","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","786","0.206889729501413","0.19338659311892","0.220392865883906"
"voll erwerbstätig","2002","kein Migrationshintergrund","2","1475","0.323503881307104","0.309592329252752","0.337415433361457"
"voll erwerbstätig","2002","kein Migrationshintergrund","3","1600","0.413537474562281","0.397885739173257","0.429189209951305"
"voll erwerbstätig","2002","kein Migrationshintergrund","4","1951","0.507139615523966","0.491197614286705","0.523081616761227"
"voll erwerbstätig","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2317","0.569247445954449","0.554043764545708","0.584451127363189"
"voll erwerbstätig","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","231","0.223380587540698","0.197276681409033","0.249484493672364"
"voll erwerbstätig","2002","direkter Migrationshintergrund","2","331","0.432889247005582","0.398272754203062","0.467505739808102"
"voll erwerbstätig","2002","direkter Migrationshintergrund","3","223","0.475382323353815","0.429394594261278","0.521370052446353"
"voll erwerbstätig","2002","direkter Migrationshintergrund","4","192","0.573288819231489","0.519681022045756","0.626896616417222"
"voll erwerbstätig","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","147","0.58830209783298","0.527539358293484","0.649064837372476"
"voll erwerbstätig","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","42","0.18285826857249","0.13212397047254","0.233592566672439"
"voll erwerbstätig","2002","indirekter Migrationshintergrund","2","75","0.333510121823681","0.269283629070165","0.397736614577197"
"voll erwerbstätig","2002","indirekter Migrationshintergrund","3","66","0.490355632800235","0.407250109326801","0.573461156273669"
"voll erwerbstätig","2002","indirekter Migrationshintergrund","4","68","0.657032080932843","0.570272147977","0.743792013888686"
"voll erwerbstätig","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","48","0.569236595957293","0.465776575125142","0.672696616789444"
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","304","0.0835508133449938","0.0743266297737219","0.0927749969162657"
"Teilzeit","2002","kein Migrationshintergrund","2","408","0.0932416269322029","0.0845948572451754","0.10188839661923"
"Teilzeit","2002","kein Migrationshintergrund","3","380","0.0908136276161751","0.0816811861101696","0.0999460691221806"
"Teilzeit","2002","kein Migrationshintergrund","4","402","0.0967746287751968","0.0873471419235891","0.106202115626805"
"Teilzeit","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","494","0.0948899371922587","0.0858919564213364","0.103887917963181"
"Teilzeit","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","69","0.0779374247534738","0.0611365502816749","0.0947382992252727"
"Teilzeit","2002","direkter Migrationshintergrund","2","76","0.0884796230247464","0.0686385320919429","0.10832071395755"
"Teilzeit","2002","direkter Migrationshintergrund","3","44","0.107457833516013","0.0789389577343312","0.135976709297695"
"Teilzeit","2002","direkter Migrationshintergrund","4","32","0.0955824515740918","0.063714966754111","0.127449936394073"
"Teilzeit","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","19","","",""
"Teilzeit","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","8","","",""
"Teilzeit","2002","indirekter Migrationshintergrund","2","21","","",""
"Teilzeit","2002","indirekter Migrationshintergrund","3","14","","",""
"Teilzeit","2002","indirekter Migrationshintergrund","4","6","","",""
"Teilzeit","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","2016","0.613727356596351","0.59749681103363","0.629957902159073"
"nicht erwerbstätig","2002","kein Migrationshintergrund","2","2162","0.521535788268721","0.50668088015083","0.536390696386612"
"nicht erwerbstätig","2002","kein Migrationshintergrund","3","1589","0.440492665380748","0.424714476123461","0.456270854638035"
"nicht erwerbstätig","2002","kein Migrationshintergrund","4","1212","0.352361994669086","0.337129262455815","0.367594726882357"
"nicht erwerbstätig","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1100","0.302971120853618","0.288861664276229","0.317080577431006"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","609","0.615404434948452","0.584914176165358","0.645894693731546"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","2","333","0.408200957071373","0.373862176908626","0.44253973723412"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","3","167","0.366879337392413","0.322497644874592","0.411261029910234"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","4","91","0.308329342194189","0.258276203157821","0.358382481230558"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","73","0.288710493721752","0.232760208331275","0.344660779112229"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","137","0.603222565029536","0.539011787064546","0.667433342994525"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","2","80","0.355607246046035","0.290395843148934","0.420818648943136"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","3","39","0.251643458017943","0.179501522009006","0.323785394026879"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","4","25","","",""
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","351","0.0958321005572416","0.0860196281799108","0.105644572934572"
"Andere","2002","kein Migrationshintergrund","2","299","0.0617187034919715","0.054562575335901","0.068874831648042"
"Andere","2002","kein Migrationshintergrund","3","234","0.0551562324407962","0.0479008179806156","0.0624116469009768"
"Andere","2002","kein Migrationshintergrund","4","213","0.0437237610317511","0.0372034614146168","0.0502440606488855"
"Andere","2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","164","0.0328914959996752","0.0274154927271039","0.0383674992722465"
"Andere","2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","69","0.0832775527573755","0.0659609946855754","0.100594110829176"
"Andere","2002","direkter Migrationshintergrund","2","47","0.070430172898299","0.0525537297789277","0.0883066160176703"
"Andere","2002","direkter Migrationshintergrund","3","19","","",""
"Andere","2002","direkter Migrationshintergrund","4","12","","",""
"Andere","2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","13","","",""
"Andere","2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","36","0.17570841136424","0.125758770540001","0.225658052188479"
"Andere","2002","indirekter Migrationshintergrund","2","31","0.197376367980342","0.143155499926851","0.251597236033834"
"Andere","2002","indirekter Migrationshintergrund","3","20","","",""
"Andere","2002","indirekter Migrationshintergrund","4","16","","",""
"Andere","2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","12","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2003","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","685","0.189599889056486","0.176121374851067","0.203078403261904"
"voll erwerbstätig","2003","kein Migrationshintergrund","2","1392","0.322453742027681","0.308236262723496","0.336671221331867"
"voll erwerbstätig","2003","kein Migrationshintergrund","3","1515","0.40876773776406","0.39304173582415","0.424493739703969"
"voll erwerbstätig","2003","kein Migrationshintergrund","4","1923","0.486564133355123","0.470802584779349","0.502325681930897"
"voll erwerbstätig","2003","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2053","0.54030509393876","0.524349878358202","0.556260309519318"
"voll erwerbstätig","2003","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","183","0.202674713447303","0.176175101691841","0.229174325202764"
"voll erwerbstätig","2003","direkter Migrationshintergrund","2","291","0.389663814442073","0.354311406431403","0.425016222452742"
"voll erwerbstätig","2003","direkter Migrationshintergrund","3","219","0.476892108825238","0.430897736782447","0.522886480868029"
"voll erwerbstätig","2003","direkter Migrationshintergrund","4","183","0.538885738111269","0.485743191364028","0.592028284858511"
"voll erwerbstätig","2003","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","121","0.539836226302335","0.472902421204488","0.606770031400183"
"voll erwerbstätig","2003","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","33","0.177547027250769","0.125615790747369","0.229478263754168"
"voll erwerbstätig","2003","indirekter Migrationshintergrund","2","76","0.365064491572458","0.300408631464804","0.429720351680113"
"voll erwerbstätig","2003","indirekter Migrationshintergrund","3","61","0.448844963868823","0.366455980953038","0.531233946784607"
"voll erwerbstätig","2003","indirekter Migrationshintergrund","4","78","0.592696489316979","0.51101644870456","0.674376529929398"
"voll erwerbstätig","2003","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","44","0.587937837499315","0.480748236181362","0.695127438817268"
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2003","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","275","0.0811237741334236","0.0717357149987247","0.0905118332681225"
"Teilzeit","2003","kein Migrationshintergrund","2","420","0.0958096955645949","0.0868569947433929","0.104762396385797"
"Teilzeit","2003","kein Migrationshintergrund","3","399","0.0931806998907504","0.0838819553157493","0.102479444465751"
"Teilzeit","2003","kein Migrationshintergrund","4","397","0.0917591074224665","0.0826555559321635","0.10086265891277"
"Teilzeit","2003","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","462","0.103986328154431","0.0942140968113699","0.113758559497491"
"Teilzeit","2003","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","69","0.0879492509920812","0.0692791127667681","0.106619389217394"
"Teilzeit","2003","direkter Migrationshintergrund","2","77","0.107547301486456","0.0850887488148903","0.130005854158022"
"Teilzeit","2003","direkter Migrationshintergrund","3","51","0.0940290347548596","0.0671516431687176","0.120906426341002"
"Teilzeit","2003","direkter Migrationshintergrund","4","34","0.101467879006163","0.0692778894657031","0.133657868546623"
"Teilzeit","2003","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","23","","",""
"Teilzeit","2003","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","12","","",""
"Teilzeit","2003","indirekter Migrationshintergrund","2","19","","",""
"Teilzeit","2003","indirekter Migrationshintergrund","3","15","","",""
"Teilzeit","2003","indirekter Migrationshintergrund","4","9","","",""
"Teilzeit","2003","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","2003","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
