"erwst","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2009","5 Einkommensstärkstes Quintil","1220","0.2651606625653","0.251609337923109","0.278711987207492"
"Teilzeit","2009","1 Einkommensschwächstes Quintil","265","0.0847847763332858","0.0748695176375455","0.0947000350290262"
"Teilzeit","2009","2","400","0.10041250917453","0.0907763901485693","0.110048628200491"
"Teilzeit","2009","3","384","0.103037844163074","0.0928580299167447","0.113217658409404"
"Teilzeit","2009","4","476","0.101215150559537","0.0918459478252411","0.110584353293834"
"Teilzeit","2009","5 Einkommensstärkstes Quintil","464","0.102046415462204","0.0927533964724785","0.111339434451929"
"voll erwerbstätig","2009","1 Einkommensschwächstes Quintil","527","0.172480477051261","0.15903294496685","0.185928009135672"
"voll erwerbstätig","2009","2","1098","0.300857401612923","0.286152918111657","0.315561885114189"
"voll erwerbstätig","2009","3","1277","0.370202149353893","0.354033473044073","0.386370825663714"
"voll erwerbstätig","2009","4","1862","0.494423865284927","0.478893023424664","0.50995470714519"
"voll erwerbstätig","2009","5 Einkommensstärkstes Quintil","2213","0.593304775251465","0.578224666905637","0.608384883597294"
"Andere","2010","1 Einkommensschwächstes Quintil","616","0.128658888764781","0.119212443056975","0.138105334472587"
"Andere","2010","2","598","0.11256597609513","0.104304918352705","0.120827033837555"
"Andere","2010","3","353","0.0886419202273724","0.0801258144003923","0.0971580260543525"
"Andere","2010","4","291","0.061297498210804","0.0545037251597371","0.0680912712618709"
"Andere","2010","5 Einkommensstärkstes Quintil","208","0.0364249791243106","0.0311300137456768","0.0417199445029444"
"nicht erwerbstätig","2010","1 Einkommensschwächstes Quintil","2915","0.644808126651171","0.631306030580693","0.658310222721649"
"nicht erwerbstätig","2010","2","2504","0.502573797911338","0.489505220955167","0.515642374867509"
"nicht erwerbstätig","2010","3","1754","0.439897946750792","0.425025360453012","0.454770533048572"
"nicht erwerbstätig","2010","4","1584","0.349033849881762","0.33553369816034","0.362534001603183"
"nicht erwerbstätig","2010","5 Einkommensstärkstes Quintil","1438","0.263163543132805","0.250717849165283","0.275609237100328"
"Teilzeit","2010","1 Einkommensschwächstes Quintil","480","0.0864156181368372","0.0784883255842098","0.0943429106894646"
"Teilzeit","2010","2","695","0.0968726127088952","0.0891415523846776","0.104603673033113"
"Teilzeit","2010","3","563","0.102794155504518","0.0936948717949911","0.111893439214046"
"Teilzeit","2010","4","663","0.111814388585653","0.10288901535759","0.120739761813715"
"Teilzeit","2010","5 Einkommensstärkstes Quintil","651","0.109380154688748","0.100558782356551","0.118201527020945"
"voll erwerbstätig","2010","1 Einkommensschwächstes Quintil","815","0.140117366447211","0.130324270619749","0.149910462274673"
"voll erwerbstätig","2010","2","1826","0.287987613284637","0.27615189204031","0.299823334528964"
"voll erwerbstätig","2010","3","1609","0.368665977517317","0.354210811796371","0.383121143238263"
"voll erwerbstätig","2010","4","2251","0.477854263321782","0.463707103064419","0.492001423579144"
"voll erwerbstätig","2010","5 Einkommensstärkstes Quintil","2512","0.591031323054136","0.577135925563008","0.604926720545264"
"Andere","2011","1 Einkommensschwächstes Quintil","651","0.121723251606676","0.11301056839259","0.130435934820762"
"Andere","2011","2","602","0.0919853125215885","0.0848516719045059","0.0991189531386712"
"Andere","2011","3","433","0.0814066035349209","0.0740095303328199","0.0888036767370219"
"Andere","2011","4","368","0.0573496265378901","0.0514397792654087","0.0632594738103716"
"Andere","2011","5 Einkommensstärkstes Quintil","248","0.0392941440512923","0.0343713526422238","0.0442169354603609"
"nicht erwerbstätig","2011","1 Einkommensschwächstes Quintil","3296","0.636164975905674","0.623345018333267","0.648984933478082"
"nicht erwerbstätig","2011","2","2859","0.51370416374428","0.501367084224506","0.526041243264054"
"nicht erwerbstätig","2011","3","2047","0.444865652448362","0.431423094210112","0.458308210686611"
"nicht erwerbstätig","2011","4","1953","0.349797114306996","0.33767528411028","0.361918944503712"
"nicht erwerbstätig","2011","5 Einkommensstärkstes Quintil","1687","0.255086615907067","0.244042040531414","0.266131191282721"
"Teilzeit","2011","1 Einkommensschwächstes Quintil","573","0.0887498535261772","0.0811718974002008","0.0963278096521536"
"Teilzeit","2011","2","886","0.0994154582752489","0.0920297057939146","0.106801210756583"
"Teilzeit","2011","3","775","0.105828434277994","0.0975073474758228","0.114149521080166"
"Teilzeit","2011","4","880","0.110549455230273","0.102579151995317","0.118519758465229"
"Teilzeit","2011","5 Einkommensstärkstes Quintil","824","0.10125472530932","0.0936114719033771","0.108897978715263"
"voll erwerbstätig","2011","1 Einkommensschwächstes Quintil","890","0.153361918961472","0.143760020150221","0.162963817772723"
"voll erwerbstätig","2011","2","1958","0.294895065458882","0.283639529616008","0.306150601301756"
"voll erwerbstätig","2011","3","1995","0.367899309738723","0.354854851158293","0.380943768319154"
"voll erwerbstätig","2011","4","2745","0.482303803924841","0.469602933974085","0.495004673875597"
"voll erwerbstätig","2011","5 Einkommensstärkstes Quintil","3225","0.60436451473232","0.591975139807858","0.616753889656782"
"Andere","2012","1 Einkommensschwächstes Quintil","610","0.129259575332578","0.119625188828932","0.138893961836223"
"Andere","2012","2","610","0.0959630116870861","0.0884262448211439","0.103499778553028"
"Andere","2012","3","481","0.0793535699799893","0.0721095095709259","0.0865976303890526"
"Andere","2012","4","406","0.0668177849211334","0.0605146774397656","0.0731208924025012"
"Andere","2012","5 Einkommensstärkstes Quintil","283","0.0412305024028401","0.0363060496248675","0.0461549551808128"
"nicht erwerbstätig","2012","1 Einkommensschwächstes Quintil","2836","0.648411220810433","0.6346995268016","0.662122914819267"
"nicht erwerbstätig","2012","2","2657","0.517089926204324","0.504303292682949","0.529876559725699"
"nicht erwerbstätig","2012","3","2086","0.448887211754176","0.435556870954629","0.462217552553724"
"nicht erwerbstätig","2012","4","1979","0.346664758998902","0.334651845806171","0.358677672191633"
"nicht erwerbstätig","2012","5 Einkommensstärkstes Quintil","1782","0.265232440428003","0.254298420354352","0.276166460501655"
"Teilzeit","2012","1 Einkommensschwächstes Quintil","479","0.0810068236859499","0.0731713493211593","0.0888422980507405"
"Teilzeit","2012","2","885","0.112080209569806","0.104008019450495","0.120152399689117"
"Teilzeit","2012","3","785","0.102018017235693","0.0939060788648639","0.110129955606521"
"Teilzeit","2012","4","942","0.116352250542523","0.108258451245049","0.124446049839997"
"Teilzeit","2012","5 Einkommensstärkstes Quintil","856","0.107286700325057","0.0996215530064709","0.114951847643642"
"voll erwerbstätig","2012","1 Einkommensschwächstes Quintil","733","0.141322380171039","0.131318490522251","0.151326269819827"
"voll erwerbstätig","2012","2","1715","0.274866852538784","0.263443065177133","0.286290639900436"
"voll erwerbstätig","2012","3","1996","0.369741201030142","0.356803390871317","0.382679011188966"
"voll erwerbstätig","2012","4","2702","0.470165205537442","0.457566644924877","0.482763766150007"
"voll erwerbstätig","2012","5 Einkommensstärkstes Quintil","3341","0.5862503568441","0.574051983099458","0.598448730588741"
"Andere","2013","1 Einkommensschwächstes Quintil","875","0.144545002622115","0.135382444470504","0.153707560773725"
"Andere","2013","2","788","0.114074375194221","0.106286538096713","0.121862212291729"
"Andere","2013","3","575","0.0855809890018269","0.0783288978393734","0.0928330801642803"
"Andere","2013","4","479","0.0617376940984899","0.0559276847853837","0.067547703411596"
"Andere","2013","5 Einkommensstärkstes Quintil","311","0.0438542587371145","0.0389901166546227","0.0487184008196063"
"nicht erwerbstätig","2013","1 Einkommensschwächstes Quintil","3311","0.633265151796515","0.620708163073239","0.645822140519791"
"nicht erwerbstätig","2013","2","2758","0.508590368006175","0.496343357926654","0.520837378085696"
"nicht erwerbstätig","2013","3","2161","0.463521369130489","0.450593912925628","0.47644882533535"
"nicht erwerbstätig","2013","4","2013","0.356559221405301","0.344996511798032","0.36812193101257"
"nicht erwerbstätig","2013","5 Einkommensstärkstes Quintil","1785","0.260451227904248","0.250026015015442","0.270876440793054"
"Teilzeit","2013","1 Einkommensschwächstes Quintil","625","0.0889089873541581","0.0814929769117612","0.0963249977965549"
"Teilzeit","2013","2","959","0.114560848632648","0.106758566524874","0.122363130740422"
"Teilzeit","2013","3","804","0.104677153358076","0.0967408590224935","0.112613447693658"
"Teilzeit","2013","4","1058","0.120574242049732","0.112713449180596","0.128435034918868"
"Teilzeit","2013","5 Einkommensstärkstes Quintil","1010","0.113132088327969","0.105607882102602","0.120656294553337"
"voll erwerbstätig","2013","1 Einkommensschwächstes Quintil","847","0.133280858227213","0.12442481548633","0.142136900968095"
"voll erwerbstätig","2013","2","1896","0.262774408166956","0.25199199642122","0.273556819912692"
"voll erwerbstätig","2013","3","2176","0.346220488509609","0.333886770450299","0.358554206568919"
"voll erwerbstätig","2013","4","3042","0.461128842446477","0.449095310790505","0.473162374102449"
"voll erwerbstätig","2013","5 Einkommensstärkstes Quintil","3702","0.582562425030668","0.570848422281966","0.59427642777937"
"Andere","2014","1 Einkommensschwächstes Quintil","707","0.15627179822644","0.14544506226375","0.167098534189129"
"Andere","2014","2","694","0.118888582334383","0.11023602779552","0.127541136873246"
"Andere","2014","3","549","0.0983034090565126","0.0900311827223754","0.10657563539065"
"Andere","2014","4","478","0.0682572109159543","0.0620040461811961","0.0745103756507125"
"Andere","2014","5 Einkommensstärkstes Quintil","352","0.0464940623189904","0.0414629322265881","0.0515251924113927"
"nicht erwerbstätig","2014","1 Einkommensschwächstes Quintil","2596","0.63178799550756","0.617406944907104","0.646169046108016"
"nicht erwerbstätig","2014","2","2397","0.509478600027165","0.496114158670352","0.522843041383979"
"nicht erwerbstätig","2014","3","1913","0.459194015714276","0.445347938176659","0.473040093251894"
"nicht erwerbstätig","2014","4","2062","0.375829273107653","0.363819782662526","0.38783876355278"
"nicht erwerbstätig","2014","5 Einkommensstärkstes Quintil","1771","0.252300031492376","0.241921702512402","0.26267836047235"
"Teilzeit","2014","1 Einkommensschwächstes Quintil","457","0.0889879736906076","0.0804984432127449","0.0974775041684703"
"Teilzeit","2014","2","750","0.107130276893829","0.0988621141059663","0.115398439681692"
"Teilzeit","2014","3","729","0.123385035050568","0.114247194202803","0.132522875898333"
"Teilzeit","2014","4","969","0.123421496747955","0.115265662461349","0.13157733103456"
"Teilzeit","2014","5 Einkommensstärkstes Quintil","998","0.115400098460947","0.107765580297843","0.12303461662405"
"voll erwerbstätig","2014","1 Einkommensschwächstes Quintil","561","0.122952232575392","0.113161035521525","0.132743429629259"
"voll erwerbstätig","2014","2","1534","0.264502540744623","0.252711167977025","0.276293913512221"
"voll erwerbstätig","2014","3","1785","0.319117540178643","0.30616606265303","0.332069017704257"
"voll erwerbstätig","2014","4","2739","0.432492019228438","0.420207656938195","0.44477638151868"
"voll erwerbstätig","2014","5 Einkommensstärkstes Quintil","3607","0.585805807727687","0.574035605121188","0.597576010334186"
"Andere","2015","1 Einkommensschwächstes Quintil","675","0.157883218174828","0.147035025942063","0.168731410407592"
"Andere","2015","2","611","0.127926144036287","0.118490939129936","0.137361348942639"
"Andere","2015","3","506","0.0910602379175946","0.0829843046345692","0.09913617120062"
"Andere","2015","4","479","0.0659530826146298","0.0597963071001895","0.0721098581290702"
"Andere","2015","5 Einkommensstärkstes Quintil","377","0.0495643270339831","0.0445043820860319","0.0546242719819343"
"nicht erwerbstätig","2015","1 Einkommensschwächstes Quintil","2629","0.636058506614892","0.621744291310301","0.650372721919483"
"nicht erwerbstätig","2015","2","2184","0.49158950177349","0.477467261287675","0.505711742259305"
"nicht erwerbstätig","2015","3","1852","0.453149123011573","0.439175281624953","0.467122964398194"
"nicht erwerbstätig","2015","4","2124","0.394938340586044","0.38281238734699","0.407064293825099"
"nicht erwerbstätig","2015","5 Einkommensstärkstes Quintil","1856","0.2554798197985","0.245312268831464","0.265647370765537"
"Teilzeit","2015","1 Einkommensschwächstes Quintil","442","0.0814733231756467","0.0733345896596585","0.0896120566916349"
"Teilzeit","2015","2","688","0.12764833975685","0.11822188409097","0.137074795422729"
"Teilzeit","2015","3","767","0.125404008174663","0.116107491958413","0.134700524390913"
"Teilzeit","2015","4","1001","0.124823227959169","0.116624489746537","0.133021966171802"
"Teilzeit","2015","5 Einkommensstärkstes Quintil","1053","0.122948798345865","0.115293282869469","0.130604313822262"
"voll erwerbstätig","2015","1 Einkommensschwächstes Quintil","594","0.124584952034634","0.114759715267109","0.134410188802158"
"voll erwerbstätig","2015","2","1331","0.252836014433373","0.240558159974864","0.265113868891882"
"voll erwerbstätig","2015","3","1750","0.330386630896169","0.317183282850779","0.343589978941559"
"voll erwerbstätig","2015","4","2639","0.414285348840156","0.402066107156182","0.42650459052413"
"voll erwerbstätig","2015","5 Einkommensstärkstes Quintil","3782","0.572007054821651","0.560472022430676","0.583542087212627"
"Andere","2016","1 Einkommensschwächstes Quintil","669","0.149274249182832","0.140445831898567","0.158102666467098"
"Andere","2016","2","577","0.129949650344978","0.119852401905712","0.140046898784244"
"Andere","2016","3","442","0.0969715623327666","0.088139103440742","0.105804021224791"
"Andere","2016","4","476","0.063722982869861","0.0575685966865222","0.0698773690531998"
"Andere","2016","5 Einkommensstärkstes Quintil","329","0.0428627640156356","0.0380887994467834","0.0476367285844878"
"nicht erwerbstätig","2016","1 Einkommensschwächstes Quintil","4679","0.653047074941475","0.641254649579335","0.664839500303615"
"nicht erwerbstätig","2016","2","1944","0.519104436278449","0.504100816593828","0.534108055963069"
"nicht erwerbstätig","2016","3","1702","0.447923040783487","0.433080432448528","0.462765649118446"
"nicht erwerbstätig","2016","4","2023","0.378197750049484","0.365979187130226","0.390416312968743"
"nicht erwerbstätig","2016","5 Einkommensstärkstes Quintil","1888","0.257184081277461","0.246882245040368","0.267485917514555"
"Teilzeit","2016","1 Einkommensschwächstes Quintil","440","0.0920636120662274","0.0849010675973605","0.0992261565350943"
"Teilzeit","2016","2","599","0.114895693817133","0.105319511753836","0.124471875880431"
"Teilzeit","2016","3","697","0.12820355318816","0.118225029487098","0.138182076889222"
"Teilzeit","2016","4","1004","0.132792547799882","0.124242217991319","0.141342877608445"
"Teilzeit","2016","5 Einkommensstärkstes Quintil","1077","0.126557701963288","0.118721359653349","0.134394044273226"
"voll erwerbstätig","2016","1 Einkommensschwächstes Quintil","471","0.105615063809465","0.0980009250676517","0.113229202551279"
"voll erwerbstätig","2016","2","1140","0.23605021955944","0.223298231392981","0.248802207725899"
"voll erwerbstätig","2016","3","1471","0.326901843695586","0.312900922847417","0.340902764543755"
"voll erwerbstätig","2016","4","2548","0.425286719280773","0.412830075604939","0.437743362956607"
"voll erwerbstätig","2016","5 Einkommensstärkstes Quintil","3621","0.573395452743615","0.561738316798536","0.585052588688695"
"Andere","2017","1 Einkommensschwächstes Quintil","732","0.158015033062137","0.149411059413321","0.166619006710953"
"Andere","2017","2","564","0.132910557565315","0.122846586559795","0.142974528570835"
"Andere","2017","3","490","0.0895011302482505","0.0813155279696403","0.0976867325268607"
"Andere","2017","4","555","0.0768363794035275","0.0704553181738451","0.08321744063321"
"Andere","2017","5 Einkommensstärkstes Quintil","408","0.0473523703858045","0.0428379810736708","0.0518667596979382"
"nicht erwerbstätig","2017","1 Einkommensschwächstes Quintil","5238","0.665537652327988","0.654408614161637","0.676666690494339"
"nicht erwerbstätig","2017","2","2033","0.509685927624166","0.494865996398318","0.524505858850014"
"nicht erwerbstätig","2017","3","1766","0.428880176494009","0.414688677269476","0.443071675718542"
"nicht erwerbstätig","2017","4","2208","0.383771215821446","0.372119837230819","0.395422594412073"
"nicht erwerbstätig","2017","5 Einkommensstärkstes Quintil","2187","0.26237083079013","0.25302024502699","0.27172141655327"
"Teilzeit","2017","1 Einkommensschwächstes Quintil","455","0.0898742237735882","0.0831279185961983","0.0966205289509782"
"Teilzeit","2017","2","615","0.113552592102849","0.104147074486052","0.122958109719646"
"Teilzeit","2017","3","756","0.133031659977515","0.123293524813616","0.142769795141413"
"Teilzeit","2017","4","1161","0.142283718867335","0.133913832618599","0.150653605116071"
"Teilzeit","2017","5 Einkommensstärkstes Quintil","1346","0.119267835682737","0.112379003594616","0.126156667770859"
"voll erwerbstätig","2017","1 Einkommensschwächstes Quintil","479","0.0865730908362872","0.0799398454754502","0.0932063361971243"
"voll erwerbstätig","2017","2","1159","0.24385092270767","0.231121063432808","0.256580781982531"
"voll erwerbstätig","2017","3","1660","0.348587033280226","0.334922950397677","0.362251116162775"
"voll erwerbstätig","2017","4","2768","0.397108685907692","0.385385535646281","0.408831836169103"
"voll erwerbstätig","2017","5 Einkommensstärkstes Quintil","4562","0.571008963141328","0.560489160957115","0.581528765325542"
"Andere","2018","1 Einkommensschwächstes Quintil","707","0.154349817567783","0.145169915632461","0.163529719503106"
"Andere","2018","2","503","0.129830757889094","0.11940544504557","0.140256070732618"
"Andere","2018","3","495","0.102770545527145","0.0937848775783899","0.111756213475899"
"Andere","2018","4","578","0.0775639131689985","0.0711766793396853","0.0839511469983116"
"Andere","2018","5 Einkommensstärkstes Quintil","420","0.045446206490368","0.0410706058974665","0.0498218070832696"
"nicht erwerbstätig","2018","1 Einkommensschwächstes Quintil","4267","0.666350422611864","0.654369611078797","0.67833123414493"
"nicht erwerbstätig","2018","2","2009","0.548924719118987","0.533490688972552","0.564358749265422"
"nicht erwerbstätig","2018","3","1694","0.451999660130175","0.437272339504583","0.466726980755767"
"nicht erwerbstätig","2018","4","2226","0.374178026589694","0.362622776181587","0.385733276997801"
"nicht erwerbstätig","2018","5 Einkommensstärkstes Quintil","2258","0.25620453057258","0.247033696901718","0.265375364243441"
"Teilzeit","2018","1 Einkommensschwächstes Quintil","470","0.0931171040443817","0.0857333037145254","0.100500904374238"
"Teilzeit","2018","2","537","0.128033308898834","0.117669727368212","0.138396890429456"
"Teilzeit","2018","3","746","0.133169743013012","0.123115854022094","0.14322363200393"
"Teilzeit","2018","4","1178","0.141981554900132","0.133647063680306","0.150316046119958"
"Teilzeit","2018","5 Einkommensstärkstes Quintil","1431","0.130456880416118","0.123381208198254","0.137532552633982"
"voll erwerbstätig","2018","1 Einkommensschwächstes Quintil","506","0.086182655775971","0.079052003757955","0.0933133077939871"
"voll erwerbstätig","2018","2","944","0.193211214093084","0.180965206420536","0.205457221765633"
"voll erwerbstätig","2018","3","1452","0.312060051329668","0.298349382957203","0.325770719702134"
"voll erwerbstätig","2018","4","2755","0.406276505341176","0.394548671914895","0.418004338767457"
"voll erwerbstätig","2018","5 Einkommensstärkstes Quintil","4595","0.567892382520935","0.557485572351193","0.578299192690676"
"Andere","2019","1 Einkommensschwächstes Quintil","633","0.141223752688233","0.131462904746195","0.150984600630272"
"Andere","2019","2","452","0.119258122507867","0.108759881615182","0.129756363400551"
"Andere","2019","3","381","0.0854256425721177","0.0766633269371056","0.0941879582071298"
"Andere","2019","4","577","0.0735231843710849","0.0671773655308285","0.0798690032113413"
"Andere","2019","5 Einkommensstärkstes Quintil","523","0.048328066150121","0.0442649526232256","0.0523911796770165"
"nicht erwerbstätig","2019","1 Einkommensschwächstes Quintil","3431","0.662220619890392","0.648964647881398","0.675476591899386"
"nicht erwerbstätig","2019","2","1822","0.553116599066322","0.537011860310872","0.569221337821773"
"nicht erwerbstätig","2019","3","1550","0.456966694837924","0.441350660213372","0.472582729462476"
"nicht erwerbstätig","2019","4","2151","0.388017777586537","0.376169548228601","0.399866006944473"
"nicht erwerbstätig","2019","5 Einkommensstärkstes Quintil","2492","0.252112362297401","0.243885563690182","0.260339160904621"
"Teilzeit","2019","1 Einkommensschwächstes Quintil","401","0.107013505444366","0.0983491671237272","0.115677843765005"
"Teilzeit","2019","2","511","0.127889597644744","0.117071483227044","0.138707712062444"
"Teilzeit","2019","3","668","0.156193663554999","0.144812979870038","0.167574347239959"
"Teilzeit","2019","4","1113","0.142183657814897","0.133692239489486","0.150675076140308"
"Teilzeit","2019","5 Einkommensstärkstes Quintil","1753","0.140356235636654","0.133775253192055","0.146937218081253"
"voll erwerbstätig","2019","1 Einkommensschwächstes Quintil","425","0.0895421219770081","0.0815394082502039","0.0975448357038122"
"voll erwerbstätig","2019","2","876","0.199735680781067","0.186784994576294","0.21268636698584"
"voll erwerbstätig","2019","3","1310","0.30141399903496","0.287029097131957","0.315798900937962"
"voll erwerbstätig","2019","4","2657","0.396275380227481","0.384382796257649","0.408167964197313"
"voll erwerbstätig","2019","5 Einkommensstärkstes Quintil","5934","0.559203335915824","0.549797018194024","0.568609653637624"
"Andere","2020","1 Einkommensschwächstes Quintil","552","0.129970299473051","0.120173597076294","0.139767001869808"
"Andere","2020","2","520","0.136336818930746","0.125725339019458","0.146948298842034"
"Andere","2020","3","326","0.0802212298340627","0.0714887385888753","0.0889537210792501"
"Andere","2020","4","548","0.0746886383404697","0.0684190535358297","0.0809582231451097"
"Andere","2020","5 Einkommensstärkstes Quintil","549","0.0489070245575214","0.0448740507489851","0.0529399983660577"
"nicht erwerbstätig","2020","1 Einkommensschwächstes Quintil","3135","0.680762956597557","0.667181529271169","0.694344383923946"
"nicht erwerbstätig","2020","2","1998","0.546678526374553","0.531284000120158","0.562073052628948"
"nicht erwerbstätig","2020","3","1492","0.501065434603292","0.484991550640837","0.517139318565746"
"nicht erwerbstätig","2020","4","2228","0.397789246008927","0.386116626335272","0.409461865682582"
"nicht erwerbstätig","2020","5 Einkommensstärkstes Quintil","2624","0.256301095479746","0.248137112403108","0.264465078556384"
"Teilzeit","2020","1 Einkommensschwächstes Quintil","356","0.102238862442103","0.0934125515358474","0.111065173348358"
"Teilzeit","2020","2","540","0.136669433936471","0.126047063768471","0.147291804104472"
"Teilzeit","2020","3","541","0.133151992217257","0.122230119209483","0.14407386522503"
"Teilzeit","2020","4","1132","0.14946742389306","0.140964147149772","0.157970700636348"
"Teilzeit","2020","5 Einkommensstärkstes Quintil","1783","0.14283394959578","0.136290955970261","0.1493769432213"
"voll erwerbstätig","2020","1 Einkommensschwächstes Quintil","483","0.0870278814872889","0.078815884537403","0.0952398784371747"
"voll erwerbstätig","2020","2","959","0.180315220758229","0.168426454065234","0.192203987451224"
"voll erwerbstätig","2020","3","1358","0.285561343345389","0.271040762430555","0.300081924260223"
"voll erwerbstätig","2020","4","2846","0.378054691757543","0.366490348424402","0.389619035090685"
"voll erwerbstätig","2020","5 Einkommensstärkstes Quintil","6030","0.551957930366953","0.542658835467897","0.561257025266009"
