"erwst","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1993","indirekter Migrationshintergrund","Westdeutschland","16","","",""
"Teilzeit","1993","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","Westdeutschland","2605","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","Ostdeutschland","1465","","",""
"nicht erwerbstätig","1993","direkter Migrationshintergrund","Westdeutschland","874","0.404940406147255","0.38505976283701","0.4248210494575"
"nicht erwerbstätig","1993","direkter Migrationshintergrund","Ostdeutschland","87","0.699827969845186","0.622513289270832","0.77714265041954"
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","Westdeutschland","179","","",""
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","Ostdeutschland","5","0.334862090815452","0.0783160849232696","0.591408096707635"
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1993","kein Migrationshintergrund","Westdeutschland","341","0.0484964187853876","0.0432641716014863","0.0537286659692888"
"Andere","1993","kein Migrationshintergrund","Ostdeutschland","187","","",""
"Andere","1993","direkter Migrationshintergrund","Westdeutschland","63","0.0285320148821499","0.0217892950741841","0.0352747346901157"
"Andere","1993","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Andere","1993","indirekter Migrationshintergrund","Westdeutschland","108","","",""
"Andere","1993","indirekter Migrationshintergrund","Ostdeutschland","6","0.457693140232646","0.186869753019415","0.728516527445876"
"Andere","1993","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1993","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1994","kein Migrationshintergrund","Westdeutschland","2871","","",""
"voll erwerbstätig","1994","kein Migrationshintergrund","Ostdeutschland","1795","","",""
"voll erwerbstätig","1994","direkter Migrationshintergrund","Westdeutschland","1105","","",""
"voll erwerbstätig","1994","direkter Migrationshintergrund","Ostdeutschland","43","0.273983872429996","0.200884153656868","0.347083591203124"
"voll erwerbstätig","1994","indirekter Migrationshintergrund","Westdeutschland","166","","",""
"voll erwerbstätig","1994","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"voll erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1994","kein Migrationshintergrund","Westdeutschland","556","0.0809729945816479","0.074293325215503","0.0876526639477928"
"Teilzeit","1994","kein Migrationshintergrund","Ostdeutschland","170","","",""
"Teilzeit","1994","direkter Migrationshintergrund","Westdeutschland","134","","",""
"Teilzeit","1994","direkter Migrationshintergrund","Ostdeutschland","5","0.0248176823189524","-0.000680169434039733","0.0503155340719446"
"Teilzeit","1994","indirekter Migrationshintergrund","Westdeutschland","18","","",""
"Teilzeit","1994","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","Westdeutschland","2658","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","Ostdeutschland","1459","","",""
"nicht erwerbstätig","1994","direkter Migrationshintergrund","Westdeutschland","908","0.447463207040076","0.426756049265802","0.468170364814351"
"nicht erwerbstätig","1994","direkter Migrationshintergrund","Ostdeutschland","92","0.687840920783595","0.611893669140517","0.763788172426674"
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","Westdeutschland","194","","",""
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","Ostdeutschland","6","0.321105593486859","0.0848252942809168","0.557385892692801"
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1994","kein Migrationshintergrund","Westdeutschland","322","0.0461776014737544","0.0410387013980427","0.051316501549466"
"Andere","1994","kein Migrationshintergrund","Ostdeutschland","193","","",""
"Andere","1994","direkter Migrationshintergrund","Westdeutschland","68","0.0360523211527382","0.0282888745145837","0.0438157677908928"
"Andere","1994","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","1994","indirekter Migrationshintergrund","Westdeutschland","98","0.199907104782983","0.163979444437792","0.235834765128175"
"Andere","1994","indirekter Migrationshintergrund","Ostdeutschland","6","0.417495515748487","0.167933775398623","0.667057256098351"
"Andere","1994","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1994","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1995","kein Migrationshintergrund","Westdeutschland","2925","","",""
"voll erwerbstätig","1995","kein Migrationshintergrund","Ostdeutschland","1757","","",""
"voll erwerbstätig","1995","direkter Migrationshintergrund","Westdeutschland","1228","","",""
"voll erwerbstätig","1995","direkter Migrationshintergrund","Ostdeutschland","43","0.294536986610485","0.219825545004435","0.369248428216535"
"voll erwerbstätig","1995","indirekter Migrationshintergrund","Westdeutschland","175","","",""
"voll erwerbstätig","1995","indirekter Migrationshintergrund","Ostdeutschland","4","0.311762290050452","0.0773483226014164","0.546176257499488"
"voll erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1995","kein Migrationshintergrund","Westdeutschland","580","0.0828104766395047","0.0760909791034235","0.0895299741755858"
"Teilzeit","1995","kein Migrationshintergrund","Ostdeutschland","202","","",""
"Teilzeit","1995","direkter Migrationshintergrund","Westdeutschland","161","","",""
"Teilzeit","1995","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Teilzeit","1995","indirekter Migrationshintergrund","Westdeutschland","22","","",""
"Teilzeit","1995","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","Westdeutschland","2606","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","Ostdeutschland","1388","","",""
"nicht erwerbstätig","1995","direkter Migrationshintergrund","Westdeutschland","1149","","",""
"nicht erwerbstätig","1995","direkter Migrationshintergrund","Ostdeutschland","88","0.653760874321582","0.57578188422089","0.731739864422274"
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","Westdeutschland","195","","",""
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","Ostdeutschland","4","0.257228997250365","0.0360265668824896","0.47843142761824"
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1995","kein Migrationshintergrund","Westdeutschland","351","0.0489993486060684","0.0437361449547625","0.0542625522573743"
"Andere","1995","kein Migrationshintergrund","Ostdeutschland","188","","",""
"Andere","1995","direkter Migrationshintergrund","Westdeutschland","100","","",""
"Andere","1995","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Andere","1995","indirekter Migrationshintergrund","Westdeutschland","98","0.201460371961171","0.165946902428669","0.236973841493674"
"Andere","1995","indirekter Migrationshintergrund","Ostdeutschland","6","0.408239697637574","0.159506935808406","0.656972459466743"
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1996","kein Migrationshintergrund","Westdeutschland","2869","","",""
"voll erwerbstätig","1996","kein Migrationshintergrund","Ostdeutschland","1687","","",""
"voll erwerbstätig","1996","direkter Migrationshintergrund","Westdeutschland","1100","","",""
"voll erwerbstätig","1996","direkter Migrationshintergrund","Ostdeutschland","40","0.257807332351706","0.185348716193477","0.330265948509935"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","Westdeutschland","193","","",""
"voll erwerbstätig","1996","indirekter Migrationshintergrund","Ostdeutschland","6","0.347151455817594","0.133090723931715","0.561212187703474"
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1996","kein Migrationshintergrund","Westdeutschland","631","0.0919866513498117","0.0848944621782598","0.0990788405213637"
"Teilzeit","1996","kein Migrationshintergrund","Ostdeutschland","206","","",""
"Teilzeit","1996","direkter Migrationshintergrund","Westdeutschland","187","","",""
"Teilzeit","1996","direkter Migrationshintergrund","Ostdeutschland","7","0.0384011408101157","0.0065699338629694","0.070232347757262"
"Teilzeit","1996","indirekter Migrationshintergrund","Westdeutschland","23","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","Westdeutschland","2550","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","Ostdeutschland","1444","","",""
"nicht erwerbstätig","1996","direkter Migrationshintergrund","Westdeutschland","1081","","",""
"nicht erwerbstätig","1996","direkter Migrationshintergrund","Ostdeutschland","90","0.694261686798045","0.617944807115832","0.770578566480259"
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","Westdeutschland","220","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","Ostdeutschland","8","0.386226541005217","0.167301015850165","0.605152066160269"
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1996","kein Migrationshintergrund","Westdeutschland","329","0.0457783489818912","0.0406494223584505","0.0509072756053319"
"Andere","1996","kein Migrationshintergrund","Ostdeutschland","188","","",""
"Andere","1996","direkter Migrationshintergrund","Westdeutschland","90","0.0441601750967838","0.036038135437448","0.0522822147561196"
"Andere","1996","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","1996","indirekter Migrationshintergrund","Westdeutschland","90","0.181283129549475","0.148360024806194","0.214206234292755"
"Andere","1996","indirekter Migrationshintergrund","Ostdeutschland","5","0.266622003177188","0.0677914036600838","0.465452602694293"
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1997","kein Migrationshintergrund","Westdeutschland","2795","","",""
"voll erwerbstätig","1997","kein Migrationshintergrund","Ostdeutschland","1645","","",""
"voll erwerbstätig","1997","direkter Migrationshintergrund","Westdeutschland","1041","","",""
"voll erwerbstätig","1997","direkter Migrationshintergrund","Ostdeutschland","37","0.255819949144455","0.180816259019192","0.330823639269718"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","Westdeutschland","199","","",""
"voll erwerbstätig","1997","indirekter Migrationshintergrund","Ostdeutschland","6","0.300002283011357","0.104005458405958","0.495999107616756"
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1997","kein Migrationshintergrund","Westdeutschland","603","0.0882644079012726","0.0812627906116343","0.0952660251909109"
"Teilzeit","1997","kein Migrationshintergrund","Ostdeutschland","190","","",""
"Teilzeit","1997","direkter Migrationshintergrund","Westdeutschland","156","","",""
"Teilzeit","1997","direkter Migrationshintergrund","Ostdeutschland","4","0.0268819607295677","-0.000920910466878099","0.0546848319260135"
"Teilzeit","1997","indirekter Migrationshintergrund","Westdeutschland","38","0.100207687723392","0.075043895679195","0.125371479767588"
"Teilzeit","1997","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","Westdeutschland","2590","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","Ostdeutschland","1466","","",""
"nicht erwerbstätig","1997","direkter Migrationshintergrund","Westdeutschland","1067","","",""
"nicht erwerbstätig","1997","direkter Migrationshintergrund","Ostdeutschland","86","0.706890447811698","0.628643490735805","0.78513740488759"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","Westdeutschland","211","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1997","kein Migrationshintergrund","Westdeutschland","318","0.0417156101139947","0.03678083217498","0.0466503880530093"
"Andere","1997","kein Migrationshintergrund","Ostdeutschland","182","","",""
"Andere","1997","direkter Migrationshintergrund","Westdeutschland","77","0.0381345325028315","0.0303762826101481","0.0458927823955149"
"Andere","1997","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","1997","indirekter Migrationshintergrund","Westdeutschland","99","0.188278867901458","0.155517755242327","0.221039980560588"
"Andere","1997","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1998","kein Migrationshintergrund","Westdeutschland","3268","0.399147037410965","0.388077776935951","0.410216297885978"
"voll erwerbstätig","1998","kein Migrationshintergrund","Ostdeutschland","1703","","",""
"voll erwerbstätig","1998","direkter Migrationshintergrund","Westdeutschland","1002","","",""
"voll erwerbstätig","1998","direkter Migrationshintergrund","Ostdeutschland","30","0.231657068649584","0.15553555495842","0.307778582340749"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","Westdeutschland","215","","",""
"voll erwerbstätig","1998","indirekter Migrationshintergrund","Ostdeutschland","5","0.208593025691283","0.0493252498862687","0.367860801496297"
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1998","kein Migrationshintergrund","Westdeutschland","719","0.0909459379978431","0.0844468179697093","0.0974450580259769"
"Teilzeit","1998","kein Migrationshintergrund","Ostdeutschland","199","","",""
"Teilzeit","1998","direkter Migrationshintergrund","Westdeutschland","157","","",""
"Teilzeit","1998","direkter Migrationshintergrund","Ostdeutschland","4","0.0250735483393913","-0.00313631053435362","0.0532834072131362"
"Teilzeit","1998","indirekter Migrationshintergrund","Westdeutschland","31","0.0603486261390319","0.040850725612252","0.0798465266658119"
"Teilzeit","1998","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","Westdeutschland","3137","0.465371619861333","0.454097205281309","0.476646034441356"
"nicht erwerbstätig","1998","kein Migrationshintergrund","Ostdeutschland","1607","","",""
"nicht erwerbstätig","1998","direkter Migrationshintergrund","Westdeutschland","1040","","",""
"nicht erwerbstätig","1998","direkter Migrationshintergrund","Ostdeutschland","82","0.735622370674018","0.656052820427901","0.815191920920135"
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","Westdeutschland","230","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1998","kein Migrationshintergrund","Westdeutschland","395","0.0445354047298599","0.0398728059059925","0.0491980035537272"
"Andere","1998","kein Migrationshintergrund","Ostdeutschland","213","","",""
"Andere","1998","direkter Migrationshintergrund","Westdeutschland","82","0.0389212349521384","0.0309842008718652","0.0468582690324117"
"Andere","1998","direkter Migrationshintergrund","Ostdeutschland","2","","",""
"Andere","1998","indirekter Migrationshintergrund","Westdeutschland","97","0.16226945101634","0.132080964537348","0.192457937495332"
"Andere","1998","indirekter Migrationshintergrund","Ostdeutschland","7","0.264226816494134","0.0913891037568562","0.437064529231412"
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","1999","kein Migrationshintergrund","Westdeutschland","3181","0.404669666209742","0.393341762117366","0.415997570302118"
"voll erwerbstätig","1999","kein Migrationshintergrund","Ostdeutschland","1685","","",""
"voll erwerbstätig","1999","direkter Migrationshintergrund","Westdeutschland","908","0.418562843499199","0.397438277043949","0.439687409954448"
"voll erwerbstätig","1999","direkter Migrationshintergrund","Ostdeutschland","29","","",""
"voll erwerbstätig","1999","indirekter Migrationshintergrund","Westdeutschland","238","","",""
"voll erwerbstätig","1999","indirekter Migrationshintergrund","Ostdeutschland","2","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","1999","kein Migrationshintergrund","Westdeutschland","706","0.0879392262114366","0.0814030546827085","0.0944753977401647"
"Teilzeit","1999","kein Migrationshintergrund","Ostdeutschland","226","","",""
"Teilzeit","1999","direkter Migrationshintergrund","Westdeutschland","150","","",""
"Teilzeit","1999","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","Westdeutschland","31","0.0605109075179157","0.0411732274051039","0.0798485876307274"
"Teilzeit","1999","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","Westdeutschland","2843","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","Ostdeutschland","1528","","",""
"nicht erwerbstätig","1999","direkter Migrationshintergrund","Westdeutschland","943","0.451636733473841","0.430326663116103","0.472946803831578"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","Ostdeutschland","74","0.69964819185676","0.613590473893682","0.785705909819838"
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","Westdeutschland","217","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","1999","kein Migrationshintergrund","Westdeutschland","482","0.0604578999649615","0.0549573655856928","0.0659584343442302"
"Andere","1999","kein Migrationshintergrund","Ostdeutschland","214","","",""
"Andere","1999","direkter Migrationshintergrund","Westdeutschland","94","0.0527299523002596","0.0431597378575484","0.0623001667429707"
"Andere","1999","direkter Migrationshintergrund","Ostdeutschland","3","","",""
"Andere","1999","indirekter Migrationshintergrund","Westdeutschland","98","0.17749973329157","0.14651066324898","0.208488803334159"
"Andere","1999","indirekter Migrationshintergrund","Ostdeutschland","8","0.346925310486208","0.14334402009988","0.550506600872536"
"Andere","1999","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","1999","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2000","kein Migrationshintergrund","Westdeutschland","5940","0.405335186663794","0.397290071699079","0.413380301628508"
"voll erwerbstätig","2000","kein Migrationshintergrund","Ostdeutschland","2452","","",""
"voll erwerbstätig","2000","direkter Migrationshintergrund","Westdeutschland","1321","","",""
"voll erwerbstätig","2000","direkter Migrationshintergrund","Ostdeutschland","36","0.219535374648871","0.153071780414522","0.285998968883221"
"voll erwerbstätig","2000","indirekter Migrationshintergrund","Westdeutschland","309","0.372945576079985","0.339372256973459","0.406518895186511"
"voll erwerbstätig","2000","indirekter Migrationshintergrund","Ostdeutschland","4","0.136981788986043","0.0022036412209106","0.271759936751176"
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2000","kein Migrationshintergrund","Westdeutschland","1532","","",""
"Teilzeit","2000","kein Migrationshintergrund","Ostdeutschland","363","0.0600597617902559","0.0538786183607579","0.066240905219754"
"Teilzeit","2000","direkter Migrationshintergrund","Westdeutschland","281","","",""
"Teilzeit","2000","direkter Migrationshintergrund","Ostdeutschland","5","0.0221504452013515","-0.00148056065180454","0.0457814510545076"
"Teilzeit","2000","indirekter Migrationshintergrund","Westdeutschland","51","0.0750710099234716","0.0567769854636033","0.0933650343833399"
"Teilzeit","2000","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","Westdeutschland","5962","0.440401944439448","0.432267054286575","0.448536834592321"
"nicht erwerbstätig","2000","kein Migrationshintergrund","Ostdeutschland","2527","","",""
"nicht erwerbstätig","2000","direkter Migrationshintergrund","Westdeutschland","1401","","",""
"nicht erwerbstätig","2000","direkter Migrationshintergrund","Ostdeutschland","103","","",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Westdeutschland","318","0.404955747120858","0.370875922886293","0.439035571355423"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2000","kein Migrationshintergrund","Westdeutschland","872","0.0564676991864378","0.0526852995502929","0.0602500988225828"
"Andere","2000","kein Migrationshintergrund","Ostdeutschland","334","0.0544344874190099","0.0485323437278214","0.0603366311101983"
"Andere","2000","direkter Migrationshintergrund","Westdeutschland","153","","",""
"Andere","2000","direkter Migrationshintergrund","Ostdeutschland","5","0.03706281343292","0.00672927124663086","0.0673963556192091"
"Andere","2000","indirekter Migrationshintergrund","Westdeutschland","119","","",""
"Andere","2000","indirekter Migrationshintergrund","Ostdeutschland","8","0.372547120167407","0.183025286144307","0.562068954190507"
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2001","kein Migrationshintergrund","Westdeutschland","5313","0.401590529556304","0.393147386124118","0.41003367298849"
"voll erwerbstätig","2001","kein Migrationshintergrund","Ostdeutschland","2245","","",""
"voll erwerbstätig","2001","direkter Migrationshintergrund","Westdeutschland","1179","","",""
"voll erwerbstätig","2001","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"voll erwerbstätig","2001","indirekter Migrationshintergrund","Westdeutschland","296","","",""
"voll erwerbstätig","2001","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2001","kein Migrationshintergrund","Westdeutschland","1408","","",""
"Teilzeit","2001","kein Migrationshintergrund","Ostdeutschland","351","0.0623079614092564","0.0557937298388099","0.0688221929797029"
"Teilzeit","2001","direkter Migrationshintergrund","Westdeutschland","253","","",""
"Teilzeit","2001","direkter Migrationshintergrund","Ostdeutschland","6","0.037410323910466","0.00373711461765843","0.0710835332032736"
"Teilzeit","2001","indirekter Migrationshintergrund","Westdeutschland","38","0.0539185924273982","0.0376676083280283","0.070169576526768"
"Teilzeit","2001","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","Westdeutschland","5372","0.439307535116131","0.430759626060827","0.447855444171436"
"nicht erwerbstätig","2001","kein Migrationshintergrund","Ostdeutschland","2369","","",""
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Westdeutschland","1213","","",""
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Ostdeutschland","86","0.719372441329052","0.639644558259944","0.799100324398161"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Westdeutschland","294","","",""
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Andere","2001","kein Migrationshintergrund","Westdeutschland","857","0.0601681267803179","0.0560724890335985","0.0642637645270373"
"Andere","2001","kein Migrationshintergrund","Ostdeutschland","324","0.0548323877339658","0.0486971089411309","0.0609676665268008"
"Andere","2001","direkter Migrationshintergrund","Westdeutschland","149","","",""
"Andere","2001","direkter Migrationshintergrund","Ostdeutschland","7","0.0754436624522203","0.02857891864036","0.12230840626408"
"Andere","2001","indirekter Migrationshintergrund","Westdeutschland","114","","",""
"Andere","2001","indirekter Migrationshintergrund","Ostdeutschland","7","0.322814783985067","0.135758237375594","0.50987133059454"
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"voll erwerbstätig","2002","kein Migrationshintergrund","Westdeutschland","5913","0.388340213578774","0.380314463730771","0.396365963426777"
"voll erwerbstätig","2002","kein Migrationshintergrund","Ostdeutschland","2216","","",""
"voll erwerbstätig","2002","direkter Migrationshintergrund","Westdeutschland","1102","","",""
"voll erwerbstätig","2002","direkter Migrationshintergrund","Ostdeutschland","22","","",""
"voll erwerbstätig","2002","indirekter Migrationshintergrund","Westdeutschland","291","","",""
"voll erwerbstätig","2002","indirekter Migrationshintergrund","Ostdeutschland","8","0.42226870382299","0.220412748095938","0.624124659550041"
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Teilzeit","2002","kein Migrationshintergrund","Westdeutschland","1641","","",""
"Teilzeit","2002","kein Migrationshintergrund","Ostdeutschland","347","0.0623035845249449","0.0557907978220722","0.0688163712278177"
"Teilzeit","2002","direkter Migrationshintergrund","Westdeutschland","235","","",""
