"erwst","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1992","Hauptschule","weiblich","456","0.13003192408394","0.118684746413695","0.141379101754185"
"Teilzeit","1992","Realschule","maennlich","8","0.0045040424253977","0.000990202493278474","0.00801788235751693"
"Teilzeit","1992","Realschule","weiblich","242","","",""
"Teilzeit","1992","(Fach-)Abitur","maennlich","23","","",""
"Teilzeit","1992","(Fach-)Abitur","weiblich","40","0.108060388207311","0.0774054131086534","0.138715363305969"
"Teilzeit","1992","AkademikerIn","maennlich","24","","",""
"Teilzeit","1992","AkademikerIn","weiblich","84","0.142758151874589","0.117621133435718","0.16789517031346"
"nicht erwerbstätig","1992","(noch) kein Abschluss","maennlich","168","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","weiblich","340","0.747146847425744","0.708895703872721","0.785397990978766"
"nicht erwerbstätig","1992","Hauptschule","maennlich","923","0.354915075168012","0.338242582951949","0.371587567384075"
"nicht erwerbstätig","1992","Hauptschule","weiblich","1972","","",""
"nicht erwerbstätig","1992","Realschule","maennlich","273","","",""
"nicht erwerbstätig","1992","Realschule","weiblich","660","0.448163424190234","0.424585774780868","0.471741073599599"
"nicht erwerbstätig","1992","(Fach-)Abitur","maennlich","191","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","weiblich","180","","",""
"nicht erwerbstätig","1992","AkademikerIn","maennlich","191","","",""
"nicht erwerbstätig","1992","AkademikerIn","weiblich","208","","",""
"Andere","1992","(noch) kein Abschluss","maennlich","16","","",""
"Andere","1992","(noch) kein Abschluss","weiblich","13","","",""
"Andere","1992","Hauptschule","maennlich","123","","",""
"Andere","1992","Hauptschule","weiblich","116","","",""
"Andere","1992","Realschule","maennlich","107","","",""
"Andere","1992","Realschule","weiblich","144","","",""
"Andere","1992","(Fach-)Abitur","maennlich","51","0.1063898763213","0.079444249511108","0.133335503131491"
"Andere","1992","(Fach-)Abitur","weiblich","40","0.0983918305691656","0.068982277849072","0.127801383289259"
"Andere","1992","AkademikerIn","maennlich","12","","",""
"Andere","1992","AkademikerIn","weiblich","15","","",""
"voll erwerbstätig","1993","(noch) kein Abschluss","maennlich","182","","",""
"voll erwerbstätig","1993","(noch) kein Abschluss","weiblich","95","0.161108295434436","0.128288454398506","0.193928136470367"
"voll erwerbstätig","1993","Hauptschule","maennlich","1992","","",""
"voll erwerbstätig","1993","Hauptschule","weiblich","754","0.185917944786813","0.17258164416849","0.199254245405136"
"voll erwerbstätig","1993","Realschule","maennlich","994","0.682577388272911","0.658151190665804","0.707003585880018"
"voll erwerbstätig","1993","Realschule","weiblich","675","0.360872175682039","0.338049503320804","0.383694848043274"
"voll erwerbstätig","1993","(Fach-)Abitur","maennlich","228","","",""
"voll erwerbstätig","1993","(Fach-)Abitur","weiblich","133","","",""
"voll erwerbstätig","1993","AkademikerIn","maennlich","675","0.71546432216065","0.686133211703138","0.744795432618162"
"voll erwerbstätig","1993","AkademikerIn","weiblich","418","0.487043338998264","0.450710023794313","0.523376654202216"
"Teilzeit","1993","(noch) kein Abschluss","maennlich","2","","",""
"Teilzeit","1993","(noch) kein Abschluss","weiblich","41","0.0579391709515724","0.0370822505693735","0.0787960913337713"
"Teilzeit","1993","Hauptschule","maennlich","15","","",""
"Teilzeit","1993","Hauptschule","weiblich","421","0.125150164174272","0.113807290381871","0.136493037966674"
"Teilzeit","1993","Realschule","maennlich","7","0.00506873283983972","0.00134218048088186","0.00879528519879758"
"Teilzeit","1993","Realschule","weiblich","235","","",""
"Teilzeit","1993","(Fach-)Abitur","maennlich","17","","",""
"Teilzeit","1993","(Fach-)Abitur","weiblich","47","0.12611485124603","0.0941748934428498","0.15805480904921"
"Teilzeit","1993","AkademikerIn","maennlich","18","","",""
"Teilzeit","1993","AkademikerIn","weiblich","99","0.155735012325884","0.129376954529998","0.18209307012177"
"nicht erwerbstätig","1993","(noch) kein Abschluss","maennlich","168","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","weiblich","336","0.756447349787698","0.718128686157","0.794766013418397"
"nicht erwerbstätig","1993","Hauptschule","maennlich","963","0.37041600944744","0.353355755338092","0.387476263556788"
"nicht erwerbstätig","1993","Hauptschule","weiblich","1950","","",""
"nicht erwerbstätig","1993","Realschule","maennlich","288","","",""
"nicht erwerbstätig","1993","Realschule","weiblich","641","0.430201103009445","0.406672697526362","0.453729508492527"
"nicht erwerbstätig","1993","(Fach-)Abitur","maennlich","197","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","weiblich","182","","",""
"nicht erwerbstätig","1993","AkademikerIn","maennlich","202","","",""
"nicht erwerbstätig","1993","AkademikerIn","weiblich","197","","",""
"Andere","1993","(noch) kein Abschluss","maennlich","16","","",""
"Andere","1993","(noch) kein Abschluss","weiblich","10","","",""
"Andere","1993","Hauptschule","maennlich","108","","",""
"Andere","1993","Hauptschule","weiblich","144","","",""
"Andere","1993","Realschule","maennlich","106","","",""
"Andere","1993","Realschule","weiblich","150","","",""
"Andere","1993","(Fach-)Abitur","maennlich","53","0.110819678915041","0.0831662584805701","0.138473099349511"
"Andere","1993","(Fach-)Abitur","weiblich","53","0.107408633840342","0.077618669739105","0.137198597941579"
"Andere","1993","AkademikerIn","maennlich","14","","",""
"Andere","1993","AkademikerIn","weiblich","13","","",""
"voll erwerbstätig","1994","(noch) kein Abschluss","maennlich","161","","",""
"voll erwerbstätig","1994","(noch) kein Abschluss","weiblich","84","0.139178571333588","0.108373661387517","0.16998348127966"
"voll erwerbstätig","1994","Hauptschule","maennlich","1827","","",""
"voll erwerbstätig","1994","Hauptschule","weiblich","675","0.176858052096446","0.16354225918531","0.190173845007583"
"voll erwerbstätig","1994","Realschule","maennlich","1003","","",""
"voll erwerbstätig","1994","Realschule","weiblich","640","0.333156832337111","0.310664900187625","0.355648764486597"
"voll erwerbstätig","1994","(Fach-)Abitur","maennlich","225","","",""
"voll erwerbstätig","1994","(Fach-)Abitur","weiblich","137","","",""
"voll erwerbstätig","1994","AkademikerIn","maennlich","680","0.712336277931633","0.682973456679055","0.741699099184212"
"voll erwerbstätig","1994","AkademikerIn","weiblich","417","0.483905204949188","0.447899019212706","0.519911390685669"
"Teilzeit","1994","(noch) kein Abschluss","maennlich","2","","",""
"Teilzeit","1994","(noch) kein Abschluss","weiblich","37","0.0596942074830183","0.0386090002955248","0.0807794146705117"
"Teilzeit","1994","Hauptschule","maennlich","18","","",""
"Teilzeit","1994","Hauptschule","weiblich","385","0.116254008471979","0.105067747599361","0.127440269344598"
"Teilzeit","1994","Realschule","maennlich","8","0.00778614224043743","0.00311650827493766","0.0124557762059372"
"Teilzeit","1994","Realschule","weiblich","235","","",""
"Teilzeit","1994","(Fach-)Abitur","maennlich","13","","",""
"Teilzeit","1994","(Fach-)Abitur","weiblich","45","0.113921449070522","0.0836799005903699","0.144162997550673"
"Teilzeit","1994","AkademikerIn","maennlich","17","","",""
"Teilzeit","1994","AkademikerIn","weiblich","105","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","maennlich","190","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","weiblich","346","0.760300622136693","0.722307643094646","0.79829360117874"
"nicht erwerbstätig","1994","Hauptschule","maennlich","1006","","",""
"nicht erwerbstätig","1994","Hauptschule","weiblich","1969","","",""
"nicht erwerbstätig","1994","Realschule","maennlich","267","","",""
"nicht erwerbstätig","1994","Realschule","weiblich","658","0.448111042885965","0.424380415232033","0.471841670539897"
"nicht erwerbstätig","1994","(Fach-)Abitur","maennlich","203","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","weiblich","178","","",""
"nicht erwerbstätig","1994","AkademikerIn","maennlich","202","","",""
"nicht erwerbstätig","1994","AkademikerIn","weiblich","195","","",""
"Andere","1994","(noch) kein Abschluss","maennlich","10","","",""
"Andere","1994","(noch) kein Abschluss","weiblich","18","","",""
"Andere","1994","Hauptschule","maennlich","98","0.0296353245731871","0.0235148790324555","0.0357557701139186"
"Andere","1994","Hauptschule","weiblich","125","","",""
"Andere","1994","Realschule","maennlich","83","0.0555365810474062","0.0433690862503964","0.067704075844416"
"Andere","1994","Realschule","weiblich","154","","",""
"Andere","1994","(Fach-)Abitur","maennlich","56","0.111626547967471","0.0839411079887444","0.139311987946197"
"Andere","1994","(Fach-)Abitur","weiblich","64","0.121586085235038","0.0904791873284571","0.152692983141619"
"Andere","1994","AkademikerIn","maennlich","14","","",""
"Andere","1994","AkademikerIn","weiblich","23","","",""
"voll erwerbstätig","1995","(noch) kein Abschluss","maennlich","150","","",""
"voll erwerbstätig","1995","(noch) kein Abschluss","weiblich","75","0.120094947684044","0.0912534071229892","0.148936488245099"
"voll erwerbstätig","1995","Hauptschule","maennlich","1833","","",""
"voll erwerbstätig","1995","Hauptschule","weiblich","659","0.169172844323076","0.156057699207478","0.182287989438674"
"voll erwerbstätig","1995","Realschule","maennlich","1019","","",""
"voll erwerbstätig","1995","Realschule","weiblich","677","0.335101449542532","0.312954382431304","0.35724851665376"
"voll erwerbstätig","1995","(Fach-)Abitur","maennlich","277","","",""
"voll erwerbstätig","1995","(Fach-)Abitur","weiblich","142","","",""
"voll erwerbstätig","1995","AkademikerIn","maennlich","721","0.716698039362213","0.688119547702385","0.745276531022041"
"voll erwerbstätig","1995","AkademikerIn","weiblich","427","0.452878232248202","0.418341649346674","0.487414815149729"
"Teilzeit","1995","(noch) kein Abschluss","maennlich","","","",""
"Teilzeit","1995","(noch) kein Abschluss","weiblich","36","0.0541839296992392","0.034098701331897","0.0742691580665813"
"Teilzeit","1995","Hauptschule","maennlich","28","","",""
"Teilzeit","1995","Hauptschule","weiblich","386","0.114583893483334","0.103441257837024","0.125726529129644"
"Teilzeit","1995","Realschule","maennlich","11","","",""
"Teilzeit","1995","Realschule","weiblich","262","","",""
"Teilzeit","1995","(Fach-)Abitur","maennlich","13","","",""
"Teilzeit","1995","(Fach-)Abitur","weiblich","62","0.131654821752881","0.102165350533835","0.161144292971926"
"Teilzeit","1995","AkademikerIn","maennlich","22","","",""
"Teilzeit","1995","AkademikerIn","weiblich","137","","",""
"nicht erwerbstätig","1995","(noch) kein Abschluss","maennlich","235","","",""
"nicht erwerbstätig","1995","(noch) kein Abschluss","weiblich","361","0.78020008731157","0.743458752082778","0.816941422540363"
"nicht erwerbstätig","1995","Hauptschule","maennlich","1013","","",""
"nicht erwerbstätig","1995","Hauptschule","weiblich","1951","","",""
"nicht erwerbstätig","1995","Realschule","maennlich","236","","",""
"nicht erwerbstätig","1995","Realschule","weiblich","649","0.447521357520433","0.424191343191697","0.47085137184917"
"nicht erwerbstätig","1995","(Fach-)Abitur","maennlich","209","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","weiblich","231","","",""
"nicht erwerbstätig","1995","AkademikerIn","maennlich","198","","",""
"nicht erwerbstätig","1995","AkademikerIn","weiblich","211","","",""
"Andere","1995","(noch) kein Abschluss","maennlich","8","0.0365185838359893","0.0179734295505848","0.0550637381213938"
"Andere","1995","(noch) kein Abschluss","weiblich","16","","",""
"Andere","1995","Hauptschule","maennlich","111","","",""
"Andere","1995","Hauptschule","weiblich","143","","",""
"Andere","1995","Realschule","maennlich","105","","",""
"Andere","1995","Realschule","weiblich","157","","",""
"Andere","1995","(Fach-)Abitur","maennlich","57","0.119395973340879","0.0924436710531271","0.146348275628631"
"Andere","1995","(Fach-)Abitur","weiblich","70","0.108520037089503","0.0813923253545819","0.135647748824424"
"Andere","1995","AkademikerIn","maennlich","14","","",""
"Andere","1995","AkademikerIn","weiblich","23","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","maennlich","135","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","weiblich","64","0.103353223578477","0.0758317381102396","0.130874709046714"
"voll erwerbstätig","1996","Hauptschule","maennlich","1740","","",""
"voll erwerbstätig","1996","Hauptschule","weiblich","615","0.165866979852342","0.152670641214266","0.179063318490418"
"voll erwerbstätig","1996","Realschule","maennlich","1004","","",""
"voll erwerbstätig","1996","Realschule","weiblich","631","0.320303024546338","0.298347867905505","0.342258181187171"
"voll erwerbstätig","1996","(Fach-)Abitur","maennlich","265","","",""
"voll erwerbstätig","1996","(Fach-)Abitur","weiblich","154","","",""
"voll erwerbstätig","1996","AkademikerIn","maennlich","712","0.704561777088278","0.675790945931557","0.733332608244999"
"voll erwerbstätig","1996","AkademikerIn","weiblich","429","0.441504709634886","0.407051945316799","0.475957473952973"
"Teilzeit","1996","(noch) kein Abschluss","maennlich","1","","",""
"Teilzeit","1996","(noch) kein Abschluss","weiblich","40","0.077211634058462","0.0530797300480424","0.101343538068882"
"Teilzeit","1996","Hauptschule","maennlich","36","0.0129241589419223","0.00880839668076689","0.0170399212030777"
"Teilzeit","1996","Hauptschule","weiblich","395","0.118325917822139","0.106866836421047","0.129784999223231"
"Teilzeit","1996","Realschule","maennlich","8","0.00833711167775084","0.00354153221594319","0.0131326911395585"
"Teilzeit","1996","Realschule","weiblich","290","","",""
"Teilzeit","1996","(Fach-)Abitur","maennlich","24","","",""
"Teilzeit","1996","(Fach-)Abitur","weiblich","78","0.178631146952217","0.145190048749606","0.212072245154828"
"Teilzeit","1996","AkademikerIn","maennlich","30","0.0458674735081537","0.0326753020301258","0.0590596449861816"
"Teilzeit","1996","AkademikerIn","weiblich","127","","",""
"nicht erwerbstätig","1996","(noch) kein Abschluss","maennlich","227","","",""
"nicht erwerbstätig","1996","(noch) kein Abschluss","weiblich","352","0.790959234246954","0.754197862708512","0.827720605785397"
"nicht erwerbstätig","1996","Hauptschule","maennlich","1009","","",""
"nicht erwerbstätig","1996","Hauptschule","weiblich","1906","","",""
"nicht erwerbstätig","1996","Realschule","maennlich","273","","",""
"nicht erwerbstätig","1996","Realschule","weiblich","650","0.440468378772889","0.417108637034734","0.463828120511043"
"nicht erwerbstätig","1996","(Fach-)Abitur","maennlich","183","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","weiblich","221","","",""
"nicht erwerbstätig","1996","AkademikerIn","maennlich","212","","",""
"nicht erwerbstätig","1996","AkademikerIn","weiblich","223","","",""
"Andere","1996","(noch) kein Abschluss","maennlich","8","0.0290791939669786","0.0119812368987533","0.0461771510352039"
"Andere","1996","(noch) kein Abschluss","weiblich","14","","",""
"Andere","1996","Hauptschule","maennlich","108","","",""
"Andere","1996","Hauptschule","weiblich","136","","",""
"Andere","1996","Realschule","maennlich","96","0.0660778631755087","0.0529759540842314","0.079179772266786"
"Andere","1996","Realschule","weiblich","164","","",""
"Andere","1996","(Fach-)Abitur","maennlich","53","0.115563287187568","0.0882161566546303","0.142910417720505"
"Andere","1996","(Fach-)Abitur","weiblich","51","0.0810021040604754","0.0571822974425424","0.104821910678408"
"Andere","1996","AkademikerIn","maennlich","12","","",""
"Andere","1996","AkademikerIn","weiblich","19","","",""
"voll erwerbstätig","1997","(noch) kein Abschluss","maennlich","118","","",""
"voll erwerbstätig","1997","(noch) kein Abschluss","weiblich","66","0.121064672958345","0.091124600539079","0.151004745377611"
"voll erwerbstätig","1997","Hauptschule","maennlich","1629","","",""
"voll erwerbstätig","1997","Hauptschule","weiblich","573","0.164178790749611","0.150824799229954","0.177532782269268"
"voll erwerbstätig","1997","Realschule","maennlich","981","0.687988732871996","0.663428095368362","0.71254937037563"
"voll erwerbstätig","1997","Realschule","weiblich","621","0.311949163260469","0.290009922922683","0.333888403598256"
"voll erwerbstätig","1997","(Fach-)Abitur","maennlich","272","","",""
"voll erwerbstätig","1997","(Fach-)Abitur","weiblich","155","","",""
"voll erwerbstätig","1997","AkademikerIn","maennlich","725","0.721192664768931","0.692944635106985","0.749440694430877"
"voll erwerbstätig","1997","AkademikerIn","weiblich","440","0.465355046265143","0.430769100886594","0.499940991643692"
"Teilzeit","1997","(noch) kein Abschluss","maennlich","2","","",""
"Teilzeit","1997","(noch) kein Abschluss","weiblich","32","0.0584631908040311","0.0369291476690889","0.0799972339389733"
"Teilzeit","1997","Hauptschule","maennlich","31","0.0161975347656923","0.011535127794815","0.0208599417365697"
"Teilzeit","1997","Hauptschule","weiblich","375","0.118525393529516","0.106873232389023","0.130177554670008"
"Teilzeit","1997","Realschule","maennlich","9","0.0102386402979688","0.00490221758362069","0.0155750630123169"
"Teilzeit","1997","Realschule","weiblich","280","","",""
"Teilzeit","1997","(Fach-)Abitur","maennlich","20","","",""
"Teilzeit","1997","(Fach-)Abitur","weiblich","72","0.170886445669418","0.137860243573075","0.20391264776576"
"Teilzeit","1997","AkademikerIn","maennlich","28","","",""
"Teilzeit","1997","AkademikerIn","weiblich","122","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","maennlich","248","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","weiblich","347","0.784747362197995","0.747024482112271","0.822470242283718"
"nicht erwerbstätig","1997","Hauptschule","maennlich","1054","","",""
"nicht erwerbstätig","1997","Hauptschule","weiblich","1892","","",""
"nicht erwerbstätig","1997","Realschule","maennlich","281","","",""
"nicht erwerbstätig","1997","Realschule","weiblich","653","0.453267866462958","0.429693817822502","0.476841915103414"
"nicht erwerbstätig","1997","(Fach-)Abitur","maennlich","184","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","weiblich","210","","",""
"nicht erwerbstätig","1997","AkademikerIn","maennlich","200","","",""
"nicht erwerbstätig","1997","AkademikerIn","weiblich","220","","",""
"Andere","1997","(noch) kein Abschluss","maennlich","8","0.0209432411649788","0.00646952504451529","0.0354169572854424"
"Andere","1997","(noch) kein Abschluss","weiblich","11","","",""
"Andere","1997","Hauptschule","maennlich","102","","",""
"Andere","1997","Hauptschule","weiblich","116","","",""
"Andere","1997","Realschule","maennlich","96","0.0524966325053714","0.0406738435380569","0.064319421472686"
"Andere","1997","Realschule","weiblich","159","","",""
"Andere","1997","(Fach-)Abitur","maennlich","44","0.0916298496751675","0.066833010032303","0.116426689318032"
"Andere","1997","(Fach-)Abitur","weiblich","62","0.0962741738690991","0.0703937690498332","0.122154578688365"
"Andere","1997","AkademikerIn","maennlich","15","","",""
"Andere","1997","AkademikerIn","weiblich","17","","",""
"voll erwerbstätig","1998","(noch) kein Abschluss","maennlich","114","","",""
"voll erwerbstätig","1998","(noch) kein Abschluss","weiblich","57","0.128196758600725","0.0974451437647585","0.158948373436692"
"voll erwerbstätig","1998","Hauptschule","maennlich","1669","","",""
"voll erwerbstätig","1998","Hauptschule","weiblich","581","0.151498616101406","0.139023526737982","0.163973705464831"
"voll erwerbstätig","1998","Realschule","maennlich","1088","","",""
"voll erwerbstätig","1998","Realschule","weiblich","686","0.318784951401887","0.297697567887471","0.339872334916303"
"voll erwerbstätig","1998","(Fach-)Abitur","maennlich","302","0.519520752348289","0.478177424828693","0.560864079867885"
"voll erwerbstätig","1998","(Fach-)Abitur","weiblich","191","","",""
"voll erwerbstätig","1998","AkademikerIn","maennlich","780","0.696726796014014","0.669299332544538","0.724154259483491"
"voll erwerbstätig","1998","AkademikerIn","weiblich","466","0.456002009206815","0.423280365335678","0.488723653077952"
"Teilzeit","1998","(noch) kein Abschluss","maennlich","","","",""
"Teilzeit","1998","(noch) kein Abschluss","weiblich","32","0.0601223237418715","0.0382561038712113","0.0819885436125318"
"Teilzeit","1998","Hauptschule","maennlich","34","0.0142102332288348","0.00999111424465039","0.0184293522130192"
"Teilzeit","1998","Hauptschule","weiblich","407","0.120828376061035","0.109487819852812","0.132168932269257"
"Teilzeit","1998","Realschule","maennlich","15","","",""
"Teilzeit","1998","Realschule","weiblich","296","","",""
"Teilzeit","1998","(Fach-)Abitur","maennlich","20","","",""
"Teilzeit","1998","(Fach-)Abitur","weiblich","77","0.155100035803909","0.12579057169625","0.184409499911569"
"Teilzeit","1998","AkademikerIn","maennlich","33","0.0419816434607182","0.0300155056004078","0.0539477813210286"
"Teilzeit","1998","AkademikerIn","weiblich","150","","",""
"nicht erwerbstätig","1998","(noch) kein Abschluss","maennlich","245","","",""
"nicht erwerbstätig","1998","(noch) kein Abschluss","weiblich","351","0.777494938739967","0.739235473370587","0.815754404109347"
"nicht erwerbstätig","1998","Hauptschule","maennlich","1188","","",""
"nicht erwerbstätig","1998","Hauptschule","weiblich","2045","","",""
"nicht erwerbstätig","1998","Realschule","maennlich","294","","",""
"nicht erwerbstätig","1998","Realschule","weiblich","735","0.45168386273839","0.429164065536881","0.474203659939898"
"nicht erwerbstätig","1998","(Fach-)Abitur","maennlich","188","","",""
"nicht erwerbstätig","1998","(Fach-)Abitur","weiblich","253","","",""
"nicht erwerbstätig","1998","AkademikerIn","maennlich","251","","",""
"nicht erwerbstätig","1998","AkademikerIn","weiblich","255","","",""
"Andere","1998","(noch) kein Abschluss","maennlich","11","","",""
"Andere","1998","(noch) kein Abschluss","weiblich","14","","",""
"Andere","1998","Hauptschule","maennlich","132","","",""
"Andere","1998","Hauptschule","weiblich","140","","",""
"Andere","1998","Realschule","maennlich","122","","",""
"Andere","1998","Realschule","weiblich","159","","",""
"Andere","1998","(Fach-)Abitur","maennlich","51","0.100573068979287","0.0756850427720265","0.125461095186547"
"Andere","1998","(Fach-)Abitur","weiblich","65","0.0902316193311182","0.0670339647130487","0.113429273949188"
"Andere","1998","AkademikerIn","maennlich","15","","",""
"Andere","1998","AkademikerIn","weiblich","19","","",""
"voll erwerbstätig","1999","(noch) kein Abschluss","maennlich","108","","",""
"voll erwerbstätig","1999","(noch) kein Abschluss","weiblich","59","0.135787095059703","0.103521196423437","0.168052993695969"
"voll erwerbstätig","1999","Hauptschule","maennlich","1651","","",""
"voll erwerbstätig","1999","Hauptschule","weiblich","565","0.158941486636299","0.146003933265497","0.171879040007101"
"voll erwerbstätig","1999","Realschule","maennlich","1094","","",""
"voll erwerbstätig","1999","Realschule","weiblich","682","0.324411979134036","0.303232983243195","0.345590975024876"
"voll erwerbstätig","1999","(Fach-)Abitur","maennlich","282","","",""
"voll erwerbstätig","1999","(Fach-)Abitur","weiblich","196","","",""
"voll erwerbstätig","1999","AkademikerIn","maennlich","800","0.711100156097103","0.684043273875066","0.738157038319141"
"voll erwerbstätig","1999","AkademikerIn","weiblich","462","0.452590451818835","0.41972277449012","0.48545812914755"
"Teilzeit","1999","(noch) kein Abschluss","maennlich","4","0.00700965398892526","-0.00163260707428603","0.0156519150521365"
"Teilzeit","1999","(noch) kein Abschluss","weiblich","35","0.0656597488522746","0.0423302032091393","0.08898929449541"
"Teilzeit","1999","Hauptschule","maennlich","38","0.0153545288127865","0.0109227240541047","0.0197863335714684"
"Teilzeit","1999","Hauptschule","weiblich","380","0.111564377257324","0.100424095680034","0.122704658834614"
"Teilzeit","1999","Realschule","maennlich","16","","",""
"Teilzeit","1999","Realschule","weiblich","326","0.170111192333864","0.153113406508354","0.187108978159373"
"Teilzeit","1999","(Fach-)Abitur","maennlich","22","","",""
"Teilzeit","1999","(Fach-)Abitur","weiblich","87","0.162245445381251","0.132622088958324","0.191868801804177"
"Teilzeit","1999","AkademikerIn","maennlich","30","0.0378504012192258","0.0264585250404542","0.0492422773979975"
"Teilzeit","1999","AkademikerIn","weiblich","149","","",""
"nicht erwerbstätig","1999","(noch) kein Abschluss","maennlich","228","","",""
"nicht erwerbstätig","1999","(noch) kein Abschluss","weiblich","318","0.726202290405994","0.684202429181921","0.768202151630067"
"nicht erwerbstätig","1999","Hauptschule","maennlich","1140","","",""
"nicht erwerbstätig","1999","Hauptschule","weiblich","1943","","",""
"nicht erwerbstätig","1999","Realschule","maennlich","277","","",""
"nicht erwerbstätig","1999","Realschule","weiblich","686","0.41700427166628","0.3946984157316","0.439310127600961"
"nicht erwerbstätig","1999","(Fach-)Abitur","maennlich","177","","",""
"nicht erwerbstätig","1999","(Fach-)Abitur","weiblich","231","","",""
"nicht erwerbstätig","1999","AkademikerIn","maennlich","233","","",""
"nicht erwerbstätig","1999","AkademikerIn","weiblich","235","","",""
"Andere","1999","(noch) kein Abschluss","maennlich","18","","",""
"Andere","1999","(noch) kein Abschluss","weiblich","21","","",""
"Andere","1999","Hauptschule","maennlich","128","","",""
"Andere","1999","Hauptschule","weiblich","180","","",""
"Andere","1999","Realschule","maennlich","117","","",""
"Andere","1999","Realschule","weiblich","183","","",""
"Andere","1999","(Fach-)Abitur","maennlich","60","0.123764523988566","0.0960148450594976","0.151514202917635"
"Andere","1999","(Fach-)Abitur","weiblich","81","0.121914035201253","0.0956243746272567","0.148203695775249"
"Andere","1999","AkademikerIn","maennlich","15","","",""
"Andere","1999","AkademikerIn","weiblich","35","0.0532059155029395","0.0383852445599304","0.0680265864459487"
"voll erwerbstätig","2000","(noch) kein Abschluss","maennlich","81","0.225816461835966","0.185829057759932","0.265803865911999"
"voll erwerbstätig","2000","(noch) kein Abschluss","weiblich","28","","",""
"voll erwerbstätig","2000","Hauptschule","maennlich","2717","","",""
"voll erwerbstätig","2000","Hauptschule","weiblich","825","0.142771826305579","0.133550481285886","0.151993171325273"
"voll erwerbstätig","2000","Realschule","maennlich","1927","","",""
"voll erwerbstätig","2000","Realschule","weiblich","1220","","",""
"voll erwerbstätig","2000","(Fach-)Abitur","maennlich","592","0.529695487406604","0.50042538688434","0.558965587928868"
"voll erwerbstätig","2000","(Fach-)Abitur","weiblich","348","0.293334928040657","0.26794255354813","0.318727302533184"
"voll erwerbstätig","2000","AkademikerIn","maennlich","1536","","",""
"voll erwerbstätig","2000","AkademikerIn","weiblich","774","0.426045563307086","0.402243064058266","0.449848062555906"
"Teilzeit","2000","(noch) kein Abschluss","maennlich","4","0.0115464010666345","0.0013293654181655","0.0217634367151036"
"Teilzeit","2000","(noch) kein Abschluss","weiblich","23","","",""
"Teilzeit","2000","Hauptschule","maennlich","63","0.0149266626918542","0.0116148930703576","0.0182384323133508"
"Teilzeit","2000","Hauptschule","weiblich","786","0.133177312624205","0.124221498849498","0.142133126398911"
"Teilzeit","2000","Realschule","maennlich","29","","",""
"Teilzeit","2000","Realschule","weiblich","694","0.18246425042265","0.169801936188185","0.195126564657116"
"Teilzeit","2000","(Fach-)Abitur","maennlich","45","0.0454766217975363","0.0332583751692107","0.057694868425862"
"Teilzeit","2000","(Fach-)Abitur","weiblich","182","","",""
"Teilzeit","2000","AkademikerIn","maennlich","66","0.0359430880059365","0.0280928966189308","0.0437932793929422"
"Teilzeit","2000","AkademikerIn","weiblich","339","0.198125072226775","0.178939318557397","0.217310825896152"
"nicht erwerbstätig","2000","(noch) kein Abschluss","maennlich","306","0.688008939726205","0.643699979225614","0.732317900226796"
"nicht erwerbstätig","2000","(noch) kein Abschluss","weiblich","411","0.81454757465304","0.780411945967382","0.848683203338698"
"nicht erwerbstätig","2000","Hauptschule","maennlich","2157","","",""
"nicht erwerbstätig","2000","Hauptschule","weiblich","3600","0.673322205005144","0.660959996271239","0.68568441373905"
"nicht erwerbstätig","2000","Realschule","maennlich","551","0.217039017006568","0.201532932688058","0.232545101325078"
"nicht erwerbstätig","2000","Realschule","weiblich","1329","","",""
"nicht erwerbstätig","2000","(Fach-)Abitur","maennlich","370","0.325037175011742","0.297569117455289","0.352505232568196"
"nicht erwerbstätig","2000","(Fach-)Abitur","weiblich","546","0.437606708078788","0.409938778380202","0.465274637777375"
"nicht erwerbstätig","2000","AkademikerIn","maennlich","517","0.252294026302567","0.233977626082424","0.27061042652271"
"nicht erwerbstätig","2000","AkademikerIn","weiblich","501","0.341761953528471","0.318931781960925","0.364592125096017"
"Andere","2000","(noch) kein Abschluss","maennlich","29","","",""
"Andere","2000","(noch) kein Abschluss","weiblich","36","0.0785434250526813","0.0549154896908402","0.102171360414522"
"Andere","2000","Hauptschule","maennlich","213","","",""
"Andere","2000","Hauptschule","weiblich","318","0.0507286560650719","0.0449444113306165","0.0565129007995273"
"Andere","2000","Realschule","maennlich","208","","",""
