"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1992","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","17-29","kein Migrationshintergrund","377","0.144214553128799","0.130645596103244","0.157783510154354"
"Andere","1992","17-29","direkter Migrationshintergrund","67","0.153284799486545","0.125130742095526","0.181438856877563"
"Andere","1992","17-29","indirekter Migrationshintergrund","85","0.237577619178703","0.194211774483186","0.28094346387422"
"Andere","1992","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","30-45","kein Migrationshintergrund","69","0.0212163031252768","0.0164035372090777","0.0260290690414758"
"Andere","1992","30-45","direkter Migrationshintergrund","12","","",""
"Andere","1992","30-45","indirekter Migrationshintergrund","","","",""
"Andere","1992","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","46-65","kein Migrationshintergrund","47","0.0168756144574284","0.0122870597683816","0.0214641691464752"
"Andere","1992","46-65","direkter Migrationshintergrund","5","","",""
"Andere","1992","46-65","indirekter Migrationshintergrund","","","",""
"Andere","1992","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1992","66","kein Migrationshintergrund","","","",""
"Andere","1992","66","direkter Migrationshintergrund","","","",""
"Andere","1992","66","indirekter Migrationshintergrund","","","",""
"Andere","1992","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1993","17-29","kein Migrationshintergrund","1147","0.465521873209333","0.44588228153284","0.485161464885825"
"voll erwerbstätig","1993","17-29","direkter Migrationshintergrund","292","0.500389221518146","0.45980252665779","0.540975916378503"
"voll erwerbstätig","1993","17-29","indirekter Migrationshintergrund","131","0.247288211597322","0.206076266858497","0.288500156336147"
"voll erwerbstätig","1993","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1993","30-45","kein Migrationshintergrund","2285","0.652689917419907","0.636709686559917","0.668670148279896"
"voll erwerbstätig","1993","30-45","direkter Migrationshintergrund","482","0.64879489065679","0.614700359229079","0.682889422084502"
"voll erwerbstätig","1993","30-45","indirekter Migrationshintergrund","17","","",""
"voll erwerbstätig","1993","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1993","46-65","kein Migrationshintergrund","1374","0.458353671272351","0.440382572688621","0.476324769856081"
"voll erwerbstätig","1993","46-65","direkter Migrationshintergrund","519","0.507750239262318","0.476560816300883","0.538939662223752"
"voll erwerbstätig","1993","46-65","indirekter Migrationshintergrund","6","","",""
"voll erwerbstätig","1993","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1993","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1993","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1993","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1993","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","17-29","kein Migrationshintergrund","106","0.0424266855053012","0.034490660825495","0.0503627101851074"
"Teilzeit","1993","17-29","direkter Migrationshintergrund","29","","",""
"Teilzeit","1993","17-29","indirekter Migrationshintergrund","7","","",""
"Teilzeit","1993","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","30-45","kein Migrationshintergrund","402","0.134742103206278","0.123281820045183","0.146202386367372"
"Teilzeit","1993","30-45","direkter Migrationshintergrund","72","0.0822712343906089","0.0626452349579813","0.101897233823236"
"Teilzeit","1993","30-45","indirekter Migrationshintergrund","7","","",""
"Teilzeit","1993","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","46-65","kein Migrationshintergrund","231","0.0825858950260581","0.0726581180130482","0.0925136720390679"
"Teilzeit","1993","46-65","direkter Migrationshintergrund","55","0.0732512541400921","0.056996588123166","0.0895059201570182"
"Teilzeit","1993","46-65","indirekter Migrationshintergrund","2","","",""
"Teilzeit","1993","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1993","66","kein Migrationshintergrund","","","",""
"Teilzeit","1993","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1993","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1993","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","17-29","kein Migrationshintergrund","852","0.33954878292896","0.320903503279135","0.358194062578785"
"nicht erwerbstätig","1993","17-29","direkter Migrationshintergrund","209","0.339701817528701","0.301257442975295","0.378146192082107"
"nicht erwerbstätig","1993","17-29","indirekter Migrationshintergrund","171","0.441403876110536","0.393971588223882","0.488836163997191"
"nicht erwerbstätig","1993","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","30-45","kein Migrationshintergrund","637","0.185953915826957","0.172895272460568","0.199012559193347"
"nicht erwerbstätig","1993","30-45","direkter Migrationshintergrund","191","0.258775963849945","0.227494482049453","0.290057445650436"
"nicht erwerbstätig","1993","30-45","indirekter Migrationshintergrund","9","","",""
"nicht erwerbstätig","1993","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","46-65","kein Migrationshintergrund","1290","0.436893591337187","0.419004040375132","0.454783142299242"
"nicht erwerbstätig","1993","46-65","direkter Migrationshintergrund","410","0.413057154474319","0.382339185619102","0.443775123329536"
"nicht erwerbstätig","1993","46-65","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1993","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1993","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1993","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1993","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1993","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1993","17-29","kein Migrationshintergrund","373","0.152502658356406","0.138347806794528","0.166657509918284"
"Andere","1993","17-29","direkter Migrationshintergrund","53","0.113232916643484","0.0875109042865026","0.138954929000465"
"Andere","1993","17-29","indirekter Migrationshintergrund","112","0.298501923624619","0.254790610584031","0.342213236665206"
"Andere","1993","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1993","30-45","kein Migrationshintergrund","86","0.0266140635468587","0.0212118838059959","0.0320162432877214"
"Andere","1993","30-45","direkter Migrationshintergrund","8","","",""
"Andere","1993","30-45","indirekter Migrationshintergrund","2","","",""
"Andere","1993","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1993","46-65","kein Migrationshintergrund","58","0.0221668423644046","0.0168567672575889","0.0274769174712203"
"Andere","1993","46-65","direkter Migrationshintergrund","3","","",""
"Andere","1993","46-65","indirekter Migrationshintergrund","","","",""
"Andere","1993","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1993","66","kein Migrationshintergrund","","","",""
"Andere","1993","66","direkter Migrationshintergrund","","","",""
"Andere","1993","66","indirekter Migrationshintergrund","","","",""
"Andere","1993","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1994","17-29","kein Migrationshintergrund","1081","0.454268393190195","0.434281707651875","0.474255078728515"
"voll erwerbstätig","1994","17-29","direkter Migrationshintergrund","238","0.427582109828316","0.385141735890531","0.470022483766102"
"voll erwerbstätig","1994","17-29","indirekter Migrationshintergrund","140","0.271140901556888","0.229508607403378","0.312773195710398"
"voll erwerbstätig","1994","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1994","30-45","kein Migrationshintergrund","2206","0.633132020260803","0.616917869185589","0.649346171336017"
"voll erwerbstätig","1994","30-45","direkter Migrationshintergrund","447","0.641876914971549","0.606684800395168","0.67706902954793"
"voll erwerbstätig","1994","30-45","indirekter Migrationshintergrund","24","","",""
"voll erwerbstätig","1994","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1994","46-65","kein Migrationshintergrund","1369","0.4604971667659","0.442440105318233","0.478554228213566"
"voll erwerbstätig","1994","46-65","direkter Migrationshintergrund","461","0.447205473308832","0.415621625439872","0.478789321177792"
"voll erwerbstätig","1994","46-65","indirekter Migrationshintergrund","5","","",""
"voll erwerbstätig","1994","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1994","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1994","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1994","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1994","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","17-29","kein Migrationshintergrund","101","0.0437754765878778","0.0355626936303406","0.051988259545415"
"Teilzeit","1994","17-29","direkter Migrationshintergrund","18","","",""
"Teilzeit","1994","17-29","indirekter Migrationshintergrund","12","","",""
"Teilzeit","1994","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","30-45","kein Migrationshintergrund","395","0.12825626607452","0.117006956064657","0.139505576084383"
"Teilzeit","1994","30-45","direkter Migrationshintergrund","54","0.0655925910544076","0.0474207530667523","0.0837644290420629"
"Teilzeit","1994","30-45","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1994","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","46-65","kein Migrationshintergrund","224","0.0786449006458595","0.068893083804176","0.0883967174875431"
"Teilzeit","1994","46-65","direkter Migrationshintergrund","66","0.0858411355527146","0.0680465375499817","0.103635733555447"
"Teilzeit","1994","46-65","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1994","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1994","66","kein Migrationshintergrund","","","",""
"Teilzeit","1994","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1994","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1994","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","17-29","kein Migrationshintergrund","857","0.361074322926452","0.341793816402803","0.3803548294501"
"nicht erwerbstätig","1994","17-29","direkter Migrationshintergrund","222","0.440367183499409","0.397780688285705","0.482953678713114"
"nicht erwerbstätig","1994","17-29","indirekter Migrationshintergrund","186","0.475201883317845","0.428434158107112","0.521969608528578"
"nicht erwerbstätig","1994","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","30-45","kein Migrationshintergrund","683","0.201429806283817","0.187936742053382","0.214922870514251"
"nicht erwerbstätig","1994","30-45","direkter Migrationshintergrund","192","0.24912042021726","0.217374118688078","0.280866721746442"
"nicht erwerbstätig","1994","30-45","indirekter Migrationshintergrund","9","","",""
"nicht erwerbstätig","1994","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","46-65","kein Migrationshintergrund","1280","0.442032412597572","0.424040875306896","0.460023949888248"
"nicht erwerbstätig","1994","46-65","direkter Migrationshintergrund","418","0.454110435515065","0.422483089205269","0.485737781824861"
"nicht erwerbstätig","1994","46-65","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1994","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1994","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1994","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1994","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1994","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1994","17-29","kein Migrationshintergrund","345","0.140881807295476","0.126916551961905","0.154847062629046"
"Andere","1994","17-29","direkter Migrationshintergrund","44","0.0976625567918567","0.0721965193061103","0.123128594277603"
"Andere","1994","17-29","indirekter Migrationshintergrund","100","0.228047776262779","0.188754416196752","0.267341136328806"
"Andere","1994","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1994","30-45","kein Migrationshintergrund","110","0.0371819073808602","0.0308164425104175","0.043547372251303"
"Andere","1994","30-45","direkter Migrationshintergrund","20","","",""
"Andere","1994","30-45","indirekter Migrationshintergrund","3","","",""
"Andere","1994","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1994","46-65","kein Migrationshintergrund","54","0.0188255199906687","0.0139019134245126","0.0237491265568247"
"Andere","1994","46-65","direkter Migrationshintergrund","7","","",""
"Andere","1994","46-65","indirekter Migrationshintergrund","1","","",""
"Andere","1994","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1994","66","kein Migrationshintergrund","","","",""
"Andere","1994","66","direkter Migrationshintergrund","","","",""
"Andere","1994","66","indirekter Migrationshintergrund","","","",""
"Andere","1994","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1995","17-29","kein Migrationshintergrund","1034","0.45002161429784","0.429725182845243","0.470318045750438"
"voll erwerbstätig","1995","17-29","direkter Migrationshintergrund","243","0.372937533431503","0.334371668847182","0.411503398015824"
"voll erwerbstätig","1995","17-29","indirekter Migrationshintergrund","148","0.271330364187682","0.229924603944241","0.312736124431123"
"voll erwerbstätig","1995","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1995","30-45","kein Migrationshintergrund","2255","0.636333504169533","0.620327703844906","0.65233930449416"
"voll erwerbstätig","1995","30-45","direkter Migrationshintergrund","547","0.584564434221551","0.552772622930259","0.616356245512842"
"voll erwerbstätig","1995","30-45","indirekter Migrationshintergrund","24","","",""
"voll erwerbstätig","1995","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1995","46-65","kein Migrationshintergrund","1383","0.456098341952415","0.438011310791445","0.474185373113385"
"voll erwerbstätig","1995","46-65","direkter Migrationshintergrund","479","0.4175884802722","0.387644918061772","0.447532042482628"
"voll erwerbstätig","1995","46-65","indirekter Migrationshintergrund","7","","",""
"voll erwerbstätig","1995","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1995","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1995","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1995","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1995","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","17-29","kein Migrationshintergrund","99","0.040777325448685","0.0327087052036335","0.0488459456937365"
"Teilzeit","1995","17-29","direkter Migrationshintergrund","24","","",""
"Teilzeit","1995","17-29","indirekter Migrationshintergrund","12","","",""
"Teilzeit","1995","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","30-45","kein Migrationshintergrund","440","0.13563743925342","0.12424488466163","0.14702999384521"
"Teilzeit","1995","30-45","direkter Migrationshintergrund","85","0.090330602018377","0.0718376396761372","0.108823564360617"
"Teilzeit","1995","30-45","indirekter Migrationshintergrund","9","","",""
"Teilzeit","1995","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","46-65","kein Migrationshintergrund","234","0.0799415458311588","0.0700930063596474","0.0897900853026701"
"Teilzeit","1995","46-65","direkter Migrationshintergrund","62","0.0692686057251589","0.0538517916049691","0.0846854198453488"
"Teilzeit","1995","46-65","indirekter Migrationshintergrund","2","","",""
"Teilzeit","1995","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1995","66","kein Migrationshintergrund","","","",""
"Teilzeit","1995","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1995","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1995","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","17-29","kein Migrationshintergrund","823","0.359016815321437","0.339445910622612","0.378587720020263"
"nicht erwerbstätig","1995","17-29","direkter Migrationshintergrund","275","0.461602555070803","0.421845407405776","0.501359702735831"
"nicht erwerbstätig","1995","17-29","indirekter Migrationshintergrund","180","0.453222004253472","0.406865867458792","0.499578141048152"
"nicht erwerbstätig","1995","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","30-45","kein Migrationshintergrund","677","0.197650369065995","0.184400426461241","0.210900311670748"
"nicht erwerbstätig","1995","30-45","direkter Migrationshintergrund","269","0.300130399938522","0.27056315910199","0.329697640775053"
"nicht erwerbstätig","1995","30-45","indirekter Migrationshintergrund","13","","",""
"nicht erwerbstätig","1995","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","46-65","kein Migrationshintergrund","1218","0.434645530423835","0.416644147399713","0.452646913447957"
"nicht erwerbstätig","1995","46-65","direkter Migrationshintergrund","483","0.487489373490835","0.457140103763204","0.517838643218467"
"nicht erwerbstätig","1995","46-65","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1995","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1995","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1995","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1995","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1995","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1995","17-29","kein Migrationshintergrund","352","0.150184244932038","0.135609372384591","0.164759117479484"
"Andere","1995","17-29","direkter Migrationshintergrund","62","0.121278836756641","0.0952444305834006","0.147313242929881"
"Andere","1995","17-29","indirekter Migrationshintergrund","103","0.259335465277214","0.218523457656355","0.300147472898073"
"Andere","1995","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1995","30-45","kein Migrationshintergrund","98","0.0303786875110525","0.0246682559186384","0.0360891191034665"
"Andere","1995","30-45","direkter Migrationshintergrund","22","","",""
"Andere","1995","30-45","indirekter Migrationshintergrund","1","","",""
"Andere","1995","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1995","46-65","kein Migrationshintergrund","78","0.0293145817925918","0.0231888362463544","0.0354403273388291"
"Andere","1995","46-65","direkter Migrationshintergrund","18","","",""
"Andere","1995","46-65","indirekter Migrationshintergrund","","","",""
"Andere","1995","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1995","66","kein Migrationshintergrund","","","",""
"Andere","1995","66","direkter Migrationshintergrund","","","",""
"Andere","1995","66","indirekter Migrationshintergrund","","","",""
"Andere","1995","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1996","17-29","kein Migrationshintergrund","937","0.429790242452504","0.408932607562695","0.450647877342313"
"voll erwerbstätig","1996","17-29","direkter Migrationshintergrund","201","0.342367929427135","0.302160229484728","0.382575629369542"
"voll erwerbstätig","1996","17-29","indirekter Migrationshintergrund","160","0.293606193571533","0.252168540650241","0.335043846492825"
"voll erwerbstätig","1996","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1996","30-45","kein Migrationshintergrund","2269","0.637528659397684","0.621643672283278","0.653413646512089"
"voll erwerbstätig","1996","30-45","direkter Migrationshintergrund","499","0.572162819011929","0.538960176173617","0.605365461850242"
"voll erwerbstätig","1996","30-45","indirekter Migrationshintergrund","34","0.460985203030232","0.338860944345554","0.583109461714911"
"voll erwerbstätig","1996","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1996","46-65","kein Migrationshintergrund","1339","0.444270633241075","0.426211106430076","0.462330160052073"
"voll erwerbstätig","1996","46-65","direkter Migrationshintergrund","438","0.423330964569889","0.392444040081069","0.45421788905871"
"voll erwerbstätig","1996","46-65","indirekter Migrationshintergrund","5","","",""
"voll erwerbstätig","1996","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1996","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1996","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1996","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1996","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","17-29","kein Migrationshintergrund","109","0.0532105965243212","0.0437537743871243","0.0626674186615181"
"Teilzeit","1996","17-29","direkter Migrationshintergrund","30","0.0619860883313825","0.0415535202278987","0.0824186564348663"
"Teilzeit","1996","17-29","indirekter Migrationshintergrund","13","","",""
"Teilzeit","1996","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","30-45","kein Migrationshintergrund","453","0.139786238141756","0.128327532178832","0.151244944104679"
"Teilzeit","1996","30-45","direkter Migrationshintergrund","93","0.109762093743459","0.0887846382627595","0.130739549224158"
"Teilzeit","1996","30-45","indirekter Migrationshintergrund","10","","",""
"Teilzeit","1996","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","46-65","kein Migrationshintergrund","264","0.0918183424311471","0.0813228703619485","0.102313814500346"
"Teilzeit","1996","46-65","direkter Migrationshintergrund","71","0.0744909771697621","0.0580770124232328","0.0909049419162914"
"Teilzeit","1996","46-65","indirekter Migrationshintergrund","","","",""
"Teilzeit","1996","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","66","kein Migrationshintergrund","","","",""
"Teilzeit","1996","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1996","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1996","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","17-29","kein Migrationshintergrund","783","0.366948916259605","0.346642109044867","0.387255723474343"
"nicht erwerbstätig","1996","17-29","direkter Migrationshintergrund","250","0.472621116821821","0.430316367189456","0.514925866454185"
"nicht erwerbstätig","1996","17-29","indirekter Migrationshintergrund","199","0.469226147276567","0.423817876526088","0.514634418027045"
"nicht erwerbstätig","1996","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","30-45","kein Migrationshintergrund","690","0.190122595634372","0.177155978666849","0.203089212601896"
"nicht erwerbstätig","1996","30-45","direkter Migrationshintergrund","236","0.283377858490235","0.253136475824686","0.313619241155783"
"nicht erwerbstätig","1996","30-45","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1996","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","46-65","kein Migrationshintergrund","1240","0.440987829488672","0.42294208418571","0.459033574791635"
"nicht erwerbstätig","1996","46-65","direkter Migrationshintergrund","462","0.481915167902194","0.450679048898006","0.513151286906382"
"nicht erwerbstätig","1996","46-65","indirekter Migrationshintergrund","5","","",""
"nicht erwerbstätig","1996","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1996","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1996","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1996","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1996","17-29","kein Migrationshintergrund","335","0.150050244763569","0.135003781002708","0.165096708524431"
"Andere","1996","17-29","direkter Migrationshintergrund","54","0.123024865419662","0.0951917840550194","0.150857946784304"
"Andere","1996","17-29","indirekter Migrationshintergrund","92","0.213831219954656","0.176524887659185","0.251137552250126"
"Andere","1996","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1996","30-45","kein Migrationshintergrund","106","0.0325625068261883","0.0266974726577876","0.0384275409945891"
"Andere","1996","30-45","direkter Migrationshintergrund","25","","",""
"Andere","1996","30-45","indirekter Migrationshintergrund","1","","",""
"Andere","1996","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1996","46-65","kein Migrationshintergrund","65","0.0229231948391058","0.0174837720726476","0.028362617605564"
"Andere","1996","46-65","direkter Migrationshintergrund","12","","",""
"Andere","1996","46-65","indirekter Migrationshintergrund","1","","",""
"Andere","1996","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1996","66","kein Migrationshintergrund","","","",""
"Andere","1996","66","direkter Migrationshintergrund","","","",""
"Andere","1996","66","indirekter Migrationshintergrund","","","",""
"Andere","1996","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1997","17-29","kein Migrationshintergrund","877","0.417353668172764","0.396136194778681","0.438571141566847"
"voll erwerbstätig","1997","17-29","direkter Migrationshintergrund","193","0.369174130241378","0.325867012642058","0.412481247840699"
"voll erwerbstätig","1997","17-29","indirekter Migrationshintergrund","162","0.303046087226779","0.261760260506876","0.344331913946683"
"voll erwerbstätig","1997","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1997","30-45","kein Migrationshintergrund","2237","0.638148712436704","0.622171658682398","0.654125766191009"
"voll erwerbstätig","1997","30-45","direkter Migrationshintergrund","478","0.567942333588666","0.534057957682895","0.601826709494436"
"voll erwerbstätig","1997","30-45","indirekter Migrationshintergrund","35","0.383993043692192","0.269236348613813","0.498749738770572"
"voll erwerbstätig","1997","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1997","46-65","kein Migrationshintergrund","1314","0.431245718939293","0.413211448370198","0.449279989508388"
"voll erwerbstätig","1997","46-65","direkter Migrationshintergrund","405","0.431666692755503","0.400003114774571","0.463330270736435"
"voll erwerbstätig","1997","46-65","indirekter Migrationshintergrund","8","","",""
"voll erwerbstätig","1997","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1997","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1997","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1997","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1997","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","17-29","kein Migrationshintergrund","85","0.0497994765359536","0.0404398383194753","0.0591591147524319"
"Teilzeit","1997","17-29","direkter Migrationshintergrund","17","","",""
"Teilzeit","1997","17-29","indirekter Migrationshintergrund","19","","",""
"Teilzeit","1997","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","30-45","kein Migrationshintergrund","429","0.130701434075345","0.119494279951304","0.141908588199386"
"Teilzeit","1997","30-45","direkter Migrationshintergrund","77","0.0963783688925049","0.0761919348175442","0.116564802967466"
"Teilzeit","1997","30-45","indirekter Migrationshintergrund","13","","",""
"Teilzeit","1997","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","46-65","kein Migrationshintergrund","271","0.0946248292317815","0.0839664617996225","0.105283196663941"
"Teilzeit","1997","46-65","direkter Migrationshintergrund","66","0.0829441210699089","0.0653132053825807","0.100575036757237"
"Teilzeit","1997","46-65","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1997","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","66","kein Migrationshintergrund","","","",""
"Teilzeit","1997","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1997","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1997","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","17-29","kein Migrationshintergrund","788","0.384428234318687","0.363497424824247","0.405359043813126"
"nicht erwerbstätig","1997","17-29","direkter Migrationshintergrund","224","0.459802929641012","0.415077874898583","0.504527984383441"
"nicht erwerbstätig","1997","17-29","indirekter Migrationshintergrund","195","0.422808250719161","0.378429364485004","0.467187136953318"
"nicht erwerbstätig","1997","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","30-45","kein Migrationshintergrund","705","0.201905983620223","0.18855933248188","0.215252634758566"
"nicht erwerbstätig","1997","30-45","direkter Migrationshintergrund","241","0.297590962621887","0.266317106997795","0.328864818245979"
"nicht erwerbstätig","1997","30-45","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1997","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
