"erwst","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2005","Westdeutschland","weiblich","1527","","",""
"Teilzeit","2005","Ostdeutschland","maennlich","42","0.0182689203247306","0.0129365034404679","0.0236013372089934"
"Teilzeit","2005","Ostdeutschland","weiblich","350","0.123841690412361","0.11121411336033","0.136469267464392"
"nicht erwerbstätig","2005","Westdeutschland","maennlich","2693","","",""
"nicht erwerbstätig","2005","Westdeutschland","weiblich","3989","0.521267122504408","0.510444922816281","0.532089322192536"
"nicht erwerbstätig","2005","Ostdeutschland","maennlich","1071","","",""
"nicht erwerbstätig","2005","Ostdeutschland","weiblich","1372","","",""
"Andere","2005","Westdeutschland","maennlich","385","0.0546406108389192","0.0494886839833515","0.0597925376944869"
"Andere","2005","Westdeutschland","weiblich","811","0.094566909965197","0.0882276796685053","0.100906140261889"
"Andere","2005","Ostdeutschland","maennlich","156","","",""
"Andere","2005","Ostdeutschland","weiblich","145","","",""
"voll erwerbstätig","2006","Westdeutschland","maennlich","4424","0.538866478234347","0.527975721981853","0.54975723448684"
"voll erwerbstätig","2006","Westdeutschland","weiblich","1943","","",""
"voll erwerbstätig","2006","Ostdeutschland","maennlich","1182","","",""
"voll erwerbstätig","2006","Ostdeutschland","weiblich","767","0.23413794162349","0.218410913384324","0.249864969862655"
"Teilzeit","2006","Westdeutschland","maennlich","201","","",""
"Teilzeit","2006","Westdeutschland","weiblich","1686","","",""
"Teilzeit","2006","Ostdeutschland","maennlich","45","0.0189002930044422","0.0136468390485091","0.0241537469603754"
"Teilzeit","2006","Ostdeutschland","weiblich","377","0.116238957009521","0.104335344797664","0.128142569221378"
"nicht erwerbstätig","2006","Westdeutschland","maennlich","2966","","",""
"nicht erwerbstätig","2006","Westdeutschland","weiblich","4370","0.526047664235735","0.515647068536208","0.536448259935262"
"nicht erwerbstätig","2006","Ostdeutschland","maennlich","1175","","",""
"nicht erwerbstätig","2006","Ostdeutschland","weiblich","1439","","",""
"Andere","2006","Westdeutschland","maennlich","457","0.0594832378436713","0.0543156879633023","0.0646507877240402"
"Andere","2006","Westdeutschland","weiblich","855","0.0936481431630749","0.0875797133687046","0.0997165729574453"
"Andere","2006","Ostdeutschland","maennlich","179","","",""
"Andere","2006","Ostdeutschland","weiblich","202","","",""
"voll erwerbstätig","2007","Westdeutschland","maennlich","4172","0.545554503156521","0.534282703094853","0.556826303218188"
"voll erwerbstätig","2007","Westdeutschland","weiblich","1802","","",""
"voll erwerbstätig","2007","Ostdeutschland","maennlich","1155","","",""
"voll erwerbstätig","2007","Ostdeutschland","weiblich","744","0.242268078734652","0.22590571303325","0.258630444436053"
"Teilzeit","2007","Westdeutschland","maennlich","183","","",""
"Teilzeit","2007","Westdeutschland","weiblich","1673","","",""
"Teilzeit","2007","Ostdeutschland","maennlich","51","0.0250377577960485","0.0188586535063378","0.0312168620857592"
"Teilzeit","2007","Ostdeutschland","weiblich","383","0.131341814095602","0.118442513324244","0.144241114866959"
"nicht erwerbstätig","2007","Westdeutschland","maennlich","2714","","",""
"nicht erwerbstätig","2007","Westdeutschland","weiblich","4005","0.513503975845732","0.502727152409405","0.524280799282059"
"nicht erwerbstätig","2007","Ostdeutschland","maennlich","1086","","",""
"nicht erwerbstätig","2007","Ostdeutschland","weiblich","1332","","",""
"Andere","2007","Westdeutschland","maennlich","427","0.0593951480824274","0.0540444260012291","0.0647458701636257"
"Andere","2007","Westdeutschland","weiblich","783","0.0944464574003898","0.0881408181932081","0.100752096607572"
"Andere","2007","Ostdeutschland","maennlich","164","","",""
"Andere","2007","Ostdeutschland","weiblich","175","","",""
"voll erwerbstätig","2008","Westdeutschland","maennlich","3877","0.550490157355183","0.538842826446685","0.562137488263682"
"voll erwerbstätig","2008","Westdeutschland","weiblich","1756","","",""
"voll erwerbstätig","2008","Ostdeutschland","maennlich","1125","","",""
"voll erwerbstätig","2008","Ostdeutschland","weiblich","754","0.262229080639331","0.244914538162253","0.27954362311641"
"Teilzeit","2008","Westdeutschland","maennlich","177","","",""
"Teilzeit","2008","Westdeutschland","weiblich","1570","","",""
"Teilzeit","2008","Ostdeutschland","maennlich","41","0.0184928193524451","0.013021253241689","0.0239643854632012"
"Teilzeit","2008","Ostdeutschland","weiblich","340","0.125908223520658","0.1128490590055","0.138967388035816"
"nicht erwerbstätig","2008","Westdeutschland","maennlich","2523","","",""
"nicht erwerbstätig","2008","Westdeutschland","weiblich","3657","0.493819139871483","0.482692449320155","0.504945830422811"
"nicht erwerbstätig","2008","Ostdeutschland","maennlich","1016","","",""
"nicht erwerbstätig","2008","Ostdeutschland","weiblich","1219","","",""
"Andere","2008","Westdeutschland","maennlich","430","0.0676015095786391","0.0617230841920963","0.0734799349651819"
"Andere","2008","Westdeutschland","weiblich","773","0.101104545359041","0.0943953703082195","0.107813720409862"
"Andere","2008","Ostdeutschland","maennlich","147","","",""
"Andere","2008","Ostdeutschland","weiblich","166","","",""
"voll erwerbstätig","2009","Westdeutschland","maennlich","3542","0.542286828928296","0.530199348346945","0.554374309509648"
"voll erwerbstätig","2009","Westdeutschland","weiblich","1668","","",""
"voll erwerbstätig","2009","Ostdeutschland","maennlich","1065","","",""
"voll erwerbstätig","2009","Ostdeutschland","weiblich","702","0.267422578599856","0.249602906073535","0.285242251126176"
"Teilzeit","2009","Westdeutschland","maennlich","173","","",""
"Teilzeit","2009","Westdeutschland","weiblich","1417","","",""
"Teilzeit","2009","Ostdeutschland","maennlich","45","0.0185263817662526","0.0128916743466019","0.0241610891859034"
"Teilzeit","2009","Ostdeutschland","weiblich","354","0.141176230788342","0.127157563221638","0.155194898355047"
"nicht erwerbstätig","2009","Westdeutschland","maennlich","2437","","",""
"nicht erwerbstätig","2009","Westdeutschland","weiblich","3303","0.483908682387781","0.47233003285627","0.495487331919292"
"nicht erwerbstätig","2009","Ostdeutschland","maennlich","958","0.432564088881001","0.411861703434995","0.453266474327007"
"nicht erwerbstätig","2009","Ostdeutschland","weiblich","1167","","",""
"Andere","2009","Westdeutschland","maennlich","374","0.064078727008569","0.0581371578942009","0.0700202961229371"
"Andere","2009","Westdeutschland","weiblich","768","0.107617507078889","0.100437416721579","0.1147975974362"
"Andere","2009","Ostdeutschland","maennlich","132","","",""
"Andere","2009","Ostdeutschland","weiblich","147","","",""
"voll erwerbstätig","2010","Westdeutschland","maennlich","5041","0.532601271295404","0.522027407355583","0.543175135235225"
"voll erwerbstätig","2010","Westdeutschland","weiblich","1833","","",""
"voll erwerbstätig","2010","Ostdeutschland","maennlich","1334","","",""
"voll erwerbstätig","2010","Ostdeutschland","weiblich","805","0.276573124415823","0.260521323239686","0.29262492559196"
"Teilzeit","2010","Westdeutschland","maennlich","272","","",""
"Teilzeit","2010","Westdeutschland","weiblich","2218","","",""
"Teilzeit","2010","Ostdeutschland","maennlich","81","0.0324586427174191","0.0255573500876193","0.0393599353472188"
"Teilzeit","2010","Ostdeutschland","weiblich","481","0.144975471872222","0.132340973127561","0.157609970616883"
"nicht erwerbstätig","2010","Westdeutschland","maennlich","2714","","",""
"nicht erwerbstätig","2010","Westdeutschland","weiblich","5036","0.48282539154633","0.473154832942698","0.492495950149962"
"nicht erwerbstätig","2010","Ostdeutschland","maennlich","977","0.420129809210399","0.400908293257937","0.43935132516286"
"nicht erwerbstätig","2010","Ostdeutschland","weiblich","1468","","",""
"Andere","2010","Westdeutschland","maennlich","526","0.0682728025084322","0.0629276868537266","0.0736179181631377"
"Andere","2010","Westdeutschland","weiblich","1170","","",""
"Andere","2010","Ostdeutschland","maennlich","141","","",""
"Andere","2010","Ostdeutschland","weiblich","229","","",""
"voll erwerbstätig","2011","Westdeutschland","maennlich","5894","0.542685161285485","0.53301873891007","0.5523515836609"
"voll erwerbstätig","2011","Westdeutschland","weiblich","2409","","",""
"voll erwerbstätig","2011","Ostdeutschland","maennlich","1530","","",""
"voll erwerbstätig","2011","Ostdeutschland","weiblich","980","0.287395978290281","0.272319088190342","0.30247286839022"
"Teilzeit","2011","Westdeutschland","maennlich","305","0.0318718216438361","0.0284633944521955","0.0352802488354767"
"Teilzeit","2011","Westdeutschland","weiblich","2946","","",""
"Teilzeit","2011","Ostdeutschland","maennlich","82","0.0224267557821842","0.0170590146449085","0.0277944969194599"
"Teilzeit","2011","Ostdeutschland","weiblich","605","0.141387387071925","0.129779551232175","0.152995222911674"
"nicht erwerbstätig","2011","Westdeutschland","maennlich","3440","0.365604675929685","0.356259876054978","0.374949475804391"
"nicht erwerbstätig","2011","Westdeutschland","weiblich","5613","0.484001373326957","0.475172568482987","0.492830178170928"
"nicht erwerbstätig","2011","Ostdeutschland","maennlich","1155","","",""
"nicht erwerbstätig","2011","Ostdeutschland","weiblich","1634","","",""
"Andere","2011","Westdeutschland","maennlich","564","0.0598383411409945","0.0552360383459616","0.0644406439360275"
"Andere","2011","Westdeutschland","weiblich","1340","","",""
"Andere","2011","Ostdeutschland","maennlich","156","","",""
"Andere","2011","Ostdeutschland","weiblich","242","","",""
"voll erwerbstätig","2012","Westdeutschland","maennlich","5622","0.543556638430391","0.533771050164404","0.553342226696378"
"voll erwerbstätig","2012","Westdeutschland","weiblich","2442","","",""
"voll erwerbstätig","2012","Ostdeutschland","maennlich","1459","","",""
"voll erwerbstätig","2012","Ostdeutschland","weiblich","964","0.282501219212992","0.267332334144362","0.297670104281622"
"Teilzeit","2012","Westdeutschland","maennlich","330","0.0315701853277075","0.0281350509527587","0.0350053197026563"
"Teilzeit","2012","Westdeutschland","weiblich","2913","","",""
"Teilzeit","2012","Ostdeutschland","maennlich","90","0.0267568612884407","0.0208426976966199","0.0326710248802615"
"Teilzeit","2012","Ostdeutschland","weiblich","614","0.146390703409281","0.134480498571047","0.158300908247515"
"nicht erwerbstätig","2012","Westdeutschland","maennlich","3358","0.361789379906628","0.352349183946436","0.37122957586682"
"nicht erwerbstätig","2012","Westdeutschland","weiblich","5265","0.473932719962166","0.46498697952914","0.482878460395192"
"nicht erwerbstätig","2012","Ostdeutschland","maennlich","1147","","",""
"nicht erwerbstätig","2012","Ostdeutschland","weiblich","1571","","",""
"Andere","2012","Westdeutschland","maennlich","643","0.0630837963352737","0.0583076197580649","0.0678599729124825"
"Andere","2012","Westdeutschland","weiblich","1348","","",""
"Andere","2012","Ostdeutschland","maennlich","164","","",""
"Andere","2012","Ostdeutschland","weiblich","235","","",""
"voll erwerbstätig","2013","Westdeutschland","maennlich","6467","0.531278210362343","0.522126640765141","0.540429779959545"
"voll erwerbstätig","2013","Westdeutschland","weiblich","2822","","",""
"voll erwerbstätig","2013","Ostdeutschland","maennlich","1438","","",""
"voll erwerbstätig","2013","Ostdeutschland","weiblich","936","0.28291407117798","0.267711495203191","0.29811664715277"
"Teilzeit","2013","Westdeutschland","maennlich","393","0.031362904947977","0.0281664712358306","0.0345593386601235"
"Teilzeit","2013","Westdeutschland","weiblich","3290","0.187035915882804","0.180470766997328","0.193601064768281"
"Teilzeit","2013","Ostdeutschland","maennlich","113","","",""
"Teilzeit","2013","Ostdeutschland","weiblich","660","0.165488910740814","0.152945812817377","0.178032008664251"
"nicht erwerbstätig","2013","Westdeutschland","maennlich","3703","0.36830838008593","0.359462615624942","0.377154144546918"
"nicht erwerbstätig","2013","Westdeutschland","weiblich","5705","0.471099301547354","0.462695230892221","0.479503372202486"
"nicht erwerbstätig","2013","Ostdeutschland","maennlich","1095","","",""
"nicht erwerbstätig","2013","Ostdeutschland","weiblich","1526","","",""
"Andere","2013","Westdeutschland","maennlich","859","0.0690505046037497","0.0644008199258414","0.0737001892816579"
"Andere","2013","Westdeutschland","weiblich","1735","","",""
"Andere","2013","Ostdeutschland","maennlich","184","","",""
"Andere","2013","Ostdeutschland","weiblich","250","","",""
"voll erwerbstätig","2014","Westdeutschland","maennlich","5608","0.526435457722513","0.516712340454243","0.536158574990783"
"voll erwerbstätig","2014","Westdeutschland","weiblich","2473","","",""
"voll erwerbstätig","2014","Ostdeutschland","maennlich","1283","","",""
"voll erwerbstätig","2014","Ostdeutschland","weiblich","862","0.280786258081019","0.264913216293124","0.296659299868914"
"Teilzeit","2014","Westdeutschland","maennlich","358","0.0377930548709263","0.0340795533083606","0.041506556433492"
"Teilzeit","2014","Westdeutschland","weiblich","2872","","",""
"Teilzeit","2014","Ostdeutschland","maennlich","101","","",""
"Teilzeit","2014","Ostdeutschland","weiblich","572","0.161092654350036","0.148107769163319","0.174077539536752"
"nicht erwerbstätig","2014","Westdeutschland","maennlich","3359","0.36045237692646","0.35110254595203","0.36980220790089"
"nicht erwerbstätig","2014","Westdeutschland","weiblich","4917","0.462347008724068","0.453370537329679","0.471323480118457"
"nicht erwerbstätig","2014","Ostdeutschland","maennlich","1023","","",""
"nicht erwerbstätig","2014","Ostdeutschland","weiblich","1440","","",""
"Andere","2014","Westdeutschland","maennlich","805","0.0753191104801006","0.0701799533015195","0.0804582676586817"
"Andere","2014","Westdeutschland","weiblich","1589","","",""
"Andere","2014","Ostdeutschland","maennlich","181","","",""
"Andere","2014","Ostdeutschland","weiblich","205","","",""
"voll erwerbstätig","2015","Westdeutschland","maennlich","5576","0.52390839741284","0.514156773311474","0.533660021514207"
"voll erwerbstätig","2015","Westdeutschland","weiblich","2467","","",""
"voll erwerbstätig","2015","Ostdeutschland","maennlich","1228","","",""
"voll erwerbstätig","2015","Ostdeutschland","weiblich","825","0.275301902177381","0.259281022597348","0.291322781757413"
"Teilzeit","2015","Westdeutschland","maennlich","388","0.0374653839583402","0.0337574901812851","0.0411732777353952"
"Teilzeit","2015","Westdeutschland","weiblich","2898","","",""
"Teilzeit","2015","Ostdeutschland","maennlich","105","","",""
"Teilzeit","2015","Ostdeutschland","weiblich","560","0.177383130840622","0.163681945130462","0.191084316550782"
"nicht erwerbstätig","2015","Westdeutschland","maennlich","3315","0.360198603454238","0.350825193411344","0.369572013497132"
"nicht erwerbstätig","2015","Westdeutschland","weiblich","4943","0.455963668013834","0.446965814244171","0.464961521783496"
"nicht erwerbstätig","2015","Ostdeutschland","maennlich","1013","","",""
"nicht erwerbstätig","2015","Ostdeutschland","weiblich","1375","","",""
"Andere","2015","Westdeutschland","maennlich","797","0.0784276151745818","0.0731782928275793","0.0836769375215844"
"Andere","2015","Westdeutschland","weiblich","1462","","",""
"Andere","2015","Ostdeutschland","maennlich","164","","",""
"Andere","2015","Ostdeutschland","weiblich","226","","",""
"voll erwerbstätig","2016","Westdeutschland","maennlich","4996","0.523113618211801","0.513561106969898","0.532666129453705"
"voll erwerbstätig","2016","Westdeutschland","weiblich","2314","","",""
"voll erwerbstätig","2016","Ostdeutschland","maennlich","1138","","",""
"voll erwerbstätig","2016","Ostdeutschland","weiblich","803","0.281478529597258","0.265391151876038","0.297565907318477"
"Teilzeit","2016","Westdeutschland","maennlich","425","0.0404987881747513","0.0367286621999124","0.0442689141495901"
"Teilzeit","2016","Westdeutschland","weiblich","2725","","",""
"Teilzeit","2016","Ostdeutschland","maennlich","123","","",""
"Teilzeit","2016","Ostdeutschland","weiblich","544","0.176273256029357","0.162642261495974","0.189904250562739"
"nicht erwerbstätig","2016","Westdeutschland","maennlich","4271","0.360835313404673","0.351650443970778","0.370020182838568"
"nicht erwerbstätig","2016","Westdeutschland","weiblich","5308","0.448773475931043","0.439744219951789","0.457802731910298"
"nicht erwerbstätig","2016","Ostdeutschland","maennlich","1202","","",""
"nicht erwerbstätig","2016","Ostdeutschland","weiblich","1455","","",""
"Andere","2016","Westdeutschland","maennlich","810","0.075552280208774","0.0704977936044738","0.0806067668130742"
"Andere","2016","Westdeutschland","weiblich","1309","","",""
"Andere","2016","Ostdeutschland","maennlich","174","","",""
"Andere","2016","Ostdeutschland","weiblich","200","","",""
"voll erwerbstätig","2017","Westdeutschland","maennlich","5722","0.528831620778421","0.519855164377683","0.537808077179159"
"voll erwerbstätig","2017","Westdeutschland","weiblich","2619","","",""
"voll erwerbstätig","2017","Ostdeutschland","maennlich","1340","","",""
"voll erwerbstätig","2017","Ostdeutschland","weiblich","947","0.301993385622626","0.286387775570145","0.317598995675107"
"Teilzeit","2017","Westdeutschland","maennlich","496","0.0378481963950292","0.0344165499007576","0.0412798428893008"
"Teilzeit","2017","Westdeutschland","weiblich","3117","0.20894510464931","0.201955069483608","0.215935139815013"
"Teilzeit","2017","Ostdeutschland","maennlich","140","","",""
"Teilzeit","2017","Ostdeutschland","weiblich","580","0.169978276823939","0.157211134296457","0.182745419351422"
"nicht erwerbstätig","2017","Westdeutschland","maennlich","4717","0.35692414436795","0.348308709262494","0.365539579473406"
"nicht erwerbstätig","2017","Westdeutschland","weiblich","5859","0.439558176810976","0.431024554856592","0.44809179876536"
"nicht erwerbstätig","2017","Ostdeutschland","maennlich","1272","","",""
"nicht erwerbstätig","2017","Ostdeutschland","weiblich","1584","","",""
"Andere","2017","Westdeutschland","maennlich","944","0.0763960384585992","0.0716192450080905","0.0811728319091079"
"Andere","2017","Westdeutschland","weiblich","1400","","",""
"Andere","2017","Ostdeutschland","maennlich","191","","",""
"Andere","2017","Ostdeutschland","weiblich","214","","",""
"voll erwerbstätig","2018","Westdeutschland","maennlich","5463","0.532950144694594","0.523749253678315","0.542151035710873"
"voll erwerbstätig","2018","Westdeutschland","weiblich","2570","","",""
"voll erwerbstätig","2018","Ostdeutschland","maennlich","1318","","",""
"voll erwerbstätig","2018","Ostdeutschland","weiblich","901","0.294000489688692","0.278315479602614","0.309685499774771"
"Teilzeit","2018","Westdeutschland","maennlich","603","0.0483964436986474","0.044438772353878","0.0523541150434168"
"Teilzeit","2018","Westdeutschland","weiblich","3008","0.214355108388652","0.207117799735864","0.221592417041439"
"Teilzeit","2018","Ostdeutschland","maennlich","162","","",""
"Teilzeit","2018","Ostdeutschland","weiblich","589","0.172508369013386","0.159500820176151","0.185515917850622"
"nicht erwerbstätig","2018","Westdeutschland","maennlich","4259","0.34275838664099","0.334005293598599","0.351511479683381"
"nicht erwerbstätig","2018","Westdeutschland","weiblich","5473","0.436596422811605","0.427849668721872","0.445343176901337"
"nicht erwerbstätig","2018","Ostdeutschland","maennlich","1195","","",""
"nicht erwerbstätig","2018","Ostdeutschland","weiblich","1527","","",""
"Andere","2018","Westdeutschland","maennlich","970","0.0758950249657682","0.0710110629049185","0.0807789870266179"
"Andere","2018","Westdeutschland","weiblich","1300","","",""
"Andere","2018","Ostdeutschland","maennlich","209","","",""
"Andere","2018","Ostdeutschland","weiblich","224","","",""
"voll erwerbstätig","2019","Westdeutschland","maennlich","6052","0.538962692925158","0.529870268467188","0.548055117383128"
"voll erwerbstätig","2019","Westdeutschland","weiblich","2660","","",""
"voll erwerbstätig","2019","Ostdeutschland","maennlich","1496","","",""
"voll erwerbstätig","2019","Ostdeutschland","weiblich","961","0.305726374164285","0.289660473969581","0.32179227435899"
"Teilzeit","2019","Westdeutschland","maennlich","673","0.0542938688755673","0.0501606746723473","0.0584270630787873"
"Teilzeit","2019","Westdeutschland","weiblich","3027","0.228377819307634","0.220843427348384","0.235912211266884"
"Teilzeit","2019","Ostdeutschland","maennlich","151","","",""
"Teilzeit","2019","Ostdeutschland","weiblich","581","0.177822778254707","0.164489108513292","0.191156447996121"
"nicht erwerbstätig","2019","Westdeutschland","maennlich","3898","0.3384024355197","0.329771735869407","0.347033135169992"
"nicht erwerbstätig","2019","Westdeutschland","weiblich","5014","0.431143869292431","0.422255313022157","0.440032425562704"
"nicht erwerbstätig","2019","Ostdeutschland","maennlich","1108","","",""
"nicht erwerbstätig","2019","Ostdeutschland","weiblich","1404","","",""
"Andere","2019","Westdeutschland","maennlich","923","0.0683410026795747","0.0637384212713413","0.072943584087808"
"Andere","2019","Westdeutschland","weiblich","1224","","",""
"Andere","2019","Ostdeutschland","maennlich","199","","",""
"Andere","2019","Ostdeutschland","weiblich","213","","",""
"voll erwerbstätig","2020","Westdeutschland","maennlich","6453","0.537266681723367","0.528343362929849","0.546190000516884"
"voll erwerbstätig","2020","Westdeutschland","weiblich","2879","","",""
"voll erwerbstätig","2020","Ostdeutschland","maennlich","1436","","",""
"voll erwerbstätig","2020","Ostdeutschland","weiblich","907","0.305037996130943","0.288684449917407","0.321391542344479"
"Teilzeit","2020","Westdeutschland","maennlich","653","0.0505521949542774","0.046631422622386","0.0544729672861687"
"Teilzeit","2020","Westdeutschland","weiblich","2946","","",""
"Teilzeit","2020","Ostdeutschland","maennlich","192","","",""
"Teilzeit","2020","Ostdeutschland","weiblich","560","0.185852355663589","0.172036109485203","0.199668601841975"
"nicht erwerbstätig","2020","Westdeutschland","maennlich","3917","0.343000440479584","0.3345048034959","0.351496077463268"
"nicht erwerbstätig","2020","Westdeutschland","weiblich","5078","0.435363992930615","0.426510407657283","0.444217578203946"
"nicht erwerbstätig","2020","Ostdeutschland","maennlich","1112","","",""
"nicht erwerbstätig","2020","Ostdeutschland","weiblich","1367","","",""
"Andere","2020","Westdeutschland","maennlich","971","0.0691806828427721","0.0646392678985719","0.0737220977869724"
"Andere","2020","Westdeutschland","weiblich","1144","","",""
"Andere","2020","Ostdeutschland","maennlich","168","","",""
"Andere","2020","Ostdeutschland","weiblich","211","","",""
