"erwst","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1993","direkter Migrationshintergrund","Laendlicher Raum","7","0.0208055343379471","0.00702318051116077","0.0345878881647334"
"Andere","1993","indirekter Migrationshintergrund","Staedtischer Raum","88","0.226782013248563","0.185381369597858","0.268182656899269"
"Andere","1993","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Andere","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1994","kein Migrationshintergrund","Staedtischer Raum","2823","","",""
"voll erwerbstätig","1994","kein Migrationshintergrund","Laendlicher Raum","1843","","",""
"voll erwerbstätig","1994","direkter Migrationshintergrund","Staedtischer Raum","968","0.459674246560065","0.437683626826091","0.481664866294039"
"voll erwerbstätig","1994","direkter Migrationshintergrund","Laendlicher Raum","180","","",""
"voll erwerbstätig","1994","indirekter Migrationshintergrund","Staedtischer Raum","146","","",""
"voll erwerbstätig","1994","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"voll erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1994","kein Migrationshintergrund","Staedtischer Raum","467","0.0744104030315904","0.067802347627774","0.0810184584354068"
"Teilzeit","1994","kein Migrationshintergrund","Laendlicher Raum","259","","",""
"Teilzeit","1994","direkter Migrationshintergrund","Staedtischer Raum","124","","",""
"Teilzeit","1994","direkter Migrationshintergrund","Laendlicher Raum","15","","",""
"Teilzeit","1994","indirekter Migrationshintergrund","Staedtischer Raum","14","","",""
"Teilzeit","1994","indirekter Migrationshintergrund","Laendlicher Raum","4","0.0400157527457214","-0.00494506584410048","0.0849765713355433"
"Teilzeit","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","Staedtischer Raum","2490","","",""
"nicht erwerbstätig","1994","kein Migrationshintergrund","Laendlicher Raum","1627","","",""
"nicht erwerbstätig","1994","direkter Migrationshintergrund","Staedtischer Raum","819","0.445451769240134","0.423520965190483","0.467382573289785"
"nicht erwerbstätig","1994","direkter Migrationshintergrund","Laendlicher Raum","181","","",""
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","Staedtischer Raum","174","","",""
"nicht erwerbstätig","1994","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1994","kein Migrationshintergrund","Staedtischer Raum","279","","",""
"Andere","1994","kein Migrationshintergrund","Laendlicher Raum","236","","",""
"Andere","1994","direkter Migrationshintergrund","Staedtischer Raum","62","0.0339121367025802","0.0259253802991897","0.0418988931059708"
"Andere","1994","direkter Migrationshintergrund","Laendlicher Raum","9","0.03540386297321","0.0169445381921283","0.0538631877542916"
"Andere","1994","indirekter Migrationshintergrund","Staedtischer Raum","84","0.189063949866619","0.151527117815166","0.226600781918073"
"Andere","1994","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Andere","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1995","kein Migrationshintergrund","Staedtischer Raum","2761","","",""
"voll erwerbstätig","1995","kein Migrationshintergrund","Laendlicher Raum","1921","","",""
"voll erwerbstätig","1995","direkter Migrationshintergrund","Staedtischer Raum","1071","","",""
"voll erwerbstätig","1995","direkter Migrationshintergrund","Laendlicher Raum","200","","",""
"voll erwerbstätig","1995","indirekter Migrationshintergrund","Staedtischer Raum","157","","",""
"voll erwerbstätig","1995","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"voll erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1995","kein Migrationshintergrund","Staedtischer Raum","503","0.0783116549248424","0.0714955081674084","0.0851278016822764"
"Teilzeit","1995","kein Migrationshintergrund","Laendlicher Raum","279","","",""
"Teilzeit","1995","direkter Migrationshintergrund","Staedtischer Raum","142","","",""
"Teilzeit","1995","direkter Migrationshintergrund","Laendlicher Raum","29","","",""
"Teilzeit","1995","indirekter Migrationshintergrund","Staedtischer Raum","18","","",""
"Teilzeit","1995","indirekter Migrationshintergrund","Laendlicher Raum","5","0.066082376388703","0.0105942781944488","0.121570474582957"
"Teilzeit","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","Staedtischer Raum","2407","","",""
"nicht erwerbstätig","1995","kein Migrationshintergrund","Laendlicher Raum","1587","","",""
"nicht erwerbstätig","1995","direkter Migrationshintergrund","Staedtischer Raum","1014","","",""
"nicht erwerbstätig","1995","direkter Migrationshintergrund","Laendlicher Raum","223","","",""
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","Staedtischer Raum","170","","",""
"nicht erwerbstätig","1995","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1995","kein Migrationshintergrund","Staedtischer Raum","297","","",""
"Andere","1995","kein Migrationshintergrund","Laendlicher Raum","242","","",""
"Andere","1995","direkter Migrationshintergrund","Staedtischer Raum","81","0.0403922360627125","0.0323601932772468","0.0484242788481783"
"Andere","1995","direkter Migrationshintergrund","Laendlicher Raum","21","","",""
"Andere","1995","indirekter Migrationshintergrund","Staedtischer Raum","83","0.19295362173192","0.155568231320114","0.230339012143726"
"Andere","1995","indirekter Migrationshintergrund","Laendlicher Raum","21","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1996","kein Migrationshintergrund","Staedtischer Raum","2703","","",""
"voll erwerbstätig","1996","kein Migrationshintergrund","Laendlicher Raum","1853","","",""
"voll erwerbstätig","1996","direkter Migrationshintergrund","Staedtischer Raum","944","0.402026219749804","0.381247874475762","0.422804565023847"
"voll erwerbstätig","1996","direkter Migrationshintergrund","Laendlicher Raum","196","","",""
"voll erwerbstätig","1996","indirekter Migrationshintergrund","Staedtischer Raum","175","","",""
"voll erwerbstätig","1996","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1996","kein Migrationshintergrund","Staedtischer Raum","538","0.0846291606074681","0.0775361718775281","0.0917221493374081"
"Teilzeit","1996","kein Migrationshintergrund","Laendlicher Raum","299","","",""
"Teilzeit","1996","direkter Migrationshintergrund","Staedtischer Raum","166","","",""
"Teilzeit","1996","direkter Migrationshintergrund","Laendlicher Raum","28","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","Staedtischer Raum","17","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","Laendlicher Raum","6","0.0699656905097947","0.0169694411194379","0.122961939900151"
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","Staedtischer Raum","2376","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","Laendlicher Raum","1618","","",""
"nicht erwerbstätig","1996","direkter Migrationshintergrund","Staedtischer Raum","952","0.482048385572239","0.46087293740929","0.503223833735187"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","Laendlicher Raum","219","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","Staedtischer Raum","189","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","Laendlicher Raum","39","0.420964967828145","0.318393047695936","0.523536887960354"
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1996","kein Migrationshintergrund","Staedtischer Raum","298","","",""
"Andere","1996","kein Migrationshintergrund","Laendlicher Raum","219","","",""
"Andere","1996","direkter Migrationshintergrund","Staedtischer Raum","77","0.0425634814824332","0.0340085553331416","0.0511184076317247"
"Andere","1996","direkter Migrationshintergrund","Laendlicher Raum","16","","",""
"Andere","1996","indirekter Migrationshintergrund","Staedtischer Raum","75","0.17581913472532","0.140880172387519","0.210758097063122"
"Andere","1996","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1997","kein Migrationshintergrund","Staedtischer Raum","2610","","",""
"voll erwerbstätig","1997","kein Migrationshintergrund","Laendlicher Raum","1830","","",""
"voll erwerbstätig","1997","direkter Migrationshintergrund","Staedtischer Raum","893","0.404930404447607","0.383634275744277","0.426226533150937"
"voll erwerbstätig","1997","direkter Migrationshintergrund","Laendlicher Raum","185","","",""
"voll erwerbstätig","1997","indirekter Migrationshintergrund","Staedtischer Raum","179","","",""
"voll erwerbstätig","1997","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1997","kein Migrationshintergrund","Staedtischer Raum","525","0.0861733688828553","0.0789737602274131","0.0933729775382975"
"Teilzeit","1997","kein Migrationshintergrund","Laendlicher Raum","268","","",""
"Teilzeit","1997","direkter Migrationshintergrund","Staedtischer Raum","138","","",""
"Teilzeit","1997","direkter Migrationshintergrund","Laendlicher Raum","22","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","Staedtischer Raum","28","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","Staedtischer Raum","2415","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","Laendlicher Raum","1640","","",""
"nicht erwerbstätig","1997","direkter Migrationshintergrund","Staedtischer Raum","945","0.485572345509995","0.463889528001335","0.507255163018655"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","Laendlicher Raum","208","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","Staedtischer Raum","187","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","Laendlicher Raum","35","0.419028398990157","0.314749113665752","0.523307684314563"
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1997","kein Migrationshintergrund","Staedtischer Raum","286","","",""
"Andere","1997","kein Migrationshintergrund","Laendlicher Raum","214","","",""
"Andere","1997","direkter Migrationshintergrund","Staedtischer Raum","65","0.0361142208164625","0.0280199356702195","0.0442085059627055"
"Andere","1997","direkter Migrationshintergrund","Laendlicher Raum","15","","",""
"Andere","1997","indirekter Migrationshintergrund","Staedtischer Raum","88","0.197057528817594","0.161546496042228","0.23256856159296"
"Andere","1997","indirekter Migrationshintergrund","Laendlicher Raum","14","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1998","kein Migrationshintergrund","Staedtischer Raum","2990","","",""
"voll erwerbstätig","1998","kein Migrationshintergrund","Laendlicher Raum","1981","","",""
"voll erwerbstätig","1998","direkter Migrationshintergrund","Staedtischer Raum","870","0.423089451243903","0.401350049127681","0.444828853360125"
"voll erwerbstätig","1998","direkter Migrationshintergrund","Laendlicher Raum","162","","",""
"voll erwerbstätig","1998","indirekter Migrationshintergrund","Staedtischer Raum","191","","",""
"voll erwerbstätig","1998","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1998","kein Migrationshintergrund","Staedtischer Raum","609","0.087733786993344","0.080995245338804","0.0944723286478841"
"Teilzeit","1998","kein Migrationshintergrund","Laendlicher Raum","309","0.0712812332448185","0.0637385817351121","0.0788238847545249"
"Teilzeit","1998","direkter Migrationshintergrund","Staedtischer Raum","137","","",""
"Teilzeit","1998","direkter Migrationshintergrund","Laendlicher Raum","24","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","Staedtischer Raum","23","","",""
"Teilzeit","1998","indirekter Migrationshintergrund","Laendlicher Raum","8","0.0955722016794246","0.0358192500178052","0.155325153341044"
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","Staedtischer Raum","2844","","",""
"nicht erwerbstätig","1998","kein Migrationshintergrund","Laendlicher Raum","1900","","",""
"nicht erwerbstätig","1998","direkter Migrationshintergrund","Staedtischer Raum","908","0.463734477116142","0.441791179770161","0.485677774462124"
"nicht erwerbstätig","1998","direkter Migrationshintergrund","Laendlicher Raum","214","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","Staedtischer Raum","205","","",""
"nicht erwerbstätig","1998","indirekter Migrationshintergrund","Laendlicher Raum","38","0.443184859914963","0.342223639359645","0.54414608047028"
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1998","kein Migrationshintergrund","Staedtischer Raum","328","0.0407732172152831","0.0360626866874662","0.0454837477430999"
"Andere","1998","kein Migrationshintergrund","Laendlicher Raum","280","","",""
"Andere","1998","direkter Migrationshintergrund","Staedtischer Raum","69","0.037493703089729","0.0291346282259666","0.0458527779534913"
"Andere","1998","direkter Migrationshintergrund","Laendlicher Raum","15","","",""
"Andere","1998","indirekter Migrationshintergrund","Staedtischer Raum","86","0.170352081685852","0.137563469251154","0.20314069412055"
"Andere","1998","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1999","kein Migrationshintergrund","Staedtischer Raum","2916","","",""
"voll erwerbstätig","1999","kein Migrationshintergrund","Laendlicher Raum","1950","","",""
"voll erwerbstätig","1999","direkter Migrationshintergrund","Staedtischer Raum","795","0.424246076008787","0.401676123336301","0.446816028681273"
"voll erwerbstätig","1999","direkter Migrationshintergrund","Laendlicher Raum","142","","",""
"voll erwerbstätig","1999","indirekter Migrationshintergrund","Staedtischer Raum","212","","",""
"voll erwerbstätig","1999","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1999","kein Migrationshintergrund","Staedtischer Raum","586","0.083437619144688","0.0767168374251079","0.0901584008642681"
"Teilzeit","1999","kein Migrationshintergrund","Laendlicher Raum","346","0.0774633751328755","0.0695293227434753","0.0853974275222757"
"Teilzeit","1999","direkter Migrationshintergrund","Staedtischer Raum","131","","",""
"Teilzeit","1999","direkter Migrationshintergrund","Laendlicher Raum","22","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","Staedtischer Raum","22","","",""
"Teilzeit","1999","indirekter Migrationshintergrund","Laendlicher Raum","9","0.111480996364398","0.0453473839262505","0.177614608802545"
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","Staedtischer Raum","2602","","",""
"nicht erwerbstätig","1999","kein Migrationshintergrund","Laendlicher Raum","1769","","",""
"nicht erwerbstätig","1999","direkter Migrationshintergrund","Staedtischer Raum","842","0.454672595324475","0.431933073447827","0.477412117201123"
"nicht erwerbstätig","1999","direkter Migrationshintergrund","Laendlicher Raum","175","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","Staedtischer Raum","191","","",""
"nicht erwerbstätig","1999","indirekter Migrationshintergrund","Laendlicher Raum","37","0.444966351304684","0.340539614665585","0.549393087943783"
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1999","kein Migrationshintergrund","Staedtischer Raum","400","0.0572996388903417","0.0516513018439568","0.0629479759367266"
"Andere","1999","kein Migrationshintergrund","Laendlicher Raum","296","","",""
"Andere","1999","direkter Migrationshintergrund","Staedtischer Raum","74","0.0457749343561134","0.0362306679446853","0.0553192007675415"
"Andere","1999","direkter Migrationshintergrund","Laendlicher Raum","23","","",""
"Andere","1999","indirekter Migrationshintergrund","Staedtischer Raum","93","0.195844215099719","0.161669202742127","0.23001922745731"
"Andere","1999","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Andere","1999","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1999","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2000","kein Migrationshintergrund","Staedtischer Raum","5133","0.405122098743991","0.396432299549327","0.413811897938656"
"voll erwerbstätig","2000","kein Migrationshintergrund","Laendlicher Raum","3259","0.402248950268755","0.391312136279063","0.413185764258446"
"voll erwerbstätig","2000","direkter Migrationshintergrund","Staedtischer Raum","1135","","",""
"voll erwerbstätig","2000","direkter Migrationshintergrund","Laendlicher Raum","222","","",""
"voll erwerbstätig","2000","indirekter Migrationshintergrund","Staedtischer Raum","277","","",""
"voll erwerbstätig","2000","indirekter Migrationshintergrund","Laendlicher Raum","36","0.326694813646158","0.242072637930331","0.411316989361985"
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2000","kein Migrationshintergrund","Staedtischer Raum","1250","","",""
"Teilzeit","2000","kein Migrationshintergrund","Laendlicher Raum","645","0.0797639573773149","0.0737211860709706","0.0858067286836592"
"Teilzeit","2000","direkter Migrationshintergrund","Staedtischer Raum","240","","",""
"Teilzeit","2000","direkter Migrationshintergrund","Laendlicher Raum","46","0.0811987033161392","0.0592147349211827","0.103182671711096"
"Teilzeit","2000","indirekter Migrationshintergrund","Staedtischer Raum","42","0.0690473172248125","0.0503189908163749","0.0877756436332502"
"Teilzeit","2000","indirekter Migrationshintergrund","Laendlicher Raum","9","0.0994975879923861","0.0454898728985775","0.153505303086195"
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2000","kein Migrationshintergrund","Staedtischer Raum","5190","0.446661730604809","0.437861631121185","0.455461830088433"
"nicht erwerbstätig","2000","kein Migrationshintergrund","Laendlicher Raum","3299","0.457166534231951","0.44605551971158","0.468277548752321"
"nicht erwerbstätig","2000","direkter Migrationshintergrund","Staedtischer Raum","1213","","",""
"nicht erwerbstätig","2000","direkter Migrationshintergrund","Laendlicher Raum","291","","",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Staedtischer Raum","276","","",""
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Laendlicher Raum","55","0.454682205386955","0.364838862842089","0.544525547931821"
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2000","kein Migrationshintergrund","Staedtischer Raum","687","0.0534765920691732","0.049494141474351","0.0574590426639954"
"Andere","2000","kein Migrationshintergrund","Laendlicher Raum","519","0.06082055812198","0.0554898772744342","0.0661512389695258"
"Andere","2000","direkter Migrationshintergrund","Staedtischer Raum","124","","",""
"Andere","2000","direkter Migrationshintergrund","Laendlicher Raum","34","0.0573558713189521","0.0386411412006305","0.0760706014372736"
"Andere","2000","indirekter Migrationshintergrund","Staedtischer Raum","109","","",""
"Andere","2000","indirekter Migrationshintergrund","Laendlicher Raum","18","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2000","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2001","kein Migrationshintergrund","Staedtischer Raum","4659","0.403063443712601","0.393987277176641","0.412139610248561"
"voll erwerbstätig","2001","kein Migrationshintergrund","Laendlicher Raum","2899","","",""
"voll erwerbstätig","2001","direkter Migrationshintergrund","Staedtischer Raum","1010","","",""
"voll erwerbstätig","2001","direkter Migrationshintergrund","Laendlicher Raum","192","","",""
"voll erwerbstätig","2001","indirekter Migrationshintergrund","Staedtischer Raum","267","","",""
"voll erwerbstätig","2001","indirekter Migrationshintergrund","Laendlicher Raum","32","0.362161678756772","0.269342861527091","0.454980495986453"
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2001","kein Migrationshintergrund","Staedtischer Raum","1160","","",""
"Teilzeit","2001","kein Migrationshintergrund","Laendlicher Raum","599","0.0830924489054107","0.0766351034069229","0.0895497944038986"
"Teilzeit","2001","direkter Migrationshintergrund","Staedtischer Raum","221","","",""
"Teilzeit","2001","direkter Migrationshintergrund","Laendlicher Raum","38","0.0649389590289486","0.0439004273611353","0.085977490696762"
"Teilzeit","2001","indirekter Migrationshintergrund","Staedtischer Raum","31","0.0510213995256571","0.0342721358309939","0.0677706632203203"
"Teilzeit","2001","indirekter Migrationshintergrund","Laendlicher Raum","8","0.0664142308486328","0.0183261811406027","0.114502280556663"
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","Staedtischer Raum","4694","0.442784944531472","0.433594013514703","0.451975875548241"
"nicht erwerbstätig","2001","kein Migrationshintergrund","Laendlicher Raum","3047","0.463522760528954","0.451856769109662","0.475188751948245"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Staedtischer Raum","1045","","",""
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Laendlicher Raum","254","","",""
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Staedtischer Raum","263","","",""
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Laendlicher Raum","44","0.410997487061571","0.315979103989174","0.506015870133967"
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","2001","kein Migrationshintergrund","Staedtischer Raum","707","0.0589794077254452","0.0546202615783438","0.0633385538725465"
"Andere","2001","kein Migrationshintergrund","Laendlicher Raum","474","0.0590753045581911","0.0535597283696162","0.0645908807467659"
"Andere","2001","direkter Migrationshintergrund","Staedtischer Raum","113","","",""
"Andere","2001","direkter Migrationshintergrund","Laendlicher Raum","43","0.0752357317286902","0.0527156284226049","0.0977558350347756"
"Andere","2001","indirekter Migrationshintergrund","Staedtischer Raum","102","","",""
"Andere","2001","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","2002","kein Migrationshintergrund","Staedtischer Raum","5178","0.386735599809745","0.378117884149096","0.395353315470395"
"voll erwerbstätig","2002","kein Migrationshintergrund","Laendlicher Raum","2951","","",""
"voll erwerbstätig","2002","direkter Migrationshintergrund","Staedtischer Raum","947","0.392622098397867","0.372660492883497","0.412583703912237"
"voll erwerbstätig","2002","direkter Migrationshintergrund","Laendlicher Raum","177","","",""
"voll erwerbstätig","2002","indirekter Migrationshintergrund","Staedtischer Raum","267","","",""
"voll erwerbstätig","2002","indirekter Migrationshintergrund","Laendlicher Raum","32","0.310487619162712","0.220251464055148","0.400723774270275"
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","2002","kein Migrationshintergrund","Staedtischer Raum","1338","","",""
"Teilzeit","2002","kein Migrationshintergrund","Laendlicher Raum","650","0.0844654100026254","0.0780371908412129","0.0908936291640379"
"Teilzeit","2002","direkter Migrationshintergrund","Staedtischer Raum","205","","",""
"Teilzeit","2002","direkter Migrationshintergrund","Laendlicher Raum","35","0.0842825444215964","0.0598829287781259","0.108682160065067"
"Teilzeit","2002","indirekter Migrationshintergrund","Staedtischer Raum","48","0.0785444562090357","0.0581889553369864","0.098899957081085"
"Teilzeit","2002","indirekter Migrationshintergrund","Laendlicher Raum","7","0.0697249383534543","0.0200557385902711","0.119394138116637"
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","Staedtischer Raum","4980","0.459463220934678","0.450644629779019","0.468281812090336"
"nicht erwerbstätig","2002","kein Migrationshintergrund","Laendlicher Raum","3099","0.472382851532089","0.460842464816984","0.483923238247195"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Staedtischer Raum","1025","","",""
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Laendlicher Raum","248","","",""
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Staedtischer Raum","263","","",""
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Laendlicher Raum","40","0.458498766192322","0.361323393475643","0.555674138909"
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
