"year","bildungsniveau","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2018","(Fach-)Abitur","Ostdeutschland","7.84","7.5","584","6","7","9","10","10","7.7","7.98","0","10","8","8"
"2018","(Fach-)Abitur","Westdeutschland","7.72","7.5","3425","5","7","9","10","10","7.66","7.78","0","10","8","8"
"2018","(noch) kein Abschluss","Ostdeutschland","7.29","7.5","126","5","5","9","9","10","6.88","7.7","0","10","7","8"
"2018","(noch) kein Abschluss","Westdeutschland","7.1","6.5","746","4","6","9","10","10","6.93","7.27","0","10","8","8"
"2018","AkademikerIn","Ostdeutschland","7.84","7.5","1386","6","7","9","10","10","7.76","7.92","0","10","8","8"
"2018","AkademikerIn","Westdeutschland","8.09","7.5","4937","6","7","9","10","10","8.05","8.13","0","10","8","8"
"2018","Hauptschule","Ostdeutschland","6.88","6.5","1057","4","6","8","9","10","6.76","7","0","10","7","7"
"2018","Hauptschule","Westdeutschland","7.37","7.5","5701","5","6","9","10","10","7.32","7.42","0","10","8","8"
"2018","Realschule","Ostdeutschland","7.17","7.5","2162","5","6","8","9","10","7.09","7.25","0","10","8","8"
"2018","Realschule","Westdeutschland","7.73","7.5","4474","5","7","9","10","10","7.68","7.78","0","10","8","8"
