year,age_gr,regtyp,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2008,17-29 y.,Rural regions,Easy,0.21259,81,2226,0.21186,0.21332
2008,17-29 y.,Rural regions,Difficult,0.62773,229,2226,0.62686,0.62859
2008,17-29 y.,Rural regions,Almost impossible,0.15969,69,2226,0.15903,0.16034
2008,30-45 y.,Urban regions,Easy,0.14894,72,2226,0.14839,0.14950
2008,30-45 y.,Urban regions,Difficult,0.62928,269,2226,0.62853,0.63003
2008,30-45 y.,Urban regions,Almost impossible,0.22177,86,2226,0.22113,0.22242
2008,30-45 y.,Rural regions,Easy,0.14032,32,2226,0.13951,0.14112
2008,30-45 y.,Rural regions,Difficult,0.57048,129,2226,0.56933,0.57163
2008,30-45 y.,Rural regions,Almost impossible,0.28920,68,2226,0.28815,0.29025
2008,46-65 y.,Urban regions,Difficult,0.61849,152,2226,0.61758,0.61940
2008,46-65 y.,Urban regions,Almost impossible,0.38151,101,2226,0.38060,0.38242
2008,46-65 y.,Rural regions,Difficult,0.56648,116,2226,0.56529,0.56768
2008,46-65 y.,Rural regions,Almost impossible,0.43352,90,2226,0.43232,0.43471
2009,17-29 y.,Urban regions,Easy,0.29603,180,2020,0.29545,0.29660
2009,17-29 y.,Urban regions,Difficult,0.53556,354,2020,0.53494,0.53619
2009,17-29 y.,Urban regions,Almost impossible,0.16841,116,2020,0.16794,0.16888
2009,17-29 y.,Rural regions,Easy,0.27115,83,2020,0.27034,0.27197
2009,17-29 y.,Rural regions,Difficult,0.53492,196,2020,0.53401,0.53584
2009,17-29 y.,Rural regions,Almost impossible,0.19392,53,2020,0.19320,0.19465
2009,30-45 y.,Urban regions,Easy,0.12084,59,2020,0.12033,0.12136
2009,30-45 y.,Urban regions,Difficult,0.66518,247,2020,0.66444,0.66593
2009,30-45 y.,Urban regions,Almost impossible,0.21397,72,2020,0.21333,0.21462
2009,30-45 y.,Rural regions,Easy,0.17202,34,2020,0.17119,0.17285
2009,30-45 y.,Rural regions,Difficult,0.57312,130,2020,0.57203,0.57422
2009,30-45 y.,Rural regions,Almost impossible,0.25486,56,2020,0.25389,0.25582
2009,46-65 y.,Urban regions,Difficult,0.63914,149,2020,0.63826,0.64001
2009,46-65 y.,Urban regions,Almost impossible,0.36086,105,2020,0.35999,0.36174
2009,46-65 y.,Rural regions,Difficult,0.59401,100,2020,0.59279,0.59523
2009,46-65 y.,Rural regions,Almost impossible,0.40599,86,2020,0.40477,0.40721
2010,17-29 y.,Urban regions,Easy,0.27300,285,4299,0.27246,0.27353
2010,17-29 y.,Urban regions,Difficult,0.55130,605,4299,0.55070,0.55190
2010,17-29 y.,Urban regions,Almost impossible,0.17570,218,4299,0.17524,0.17616
2010,17-29 y.,Rural regions,Easy,0.23697,106,4299,0.23615,0.23779
2010,17-29 y.,Rural regions,Difficult,0.63709,343,4299,0.63616,0.63802
2010,17-29 y.,Rural regions,Almost impossible,0.12594,78,4299,0.12530,0.12659
2010,30-45 y.,Urban regions,Easy,0.17832,315,4299,0.17777,0.17886
2010,30-45 y.,Urban regions,Difficult,0.62384,828,4299,0.62315,0.62453
2010,30-45 y.,Urban regions,Almost impossible,0.19784,262,4299,0.19727,0.19841
2010,30-45 y.,Rural regions,Easy,0.14257,139,4299,0.14172,0.14341
2010,30-45 y.,Rural regions,Difficult,0.62447,402,4299,0.62331,0.62564
2010,30-45 y.,Rural regions,Almost impossible,0.23296,151,4299,0.23194,0.23398
2010,46-65 y.,Urban regions,Difficult,0.64432,219,4299,0.64348,0.64516
2010,46-65 y.,Urban regions,Almost impossible,0.35568,124,4299,0.35484,0.35652
2010,46-65 y.,Rural regions,Difficult,0.56515,121,4299,0.56391,0.56640
2010,46-65 y.,Rural regions,Almost impossible,0.43485,103,4299,0.43360,0.43609
2011,17-29 y.,Urban regions,Easy,0.36574,333,4192,0.36512,0.36635
2011,17-29 y.,Urban regions,Difficult,0.49804,555,4192,0.49740,0.49868
2011,17-29 y.,Urban regions,Almost impossible,0.13622,186,4192,0.13579,0.13666
2011,17-29 y.,Rural regions,Easy,0.23426,117,4192,0.23337,0.23515
2011,17-29 y.,Rural regions,Difficult,0.63237,306,4192,0.63136,0.63338
2011,17-29 y.,Rural regions,Almost impossible,0.13337,92,4192,0.13265,0.13408
2011,30-45 y.,Urban regions,Easy,0.22526,273,4192,0.22462,0.22590
2011,30-45 y.,Urban regions,Difficult,0.59293,729,4192,0.59217,0.59368
2011,30-45 y.,Urban regions,Almost impossible,0.18181,232,4192,0.18122,0.18240
2011,30-45 y.,Rural regions,Easy,0.12532,108,4192,0.12452,0.12611
2011,30-45 y.,Rural regions,Difficult,0.67091,404,4192,0.66978,0.67204
2011,30-45 y.,Rural regions,Almost impossible,0.20378,138,4192,0.20281,0.20475
2011,46-65 y.,Urban regions,Easy,0.05469,32,4192,0.05426,0.05512
2011,46-65 y.,Urban regions,Difficult,0.56640,246,4192,0.56546,0.56733
2011,46-65 y.,Urban regions,Almost impossible,0.37891,148,4192,0.37800,0.37983
2011,46-65 y.,Rural regions,Difficult,0.57059,159,4192,0.56932,0.57187
2011,46-65 y.,Rural regions,Almost impossible,0.42941,134,4192,0.42813,0.43068
2012,17-29 y.,Urban regions,Easy,0.33211,317,3804,0.33149,0.33272
2012,17-29 y.,Urban regions,Difficult,0.52720,482,3804,0.52655,0.52785
2012,17-29 y.,Urban regions,Almost impossible,0.14070,167,3804,0.14024,0.14115
2012,17-29 y.,Rural regions,Easy,0.28260,135,3804,0.28169,0.28350
2012,17-29 y.,Rural regions,Difficult,0.61340,266,3804,0.61242,0.61438
2012,17-29 y.,Rural regions,Almost impossible,0.10400,73,3804,0.10339,0.10462
2012,30-45 y.,Urban regions,Easy,0.23892,230,3804,0.23825,0.23959
2012,30-45 y.,Urban regions,Difficult,0.60574,587,3804,0.60498,0.60651
2012,30-45 y.,Urban regions,Almost impossible,0.15534,188,3804,0.15477,0.15591
2012,30-45 y.,Rural regions,Easy,0.19765,110,3804,0.19669,0.19860
2012,30-45 y.,Rural regions,Difficult,0.61889,312,3804,0.61773,0.62006
2012,30-45 y.,Rural regions,Almost impossible,0.18346,125,3804,0.18253,0.18438
2012,46-65 y.,Urban regions,Easy,0.07541,40,3804,0.07495,0.07586
2012,46-65 y.,Urban regions,Difficult,0.61828,294,3804,0.61744,0.61912
2012,46-65 y.,Urban regions,Almost impossible,0.30631,159,3804,0.30551,0.30711
2012,46-65 y.,Rural regions,Difficult,0.62680,192,3804,0.62562,0.62797
2012,46-65 y.,Rural regions,Almost impossible,0.37320,127,3804,0.37203,0.37438
2013,17-29 y.,Urban regions,Easy,0.36976,449,4532,0.36912,0.37039
2013,17-29 y.,Urban regions,Difficult,0.47408,590,4532,0.47342,0.47473
2013,17-29 y.,Urban regions,Almost impossible,0.15617,214,4532,0.15569,0.15665
2013,17-29 y.,Rural regions,Easy,0.35641,172,4532,0.35546,0.35736
2013,17-29 y.,Rural regions,Difficult,0.53029,275,4532,0.52929,0.53128
2013,17-29 y.,Rural regions,Almost impossible,0.11330,90,4532,0.11267,0.11393
2013,30-45 y.,Urban regions,Easy,0.20604,288,4532,0.20543,0.20665
2013,30-45 y.,Urban regions,Difficult,0.60308,744,4532,0.60234,0.60381
2013,30-45 y.,Urban regions,Almost impossible,0.19088,251,4532,0.19029,0.19148
2013,30-45 y.,Rural regions,Easy,0.17076,99,4532,0.16987,0.17165
2013,30-45 y.,Rural regions,Difficult,0.63569,357,4532,0.63455,0.63683
2013,30-45 y.,Rural regions,Almost impossible,0.19355,120,4532,0.19262,0.19449
2013,46-65 y.,Urban regions,Easy,0.09203,45,4532,0.09148,0.09257
2013,46-65 y.,Urban regions,Difficult,0.56105,319,4532,0.56012,0.56199
2013,46-65 y.,Urban regions,Almost impossible,0.34692,188,4532,0.34602,0.34781
2013,46-65 y.,Rural regions,Difficult,0.58705,203,4532,0.58592,0.58818
2013,46-65 y.,Rural regions,Almost impossible,0.41295,128,4532,0.41182,0.41408
2014,17-29 y.,Urban regions,Easy,0.31814,329,3760,0.31752,0.31876
2014,17-29 y.,Urban regions,Difficult,0.50243,490,3760,0.50177,0.50309
2014,17-29 y.,Urban regions,Almost impossible,0.17943,197,3760,0.17892,0.17994
2014,17-29 y.,Rural regions,Easy,0.31835,154,3760,0.31736,0.31935
2014,17-29 y.,Rural regions,Difficult,0.57162,244,3760,0.57056,0.57268
2014,17-29 y.,Rural regions,Almost impossible,0.11003,77,3760,0.10936,0.11069
2014,30-45 y.,Urban regions,Easy,0.21305,223,3760,0.21245,0.21364
2014,30-45 y.,Urban regions,Difficult,0.59461,595,3760,0.59390,0.59532
2014,30-45 y.,Urban regions,Almost impossible,0.19234,209,3760,0.19177,0.19291
2014,30-45 y.,Rural regions,Easy,0.16473,80,3760,0.16386,0.16559
2014,30-45 y.,Rural regions,Difficult,0.64780,291,3760,0.64669,0.64891
2014,30-45 y.,Rural regions,Almost impossible,0.18747,84,3760,0.18657,0.18838
2014,46-65 y.,Urban regions,Easy,0.09625,43,3760,0.09572,0.09678
2014,46-65 y.,Urban regions,Difficult,0.56990,293,3760,0.56901,0.57080
2014,46-65 y.,Urban regions,Almost impossible,0.33385,162,3760,0.33300,0.33470
2014,46-65 y.,Rural regions,Difficult,0.64681,176,3760,0.64569,0.64793
2014,46-65 y.,Rural regions,Almost impossible,0.35319,113,3760,0.35207,0.35431
2015,17-29 y.,Urban regions,Easy,0.32625,311,3858,0.32563,0.32687
2015,17-29 y.,Urban regions,Difficult,0.51719,549,3858,0.51653,0.51785
2015,17-29 y.,Urban regions,Almost impossible,0.15656,202,3858,0.15608,0.15704
2015,17-29 y.,Rural regions,Easy,0.37020,149,3858,0.36918,0.37122
2015,17-29 y.,Rural regions,Difficult,0.50688,244,3858,0.50583,0.50794
2015,17-29 y.,Rural regions,Almost impossible,0.12292,68,3858,0.12222,0.12361
2015,30-45 y.,Urban regions,Easy,0.22004,216,3858,0.21942,0.22066
2015,30-45 y.,Urban regions,Difficult,0.56885,595,3858,0.56811,0.56959
2015,30-45 y.,Urban regions,Almost impossible,0.21110,238,3858,0.21049,0.21171
2015,30-45 y.,Rural regions,Easy,0.15010,95,3858,0.14926,0.15093
2015,30-45 y.,Rural regions,Difficult,0.67966,280,3858,0.67857,0.68076
2015,30-45 y.,Rural regions,Almost impossible,0.17024,96,3858,0.16936,0.17112
2015,46-65 y.,Urban regions,Easy,0.08389,43,3858,0.08339,0.08439
2015,46-65 y.,Urban regions,Difficult,0.61763,298,3858,0.61676,0.61850
2015,46-65 y.,Urban regions,Almost impossible,0.29848,148,3858,0.29765,0.29930
2015,46-65 y.,Rural regions,Easy,0.10334,37,3858,0.10263,0.10405
2015,46-65 y.,Rural regions,Difficult,0.57780,178,3858,0.57665,0.57895
2015,46-65 y.,Rural regions,Almost impossible,0.31886,111,3858,0.31777,0.31995
2016,17-29 y.,Urban regions,Easy,0.39104,305,3172,0.39044,0.39164
2016,17-29 y.,Urban regions,Difficult,0.43686,433,3172,0.43625,0.43747
2016,17-29 y.,Urban regions,Almost impossible,0.17210,195,3172,0.17163,0.17257
2016,17-29 y.,Rural regions,Easy,0.31882,135,3172,0.31785,0.31978
2016,17-29 y.,Rural regions,Difficult,0.54979,189,3172,0.54876,0.55082
2016,17-29 y.,Rural regions,Almost impossible,0.13139,64,3172,0.13070,0.13209
2016,30-45 y.,Urban regions,Easy,0.23140,182,3172,0.23075,0.23204
2016,30-45 y.,Urban regions,Difficult,0.58353,472,3172,0.58277,0.58429
2016,30-45 y.,Urban regions,Almost impossible,0.18507,175,3172,0.18448,0.18567
2016,30-45 y.,Rural regions,Easy,0.19486,79,3172,0.19390,0.19582
2016,30-45 y.,Rural regions,Difficult,0.61677,196,3172,0.61559,0.61795
2016,30-45 y.,Rural regions,Almost impossible,0.18837,101,3172,0.18742,0.18932
2016,46-65 y.,Urban regions,Easy,0.09223,46,3172,0.09168,0.09278
2016,46-65 y.,Urban regions,Difficult,0.63501,256,3172,0.63409,0.63592
2016,46-65 y.,Urban regions,Almost impossible,0.27276,115,3172,0.27191,0.27361
2016,46-65 y.,Rural regions,Difficult,0.57555,134,3172,0.57421,0.57689
2016,46-65 y.,Rural regions,Almost impossible,0.42445,95,3172,0.42311,0.42579
2017,17-29 y.,Urban regions,Easy,0.43269,462,4813,0.43205,0.43332
2017,17-29 y.,Urban regions,Difficult,0.40156,623,4813,0.40093,0.40218
2017,17-29 y.,Urban regions,Almost impossible,0.16576,222,4813,0.16528,0.16623
2017,17-29 y.,Rural regions,Easy,0.29911,157,4813,0.29815,0.30007
2017,17-29 y.,Rural regions,Difficult,0.54544,292,4813,0.54440,0.54649
2017,17-29 y.,Rural regions,Almost impossible,0.15545,112,4813,0.15469,0.15621
2017,30-45 y.,Urban regions,Easy,0.21528,248,4813,0.21467,0.21588
2017,30-45 y.,Urban regions,Difficult,0.60522,913,4813,0.60450,0.60594
2017,30-45 y.,Urban regions,Almost impossible,0.17950,244,4813,0.17894,0.18007
2017,30-45 y.,Rural regions,Easy,0.21198,108,4813,0.21091,0.21306
2017,30-45 y.,Rural regions,Difficult,0.55533,339,4813,0.55403,0.55664
2017,30-45 y.,Rural regions,Almost impossible,0.23269,133,4813,0.23158,0.23380
2017,46-65 y.,Urban regions,Easy,0.11883,85,4813,0.11826,0.11941
2017,46-65 y.,Urban regions,Difficult,0.56682,393,4813,0.56594,0.56770
2017,46-65 y.,Urban regions,Almost impossible,0.31435,161,4813,0.31352,0.31517
2017,46-65 y.,Rural regions,Easy,0.12545,45,4813,0.12454,0.12635
2017,46-65 y.,Rural regions,Difficult,0.57198,175,4813,0.57063,0.57333
2017,46-65 y.,Rural regions,Almost impossible,0.30257,101,4813,0.30132,0.30383
2018,17-29 y.,Urban regions,Easy,0.39892,502,5240,0.39828,0.39955
2018,17-29 y.,Urban regions,Difficult,0.43184,718,5240,0.43119,0.43248
2018,17-29 y.,Urban regions,Almost impossible,0.16925,230,5240,0.16876,0.16973
2018,17-29 y.,Rural regions,Easy,0.32839,159,5240,0.32737,0.32941
2018,17-29 y.,Rural regions,Difficult,0.49636,288,5240,0.49527,0.49745
2018,17-29 y.,Rural regions,Almost impossible,0.17525,115,5240,0.17442,0.17608
2018,30-45 y.,Urban regions,Easy,0.26629,310,5240,0.26562,0.26696
2018,30-45 y.,Urban regions,Difficult,0.57487,973,5240,0.57412,0.57562
2018,30-45 y.,Urban regions,Almost impossible,0.15884,253,5240,0.15829,0.15940
2018,30-45 y.,Rural regions,Easy,0.27324,121,5240,0.27209,0.27440
2018,30-45 y.,Rural regions,Difficult,0.49297,386,5240,0.49167,0.49426
2018,30-45 y.,Rural regions,Almost impossible,0.23379,117,5240,0.23270,0.23489
2018,46-65 y.,Urban regions,Easy,0.19233,102,5240,0.19159,0.19308
2018,46-65 y.,Urban regions,Difficult,0.50989,443,5240,0.50895,0.51084
2018,46-65 y.,Urban regions,Almost impossible,0.29777,166,5240,0.29691,0.29864
2018,46-65 y.,Rural regions,Easy,0.09398,33,5240,0.09320,0.09477
2018,46-65 y.,Rural regions,Difficult,0.61045,217,5240,0.60913,0.61176
2018,46-65 y.,Rural regions,Almost impossible,0.29557,107,5240,0.29434,0.29680
2019,17-29 y.,Urban regions,Easy,0.39736,441,4398,0.39671,0.39801
2019,17-29 y.,Urban regions,Difficult,0.42071,578,4398,0.42005,0.42136
2019,17-29 y.,Urban regions,Almost impossible,0.18193,158,4398,0.18142,0.18244
2019,17-29 y.,Rural regions,Easy,0.41983,169,4398,0.41866,0.42101
2019,17-29 y.,Rural regions,Difficult,0.45678,213,4398,0.45559,0.45797
2019,17-29 y.,Rural regions,Almost impossible,0.12338,67,4398,0.12260,0.12417
2019,30-45 y.,Urban regions,Easy,0.33093,280,4398,0.33017,0.33169
2019,30-45 y.,Urban regions,Difficult,0.50575,819,4398,0.50495,0.50656
2019,30-45 y.,Urban regions,Almost impossible,0.16331,171,4398,0.16272,0.16391
2019,30-45 y.,Rural regions,Easy,0.22626,91,4398,0.22521,0.22730
2019,30-45 y.,Rural regions,Difficult,0.61737,352,4398,0.61615,0.61859
2019,30-45 y.,Rural regions,Almost impossible,0.15637,93,4398,0.15546,0.15728
2019,46-65 y.,Urban regions,Easy,0.17275,97,4398,0.17201,0.17350
2019,46-65 y.,Urban regions,Difficult,0.54798,406,4398,0.54700,0.54896
2019,46-65 y.,Urban regions,Almost impossible,0.27927,146,4398,0.27838,0.28015
2019,46-65 y.,Rural regions,Easy,0.15624,44,4398,0.15523,0.15724
2019,46-65 y.,Rural regions,Difficult,0.58630,200,4398,0.58494,0.58767
2019,46-65 y.,Rural regions,Almost impossible,0.25746,73,4398,0.25625,0.25867
2020,17-29 y.,Urban regions,Easy,0.38645,411,4392,0.38582,0.38709
2020,17-29 y.,Urban regions,Difficult,0.44861,658,4392,0.44796,0.44927
2020,17-29 y.,Urban regions,Almost impossible,0.16493,193,4392,0.16445,0.16542
2020,17-29 y.,Rural regions,Easy,0.34152,144,4392,0.34044,0.34260
2020,17-29 y.,Rural regions,Difficult,0.46578,226,4392,0.46465,0.46692
2020,17-29 y.,Rural regions,Almost impossible,0.19270,62,4392,0.19180,0.19360
2020,30-45 y.,Urban regions,Easy,0.32230,264,4392,0.32155,0.32305
2020,30-45 y.,Urban regions,Difficult,0.50761,757,4392,0.50681,0.50841
2020,30-45 y.,Urban regions,Almost impossible,0.17009,187,4392,0.16949,0.17069
2020,30-45 y.,Rural regions,Easy,0.35845,114,4392,0.35724,0.35967
2020,30-45 y.,Rural regions,Difficult,0.51601,326,4392,0.51475,0.51728
2020,30-45 y.,Rural regions,Almost impossible,0.12554,66,4392,0.12470,0.12638
2020,46-65 y.,Urban regions,Easy,0.17712,88,4392,0.17637,0.17786
2020,46-65 y.,Urban regions,Difficult,0.61812,442,4392,0.61718,0.61907
2020,46-65 y.,Urban regions,Almost impossible,0.20476,140,4392,0.20398,0.20554
2020,46-65 y.,Rural regions,Easy,0.11562,33,4392,0.11477,0.11648
2020,46-65 y.,Rural regions,Difficult,0.54050,193,4392,0.53916,0.54183
2020,46-65 y.,Rural regions,Almost impossible,0.34388,88,4392,0.34261,0.34516
2021,17-29 y.,Urban regions,Easy,0.39869,55,852,0.39489,0.40249
2021,17-29 y.,Urban regions,Difficult,0.60131,102,852,0.59751,0.60511
2021,30-45 y.,Urban regions,Easy,0.22724,97,852,0.22471,0.22978
2021,30-45 y.,Urban regions,Difficult,0.63993,260,852,0.63702,0.64284
2021,30-45 y.,Urban regions,Almost impossible,0.13283,53,852,0.13077,0.13488
2021,30-45 y.,Rural regions,Difficult,1.00000,68,852,1.00000,1.00000
2021,46-65 y.,Urban regions,Easy,0.20055,37,852,0.19552,0.20558
2021,46-65 y.,Urban regions,Difficult,0.79945,145,852,0.79442,0.80448
2021,46-65 y.,Rural regions,Difficult,1.00000,35,852,1.00000,1.00000
