,Unnamed: 0,year,migback,quintil_oecd,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
304,304,2000,No migration background,4th Quintile,Difficult,0.53815,144,2392,0.4756,0.60175
305,305,2000,No migration background,4th Quintile,Almost impossible,0.25912,74,2392,0.22757,0.3031
306,306,2000,No migration background,5th Quintile,Easy,0.20815,58,2392,0.17223,0.24302
307,307,2000,No migration background,5th Quintile,Difficult,0.4931,141,2392,0.43617,0.54105
308,308,2000,No migration background,5th Quintile,Almost impossible,0.29875,90,2392,0.26656,0.3379
309,309,2000,Direct migration background,1st Quintile,Difficult,0.51893,129,2392,0.44377,0.61465
310,310,2000,Direct migration background,1st Quintile,Almost impossible,0.48107,139,2392,0.42423,0.53389
311,311,2000,Direct migration background,2nd Quintile,Difficult,0.55173,58,2392,0.43005,0.68742
312,312,2000,Direct migration background,2nd Quintile,Almost impossible,0.44827,51,2392,0.36439,0.5595
313,313,2000,Indirect migration background,1st Quintile,Difficult,1.0,45,2392,0.84098,1.26674
314,314,2000,Indirect migration background,2nd Quintile,Difficult,1.0,37,2392,0.78807,1.35065
315,315,2001,No migration background,1st Quintile,Easy,0.11771,94,3830,0.10386,0.13157
316,316,2001,No migration background,1st Quintile,Difficult,0.54076,477,3830,0.51401,0.57265
317,317,2001,No migration background,1st Quintile,Almost impossible,0.34154,290,3830,0.31487,0.36795
318,318,2001,No migration background,2nd Quintile,Easy,0.17963,108,3830,0.15851,0.20548
319,319,2001,No migration background,2nd Quintile,Difficult,0.55841,366,3830,0.51547,0.60247
320,320,2001,No migration background,2nd Quintile,Almost impossible,0.26196,173,3830,0.23847,0.28754
321,321,2001,No migration background,3rd Quintile,Easy,0.1897,119,3830,0.17198,0.20787
322,322,2001,No migration background,3rd Quintile,Difficult,0.51172,314,3830,0.48022,0.54255
323,323,2001,No migration background,3rd Quintile,Almost impossible,0.29858,178,3830,0.27191,0.32935
324,324,2001,No migration background,4th Quintile,Easy,0.21164,110,3830,0.19449,0.23043
325,325,2001,No migration background,4th Quintile,Difficult,0.48701,258,3830,0.44553,0.52904
326,326,2001,No migration background,4th Quintile,Almost impossible,0.30135,151,3830,0.2827,0.32315
327,327,2001,No migration background,5th Quintile,Easy,0.20481,112,3830,0.18251,0.23076
328,328,2001,No migration background,5th Quintile,Difficult,0.38169,194,3830,0.35224,0.41394
329,329,2001,No migration background,5th Quintile,Almost impossible,0.4135,189,3830,0.38131,0.44473
330,330,2001,Direct migration background,1st Quintile,Difficult,0.51233,163,3830,0.46141,0.57266
331,331,2001,Direct migration background,1st Quintile,Almost impossible,0.48767,164,3830,0.43811,0.53222
332,332,2001,Direct migration background,2nd Quintile,Difficult,0.57688,88,3830,0.49215,0.66116
333,333,2001,Direct migration background,2nd Quintile,Almost impossible,0.42312,70,3830,0.34193,0.50952
334,334,2001,Direct migration background,3rd Quintile,Difficult,0.48019,40,3830,0.39417,0.55936
335,335,2001,Direct migration background,3rd Quintile,Almost impossible,0.51981,50,3830,0.41311,0.6174
336,336,2001,Direct migration background,4th Quintile,Difficult,1.0,36,3830,0.76337,1.18492
337,337,2001,Indirect migration background,1st Quintile,Difficult,1.0,47,3830,0.78115,1.30467
338,338,2001,Indirect migration background,2nd Quintile,Difficult,1.0,39,3830,0.74051,1.26122
339,339,2002,No migration background,1st Quintile,Easy,0.10019,73,3629,0.08512,0.11618
340,340,2002,No migration background,1st Quintile,Difficult,0.56805,442,3629,0.53489,0.6052
341,341,2002,No migration background,1st Quintile,Almost impossible,0.33176,279,3629,0.31054,0.35656
342,342,2002,No migration background,2nd Quintile,Easy,0.14274,85,3629,0.12432,0.1651
343,343,2002,No migration background,2nd Quintile,Difficult,0.55868,335,3629,0.51189,0.6081
344,344,2002,No migration background,2nd Quintile,Almost impossible,0.29858,176,3629,0.2756,0.32843
345,345,2002,No migration background,3rd Quintile,Easy,0.17943,101,3629,0.15366,0.20648
346,346,2002,No migration background,3rd Quintile,Difficult,0.52792,323,3629,0.48773,0.56688
347,347,2002,No migration background,3rd Quintile,Almost impossible,0.29266,170,3629,0.26748,0.31976
348,348,2002,No migration background,4th Quintile,Easy,0.24096,110,3629,0.21093,0.27597
349,349,2002,No migration background,4th Quintile,Difficult,0.45263,250,3629,0.41724,0.49277
350,350,2002,No migration background,4th Quintile,Almost impossible,0.30641,141,3629,0.26997,0.34096
351,351,2002,No migration background,5th Quintile,Easy,0.1824,97,3629,0.15174,0.20949
352,352,2002,No migration background,5th Quintile,Difficult,0.4528,246,3629,0.401,0.50191
353,353,2002,No migration background,5th Quintile,Almost impossible,0.3648,170,3629,0.32865,0.40788
354,354,2002,Direct migration background,1st Quintile,Difficult,0.51044,150,3629,0.44686,0.55323
355,355,2002,Direct migration background,1st Quintile,Almost impossible,0.48956,149,3629,0.42991,0.54879
356,356,2002,Direct migration background,2nd Quintile,Difficult,0.59591,88,3629,0.51209,0.68776
357,357,2002,Direct migration background,2nd Quintile,Almost impossible,0.40409,74,3629,0.33944,0.46001
358,358,2002,Direct migration background,3rd Quintile,Difficult,1.0,40,3629,0.80201,1.21046
359,359,2002,Direct migration background,4th Quintile,Difficult,1.0,35,3629,0.77546,1.20501
360,360,2002,Indirect migration background,1st Quintile,Difficult,1.0,62,3629,0.78573,1.21471
361,361,2002,Indirect migration background,2nd Quintile,Difficult,1.0,33,3629,0.67231,1.34611
362,362,2003,No migration background,1st Quintile,Easy,0.09295,66,2764,0.07682,0.11208
363,363,2003,No migration background,1st Quintile,Difficult,0.63619,409,2764,0.59548,0.69024
364,364,2003,No migration background,1st Quintile,Almost impossible,0.27086,193,2764,0.2497,0.29778
365,365,2003,No migration background,2nd Quintile,Easy,0.12308,48,2764,0.09787,0.15147
366,366,2003,No migration background,2nd Quintile,Difficult,0.67884,337,2764,0.62744,0.73254
367,367,2003,No migration background,2nd Quintile,Almost impossible,0.19808,96,2764,0.17264,0.22191
368,368,2003,No migration background,3rd Quintile,Easy,0.14232,60,2764,0.1147,0.17111
369,369,2003,No migration background,3rd Quintile,Difficult,0.67924,282,2764,0.62708,0.74023
370,370,2003,No migration background,3rd Quintile,Almost impossible,0.17844,89,2764,0.15537,0.20396
371,371,2003,No migration background,4th Quintile,Easy,0.19939,71,2764,0.15965,0.25876
372,372,2003,No migration background,4th Quintile,Difficult,0.61453,242,2764,0.55008,0.6867
373,373,2003,No migration background,4th Quintile,Almost impossible,0.18608,63,2764,0.13926,0.22777
374,374,2003,No migration background,5th Quintile,Easy,0.20499,105,2764,0.17048,0.23962
375,375,2003,No migration background,5th Quintile,Difficult,0.58801,271,2764,0.50576,0.66064
376,376,2003,No migration background,5th Quintile,Almost impossible,0.207,97,2764,0.17268,0.24012
377,377,2003,Direct migration background,1st Quintile,Difficult,0.74627,120,2764,0.66772,0.82945
378,378,2003,Direct migration background,1st Quintile,Almost impossible,0.25373,58,2764,0.21536,0.29345
379,379,2003,Direct migration background,2nd Quintile,Difficult,1.0,68,2764,0.83963,1.15532
380,380,2003,Direct migration background,3rd Quintile,Difficult,1.0,37,2764,0.75835,1.26537
381,381,2003,Indirect migration background,1st Quintile,Difficult,1.0,52,2764,0.78079,1.24914
382,382,2004,No migration background,1st Quintile,Easy,0.07655,59,2918,0.06252,0.09275
383,383,2004,No migration background,1st Quintile,Difficult,0.59174,429,2918,0.55094,0.64043
384,384,2004,No migration background,1st Quintile,Almost impossible,0.33171,221,2918,0.30004,0.36324
385,385,2004,No migration background,2nd Quintile,Easy,0.102,49,2918,0.07769,0.13031
386,386,2004,No migration background,2nd Quintile,Difficult,0.67526,327,2918,0.62219,0.73286
387,387,2004,No migration background,2nd Quintile,Almost impossible,0.22275,113,2918,0.19686,0.25252
388,388,2004,No migration background,3rd Quintile,Easy,0.15733,66,2918,0.12267,0.20116
389,389,2004,No migration background,3rd Quintile,Difficult,0.61762,254,2918,0.56023,0.67269
390,390,2004,No migration background,3rd Quintile,Almost impossible,0.22505,96,2918,0.19346,0.26242
391,391,2004,No migration background,4th Quintile,Easy,0.18237,72,2918,0.14628,0.22347
392,392,2004,No migration background,4th Quintile,Difficult,0.62677,239,2918,0.56367,0.69038
393,393,2004,No migration background,4th Quintile,Almost impossible,0.19086,66,2918,0.15043,0.23072
394,394,2004,No migration background,5th Quintile,Easy,0.17654,93,2918,0.14997,0.20854
395,395,2004,No migration background,5th Quintile,Difficult,0.62396,272,2918,0.54632,0.70962
396,396,2004,No migration background,5th Quintile,Almost impossible,0.19949,97,2918,0.16474,0.24581
397,397,2004,Direct migration background,1st Quintile,Difficult,0.71485,143,2918,0.64474,0.80219
398,398,2004,Direct migration background,1st Quintile,Almost impossible,0.28515,52,2918,0.2457,0.32534
399,399,2004,Direct migration background,2nd Quintile,Difficult,1.0,66,2918,0.80152,1.21649
400,400,2004,Direct migration background,3rd Quintile,Difficult,1.0,38,2918,0.77789,1.23667
401,401,2004,Direct migration background,4th Quintile,Difficult,1.0,36,2918,0.77832,1.31618
402,402,2004,Indirect migration background,1st Quintile,Difficult,1.0,55,2918,0.79483,1.29794
403,403,2004,Indirect migration background,2nd Quintile,Difficult,1.0,38,2918,0.78406,1.31553
404,404,2004,Indirect migration background,3rd Quintile,Difficult,1.0,37,2918,0.71276,1.33588
405,405,2005,No migration background,1st Quintile,Easy,0.04941,48,2798,0.04021,0.06149
406,406,2005,No migration background,1st Quintile,Difficult,0.62987,467,2798,0.58795,0.69334
407,407,2005,No migration background,1st Quintile,Almost impossible,0.32072,246,2798,0.29105,0.34963
408,408,2005,No migration background,2nd Quintile,Easy,0.08481,31,2798,0.06274,0.10691
409,409,2005,No migration background,2nd Quintile,Difficult,0.66807,299,2798,0.60644,0.73718
410,410,2005,No migration background,2nd Quintile,Almost impossible,0.24711,128,2798,0.2093,0.27838
411,411,2005,No migration background,3rd Quintile,Easy,0.11126,42,2798,0.08387,0.14192
412,412,2005,No migration background,3rd Quintile,Difficult,0.63933,236,2798,0.57103,0.70779
413,413,2005,No migration background,3rd Quintile,Almost impossible,0.24942,96,2798,0.21438,0.28937
414,414,2005,No migration background,4th Quintile,Easy,0.0949,43,2798,0.0721,0.11962
415,415,2005,No migration background,4th Quintile,Difficult,0.75035,259,2798,0.66779,0.83039
416,416,2005,No migration background,4th Quintile,Almost impossible,0.15476,70,2798,0.12713,0.19188
417,417,2005,No migration background,5th Quintile,Easy,0.17215,83,2798,0.13602,0.20738
418,418,2005,No migration background,5th Quintile,Difficult,0.60787,250,2798,0.5459,0.68723
419,419,2005,No migration background,5th Quintile,Almost impossible,0.21997,98,2798,0.18784,0.26215
420,420,2005,Direct migration background,1st Quintile,Difficult,0.69118,107,2798,0.59353,0.77918
421,421,2005,Direct migration background,1st Quintile,Almost impossible,0.30882,61,2798,0.25851,0.35842
422,422,2005,Direct migration background,2nd Quintile,Difficult,1.0,69,2798,0.81425,1.20121
423,423,2005,Direct migration background,3rd Quintile,Difficult,1.0,33,2798,0.70038,1.37833
424,424,2005,Indirect migration background,1st Quintile,Difficult,1.0,53,2798,0.75639,1.28258
425,425,2005,Indirect migration background,2nd Quintile,Difficult,1.0,44,2798,0.71294,1.23827
426,426,2005,Indirect migration background,3rd Quintile,Difficult,1.0,35,2798,0.69612,1.39003
427,427,2006,No migration background,1st Quintile,Easy,0.0876,57,2346,0.07128,0.10711
428,428,2006,No migration background,1st Quintile,Difficult,0.60279,408,2346,0.55606,0.64881
429,429,2006,No migration background,1st Quintile,Almost impossible,0.30962,199,2346,0.2824,0.33679
430,430,2006,No migration background,2nd Quintile,Easy,0.08312,32,2346,0.06268,0.10755
431,431,2006,No migration background,2nd Quintile,Difficult,0.66142,233,2346,0.59997,0.73332
432,432,2006,No migration background,2nd Quintile,Almost impossible,0.25546,90,2346,0.21597,0.30043
433,433,2006,No migration background,3rd Quintile,Easy,0.09216,47,2346,0.07338,0.11728
434,434,2006,No migration background,3rd Quintile,Difficult,0.65226,219,2346,0.57101,0.71932
435,435,2006,No migration background,3rd Quintile,Almost impossible,0.25559,86,2346,0.21378,0.30445
436,436,2006,No migration background,4th Quintile,Easy,0.185,60,2346,0.14347,0.24415
437,437,2006,No migration background,4th Quintile,Difficult,0.65855,213,2346,0.56556,0.75789
438,438,2006,No migration background,4th Quintile,Almost impossible,0.15645,57,2346,0.12387,0.19089
439,439,2006,No migration background,5th Quintile,Easy,0.17389,72,2346,0.13725,0.2157
440,440,2006,No migration background,5th Quintile,Difficult,0.60913,210,2346,0.51649,0.70576
441,441,2006,No migration background,5th Quintile,Almost impossible,0.21697,92,2346,0.17782,0.25602
442,442,2006,Direct migration background,1st Quintile,Difficult,0.63962,95,2346,0.55749,0.72634
443,443,2006,Direct migration background,1st Quintile,Almost impossible,0.36038,57,2346,0.29208,0.42863
444,444,2006,Direct migration background,2nd Quintile,Difficult,1.0,55,2346,0.77002,1.26996
445,445,2006,Indirect migration background,1st Quintile,Difficult,1.0,64,2346,0.77136,1.20952
446,446,2007,No migration background,1st Quintile,Easy,0.1026,66,2303,0.08386,0.12225
447,447,2007,No migration background,1st Quintile,Difficult,0.57401,379,2303,0.52653,0.62752
448,448,2007,No migration background,1st Quintile,Almost impossible,0.32339,222,2303,0.2919,0.35353
449,449,2007,No migration background,2nd Quintile,Easy,0.1264,46,2303,0.09248,0.16293
450,450,2007,No migration background,2nd Quintile,Difficult,0.63701,240,2303,0.5692,0.72775
451,451,2007,No migration background,2nd Quintile,Almost impossible,0.23659,87,2303,0.20836,0.26504
452,452,2007,No migration background,3rd Quintile,Easy,0.1439,50,2303,0.10961,0.17627
453,453,2007,No migration background,3rd Quintile,Difficult,0.6628,194,2303,0.57766,0.73585
454,454,2007,No migration background,3rd Quintile,Almost impossible,0.1933,64,2303,0.15813,0.23076
455,455,2007,No migration background,4th Quintile,Easy,0.16301,63,2303,0.13224,0.19529
456,456,2007,No migration background,4th Quintile,Difficult,0.58669,189,2303,0.50905,0.65562
457,457,2007,No migration background,4th Quintile,Almost impossible,0.2503,77,2303,0.19607,0.31267
458,458,2007,No migration background,5th Quintile,Easy,0.22719,92,2303,0.18387,0.27174
459,459,2007,No migration background,5th Quintile,Difficult,0.60516,195,2303,0.50726,0.70546
460,460,2007,No migration background,5th Quintile,Almost impossible,0.16766,55,2303,0.12884,0.21682
461,461,2007,Direct migration background,1st Quintile,Difficult,0.57385,84,2303,0.49039,0.65421
462,462,2007,Direct migration background,1st Quintile,Almost impossible,0.42615,62,2303,0.37446,0.48338
463,463,2007,Direct migration background,2nd Quintile,Difficult,1.0,56,2303,0.83359,1.15813
464,464,2007,Indirect migration background,1st Quintile,Difficult,1.0,50,2303,0.73903,1.24092
465,465,2007,Indirect migration background,2nd Quintile,Difficult,1.0,32,2303,0.7498,1.31798
466,466,2008,No migration background,1st Quintile,Easy,0.11945,64,2030,0.09445,0.14897
467,467,2008,No migration background,1st Quintile,Difficult,0.55196,342,2030,0.50812,0.60787
468,468,2008,No migration background,1st Quintile,Almost impossible,0.32859,208,2030,0.2929,0.3656
469,469,2008,No migration background,2nd Quintile,Easy,0.1539,45,2030,0.11455,0.19822
470,470,2008,No migration background,2nd Quintile,Difficult,0.59991,185,2030,0.52706,0.67154
471,471,2008,No migration background,2nd Quintile,Almost impossible,0.24619,75,2030,0.19941,0.29243
472,472,2008,No migration background,3rd Quintile,Easy,0.22083,65,2030,0.1788,0.26315
473,473,2008,No migration background,3rd Quintile,Difficult,0.55873,172,2030,0.48641,0.64334
474,474,2008,No migration background,3rd Quintile,Almost impossible,0.22044,65,2030,0.18197,0.26954
475,475,2008,No migration background,4th Quintile,Easy,0.23026,72,2030,0.1799,0.27376
476,476,2008,No migration background,4th Quintile,Difficult,0.66208,181,2030,0.57888,0.72813
477,477,2008,No migration background,4th Quintile,Almost impossible,0.10766,42,2030,0.08283,0.13799
478,478,2008,No migration background,5th Quintile,Easy,0.26528,83,2030,0.2208,0.32953
479,479,2008,No migration background,5th Quintile,Difficult,0.5721,168,2030,0.48583,0.66118
480,480,2008,No migration background,5th Quintile,Almost impossible,0.16261,51,2030,0.12068,0.20925
481,481,2008,Direct migration background,1st Quintile,Difficult,0.69229,84,2030,0.60954,0.80154
482,482,2008,Direct migration background,1st Quintile,Almost impossible,0.30771,41,2030,0.24114,0.37353
483,483,2008,Direct migration background,2nd Quintile,Difficult,1.0,35,2030,0.69807,1.28453
484,484,2008,Indirect migration background,1st Quintile,Difficult,1.0,52,2030,0.78577,1.23648
485,485,2009,No migration background,1st Quintile,Easy,0.1378,69,1838,0.10734,0.17045
486,486,2009,No migration background,1st Quintile,Difficult,0.54007,280,1838,0.48993,0.59744
487,487,2009,No migration background,1st Quintile,Almost impossible,0.32213,181,1838,0.28312,0.36554
488,488,2009,No migration background,2nd Quintile,Easy,0.14567,45,1838,0.10997,0.18278
489,489,2009,No migration background,2nd Quintile,Difficult,0.58357,191,1838,0.51601,0.64629
490,490,2009,No migration background,2nd Quintile,Almost impossible,0.27077,69,1838,0.21065,0.33627
491,491,2009,No migration background,3rd Quintile,Easy,0.24697,59,1838,0.17982,0.32588
492,492,2009,No migration background,3rd Quintile,Difficult,0.6088,173,1838,0.52167,0.6932
493,493,2009,No migration background,3rd Quintile,Almost impossible,0.14423,50,1838,0.10649,0.17796
494,494,2009,No migration background,4th Quintile,Easy,0.27151,59,1838,0.20431,0.36623
495,495,2009,No migration background,4th Quintile,Difficult,0.58742,145,1838,0.49533,0.70545
496,496,2009,No migration background,4th Quintile,Almost impossible,0.14107,53,1838,0.11978,0.16527
497,497,2009,No migration background,5th Quintile,Easy,0.27772,77,1838,0.20932,0.3559
498,498,2009,No migration background,5th Quintile,Difficult,0.57501,146,1838,0.46303,0.70207
499,499,2009,No migration background,5th Quintile,Almost impossible,0.14727,44,1838,0.11137,0.20701
500,500,2009,Direct migration background,1st Quintile,Difficult,0.64586,66,1838,0.51933,0.7848
501,501,2009,Direct migration background,1st Quintile,Almost impossible,0.35414,41,1838,0.29491,0.41641
502,502,2009,Direct migration background,2nd Quintile,Difficult,1.0,36,1838,0.71405,1.25975
503,503,2009,Indirect migration background,1st Quintile,Difficult,1.0,54,1838,0.71488,1.24368
504,504,2010,No migration background,1st Quintile,Easy,0.12925,58,1710,0.09528,0.18279
505,505,2010,No migration background,1st Quintile,Difficult,0.5906,295,1710,0.49075,0.66056
506,506,2010,No migration background,1st Quintile,Almost impossible,0.28016,145,1710,0.2271,0.33208
507,507,2010,No migration background,2nd Quintile,Easy,0.17158,45,1710,0.11309,0.24267
508,508,2010,No migration background,2nd Quintile,Difficult,0.52983,146,1710,0.43496,0.64842
509,509,2010,No migration background,2nd Quintile,Almost impossible,0.29859,69,1710,0.21669,0.37373
510,510,2010,No migration background,3rd Quintile,Easy,0.21285,43,1710,0.14627,0.30477
511,511,2010,No migration background,3rd Quintile,Difficult,0.60825,146,1710,0.50837,0.71143
512,512,2010,No migration background,3rd Quintile,Almost impossible,0.1789,46,1710,0.13011,0.23745
513,513,2010,No migration background,4th Quintile,Easy,0.22902,64,1710,0.17144,0.28105
514,514,2010,No migration background,4th Quintile,Difficult,0.6521,162,1710,0.5118,0.77922
515,515,2010,No migration background,4th Quintile,Almost impossible,0.11889,36,1710,0.08273,0.15733
516,516,2010,No migration background,5th Quintile,Easy,0.22153,67,1710,0.17127,0.27742
517,517,2010,No migration background,5th Quintile,Difficult,0.55041,147,1710,0.45855,0.6363
518,518,2010,No migration background,5th Quintile,Almost impossible,0.22806,43,1710,0.15755,0.29643
519,519,2010,Direct migration background,1st Quintile,Difficult,0.64897,63,1710,0.50735,0.81173
520,520,2010,Direct migration background,1st Quintile,Almost impossible,0.35103,31,1710,0.23547,0.49153
521,521,2010,Direct migration background,2nd Quintile,Difficult,1.0,33,1710,0.60239,1.32519
522,522,2010,Indirect migration background,1st Quintile,Difficult,1.0,38,1710,0.67411,1.48194
523,523,2010,Indirect migration background,2nd Quintile,Difficult,1.0,33,1710,0.6302,1.48844
524,524,2011,No migration background,1st Quintile,Easy,0.13535,142,2935,0.1059,0.16523
525,525,2011,No migration background,1st Quintile,Difficult,0.59107,552,2935,0.5283,0.66732
526,526,2011,No migration background,1st Quintile,Almost impossible,0.27358,278,2935,0.22966,0.31967
527,527,2011,No migration background,2nd Quintile,Easy,0.16278,98,2935,0.12781,0.20915
528,528,2011,No migration background,2nd Quintile,Difficult,0.62711,311,2935,0.51136,0.73856
529,529,2011,No migration background,2nd Quintile,Almost impossible,0.21011,94,2935,0.15423,0.28178
530,530,2011,No migration background,3rd Quintile,Easy,0.26454,93,2935,0.20265,0.33314
531,531,2011,No migration background,3rd Quintile,Difficult,0.56417,199,2935,0.45396,0.66045
532,532,2011,No migration background,3rd Quintile,Almost impossible,0.17129,60,2935,0.12035,0.22256
533,533,2011,No migration background,4th Quintile,Easy,0.34889,97,2935,0.27149,0.45356
534,534,2011,No migration background,4th Quintile,Difficult,0.51966,158,2935,0.42382,0.62076
535,535,2011,No migration background,4th Quintile,Almost impossible,0.13145,49,2935,0.0955,0.1633
536,536,2011,No migration background,5th Quintile,Easy,0.34365,87,2935,0.27734,0.41652
537,537,2011,No migration background,5th Quintile,Difficult,0.49353,142,2935,0.42647,0.59896
538,538,2011,No migration background,5th Quintile,Almost impossible,0.16283,42,2935,0.11603,0.23546
539,539,2011,Direct migration background,1st Quintile,Difficult,0.67745,221,2935,0.55784,0.79879
540,540,2011,Direct migration background,1st Quintile,Almost impossible,0.32255,85,2935,0.21922,0.40734
541,541,2011,Direct migration background,2nd Quintile,Difficult,1.0,65,2935,0.69509,1.38961
542,542,2011,Direct migration background,3rd Quintile,Difficult,1.0,41,2935,0.56811,1.45173
543,543,2011,Indirect migration background,1st Quintile,Difficult,1.0,79,2935,0.79529,1.3015
544,544,2011,Indirect migration background,2nd Quintile,Difficult,1.0,42,2935,0.59532,1.48688
545,545,2012,No migration background,1st Quintile,Easy,0.14542,170,3298,0.12233,0.17314
546,546,2012,No migration background,1st Quintile,Difficult,0.59492,688,3298,0.53413,0.65128
547,547,2012,No migration background,1st Quintile,Almost impossible,0.25966,337,3298,0.22566,0.29659
548,548,2012,No migration background,2nd Quintile,Easy,0.22443,115,3298,0.17398,0.28278
549,549,2012,No migration background,2nd Quintile,Difficult,0.56932,278,3298,0.47468,0.66118
550,550,2012,No migration background,2nd Quintile,Almost impossible,0.20625,102,3298,0.15993,0.25404
551,551,2012,No migration background,3rd Quintile,Easy,0.25608,107,3298,0.19957,0.31321
552,552,2012,No migration background,3rd Quintile,Difficult,0.6168,256,3298,0.54165,0.72171
553,553,2012,No migration background,3rd Quintile,Almost impossible,0.12712,60,3298,0.08793,0.16903
554,554,2012,No migration background,4th Quintile,Easy,0.38802,116,3298,0.31854,0.46818
555,555,2012,No migration background,4th Quintile,Difficult,0.45505,139,3298,0.37552,0.56181
556,556,2012,No migration background,4th Quintile,Almost impossible,0.15692,58,3298,0.1166,0.1962
557,557,2012,No migration background,5th Quintile,Easy,0.37981,120,3298,0.2975,0.45952
558,558,2012,No migration background,5th Quintile,Difficult,0.45998,150,3298,0.38286,0.54306
559,559,2012,No migration background,5th Quintile,Almost impossible,0.16021,54,3298,0.11703,0.2063
560,560,2012,Direct migration background,1st Quintile,Easy,0.08404,38,3298,0.0629,0.10517
561,561,2012,Direct migration background,1st Quintile,Difficult,0.62876,186,3298,0.50588,0.73445
562,562,2012,Direct migration background,1st Quintile,Almost impossible,0.2872,108,3298,0.22166,0.37632
563,563,2012,Direct migration background,2nd Quintile,Difficult,1.0,63,3298,0.69221,1.40853
564,564,2012,Direct migration background,3rd Quintile,Difficult,1.0,31,3298,0.60964,1.45075
565,565,2012,Indirect migration background,1st Quintile,Difficult,1.0,78,3298,0.68453,1.37243
566,566,2012,Indirect migration background,2nd Quintile,Difficult,1.0,44,3298,0.65399,1.47024
567,567,2013,No migration background,1st Quintile,Easy,0.1649,169,3077,0.13395,0.19859
568,568,2013,No migration background,1st Quintile,Difficult,0.53698,597,3077,0.4831,0.59833
569,569,2013,No migration background,1st Quintile,Almost impossible,0.29812,308,3077,0.26043,0.33064
570,570,2013,No migration background,2nd Quintile,Easy,0.19437,108,3077,0.14476,0.24414
571,571,2013,No migration background,2nd Quintile,Difficult,0.65289,271,3077,0.56041,0.75159
572,572,2013,No migration background,2nd Quintile,Almost impossible,0.15274,98,3077,0.12063,0.19114
573,573,2013,No migration background,3rd Quintile,Easy,0.34032,121,3077,0.25814,0.41906
574,574,2013,No migration background,3rd Quintile,Difficult,0.49208,205,3077,0.415,0.56883
575,575,2013,No migration background,3rd Quintile,Almost impossible,0.1676,71,3077,0.12602,0.20548
576,576,2013,No migration background,4th Quintile,Easy,0.31769,99,3077,0.25908,0.37775
577,577,2013,No migration background,4th Quintile,Difficult,0.51895,153,3077,0.43186,0.605
578,578,2013,No migration background,4th Quintile,Almost impossible,0.16336,50,3077,0.12693,0.20904
579,579,2013,No migration background,5th Quintile,Easy,0.41213,113,3077,0.33218,0.51632
580,580,2013,No migration background,5th Quintile,Difficult,0.47471,130,3077,0.40178,0.53696
581,581,2013,No migration background,5th Quintile,Almost impossible,0.11316,39,3077,0.07608,0.15482
582,582,2013,Direct migration background,1st Quintile,Easy,0.09619,43,3077,0.06604,0.13229
583,583,2013,Direct migration background,1st Quintile,Difficult,0.55105,168,3077,0.43563,0.69864
584,584,2013,Direct migration background,1st Quintile,Almost impossible,0.35276,83,3077,0.21952,0.50207
585,585,2013,Direct migration background,2nd Quintile,Difficult,1.0,61,3077,0.64093,1.37402
586,586,2013,Direct migration background,3rd Quintile,Difficult,1.0,36,3077,0.50981,1.58367
587,587,2013,Indirect migration background,1st Quintile,Difficult,0.79284,88,3077,0.5196,1.18016
588,588,2013,Indirect migration background,1st Quintile,Almost impossible,0.20716,33,3077,0.11946,0.36031
589,589,2013,Indirect migration background,2nd Quintile,Difficult,1.0,33,3077,0.72439,1.31517
590,590,2014,No migration background,1st Quintile,Easy,0.1502,128,3605,0.12064,0.18327
591,591,2014,No migration background,1st Quintile,Difficult,0.57801,546,3605,0.51478,0.64562
592,592,2014,No migration background,1st Quintile,Almost impossible,0.2718,243,3605,0.24213,0.31607
593,593,2014,No migration background,2nd Quintile,Easy,0.17174,94,3605,0.12767,0.21768
594,594,2014,No migration background,2nd Quintile,Difficult,0.58576,250,3605,0.49664,0.66633
595,595,2014,No migration background,2nd Quintile,Almost impossible,0.2425,95,3605,0.18916,0.29805
596,596,2014,No migration background,3rd Quintile,Easy,0.26812,109,3605,0.20787,0.35048
597,597,2014,No migration background,3rd Quintile,Difficult,0.57822,186,3605,0.48993,0.67045
598,598,2014,No migration background,3rd Quintile,Almost impossible,0.15366,56,3605,0.11599,0.20198
599,599,2014,No migration background,4th Quintile,Easy,0.25817,91,3605,0.20784,0.30939
600,600,2014,No migration background,4th Quintile,Difficult,0.58825,154,3605,0.49806,0.70116
601,601,2014,No migration background,4th Quintile,Almost impossible,0.15357,60,3605,0.11821,0.1969
602,602,2014,No migration background,5th Quintile,Easy,0.36477,91,3605,0.28093,0.4366
603,603,2014,No migration background,5th Quintile,Difficult,0.50085,118,3605,0.39681,0.61084
604,604,2014,No migration background,5th Quintile,Almost impossible,0.13438,34,3605,0.09003,0.20058
605,605,2014,Direct migration background,1st Quintile,Easy,0.13066,87,3605,0.10653,0.16073
606,606,2014,Direct migration background,1st Quintile,Difficult,0.55095,375,3605,0.48095,0.62879
607,607,2014,Direct migration background,1st Quintile,Almost impossible,0.31839,192,3605,0.25412,0.38514
608,608,2014,Direct migration background,2nd Quintile,Easy,0.15471,38,3605,0.10261,0.21476
609,609,2014,Direct migration background,2nd Quintile,Difficult,0.6047,125,3605,0.44634,0.77369
610,610,2014,Direct migration background,2nd Quintile,Almost impossible,0.24059,50,3605,0.14715,0.37239
