,Unnamed: 0,year,bula_h,migback,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
290,290,1996,Bavaria,Direct migration background,Almost impossible,0.36221,41,2369,0.26929,0.47968
291,291,1996,Berlin,No migration background,Difficult,1.0,49,2369,0.85638,1.16878
292,292,1996,Brandenburg,No migration background,Difficult,0.70918,85,2369,0.62622,0.78932
293,293,1996,Brandenburg,No migration background,Almost impossible,0.29082,34,2369,0.25474,0.32483
294,294,1996,Mecklenburg-Western Pomerania,No migration background,Difficult,0.49486,51,2369,0.40078,0.60393
295,295,1996,Mecklenburg-Western Pomerania,No migration background,Almost impossible,0.50514,41,2369,0.40007,0.59719
296,296,1996,Saxony,No migration background,Difficult,0.55447,122,2369,0.49371,0.62208
297,297,1996,Saxony,No migration background,Almost impossible,0.44553,80,2369,0.39381,0.49574
298,298,1996,Saxony-Anhalt,No migration background,Difficult,0.6552,89,2369,0.57726,0.7395
299,299,1996,Saxony-Anhalt,No migration background,Almost impossible,0.3448,48,2369,0.30112,0.4023
300,300,1996,Thuringa,No migration background,Difficult,0.69209,83,2369,0.59383,0.80462
301,301,1996,Thuringa,No migration background,Almost impossible,0.30791,36,2369,0.26965,0.36436
302,302,1997,Lower Saxony,No migration background,Difficult,0.66901,86,2389,0.56875,0.76158
303,303,1997,Lower Saxony,No migration background,Almost impossible,0.33099,47,2389,0.28527,0.38171
304,304,1997,Lower Saxony,Direct migration background,Almost impossible,1.0,31,2389,0.62471,1.41348
305,305,1997,North Rhine-Westphalia,No migration background,Easy,0.14298,64,2389,0.1216,0.16248
306,306,1997,North Rhine-Westphalia,No migration background,Difficult,0.51379,201,2389,0.46103,0.55528
307,307,1997,North Rhine-Westphalia,No migration background,Almost impossible,0.34323,118,2389,0.306,0.39463
308,308,1997,North Rhine-Westphalia,Direct migration background,Difficult,0.47944,86,2389,0.40815,0.57816
309,309,1997,North Rhine-Westphalia,Direct migration background,Almost impossible,0.52056,95,2389,0.44068,0.62527
310,310,1997,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,48,2389,0.79154,1.19444
311,311,1997,Hesse,No migration background,Difficult,1.0,44,2389,0.84079,1.19405
312,312,1997,Hesse,Direct migration background,Difficult,0.50701,39,2389,0.35755,0.67975
313,313,1997,Hesse,Direct migration background,Almost impossible,0.49299,31,2389,0.33249,0.63094
314,314,1997,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.54459,58,2389,0.47094,0.6118
315,315,1997,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.45541,51,2389,0.40328,0.50779
316,316,1997,"Rhineland-Palatinate, Saarland",Direct migration background,Difficult,1.0,31,2389,0.78904,1.23812
317,317,1997,Baden-Wuerttemberg,No migration background,Difficult,0.65594,100,2389,0.56887,0.75744
318,318,1997,Baden-Wuerttemberg,No migration background,Almost impossible,0.34406,49,2389,0.27614,0.41384
319,319,1997,Baden-Wuerttemberg,Direct migration background,Difficult,0.5382,95,2389,0.44783,0.66452
320,320,1997,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.4618,97,2389,0.3543,0.57959
321,321,1997,Bavaria,No migration background,Easy,0.17897,46,2389,0.14361,0.21248
322,322,1997,Bavaria,No migration background,Difficult,0.57492,141,2389,0.51991,0.64449
323,323,1997,Bavaria,No migration background,Almost impossible,0.24611,52,2389,0.20552,0.29454
324,324,1997,Bavaria,Direct migration background,Difficult,0.50969,46,2389,0.39959,0.61719
325,325,1997,Bavaria,Direct migration background,Almost impossible,0.49031,46,2389,0.33953,0.6749
326,326,1997,Berlin,No migration background,Difficult,1.0,49,2389,0.7699,1.24017
327,327,1997,Brandenburg,No migration background,Difficult,0.59714,72,2389,0.51752,0.67347
328,328,1997,Brandenburg,No migration background,Almost impossible,0.40286,43,2389,0.33491,0.4742
329,329,1997,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,55,2389,0.84104,1.16457
330,330,1997,Saxony,No migration background,Difficult,0.64418,125,2389,0.58516,0.7088
331,331,1997,Saxony,No migration background,Almost impossible,0.35582,62,2389,0.30436,0.41203
332,332,1997,Saxony-Anhalt,No migration background,Difficult,0.5969,85,2389,0.50931,0.66383
333,333,1997,Saxony-Anhalt,No migration background,Almost impossible,0.4031,49,2389,0.33529,0.47374
334,334,1997,Thuringa,No migration background,Difficult,0.65017,102,2389,0.57187,0.74115
335,335,1997,Thuringa,No migration background,Almost impossible,0.34983,45,2389,0.29256,0.41752
336,336,1998,Schleswig-Holstein,No migration background,Difficult,1.0,36,2470,0.83531,1.18716
337,337,1998,Lower Saxony,No migration background,Difficult,0.63302,92,2470,0.55506,0.73072
338,338,1998,Lower Saxony,No migration background,Almost impossible,0.36698,63,2470,0.32715,0.41876
339,339,1998,North Rhine-Westphalia,No migration background,Easy,0.14506,70,2470,0.12376,0.16955
340,340,1998,North Rhine-Westphalia,No migration background,Difficult,0.54177,231,2470,0.51093,0.58175
341,341,1998,North Rhine-Westphalia,No migration background,Almost impossible,0.31317,126,2470,0.28667,0.34906
342,342,1998,North Rhine-Westphalia,Direct migration background,Difficult,0.49478,83,2470,0.42123,0.56215
343,343,1998,North Rhine-Westphalia,Direct migration background,Almost impossible,0.50522,95,2470,0.42485,0.59836
344,344,1998,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,45,2470,0.75531,1.23087
345,345,1998,Hesse,No migration background,Difficult,1.0,62,2470,0.88107,1.132
346,346,1998,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.53675,61,2470,0.46982,0.6024
347,347,1998,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.46325,53,2470,0.41186,0.53601
348,348,1998,Baden-Wuerttemberg,No migration background,Easy,0.16269,33,2470,0.12653,0.20068
349,349,1998,Baden-Wuerttemberg,No migration background,Difficult,0.56655,107,2470,0.4865,0.64802
350,350,1998,Baden-Wuerttemberg,No migration background,Almost impossible,0.27075,51,2470,0.22946,0.31641
351,351,1998,Baden-Wuerttemberg,Direct migration background,Difficult,0.53222,85,2470,0.44223,0.62699
352,352,1998,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.46778,89,2470,0.37803,0.56683
353,353,1998,Bavaria,No migration background,Easy,0.15716,55,2470,0.13119,0.18085
354,354,1998,Bavaria,No migration background,Difficult,0.55952,156,2470,0.50312,0.62935
355,355,1998,Bavaria,No migration background,Almost impossible,0.28332,72,2470,0.24203,0.32913
356,356,1998,Bavaria,Direct migration background,Difficult,0.58582,42,2470,0.43208,0.76093
357,357,1998,Bavaria,Direct migration background,Almost impossible,0.41418,38,2470,0.3125,0.56294
358,358,1998,Berlin,No migration background,Difficult,1.0,43,2470,0.79821,1.20788
359,359,1998,Brandenburg,No migration background,Difficult,0.55328,73,2470,0.49016,0.64062
360,360,1998,Brandenburg,No migration background,Almost impossible,0.44672,44,2470,0.35943,0.5372
361,361,1998,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,59,2470,0.82822,1.16316
362,362,1998,Saxony,No migration background,Difficult,0.69464,146,2470,0.63093,0.78868
363,363,1998,Saxony,No migration background,Almost impossible,0.30536,67,2470,0.27606,0.33394
364,364,1998,Saxony-Anhalt,No migration background,Difficult,0.5448,78,2470,0.4849,0.60858
365,365,1998,Saxony-Anhalt,No migration background,Almost impossible,0.4552,58,2470,0.39226,0.52455
366,366,1998,Thuringa,No migration background,Difficult,0.74281,120,2470,0.65141,0.84689
367,367,1998,Thuringa,No migration background,Almost impossible,0.25719,37,2470,0.21174,0.32581
368,368,1999,Lower Saxony,No migration background,Difficult,0.60178,92,2151,0.51722,0.68655
369,369,1999,Lower Saxony,No migration background,Almost impossible,0.39822,55,2151,0.34006,0.47388
370,370,1999,North Rhine-Westphalia,No migration background,Easy,0.14115,51,2151,0.11793,0.16857
371,371,1999,North Rhine-Westphalia,No migration background,Difficult,0.54672,208,2151,0.50264,0.59469
372,372,1999,North Rhine-Westphalia,No migration background,Almost impossible,0.31213,108,2151,0.27801,0.3538
373,373,1999,North Rhine-Westphalia,Direct migration background,Difficult,0.50736,78,2151,0.41964,0.61144
374,374,1999,North Rhine-Westphalia,Direct migration background,Almost impossible,0.49264,83,2151,0.42339,0.5846
375,375,1999,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,41,2151,0.78456,1.33475
376,376,1999,Hesse,No migration background,Difficult,1.0,58,2151,0.85551,1.14137
377,377,1999,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.57389,50,2151,0.49256,0.67161
378,378,1999,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.42611,42,2151,0.37786,0.47689
379,379,1999,Baden-Wuerttemberg,No migration background,Easy,0.18927,34,2151,0.15463,0.23243
380,380,1999,Baden-Wuerttemberg,No migration background,Difficult,0.44581,82,2151,0.36972,0.50768
381,381,1999,Baden-Wuerttemberg,No migration background,Almost impossible,0.36492,53,2151,0.3068,0.43797
382,382,1999,Baden-Wuerttemberg,Direct migration background,Difficult,0.54416,69,2151,0.42178,0.65401
383,383,1999,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.45584,72,2151,0.3781,0.54995
384,384,1999,Baden-Wuerttemberg,Indirect migration background,Difficult,1.0,32,2151,0.76643,1.24079
385,385,1999,Bavaria,No migration background,Easy,0.19909,51,2151,0.16785,0.24021
386,386,1999,Bavaria,No migration background,Difficult,0.47786,119,2151,0.43458,0.5338
387,387,1999,Bavaria,No migration background,Almost impossible,0.32305,67,2151,0.27749,0.37041
388,388,1999,Bavaria,Direct migration background,Difficult,1.0,33,2151,0.75301,1.31035
389,389,1999,Berlin,No migration background,Difficult,1.0,46,2151,0.82073,1.17897
390,390,1999,Brandenburg,No migration background,Difficult,0.65214,76,2151,0.56289,0.75157
391,391,1999,Brandenburg,No migration background,Almost impossible,0.34786,36,2151,0.28723,0.41562
392,392,1999,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,42,2151,0.79227,1.20122
393,393,1999,Saxony,No migration background,Difficult,0.65255,145,2151,0.59393,0.72019
394,394,1999,Saxony,No migration background,Almost impossible,0.34745,74,2151,0.30998,0.38691
395,395,1999,Saxony-Anhalt,No migration background,Difficult,0.60179,77,2151,0.51864,0.69814
396,396,1999,Saxony-Anhalt,No migration background,Almost impossible,0.39821,46,2151,0.32591,0.48668
397,397,1999,Thuringa,No migration background,Difficult,0.72774,96,2151,0.61874,0.85864
398,398,1999,Thuringa,No migration background,Almost impossible,0.27226,35,2151,0.20984,0.32996
399,399,2000,Schleswig-Holstein,No migration background,Difficult,0.51383,41,4166,0.45577,0.58284
400,400,2000,Schleswig-Holstein,No migration background,Almost impossible,0.48617,39,4166,0.39164,0.59809
401,401,2000,Lower Saxony,No migration background,Easy,0.20095,54,4166,0.16848,0.23357
402,402,2000,Lower Saxony,No migration background,Difficult,0.5355,149,4166,0.48657,0.58167
403,403,2000,Lower Saxony,No migration background,Almost impossible,0.26355,72,4166,0.23089,0.29309
404,404,2000,Lower Saxony,Direct migration background,Difficult,1.0,31,4166,0.8,1.19949
405,405,2000,North Rhine-Westphalia,No migration background,Easy,0.19734,146,4166,0.18436,0.21482
406,406,2000,North Rhine-Westphalia,No migration background,Difficult,0.45243,329,4166,0.42676,0.477
407,407,2000,North Rhine-Westphalia,No migration background,Almost impossible,0.35022,246,4166,0.33389,0.37074
408,408,2000,North Rhine-Westphalia,Direct migration background,Difficult,0.50727,130,4166,0.46096,0.55674
409,409,2000,North Rhine-Westphalia,Direct migration background,Almost impossible,0.49273,124,4166,0.45494,0.53481
410,410,2000,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,57,4166,0.82906,1.18756
411,411,2000,Hesse,No migration background,Easy,0.19336,43,4166,0.16827,0.22088
412,412,2000,Hesse,No migration background,Difficult,0.49545,106,4166,0.44954,0.5405
413,413,2000,Hesse,No migration background,Almost impossible,0.31119,61,4166,0.28105,0.34544
414,414,2000,Hesse,Direct migration background,Difficult,0.59489,55,4166,0.49523,0.67849
415,415,2000,Hesse,Direct migration background,Almost impossible,0.40511,38,4166,0.33817,0.47102
416,416,2000,"Rhineland-Palatinate, Saarland",No migration background,Easy,0.15327,39,4166,0.13621,0.1701
417,417,2000,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.46671,107,4166,0.42337,0.51033
418,418,2000,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.38002,83,4166,0.35001,0.4068
419,419,2000,"Rhineland-Palatinate, Saarland",Direct migration background,Difficult,1.0,34,4166,0.86242,1.1917
420,420,2000,Baden-Wuerttemberg,No migration background,Easy,0.20556,70,4166,0.18706,0.22397
421,421,2000,Baden-Wuerttemberg,No migration background,Difficult,0.45755,159,4166,0.42056,0.4997
422,422,2000,Baden-Wuerttemberg,No migration background,Almost impossible,0.33689,116,4166,0.30364,0.37127
423,423,2000,Baden-Wuerttemberg,Direct migration background,Difficult,0.45652,78,4166,0.38921,0.54042
424,424,2000,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.54348,109,4166,0.46532,0.60689
425,425,2000,Baden-Wuerttemberg,Indirect migration background,Difficult,1.0,39,4166,0.81633,1.2074
426,426,2000,Bavaria,No migration background,Easy,0.21833,102,4166,0.19701,0.24164
427,427,2000,Bavaria,No migration background,Difficult,0.48979,230,4166,0.45429,0.52314
428,428,2000,Bavaria,No migration background,Almost impossible,0.29188,136,4166,0.267,0.3144
429,429,2000,Bavaria,Direct migration background,Difficult,0.53676,49,4166,0.42468,0.6386
430,430,2000,Bavaria,Direct migration background,Almost impossible,0.46324,45,4166,0.38729,0.55611
431,431,2000,Berlin,No migration background,Difficult,0.70617,74,4166,0.634,0.77748
432,432,2000,Berlin,No migration background,Almost impossible,0.29383,33,4166,0.24168,0.3691
433,433,2000,Brandenburg,No migration background,Difficult,0.66082,109,4166,0.59457,0.7358
434,434,2000,Brandenburg,No migration background,Almost impossible,0.33918,67,4166,0.30881,0.37484
435,435,2000,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,60,4166,0.88533,1.17295
436,436,2000,Saxony,No migration background,Difficult,0.62613,212,4166,0.58477,0.66369
437,437,2000,Saxony,No migration background,Almost impossible,0.37387,121,4166,0.33565,0.41066
438,438,2000,Saxony-Anhalt,No migration background,Difficult,0.57571,114,4166,0.52593,0.62543
439,439,2000,Saxony-Anhalt,No migration background,Almost impossible,0.42429,75,4166,0.38228,0.46922
440,440,2000,Thuringa,No migration background,Difficult,0.67052,125,4166,0.60995,0.74648
441,441,2000,Thuringa,No migration background,Almost impossible,0.32948,59,4166,0.28429,0.37737
442,442,2001,Schleswig-Holstein,No migration background,Difficult,0.5036,34,3533,0.41424,0.61882
443,443,2001,Schleswig-Holstein,No migration background,Almost impossible,0.4964,41,3533,0.40939,0.60204
444,444,2001,Lower Saxony,No migration background,Easy,0.1826,47,3533,0.1544,0.21033
445,445,2001,Lower Saxony,No migration background,Difficult,0.50619,139,3533,0.45741,0.54999
446,446,2001,Lower Saxony,No migration background,Almost impossible,0.31121,72,3533,0.26995,0.35038
447,447,2001,Lower Saxony,Direct migration background,Difficult,1.0,31,3533,0.77903,1.25747
448,448,2001,North Rhine-Westphalia,No migration background,Easy,0.18965,130,3533,0.17149,0.21196
449,449,2001,North Rhine-Westphalia,No migration background,Difficult,0.46508,284,3533,0.43733,0.49983
450,450,2001,North Rhine-Westphalia,No migration background,Almost impossible,0.34528,210,3533,0.32361,0.37057
451,451,2001,North Rhine-Westphalia,Direct migration background,Difficult,0.44987,94,3533,0.39006,0.50939
452,452,2001,North Rhine-Westphalia,Direct migration background,Almost impossible,0.55013,110,3533,0.48418,0.61666
453,453,2001,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,48,3533,0.795,1.2339
454,454,2001,Hesse,No migration background,Easy,0.23438,43,3533,0.20629,0.26689
455,455,2001,Hesse,No migration background,Difficult,0.48238,83,3533,0.42623,0.54067
456,456,2001,Hesse,No migration background,Almost impossible,0.28323,51,3533,0.24293,0.32875
457,457,2001,Hesse,Direct migration background,Difficult,0.60835,41,3533,0.49586,0.71896
458,458,2001,Hesse,Direct migration background,Almost impossible,0.39165,31,3533,0.30059,0.48346
459,459,2001,"Rhineland-Palatinate, Saarland",No migration background,Easy,0.25624,58,3533,0.21909,0.29641
460,460,2001,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.36773,77,3533,0.33458,0.41673
461,461,2001,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.37603,72,3533,0.32781,0.42756
462,462,2001,"Rhineland-Palatinate, Saarland",Direct migration background,Difficult,1.0,34,3533,0.83603,1.20827
463,463,2001,Baden-Wuerttemberg,No migration background,Easy,0.18848,59,3533,0.16438,0.21201
464,464,2001,Baden-Wuerttemberg,No migration background,Difficult,0.50195,134,3533,0.44729,0.57355
465,465,2001,Baden-Wuerttemberg,No migration background,Almost impossible,0.30957,85,3533,0.27653,0.34184
466,466,2001,Baden-Wuerttemberg,Direct migration background,Difficult,0.52564,56,3533,0.41537,0.6317
467,467,2001,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.47436,71,3533,0.38568,0.56321
468,468,2001,Bavaria,No migration background,Easy,0.21913,91,3533,0.19034,0.24605
469,469,2001,Bavaria,No migration background,Difficult,0.45484,189,3533,0.4172,0.50292
470,470,2001,Bavaria,No migration background,Almost impossible,0.32603,123,3533,0.30109,0.35956
471,471,2001,Bavaria,Direct migration background,Difficult,0.47202,41,3533,0.36283,0.57364
472,472,2001,Bavaria,Direct migration background,Almost impossible,0.52798,40,3533,0.41762,0.68303
473,473,2001,Berlin,No migration background,Difficult,1.0,73,3533,0.87539,1.1733
474,474,2001,Brandenburg,No migration background,Difficult,0.69734,97,3533,0.61545,0.79483
475,475,2001,Brandenburg,No migration background,Almost impossible,0.30266,50,3533,0.25755,0.34617
476,476,2001,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,51,3533,0.83643,1.227
477,477,2001,Saxony,No migration background,Difficult,0.65096,180,3533,0.58794,0.71797
478,478,2001,Saxony,No migration background,Almost impossible,0.34904,95,3533,0.31771,0.37387
479,479,2001,Saxony-Anhalt,No migration background,Difficult,0.61466,116,3533,0.53772,0.67344
480,480,2001,Saxony-Anhalt,No migration background,Almost impossible,0.38534,68,3533,0.34161,0.43602
481,481,2001,Thuringa,No migration background,Difficult,0.67786,132,3533,0.60225,0.75652
482,482,2001,Thuringa,No migration background,Almost impossible,0.32214,52,3533,0.2752,0.38689
483,483,2002,Schleswig-Holstein,No migration background,Difficult,0.51551,42,3609,0.40748,0.62565
484,484,2002,Schleswig-Holstein,No migration background,Almost impossible,0.48449,37,3609,0.39424,0.60049
485,485,2002,Lower Saxony,No migration background,Easy,0.20192,65,3609,0.16139,0.24565
486,486,2002,Lower Saxony,No migration background,Difficult,0.52925,150,3609,0.46122,0.58869
487,487,2002,Lower Saxony,No migration background,Almost impossible,0.26883,78,3609,0.22661,0.30702
488,488,2002,North Rhine-Westphalia,No migration background,Easy,0.20678,141,3609,0.17871,0.22989
489,489,2002,North Rhine-Westphalia,No migration background,Difficult,0.47236,316,3609,0.43975,0.52127
490,490,2002,North Rhine-Westphalia,No migration background,Almost impossible,0.32086,207,3609,0.29692,0.34708
491,491,2002,North Rhine-Westphalia,Direct migration background,Difficult,0.52374,107,3609,0.45834,0.58292
492,492,2002,North Rhine-Westphalia,Direct migration background,Almost impossible,0.47626,93,3609,0.41213,0.53588
493,493,2002,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,51,3609,0.79852,1.31212
494,494,2002,Hesse,No migration background,Easy,0.21717,46,3609,0.15675,0.2794
495,495,2002,Hesse,No migration background,Difficult,0.45591,89,3609,0.39507,0.52249
496,496,2002,Hesse,No migration background,Almost impossible,0.32692,49,3609,0.26719,0.40074
497,497,2002,Hesse,Direct migration background,Difficult,0.49696,34,3609,0.3998,0.59066
498,498,2002,Hesse,Direct migration background,Almost impossible,0.50304,31,3609,0.3727,0.64416
499,499,2002,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.60865,104,3609,0.51637,0.69755
500,500,2002,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.39135,65,3609,0.3291,0.45495
501,501,2002,"Rhineland-Palatinate, Saarland",Direct migration background,Difficult,1.0,34,3609,0.782,1.27599
502,502,2002,Baden-Wuerttemberg,No migration background,Easy,0.23698,75,3609,0.19786,0.28931
503,503,2002,Baden-Wuerttemberg,No migration background,Difficult,0.47947,147,3609,0.41501,0.54194
504,504,2002,Baden-Wuerttemberg,No migration background,Almost impossible,0.28355,89,3609,0.24145,0.33266
505,505,2002,Baden-Wuerttemberg,Direct migration background,Difficult,0.52841,55,3609,0.40102,0.64076
506,506,2002,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.47159,76,3609,0.39254,0.56644
507,507,2002,Bavaria,No migration background,Easy,0.20303,100,3609,0.16979,0.23598
508,508,2002,Bavaria,No migration background,Difficult,0.49166,220,3609,0.4437,0.54419
509,509,2002,Bavaria,No migration background,Almost impossible,0.30531,120,3609,0.26714,0.3467
510,510,2002,Bavaria,Direct migration background,Difficult,1.0,53,3609,0.79264,1.22708
511,511,2002,Berlin,No migration background,Difficult,1.0,93,3609,0.86238,1.12984
512,512,2002,Brandenburg,No migration background,Difficult,0.67141,112,3609,0.58162,0.75965
513,513,2002,Brandenburg,No migration background,Almost impossible,0.32859,58,3609,0.28133,0.37268
514,514,2002,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,47,3609,0.80851,1.19515
515,515,2002,Saxony,No migration background,Difficult,0.63376,169,3609,0.5622,0.70705
516,516,2002,Saxony,No migration background,Almost impossible,0.36624,103,3609,0.33307,0.40605
517,517,2002,Saxony-Anhalt,No migration background,Difficult,0.61414,96,3609,0.52715,0.69153
518,518,2002,Saxony-Anhalt,No migration background,Almost impossible,0.38586,68,3609,0.34763,0.43904
519,519,2002,Thuringa,No migration background,Difficult,0.64011,125,3609,0.55102,0.73935
520,520,2002,Thuringa,No migration background,Almost impossible,0.35989,64,3609,0.30434,0.41999
521,521,2003,Schleswig-Holstein,No migration background,Difficult,1.0,31,2445,0.81518,1.25841
522,522,2003,Lower Saxony,No migration background,Easy,0.1644,35,2445,0.12597,0.20336
523,523,2003,Lower Saxony,No migration background,Difficult,0.68501,127,2445,0.59838,0.77321
524,524,2003,Lower Saxony,No migration background,Almost impossible,0.15058,32,2445,0.11644,0.19572
525,525,2003,North Rhine-Westphalia,No migration background,Easy,0.15621,66,2445,0.11992,0.18969
526,526,2003,North Rhine-Westphalia,No migration background,Difficult,0.64759,261,2445,0.58724,0.71772
527,527,2003,North Rhine-Westphalia,No migration background,Almost impossible,0.1962,79,2445,0.16681,0.23128
528,528,2003,North Rhine-Westphalia,Direct migration background,Difficult,1.0,78,2445,0.87479,1.15767
529,529,2003,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,36,2445,0.686,1.38048
530,530,2003,Hesse,No migration background,Difficult,1.0,89,2445,0.83895,1.14099
531,531,2003,Hesse,Direct migration background,Difficult,1.0,32,2445,0.82374,1.17243
532,532,2003,"Rhineland-Palatinate, Saarland",No migration background,Difficult,1.0,85,2445,0.84049,1.1639
533,533,2003,"Rhineland-Palatinate, Saarland",Direct migration background,Difficult,1.0,32,2445,0.71333,1.24056
534,534,2003,Baden-Wuerttemberg,No migration background,Easy,0.23594,54,2445,0.1912,0.29359
535,535,2003,Baden-Wuerttemberg,No migration background,Difficult,0.53138,109,2445,0.43879,0.62647
536,536,2003,Baden-Wuerttemberg,No migration background,Almost impossible,0.23268,41,2445,0.18544,0.27805
537,537,2003,Baden-Wuerttemberg,Direct migration background,Difficult,1.0,39,2445,0.70813,1.32388
538,538,2003,Baden-Wuerttemberg,Indirect migration background,Difficult,1.0,32,2445,0.68629,1.31372
539,539,2003,Bavaria,No migration background,Easy,0.16991,63,2445,0.13201,0.21093
540,540,2003,Bavaria,No migration background,Difficult,0.66099,173,2445,0.59441,0.75011
541,541,2003,Bavaria,No migration background,Almost impossible,0.1691,50,2445,0.1371,0.21816
542,542,2003,Bavaria,Direct migration background,Difficult,1.0,35,2445,0.7739,1.22204
543,543,2003,Berlin,No migration background,Difficult,1.0,84,2445,0.86146,1.15706
544,544,2003,Brandenburg,No migration background,Difficult,0.66756,86,2445,0.56716,0.77293
545,545,2003,Brandenburg,No migration background,Almost impossible,0.33244,43,2445,0.2737,0.40049
546,546,2003,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,63,2445,0.83425,1.18956
547,547,2003,Saxony,No migration background,Difficult,0.71377,185,2445,0.63917,0.79159
548,548,2003,Saxony,No migration background,Almost impossible,0.28623,85,2445,0.25121,0.32668
549,549,2003,Saxony-Anhalt,No migration background,Difficult,0.67849,120,2445,0.594,0.7651
550,550,2003,Saxony-Anhalt,No migration background,Almost impossible,0.32151,52,2445,0.25716,0.38873
551,551,2003,Thuringa,No migration background,Difficult,0.63219,101,2445,0.54984,0.72989
552,552,2003,Thuringa,No migration background,Almost impossible,0.36781,47,2445,0.27607,0.46731
553,553,2004,Schleswig-Holstein,No migration background,Difficult,1.0,34,2436,0.78252,1.22505
554,554,2004,Lower Saxony,No migration background,Easy,0.23787,38,2436,0.16076,0.30231
555,555,2004,Lower Saxony,No migration background,Difficult,0.52311,115,2436,0.43409,0.60196
556,556,2004,Lower Saxony,No migration background,Almost impossible,0.23901,37,2436,0.18038,0.30586
557,557,2004,North Rhine-Westphalia,No migration background,Easy,0.11799,61,2436,0.0949,0.15338
558,558,2004,North Rhine-Westphalia,No migration background,Difficult,0.64915,257,2436,0.58809,0.71223
559,559,2004,North Rhine-Westphalia,No migration background,Almost impossible,0.23286,97,2436,0.20049,0.26937
560,560,2004,North Rhine-Westphalia,Direct migration background,Difficult,1.0,81,2436,0.86485,1.14323
561,561,2004,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,50,2436,0.79155,1.22593
562,562,2004,Hesse,No migration background,Difficult,1.0,72,2436,0.86726,1.16894
563,563,2004,Hesse,Direct migration background,Difficult,1.0,32,2436,0.74788,1.35013
564,564,2004,"Rhineland-Palatinate, Saarland",No migration background,Difficult,1.0,81,2436,0.8244,1.20683
565,565,2004,Baden-Wuerttemberg,No migration background,Easy,0.1845,45,2436,0.13371,0.23806
566,566,2004,Baden-Wuerttemberg,No migration background,Difficult,0.59385,122,2436,0.50931,0.68204
567,567,2004,Baden-Wuerttemberg,No migration background,Almost impossible,0.22165,43,2436,0.16747,0.27272
568,568,2004,Baden-Wuerttemberg,Direct migration background,Difficult,1.0,53,2436,0.73799,1.28342
569,569,2004,Baden-Wuerttemberg,Indirect migration background,Difficult,1.0,36,2436,0.66793,1.4149
570,570,2004,Bavaria,No migration background,Easy,0.16688,58,2436,0.14123,0.20106
571,571,2004,Bavaria,No migration background,Difficult,0.68339,188,2436,0.60736,0.78994
572,572,2004,Bavaria,No migration background,Almost impossible,0.14973,44,2436,0.11552,0.1845
573,573,2004,Bavaria,Direct migration background,Difficult,1.0,47,2436,0.80879,1.22425
574,574,2004,Berlin,No migration background,Difficult,1.0,78,2436,0.81274,1.20517
575,575,2004,Brandenburg,No migration background,Difficult,0.67734,97,2436,0.59588,0.777
576,576,2004,Brandenburg,No migration background,Almost impossible,0.32266,47,2436,0.258,0.37402
577,577,2004,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,60,2436,0.78228,1.25983
578,578,2004,Saxony,No migration background,Difficult,0.64755,159,2436,0.56439,0.73048
579,579,2004,Saxony,No migration background,Almost impossible,0.35245,79,2436,0.29445,0.41496
580,580,2004,Saxony-Anhalt,No migration background,Difficult,0.64738,102,2436,0.54155,0.77335
581,581,2004,Saxony-Anhalt,No migration background,Almost impossible,0.35262,56,2436,0.27508,0.47238
582,582,2004,Thuringa,No migration background,Difficult,0.66409,121,2436,0.5718,0.76062
