year,pgisced97,regtyp,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Primary Level,Urban regions,Almost impossible,0.52184,38,38,0.36088,0.68280
2002,Lower Secondary Level,Urban regions,Easy,0.11208,57,487,0.08403,0.14013
2002,Lower Secondary Level,Urban regions,Difficult,0.46454,243,487,0.42019,0.50888
2002,Lower Secondary Level,Urban regions,Almost impossible,0.42338,187,487,0.37946,0.46731
2002,Lower Secondary Level,Rural regions,Difficult,0.58144,102,163,0.50547,0.65741
2002,Lower Secondary Level,Rural regions,Almost impossible,0.29699,61,163,0.22663,0.36736
2002,Upper Secondary Level,Urban regions,Easy,0.19009,245,1334,0.16903,0.21116
2002,Upper Secondary Level,Urban regions,Difficult,0.48618,658,1334,0.45935,0.51301
2002,Upper Secondary Level,Urban regions,Almost impossible,0.32373,431,1334,0.29861,0.34885
2002,Upper Secondary Level,Rural regions,Easy,0.11143,109,837,0.09010,0.13276
2002,Upper Secondary Level,Rural regions,Difficult,0.58515,478,837,0.55175,0.61855
2002,Upper Secondary Level,Rural regions,Almost impossible,0.30341,250,837,0.27225,0.33458
2002,Post-secondary Non-tertiary Level,Urban regions,Easy,0.24450,38,177,0.18101,0.30800
2002,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.56493,97,177,0.49169,0.63817
2002,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.19057,42,177,0.13254,0.24859
2002,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.64143,33,33,0.47526,0.80759
2002,First Stage of Tertiary Education,Urban regions,Difficult,0.45483,47,79,0.34432,0.56533
2002,First Stage of Tertiary Education,Urban regions,Almost impossible,0.36445,32,79,0.25764,0.47125
2002,First Stage of Tertiary Education,Rural regions,Difficult,0.60323,46,46,0.46029,0.74617
2002,Second Stage of Tertiary Education,Urban regions,Easy,0.15056,48,276,0.10829,0.19282
2002,Second Stage of Tertiary Education,Urban regions,Difficult,0.56253,143,276,0.50390,0.62117
2002,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.28691,85,276,0.23345,0.34037
2002,Second Stage of Tertiary Education,Rural regions,Difficult,0.47604,53,97,0.37614,0.57595
2002,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.46690,44,97,0.36710,0.56670
2003,No answer / don't know,Urban regions,Difficult,0.57478,33,33,0.40348,0.74607
2003,Pre-primary Level,Urban regions,Easy,0.16297,55,283,0.11986,0.20608
2003,Pre-primary Level,Urban regions,Difficult,0.64049,162,283,0.58448,0.69649
2003,Pre-primary Level,Urban regions,Almost impossible,0.19655,66,283,0.15016,0.24293
2003,Pre-primary Level,Rural regions,Difficult,0.66836,91,125,0.58549,0.75122
2003,Pre-primary Level,Rural regions,Almost impossible,0.27511,34,125,0.19650,0.35371
2003,Lower Secondary Level,Urban regions,Easy,0.14113,36,274,0.09983,0.18243
2003,Lower Secondary Level,Urban regions,Difficult,0.63207,178,274,0.57486,0.68928
2003,Lower Secondary Level,Urban regions,Almost impossible,0.22680,60,274,0.17712,0.27647
2003,Lower Secondary Level,Rural regions,Difficult,0.75721,90,90,0.66813,0.84629
2003,Upper Secondary Level,Urban regions,Easy,0.15489,154,897,0.13120,0.17858
2003,Upper Secondary Level,Urban regions,Difficult,0.62292,541,897,0.59118,0.65465
2003,Upper Secondary Level,Urban regions,Almost impossible,0.22219,202,897,0.19497,0.24941
2003,Upper Secondary Level,Rural regions,Easy,0.09719,62,613,0.07372,0.12066
2003,Upper Secondary Level,Rural regions,Difficult,0.63773,385,613,0.59965,0.67581
2003,Upper Secondary Level,Rural regions,Almost impossible,0.26508,166,613,0.23011,0.30005
2003,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.71608,92,92,0.62343,0.80872
2003,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.70538,33,33,0.54743,0.86333
2003,First Stage of Tertiary Education,Urban regions,Difficult,0.65271,65,65,0.53606,0.76935
2003,First Stage of Tertiary Education,Rural regions,Difficult,0.54290,32,32,0.36754,0.71827
2003,Second Stage of Tertiary Education,Urban regions,Easy,0.13465,38,207,0.08803,0.18126
2003,Second Stage of Tertiary Education,Urban regions,Difficult,0.71233,134,207,0.65051,0.77414
2003,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.15303,35,207,0.10386,0.20219
2003,Second Stage of Tertiary Education,Rural regions,Difficult,0.57768,59,59,0.45056,0.70479
2004,No answer / don't know,Urban regions,Difficult,0.46630,37,37,0.30334,0.62926
2004,Pre-primary Level,Urban regions,Easy,0.15098,47,324,0.11193,0.19002
2004,Pre-primary Level,Urban regions,Difficult,0.60250,182,324,0.54913,0.65587
2004,Pre-primary Level,Urban regions,Almost impossible,0.24653,95,324,0.19952,0.29353
2004,Pre-primary Level,Rural regions,Difficult,0.58008,92,131,0.49523,0.66492
2004,Pre-primary Level,Rural regions,Almost impossible,0.21477,39,131,0.14418,0.28537
2004,Lower Secondary Level,Urban regions,Difficult,0.65878,202,262,0.60126,0.71630
2004,Lower Secondary Level,Urban regions,Almost impossible,0.24821,60,262,0.19580,0.30061
2004,Lower Secondary Level,Rural regions,Difficult,0.69416,93,93,0.60001,0.78832
2004,Upper Secondary Level,Urban regions,Easy,0.13503,143,884,0.11249,0.15757
2004,Upper Secondary Level,Urban regions,Difficult,0.62668,555,884,0.59478,0.65859
2004,Upper Secondary Level,Urban regions,Almost impossible,0.23829,186,884,0.21019,0.26639
2004,Upper Secondary Level,Rural regions,Easy,0.09299,66,646,0.07058,0.11541
2004,Upper Secondary Level,Rural regions,Difficult,0.66034,421,646,0.62379,0.69689
2004,Upper Secondary Level,Rural regions,Almost impossible,0.24667,159,646,0.21340,0.27993
2004,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.67173,88,88,0.57306,0.77041
2004,First Stage of Tertiary Education,Urban regions,Difficult,0.50869,49,49,0.36726,0.65012
2004,Second Stage of Tertiary Education,Urban regions,Difficult,0.62986,123,170,0.55706,0.70266
2004,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.26083,47,170,0.19463,0.32703
2004,Second Stage of Tertiary Education,Rural regions,Difficult,0.46906,42,42,0.31631,0.62182
2005,No answer / don't know,Urban regions,Difficult,0.67734,54,54,0.55148,0.80320
2005,Pre-primary Level,Urban regions,Easy,0.17964,68,343,0.13895,0.22032
2005,Pre-primary Level,Urban regions,Difficult,0.56136,182,343,0.50877,0.61395
2005,Pre-primary Level,Urban regions,Almost impossible,0.25900,93,343,0.21257,0.30544
2005,Pre-primary Level,Rural regions,Difficult,0.68466,98,132,0.60509,0.76423
2005,Pre-primary Level,Rural regions,Almost impossible,0.19551,34,132,0.12760,0.26343
2005,Lower Secondary Level,Urban regions,Difficult,0.68210,179,242,0.62331,0.74089
2005,Lower Secondary Level,Urban regions,Almost impossible,0.25861,63,242,0.20332,0.31389
2005,Lower Secondary Level,Rural regions,Difficult,0.74717,84,115,0.66738,0.82695
2005,Lower Secondary Level,Rural regions,Almost impossible,0.24622,31,115,0.16714,0.32530
2005,Upper Secondary Level,Urban regions,Easy,0.10184,99,833,0.08129,0.12239
2005,Upper Secondary Level,Urban regions,Difficult,0.66855,528,833,0.63656,0.70053
2005,Upper Secondary Level,Urban regions,Almost impossible,0.22961,206,833,0.20103,0.25819
2005,Upper Secondary Level,Rural regions,Easy,0.07252,41,605,0.05184,0.09321
2005,Upper Secondary Level,Rural regions,Difficult,0.64876,388,605,0.61069,0.68683
2005,Upper Secondary Level,Rural regions,Almost impossible,0.27872,176,605,0.24296,0.31447
2005,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.71096,77,77,0.60904,0.81288
2005,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.78153,33,33,0.63836,0.92470
2005,First Stage of Tertiary Education,Urban regions,Difficult,0.51252,52,52,0.37534,0.64971
2005,Second Stage of Tertiary Education,Urban regions,Difficult,0.67182,142,194,0.60557,0.73807
2005,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.26642,52,194,0.20405,0.32880
2005,Second Stage of Tertiary Education,Rural regions,Difficult,0.60230,38,38,0.44459,0.76000
2006,No answer / don't know,Urban regions,Difficult,0.60435,54,54,0.47271,0.73600
2006,Pre-primary Level,Urban regions,Easy,0.15969,43,201,0.10892,0.21045
2006,Pre-primary Level,Urban regions,Difficult,0.55660,101,201,0.48774,0.62545
2006,Pre-primary Level,Urban regions,Almost impossible,0.28372,57,201,0.22124,0.34620
2006,Pre-primary Level,Rural regions,Difficult,0.59545,52,52,0.46075,0.73016
2006,Lower Secondary Level,Urban regions,Difficult,0.62135,176,241,0.55998,0.68271
2006,Lower Secondary Level,Urban regions,Almost impossible,0.30865,65,241,0.25021,0.36709
2006,Lower Secondary Level,Rural regions,Difficult,0.61614,86,127,0.53122,0.70106
2006,Lower Secondary Level,Rural regions,Almost impossible,0.32470,41,127,0.24294,0.40647
2006,Upper Secondary Level,Urban regions,Easy,0.13442,129,904,0.11217,0.15667
2006,Upper Secondary Level,Urban regions,Difficult,0.64430,572,904,0.61308,0.67553
2006,Upper Secondary Level,Urban regions,Almost impossible,0.22127,203,904,0.19420,0.24835
2006,Upper Secondary Level,Rural regions,Easy,0.08668,60,640,0.06486,0.10850
2006,Upper Secondary Level,Rural regions,Difficult,0.63236,392,640,0.59498,0.66975
2006,Upper Secondary Level,Rural regions,Almost impossible,0.28096,188,640,0.24611,0.31581
2006,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.70282,94,94,0.60994,0.79571
2006,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.62109,31,31,0.44750,0.79469
2006,First Stage of Tertiary Education,Urban regions,Difficult,0.53569,45,45,0.38832,0.68305
2006,Second Stage of Tertiary Education,Urban regions,Difficult,0.61755,143,197,0.54951,0.68559
2006,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.26778,54,197,0.20579,0.32977
2006,Second Stage of Tertiary Education,Rural regions,Difficult,0.59653,56,56,0.46687,0.72618
2007,No answer / don't know,Urban regions,Difficult,0.56546,57,57,0.43563,0.69529
2007,Pre-primary Level,Urban regions,Easy,0.27099,45,166,0.20317,0.33881
2007,Pre-primary Level,Urban regions,Difficult,0.57468,85,166,0.49924,0.65012
2007,Pre-primary Level,Urban regions,Almost impossible,0.15433,36,166,0.09920,0.20945
2007,Pre-primary Level,Rural regions,Difficult,0.61826,49,49,0.48082,0.75569
2007,Lower Secondary Level,Urban regions,Difficult,0.65843,163,217,0.59519,0.72168
2007,Lower Secondary Level,Urban regions,Almost impossible,0.26981,54,217,0.21062,0.32900
2007,Lower Secondary Level,Rural regions,Difficult,0.58827,72,72,0.47379,0.70274
2007,Upper Secondary Level,Urban regions,Easy,0.15261,131,732,0.12654,0.17868
2007,Upper Secondary Level,Urban regions,Difficult,0.60223,426,732,0.56675,0.63771
2007,Upper Secondary Level,Urban regions,Almost impossible,0.24516,175,732,0.21398,0.27635
2007,Upper Secondary Level,Rural regions,Easy,0.08573,50,511,0.06143,0.11003
2007,Upper Secondary Level,Rural regions,Difficult,0.62165,298,511,0.57956,0.66374
2007,Upper Secondary Level,Rural regions,Almost impossible,0.29262,163,511,0.25313,0.33211
2007,Post-secondary Non-tertiary Level,Urban regions,Easy,0.21466,33,117,0.13994,0.28938
2007,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.68077,84,117,0.59594,0.76561
2007,First Stage of Tertiary Education,Urban regions,Difficult,0.49337,36,36,0.32773,0.65900
2007,Second Stage of Tertiary Education,Urban regions,Easy,0.12850,32,195,0.08141,0.17559
2007,Second Stage of Tertiary Education,Urban regions,Difficult,0.61780,116,195,0.54942,0.68618
2007,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.25371,47,195,0.19247,0.31494
2007,Second Stage of Tertiary Education,Rural regions,Difficult,0.69303,42,42,0.55185,0.83422
2008,No answer / don't know,Urban regions,Difficult,0.52804,44,44,0.37883,0.67725
2008,Pre-primary Level,Urban regions,Easy,0.27697,57,185,0.21231,0.34163
2008,Pre-primary Level,Urban regions,Difficult,0.51738,89,185,0.44518,0.58959
2008,Pre-primary Level,Urban regions,Almost impossible,0.20565,39,185,0.14725,0.26405
2008,Pre-primary Level,Rural regions,Difficult,0.67547,55,55,0.55060,0.80035
2008,Lower Secondary Level,Urban regions,Difficult,0.70285,136,174,0.63475,0.77095
2008,Lower Secondary Level,Urban regions,Almost impossible,0.22173,38,174,0.15983,0.28364
2008,Lower Secondary Level,Rural regions,Difficult,0.59457,61,61,0.47034,0.71881
2008,Upper Secondary Level,Urban regions,Easy,0.16912,118,645,0.14017,0.19807
2008,Upper Secondary Level,Urban regions,Difficult,0.63392,392,645,0.59672,0.67113
2008,Upper Secondary Level,Urban regions,Almost impossible,0.19696,135,645,0.16624,0.22767
2008,Upper Secondary Level,Rural regions,Easy,0.12789,62,466,0.09754,0.15825
2008,Upper Secondary Level,Rural regions,Difficult,0.58801,258,466,0.54327,0.63274
2008,Upper Secondary Level,Rural regions,Almost impossible,0.28410,146,466,0.24311,0.32509
2008,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.62331,65,65,0.50460,0.74203
2008,First Stage of Tertiary Education,Urban regions,Difficult,0.58448,37,37,0.42349,0.74546
2008,Second Stage of Tertiary Education,Urban regions,Easy,0.17621,38,165,0.11790,0.23452
2008,Second Stage of Tertiary Education,Urban regions,Difficult,0.58016,94,165,0.50462,0.65569
2008,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.24363,33,165,0.17793,0.30933
2008,Second Stage of Tertiary Education,Rural regions,Difficult,0.55812,33,33,0.38605,0.73019
2009,No answer / don't know,Urban regions,Difficult,0.54681,47,47,0.40295,0.69066
2009,Pre-primary Level,Urban regions,Easy,0.30515,48,119,0.22206,0.38823
2009,Pre-primary Level,Urban regions,Difficult,0.47650,71,119,0.38639,0.56662
2009,Pre-primary Level,Rural regions,Difficult,0.55474,36,36,0.39009,0.71940
2009,Lower Secondary Level,Urban regions,Difficult,0.63848,117,158,0.56332,0.71363
2009,Lower Secondary Level,Urban regions,Almost impossible,0.21066,41,158,0.14687,0.27445
2009,Lower Secondary Level,Rural regions,Difficult,0.59119,48,48,0.45064,0.73174
2009,Upper Secondary Level,Urban regions,Easy,0.15750,96,574,0.12767,0.18733
2009,Upper Secondary Level,Urban regions,Difficult,0.63458,348,574,0.59515,0.67401
2009,Upper Secondary Level,Urban regions,Almost impossible,0.20792,130,574,0.17469,0.24115
2009,Upper Secondary Level,Rural regions,Easy,0.14595,54,422,0.11222,0.17968
2009,Upper Secondary Level,Rural regions,Difficult,0.54952,243,422,0.50199,0.59704
2009,Upper Secondary Level,Rural regions,Almost impossible,0.30453,125,422,0.26057,0.34850
2009,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.61595,52,52,0.48246,0.74944
2009,Second Stage of Tertiary Education,Urban regions,Easy,0.15562,32,173,0.10145,0.20979
2009,Second Stage of Tertiary Education,Urban regions,Difficult,0.56684,95,173,0.49279,0.64090
2009,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.27754,46,173,0.21062,0.34446
2010,No answer / don't know,Urban regions,Difficult,0.54459,46,46,0.39908,0.69010
2010,Pre-primary Level,Urban regions,Easy,0.27633,57,211,0.21585,0.33681
2010,Pre-primary Level,Urban regions,Difficult,0.52708,110,211,0.45955,0.59460
2010,Pre-primary Level,Urban regions,Almost impossible,0.19659,44,211,0.14284,0.25035
2010,Pre-primary Level,Rural regions,Difficult,0.58202,46,46,0.43791,0.72613
2010,Primary Level,Urban regions,Difficult,0.69231,57,96,0.59950,0.78512
2010,Primary Level,Urban regions,Almost impossible,0.25837,39,96,0.17034,0.34639
2010,Lower Secondary Level,Urban regions,Easy,0.12678,58,440,0.09566,0.15791
2010,Lower Secondary Level,Urban regions,Difficult,0.61330,277,440,0.56774,0.65885
2010,Lower Secondary Level,Urban regions,Almost impossible,0.25992,105,440,0.21889,0.30095
2010,Lower Secondary Level,Rural regions,Difficult,0.68709,123,168,0.61677,0.75742
2010,Lower Secondary Level,Rural regions,Almost impossible,0.27431,45,168,0.20664,0.34198
2010,Upper Secondary Level,Urban regions,Easy,0.16759,246,1242,0.14681,0.18837
2010,Upper Secondary Level,Urban regions,Difficult,0.58992,721,1242,0.56255,0.61728
2010,Upper Secondary Level,Urban regions,Almost impossible,0.24249,275,1242,0.21865,0.26634
2010,Upper Secondary Level,Rural regions,Easy,0.13926,145,831,0.11571,0.16282
2010,Upper Secondary Level,Rural regions,Difficult,0.59267,482,831,0.55925,0.62610
2010,Upper Secondary Level,Rural regions,Almost impossible,0.26806,204,831,0.23793,0.29820
2010,Post-secondary Non-tertiary Level,Urban regions,Easy,0.23628,73,269,0.18542,0.28714
2010,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.63569,153,269,0.57808,0.69331
2010,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.12803,43,269,0.08802,0.16803
2010,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.57875,63,63,0.45585,0.70166
2010,First Stage of Tertiary Education,Urban regions,Difficult,0.76096,52,52,0.64391,0.87801
2010,Second Stage of Tertiary Education,Urban regions,Easy,0.25150,148,474,0.21240,0.29060
2010,Second Stage of Tertiary Education,Urban regions,Difficult,0.55069,253,474,0.50586,0.59552
2010,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.19781,73,474,0.16191,0.23371
2010,Second Stage of Tertiary Education,Rural regions,Easy,0.34123,39,112,0.25303,0.42943
2010,Second Stage of Tertiary Education,Rural regions,Difficult,0.53330,73,112,0.44049,0.62611
2011,No answer / don't know,Urban regions,Easy,0.29105,32,96,0.19971,0.38240
2011,No answer / don't know,Urban regions,Difficult,0.56373,64,96,0.46401,0.66346
2011,Pre-primary Level,Urban regions,Easy,0.40169,84,227,0.33778,0.46561
2011,Pre-primary Level,Urban regions,Difficult,0.45015,106,227,0.38529,0.51501
2011,Pre-primary Level,Urban regions,Almost impossible,0.14816,37,227,0.10184,0.19447
2011,Pre-primary Level,Rural regions,Difficult,0.62584,59,59,0.50131,0.75038
2011,Primary Level,Urban regions,Difficult,0.76909,49,80,0.67617,0.86202
2011,Primary Level,Urban regions,Almost impossible,0.18819,31,80,0.10200,0.27439
2011,Lower Secondary Level,Urban regions,Easy,0.15920,49,422,0.12425,0.19415
2011,Lower Secondary Level,Urban regions,Difficult,0.55943,269,422,0.51200,0.60685
2011,Lower Secondary Level,Urban regions,Almost impossible,0.28137,104,422,0.23842,0.32433
2011,Lower Secondary Level,Rural regions,Difficult,0.58752,119,171,0.51352,0.66152
2011,Lower Secondary Level,Rural regions,Almost impossible,0.24233,52,171,0.17792,0.30674
2011,Upper Secondary Level,Urban regions,Easy,0.25642,273,1190,0.23160,0.28124
2011,Upper Secondary Level,Urban regions,Difficult,0.53231,649,1190,0.50395,0.56067
2011,Upper Secondary Level,Urban regions,Almost impossible,0.21128,268,1190,0.18807,0.23448
2011,Upper Secondary Level,Rural regions,Easy,0.11481,119,836,0.09319,0.13644
2011,Upper Secondary Level,Rural regions,Difficult,0.64428,510,836,0.61181,0.67675
2011,Upper Secondary Level,Rural regions,Almost impossible,0.24091,207,836,0.21190,0.26991
2011,Post-secondary Non-tertiary Level,Urban regions,Easy,0.33438,71,256,0.27647,0.39228
2011,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.55980,149,256,0.49887,0.62073
2011,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.10582,36,256,0.06806,0.14357
2011,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.51943,48,48,0.37659,0.66227
2011,First Stage of Tertiary Education,Urban regions,Difficult,0.48787,41,41,0.33296,0.64277
2011,Second Stage of Tertiary Education,Urban regions,Easy,0.25163,108,390,0.20851,0.29476
2011,Second Stage of Tertiary Education,Urban regions,Difficult,0.57602,219,390,0.52691,0.62513
2011,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.17234,63,390,0.13481,0.20987
2011,Second Stage of Tertiary Education,Rural regions,Easy,0.19622,31,96,0.11635,0.27608
2011,Second Stage of Tertiary Education,Rural regions,Difficult,0.66038,65,96,0.56515,0.75562
2012,No answer / don't know,Urban regions,Easy,0.43905,38,86,0.33355,0.54456
2012,No answer / don't know,Urban regions,Difficult,0.50310,48,86,0.39681,0.60940
2012,Pre-primary Level,Urban regions,Easy,0.36827,78,202,0.30159,0.43495
2012,Pre-primary Level,Urban regions,Difficult,0.41483,79,202,0.34672,0.48294
2012,Pre-primary Level,Urban regions,Almost impossible,0.21690,45,202,0.15993,0.27388
2012,Pre-primary Level,Rural regions,Difficult,0.57657,49,49,0.43679,0.71635
2012,Primary Level,Urban regions,Difficult,0.71907,56,56,0.60029,0.83785
2012,Lower Secondary Level,Urban regions,Easy,0.16545,58,395,0.12876,0.20214
2012,Lower Secondary Level,Urban regions,Difficult,0.63415,236,395,0.58659,0.68171
2012,Lower Secondary Level,Urban regions,Almost impossible,0.20040,101,395,0.16087,0.23993
2012,Lower Secondary Level,Rural regions,Difficult,0.65409,124,179,0.58422,0.72397
2012,Lower Secondary Level,Rural regions,Almost impossible,0.22296,55,179,0.16181,0.28410
2012,Upper Secondary Level,Urban regions,Easy,0.21694,236,1059,0.19211,0.24178
2012,Upper Secondary Level,Urban regions,Difficult,0.59440,610,1059,0.56481,0.62398
2012,Upper Secondary Level,Urban regions,Almost impossible,0.18866,213,1059,0.16508,0.21224
2012,Upper Secondary Level,Rural regions,Easy,0.17940,142,759,0.15209,0.20672
2012,Upper Secondary Level,Rural regions,Difficult,0.59495,431,759,0.56000,0.62990
2012,Upper Secondary Level,Rural regions,Almost impossible,0.22565,186,759,0.19589,0.25541
2012,Post-secondary Non-tertiary Level,Urban regions,Easy,0.27460,53,221,0.21562,0.33357
2012,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.56281,126,221,0.49726,0.62836
2012,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.16259,42,221,0.11383,0.21135
2012,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.58299,44,44,0.43561,0.73036
2012,First Stage of Tertiary Education,Urban regions,Difficult,0.46643,39,39,0.30781,0.62505
2012,Second Stage of Tertiary Education,Urban regions,Easy,0.30043,108,362,0.25314,0.34773
2012,Second Stage of Tertiary Education,Urban regions,Difficult,0.52151,187,362,0.46998,0.57304
2012,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.17806,67,362,0.13859,0.21752
2012,Second Stage of Tertiary Education,Rural regions,Difficult,0.61017,61,61,0.48676,0.73358
2013,No answer / don't know,Urban regions,Easy,0.34732,42,100,0.25353,0.44111
2013,No answer / don't know,Urban regions,Difficult,0.44396,58,100,0.34608,0.54183
2013,No answer / don't know,Rural regions,Difficult,0.67080,31,31,0.50264,0.83896
2013,Pre-primary Level,Urban regions,Easy,0.39507,101,279,0.33760,0.45254
2013,Pre-primary Level,Urban regions,Difficult,0.43024,127,279,0.37204,0.48844
2013,Pre-primary Level,Urban regions,Almost impossible,0.17469,51,279,0.13006,0.21933
2013,Pre-primary Level,Rural regions,Easy,0.54269,50,101,0.44505,0.64034
2013,Pre-primary Level,Rural regions,Difficult,0.36483,51,101,0.27048,0.45918
2013,Primary Level,Urban regions,Difficult,0.65693,104,138,0.57744,0.73643
2013,Primary Level,Urban regions,Almost impossible,0.25148,34,138,0.17883,0.32414
2013,Lower Secondary Level,Urban regions,Easy,0.18563,118,589,0.15420,0.21705
2013,Lower Secondary Level,Urban regions,Difficult,0.62244,332,589,0.58326,0.66163
2013,Lower Secondary Level,Urban regions,Almost impossible,0.19193,139,589,0.16010,0.22376
2013,Lower Secondary Level,Rural regions,Easy,0.13694,35,253,0.09449,0.17939
2013,Lower Secondary Level,Rural regions,Difficult,0.62438,147,253,0.56458,0.68417
2013,Lower Secondary Level,Rural regions,Almost impossible,0.23868,71,253,0.18605,0.29132
2013,Upper Secondary Level,Urban regions,Easy,0.21806,292,1209,0.19478,0.24135
2013,Upper Secondary Level,Urban regions,Difficult,0.54541,639,1209,0.51733,0.57349
2013,Upper Secondary Level,Urban regions,Almost impossible,0.23653,278,1209,0.21257,0.26050
2013,Upper Secondary Level,Rural regions,Easy,0.18351,141,751,0.15581,0.21121
2013,Upper Secondary Level,Rural regions,Difficult,0.59128,451,751,0.55610,0.62647
2013,Upper Secondary Level,Rural regions,Almost impossible,0.22521,159,751,0.19531,0.25510
2013,Post-secondary Non-tertiary Level,Urban regions,Easy,0.36198,68,248,0.30205,0.42192
2013,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.47790,135,248,0.41560,0.54019
2013,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.16012,45,248,0.11439,0.20585
2013,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.43277,52,52,0.29679,0.56876
2013,Second Stage of Tertiary Education,Urban regions,Easy,0.31758,133,457,0.27485,0.36031
2013,Second Stage of Tertiary Education,Urban regions,Difficult,0.52602,250,457,0.48019,0.57185
2013,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.15640,74,457,0.12306,0.18974
2013,Second Stage of Tertiary Education,Rural regions,Difficult,0.50173,62,62,0.37625,0.62720
2014,No answer / don't know,Urban regions,Easy,0.28801,34,137,0.21190,0.36412
2014,No answer / don't know,Urban regions,Difficult,0.54223,72,137,0.45849,0.62596
2014,No answer / don't know,Urban regions,Almost impossible,0.16976,31,137,0.10666,0.23286
2014,No answer / don't know,Rural regions,Difficult,0.54465,36,36,0.37966,0.70964
2014,Pre-primary Level,Urban regions,Easy,0.33525,75,192,0.26830,0.40220
2014,Pre-primary Level,Urban regions,Difficult,0.43074,71,192,0.36051,0.50096
2014,Pre-primary Level,Urban regions,Almost impossible,0.23401,46,192,0.17396,0.29405
2014,Pre-primary Level,Rural regions,Easy,0.38200,49,91,0.28162,0.48239
2014,Pre-primary Level,Rural regions,Difficult,0.51094,42,91,0.40767,0.61422
2014,Primary Level,Urban regions,Difficult,0.67043,82,116,0.58451,0.75634
2014,Primary Level,Urban regions,Almost impossible,0.24610,34,116,0.16737,0.32482
2014,Primary Level,Rural regions,Difficult,0.59467,38,38,0.43648,0.75287
2014,Lower Secondary Level,Urban regions,Easy,0.19004,85,472,0.15461,0.22547
2014,Lower Secondary Level,Urban regions,Difficult,0.54826,269,472,0.50332,0.59321
2014,Lower Secondary Level,Urban regions,Almost impossible,0.26170,118,472,0.22200,0.30139
2014,Lower Secondary Level,Rural regions,Difficult,0.67158,131,190,0.60463,0.73854
2014,Lower Secondary Level,Rural regions,Almost impossible,0.21703,59,190,0.15826,0.27580
2014,Upper Secondary Level,Urban regions,Easy,0.23189,228,1008,0.20582,0.25796
2014,Upper Secondary Level,Urban regions,Difficult,0.53905,545,1008,0.50826,0.56984
2014,Upper Secondary Level,Urban regions,Almost impossible,0.22906,235,1008,0.20311,0.25502
2014,Upper Secondary Level,Rural regions,Easy,0.15496,106,583,0.12556,0.18436
2014,Upper Secondary Level,Rural regions,Difficult,0.59867,344,583,0.55885,0.63849
2014,Upper Secondary Level,Rural regions,Almost impossible,0.24637,133,583,0.21136,0.28137
2014,Post-secondary Non-tertiary Level,Urban regions,Easy,0.18002,43,185,0.12451,0.23554
2014,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.61027,102,185,0.53980,0.68074
2014,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.20971,40,185,0.15089,0.26853
2014,Post-secondary Non-tertiary Level,Rural regions,Difficult,0.51688,39,39,0.35799,0.67576
2014,Second Stage of Tertiary Education,Urban regions,Easy,0.27780,115,408,0.23428,0.32131
2014,Second Stage of Tertiary Education,Urban regions,Difficult,0.56696,228,408,0.51882,0.61510
2014,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.15524,65,408,0.12006,0.19042
2014,Second Stage of Tertiary Education,Rural regions,Difficult,0.66451,65,65,0.54883,0.78019
