year,pgisced97,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2009,Second Stage of Tertiary Education,Almost impossible,0.26976,61,1842,0.26876,0.27076
2010,Pre-primary Level,Easy,0.29313,78,4187,0.29209,0.29416
2010,Pre-primary Level,Difficult,0.54235,156,4187,0.54121,0.54348
2010,Pre-primary Level,Almost impossible,0.16453,57,4187,0.16369,0.16537
2010,Primary Level,Difficult,0.72562,84,4187,0.72378,0.72746
2010,Primary Level,Almost impossible,0.27438,50,4187,0.27254,0.27622
2010,Lower Secondary Level,Easy,0.10398,71,4187,0.10344,0.10452
2010,Lower Secondary Level,Difficult,0.63238,400,4187,0.63153,0.63323
2010,Lower Secondary Level,Almost impossible,0.26364,150,4187,0.26286,0.26442
2010,Upper Secondary Level,Easy,0.15879,391,4187,0.15843,0.15915
2010,Upper Secondary Level,Difficult,0.59049,1203,4187,0.59000,0.59097
2010,Upper Secondary Level,Almost impossible,0.25072,479,4187,0.25030,0.25115
2010,Post-secondary Non-tertiary Level,Easy,0.20589,95,4187,0.20477,0.20701
2010,Post-secondary Non-tertiary Level,Difficult,0.62047,215,4187,0.61912,0.62182
2010,Post-secondary Non-tertiary Level,Almost impossible,0.17364,62,4187,0.17259,0.17469
2010,First Stage of Tertiary Education,Difficult,1.00000,83,4187,1.00000,1.00000
2010,Second Stage of Tertiary Education,Easy,0.27043,187,4187,0.26951,0.27135
2010,Second Stage of Tertiary Education,Difficult,0.54669,326,4187,0.54565,0.54772
2010,Second Stage of Tertiary Education,Almost impossible,0.18288,100,4187,0.18208,0.18369
2011,Pre-primary Level,Easy,0.36348,104,4042,0.36223,0.36473
2011,Pre-primary Level,Difficult,0.49239,165,4042,0.49109,0.49369
2011,Pre-primary Level,Almost impossible,0.14413,55,4042,0.14321,0.14504
2011,Primary Level,Difficult,0.72534,74,4042,0.72334,0.72734
2011,Primary Level,Almost impossible,0.27466,50,4042,0.27266,0.27666
2011,Lower Secondary Level,Easy,0.16112,74,4042,0.16041,0.16184
2011,Lower Secondary Level,Difficult,0.56802,388,4042,0.56706,0.56898
2011,Lower Secondary Level,Almost impossible,0.27086,156,4042,0.26999,0.27172
2011,Upper Secondary Level,Easy,0.20889,392,4042,0.20847,0.20931
2011,Upper Secondary Level,Difficult,0.56955,1159,4042,0.56904,0.57006
2011,Upper Secondary Level,Almost impossible,0.22156,475,4042,0.22114,0.22199
2011,Post-secondary Non-tertiary Level,Easy,0.31771,98,4042,0.31645,0.31897
2011,Post-secondary Non-tertiary Level,Difficult,0.55102,197,4042,0.54967,0.55237
2011,Post-secondary Non-tertiary Level,Almost impossible,0.13127,61,4042,0.13036,0.13219
2011,First Stage of Tertiary Education,Easy,0.31254,34,4042,0.31009,0.31498
2011,First Stage of Tertiary Education,Difficult,0.68746,57,4042,0.68502,0.68991
2011,Second Stage of Tertiary Education,Easy,0.23815,139,4042,0.23723,0.23906
2011,Second Stage of Tertiary Education,Difficult,0.59611,284,4042,0.59505,0.59716
2011,Second Stage of Tertiary Education,Almost impossible,0.16575,80,4042,0.16495,0.16655
2012,Pre-primary Level,Easy,0.34643,108,3684,0.34510,0.34776
2012,Pre-primary Level,Difficult,0.45669,128,3684,0.45530,0.45808
2012,Pre-primary Level,Almost impossible,0.19688,62,3684,0.19577,0.19799
2012,Primary Level,Difficult,0.72175,76,3684,0.71990,0.72360
2012,Primary Level,Almost impossible,0.27825,46,3684,0.27640,0.28010
2012,Lower Secondary Level,Easy,0.15116,86,3684,0.15049,0.15183
2012,Lower Secondary Level,Difficult,0.64308,360,3684,0.64219,0.64398
2012,Lower Secondary Level,Almost impossible,0.20576,155,3684,0.20500,0.20652
2012,Upper Secondary Level,Easy,0.20389,378,3684,0.20349,0.20429
2012,Upper Secondary Level,Difficult,0.59447,1041,3684,0.59398,0.59496
2012,Upper Secondary Level,Almost impossible,0.20164,400,3684,0.20124,0.20204
2012,Post-secondary Non-tertiary Level,Easy,0.26615,71,3684,0.26490,0.26740
2012,Post-secondary Non-tertiary Level,Difficult,0.56695,170,3684,0.56555,0.56835
2012,Post-secondary Non-tertiary Level,Almost impossible,0.16690,63,3684,0.16584,0.16795
2012,First Stage of Tertiary Education,Difficult,1.00000,61,3684,1.00000,1.00000
2012,Second Stage of Tertiary Education,Easy,0.27560,138,3684,0.27468,0.27651
2012,Second Stage of Tertiary Education,Difficult,0.54135,248,3684,0.54033,0.54238
2012,Second Stage of Tertiary Education,Almost impossible,0.18305,93,3684,0.18226,0.18384
2013,Pre-primary Level,Easy,0.43136,151,4355,0.43010,0.43261
2013,Pre-primary Level,Difficult,0.41517,178,4355,0.41392,0.41642
2013,Pre-primary Level,Almost impossible,0.15347,67,4355,0.15256,0.15439
2013,Primary Level,Difficult,0.67511,129,4355,0.67325,0.67697
2013,Primary Level,Almost impossible,0.32489,57,4355,0.32303,0.32675
2013,Lower Secondary Level,Easy,0.16994,153,4355,0.16927,0.17061
2013,Lower Secondary Level,Difficult,0.62547,479,4355,0.62461,0.62633
2013,Lower Secondary Level,Almost impossible,0.20459,210,4355,0.20387,0.20530
2013,Upper Secondary Level,Easy,0.20443,433,4355,0.20402,0.20485
2013,Upper Secondary Level,Difficult,0.56288,1089,4355,0.56237,0.56339
2013,Upper Secondary Level,Almost impossible,0.23269,437,4355,0.23225,0.23312
2013,Post-secondary Non-tertiary Level,Easy,0.35029,97,4355,0.34901,0.35158
2013,Post-secondary Non-tertiary Level,Difficult,0.46651,187,4355,0.46516,0.46786
2013,Post-secondary Non-tertiary Level,Almost impossible,0.18320,71,4355,0.18215,0.18424
2013,First Stage of Tertiary Education,Difficult,1.00000,53,4355,1.00000,1.00000
2013,Second Stage of Tertiary Education,Easy,0.29043,151,4355,0.28946,0.29140
2013,Second Stage of Tertiary Education,Difficult,0.51829,312,4355,0.51722,0.51935
2013,Second Stage of Tertiary Education,Almost impossible,0.19128,101,4355,0.19044,0.19212
2014,Pre-primary Level,Easy,0.35219,124,3575,0.35087,0.35351
2014,Pre-primary Level,Difficult,0.45483,113,3575,0.45345,0.45621
2014,Pre-primary Level,Almost impossible,0.19298,64,3575,0.19189,0.19407
2014,Primary Level,Difficult,0.70985,120,3575,0.70819,0.71151
2014,Primary Level,Almost impossible,0.29015,48,3575,0.28849,0.29181
2014,Lower Secondary Level,Easy,0.16577,113,3575,0.16510,0.16643
2014,Lower Secondary Level,Difficult,0.58892,400,3575,0.58804,0.58980
2014,Lower Secondary Level,Almost impossible,0.24532,176,3575,0.24455,0.24608
2014,Upper Secondary Level,Easy,0.20483,333,3575,0.20441,0.20525
2014,Upper Secondary Level,Difficult,0.55960,889,3575,0.55909,0.56012
2014,Upper Secondary Level,Almost impossible,0.23556,369,3575,0.23513,0.23600
2014,Post-secondary Non-tertiary Level,Easy,0.21445,63,3575,0.21326,0.21563
2014,Post-secondary Non-tertiary Level,Difficult,0.58374,141,3575,0.58232,0.58517
2014,Post-secondary Non-tertiary Level,Almost impossible,0.20181,55,3575,0.20065,0.20297
2014,First Stage of Tertiary Education,Difficult,1.00000,50,3575,1.00000,1.00000
2014,Second Stage of Tertiary Education,Easy,0.26024,137,3575,0.25938,0.26109
2014,Second Stage of Tertiary Education,Difficult,0.58167,293,3575,0.58070,0.58263
2014,Second Stage of Tertiary Education,Almost impossible,0.15810,87,3575,0.15738,0.15881
2015,Pre-primary Level,Easy,0.32141,78,3634,0.32002,0.32280
2015,Pre-primary Level,Difficult,0.46440,104,3634,0.46292,0.46589
2015,Pre-primary Level,Almost impossible,0.21419,58,3634,0.21296,0.21541
2015,Primary Level,Difficult,0.68337,114,3634,0.68157,0.68517
2015,Primary Level,Almost impossible,0.31663,61,3634,0.31483,0.31843
2015,Lower Secondary Level,Easy,0.11670,96,3634,0.11612,0.11728
2015,Lower Secondary Level,Difficult,0.66492,416,3634,0.66407,0.66577
2015,Lower Secondary Level,Almost impossible,0.21838,161,3634,0.21764,0.21913
2015,Upper Secondary Level,Easy,0.22416,361,3634,0.22372,0.22461
2015,Upper Secondary Level,Difficult,0.57022,880,3634,0.56969,0.57075
2015,Upper Secondary Level,Almost impossible,0.20561,349,3634,0.20518,0.20605
2015,Post-secondary Non-tertiary Level,Easy,0.24720,75,3634,0.24608,0.24833
2015,Post-secondary Non-tertiary Level,Difficult,0.55088,170,3634,0.54958,0.55218
2015,Post-secondary Non-tertiary Level,Almost impossible,0.20191,71,3634,0.20087,0.20296
2015,First Stage of Tertiary Education,Difficult,1.00000,39,3634,1.00000,1.00000
2015,Second Stage of Tertiary Education,Easy,0.31391,155,3634,0.31304,0.31477
2015,Second Stage of Tertiary Education,Difficult,0.52311,335,3634,0.52218,0.52404
2015,Second Stage of Tertiary Education,Almost impossible,0.16298,111,3634,0.16229,0.16367
2016,Pre-primary Level,Easy,0.36048,70,2961,0.35908,0.36189
2016,Pre-primary Level,Difficult,0.38285,92,2961,0.38143,0.38427
2016,Pre-primary Level,Almost impossible,0.25666,68,2961,0.25539,0.25794
2016,Primary Level,Difficult,0.65735,81,2961,0.65533,0.65937
2016,Primary Level,Almost impossible,0.34265,47,2961,0.34063,0.34467
2016,Lower Secondary Level,Easy,0.17308,80,2961,0.17240,0.17376
2016,Lower Secondary Level,Difficult,0.60101,324,2961,0.60013,0.60189
2016,Lower Secondary Level,Almost impossible,0.22591,142,2961,0.22516,0.22666
2016,Upper Secondary Level,Easy,0.24368,331,2961,0.24321,0.24415
2016,Upper Secondary Level,Difficult,0.53788,682,2961,0.53734,0.53843
2016,Upper Secondary Level,Almost impossible,0.21844,291,2961,0.21799,0.21889
2016,Post-secondary Non-tertiary Level,Easy,0.28856,72,2961,0.28740,0.28973
2016,Post-secondary Non-tertiary Level,Difficult,0.58251,136,2961,0.58124,0.58378
2016,Post-secondary Non-tertiary Level,Almost impossible,0.12893,54,2961,0.12807,0.12979
2016,Second Stage of Tertiary Education,Easy,0.38605,149,2961,0.38516,0.38693
2016,Second Stage of Tertiary Education,Difficult,0.48128,252,2961,0.48037,0.48219
2016,Second Stage of Tertiary Education,Almost impossible,0.13267,90,2961,0.13205,0.13329
2017,Pre-primary Level,Easy,0.38632,93,4528,0.38499,0.38765
2017,Pre-primary Level,Difficult,0.36097,111,4528,0.35966,0.36228
2017,Pre-primary Level,Almost impossible,0.25271,69,4528,0.25152,0.25390
2017,Primary Level,Easy,0.12505,86,4528,0.12399,0.12612
2017,Primary Level,Difficult,0.54458,420,4528,0.54298,0.54619
2017,Primary Level,Almost impossible,0.33036,163,4528,0.32885,0.33188
2017,Lower Secondary Level,Easy,0.14798,144,4528,0.14734,0.14862
2017,Lower Secondary Level,Difficult,0.66988,564,4528,0.66904,0.67073
2017,Lower Secondary Level,Almost impossible,0.18214,171,4528,0.18144,0.18283
2017,Upper Secondary Level,Easy,0.26486,404,4528,0.26437,0.26536
2017,Upper Secondary Level,Difficult,0.51179,840,4528,0.51123,0.51236
2017,Upper Secondary Level,Almost impossible,0.22334,339,4528,0.22287,0.22381
2017,Post-secondary Non-tertiary Level,Easy,0.37418,95,4528,0.37299,0.37537
2017,Post-secondary Non-tertiary Level,Difficult,0.45182,153,4528,0.45060,0.45305
2017,Post-secondary Non-tertiary Level,Almost impossible,0.17400,60,4528,0.17306,0.17493
2017,First Stage of Tertiary Education,Difficult,1.00000,31,4528,1.00000,1.00000
2017,Second Stage of Tertiary Education,Easy,0.32910,199,4528,0.32822,0.32998
2017,Second Stage of Tertiary Education,Difficult,0.48147,459,4528,0.48053,0.48241
2017,Second Stage of Tertiary Education,Almost impossible,0.18943,127,4528,0.18870,0.19017
2018,Pre-primary Level,Easy,0.41133,89,4904,0.40989,0.41276
2018,Pre-primary Level,Difficult,0.35196,96,4904,0.35057,0.35336
2018,Pre-primary Level,Almost impossible,0.23671,62,4904,0.23547,0.23795
2018,Primary Level,Easy,0.14093,135,4904,0.13987,0.14198
2018,Primary Level,Difficult,0.56814,651,4904,0.56663,0.56964
2018,Primary Level,Almost impossible,0.29094,203,4904,0.28956,0.29232
2018,Lower Secondary Level,Easy,0.17531,173,4904,0.17460,0.17602
2018,Lower Secondary Level,Difficult,0.56916,610,4904,0.56823,0.57009
2018,Lower Secondary Level,Almost impossible,0.25553,195,4904,0.25471,0.25634
2018,Upper Secondary Level,Easy,0.29653,430,4904,0.29600,0.29707
2018,Upper Secondary Level,Difficult,0.51370,828,4904,0.51311,0.51428
2018,Upper Secondary Level,Almost impossible,0.18977,312,4904,0.18931,0.19023
2018,Post-secondary Non-tertiary Level,Easy,0.37226,96,4904,0.37101,0.37351
2018,Post-secondary Non-tertiary Level,Difficult,0.44536,149,4904,0.44408,0.44665
2018,Post-secondary Non-tertiary Level,Almost impossible,0.18238,44,4904,0.18138,0.18338
2018,Second Stage of Tertiary Education,Easy,0.29894,217,4904,0.29810,0.29978
2018,Second Stage of Tertiary Education,Difficult,0.50775,494,4904,0.50683,0.50867
2018,Second Stage of Tertiary Education,Almost impossible,0.19331,120,4904,0.19258,0.19403
2019,Pre-primary Level,Easy,0.47166,93,4185,0.47014,0.47317
2019,Pre-primary Level,Difficult,0.36238,79,4185,0.36092,0.36384
2019,Pre-primary Level,Almost impossible,0.16596,39,4185,0.16483,0.16709
2019,Primary Level,Easy,0.11872,129,4185,0.11772,0.11973
2019,Primary Level,Difficult,0.54545,572,4185,0.54391,0.54700
2019,Primary Level,Almost impossible,0.33583,133,4185,0.33436,0.33729
2019,Lower Secondary Level,Easy,0.15105,162,4185,0.15036,0.15174
2019,Lower Secondary Level,Difficult,0.61515,518,4185,0.61421,0.61610
2019,Lower Secondary Level,Almost impossible,0.23379,136,4185,0.23297,0.23461
2019,Upper Secondary Level,Easy,0.33139,396,4185,0.33082,0.33196
2019,Upper Secondary Level,Difficult,0.48572,699,4185,0.48512,0.48633
2019,Upper Secondary Level,Almost impossible,0.18288,259,4185,0.18242,0.18335
2019,Post-secondary Non-tertiary Level,Easy,0.37568,91,4185,0.37444,0.37692
2019,Post-secondary Non-tertiary Level,Difficult,0.47302,138,4185,0.47174,0.47429
2019,Post-secondary Non-tertiary Level,Almost impossible,0.15130,35,4185,0.15039,0.15222
2019,Second Stage of Tertiary Education,Easy,0.42088,215,4185,0.41999,0.42178
2019,Second Stage of Tertiary Education,Difficult,0.44345,412,4185,0.44254,0.44435
2019,Second Stage of Tertiary Education,Almost impossible,0.13567,79,4185,0.13504,0.13629
2020,Pre-primary Level,Easy,0.31086,82,4126,0.30937,0.31235
2020,Pre-primary Level,Difficult,0.44840,102,4126,0.44680,0.44999
2020,Pre-primary Level,Almost impossible,0.24074,46,4126,0.23937,0.24212
2020,Primary Level,Easy,0.13548,91,4126,0.13429,0.13668
2020,Primary Level,Difficult,0.59454,525,4126,0.59283,0.59625
2020,Primary Level,Almost impossible,0.26998,131,4126,0.26843,0.27153
2020,Lower Secondary Level,Easy,0.12620,144,4126,0.12557,0.12682
2020,Lower Secondary Level,Difficult,0.60297,540,4126,0.60205,0.60390
2020,Lower Secondary Level,Almost impossible,0.27083,153,4126,0.26999,0.27167
2020,Upper Secondary Level,Easy,0.33742,384,4126,0.33687,0.33798
2020,Upper Secondary Level,Difficult,0.47792,741,4126,0.47734,0.47851
2020,Upper Secondary Level,Almost impossible,0.18465,247,4126,0.18420,0.18511
2020,Post-secondary Non-tertiary Level,Easy,0.32965,88,4126,0.32845,0.33084
2020,Post-secondary Non-tertiary Level,Difficult,0.50753,132,4126,0.50626,0.50880
2020,Post-secondary Non-tertiary Level,Almost impossible,0.16282,38,4126,0.16189,0.16376
2020,Second Stage of Tertiary Education,Easy,0.42833,200,4126,0.42741,0.42926
2020,Second Stage of Tertiary Education,Difficult,0.48318,402,4126,0.48225,0.48411
2020,Second Stage of Tertiary Education,Almost impossible,0.08849,80,4126,0.08796,0.08902
2021,Primary Level,Easy,0.28595,70,802,0.28309,0.28881
2021,Primary Level,Difficult,0.51317,237,802,0.51000,0.51634
2021,Primary Level,Almost impossible,0.20088,61,802,0.19834,0.20342
2021,Lower Secondary Level,Easy,0.40712,66,802,0.40257,0.41166
2021,Lower Secondary Level,Difficult,0.59288,116,802,0.58834,0.59743
2021,Upper Secondary Level,Easy,0.28461,46,802,0.28000,0.28923
2021,Upper Secondary Level,Difficult,0.71539,111,802,0.71077,0.72000
2021,Second Stage of Tertiary Education,Difficult,1.00000,95,802,1.00000,1.00000
