,Unnamed: 0,year,age_gr,sex,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
334,334,2009,17-29 y.,male,Almost impossible,0.15753,78,2002,0.12235,0.19955
335,335,2009,17-29 y.,female,Easy,0.26264,133,2002,0.21973,0.31574
336,336,2009,17-29 y.,female,Difficult,0.53951,283,2002,0.47123,0.62172
337,337,2009,17-29 y.,female,Almost impossible,0.19785,91,2002,0.15859,0.24292
338,338,2009,30-45 y.,male,Difficult,0.70045,103,2002,0.55989,0.84383
339,339,2009,30-45 y.,male,Almost impossible,0.29955,38,2002,0.23231,0.38352
340,340,2009,30-45 y.,female,Easy,0.15577,75,2002,0.12871,0.19841
341,341,2009,30-45 y.,female,Difficult,0.63534,274,2002,0.56577,0.70114
342,342,2009,30-45 y.,female,Almost impossible,0.20889,90,2002,0.17177,0.24489
343,343,2009,46-65 y.,male,Difficult,0.56674,104,2002,0.48901,0.66622
344,344,2009,46-65 y.,male,Almost impossible,0.43326,94,2002,0.35816,0.5044
345,345,2009,46-65 y.,female,Difficult,0.66959,145,2002,0.54991,0.762
346,346,2009,46-65 y.,female,Almost impossible,0.33041,97,2002,0.27417,0.38658
347,347,2010,17-29 y.,male,Easy,0.23857,132,4299,0.1899,0.2898
348,348,2010,17-29 y.,male,Difficult,0.6049,346,4299,0.53865,0.67067
349,349,2010,17-29 y.,male,Almost impossible,0.15653,82,4299,0.11325,0.2035
350,350,2010,17-29 y.,female,Easy,0.28772,259,4299,0.24106,0.3369
351,351,2010,17-29 y.,female,Difficult,0.54505,602,4299,0.49579,0.60646
352,352,2010,17-29 y.,female,Almost impossible,0.16723,214,4299,0.13702,0.19448
353,353,2010,30-45 y.,male,Easy,0.13106,58,4299,0.07041,0.21307
354,354,2010,30-45 y.,male,Difficult,0.67059,228,4299,0.53723,0.80184
355,355,2010,30-45 y.,male,Almost impossible,0.19835,86,4299,0.13827,0.28304
356,356,2010,30-45 y.,female,Easy,0.1886,396,4299,0.16444,0.22495
357,357,2010,30-45 y.,female,Difficult,0.60004,1002,4299,0.54148,0.66362
358,358,2010,30-45 y.,female,Almost impossible,0.21136,327,4299,0.1734,0.25854
359,359,2010,46-65 y.,male,Difficult,0.60336,139,4299,0.50697,0.72651
360,360,2010,46-65 y.,male,Almost impossible,0.39664,108,4299,0.322,0.47879
361,361,2010,46-65 y.,female,Difficult,0.63225,201,4299,0.51748,0.7506
362,362,2010,46-65 y.,female,Almost impossible,0.36775,119,4299,0.28991,0.45165
363,363,2011,17-29 y.,male,Easy,0.34295,196,4195,0.30321,0.3888
364,364,2011,17-29 y.,male,Difficult,0.55984,348,4195,0.49508,0.63286
365,365,2011,17-29 y.,male,Almost impossible,0.09721,86,4195,0.07839,0.12014
366,366,2011,17-29 y.,female,Easy,0.31831,254,4195,0.27473,0.36309
367,367,2011,17-29 y.,female,Difficult,0.51107,513,4195,0.46013,0.56267
368,368,2011,17-29 y.,female,Almost impossible,0.17061,192,4195,0.14362,0.20113
369,369,2011,30-45 y.,male,Easy,0.17779,52,4195,0.11672,0.24818
370,370,2011,30-45 y.,male,Difficult,0.62839,198,4195,0.50936,0.7516
371,371,2011,30-45 y.,male,Almost impossible,0.19381,71,4195,0.13625,0.25267
372,372,2011,30-45 y.,female,Easy,0.20362,329,4195,0.1772,0.22958
373,373,2011,30-45 y.,female,Difficult,0.61042,935,4195,0.55789,0.66022
374,374,2011,30-45 y.,female,Almost impossible,0.18597,299,4195,0.15684,0.21785
375,375,2011,46-65 y.,male,Difficult,0.53362,145,4195,0.45927,0.6235
376,376,2011,46-65 y.,male,Almost impossible,0.46638,123,4195,0.38943,0.53287
377,377,2011,46-65 y.,female,Easy,0.06169,35,4195,0.03711,0.09413
378,378,2011,46-65 y.,female,Difficult,0.59922,260,4195,0.51936,0.68333
379,379,2011,46-65 y.,female,Almost impossible,0.33909,159,4195,0.29698,0.39704
380,380,2012,17-29 y.,male,Easy,0.29803,192,3811,0.26004,0.33421
381,381,2012,17-29 y.,male,Difficult,0.58355,312,3811,0.50944,0.65582
382,382,2012,17-29 y.,male,Almost impossible,0.11842,82,3811,0.08659,0.15496
383,383,2012,17-29 y.,female,Easy,0.33505,260,3811,0.29551,0.37922
384,384,2012,17-29 y.,female,Difficult,0.52479,436,3811,0.46308,0.59311
385,385,2012,17-29 y.,female,Almost impossible,0.14017,158,3811,0.11714,0.16371
386,386,2012,30-45 y.,male,Easy,0.19412,59,3811,0.14014,0.25888
387,387,2012,30-45 y.,male,Difficult,0.64918,172,3811,0.55603,0.76711
388,388,2012,30-45 y.,male,Almost impossible,0.1567,49,3811,0.11474,0.20777
389,389,2012,30-45 y.,female,Easy,0.24095,281,3811,0.20511,0.28181
390,390,2012,30-45 y.,female,Difficult,0.59213,727,3811,0.53757,0.64976
391,391,2012,30-45 y.,female,Almost impossible,0.16692,264,3811,0.1443,0.19254
392,392,2012,46-65 y.,male,Difficult,0.61903,179,3811,0.54031,0.72172
393,393,2012,46-65 y.,male,Almost impossible,0.38097,123,3811,0.32647,0.4535
394,394,2012,46-65 y.,female,Easy,0.07337,47,3811,0.05636,0.0957
395,395,2012,46-65 y.,female,Difficult,0.63345,307,3811,0.56202,0.7146
396,396,2012,46-65 y.,female,Almost impossible,0.29318,163,3811,0.24631,0.34221
397,397,2013,17-29 y.,male,Easy,0.37036,270,4529,0.3163,0.42107
398,398,2013,17-29 y.,male,Difficult,0.50108,365,4529,0.44273,0.5663
399,399,2013,17-29 y.,male,Almost impossible,0.12856,122,4529,0.10331,0.1557
400,400,2013,17-29 y.,female,Easy,0.36113,351,4529,0.30574,0.41689
401,401,2013,17-29 y.,female,Difficult,0.48142,500,4529,0.43753,0.53463
402,402,2013,17-29 y.,female,Almost impossible,0.15745,182,4529,0.13195,0.18407
403,403,2013,30-45 y.,male,Easy,0.10321,60,4529,0.08017,0.13405
404,404,2013,30-45 y.,male,Difficult,0.68099,259,4529,0.5817,0.79527
405,405,2013,30-45 y.,male,Almost impossible,0.2158,79,4529,0.16573,0.26392
406,406,2013,30-45 y.,female,Easy,0.23862,327,4529,0.20648,0.27435
407,407,2013,30-45 y.,female,Difficult,0.58086,842,4529,0.52724,0.63346
408,408,2013,30-45 y.,female,Almost impossible,0.18052,292,4529,0.15522,0.20503
409,409,2013,46-65 y.,male,Difficult,0.5734,203,4529,0.49509,0.67412
410,410,2013,46-65 y.,male,Almost impossible,0.4266,140,4529,0.35575,0.49897
411,411,2013,46-65 y.,female,Easy,0.06534,42,4529,0.04197,0.09291
412,412,2013,46-65 y.,female,Difficult,0.58985,319,4529,0.50249,0.66832
413,413,2013,46-65 y.,female,Almost impossible,0.34481,176,4529,0.28607,0.40353
414,414,2014,17-29 y.,male,Easy,0.34072,224,3753,0.2898,0.39995
415,415,2014,17-29 y.,male,Difficult,0.52315,333,3753,0.45219,0.60139
416,416,2014,17-29 y.,male,Almost impossible,0.13613,101,3753,0.0954,0.17515
417,417,2014,17-29 y.,female,Easy,0.29376,259,3753,0.25598,0.33094
418,418,2014,17-29 y.,female,Difficult,0.51997,401,3753,0.46436,0.57735
419,419,2014,17-29 y.,female,Almost impossible,0.18627,173,3753,0.15764,0.2159
420,420,2014,30-45 y.,male,Easy,0.13619,50,3753,0.09422,0.18172
421,421,2014,30-45 y.,male,Difficult,0.71546,206,3753,0.59287,0.85921
422,422,2014,30-45 y.,male,Almost impossible,0.14835,53,3753,0.10109,0.19459
423,423,2014,30-45 y.,female,Easy,0.22688,253,3753,0.19309,0.2613
424,424,2014,30-45 y.,female,Difficult,0.56372,680,3753,0.50682,0.62528
425,425,2014,30-45 y.,female,Almost impossible,0.2094,240,3753,0.17876,0.24894
426,426,2014,46-65 y.,male,Difficult,0.53,170,3753,0.45378,0.62775
427,427,2014,46-65 y.,male,Almost impossible,0.47,114,3753,0.3689,0.57194
428,428,2014,46-65 y.,female,Easy,0.07732,36,3753,0.05242,0.1095
429,429,2014,46-65 y.,female,Difficult,0.66207,299,3753,0.58497,0.76507
430,430,2014,46-65 y.,female,Almost impossible,0.26062,161,3753,0.22188,0.30249
431,431,2015,17-29 y.,male,Easy,0.37482,209,3858,0.31259,0.44756
432,432,2015,17-29 y.,male,Difficult,0.51028,330,3858,0.44187,0.58177
433,433,2015,17-29 y.,male,Almost impossible,0.1149,95,3858,0.09019,0.13966
434,434,2015,17-29 y.,female,Easy,0.30376,251,3858,0.25467,0.35045
435,435,2015,17-29 y.,female,Difficult,0.51815,463,3858,0.46296,0.58064
436,436,2015,17-29 y.,female,Almost impossible,0.1781,175,3858,0.14769,0.21196
437,437,2015,30-45 y.,male,Easy,0.13604,52,3858,0.09718,0.19472
438,438,2015,30-45 y.,male,Difficult,0.67987,233,3858,0.53685,0.81728
439,439,2015,30-45 y.,male,Almost impossible,0.18408,62,3858,0.12803,0.24999
440,440,2015,30-45 y.,female,Easy,0.2342,259,3858,0.19803,0.27796
441,441,2015,30-45 y.,female,Difficult,0.55829,642,3858,0.4939,0.62345
442,442,2015,30-45 y.,female,Almost impossible,0.20751,272,3858,0.18114,0.23746
443,443,2015,46-65 y.,male,Easy,0.09549,39,3858,0.06845,0.12362
444,444,2015,46-65 y.,male,Difficult,0.59743,179,3858,0.48965,0.73609
445,445,2015,46-65 y.,male,Almost impossible,0.30708,116,3858,0.24488,0.37878
446,446,2015,46-65 y.,female,Easy,0.08724,41,3858,0.05889,0.12756
447,447,2015,46-65 y.,female,Difficult,0.60762,297,3858,0.53459,0.68055
448,448,2015,46-65 y.,female,Almost impossible,0.30514,143,3858,0.25251,0.36097
449,449,2016,17-29 y.,male,Easy,0.36186,204,3169,0.30737,0.43225
450,450,2016,17-29 y.,male,Difficult,0.50003,272,3169,0.43042,0.59075
451,451,2016,17-29 y.,male,Almost impossible,0.13811,94,3169,0.11306,0.16353
452,452,2016,17-29 y.,female,Easy,0.38162,236,3169,0.31616,0.44552
453,453,2016,17-29 y.,female,Difficult,0.43479,350,3169,0.3803,0.50505
454,454,2016,17-29 y.,female,Almost impossible,0.18359,165,3169,0.15047,0.21759
455,455,2016,30-45 y.,male,Easy,0.18689,57,3169,0.12125,0.25588
456,456,2016,30-45 y.,male,Difficult,0.64689,160,3169,0.50347,0.80421
457,457,2016,30-45 y.,male,Almost impossible,0.16622,54,3169,0.11613,0.23115
458,458,2016,30-45 y.,female,Easy,0.23839,204,3169,0.19577,0.2849
459,459,2016,30-45 y.,female,Difficult,0.56542,508,3169,0.49304,0.63587
460,460,2016,30-45 y.,female,Almost impossible,0.19619,222,3169,0.16907,0.22973
461,461,2016,46-65 y.,male,Difficult,0.61673,151,3169,0.51758,0.74514
462,462,2016,46-65 y.,male,Almost impossible,0.38327,84,3169,0.28896,0.49582
463,463,2016,46-65 y.,female,Easy,0.09861,43,3169,0.06234,0.13911
464,464,2016,46-65 y.,female,Difficult,0.62036,239,3169,0.54163,0.719
465,465,2016,46-65 y.,female,Almost impossible,0.28103,126,3169,0.23071,0.33129
466,466,2017,17-29 y.,male,Easy,0.41205,319,4813,0.35437,0.4727
467,467,2017,17-29 y.,male,Difficult,0.44109,450,4813,0.37493,0.50644
468,468,2017,17-29 y.,male,Almost impossible,0.14686,128,4813,0.11163,0.18514
469,469,2017,17-29 y.,female,Easy,0.37975,300,4813,0.33024,0.44542
470,470,2017,17-29 y.,female,Difficult,0.43979,465,4813,0.3908,0.48808
471,471,2017,17-29 y.,female,Almost impossible,0.18046,206,4813,0.14956,0.21576
472,472,2017,30-45 y.,male,Easy,0.14974,116,4813,0.10462,0.19699
473,473,2017,30-45 y.,male,Difficult,0.71807,492,4813,0.56684,0.92692
474,474,2017,30-45 y.,male,Almost impossible,0.13218,82,4813,0.08577,0.20033
475,475,2017,30-45 y.,female,Easy,0.24801,240,4813,0.21082,0.29116
476,476,2017,30-45 y.,female,Difficult,0.52853,760,4813,0.47204,0.59782
477,477,2017,30-45 y.,female,Almost impossible,0.22346,295,4813,0.18442,0.25226
478,478,2017,46-65 y.,male,Easy,0.08638,63,4813,0.05454,0.12048
479,479,2017,46-65 y.,male,Difficult,0.57391,262,4813,0.46506,0.70242
480,480,2017,46-65 y.,male,Almost impossible,0.33971,124,4813,0.26927,0.42754
481,481,2017,46-65 y.,female,Easy,0.14909,67,4813,0.10581,0.1982
482,482,2017,46-65 y.,female,Difficult,0.56379,306,4813,0.48291,0.64928
483,483,2017,46-65 y.,female,Almost impossible,0.28712,138,4813,0.2333,0.34034
484,484,2018,17-29 y.,male,Easy,0.3847,323,5240,0.33212,0.44155
485,485,2018,17-29 y.,male,Difficult,0.45326,457,5240,0.39492,0.53463
486,486,2018,17-29 y.,male,Almost impossible,0.16204,124,5240,0.12944,0.19796
487,487,2018,17-29 y.,female,Easy,0.37627,338,5240,0.32129,0.42517
488,488,2018,17-29 y.,female,Difficult,0.44423,549,5240,0.39312,0.5054
489,489,2018,17-29 y.,female,Almost impossible,0.17949,221,5240,0.14322,0.22228
490,490,2018,30-45 y.,male,Easy,0.15841,134,5240,0.1149,0.22289
491,491,2018,30-45 y.,male,Difficult,0.66685,542,5240,0.53333,0.83727
492,492,2018,30-45 y.,male,Almost impossible,0.17474,91,5240,0.12444,0.24578
493,493,2018,30-45 y.,female,Easy,0.31748,297,5240,0.27128,0.37842
494,494,2018,30-45 y.,female,Difficult,0.50294,817,5240,0.44364,0.56231
495,495,2018,30-45 y.,female,Almost impossible,0.17958,279,5240,0.13999,0.21363
496,496,2018,46-65 y.,male,Easy,0.14168,65,5240,0.08987,0.20632
497,497,2018,46-65 y.,male,Difficult,0.51966,349,5240,0.42707,0.64946
498,498,2018,46-65 y.,male,Almost impossible,0.33867,116,5240,0.26966,0.42467
499,499,2018,46-65 y.,female,Easy,0.17642,70,5240,0.12449,0.23101
500,500,2018,46-65 y.,female,Difficult,0.5639,311,5240,0.48198,0.65852
501,501,2018,46-65 y.,female,Almost impossible,0.25969,157,5240,0.20845,0.32704
502,502,2019,17-29 y.,male,Easy,0.40644,283,4473,0.34589,0.47794
503,503,2019,17-29 y.,male,Difficult,0.46528,340,4473,0.39884,0.56456
504,504,2019,17-29 y.,male,Almost impossible,0.12829,92,4473,0.08244,0.20538
505,505,2019,17-29 y.,female,Easy,0.40181,338,4473,0.33264,0.46863
506,506,2019,17-29 y.,female,Difficult,0.39634,466,4473,0.33065,0.45607
507,507,2019,17-29 y.,female,Almost impossible,0.20185,136,4473,0.15012,0.2642
508,508,2019,30-45 y.,male,Easy,0.24954,121,4473,0.14451,0.41129
509,509,2019,30-45 y.,male,Difficult,0.66408,444,4473,0.48462,0.86941
510,510,2019,30-45 y.,male,Almost impossible,0.08638,57,4473,0.04338,0.13638
511,511,2019,30-45 y.,female,Easy,0.32824,259,4473,0.2787,0.38696
512,512,2019,30-45 y.,female,Difficult,0.48182,738,4473,0.41499,0.55884
513,513,2019,30-45 y.,female,Almost impossible,0.18994,210,4473,0.15702,0.23296
514,514,2019,46-65 y.,male,Easy,0.14058,69,4473,0.08972,0.20045
515,515,2019,46-65 y.,male,Difficult,0.55732,309,4473,0.44849,0.68158
516,516,2019,46-65 y.,male,Almost impossible,0.3021,110,4473,0.21317,0.38422
517,517,2019,46-65 y.,female,Easy,0.19105,78,4473,0.12932,0.25765
518,518,2019,46-65 y.,female,Difficult,0.55837,307,4473,0.47893,0.66673
519,519,2019,46-65 y.,female,Almost impossible,0.25058,116,4473,0.17537,0.31629
520,520,2020,17-29 y.,male,Easy,0.40434,261,4389,0.31564,0.48568
521,521,2020,17-29 y.,male,Difficult,0.44791,379,4389,0.37796,0.53179
522,522,2020,17-29 y.,male,Almost impossible,0.14775,88,4389,0.10251,0.20697
523,523,2020,17-29 y.,female,Easy,0.34683,294,4389,0.28002,0.41087
524,524,2020,17-29 y.,female,Difficult,0.45937,504,4389,0.39802,0.51875
525,525,2020,17-29 y.,female,Almost impossible,0.19379,166,4389,0.14941,0.258
526,526,2020,30-45 y.,male,Easy,0.20218,112,4389,0.14905,0.26319
527,527,2020,30-45 y.,male,Difficult,0.65434,399,4389,0.48599,0.84168
528,528,2020,30-45 y.,male,Almost impossible,0.14348,60,4389,0.08337,0.21053
529,529,2020,30-45 y.,female,Easy,0.39789,266,4389,0.33852,0.47773
530,530,2020,30-45 y.,female,Difficult,0.43775,683,4389,0.37155,0.50873
531,531,2020,30-45 y.,female,Almost impossible,0.16436,193,4389,0.12063,0.20544
532,532,2020,46-65 y.,male,Easy,0.14058,57,4389,0.09493,0.19599
533,533,2020,46-65 y.,male,Difficult,0.58771,319,4389,0.4523,0.76403
534,534,2020,46-65 y.,male,Almost impossible,0.27171,109,4389,0.20848,0.3431
535,535,2020,46-65 y.,female,Easy,0.1672,64,4389,0.11186,0.22861
536,536,2020,46-65 y.,female,Difficult,0.5942,316,4389,0.49769,0.67228
537,537,2020,46-65 y.,female,Almost impossible,0.2386,119,4389,0.19328,0.28638
538,538,2021,17-29 y.,male,Easy,0.4412,38,870,0.23128,0.66001
539,539,2021,17-29 y.,male,Difficult,0.5588,49,870,0.41495,0.71423
540,540,2021,17-29 y.,female,Easy,0.36518,35,870,0.19945,0.60649
541,541,2021,17-29 y.,female,Difficult,0.63482,72,870,0.43887,0.8579
542,542,2021,30-45 y.,male,Easy,0.30095,40,870,0.19117,0.43859
543,543,2021,30-45 y.,male,Difficult,0.69905,109,870,0.50886,0.93624
544,544,2021,30-45 y.,female,Easy,0.25766,83,870,0.16305,0.34758
545,545,2021,30-45 y.,female,Difficult,0.63938,219,870,0.50903,0.82155
546,546,2021,30-45 y.,female,Almost impossible,0.10296,45,870,0.06991,0.14544
547,547,2021,46-65 y.,male,Difficult,1.0,111,870,0.77096,1.2877
548,548,2021,46-65 y.,female,Difficult,1.0,69,870,0.54294,1.58322
