year,migback,sex,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Direct migration background,male,Almost impossible,0.02897,95,426,0.01302,0.04491
2015,Direct migration background,female,Easy,0.02822,156,925,0.01754,0.03890
2015,Direct migration background,female,Difficult,0.10935,539,925,0.08923,0.12947
2015,Direct migration background,female,Almost impossible,0.04925,230,925,0.03530,0.06320
2015,Indirect migration background,male,Easy,0.02742,44,174,0.00309,0.05176
2015,Indirect migration background,male,Difficult,0.06667,92,174,0.02950,0.10384
2015,Indirect migration background,male,Almost impossible,0.02064,38,174,-0.00055,0.04183
2015,Indirect migration background,female,Easy,0.03311,68,284,0.01227,0.05396
2015,Indirect migration background,female,Difficult,0.07676,147,284,0.04574,0.10778
2015,Indirect migration background,female,Almost impossible,0.03464,69,284,0.01333,0.05594
2016,No migration background,male,Easy,0.01976,193,642,0.00898,0.03053
2016,No migration background,male,Difficult,0.03728,319,642,0.02262,0.05195
2016,No migration background,male,Almost impossible,0.01341,130,642,0.00450,0.02231
2016,No migration background,female,Easy,0.02506,292,1173,0.01612,0.03401
2016,No migration background,female,Difficult,0.04354,606,1173,0.03186,0.05522
2016,No migration background,female,Almost impossible,0.01638,275,1173,0.00911,0.02364
2016,Direct migration background,male,Easy,0.01581,51,319,0.00210,0.02952
2016,Direct migration background,male,Difficult,0.06396,184,319,0.03707,0.09086
2016,Direct migration background,male,Almost impossible,0.03022,84,319,0.01140,0.04903
2016,Direct migration background,female,Easy,0.02681,126,702,0.01485,0.03876
2016,Direct migration background,female,Difficult,0.09793,385,702,0.07593,0.11993
2016,Direct migration background,female,Almost impossible,0.04850,191,702,0.03260,0.06440
2016,Indirect migration background,male,Easy,0.03625,50,143,0.00551,0.06699
2016,Indirect migration background,male,Difficult,0.07879,93,143,0.03448,0.12311
2016,Indirect migration background,female,Easy,0.04994,67,232,0.02185,0.07802
2016,Indirect migration background,female,Difficult,0.07050,114,232,0.03749,0.10351
2016,Indirect migration background,female,Almost impossible,0.02272,51,232,0.00350,0.04193
2017,No migration background,male,Easy,0.01994,249,756,0.00997,0.02991
2017,No migration background,male,Difficult,0.03497,355,756,0.02187,0.04808
2017,No migration background,male,Almost impossible,0.01495,152,756,0.00630,0.02361
2017,No migration background,female,Easy,0.02544,349,1239,0.01667,0.03421
2017,No migration background,female,Difficult,0.03994,605,1239,0.02903,0.05084
2017,No migration background,female,Almost impossible,0.01622,285,1239,0.00919,0.02326
2017,Direct migration background,male,Easy,0.01925,194,1127,0.01122,0.02727
2017,Direct migration background,male,Difficult,0.08825,776,1127,0.07168,0.10482
2017,Direct migration background,male,Almost impossible,0.02260,157,1127,0.01392,0.03128
2017,Direct migration background,female,Easy,0.02791,186,1320,0.01902,0.03680
2017,Direct migration background,female,Difficult,0.10030,826,1320,0.08409,0.11651
2017,Direct migration background,female,Almost impossible,0.05672,308,1320,0.04424,0.06921
2017,Indirect migration background,male,Easy,0.04295,64,189,0.01397,0.07193
2017,Indirect migration background,male,Difficult,0.06359,92,189,0.02871,0.09848
2017,Indirect migration background,male,Almost impossible,0.01582,33,189,-0.00202,0.03366
2017,Indirect migration background,female,Easy,0.04258,76,236,0.01676,0.06839
2017,Indirect migration background,female,Difficult,0.05223,108,236,0.02378,0.08068
2017,Indirect migration background,female,Almost impossible,0.01916,52,236,0.00163,0.03669
2018,No migration background,male,Easy,0.01891,236,711,0.00889,0.02893
2018,No migration background,male,Difficult,0.03172,335,711,0.01883,0.04461
2018,No migration background,male,Almost impossible,0.01439,140,711,0.00563,0.02315
2018,No migration background,female,Easy,0.02721,388,1195,0.01798,0.03644
2018,No migration background,female,Difficult,0.03516,554,1195,0.02471,0.04560
2018,No migration background,female,Almost impossible,0.01478,253,1195,0.00793,0.02162
2018,Direct migration background,male,Easy,0.02515,250,1374,0.01687,0.03343
2018,Direct migration background,male,Difficult,0.08193,953,1374,0.06742,0.09643
2018,Direct migration background,male,Almost impossible,0.02685,171,1374,0.01830,0.03540
2018,Direct migration background,female,Easy,0.03865,249,1632,0.02929,0.04800
2018,Direct migration background,female,Difficult,0.10485,1014,1632,0.08998,0.11972
2018,Direct migration background,female,Almost impossible,0.04674,369,1632,0.03650,0.05698
2018,Indirect migration background,male,Easy,0.02391,46,128,-0.00266,0.05048
2018,Indirect migration background,male,Difficult,0.04933,82,128,0.01167,0.08700
2018,Indirect migration background,female,Easy,0.04241,73,235,0.01659,0.06823
2018,Indirect migration background,female,Difficult,0.06391,121,235,0.03257,0.09525
2018,Indirect migration background,female,Almost impossible,0.01814,41,235,0.00104,0.03524
2019,No migration background,male,Easy,0.02107,230,652,0.01003,0.03210
2019,No migration background,male,Difficult,0.03000,309,652,0.01690,0.04311
2019,No migration background,male,Almost impossible,0.00777,113,652,0.00102,0.01451
2019,No migration background,female,Easy,0.02778,383,1078,0.01797,0.03760
2019,No migration background,female,Difficult,0.03393,480,1078,0.02312,0.04475
2019,No migration background,female,Almost impossible,0.01510,215,1078,0.00782,0.02238
2019,Direct migration background,male,Easy,0.02295,202,1077,0.01400,0.03189
2019,Direct migration background,male,Difficult,0.07638,749,1077,0.06051,0.09225
2019,Direct migration background,male,Almost impossible,0.02993,126,1077,0.01975,0.04011
2019,Direct migration background,female,Easy,0.03548,230,1407,0.02581,0.04515
2019,Direct migration background,female,Difficult,0.09105,951,1407,0.07601,0.10608
2019,Direct migration background,female,Almost impossible,0.04603,226,1407,0.03508,0.05698
2019,Indirect migration background,male,Easy,0.02764,57,118,-0.00207,0.05735
2019,Indirect migration background,male,Difficult,0.05217,61,118,0.01188,0.09247
2019,Indirect migration background,female,Easy,0.04891,71,161,0.01549,0.08233
2019,Indirect migration background,female,Difficult,0.05812,90,161,0.02186,0.09437
2020,No migration background,male,Easy,0.01957,202,618,0.00864,0.03051
2020,No migration background,male,Difficult,0.03060,296,618,0.01701,0.04419
2020,No migration background,male,Almost impossible,0.01140,120,618,0.00302,0.01978
2020,No migration background,female,Easy,0.02656,355,1046,0.01681,0.03631
2020,No migration background,female,Difficult,0.03750,497,1046,0.02598,0.04902
2020,No migration background,female,Almost impossible,0.01463,194,1046,0.00735,0.02191
2020,Direct migration background,male,Easy,0.02206,187,1063,0.01323,0.03090
2020,Direct migration background,male,Difficult,0.08546,753,1063,0.06865,0.10227
2020,Direct migration background,male,Almost impossible,0.02427,123,1063,0.01501,0.03352
2020,Direct migration background,female,Easy,0.03842,221,1394,0.02833,0.04852
2020,Direct migration background,female,Difficult,0.09065,918,1394,0.07557,0.10573
2020,Direct migration background,female,Almost impossible,0.03830,255,1394,0.02822,0.04838
2020,Indirect migration background,male,Easy,0.03669,53,120,0.00291,0.07047
2020,Indirect migration background,male,Difficult,0.04498,67,120,0.00774,0.08222
2020,Indirect migration background,female,Easy,0.04789,55,190,0.01744,0.07833
2020,Indirect migration background,female,Difficult,0.05065,101,190,0.01939,0.08191
2020,Indirect migration background,female,Almost impossible,0.01650,34,190,-0.00166,0.03467
2021,Direct migration background,male,Easy,0.00703,104,422,-0.00095,0.01501
2021,Direct migration background,male,Difficult,0.01283,271,422,0.00208,0.02358
2021,Direct migration background,male,Almost impossible,0.00432,47,422,-0.00194,0.01059
2021,Direct migration background,female,Easy,0.00567,136,577,-0.00046,0.01180
2021,Direct migration background,female,Difficult,0.01377,360,577,0.00425,0.02328
2021,Direct migration background,female,Almost impossible,0.00327,81,577,-0.00139,0.00793
2022,Direct migration background,male,Easy,0.00437,78,270,-0.00351,0.01225
2022,Direct migration background,male,Difficult,0.01072,192,270,-0.00159,0.02303
2022,Direct migration background,female,Easy,0.00610,112,492,-0.00079,0.01299
2022,Direct migration background,female,Difficult,0.01470,318,492,0.00405,0.02534
2022,Direct migration background,female,Almost impossible,0.00301,62,492,-0.00184,0.00785
