,Unnamed: 0,year,migback,pgisced97,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
285,285,2001,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,36,3750,0.77661,1.20983
286,286,2001,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,49,3750,0.83593,1.19799
287,287,2001,Indirect migration background,Lower Secondary Level,Difficult,1.0,48,3750,0.77908,1.23663
288,288,2001,Indirect migration background,Upper Secondary Level,Difficult,1.0,53,3750,0.81746,1.21529
289,289,2002,No migration background,Pre-primary Level,Easy,0.17746,73,3803,0.14935,0.21226
290,290,2002,No migration background,Pre-primary Level,Difficult,0.57621,205,3803,0.51726,0.63396
291,291,2002,No migration background,Pre-primary Level,Almost impossible,0.24634,84,3803,0.19844,0.29423
292,292,2002,No migration background,Lower Secondary Level,Easy,0.12241,55,3803,0.10221,0.14425
293,293,2002,No migration background,Lower Secondary Level,Difficult,0.51064,201,3803,0.45687,0.57031
294,294,2002,No migration background,Lower Secondary Level,Almost impossible,0.36694,137,3803,0.32753,0.40551
295,295,2002,No migration background,Upper Secondary Level,Easy,0.16011,302,3803,0.14743,0.17531
296,296,2002,No migration background,Upper Secondary Level,Difficult,0.5168,977,3803,0.49141,0.54106
297,297,2002,No migration background,Upper Secondary Level,Almost impossible,0.32309,580,3803,0.30643,0.34185
298,298,2002,No migration background,Post-secondary Non-tertiary Level,Easy,0.26438,41,3803,0.19756,0.33985
299,299,2002,No migration background,Post-secondary Non-tertiary Level,Difficult,0.5846,90,3803,0.52019,0.68238
300,300,2002,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.15102,31,3803,0.11232,0.18869
301,301,2002,No migration background,First Stage of Tertiary Education,Difficult,0.59972,80,3803,0.48632,0.70572
302,302,2002,No migration background,First Stage of Tertiary Education,Almost impossible,0.40028,46,3803,0.3167,0.51552
303,303,2002,No migration background,Second Stage of Tertiary Education,Easy,0.15796,51,3803,0.10981,0.20401
304,304,2002,No migration background,Second Stage of Tertiary Education,Difficult,0.53366,151,3803,0.46958,0.58627
305,305,2002,No migration background,Second Stage of Tertiary Education,Almost impossible,0.30838,100,3803,0.25792,0.3504
306,306,2002,Direct migration background,Primary Level,Almost impossible,1.0,32,3803,0.75158,1.28951
307,307,2002,Direct migration background,Lower Secondary Level,Difficult,0.46264,98,3803,0.40341,0.54611
308,308,2002,Direct migration background,Lower Secondary Level,Almost impossible,0.53736,101,3803,0.46529,0.63786
309,309,2002,Direct migration background,Upper Secondary Level,Difficult,0.61548,107,3803,0.53888,0.70238
310,310,2002,Direct migration background,Upper Secondary Level,Almost impossible,0.38452,88,3803,0.33494,0.44141
311,311,2002,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,34,3803,0.76707,1.2863
312,312,2002,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,41,3803,0.81442,1.19324
313,313,2002,Indirect migration background,Lower Secondary Level,Difficult,1.0,46,3803,0.79112,1.28049
314,314,2002,Indirect migration background,Upper Secondary Level,Difficult,1.0,52,3803,0.73486,1.29368
315,315,2003,No migration background,Pre-primary Level,Easy,0.13747,50,2552,0.11211,0.16672
316,316,2003,No migration background,Pre-primary Level,Difficult,0.6585,210,2552,0.57073,0.73716
317,317,2003,No migration background,Pre-primary Level,Almost impossible,0.20403,78,2552,0.1726,0.23579
318,318,2003,No migration background,Lower Secondary Level,Difficult,0.78304,171,2552,0.69887,0.87881
319,319,2003,No migration background,Lower Secondary Level,Almost impossible,0.21696,47,2552,0.17403,0.26745
320,320,2003,No migration background,Upper Secondary Level,Easy,0.12532,175,2552,0.10945,0.13991
321,321,2003,No migration background,Upper Secondary Level,Difficult,0.62,783,2552,0.58749,0.65675
322,322,2003,No migration background,Upper Secondary Level,Almost impossible,0.25468,318,2552,0.23731,0.27406
323,323,2003,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,91,2552,0.85156,1.19109
324,324,2003,No migration background,First Stage of Tertiary Education,Difficult,1.0,85,2552,0.82078,1.19197
325,325,2003,No migration background,Second Stage of Tertiary Education,Easy,0.17887,43,2552,0.12426,0.23352
326,326,2003,No migration background,Second Stage of Tertiary Education,Difficult,0.6651,151,2552,0.57192,0.76717
327,327,2003,No migration background,Second Stage of Tertiary Education,Almost impossible,0.15603,40,2552,0.12467,0.19228
328,328,2003,Direct migration background,Lower Secondary Level,Difficult,1.0,62,2552,0.8543,1.17954
329,329,2003,Direct migration background,Upper Secondary Level,Difficult,0.78835,90,2552,0.68007,0.90944
330,330,2003,Direct migration background,Upper Secondary Level,Almost impossible,0.21165,33,2552,0.16425,0.27465
331,331,2003,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,37,2552,0.7597,1.23648
332,332,2003,Indirect migration background,Lower Secondary Level,Difficult,1.0,35,2552,0.69187,1.30118
333,333,2003,Indirect migration background,Upper Secondary Level,Difficult,1.0,53,2552,0.69351,1.30378
334,334,2004,No migration background,Pre-primary Level,Easy,0.17107,54,2670,0.12193,0.22679
335,335,2004,No migration background,Pre-primary Level,Difficult,0.55981,211,2670,0.49477,0.61619
336,336,2004,No migration background,Pre-primary Level,Almost impossible,0.26912,108,2670,0.2328,0.30922
337,337,2004,No migration background,Lower Secondary Level,Difficult,0.74251,177,2670,0.6546,0.82533
338,338,2004,No migration background,Lower Secondary Level,Almost impossible,0.25749,51,2670,0.2027,0.30847
339,339,2004,No migration background,Upper Secondary Level,Easy,0.11649,169,2670,0.10279,0.13255
340,340,2004,No migration background,Upper Secondary Level,Difficult,0.63511,809,2670,0.6028,0.67222
341,341,2004,No migration background,Upper Secondary Level,Almost impossible,0.2484,298,2670,0.22442,0.26754
342,342,2004,No migration background,Post-secondary Non-tertiary Level,Easy,0.23118,32,2670,0.16098,0.30854
343,343,2004,No migration background,Post-secondary Non-tertiary Level,Difficult,0.76882,84,2670,0.62606,0.89287
344,344,2004,No migration background,First Stage of Tertiary Education,Difficult,1.0,64,2670,0.79969,1.26128
345,345,2004,No migration background,Second Stage of Tertiary Education,Easy,0.11012,36,2670,0.07674,0.15313
346,346,2004,No migration background,Second Stage of Tertiary Education,Difficult,0.57916,124,2670,0.47326,0.66146
347,347,2004,No migration background,Second Stage of Tertiary Education,Almost impossible,0.31073,61,2670,0.24704,0.3782
348,348,2004,Direct migration background,Pre-primary Level,Difficult,1.0,36,2670,0.76435,1.2647
349,349,2004,Direct migration background,Lower Secondary Level,Difficult,1.0,71,2670,0.8109,1.1975
350,350,2004,Direct migration background,Upper Secondary Level,Difficult,0.7217,106,2670,0.60882,0.86319
351,351,2004,Direct migration background,Upper Secondary Level,Almost impossible,0.2783,36,2670,0.2121,0.33679
352,352,2004,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,35,2670,0.85181,1.18792
353,353,2004,Indirect migration background,Lower Secondary Level,Difficult,1.0,47,2670,0.78732,1.20974
354,354,2004,Indirect migration background,Upper Secondary Level,Difficult,1.0,61,2670,0.80992,1.20136
355,355,2005,No migration background,Pre-primary Level,Easy,0.16232,63,2552,0.13142,0.19926
356,356,2005,No migration background,Pre-primary Level,Difficult,0.59059,222,2552,0.52355,0.66714
357,357,2005,No migration background,Pre-primary Level,Almost impossible,0.24709,103,2552,0.20801,0.29639
358,358,2005,No migration background,Lower Secondary Level,Difficult,0.72966,170,2552,0.65431,0.81471
359,359,2005,No migration background,Lower Secondary Level,Almost impossible,0.27034,59,2552,0.22415,0.31125
360,360,2005,No migration background,Upper Secondary Level,Easy,0.07484,108,2552,0.0629,0.08666
361,361,2005,No migration background,Upper Secondary Level,Difficult,0.65449,771,2552,0.61646,0.69272
362,362,2005,No migration background,Upper Secondary Level,Almost impossible,0.27067,336,2552,0.25071,0.29243
363,363,2005,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,84,2552,0.80111,1.17345
364,364,2005,No migration background,First Stage of Tertiary Education,Difficult,0.67668,67,2552,0.5347,0.84158
365,365,2005,No migration background,First Stage of Tertiary Education,Almost impossible,0.32332,31,2552,0.2276,0.42046
366,366,2005,No migration background,Second Stage of Tertiary Education,Difficult,0.7042,138,2552,0.61316,0.81165
367,367,2005,No migration background,Second Stage of Tertiary Education,Almost impossible,0.2958,58,2552,0.23559,0.36842
368,368,2005,Direct migration background,Lower Secondary Level,Difficult,1.0,53,2552,0.77037,1.2753
369,369,2005,Direct migration background,Upper Secondary Level,Difficult,0.77511,83,2552,0.65499,0.91185
370,370,2005,Direct migration background,Upper Secondary Level,Almost impossible,0.22489,37,2552,0.1817,0.29049
371,371,2005,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,35,2552,0.7998,1.20707
372,372,2005,Indirect migration background,Pre-primary Level,Difficult,1.0,32,2552,0.72198,1.43503
373,373,2005,Indirect migration background,Lower Secondary Level,Difficult,1.0,40,2552,0.7526,1.32759
374,374,2005,Indirect migration background,Upper Secondary Level,Difficult,1.0,62,2552,0.80591,1.26152
375,375,2006,No migration background,Pre-primary Level,Easy,0.16289,42,2565,0.11595,0.2197
376,376,2006,No migration background,Pre-primary Level,Difficult,0.52933,116,2565,0.44501,0.63025
377,377,2006,No migration background,Pre-primary Level,Almost impossible,0.30777,60,2565,0.23377,0.38098
378,378,2006,No migration background,Lower Secondary Level,Difficult,0.65809,166,2565,0.5781,0.74574
379,379,2006,No migration background,Lower Secondary Level,Almost impossible,0.34191,70,2565,0.28721,0.40071
380,380,2006,No migration background,Upper Secondary Level,Easy,0.11144,157,2565,0.09514,0.13003
381,381,2006,No migration background,Upper Secondary Level,Difficult,0.63056,800,2565,0.59872,0.6733
382,382,2006,No migration background,Upper Secondary Level,Almost impossible,0.25801,339,2565,0.23842,0.2798
383,383,2006,No migration background,Post-secondary Non-tertiary Level,Easy,0.22562,36,2565,0.16592,0.28421
384,384,2006,No migration background,Post-secondary Non-tertiary Level,Difficult,0.77438,99,2565,0.64105,0.91578
385,385,2006,No migration background,First Stage of Tertiary Education,Difficult,0.58977,59,2565,0.46311,0.71292
386,386,2006,No migration background,First Stage of Tertiary Education,Almost impossible,0.41023,32,2565,0.30145,0.544
387,387,2006,No migration background,Second Stage of Tertiary Education,Easy,0.11489,33,2565,0.07844,0.15754
388,388,2006,No migration background,Second Stage of Tertiary Education,Difficult,0.62876,156,2565,0.55286,0.72502
389,389,2006,No migration background,Second Stage of Tertiary Education,Almost impossible,0.25635,65,2565,0.21502,0.31191
390,390,2006,Direct migration background,Lower Secondary Level,Difficult,1.0,57,2565,0.81203,1.20726
391,391,2006,Direct migration background,Upper Secondary Level,Difficult,0.76152,103,2565,0.65611,0.87798
392,392,2006,Direct migration background,Upper Secondary Level,Almost impossible,0.23848,39,2565,0.17686,0.30573
393,393,2006,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,36,2565,0.76329,1.21561
394,394,2006,Indirect migration background,Lower Secondary Level,Difficult,1.0,39,2565,0.78492,1.25204
395,395,2006,Indirect migration background,Upper Secondary Level,Difficult,1.0,61,2565,0.76288,1.21371
396,396,2007,No migration background,Pre-primary Level,Easy,0.23103,45,2062,0.17838,0.28722
397,397,2007,No migration background,Pre-primary Level,Difficult,0.55536,108,2062,0.46693,0.65603
398,398,2007,No migration background,Pre-primary Level,Almost impossible,0.21361,48,2062,0.16975,0.26128
399,399,2007,No migration background,Lower Secondary Level,Difficult,0.70611,153,2062,0.6167,0.80808
400,400,2007,No migration background,Lower Secondary Level,Almost impossible,0.29389,50,2062,0.24729,0.34823
401,401,2007,No migration background,Upper Secondary Level,Easy,0.12736,148,2062,0.10881,0.14629
402,402,2007,No migration background,Upper Secondary Level,Difficult,0.59567,607,2062,0.55692,0.63505
403,403,2007,No migration background,Upper Secondary Level,Almost impossible,0.27697,294,2062,0.25445,0.30088
404,404,2007,No migration background,Post-secondary Non-tertiary Level,Easy,0.29061,35,2062,0.19336,0.40852
405,405,2007,No migration background,Post-secondary Non-tertiary Level,Difficult,0.70939,81,2062,0.56759,0.88162
406,406,2007,No migration background,First Stage of Tertiary Education,Difficult,1.0,50,2062,0.81238,1.20948
407,407,2007,No migration background,Second Stage of Tertiary Education,Easy,0.14703,38,2062,0.10748,0.1991
408,408,2007,No migration background,Second Stage of Tertiary Education,Difficult,0.62591,124,2062,0.52491,0.74472
409,409,2007,No migration background,Second Stage of Tertiary Education,Almost impossible,0.22706,47,2062,0.17388,0.28694
410,410,2007,Direct migration background,Lower Secondary Level,Difficult,1.0,48,2062,0.79159,1.24749
411,411,2007,Direct migration background,Upper Secondary Level,Difficult,0.69825,70,2062,0.58936,0.80887
412,412,2007,Direct migration background,Upper Secondary Level,Almost impossible,0.30175,35,2062,0.22552,0.37073
413,413,2007,Indirect migration background,Lower Secondary Level,Difficult,1.0,34,2062,0.76098,1.37864
414,414,2007,Indirect migration background,Upper Secondary Level,Difficult,1.0,47,2062,0.75808,1.23411
415,415,2008,No migration background,Pre-primary Level,Easy,0.25348,63,1817,0.20171,0.33422
416,416,2008,No migration background,Pre-primary Level,Difficult,0.55269,120,1817,0.47004,0.65147
417,417,2008,No migration background,Pre-primary Level,Almost impossible,0.19382,44,1817,0.14639,0.25429
418,418,2008,No migration background,Lower Secondary Level,Difficult,0.6498,124,1817,0.56651,0.74559
419,419,2008,No migration background,Lower Secondary Level,Almost impossible,0.3502,47,1817,0.27995,0.42812
420,420,2008,No migration background,Upper Secondary Level,Easy,0.16269,156,1817,0.14431,0.18858
421,421,2008,No migration background,Upper Secondary Level,Difficult,0.59351,540,1817,0.54907,0.63264
422,422,2008,No migration background,Upper Secondary Level,Almost impossible,0.24379,250,1817,0.22368,0.26376
423,423,2008,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,64,1817,0.78219,1.23734
424,424,2008,No migration background,First Stage of Tertiary Education,Difficult,1.0,46,1817,0.75389,1.33605
425,425,2008,No migration background,Second Stage of Tertiary Education,Easy,0.22545,42,1817,0.17794,0.30398
426,426,2008,No migration background,Second Stage of Tertiary Education,Difficult,0.56806,99,1817,0.44775,0.69348
427,427,2008,No migration background,Second Stage of Tertiary Education,Almost impossible,0.20649,39,1817,0.16299,0.25396
428,428,2008,Direct migration background,Lower Secondary Level,Difficult,1.0,34,1817,0.74327,1.32991
429,429,2008,Direct migration background,Upper Secondary Level,Difficult,1.0,74,1817,0.78998,1.23624
430,430,2008,Indirect migration background,Lower Secondary Level,Difficult,1.0,39,1817,0.79307,1.28383
431,431,2008,Indirect migration background,Upper Secondary Level,Difficult,1.0,36,1817,0.69433,1.33637
432,432,2009,No migration background,Pre-primary Level,Easy,0.33338,49,1501,0.24469,0.44094
433,433,2009,No migration background,Pre-primary Level,Difficult,0.66662,86,1501,0.52988,0.81782
434,434,2009,No migration background,Lower Secondary Level,Difficult,0.71289,107,1501,0.59076,0.86334
435,435,2009,No migration background,Lower Secondary Level,Almost impossible,0.28711,43,1501,0.21383,0.37089
436,436,2009,No migration background,Upper Secondary Level,Easy,0.15345,124,1501,0.12131,0.18263
437,437,2009,No migration background,Upper Secondary Level,Difficult,0.59406,498,1501,0.54385,0.64875
438,438,2009,No migration background,Upper Secondary Level,Almost impossible,0.25249,223,1501,0.2253,0.29117
439,439,2009,No migration background,Post-secondary Non-tertiary Level,Easy,0.33175,32,1501,0.24204,0.44611
440,440,2009,No migration background,Post-secondary Non-tertiary Level,Difficult,0.66825,57,1501,0.5125,0.89521
441,441,2009,No migration background,Second Stage of Tertiary Education,Easy,0.21002,38,1501,0.15256,0.28002
442,442,2009,No migration background,Second Stage of Tertiary Education,Difficult,0.56481,105,1501,0.44691,0.70708
443,443,2009,No migration background,Second Stage of Tertiary Education,Almost impossible,0.22517,46,1501,0.1833,0.26581
444,444,2009,Direct migration background,Upper Secondary Level,Difficult,1.0,57,1501,0.78237,1.26843
445,445,2009,Indirect migration background,Upper Secondary Level,Difficult,1.0,36,1501,0.68017,1.32111
446,446,2010,No migration background,Pre-primary Level,Easy,0.29222,62,3900,0.21452,0.3928
447,447,2010,No migration background,Pre-primary Level,Difficult,0.52444,114,3900,0.429,0.62673
448,448,2010,No migration background,Pre-primary Level,Almost impossible,0.18334,40,3900,0.13184,0.24261
449,449,2010,No migration background,Primary Level,Difficult,1.0,43,3900,0.5801,1.6477
450,450,2010,No migration background,Lower Secondary Level,Easy,0.09778,40,3900,0.06869,0.13298
451,451,2010,No migration background,Lower Secondary Level,Difficult,0.65112,243,3900,0.52254,0.77812
452,452,2010,No migration background,Lower Secondary Level,Almost impossible,0.2511,83,3900,0.17301,0.34158
453,453,2010,No migration background,Upper Secondary Level,Easy,0.16279,316,3900,0.13674,0.19666
454,454,2010,No migration background,Upper Secondary Level,Difficult,0.57203,930,3900,0.51996,0.63074
455,455,2010,No migration background,Upper Secondary Level,Almost impossible,0.26518,379,3900,0.23315,0.30169
456,456,2010,No migration background,Post-secondary Non-tertiary Level,Easy,0.25658,76,3900,0.18639,0.34388
457,457,2010,No migration background,Post-secondary Non-tertiary Level,Difficult,0.60647,146,3900,0.47106,0.74637
458,458,2010,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.13695,37,3900,0.08012,0.21336
459,459,2010,No migration background,First Stage of Tertiary Education,Difficult,1.0,70,3900,0.65857,1.32215
460,460,2010,No migration background,Second Stage of Tertiary Education,Easy,0.33955,156,3900,0.22053,0.5177
461,461,2010,No migration background,Second Stage of Tertiary Education,Difficult,0.49947,219,3900,0.40993,0.61194
462,462,2010,No migration background,Second Stage of Tertiary Education,Almost impossible,0.16098,66,3900,0.11175,0.22387
463,463,2010,Direct migration background,Primary Level,Difficult,1.0,37,3900,0.59748,1.55306
464,464,2010,Direct migration background,Lower Secondary Level,Difficult,0.63043,105,3900,0.44778,0.86111
465,465,2010,Direct migration background,Lower Secondary Level,Almost impossible,0.36957,52,3900,0.22451,0.56817
466,466,2010,Direct migration background,Upper Secondary Level,Easy,0.14978,42,3900,0.07603,0.23513
467,467,2010,Direct migration background,Upper Secondary Level,Difficult,0.63798,189,3900,0.50159,0.77214
468,468,2010,Direct migration background,Upper Secondary Level,Almost impossible,0.21224,72,3900,0.15558,0.2968
469,469,2010,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,61,3900,0.6627,1.40672
470,470,2010,Direct migration background,Second Stage of Tertiary Education,Difficult,0.71228,91,3900,0.50602,0.94991
471,471,2010,Direct migration background,Second Stage of Tertiary Education,Almost impossible,0.28772,31,3900,0.15722,0.4909
472,472,2010,Indirect migration background,Pre-primary Level,Difficult,1.0,31,3900,0.55418,1.45363
473,473,2010,Indirect migration background,Lower Secondary Level,Difficult,1.0,52,3900,0.58468,1.51557
474,474,2010,Indirect migration background,Upper Secondary Level,Easy,0.16382,33,3900,0.08699,0.26501
475,475,2010,Indirect migration background,Upper Secondary Level,Difficult,0.83618,84,3900,0.57496,1.13002
476,476,2011,No migration background,Pre-primary Level,Easy,0.32537,79,3707,0.26371,0.41208
477,477,2011,No migration background,Pre-primary Level,Difficult,0.52137,136,3707,0.43687,0.6066
478,478,2011,No migration background,Pre-primary Level,Almost impossible,0.15326,38,3707,0.10284,0.21658
479,479,2011,No migration background,Primary Level,Difficult,0.75557,45,3707,0.51884,1.03084
480,480,2011,No migration background,Primary Level,Almost impossible,0.24443,32,3707,0.17632,0.34023
481,481,2011,No migration background,Lower Secondary Level,Easy,0.17782,54,3707,0.13155,0.23165
482,482,2011,No migration background,Lower Secondary Level,Difficult,0.59564,232,3707,0.50824,0.70335
483,483,2011,No migration background,Lower Secondary Level,Almost impossible,0.22653,102,3707,0.16081,0.29155
484,484,2011,No migration background,Upper Secondary Level,Easy,0.20869,321,3707,0.18248,0.23697
485,485,2011,No migration background,Upper Secondary Level,Difficult,0.55089,904,3707,0.50179,0.59242
486,486,2011,No migration background,Upper Secondary Level,Almost impossible,0.24043,411,3707,0.21861,0.26404
487,487,2011,No migration background,Post-secondary Non-tertiary Level,Easy,0.35748,73,3707,0.2665,0.45187
488,488,2011,No migration background,Post-secondary Non-tertiary Level,Difficult,0.51774,133,3707,0.41063,0.63981
489,489,2011,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.12478,41,3707,0.08851,0.16986
490,490,2011,No migration background,First Stage of Tertiary Education,Difficult,1.0,46,3707,0.69466,1.3482
491,491,2011,No migration background,Second Stage of Tertiary Education,Easy,0.28263,113,3707,0.22153,0.3525
492,492,2011,No migration background,Second Stage of Tertiary Education,Difficult,0.57116,196,3707,0.47788,0.69699
493,493,2011,No migration background,Second Stage of Tertiary Education,Almost impossible,0.1462,49,3707,0.09594,0.20848
494,494,2011,Direct migration background,Lower Secondary Level,Difficult,0.64789,105,3707,0.49396,0.88222
495,495,2011,Direct migration background,Lower Secondary Level,Almost impossible,0.35211,36,3707,0.21637,0.49864
496,496,2011,Direct migration background,Upper Secondary Level,Easy,0.17985,42,3707,0.13159,0.24602
497,497,2011,Direct migration background,Upper Secondary Level,Difficult,0.59635,158,3707,0.4611,0.76585
498,498,2011,Direct migration background,Upper Secondary Level,Almost impossible,0.2238,54,3707,0.14892,0.29908
499,499,2011,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,54,3707,0.73413,1.43588
500,500,2011,Direct migration background,Second Stage of Tertiary Education,Difficult,0.75855,74,3707,0.60995,0.9361
501,501,2011,Direct migration background,Second Stage of Tertiary Education,Almost impossible,0.24145,31,3707,0.15794,0.35298
502,502,2011,Indirect migration background,Lower Secondary Level,Difficult,1.0,51,3707,0.76618,1.20763
503,503,2011,Indirect migration background,Upper Secondary Level,Difficult,1.0,97,3707,0.77815,1.26714
504,504,2012,No migration background,Pre-primary Level,Easy,0.36391,88,3396,0.3093,0.42275
505,505,2012,No migration background,Pre-primary Level,Difficult,0.42611,99,3396,0.35005,0.51729
506,506,2012,No migration background,Pre-primary Level,Almost impossible,0.20998,50,3396,0.15392,0.274
507,507,2012,No migration background,Primary Level,Difficult,1.0,43,3396,0.66552,1.39356
508,508,2012,No migration background,Lower Secondary Level,Easy,0.16277,60,3396,0.11495,0.21367
509,509,2012,No migration background,Lower Secondary Level,Difficult,0.66135,243,3396,0.55273,0.77945
510,510,2012,No migration background,Lower Secondary Level,Almost impossible,0.17588,104,3396,0.13893,0.21533
511,511,2012,No migration background,Upper Secondary Level,Easy,0.22165,303,3396,0.19061,0.24848
512,512,2012,No migration background,Upper Secondary Level,Difficult,0.55914,843,3396,0.51396,0.60603
513,513,2012,No migration background,Upper Secondary Level,Almost impossible,0.21921,327,3396,0.19398,0.24722
514,514,2012,No migration background,Post-secondary Non-tertiary Level,Easy,0.34577,55,3396,0.24505,0.45162
515,515,2012,No migration background,Post-secondary Non-tertiary Level,Difficult,0.45622,110,3396,0.35812,0.54944
516,516,2012,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.19801,46,3396,0.13222,0.28592
517,517,2012,No migration background,First Stage of Tertiary Education,Difficult,1.0,52,3396,0.6356,1.40366
518,518,2012,No migration background,Second Stage of Tertiary Education,Easy,0.34777,113,3396,0.28552,0.42833
519,519,2012,No migration background,Second Stage of Tertiary Education,Difficult,0.4972,177,3396,0.41675,0.56871
520,520,2012,No migration background,Second Stage of Tertiary Education,Almost impossible,0.15504,60,3396,0.11174,0.20488
521,521,2012,Direct migration background,Lower Secondary Level,Difficult,0.69325,73,3396,0.5485,0.87361
522,522,2012,Direct migration background,Lower Secondary Level,Almost impossible,0.30675,37,3396,0.23897,0.41032
523,523,2012,Direct migration background,Upper Secondary Level,Easy,0.13001,44,3396,0.08681,0.18656
524,524,2012,Direct migration background,Upper Secondary Level,Difficult,0.69422,130,3396,0.54524,0.87166
525,525,2012,Direct migration background,Upper Secondary Level,Almost impossible,0.17577,51,3396,0.11558,0.25929
526,526,2012,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,54,3396,0.76131,1.28214
527,527,2012,Direct migration background,Second Stage of Tertiary Education,Difficult,0.7039,60,3396,0.49464,0.92589
528,528,2012,Direct migration background,Second Stage of Tertiary Education,Almost impossible,0.2961,31,3396,0.18911,0.43905
529,529,2012,Indirect migration background,Lower Secondary Level,Difficult,1.0,44,3396,0.66867,1.59859
530,530,2012,Indirect migration background,Upper Secondary Level,Easy,0.18975,31,3396,0.10765,0.30037
531,531,2012,Indirect migration background,Upper Secondary Level,Difficult,0.81025,68,3396,0.57577,1.01657
532,532,2013,No migration background,Pre-primary Level,Easy,0.50276,84,4099,0.36363,0.68017
533,533,2013,No migration background,Pre-primary Level,Difficult,0.37237,92,4099,0.29384,0.45989
534,534,2013,No migration background,Pre-primary Level,Almost impossible,0.12487,35,4099,0.0817,0.18018
535,535,2013,No migration background,Primary Level,Difficult,1.0,41,4099,0.74326,1.26239
536,536,2013,No migration background,Lower Secondary Level,Easy,0.17698,61,4099,0.12721,0.24272
537,537,2013,No migration background,Lower Secondary Level,Difficult,0.63877,208,4099,0.51662,0.74846
538,538,2013,No migration background,Lower Secondary Level,Almost impossible,0.18425,95,4099,0.14333,0.2348
539,539,2013,No migration background,Upper Secondary Level,Easy,0.20384,270,4099,0.17423,0.23552
540,540,2013,No migration background,Upper Secondary Level,Difficult,0.5514,712,4099,0.50379,0.59467
541,541,2013,No migration background,Upper Secondary Level,Almost impossible,0.24475,310,4099,0.21887,0.27373
542,542,2013,No migration background,Post-secondary Non-tertiary Level,Easy,0.38802,58,4099,0.25663,0.53163
543,543,2013,No migration background,Post-secondary Non-tertiary Level,Difficult,0.47948,86,4099,0.34502,0.62632
544,544,2013,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.1325,35,4099,0.09442,0.17437
545,545,2013,No migration background,First Stage of Tertiary Education,Difficult,1.0,44,4099,0.64974,1.47348
546,546,2013,No migration background,Second Stage of Tertiary Education,Easy,0.32258,90,4099,0.24742,0.41588
547,547,2013,No migration background,Second Stage of Tertiary Education,Difficult,0.49643,142,4099,0.41327,0.61452
548,548,2013,No migration background,Second Stage of Tertiary Education,Almost impossible,0.18099,47,4099,0.12186,0.23922
549,549,2013,Direct migration background,Primary Level,Difficult,1.0,69,4099,0.79529,1.26
550,550,2013,Direct migration background,Lower Secondary Level,Easy,0.14281,56,4099,0.09944,0.20469
551,551,2013,Direct migration background,Lower Secondary Level,Difficult,0.6022,191,4099,0.5215,0.70221
552,552,2013,Direct migration background,Lower Secondary Level,Almost impossible,0.25498,79,4099,0.20382,0.3123
553,553,2013,Direct migration background,Upper Secondary Level,Easy,0.14845,94,4099,0.12234,0.1807
554,554,2013,Direct migration background,Upper Secondary Level,Difficult,0.62516,267,4099,0.49847,0.74894
555,555,2013,Direct migration background,Upper Secondary Level,Almost impossible,0.22639,99,4099,0.16908,0.31555
556,556,2013,Direct migration background,Post-secondary Non-tertiary Level,Easy,0.28088,32,4099,0.12397,0.54903
557,557,2013,Direct migration background,Post-secondary Non-tertiary Level,Difficult,0.42509,94,4099,0.33488,0.50678
558,558,2013,Direct migration background,Post-secondary Non-tertiary Level,Almost impossible,0.29403,33,4099,0.1486,0.48459
559,559,2013,Direct migration background,Second Stage of Tertiary Education,Easy,0.23237,49,4099,0.16457,0.31506
560,560,2013,Direct migration background,Second Stage of Tertiary Education,Difficult,0.53819,145,4099,0.42878,0.6283
561,561,2013,Direct migration background,Second Stage of Tertiary Education,Almost impossible,0.22944,51,4099,0.14734,0.32493
562,562,2013,Indirect migration background,Pre-primary Level,Easy,0.38622,40,4099,0.29309,0.49623
563,563,2013,Indirect migration background,Pre-primary Level,Difficult,0.61378,59,4099,0.45116,0.81519
564,564,2013,Indirect migration background,Lower Secondary Level,Easy,0.18742,36,4099,0.14131,0.2334
565,565,2013,Indirect migration background,Lower Secondary Level,Difficult,0.61461,80,4099,0.43956,0.79921
566,566,2013,Indirect migration background,Lower Secondary Level,Almost impossible,0.19796,36,4099,0.13586,0.2612
