,Unnamed: 0,year,pgisced97,sex,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
311,311,2002,Lower Secondary Level,male,Almost impossible,0.28654,41,4037,0.2376,0.33783
312,312,2002,Lower Secondary Level,female,Easy,0.10933,53,4037,0.09062,0.1313
313,313,2002,Lower Secondary Level,female,Difficult,0.45351,236,4037,0.41343,0.49984
314,314,2002,Lower Secondary Level,female,Almost impossible,0.43716,207,4037,0.39164,0.47846
315,315,2002,Upper Secondary Level,male,Easy,0.16401,126,4037,0.14095,0.19212
316,316,2002,Upper Secondary Level,male,Difficult,0.55417,399,4037,0.51306,0.5918
317,317,2002,Upper Secondary Level,male,Almost impossible,0.28182,197,4037,0.25969,0.30665
318,318,2002,Upper Secondary Level,female,Easy,0.15978,228,4037,0.14411,0.17714
319,319,2002,Upper Secondary Level,female,Difficult,0.50492,737,4037,0.47673,0.53457
320,320,2002,Upper Secondary Level,female,Almost impossible,0.3353,484,4037,0.31548,0.35272
321,321,2002,Post-secondary Non-tertiary Level,male,Difficult,1.0,35,4037,0.78123,1.25027
322,322,2002,Post-secondary Non-tertiary Level,female,Easy,0.21094,35,4037,0.16292,0.26279
323,323,2002,Post-secondary Non-tertiary Level,female,Difficult,0.58512,95,4037,0.50872,0.67549
324,324,2002,Post-secondary Non-tertiary Level,female,Almost impossible,0.20394,45,4037,0.16263,0.24564
325,325,2002,First Stage of Tertiary Education,female,Easy,0.18591,32,4037,0.1472,0.23405
326,326,2002,First Stage of Tertiary Education,female,Difficult,0.51808,70,4037,0.41617,0.61559
327,327,2002,First Stage of Tertiary Education,female,Almost impossible,0.29601,31,4037,0.21395,0.38566
328,328,2002,Second Stage of Tertiary Education,male,Difficult,0.59014,58,4037,0.48967,0.70834
329,329,2002,Second Stage of Tertiary Education,male,Almost impossible,0.40986,43,4037,0.31976,0.48688
330,330,2002,Second Stage of Tertiary Education,female,Easy,0.13932,45,4037,0.10092,0.18233
331,331,2002,Second Stage of Tertiary Education,female,Difficult,0.54749,138,4037,0.47392,0.62059
332,332,2002,Second Stage of Tertiary Education,female,Almost impossible,0.31318,86,4037,0.25995,0.38279
333,333,2003,Pre-primary Level,male,Easy,0.14686,34,2735,0.1098,0.18973
334,334,2003,Pre-primary Level,male,Difficult,0.65374,121,2735,0.56905,0.76758
335,335,2003,Pre-primary Level,male,Almost impossible,0.1994,50,2735,0.1687,0.23648
336,336,2003,Pre-primary Level,female,Easy,0.11598,31,2735,0.09122,0.14129
337,337,2003,Pre-primary Level,female,Difficult,0.64177,132,2735,0.54063,0.76344
338,338,2003,Pre-primary Level,female,Almost impossible,0.24225,50,2735,0.17755,0.3046
339,339,2003,Lower Secondary Level,male,Difficult,0.75098,103,2735,0.63362,0.875
340,340,2003,Lower Secondary Level,male,Almost impossible,0.24902,33,2735,0.19707,0.30236
341,341,2003,Lower Secondary Level,female,Difficult,0.77292,165,2735,0.68085,0.85343
342,342,2003,Lower Secondary Level,female,Almost impossible,0.22708,50,2735,0.17654,0.27303
343,343,2003,Upper Secondary Level,male,Easy,0.10637,79,2735,0.08943,0.12429
344,344,2003,Upper Secondary Level,male,Difficult,0.64968,405,2735,0.60458,0.69358
345,345,2003,Upper Secondary Level,male,Almost impossible,0.24394,155,2735,0.22034,0.27065
346,346,2003,Upper Secondary Level,female,Easy,0.15452,137,2735,0.13117,0.17521
347,347,2003,Upper Secondary Level,female,Difficult,0.61066,521,2735,0.57257,0.65123
348,348,2003,Upper Secondary Level,female,Almost impossible,0.23482,213,2735,0.21229,0.25753
349,349,2003,Post-secondary Non-tertiary Level,male,Difficult,1.0,38,2735,0.77354,1.22602
350,350,2003,Post-secondary Non-tertiary Level,female,Difficult,1.0,87,2735,0.81701,1.1513
351,351,2003,First Stage of Tertiary Education,female,Difficult,1.0,67,2735,0.82301,1.24105
352,352,2003,Second Stage of Tertiary Education,male,Difficult,1.0,75,2735,0.81085,1.2146
353,353,2003,Second Stage of Tertiary Education,female,Easy,0.1613,38,2735,0.11857,0.21405
354,354,2003,Second Stage of Tertiary Education,female,Difficult,0.67003,118,2735,0.57956,0.76937
355,355,2003,Second Stage of Tertiary Education,female,Almost impossible,0.16867,33,2735,0.13039,0.20745
356,356,2004,Pre-primary Level,male,Easy,0.22593,41,2780,0.15821,0.29658
357,357,2004,Pre-primary Level,male,Difficult,0.5364,124,2780,0.46866,0.62935
358,358,2004,Pre-primary Level,male,Almost impossible,0.23767,65,2780,0.20068,0.26893
359,359,2004,Pre-primary Level,female,Difficult,0.7373,150,2780,0.63932,0.87024
360,360,2004,Pre-primary Level,female,Almost impossible,0.2627,69,2780,0.21699,0.3174
361,361,2004,Lower Secondary Level,male,Difficult,0.73524,112,2780,0.64866,0.83761
362,362,2004,Lower Secondary Level,male,Almost impossible,0.26476,31,2780,0.20815,0.32231
363,363,2004,Lower Secondary Level,female,Difficult,0.72612,183,2780,0.62524,0.82226
364,364,2004,Lower Secondary Level,female,Almost impossible,0.27388,56,2780,0.21844,0.32173
365,365,2004,Upper Secondary Level,male,Easy,0.10888,88,2780,0.08971,0.12627
366,366,2004,Upper Secondary Level,male,Difficult,0.62863,401,2780,0.58187,0.68134
367,367,2004,Upper Secondary Level,male,Almost impossible,0.26249,153,2780,0.23411,0.28393
368,368,2004,Upper Secondary Level,female,Easy,0.12411,121,2780,0.10656,0.14861
369,369,2004,Upper Secondary Level,female,Difficult,0.6515,575,2780,0.61001,0.69694
370,370,2004,Upper Secondary Level,female,Almost impossible,0.22439,192,2780,0.20133,0.24557
371,371,2004,Post-secondary Non-tertiary Level,male,Difficult,1.0,43,2780,0.78975,1.22337
372,372,2004,Post-secondary Non-tertiary Level,female,Difficult,1.0,75,2780,0.81083,1.20449
373,373,2004,First Stage of Tertiary Education,female,Difficult,1.0,54,2780,0.76633,1.20905
374,374,2004,Second Stage of Tertiary Education,male,Difficult,1.0,46,2780,0.80394,1.19344
375,375,2004,Second Stage of Tertiary Education,female,Easy,0.09943,36,2780,0.06544,0.13564
376,376,2004,Second Stage of Tertiary Education,female,Difficult,0.64747,119,2780,0.5524,0.7551
377,377,2004,Second Stage of Tertiary Education,female,Almost impossible,0.2531,46,2780,0.20467,0.30558
378,378,2005,Pre-primary Level,male,Easy,0.18186,45,2692,0.13492,0.23103
379,379,2005,Pre-primary Level,male,Difficult,0.55352,127,2692,0.4858,0.64097
380,380,2005,Pre-primary Level,male,Almost impossible,0.26462,65,2692,0.20831,0.3219
381,381,2005,Pre-primary Level,female,Easy,0.14394,44,2692,0.10605,0.19088
382,382,2005,Pre-primary Level,female,Difficult,0.63717,153,2692,0.54915,0.73212
383,383,2005,Pre-primary Level,female,Almost impossible,0.21888,62,2692,0.17434,0.27017
384,384,2005,Lower Secondary Level,male,Difficult,0.73645,113,2692,0.61015,0.86388
385,385,2005,Lower Secondary Level,male,Almost impossible,0.26355,36,2692,0.20109,0.33709
386,386,2005,Lower Secondary Level,female,Difficult,0.73125,150,2692,0.63017,0.81546
387,387,2005,Lower Secondary Level,female,Almost impossible,0.26875,58,2692,0.22181,0.32268
388,388,2005,Upper Secondary Level,male,Easy,0.07833,55,2692,0.06573,0.09571
389,389,2005,Upper Secondary Level,male,Difficult,0.64,364,2692,0.59074,0.68606
390,390,2005,Upper Secondary Level,male,Almost impossible,0.28167,170,2692,0.25057,0.32199
391,391,2005,Upper Secondary Level,female,Easy,0.09938,85,2692,0.08106,0.1219
392,392,2005,Upper Secondary Level,female,Difficult,0.67652,552,2692,0.62858,0.71937
393,393,2005,Upper Secondary Level,female,Almost impossible,0.22411,212,2692,0.20391,0.2472
394,394,2005,Post-secondary Non-tertiary Level,male,Difficult,1.0,36,2692,0.75399,1.28261
395,395,2005,Post-secondary Non-tertiary Level,female,Difficult,1.0,74,2692,0.8098,1.2027
396,396,2005,First Stage of Tertiary Education,female,Difficult,1.0,57,2692,0.79034,1.19286
397,397,2005,Second Stage of Tertiary Education,male,Difficult,1.0,57,2692,0.81195,1.25711
398,398,2005,Second Stage of Tertiary Education,female,Difficult,0.66511,123,2692,0.56313,0.77322
399,399,2005,Second Stage of Tertiary Education,female,Almost impossible,0.33489,54,2692,0.25783,0.41236
400,400,2006,Pre-primary Level,male,Difficult,0.62484,72,2633,0.49855,0.80523
401,401,2006,Pre-primary Level,male,Almost impossible,0.37516,38,2633,0.26721,0.4962
402,402,2006,Pre-primary Level,female,Difficult,0.71493,81,2633,0.58982,0.87626
403,403,2006,Pre-primary Level,female,Almost impossible,0.28507,42,2633,0.22477,0.33917
404,404,2006,Lower Secondary Level,male,Difficult,0.70463,98,2633,0.59395,0.82832
405,405,2006,Lower Secondary Level,male,Almost impossible,0.29537,37,2633,0.2326,0.36927
406,406,2006,Lower Secondary Level,female,Difficult,0.6401,164,2633,0.57411,0.72252
407,407,2006,Lower Secondary Level,female,Almost impossible,0.3599,69,2633,0.28476,0.41931
408,408,2006,Upper Secondary Level,male,Easy,0.10691,73,2633,0.08649,0.13248
409,409,2006,Upper Secondary Level,male,Difficult,0.64504,385,2633,0.5909,0.69024
410,410,2006,Upper Secondary Level,male,Almost impossible,0.24805,152,2633,0.21716,0.2803
411,411,2006,Upper Secondary Level,female,Easy,0.1233,116,2633,0.10634,0.14073
412,412,2006,Upper Secondary Level,female,Difficult,0.63575,579,2633,0.59064,0.67822
413,413,2006,Upper Secondary Level,female,Almost impossible,0.24095,239,2633,0.21778,0.26143
414,414,2006,Post-secondary Non-tertiary Level,male,Difficult,1.0,41,2633,0.73552,1.246
415,415,2006,Post-secondary Non-tertiary Level,female,Easy,0.26004,32,2633,0.1955,0.33278
416,416,2006,Post-secondary Non-tertiary Level,female,Difficult,0.73996,84,2633,0.62421,0.84954
417,417,2006,First Stage of Tertiary Education,female,Difficult,1.0,50,2633,0.79202,1.26473
418,418,2006,Second Stage of Tertiary Education,male,Difficult,0.59506,57,2633,0.43748,0.76378
419,419,2006,Second Stage of Tertiary Education,male,Almost impossible,0.40494,34,2633,0.28671,0.50873
420,420,2006,Second Stage of Tertiary Education,female,Difficult,0.73434,142,2633,0.64272,0.83149
421,421,2006,Second Stage of Tertiary Education,female,Almost impossible,0.26566,48,2633,0.20601,0.33076
422,422,2007,Pre-primary Level,male,Difficult,1.0,72,2061,0.81921,1.23891
423,423,2007,Pre-primary Level,female,Easy,0.25748,34,2061,0.18362,0.34244
424,424,2007,Pre-primary Level,female,Difficult,0.52425,62,2061,0.41981,0.68275
425,425,2007,Pre-primary Level,female,Almost impossible,0.21827,38,2061,0.17481,0.26918
426,426,2007,Lower Secondary Level,male,Difficult,1.0,80,2061,0.82843,1.15781
427,427,2007,Lower Secondary Level,female,Difficult,0.68985,155,2061,0.61999,0.77596
428,428,2007,Lower Secondary Level,female,Almost impossible,0.31015,57,2061,0.25336,0.37106
429,429,2007,Upper Secondary Level,male,Easy,0.13065,75,2061,0.10493,0.1551
430,430,2007,Upper Secondary Level,male,Difficult,0.58482,274,2061,0.53462,0.64383
431,431,2007,Upper Secondary Level,male,Almost impossible,0.28453,135,2061,0.25231,0.3176
432,432,2007,Upper Secondary Level,female,Easy,0.12463,106,2061,0.10214,0.14781
433,433,2007,Upper Secondary Level,female,Difficult,0.62735,450,2061,0.5761,0.69047
434,434,2007,Upper Secondary Level,female,Almost impossible,0.24802,203,2061,0.22402,0.27598
435,435,2007,Post-secondary Non-tertiary Level,female,Difficult,1.0,77,2061,0.82457,1.19971
436,436,2007,First Stage of Tertiary Education,female,Difficult,1.0,45,2061,0.7481,1.19695
437,437,2007,Second Stage of Tertiary Education,male,Difficult,1.0,44,2061,0.72428,1.29419
438,438,2007,Second Stage of Tertiary Education,female,Difficult,0.75608,114,2061,0.62214,0.86678
439,439,2007,Second Stage of Tertiary Education,female,Almost impossible,0.24392,40,2061,0.18255,0.30905
440,440,2008,Pre-primary Level,male,Easy,0.29791,38,1864,0.20857,0.40462
441,441,2008,Pre-primary Level,male,Difficult,0.70209,68,1864,0.5709,0.84397
442,442,2008,Pre-primary Level,female,Easy,0.29985,37,1864,0.21927,0.38784
443,443,2008,Pre-primary Level,female,Difficult,0.70015,76,1864,0.55035,0.89911
444,444,2008,Lower Secondary Level,male,Difficult,1.0,70,1864,0.79423,1.22906
445,445,2008,Lower Secondary Level,female,Difficult,0.74585,127,1864,0.63067,0.85682
446,446,2008,Lower Secondary Level,female,Almost impossible,0.25415,40,1864,0.20349,0.3168
447,447,2008,Upper Secondary Level,male,Easy,0.13656,71,1864,0.1117,0.17196
448,448,2008,Upper Secondary Level,male,Difficult,0.63477,253,1864,0.57255,0.70296
449,449,2008,Upper Secondary Level,male,Almost impossible,0.22867,115,1864,0.20087,0.26092
450,450,2008,Upper Secondary Level,female,Easy,0.16512,109,1864,0.13581,0.19472
451,451,2008,Upper Secondary Level,female,Difficult,0.60237,397,1864,0.55928,0.65688
452,452,2008,Upper Secondary Level,female,Almost impossible,0.23252,166,1864,0.20076,0.25922
453,453,2008,Post-secondary Non-tertiary Level,female,Difficult,1.0,68,1864,0.76401,1.20589
454,454,2008,First Stage of Tertiary Education,female,Difficult,1.0,35,1864,0.69274,1.30846
455,455,2008,Second Stage of Tertiary Education,male,Difficult,1.0,39,1864,0.69114,1.37478
456,456,2008,Second Stage of Tertiary Education,female,Easy,0.19289,34,1864,0.13545,0.26148
457,457,2008,Second Stage of Tertiary Education,female,Difficult,0.58602,88,1864,0.45546,0.72662
458,458,2008,Second Stage of Tertiary Education,female,Almost impossible,0.22109,33,1864,0.15792,0.27373
459,459,2009,Pre-primary Level,male,Easy,0.39848,35,1588,0.254,0.55911
460,460,2009,Pre-primary Level,male,Difficult,0.60152,59,1588,0.49322,0.73631
461,461,2009,Pre-primary Level,female,Easy,0.31143,31,1588,0.21653,0.42559
462,462,2009,Pre-primary Level,female,Difficult,0.68857,48,1588,0.46812,0.91242
463,463,2009,Lower Secondary Level,male,Difficult,1.0,59,1588,0.78963,1.20026
464,464,2009,Lower Secondary Level,female,Difficult,0.76866,106,1588,0.6422,0.91699
465,465,2009,Lower Secondary Level,female,Almost impossible,0.23134,38,1588,0.18683,0.28323
466,466,2009,Upper Secondary Level,male,Easy,0.16766,62,1588,0.13369,0.20625
467,467,2009,Upper Secondary Level,male,Difficult,0.60124,255,1588,0.53303,0.66998
468,468,2009,Upper Secondary Level,male,Almost impossible,0.2311,111,1588,0.19637,0.26984
469,469,2009,Upper Secondary Level,female,Easy,0.14078,88,1588,0.11233,0.18466
470,470,2009,Upper Secondary Level,female,Difficult,0.60257,336,1588,0.54466,0.66456
471,471,2009,Upper Secondary Level,female,Almost impossible,0.25665,144,1588,0.2179,0.29653
472,472,2009,Post-secondary Non-tertiary Level,female,Difficult,1.0,59,1588,0.73646,1.25486
473,473,2009,Second Stage of Tertiary Education,male,Difficult,1.0,39,1588,0.6969,1.432
474,474,2009,Second Stage of Tertiary Education,female,Difficult,0.75128,86,1588,0.59504,0.93818
475,475,2009,Second Stage of Tertiary Education,female,Almost impossible,0.24872,32,1588,0.19131,0.30677
476,476,2010,Pre-primary Level,male,Easy,0.28211,39,4003,0.18919,0.40025
477,477,2010,Pre-primary Level,male,Difficult,0.71789,83,4003,0.56983,0.93374
478,478,2010,Pre-primary Level,female,Easy,0.35133,39,4003,0.23012,0.50192
479,479,2010,Pre-primary Level,female,Difficult,0.47893,73,4003,0.36453,0.58765
480,480,2010,Pre-primary Level,female,Almost impossible,0.16974,32,4003,0.11983,0.24318
481,481,2010,Primary Level,female,Difficult,0.76877,63,4003,0.53186,1.15739
482,482,2010,Primary Level,female,Almost impossible,0.23123,36,4003,0.16148,0.31415
483,483,2010,Lower Secondary Level,male,Difficult,0.7614,123,4003,0.55507,0.96218
484,484,2010,Lower Secondary Level,male,Almost impossible,0.2386,34,4003,0.13541,0.34458
485,485,2010,Lower Secondary Level,female,Easy,0.13483,51,4003,0.08758,0.20007
486,486,2010,Lower Secondary Level,female,Difficult,0.56629,277,4003,0.48064,0.67542
487,487,2010,Lower Secondary Level,female,Almost impossible,0.29888,116,4003,0.21904,0.40834
488,488,2010,Upper Secondary Level,male,Easy,0.14068,80,4003,0.10524,0.19352
489,489,2010,Upper Secondary Level,male,Difficult,0.59908,345,4003,0.52299,0.67804
490,490,2010,Upper Secondary Level,male,Almost impossible,0.26024,150,4003,0.21695,0.3097
491,491,2010,Upper Secondary Level,female,Easy,0.17423,311,4003,0.14147,0.20888
492,492,2010,Upper Secondary Level,female,Difficult,0.58316,858,4003,0.53095,0.64907
493,493,2010,Upper Secondary Level,female,Almost impossible,0.24262,329,4003,0.20643,0.28515
494,494,2010,Post-secondary Non-tertiary Level,male,Difficult,1.0,36,4003,0.63719,1.37392
495,495,2010,Post-secondary Non-tertiary Level,female,Easy,0.20795,80,4003,0.15984,0.26409
496,496,2010,Post-secondary Non-tertiary Level,female,Difficult,0.59875,179,4003,0.47816,0.72139
497,497,2010,Post-secondary Non-tertiary Level,female,Almost impossible,0.1933,51,4003,0.12083,0.30012
498,498,2010,First Stage of Tertiary Education,female,Difficult,1.0,61,4003,0.67965,1.41386
499,499,2010,Second Stage of Tertiary Education,male,Difficult,1.0,61,4003,0.67551,1.34203
500,500,2010,Second Stage of Tertiary Education,female,Easy,0.23657,161,4003,0.18998,0.28769
501,501,2010,Second Stage of Tertiary Education,female,Difficult,0.5786,265,4003,0.4602,0.73595
502,502,2010,Second Stage of Tertiary Education,female,Almost impossible,0.18483,70,4003,0.11214,0.2597
503,503,2011,Pre-primary Level,male,Easy,0.50646,57,3784,0.38968,0.65339
504,504,2011,Pre-primary Level,male,Difficult,0.49354,80,3784,0.40729,0.58462
505,505,2011,Pre-primary Level,female,Easy,0.34918,47,3784,0.25915,0.43464
506,506,2011,Pre-primary Level,female,Difficult,0.65082,85,3784,0.51401,0.80181
507,507,2011,Primary Level,female,Difficult,0.74125,54,3784,0.54069,0.97718
508,508,2011,Primary Level,female,Almost impossible,0.25875,35,3784,0.19313,0.34631
509,509,2011,Lower Secondary Level,male,Difficult,0.71288,119,3784,0.56266,0.86672
510,510,2011,Lower Secondary Level,male,Almost impossible,0.28712,36,3784,0.18389,0.40299
511,511,2011,Lower Secondary Level,female,Easy,0.16775,49,3784,0.11927,0.22781
512,512,2011,Lower Secondary Level,female,Difficult,0.5386,269,3784,0.46452,0.62516
513,513,2011,Lower Secondary Level,female,Almost impossible,0.29365,120,3784,0.23234,0.3757
514,514,2011,Upper Secondary Level,male,Easy,0.2049,107,3784,0.1691,0.25517
515,515,2011,Upper Secondary Level,male,Difficult,0.58049,331,3784,0.50548,0.6559
516,516,2011,Upper Secondary Level,male,Almost impossible,0.21461,148,3784,0.18138,0.25287
517,517,2011,Upper Secondary Level,female,Easy,0.21207,285,3784,0.18437,0.24108
518,518,2011,Upper Secondary Level,female,Difficult,0.56082,828,3784,0.50897,0.62093
519,519,2011,Upper Secondary Level,female,Almost impossible,0.22711,327,3784,0.198,0.25705
520,520,2011,Post-secondary Non-tertiary Level,male,Difficult,1.0,36,3784,0.67955,1.44236
521,521,2011,Post-secondary Non-tertiary Level,female,Easy,0.26105,74,3784,0.18923,0.33728
522,522,2011,Post-secondary Non-tertiary Level,female,Difficult,0.60549,161,3784,0.49108,0.72711
523,523,2011,Post-secondary Non-tertiary Level,female,Almost impossible,0.13346,47,3784,0.09576,0.17422
524,524,2011,First Stage of Tertiary Education,female,Difficult,1.0,41,3784,0.6296,1.43225
525,525,2011,Second Stage of Tertiary Education,male,Difficult,1.0,54,3784,0.79322,1.25103
526,526,2011,Second Stage of Tertiary Education,female,Easy,0.23718,110,3784,0.18401,0.30019
527,527,2011,Second Stage of Tertiary Education,female,Difficult,0.62337,230,3784,0.53765,0.72922
528,528,2011,Second Stage of Tertiary Education,female,Almost impossible,0.13945,54,3784,0.09543,0.19746
529,529,2012,Pre-primary Level,male,Easy,0.37159,48,3453,0.27914,0.46693
530,530,2012,Pre-primary Level,male,Difficult,0.62841,66,3453,0.50519,0.76849
531,531,2012,Pre-primary Level,female,Easy,0.40451,60,3453,0.32064,0.48383
532,532,2012,Pre-primary Level,female,Difficult,0.41886,62,3453,0.30468,0.54824
533,533,2012,Pre-primary Level,female,Almost impossible,0.17663,33,3453,0.12411,0.24396
534,534,2012,Primary Level,female,Difficult,1.0,50,3453,0.7378,1.28628
535,535,2012,Lower Secondary Level,male,Easy,0.14422,33,3453,0.1025,0.18905
536,536,2012,Lower Secondary Level,male,Difficult,0.71129,119,3453,0.57121,0.85728
537,537,2012,Lower Secondary Level,male,Almost impossible,0.14449,32,3453,0.09617,0.20702
538,538,2012,Lower Secondary Level,female,Easy,0.15708,53,3453,0.11368,0.22749
539,539,2012,Lower Secondary Level,female,Difficult,0.58479,241,3453,0.48379,0.68307
540,540,2012,Lower Secondary Level,female,Almost impossible,0.25812,123,3453,0.21432,0.31015
541,541,2012,Upper Secondary Level,male,Easy,0.18991,118,3453,0.16183,0.2267
542,542,2012,Upper Secondary Level,male,Difficult,0.59451,333,3453,0.53333,0.66565
543,543,2012,Upper Secondary Level,male,Almost impossible,0.21559,133,3453,0.17826,0.25477
544,544,2012,Upper Secondary Level,female,Easy,0.21514,260,3453,0.18501,0.25218
545,545,2012,Upper Secondary Level,female,Difficult,0.59444,708,3453,0.5372,0.6661
546,546,2012,Upper Secondary Level,female,Almost impossible,0.19042,267,3453,0.16729,0.22377
547,547,2012,Post-secondary Non-tertiary Level,female,Easy,0.24793,52,3453,0.17904,0.32941
548,548,2012,Post-secondary Non-tertiary Level,female,Difficult,0.58718,143,3453,0.49775,0.70495
549,549,2012,Post-secondary Non-tertiary Level,female,Almost impossible,0.16489,51,3453,0.12496,0.23323
550,550,2012,First Stage of Tertiary Education,female,Difficult,1.0,44,3453,0.60435,1.60001
551,551,2012,Second Stage of Tertiary Education,male,Difficult,1.0,55,3453,0.76412,1.31122
552,552,2012,Second Stage of Tertiary Education,female,Easy,0.25916,108,3453,0.19725,0.33129
553,553,2012,Second Stage of Tertiary Education,female,Difficult,0.57465,193,3453,0.47212,0.69918
554,554,2012,Second Stage of Tertiary Education,female,Almost impossible,0.16619,68,3453,0.11384,0.22144
555,555,2013,Pre-primary Level,male,Easy,0.44259,89,4249,0.31293,0.58019
556,556,2013,Pre-primary Level,male,Difficult,0.39281,93,4249,0.31523,0.47869
557,557,2013,Pre-primary Level,male,Almost impossible,0.1646,35,4249,0.10946,0.22636
558,558,2013,Pre-primary Level,female,Easy,0.41729,62,4249,0.27445,0.55894
559,559,2013,Pre-primary Level,female,Difficult,0.44317,85,4249,0.34623,0.54951
560,560,2013,Pre-primary Level,female,Almost impossible,0.13954,32,4249,0.07827,0.21729
561,561,2013,Primary Level,male,Difficult,1.0,50,4249,0.72079,1.34367
562,562,2013,Primary Level,female,Difficult,0.72936,79,4249,0.56546,0.9092
563,563,2013,Primary Level,female,Almost impossible,0.27064,32,4249,0.15486,0.40287
564,564,2013,Lower Secondary Level,male,Easy,0.19924,49,4249,0.12461,0.29319
565,565,2013,Lower Secondary Level,male,Difficult,0.63364,161,4249,0.49278,0.76894
566,566,2013,Lower Secondary Level,male,Almost impossible,0.16712,66,4249,0.12653,0.22497
567,567,2013,Lower Secondary Level,female,Easy,0.14816,104,4249,0.12122,0.18075
568,568,2013,Lower Secondary Level,female,Difficult,0.61941,318,4249,0.52955,0.70989
569,569,2013,Lower Secondary Level,female,Almost impossible,0.23243,144,4249,0.18648,0.28212
570,570,2013,Upper Secondary Level,male,Easy,0.20475,143,4249,0.16623,0.23952
571,571,2013,Upper Secondary Level,male,Difficult,0.56267,359,4249,0.49341,0.63013
572,572,2013,Upper Secondary Level,male,Almost impossible,0.23258,150,4249,0.1992,0.27308
573,573,2013,Upper Secondary Level,female,Easy,0.20418,290,4249,0.17692,0.23862
574,574,2013,Upper Secondary Level,female,Difficult,0.56305,730,4249,0.50745,0.62144
575,575,2013,Upper Secondary Level,female,Almost impossible,0.23277,287,4249,0.20107,0.27214
576,576,2013,Post-secondary Non-tertiary Level,male,Difficult,1.0,49,4249,0.69014,1.3651
577,577,2013,Post-secondary Non-tertiary Level,female,Easy,0.41773,79,4249,0.28249,0.5796
578,578,2013,Post-secondary Non-tertiary Level,female,Difficult,0.39896,138,4249,0.32698,0.49278
579,579,2013,Post-secondary Non-tertiary Level,female,Almost impossible,0.18331,55,4249,0.12285,0.27436
580,580,2013,First Stage of Tertiary Education,female,Difficult,1.0,36,4249,0.59429,1.4764
581,581,2013,Second Stage of Tertiary Education,male,Difficult,0.62687,72,4249,0.49309,0.78279
582,582,2013,Second Stage of Tertiary Education,male,Almost impossible,0.37313,31,4249,0.26351,0.53608
583,583,2013,Second Stage of Tertiary Education,female,Easy,0.30625,121,4249,0.24505,0.37281
584,584,2013,Second Stage of Tertiary Education,female,Difficult,0.54396,240,4249,0.46324,0.64665
585,585,2013,Second Stage of Tertiary Education,female,Almost impossible,0.14979,70,4249,0.11427,0.20444
586,586,2014,Pre-primary Level,male,Easy,0.34377,66,3468,0.27239,0.42709
587,587,2014,Pre-primary Level,male,Difficult,0.46525,60,3468,0.33526,0.6111
588,588,2014,Pre-primary Level,male,Almost impossible,0.19098,31,3468,0.12653,0.25999
589,589,2014,Pre-primary Level,female,Easy,0.36294,58,3468,0.28121,0.44616
590,590,2014,Pre-primary Level,female,Difficult,0.44154,53,3468,0.32444,0.58728
591,591,2014,Pre-primary Level,female,Almost impossible,0.19552,33,3468,0.14172,0.25988
592,592,2014,Primary Level,male,Difficult,1.0,47,3468,0.56711,1.5282
593,593,2014,Primary Level,female,Difficult,0.65481,73,3468,0.50039,0.79723
594,594,2014,Primary Level,female,Almost impossible,0.34519,35,3468,0.24246,0.44604
595,595,2014,Lower Secondary Level,male,Easy,0.18229,47,3468,0.13189,0.2477
596,596,2014,Lower Secondary Level,male,Difficult,0.62098,152,3468,0.47171,0.77492
597,597,2014,Lower Secondary Level,male,Almost impossible,0.19673,50,3468,0.13916,0.26933
598,598,2014,Lower Secondary Level,female,Easy,0.14952,66,3468,0.10758,0.19126
599,599,2014,Lower Secondary Level,female,Difficult,0.5574,248,3468,0.47672,0.6365
600,600,2014,Lower Secondary Level,female,Almost impossible,0.29308,126,3468,0.24184,0.37412
601,601,2014,Upper Secondary Level,male,Easy,0.21453,123,3468,0.16033,0.27682
602,602,2014,Upper Secondary Level,male,Difficult,0.51742,295,3468,0.45636,0.58839
603,603,2014,Upper Secondary Level,male,Almost impossible,0.26806,128,3468,0.21809,0.3316
604,604,2014,Upper Secondary Level,female,Easy,0.19735,210,3468,0.16644,0.23541
605,605,2014,Upper Secondary Level,female,Difficult,0.59217,594,3468,0.53032,0.65564
606,606,2014,Upper Secondary Level,female,Almost impossible,0.21048,241,3468,0.18382,0.24436
607,607,2014,Post-secondary Non-tertiary Level,male,Difficult,1.0,31,3468,0.70086,1.32223
608,608,2014,Post-secondary Non-tertiary Level,female,Easy,0.23787,49,3468,0.16601,0.30051
609,609,2014,Post-secondary Non-tertiary Level,female,Difficult,0.51068,110,3468,0.40226,0.61187
610,610,2014,Post-secondary Non-tertiary Level,female,Almost impossible,0.25145,40,3468,0.18965,0.33629
611,611,2014,First Stage of Tertiary Education,female,Difficult,1.0,32,3468,0.54614,1.61045
612,612,2014,Second Stage of Tertiary Education,male,Difficult,1.0,65,3468,0.74581,1.33178
613,613,2014,Second Stage of Tertiary Education,female,Easy,0.25514,112,3468,0.20776,0.30198
614,614,2014,Second Stage of Tertiary Education,female,Difficult,0.59298,228,3468,0.50241,0.69708
615,615,2014,Second Stage of Tertiary Education,female,Almost impossible,0.15188,65,3468,0.10523,0.21813
616,616,2015,Pre-primary Level,male,Easy,0.4737,34,3487,0.2801,0.70219
617,617,2015,Pre-primary Level,male,Difficult,0.5263,48,3487,0.37188,0.70868
