year,bula_h,pgisced97,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.52088,67,114,0.42877,0.61299
1998,Baden-Wuerttemberg,Lower Secondary Level,Almost impossible,0.38433,47,114,0.29464,0.47402
1998,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.59498,94,141,0.51367,0.67630
1998,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.25277,47,141,0.18078,0.32477
1998,Bavaria,Lower Secondary Level,Difficult,0.57268,50,50,0.43417,0.71119
1998,Bavaria,Upper Secondary Level,Easy,0.16864,36,175,0.11300,0.22428
1998,Bavaria,Upper Secondary Level,Difficult,0.57961,97,175,0.50627,0.65296
1998,Bavaria,Upper Secondary Level,Almost impossible,0.25175,42,175,0.18726,0.31624
1998,Brandenburg,Upper Secondary Level,Difficult,0.59436,45,45,0.44927,0.73945
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.64864,36,36,0.49048,0.80680
1998,Saxony,Upper Secondary Level,Difficult,0.67371,88,129,0.59249,0.75494
1998,Saxony,Upper Secondary Level,Almost impossible,0.28561,41,129,0.20736,0.36387
1998,Saxony-Anhalt,Upper Secondary Level,Difficult,0.51453,45,82,0.40569,0.62337
1998,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.46535,37,82,0.35673,0.57398
1998,Thuringa,Upper Secondary Level,Difficult,0.75020,82,82,0.65593,0.84448
1999,Lower Saxony,Lower Secondary Level,Difficult,0.46708,34,34,0.29686,0.63731
1999,Lower Saxony,Upper Secondary Level,Difficult,0.47694,48,84,0.36948,0.58439
1999,Lower Saxony,Upper Secondary Level,Almost impossible,0.35535,36,84,0.25238,0.45832
1999,North Rhine-Westphalia,Pre-primary Level,Difficult,0.76013,46,46,0.63537,0.88489
1999,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.48519,74,133,0.39993,0.57045
1999,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.37641,59,133,0.29376,0.45906
1999,North Rhine-Westphalia,Upper Secondary Level,Easy,0.13232,33,252,0.09040,0.17424
1999,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.48310,130,252,0.42128,0.54492
1999,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.38458,89,252,0.32440,0.44477
1999,Hesse,Upper Secondary Level,Difficult,0.50224,39,39,0.34326,0.66121
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.54786,33,33,0.37542,0.72031
1999,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.51686,56,99,0.41792,0.61580
1999,Baden-Wuerttemberg,Lower Secondary Level,Almost impossible,0.41476,43,99,0.31721,0.51230
1999,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.43503,66,117,0.34481,0.52525
1999,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.35601,51,117,0.26888,0.44315
1999,Bavaria,Upper Secondary Level,Easy,0.21390,33,154,0.14892,0.27888
1999,Bavaria,Upper Secondary Level,Difficult,0.50579,81,154,0.42657,0.58502
1999,Bavaria,Upper Secondary Level,Almost impossible,0.28030,40,154,0.20913,0.35147
1999,Brandenburg,Upper Secondary Level,Difficult,0.58021,45,45,0.43438,0.72604
1999,Saxony,Upper Secondary Level,Difficult,0.57761,85,139,0.49520,0.66002
1999,Saxony,Upper Secondary Level,Almost impossible,0.38513,54,139,0.30394,0.46633
1999,Saxony-Anhalt,Upper Secondary Level,Difficult,0.53485,48,48,0.39225,0.67745
1999,Thuringa,Upper Secondary Level,Difficult,0.71267,68,68,0.60431,0.82103
2000,Lower Saxony,Lower Secondary Level,Difficult,0.43704,35,35,0.27031,0.60377
2000,Lower Saxony,Upper Secondary Level,Easy,0.15013,33,191,0.09934,0.20092
2000,Lower Saxony,Upper Secondary Level,Difficult,0.56692,105,191,0.49646,0.63738
2000,Lower Saxony,Upper Secondary Level,Almost impossible,0.28295,53,191,0.21890,0.34700
2000,North Rhine-Westphalia,Pre-primary Level,Difficult,0.59163,53,53,0.45803,0.72523
2000,North Rhine-Westphalia,Primary Level,Almost impossible,0.60672,42,42,0.45720,0.75624
2000,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.40758,99,204,0.33999,0.47518
2000,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.47938,105,204,0.41065,0.54810
2000,North Rhine-Westphalia,Upper Secondary Level,Easy,0.17250,82,507,0.13958,0.20542
2000,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.47656,252,507,0.43304,0.52008
2000,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.35094,173,507,0.30935,0.39252
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.60281,39,39,0.44723,0.75839
2000,Hesse,Lower Secondary Level,Difficult,0.54214,42,73,0.42706,0.65722
2000,Hesse,Lower Secondary Level,Almost impossible,0.36084,31,73,0.24991,0.47177
2000,Hesse,Upper Secondary Level,Easy,0.18305,31,154,0.12178,0.24433
2000,Hesse,Upper Secondary Level,Difficult,0.53679,86,154,0.45777,0.61580
2000,Hesse,Upper Secondary Level,Almost impossible,0.28016,37,154,0.20900,0.35132
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Difficult,0.35138,31,71,0.23954,0.46322
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Almost impossible,0.49016,40,71,0.37305,0.60727
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.49520,78,132,0.40958,0.58082
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Almost impossible,0.36025,54,132,0.27804,0.44246
2000,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.41126,63,144,0.33061,0.49191
2000,Baden-Wuerttemberg,Lower Secondary Level,Almost impossible,0.48272,81,144,0.40082,0.56463
2000,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.21025,52,275,0.16200,0.25850
2000,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.45488,129,275,0.39592,0.51384
2000,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.33486,94,275,0.27898,0.39075
2000,Bavaria,Lower Secondary Level,Difficult,0.49262,51,88,0.38757,0.59768
2000,Bavaria,Lower Secondary Level,Almost impossible,0.35718,37,88,0.25649,0.45787
2000,Bavaria,Upper Secondary Level,Easy,0.22221,73,323,0.17680,0.26762
2000,Bavaria,Upper Secondary Level,Difficult,0.47942,154,323,0.42485,0.53398
2000,Bavaria,Upper Secondary Level,Almost impossible,0.29837,96,323,0.24840,0.34835
2000,Berlin,Upper Secondary Level,Difficult,0.58436,48,48,0.44346,0.72526
2000,Brandenburg,Upper Secondary Level,Difficult,0.63242,66,103,0.53885,0.72599
2000,Brandenburg,Upper Secondary Level,Almost impossible,0.27311,37,103,0.18665,0.35958
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.57294,37,37,0.41136,0.73453
2000,Saxony,Upper Secondary Level,Difficult,0.58406,134,215,0.51802,0.65010
2000,Saxony,Upper Secondary Level,Almost impossible,0.36327,81,215,0.29883,0.42771
2000,Saxony-Anhalt,Upper Secondary Level,Difficult,0.59706,79,119,0.50856,0.68556
2000,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.33257,40,119,0.24756,0.41758
2000,Thuringa,Upper Secondary Level,Difficult,0.64494,91,132,0.56300,0.72689
2000,Thuringa,Upper Secondary Level,Almost impossible,0.30738,41,132,0.22837,0.38640
2001,Schleswig-Holstein,Upper Secondary Level,Almost impossible,0.45332,31,31,0.27518,0.63146
2001,Lower Saxony,Lower Secondary Level,Difficult,0.44543,37,37,0.28307,0.60779
2001,Lower Saxony,Upper Secondary Level,Difficult,0.49444,80,128,0.40748,0.58139
2001,Lower Saxony,Upper Secondary Level,Almost impossible,0.31734,48,128,0.23639,0.39829
2001,North Rhine-Westphalia,Pre-primary Level,Difficult,0.38308,36,36,0.22202,0.54413
2001,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.54903,104,187,0.47752,0.62054
2001,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.40219,83,187,0.33172,0.47266
2001,North Rhine-Westphalia,Upper Secondary Level,Easy,0.20271,85,421,0.16426,0.24116
2001,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.43520,188,421,0.38778,0.48261
2001,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.36209,148,421,0.31613,0.40806
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.50495,31,31,0.32604,0.68386
2001,Hesse,Upper Secondary Level,Difficult,0.56765,69,101,0.47055,0.66475
2001,Hesse,Upper Secondary Level,Almost impossible,0.24647,32,101,0.16200,0.33093
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Easy,0.23217,38,147,0.16368,0.30066
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.44286,62,147,0.36229,0.52343
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Almost impossible,0.32497,47,147,0.24900,0.40094
2001,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.48151,54,102,0.38406,0.57896
2001,Baden-Wuerttemberg,Lower Secondary Level,Almost impossible,0.39042,48,102,0.29528,0.48556
2001,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.18446,39,218,0.13285,0.23606
2001,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.48440,101,218,0.41790,0.55089
2001,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.33115,78,218,0.26853,0.39376
2001,Bavaria,Lower Secondary Level,Difficult,0.45455,44,81,0.34544,0.56366
2001,Bavaria,Lower Secondary Level,Almost impossible,0.40072,37,81,0.29333,0.50811
2001,Bavaria,Upper Secondary Level,Easy,0.21054,55,262,0.16108,0.26000
2001,Bavaria,Upper Secondary Level,Difficult,0.45615,125,262,0.39572,0.51658
2001,Bavaria,Upper Secondary Level,Almost impossible,0.33331,82,262,0.27612,0.39050
2001,Berlin,Upper Secondary Level,Difficult,0.63656,39,39,0.48362,0.78949
2001,Brandenburg,Upper Secondary Level,Difficult,0.64845,55,55,0.52110,0.77580
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.58880,33,33,0.41832,0.75929
2001,Saxony,Upper Secondary Level,Difficult,0.57073,113,180,0.49822,0.64325
2001,Saxony,Upper Secondary Level,Almost impossible,0.35568,67,180,0.28555,0.42581
2001,Saxony-Anhalt,Upper Secondary Level,Difficult,0.58668,77,122,0.49894,0.67443
2001,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.36866,45,122,0.28270,0.45462
2001,Thuringa,Upper Secondary Level,Difficult,0.59907,83,123,0.51210,0.68603
2001,Thuringa,Upper Secondary Level,Almost impossible,0.35774,40,123,0.27268,0.44280
2002,Lower Saxony,Upper Secondary Level,Easy,0.20531,39,181,0.14630,0.26432
2002,Lower Saxony,Upper Secondary Level,Difficult,0.56536,94,181,0.49294,0.63778
2002,Lower Saxony,Upper Secondary Level,Almost impossible,0.22933,48,181,0.16791,0.29075
2002,North Rhine-Westphalia,Pre-primary Level,Difficult,0.54903,61,61,0.42312,0.67494
2002,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.49359,85,159,0.41564,0.57155
2002,North Rhine-Westphalia,Lower Secondary Level,Almost impossible,0.42491,74,159,0.34783,0.50199
2002,North Rhine-Westphalia,Upper Secondary Level,Easy,0.21261,91,442,0.17442,0.25079
2002,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.44597,203,442,0.39957,0.49236
2002,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.34143,148,442,0.29717,0.38569
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.53772,39,39,0.37920,0.69625
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.45267,39,39,0.29441,0.61093
2002,Hesse,Upper Secondary Level,Easy,0.20884,35,129,0.13842,0.27925
2002,Hesse,Upper Secondary Level,Difficult,0.49149,63,129,0.40489,0.57810
2002,Hesse,Upper Secondary Level,Almost impossible,0.29967,31,129,0.22031,0.37903
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.57052,79,119,0.48121,0.65984
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Almost impossible,0.28267,40,119,0.20142,0.36392
2002,Baden-Wuerttemberg,Pre-primary Level,Difficult,0.41969,31,31,0.24309,0.59629
2002,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.41419,48,99,0.31667,0.51172
2002,Baden-Wuerttemberg,Lower Secondary Level,Almost impossible,0.49983,51,99,0.40083,0.59882
2002,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.23846,52,235,0.18386,0.29306
2002,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.45082,104,235,0.38707,0.51458
2002,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.31072,79,235,0.25142,0.37001
2002,Bavaria,Lower Secondary Level,Difficult,0.53422,54,54,0.39992,0.66852
2002,Bavaria,Upper Secondary Level,Easy,0.20531,68,293,0.15898,0.25164
2002,Bavaria,Upper Secondary Level,Difficult,0.50730,145,293,0.44996,0.56465
2002,Bavaria,Upper Secondary Level,Almost impossible,0.28738,80,293,0.23548,0.33929
2002,Berlin,Upper Secondary Level,Difficult,0.69682,46,46,0.56252,0.83111
2002,Brandenburg,Upper Secondary Level,Difficult,0.64312,70,102,0.54969,0.73655
2002,Brandenburg,Upper Secondary Level,Almost impossible,0.27338,32,102,0.18646,0.36030
2002,Saxony,Upper Secondary Level,Difficult,0.57720,109,180,0.50483,0.64957
2002,Saxony,Upper Secondary Level,Almost impossible,0.37758,71,180,0.30656,0.44860
2002,Saxony-Anhalt,Upper Secondary Level,Difficult,0.61172,65,105,0.51806,0.70539
2002,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.36725,40,105,0.27460,0.45990
2002,Thuringa,Upper Secondary Level,Difficult,0.61273,89,134,0.52994,0.69551
2002,Thuringa,Upper Secondary Level,Almost impossible,0.36084,45,134,0.27922,0.44246
2003,Lower Saxony,Upper Secondary Level,Difficult,0.63702,65,65,0.51921,0.75483
2003,North Rhine-Westphalia,Pre-primary Level,Difficult,0.64349,51,51,0.51072,0.77625
2003,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.67182,64,64,0.55587,0.78777
2003,North Rhine-Westphalia,Upper Secondary Level,Easy,0.13184,38,242,0.08913,0.17455
2003,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.62414,149,242,0.56298,0.68529
2003,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.24402,55,242,0.18980,0.29825
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.73653,37,37,0.59263,0.88043
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.68082,35,35,0.52412,0.83751
2003,Hesse,Upper Secondary Level,Difficult,0.67850,60,60,0.55932,0.79767
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.70826,58,58,0.59026,0.82627
2003,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.50674,33,33,0.33352,0.67997
2003,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.20615,36,144,0.13985,0.27246
2003,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.55106,76,144,0.46953,0.63258
2003,Baden-Wuerttemberg,Upper Secondary Level,Almost impossible,0.24279,32,144,0.17252,0.31307
2003,Bavaria,Upper Secondary Level,Easy,0.20325,50,162,0.14109,0.26541
2003,Bavaria,Upper Secondary Level,Difficult,0.63561,112,162,0.56127,0.70995
2003,Berlin,Upper Secondary Level,Difficult,0.58814,37,37,0.42737,0.74892
2003,Brandenburg,Upper Secondary Level,Difficult,0.54948,44,44,0.40077,0.69820
2003,Saxony,Upper Secondary Level,Difficult,0.65878,112,170,0.58730,0.73027
2003,Saxony,Upper Secondary Level,Almost impossible,0.28804,58,170,0.21977,0.35632
2003,Saxony-Anhalt,Upper Secondary Level,Difficult,0.73888,75,75,0.63880,0.83896
2003,Thuringa,Upper Secondary Level,Difficult,0.56093,71,106,0.46601,0.65586
2003,Thuringa,Upper Secondary Level,Almost impossible,0.40709,35,106,0.31312,0.50107
2004,Lower Saxony,Upper Secondary Level,Difficult,0.64111,68,68,0.52625,0.75597
2004,North Rhine-Westphalia,Pre-primary Level,Difficult,0.74862,63,63,0.64064,0.85660
2004,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.75861,72,72,0.65907,0.85815
2004,North Rhine-Westphalia,Upper Secondary Level,Easy,0.14881,48,266,0.10596,0.19166
2004,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.62188,160,266,0.56349,0.68026
2004,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.22931,58,266,0.17870,0.27993
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.84306,35,35,0.72079,0.96533
2004,Hesse,Upper Secondary Level,Difficult,0.69808,56,56,0.57675,0.81942
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.69935,55,55,0.57705,0.82165
2004,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.63976,46,46,0.49949,0.78003
2004,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.16702,33,126,0.10164,0.23241
2004,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.61733,93,126,0.53212,0.70254
2004,Bavaria,Pre-primary Level,Difficult,0.66238,37,37,0.50790,0.81686
2004,Bavaria,Upper Secondary Level,Easy,0.15970,40,200,0.10881,0.21060
2004,Bavaria,Upper Secondary Level,Difficult,0.69227,128,200,0.62814,0.75640
2004,Bavaria,Upper Secondary Level,Almost impossible,0.14803,32,200,0.09869,0.19737
2004,Bavaria,Second Stage of Tertiary Education,Difficult,0.57923,32,32,0.40544,0.75302
2004,Berlin,Upper Secondary Level,Difficult,0.53514,38,38,0.37442,0.69585
2004,Brandenburg,Upper Secondary Level,Difficult,0.61667,57,89,0.51508,0.71825
2004,Brandenburg,Upper Secondary Level,Almost impossible,0.35832,32,89,0.25813,0.45851
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.69284,35,35,0.53778,0.84791
2004,Saxony,Upper Secondary Level,Difficult,0.59848,98,144,0.51813,0.67883
2004,Saxony,Upper Secondary Level,Almost impossible,0.32869,46,144,0.25170,0.40568
2004,Saxony-Anhalt,Upper Secondary Level,Difficult,0.66507,63,63,0.54758,0.78255
2004,Thuringa,Upper Secondary Level,Difficult,0.67838,83,83,0.57728,0.77948
2005,Lower Saxony,Upper Secondary Level,Difficult,0.68398,52,52,0.55638,0.81158
2005,North Rhine-Westphalia,Pre-primary Level,Difficult,0.64999,57,57,0.52506,0.77491
2005,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.76253,65,65,0.65827,0.86678
2005,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.62103,154,215,0.55603,0.68603
2005,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.27941,61,215,0.21929,0.33953
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Difficult,0.57507,33,33,0.40379,0.74635
2005,Hesse,Upper Secondary Level,Difficult,0.74681,34,34,0.59844,0.89517
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.69022,57,57,0.56910,0.81133
2005,Baden-Wuerttemberg,Pre-primary Level,Difficult,0.46302,31,31,0.28459,0.64145
2005,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.64309,39,39,0.49076,0.79542
2005,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.69792,98,98,0.60655,0.78930
2005,Bavaria,Pre-primary Level,Difficult,0.53253,37,37,0.36955,0.69552
2005,Bavaria,Lower Secondary Level,Difficult,0.79522,33,33,0.65539,0.93504
2005,Bavaria,Upper Secondary Level,Difficult,0.67616,100,140,0.59837,0.75395
2005,Bavaria,Upper Secondary Level,Almost impossible,0.22716,40,140,0.15750,0.29681
2005,Berlin,Upper Secondary Level,Difficult,0.76034,35,35,0.61686,0.90383
2005,Brandenburg,Upper Secondary Level,Difficult,0.70287,57,90,0.60793,0.79782
2005,Brandenburg,Upper Secondary Level,Almost impossible,0.24559,33,90,0.15616,0.33502
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.62457,35,35,0.46180,0.78734
2005,Saxony,Upper Secondary Level,Difficult,0.67375,116,165,0.60200,0.74551
2005,Saxony,Upper Secondary Level,Almost impossible,0.28666,49,165,0.21745,0.35587
2005,Saxony-Anhalt,Upper Secondary Level,Difficult,0.56086,53,53,0.42597,0.69575
2005,Thuringa,Upper Secondary Level,Difficult,0.60005,84,124,0.51347,0.68662
2005,Thuringa,Upper Secondary Level,Almost impossible,0.39440,40,124,0.30803,0.48077
2006,Lower Saxony,Upper Secondary Level,Difficult,0.56708,73,112,0.47491,0.65926
2006,Lower Saxony,Upper Secondary Level,Almost impossible,0.31198,39,112,0.22579,0.39817
2006,North Rhine-Westphalia,Pre-primary Level,Difficult,0.79990,39,39,0.67270,0.92711
2006,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.60785,61,61,0.48432,0.73139
2006,North Rhine-Westphalia,Upper Secondary Level,Easy,0.10045,38,273,0.06473,0.13618
2006,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.66471,175,273,0.60860,0.72081
2006,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.23484,60,273,0.18446,0.28522
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.74029,44,44,0.60923,0.87135
2006,Hesse,Upper Secondary Level,Difficult,0.62579,45,45,0.48280,0.76878
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.70438,52,52,0.57914,0.82962
2006,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.64393,44,44,0.50081,0.78705
2006,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.66078,106,106,0.57022,0.75134
2006,Bavaria,Lower Secondary Level,Difficult,0.77121,33,33,0.62566,0.91675
2006,Bavaria,Upper Secondary Level,Easy,0.18210,43,188,0.12678,0.23741
2006,Bavaria,Upper Secondary Level,Difficult,0.65097,110,188,0.58264,0.71929
2006,Bavaria,Upper Secondary Level,Almost impossible,0.16694,35,188,0.11349,0.22039
2006,Bavaria,Second Stage of Tertiary Education,Difficult,0.64766,34,34,0.48467,0.81065
2006,Berlin,Upper Secondary Level,Difficult,0.77691,38,38,0.64276,0.91106
2006,Brandenburg,Upper Secondary Level,Difficult,0.55429,42,80,0.44468,0.66390
2006,Brandenburg,Upper Secondary Level,Almost impossible,0.41519,38,80,0.30653,0.52385
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Difficult,0.64966,46,46,0.51027,0.78905
2006,Saxony,Upper Secondary Level,Difficult,0.65093,99,148,0.57388,0.72799
2006,Saxony,Upper Secondary Level,Almost impossible,0.29179,49,148,0.21831,0.36528
2006,Saxony-Anhalt,Upper Secondary Level,Difficult,0.59709,70,105,0.50282,0.69136
2006,Saxony-Anhalt,Upper Secondary Level,Almost impossible,0.34810,35,105,0.25655,0.43966
2006,Thuringa,Upper Secondary Level,Difficult,0.52379,66,100,0.42540,0.62217
2006,Thuringa,Upper Secondary Level,Almost impossible,0.41139,34,100,0.31445,0.50832
2007,Lower Saxony,Upper Secondary Level,Difficult,0.55922,62,62,0.43462,0.68381
2007,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.63194,57,57,0.50563,0.75826
2007,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.62580,130,184,0.55568,0.69591
2007,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.25529,54,184,0.19212,0.31847
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.79551,41,41,0.67052,0.92050
2007,Hesse,Upper Secondary Level,Difficult,0.68000,44,44,0.54058,0.81943
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.74369,49,49,0.62018,0.86720
2007,Baden-Wuerttemberg,Lower Secondary Level,Difficult,0.72930,33,33,0.57535,0.88325
2007,Baden-Wuerttemberg,Upper Secondary Level,Easy,0.25067,37,98,0.16442,0.33692
2007,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.50253,61,98,0.40302,0.60203
2007,Bavaria,Upper Secondary Level,Easy,0.18170,34,118,0.11183,0.25157
2007,Bavaria,Upper Secondary Level,Difficult,0.67804,84,118,0.59337,0.76270
2007,Bavaria,Second Stage of Tertiary Education,Difficult,0.78335,35,35,0.64487,0.92182
2007,Brandenburg,Upper Secondary Level,Difficult,0.52811,37,73,0.41280,0.64342
2007,Brandenburg,Upper Secondary Level,Almost impossible,0.40653,36,73,0.29307,0.51999
2007,Saxony,Upper Secondary Level,Difficult,0.68407,78,114,0.59836,0.76979
2007,Saxony,Upper Secondary Level,Almost impossible,0.22940,36,114,0.15187,0.30692
2007,Saxony-Anhalt,Upper Secondary Level,Difficult,0.49393,42,42,0.34089,0.64697
2007,Thuringa,Upper Secondary Level,Difficult,0.47114,44,82,0.36244,0.57985
2007,Thuringa,Upper Secondary Level,Almost impossible,0.44793,38,82,0.33963,0.55622
2008,Lower Saxony,Upper Secondary Level,Difficult,0.62168,62,62,0.49997,0.74338
2008,North Rhine-Westphalia,Pre-primary Level,Difficult,0.71774,36,36,0.56863,0.86686
2008,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.73162,51,51,0.60880,0.85445
2008,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.72736,121,161,0.65836,0.79637
2008,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.17660,40,161,0.11751,0.23569
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Difficult,0.82903,33,33,0.69859,0.95948
2008,Hesse,Upper Secondary Level,Difficult,0.66712,40,40,0.51922,0.81502
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.63057,36,36,0.47067,0.79047
2008,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.61542,62,62,0.49333,0.73751
2008,Bavaria,Upper Secondary Level,Easy,0.24247,37,105,0.16010,0.32484
2008,Bavaria,Upper Secondary Level,Difficult,0.56926,68,105,0.47409,0.66443
2008,Brandenburg,Upper Secondary Level,Difficult,0.51359,39,70,0.39566,0.63153
2008,Brandenburg,Upper Secondary Level,Almost impossible,0.40166,31,70,0.28599,0.51733
2008,Saxony,Upper Secondary Level,Difficult,0.61908,63,63,0.49820,0.73995
2008,Saxony-Anhalt,Upper Secondary Level,Difficult,0.42844,37,37,0.26679,0.59010
2008,Thuringa,Upper Secondary Level,Difficult,0.60627,51,51,0.47084,0.74169
2009,Lower Saxony,Upper Secondary Level,Difficult,0.55365,37,37,0.39126,0.71604
2009,North Rhine-Westphalia,Pre-primary Level,Difficult,0.62182,32,32,0.45111,0.79253
2009,North Rhine-Westphalia,Lower Secondary Level,Difficult,0.65810,41,41,0.51109,0.80510
2009,North Rhine-Westphalia,Upper Secondary Level,Easy,0.18658,31,171,0.12801,0.24514
2009,North Rhine-Westphalia,Upper Secondary Level,Difficult,0.58912,96,171,0.51517,0.66308
2009,North Rhine-Westphalia,Upper Secondary Level,Almost impossible,0.22430,44,171,0.16160,0.28700
2009,Hesse,Upper Secondary Level,Difficult,0.55994,36,36,0.39549,0.72440
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Difficult,0.70739,36,36,0.55666,0.85812
2009,Baden-Wuerttemberg,Upper Secondary Level,Difficult,0.69925,59,59,0.58123,0.81727
2009,Bavaria,Upper Secondary Level,Difficult,0.52773,68,68,0.40819,0.64727
2009,Brandenburg,Upper Secondary Level,Difficult,0.42069,32,32,0.24690,0.59447
