year,migback,quintil_oecd,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,3rd Quintile,Seldom,0.04340,194,3267,0.03641,0.05039
2007,No migration background,3rd Quintile,Never,0.76950,3019,3267,0.75505,0.78394
2007,No migration background,4th Quintile,At least once per week,0.00873,38,3826,0.00578,0.01168
2007,No migration background,4th Quintile,At least once per month,0.01384,66,3826,0.01014,0.01754
2007,No migration background,4th Quintile,Seldom,0.05589,251,3826,0.04861,0.06316
2007,No migration background,4th Quintile,Never,0.76541,3471,3826,0.75198,0.77884
2007,No migration background,5th Quintile,At least once per week,0.01390,94,5112,0.01069,0.01711
2007,No migration background,5th Quintile,At least once per month,0.02020,130,5112,0.01635,0.02406
2007,No migration background,5th Quintile,Seldom,0.07202,440,5112,0.06493,0.07911
2007,No migration background,5th Quintile,Never,0.78190,4448,5112,0.77058,0.79322
2007,Direct migration background,1st Quintile,Never,0.89382,600,600,0.86915,0.91849
2007,Direct migration background,2nd Quintile,Never,0.90342,477,477,0.87689,0.92996
2007,Direct migration background,3rd Quintile,Never,0.94238,364,364,0.91841,0.96635
2007,Direct migration background,4th Quintile,Never,0.89767,298,298,0.86320,0.93214
2007,Direct migration background,5th Quintile,Never,0.90674,259,259,0.87126,0.94222
2007,Indirect migration background,1st Quintile,Never,0.39338,178,178,0.32142,0.46535
2007,Indirect migration background,2nd Quintile,Never,0.40825,148,148,0.32879,0.48771
2007,Indirect migration background,3rd Quintile,Never,0.49208,156,156,0.41337,0.57078
2007,Indirect migration background,4th Quintile,Never,0.59558,139,139,0.51369,0.67746
2007,Indirect migration background,5th Quintile,Never,0.54280,121,121,0.45367,0.63193
2008,No migration background,1st Quintile,Seldom,0.03930,97,2142,0.03107,0.04753
2008,No migration background,1st Quintile,Never,0.75722,2045,2142,0.73906,0.77538
2008,No migration background,2nd Quintile,At least once per month,0.01116,43,2799,0.00727,0.01505
2008,No migration background,2nd Quintile,Seldom,0.04343,160,2799,0.03587,0.05098
2008,No migration background,2nd Quintile,Never,0.76967,2596,2799,0.75407,0.78527
2008,No migration background,3rd Quintile,At least once per week,0.00805,33,3269,0.00499,0.01112
2008,No migration background,3rd Quintile,At least once per month,0.01570,69,3269,0.01144,0.01997
2008,No migration background,3rd Quintile,Seldom,0.06045,260,3269,0.05228,0.06862
2008,No migration background,3rd Quintile,Never,0.75669,2907,3269,0.74198,0.77140
2008,No migration background,4th Quintile,At least once per month,0.01290,69,3422,0.00912,0.01668
2008,No migration background,4th Quintile,Seldom,0.07822,316,3422,0.06922,0.08722
2008,No migration background,4th Quintile,Never,0.75637,3037,3422,0.74198,0.77075
2008,No migration background,5th Quintile,At least once per week,0.01358,98,4860,0.01032,0.01683
2008,No migration background,5th Quintile,At least once per month,0.02353,158,4860,0.01927,0.02779
2008,No migration background,5th Quintile,Seldom,0.08760,506,4860,0.07965,0.09555
2008,No migration background,5th Quintile,Never,0.77573,4098,4860,0.76400,0.78746
2008,Direct migration background,1st Quintile,Never,0.91709,563,563,0.89429,0.93989
2008,Direct migration background,2nd Quintile,Never,0.87360,384,384,0.84032,0.90688
2008,Direct migration background,3rd Quintile,Never,0.92321,348,348,0.89519,0.95122
2008,Direct migration background,4th Quintile,Never,0.89339,254,254,0.85536,0.93142
2008,Direct migration background,5th Quintile,Never,0.86167,208,208,0.81464,0.90870
2008,Indirect migration background,1st Quintile,Never,0.37199,172,172,0.29954,0.44443
2008,Indirect migration background,2nd Quintile,Never,0.43615,132,132,0.35123,0.52107
2008,Indirect migration background,3rd Quintile,Never,0.53099,160,160,0.45342,0.60856
2008,Indirect migration background,4th Quintile,Never,0.50381,116,116,0.41242,0.59519
2008,Indirect migration background,5th Quintile,Never,0.58771,127,127,0.50176,0.67366
2009,No migration background,1st Quintile,Seldom,0.03120,88,2131,0.02382,0.03859
2009,No migration background,1st Quintile,Never,0.77926,2043,2131,0.76164,0.79687
2009,No migration background,2nd Quintile,Seldom,0.03722,112,2577,0.02991,0.04453
2009,No migration background,2nd Quintile,Never,0.76973,2465,2577,0.75347,0.78599
2009,No migration background,3rd Quintile,At least once per month,0.01217,44,2954,0.00821,0.01612
2009,No migration background,3rd Quintile,Seldom,0.05192,180,2954,0.04392,0.05992
2009,No migration background,3rd Quintile,Never,0.76405,2730,2954,0.74873,0.77936
2009,No migration background,4th Quintile,At least once per month,0.01392,58,3319,0.00993,0.01790
2009,No migration background,4th Quintile,Seldom,0.06174,259,3319,0.05355,0.06993
2009,No migration background,4th Quintile,Never,0.77151,3002,3319,0.75722,0.78579
2009,No migration background,5th Quintile,At least once per week,0.01499,83,4428,0.01141,0.01857
2009,No migration background,5th Quintile,At least once per month,0.01687,122,4428,0.01307,0.02066
2009,No migration background,5th Quintile,Seldom,0.07936,371,4428,0.07139,0.08732
2009,No migration background,5th Quintile,Never,0.77979,3852,4428,0.76759,0.79200
2009,Direct migration background,1st Quintile,Never,0.91951,496,496,0.89555,0.94348
2009,Direct migration background,2nd Quintile,Never,0.93496,360,360,0.90945,0.96047
2009,Direct migration background,3rd Quintile,Never,0.93407,270,270,0.90442,0.96373
2009,Direct migration background,4th Quintile,Never,0.86680,236,236,0.82336,0.91024
2009,Direct migration background,5th Quintile,Never,0.90777,200,200,0.86756,0.94797
2009,Indirect migration background,1st Quintile,Never,0.42132,165,165,0.34575,0.49690
2009,Indirect migration background,2nd Quintile,Never,0.48315,144,144,0.40124,0.56505
2009,Indirect migration background,3rd Quintile,Never,0.57125,117,117,0.48119,0.66132
2009,Indirect migration background,4th Quintile,Never,0.54086,122,122,0.45207,0.62965
2009,Indirect migration background,5th Quintile,Never,0.58348,117,117,0.49377,0.67319
2011,No migration background,1st Quintile,At least once per month,0.00782,33,3275,0.00480,0.01084
2011,No migration background,1st Quintile,Seldom,0.04143,142,3275,0.03460,0.04826
2011,No migration background,1st Quintile,Never,0.77279,3100,3275,0.75844,0.78715
2011,No migration background,2nd Quintile,At least once per month,0.00663,40,3463,0.00393,0.00933
2011,No migration background,2nd Quintile,Seldom,0.04390,192,3463,0.03708,0.05073
2011,No migration background,2nd Quintile,Never,0.78609,3231,3463,0.77243,0.79975
2011,No migration background,3rd Quintile,At least once per week,0.00706,37,3565,0.00431,0.00981
2011,No migration background,3rd Quintile,At least once per month,0.01158,55,3565,0.00807,0.01509
2011,No migration background,3rd Quintile,Seldom,0.06907,244,3565,0.06075,0.07740
2011,No migration background,3rd Quintile,Never,0.76808,3229,3565,0.75422,0.78194
2011,No migration background,4th Quintile,At least once per week,0.00844,41,3671,0.00548,0.01140
2011,No migration background,4th Quintile,At least once per month,0.01740,78,3671,0.01317,0.02163
2011,No migration background,4th Quintile,Seldom,0.06063,296,3671,0.05291,0.06835
2011,No migration background,4th Quintile,Never,0.76290,3256,3671,0.74914,0.77666
2011,No migration background,5th Quintile,At least once per week,0.01507,76,4269,0.01142,0.01873
2011,No migration background,5th Quintile,At least once per month,0.01736,109,4269,0.01344,0.02128
2011,No migration background,5th Quintile,Seldom,0.08795,402,4269,0.07945,0.09645
2011,No migration background,5th Quintile,Never,0.77368,3682,4269,0.76113,0.78624
2011,Direct migration background,1st Quintile,Never,0.91985,953,953,0.90260,0.93710
2011,Direct migration background,2nd Quintile,Never,0.88942,586,586,0.86401,0.91484
2011,Direct migration background,3rd Quintile,Never,0.93089,353,353,0.90439,0.95738
2011,Direct migration background,4th Quintile,Never,0.92530,268,268,0.89376,0.95683
2011,Direct migration background,5th Quintile,Never,0.87239,229,229,0.82908,0.91570
2011,Indirect migration background,1st Quintile,Never,0.35175,271,271,0.29479,0.40871
2011,Indirect migration background,2nd Quintile,Never,0.38595,196,196,0.31762,0.45428
2011,Indirect migration background,3rd Quintile,Never,0.44733,166,166,0.37146,0.52320
2011,Indirect migration background,4th Quintile,Never,0.48688,145,145,0.40524,0.56852
2011,Indirect migration background,5th Quintile,Never,0.49333,155,155,0.41437,0.57229
2013,No migration background,1st Quintile,At least once per month,0.01165,38,3784,0.00823,0.01507
2013,No migration background,1st Quintile,Seldom,0.06693,256,3784,0.05897,0.07490
2013,No migration background,1st Quintile,Never,0.72479,3490,3784,0.71056,0.73902
2013,No migration background,2nd Quintile,At least once per month,0.01416,74,4181,0.01058,0.01774
2013,No migration background,2nd Quintile,Seldom,0.05795,275,4181,0.05087,0.06504
2013,No migration background,2nd Quintile,Never,0.75038,3832,4181,0.73726,0.76350
2013,No migration background,3rd Quintile,At least once per week,0.00655,44,4177,0.00411,0.00900
2013,No migration background,3rd Quintile,At least once per month,0.01519,85,4177,0.01148,0.01890
2013,No migration background,3rd Quintile,Seldom,0.07041,372,4177,0.06266,0.07817
2013,No migration background,3rd Quintile,Never,0.74976,3676,4177,0.73662,0.76289
2013,No migration background,4th Quintile,At least once per week,0.01119,56,4311,0.00805,0.01433
2013,No migration background,4th Quintile,At least once per month,0.01553,103,4311,0.01184,0.01922
2013,No migration background,4th Quintile,Seldom,0.08785,429,4311,0.07940,0.09630
2013,No migration background,4th Quintile,Never,0.74597,3723,4311,0.73297,0.75897
2013,No migration background,5th Quintile,At least once per week,0.02078,127,4939,0.01680,0.02476
2013,No migration background,5th Quintile,At least once per month,0.02621,161,4939,0.02175,0.03067
2013,No migration background,5th Quintile,Seldom,0.09819,531,4939,0.08989,0.10649
2013,No migration background,5th Quintile,Never,0.74774,4120,4939,0.73562,0.75985
2013,Direct migration background,1st Quintile,Seldom,0.04118,55,963,0.02862,0.05374
2013,Direct migration background,1st Quintile,Never,0.90119,908,963,0.88234,0.92005
2013,Direct migration background,2nd Quintile,Seldom,0.06683,36,696,0.04827,0.08540
2013,Direct migration background,2nd Quintile,Never,0.85900,660,696,0.83312,0.88487
2013,Direct migration background,3rd Quintile,Never,0.91123,440,440,0.88462,0.93783
2013,Direct migration background,4th Quintile,Never,0.91703,300,300,0.88576,0.94830
2013,Direct migration background,5th Quintile,Never,0.79726,286,286,0.75059,0.84394
2013,Indirect migration background,1st Quintile,Never,0.34621,273,273,0.28966,0.40275
2013,Indirect migration background,2nd Quintile,Never,0.31242,216,216,0.25047,0.37438
2013,Indirect migration background,3rd Quintile,Never,0.47016,173,173,0.39557,0.54475
2013,Indirect migration background,4th Quintile,Never,0.51194,154,154,0.43273,0.59115
2013,Indirect migration background,5th Quintile,Never,0.51886,163,163,0.44192,0.59581
2015,No migration background,1st Quintile,At least once per month,0.00575,32,3008,0.00305,0.00845
2015,No migration background,1st Quintile,Seldom,0.02721,104,3008,0.02139,0.03302
2015,No migration background,1st Quintile,Never,0.78891,2872,3008,0.77433,0.80350
2015,No migration background,2nd Quintile,At least once per month,0.01004,51,3747,0.00685,0.01323
2015,No migration background,2nd Quintile,Seldom,0.04881,235,3747,0.04191,0.05571
2015,No migration background,2nd Quintile,Never,0.77969,3461,3747,0.76642,0.79296
2015,No migration background,3rd Quintile,At least once per week,0.00525,38,3736,0.00293,0.00757
2015,No migration background,3rd Quintile,At least once per month,0.01111,70,3736,0.00775,0.01448
2015,No migration background,3rd Quintile,Seldom,0.04850,245,3736,0.04161,0.05539
2015,No migration background,3rd Quintile,Never,0.77838,3383,3736,0.76506,0.79170
2015,No migration background,4th Quintile,At least once per week,0.01152,44,3971,0.00820,0.01484
2015,No migration background,4th Quintile,At least once per month,0.01864,96,3971,0.01444,0.02285
2015,No migration background,4th Quintile,Seldom,0.06737,305,3971,0.05958,0.07517
2015,No migration background,4th Quintile,Never,0.76367,3526,3971,0.75046,0.77689
2015,No migration background,5th Quintile,At least once per week,0.01805,91,4452,0.01414,0.02196
2015,No migration background,5th Quintile,At least once per month,0.01974,109,4452,0.01565,0.02383
2015,No migration background,5th Quintile,Seldom,0.07361,408,4452,0.06593,0.08128
2015,No migration background,5th Quintile,Never,0.78795,3844,4452,0.77594,0.79996
2015,Direct migration background,1st Quintile,Seldom,0.01516,37,1590,0.00915,0.02116
2015,Direct migration background,1st Quintile,Never,0.94171,1553,1590,0.93019,0.95323
2015,Direct migration background,2nd Quintile,Seldom,0.02951,40,1119,0.01959,0.03943
2015,Direct migration background,2nd Quintile,Never,0.92863,1079,1119,0.91354,0.94372
2015,Direct migration background,3rd Quintile,Seldom,0.04724,39,808,0.03260,0.06187
2015,Direct migration background,3rd Quintile,Never,0.91679,769,808,0.89773,0.93585
2015,Direct migration background,4th Quintile,Never,0.92188,475,475,0.89772,0.94604
2015,Direct migration background,5th Quintile,Never,0.87301,411,411,0.84077,0.90524
2015,Indirect migration background,1st Quintile,Never,0.41211,462,462,0.36718,0.45705
2015,Indirect migration background,2nd Quintile,Never,0.44486,325,325,0.39074,0.49897
2015,Indirect migration background,3rd Quintile,Never,0.47896,263,263,0.41847,0.53945
2015,Indirect migration background,4th Quintile,Never,0.56968,233,233,0.50597,0.63339
2015,Indirect migration background,5th Quintile,Never,0.61337,179,179,0.54183,0.68491
2017,No migration background,1st Quintile,Seldom,0.03522,102,2583,0.02811,0.04233
2017,No migration background,1st Quintile,Never,0.78234,2481,2583,0.76642,0.79826
2017,No migration background,2nd Quintile,At least once per month,0.01153,51,3282,0.00788,0.01518
2017,No migration background,2nd Quintile,Seldom,0.04081,192,3282,0.03404,0.04758
2017,No migration background,2nd Quintile,Never,0.77889,3039,3282,0.76469,0.79309
2017,No migration background,3rd Quintile,At least once per week,0.00420,32,3418,0.00203,0.00637
2017,No migration background,3rd Quintile,At least once per month,0.01222,59,3418,0.00854,0.01590
2017,No migration background,3rd Quintile,Seldom,0.06234,245,3418,0.05424,0.07045
2017,No migration background,3rd Quintile,Never,0.75901,3082,3418,0.74467,0.77335
2017,No migration background,4th Quintile,At least once per week,0.01401,52,3623,0.01018,0.01784
2017,No migration background,4th Quintile,At least once per month,0.02285,87,3623,0.01798,0.02772
2017,No migration background,4th Quintile,Seldom,0.07587,281,3623,0.06725,0.08450
2017,No migration background,4th Quintile,Never,0.76917,3203,3623,0.75544,0.78289
2017,No migration background,5th Quintile,At least once per week,0.02004,86,3902,0.01564,0.02443
2017,No migration background,5th Quintile,At least once per month,0.02138,96,3902,0.01684,0.02592
2017,No migration background,5th Quintile,Seldom,0.06500,325,3902,0.05727,0.07274
2017,No migration background,5th Quintile,Never,0.78927,3395,3902,0.77647,0.80207
2017,Direct migration background,1st Quintile,Seldom,0.01602,34,1608,0.00988,0.02215
2017,Direct migration background,1st Quintile,Never,0.82584,1574,1608,0.80730,0.84438
2017,Direct migration background,2nd Quintile,Seldom,0.01401,32,1175,0.00729,0.02073
2017,Direct migration background,2nd Quintile,Never,0.92056,1143,1175,0.90509,0.93602
2017,Direct migration background,3rd Quintile,Never,0.90351,677,677,0.88126,0.92577
2017,Direct migration background,4th Quintile,Seldom,0.05300,31,500,0.03334,0.07266
2017,Direct migration background,4th Quintile,Never,0.90342,469,500,0.87750,0.92933
2017,Direct migration background,5th Quintile,Never,0.82747,393,393,0.79006,0.86487
2017,Indirect migration background,1st Quintile,Never,0.36374,417,417,0.31751,0.40997
2017,Indirect migration background,2nd Quintile,Never,0.44242,277,277,0.38383,0.50102
2017,Indirect migration background,3rd Quintile,Never,0.47280,234,234,0.40869,0.53691
2017,Indirect migration background,4th Quintile,Never,0.58684,195,195,0.51755,0.65614
2017,Indirect migration background,5th Quintile,Never,0.59382,177,177,0.52126,0.66637
2019,No migration background,1st Quintile,At least once per month,0.01293,37,2673,0.00864,0.01721
2019,No migration background,1st Quintile,Seldom,0.04607,188,2673,0.03812,0.05402
2019,No migration background,1st Quintile,Never,0.76558,2448,2673,0.74951,0.78164
2019,No migration background,2nd Quintile,At least once per week,0.00826,38,3458,0.00524,0.01127
2019,No migration background,2nd Quintile,At least once per month,0.01045,46,3458,0.00706,0.01384
2019,No migration background,2nd Quintile,Seldom,0.06821,288,3458,0.05981,0.07661
2019,No migration background,2nd Quintile,Never,0.74610,3086,3458,0.73159,0.76061
2019,No migration background,3rd Quintile,At least once per week,0.00718,44,3457,0.00436,0.00999
2019,No migration background,3rd Quintile,At least once per month,0.01793,83,3457,0.01350,0.02235
2019,No migration background,3rd Quintile,Seldom,0.08942,346,3457,0.07990,0.09893
2019,No migration background,3rd Quintile,Never,0.72849,2984,3457,0.71366,0.74332
2019,No migration background,4th Quintile,At least once per week,0.01262,55,3620,0.00898,0.01625
2019,No migration background,4th Quintile,At least once per month,0.01661,100,3620,0.01245,0.02078
2019,No migration background,4th Quintile,Seldom,0.09405,421,3620,0.08454,0.10356
2019,No migration background,4th Quintile,Never,0.73135,3044,3620,0.71690,0.74579
2019,No migration background,5th Quintile,At least once per week,0.02194,108,4132,0.01747,0.02641
2019,No migration background,5th Quintile,At least once per month,0.02342,137,4132,0.01880,0.02803
2019,No migration background,5th Quintile,Seldom,0.11240,544,4132,0.10277,0.12204
2019,No migration background,5th Quintile,Never,0.74435,3343,4132,0.73104,0.75765
2019,Direct migration background,1st Quintile,Seldom,0.04241,80,1293,0.03142,0.05339
2019,Direct migration background,1st Quintile,Never,0.74204,1213,1293,0.71818,0.76590
2019,Direct migration background,2nd Quintile,Seldom,0.07760,69,955,0.06063,0.09458
2019,Direct migration background,2nd Quintile,Never,0.85508,886,955,0.83274,0.87742
2019,Direct migration background,3rd Quintile,Seldom,0.06894,54,632,0.04917,0.08871
2019,Direct migration background,3rd Quintile,Never,0.87483,578,632,0.84901,0.90065
2019,Direct migration background,4th Quintile,Seldom,0.10334,37,422,0.07426,0.13241
2019,Direct migration background,4th Quintile,Never,0.84094,385,422,0.80601,0.87588
2019,Direct migration background,5th Quintile,Seldom,0.06591,39,436,0.04259,0.08923
2019,Direct migration background,5th Quintile,Never,0.89227,397,436,0.86313,0.92140
2019,Indirect migration background,1st Quintile,Seldom,0.04813,40,407,0.02731,0.06895
2019,Indirect migration background,1st Quintile,Never,0.35271,367,407,0.30623,0.39919
2019,Indirect migration background,2nd Quintile,Never,0.43769,280,280,0.37947,0.49590
2019,Indirect migration background,3rd Quintile,Seldom,0.08759,32,267,0.05362,0.12156
2019,Indirect migration background,3rd Quintile,Never,0.44478,235,267,0.38506,0.50450
2019,Indirect migration background,4th Quintile,Never,0.56203,171,171,0.48745,0.63661
2019,Indirect migration background,5th Quintile,Never,0.58477,181,181,0.51278,0.65675
