"pli0097_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Realschule","kein Migrationshintergrund","","","",""
"Nie","1991","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Hauptschule","kein Migrationshintergrund","27","","",""
"Min 1x pro Woche","1992","Hauptschule","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Realschule","kein Migrationshintergrund","20","","",""
"Min 1x pro Woche","1992","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","kein Migrationshintergrund","12","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","AkademikerIn","kein Migrationshintergrund","43","0.0254045253610884","0.0174601601168025","0.0333488906053742"
"Min 1x pro Woche","1992","AkademikerIn","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Hauptschule","kein Migrationshintergrund","78","0.0172630513800962","0.0136060316004474","0.020920071159745"
"Min 1x pro Monat","1992","Hauptschule","direkter Migrationshintergrund","4","","",""
"Min 1x pro Monat","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Realschule","kein Migrationshintergrund","56","0.0207768936605234","0.0155189452372433","0.0260348420838035"
"Min 1x pro Monat","1992","Realschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1992","Realschule","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","kein Migrationshintergrund","15","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","AkademikerIn","kein Migrationshintergrund","69","0.0470958846220884","0.0364002256881973","0.0577915435559796"
"Min 1x pro Monat","1992","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(noch) kein Abschluss","kein Migrationshintergrund","11","","",""
"Seltener","1992","(noch) kein Abschluss","direkter Migrationshintergrund","8","","",""
"Seltener","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Hauptschule","kein Migrationshintergrund","207","0.0433672531701034","0.0376484721830216","0.0490860341571852"
"Seltener","1992","Hauptschule","direkter Migrationshintergrund","48","0.041787669346263","0.0311370908220802","0.0524382478704458"
"Seltener","1992","Hauptschule","indirekter Migrationshintergrund","6","","",""
"Seltener","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Realschule","kein Migrationshintergrund","175","0.0636397189177226","0.0546412047485214","0.0726382330869239"
"Seltener","1992","Realschule","direkter Migrationshintergrund","7","","",""
"Seltener","1992","Realschule","indirekter Migrationshintergrund","8","","",""
"Seltener","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(Fach-)Abitur","kein Migrationshintergrund","47","0.0699839864871757","0.0503107241110819","0.0896572488632696"
"Seltener","1992","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Seltener","1992","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Seltener","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","AkademikerIn","kein Migrationshintergrund","168","0.113550899843681","0.097532701878797","0.129569097808565"
"Seltener","1992","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Seltener","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(noch) kein Abschluss","kein Migrationshintergrund","200","0.939610058031341","0.90754468510526","0.971675430957421"
"Nie","1992","(noch) kein Abschluss","direkter Migrationshintergrund","565","0.974981686693656","0.96223822472857","0.987725148658741"
"Nie","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","69","1","1","1"
"Nie","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Hauptschule","kein Migrationshintergrund","4561","0.934280006337076","0.927322763388664","0.941237249285487"
"Nie","1992","Hauptschule","direkter Migrationshintergrund","1300","0.953167744871883","0.941922330823984","0.964413158919782"
"Nie","1992","Hauptschule","indirekter Migrationshintergrund","175","0.958658572494858","0.929656200546971","0.987660944442744"
"Nie","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Realschule","kein Migrationshintergrund","2576","0.908737300790474","0.898121542564453","0.919353059016495"
"Nie","1992","Realschule","direkter Migrationshintergrund","143","0.951299957639346","0.916969228642232","0.985630686636461"
"Nie","1992","Realschule","indirekter Migrationshintergrund","71","0.805544353666964","0.719880783014047","0.89120792431988"
"Nie","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(Fach-)Abitur","kein Migrationshintergrund","572","0.890056154554404","0.865933450027217","0.914178859081591"
"Nie","1992","(Fach-)Abitur","direkter Migrationshintergrund","189","0.944876036024149","0.913634757560711","0.976117314487587"
"Nie","1992","(Fach-)Abitur","indirekter Migrationshintergrund","34","0.945674530425487","0.873608784964493","1.01774027588648"
"Nie","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","AkademikerIn","kein Migrationshintergrund","1227","0.813948690173142","0.794301233256913","0.833596147089372"
"Nie","1992","AkademikerIn","direkter Migrationshintergrund","107","0.834443900983221","0.76980151245296","0.899086289513482"
"Nie","1992","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Nie","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1993","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","Realschule","kein Migrationshintergrund","","","",""
"Nie","1993","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1994","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Hauptschule","kein Migrationshintergrund","29","","",""
"Min 1x pro Woche","1994","Hauptschule","direkter Migrationshintergrund","5","","",""
"Min 1x pro Woche","1994","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","Realschule","kein Migrationshintergrund","16","","",""
"Min 1x pro Woche","1994","Realschule","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1994","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","kein Migrationshintergrund","13","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1994","AkademikerIn","kein Migrationshintergrund","36","0.0188991529550576","0.0120242042824262","0.0257741016276891"
"Min 1x pro Woche","1994","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Hauptschule","kein Migrationshintergrund","56","0.011589720097811","0.0084869644063666","0.0146924757892554"
"Min 1x pro Monat","1994","Hauptschule","direkter Migrationshintergrund","5","","",""
"Min 1x pro Monat","1994","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","Realschule","kein Migrationshintergrund","49","0.015900990865755","0.0112417184373193","0.0205602632941907"
"Min 1x pro Monat","1994","Realschule","direkter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1994","Realschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Monat","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","kein Migrationshintergrund","12","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1994","AkademikerIn","kein Migrationshintergrund","67","0.0440280175056016","0.0336699529780732","0.0543860820331301"
"Min 1x pro Monat","1994","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Seltener","1994","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Seltener","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Seltener","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Hauptschule","kein Migrationshintergrund","248","0.0559992757348777","0.0493339734675887","0.0626645780021668"
"Seltener","1994","Hauptschule","direkter Migrationshintergrund","57","0.0391857452818713","0.028429099712012","0.0499423908517307"
"Seltener","1994","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Seltener","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","Realschule","kein Migrationshintergrund","168","0.0673779885751862","0.0580411797885008","0.0767147973618715"
"Seltener","1994","Realschule","direkter Migrationshintergrund","13","","",""
"Seltener","1994","Realschule","indirekter Migrationshintergrund","9","","",""
"Seltener","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","(Fach-)Abitur","kein Migrationshintergrund","53","0.067560549589635","0.0486260814122002","0.0864950177670699"
"Seltener","1994","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Seltener","1994","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Seltener","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1994","AkademikerIn","kein Migrationshintergrund","162","0.120185208438257","0.103767497499252","0.136602919377262"
"Seltener","1994","AkademikerIn","direkter Migrationshintergrund","9","","",""
"Seltener","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Seltener","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(noch) kein Abschluss","kein Migrationshintergrund","224","0.932108475851915","0.900148928452765","0.964068023251065"
"Nie","1994","(noch) kein Abschluss","direkter Migrationshintergrund","512","0.958077601763617","0.94098317535431","0.975172028172924"
"Nie","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","71","0.926418731780102","0.86693207942264","0.985905384137565"
"Nie","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Hauptschule","kein Migrationshintergrund","4238","0.926343983362747","0.918771597481915","0.93391636924358"
"Nie","1994","Hauptschule","direkter Migrationshintergrund","1183","0.955667610841892","0.944257047487959","0.967078174195825"
"Nie","1994","Hauptschule","indirekter Migrationshintergrund","185","0.960258860120855","0.932769695165489","0.987748025076221"
"Nie","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","Realschule","kein Migrationshintergrund","2536","0.91043003795908","0.899793725248047","0.921066350670113"
"Nie","1994","Realschule","direkter Migrationshintergrund","121","0.911206919926842","0.863576339635427","0.958837500218256"
"Nie","1994","Realschule","indirekter Migrationshintergrund","100","0.847676466316507","0.78082896664213","0.914523965990883"
"Nie","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","(Fach-)Abitur","kein Migrationshintergrund","597","0.90126101156076","0.878756694734388","0.923765328387132"
"Nie","1994","(Fach-)Abitur","direkter Migrationshintergrund","173","0.902087681861771","0.859939926549837","0.944235437173706"
"Nie","1994","(Fach-)Abitur","indirekter Migrationshintergrund","45","0.963884113368814","0.911101726680383","1.01666650005725"
"Nie","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1994","AkademikerIn","kein Migrationshintergrund","1242","0.816887621101084","0.797360803267915","0.836414438934253"
"Nie","1994","AkademikerIn","direkter Migrationshintergrund","106","0.892163207327241","0.836667025588237","0.947659389066245"
"Nie","1994","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"Nie","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1995","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
