year,age_gr,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,30-45 y.,West,Never,0.93321,6265,6729,0.92724,0.93917
2015,30-45 y.,East,Seldom,0.05625,68,1491,0.04455,0.06795
2015,30-45 y.,East,Never,0.91840,1423,1491,0.90450,0.93230
2015,46-65 y.,West,At least once per week,0.01003,82,7164,0.00773,0.01234
2015,46-65 y.,West,At least once per month,0.01619,132,7164,0.01327,0.01911
2015,46-65 y.,West,Seldom,0.07153,513,7164,0.06556,0.07749
2015,46-65 y.,West,Never,0.89811,6437,7164,0.89111,0.90512
2015,46-65 y.,East,At least once per month,0.02204,43,1924,0.01548,0.02861
2015,46-65 y.,East,Seldom,0.05617,133,1924,0.04588,0.06647
2015,46-65 y.,East,Never,0.91277,1748,1924,0.90016,0.92538
2015,66 and older,West,At least once per week,0.01022,43,3650,0.00696,0.01348
2015,66 and older,West,At least once per month,0.01693,73,3650,0.01275,0.02112
2015,66 and older,West,Seldom,0.07076,262,3650,0.06244,0.07908
2015,66 and older,West,Never,0.88687,3272,3650,0.87659,0.89714
2015,66 and older,East,Seldom,0.06430,90,1179,0.05029,0.07830
2015,66 and older,East,Never,0.90475,1089,1179,0.88799,0.92152
2017,17-29 y.,West,At least once per month,0.00953,35,3583,0.00634,0.01271
2017,17-29 y.,West,Seldom,0.04477,179,3583,0.03800,0.05154
2017,17-29 y.,West,Never,0.84327,3369,3583,0.83136,0.85518
2017,17-29 y.,East,Never,0.88072,695,695,0.85660,0.90483
2017,30-45 y.,West,At least once per week,0.00882,48,5774,0.00641,0.01123
2017,30-45 y.,West,At least once per month,0.01379,73,5774,0.01078,0.01680
2017,30-45 y.,West,Seldom,0.04529,263,5774,0.03993,0.05065
2017,30-45 y.,West,Never,0.91589,5390,5774,0.90873,0.92305
2017,30-45 y.,East,Seldom,0.03842,62,1436,0.02847,0.04836
2017,30-45 y.,East,Never,0.93580,1374,1436,0.92312,0.94849
2017,46-65 y.,West,At least once per week,0.01655,113,7769,0.01371,0.01939
2017,46-65 y.,West,At least once per month,0.01688,141,7769,0.01401,0.01974
2017,46-65 y.,West,Seldom,0.07006,519,7769,0.06438,0.07573
2017,46-65 y.,West,Never,0.89067,6996,7769,0.88373,0.89761
2017,46-65 y.,East,At least once per month,0.02134,43,2142,0.01522,0.02746
2017,46-65 y.,East,Seldom,0.05645,131,2142,0.04667,0.06623
2017,46-65 y.,East,Never,0.90755,1968,2142,0.89528,0.91982
2017,66 and older,West,At least once per week,0.01099,56,3719,0.00764,0.01434
2017,66 and older,West,At least once per month,0.02081,82,3719,0.01622,0.02540
2017,66 and older,West,Seldom,0.06744,278,3719,0.05938,0.07550
2017,66 and older,West,Never,0.88680,3303,3719,0.87662,0.89698
2017,66 and older,East,Seldom,0.07321,88,1165,0.05825,0.08817
2017,66 and older,East,Never,0.87608,1077,1165,0.85715,0.89501
2019,17-29 y.,West,At least once per week,0.00839,45,3160,0.00521,0.01157
2019,17-29 y.,West,At least once per month,0.01428,61,3160,0.01015,0.01842
2019,17-29 y.,West,Seldom,0.09606,330,3160,0.08579,0.10634
2019,17-29 y.,West,Never,0.78200,2724,3160,0.76760,0.79640
2019,17-29 y.,East,Seldom,0.10090,57,618,0.07713,0.12467
2019,17-29 y.,East,Never,0.75908,561,618,0.72533,0.79282
2019,30-45 y.,West,At least once per week,0.01551,55,4908,0.01206,0.01897
2019,30-45 y.,West,At least once per month,0.01691,85,4908,0.01330,0.02051
2019,30-45 y.,West,Seldom,0.08630,467,4908,0.07844,0.09415
2019,30-45 y.,West,Never,0.86359,4301,4908,0.85398,0.87319
2019,30-45 y.,East,At least once per month,0.01856,34,1313,0.01125,0.02586
2019,30-45 y.,East,Seldom,0.08454,109,1313,0.06948,0.09959
2019,30-45 y.,East,Never,0.87338,1170,1313,0.85538,0.89137
2019,46-65 y.,West,At least once per week,0.01404,170,8062,0.01147,0.01661
2019,46-65 y.,West,At least once per month,0.01877,194,8062,0.01581,0.02174
2019,46-65 y.,West,Seldom,0.09440,845,8062,0.08802,0.10079
2019,46-65 y.,West,Never,0.86470,6853,8062,0.85723,0.87217
2019,46-65 y.,East,At least once per week,0.00914,45,2266,0.00522,0.01306
2019,46-65 y.,East,At least once per month,0.01944,85,2266,0.01376,0.02513
2019,46-65 y.,East,Seldom,0.08228,198,2266,0.07096,0.09359
2019,46-65 y.,East,Never,0.88141,1938,2266,0.86810,0.89472
2019,66 and older,West,At least once per week,0.01537,85,3838,0.01148,0.01926
2019,66 and older,West,At least once per month,0.02431,118,3838,0.01943,0.02918
2019,66 and older,West,Seldom,0.10326,433,3838,0.09364,0.11289
2019,66 and older,West,Never,0.84812,3202,3838,0.83676,0.85948
2019,66 and older,East,At least once per month,0.02255,43,1264,0.01436,0.03074
2019,66 and older,East,Seldom,0.08161,117,1264,0.06651,0.09670
2019,66 and older,East,Never,0.87337,1104,1264,0.85503,0.89171
