"pli0097_h","year","migback","n","percent","lower_confidence","upper_confidence","NA"
"Taeglich","2003","indirekter Migrationshintergrund","","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","186","0.00891667744289028","0.00756743941526083","0.0102659154705197",""
"Min 1x pro Woche","2003","direkter Migrationshintergrund","16","","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","6","","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","423","0.0208714005654114","0.0188196355264108","0.0229231656044119",""
"Min 1x pro Monat","2003","direkter Migrationshintergrund","19","","","",""
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","6","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2003","kein Migrationshintergrund","1838","0.0959770239872101","0.0917493125715184","0.100204735402902",""
"Seltener","2003","direkter Migrationshintergrund","111","0.0520693610403773","0.0435313380585482","0.0606073840222064",""
"Seltener","2003","indirekter Migrationshintergrund","47","0.0703372794504729","0.0523686983652594","0.0883058605356863",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2003","kein Migrationshintergrund","16157","0.872801753441128","0.868019524888854","0.877583981993402",""
"Nie","2003","direkter Migrationshintergrund","2453","0.935570340358823","0.926134967734444","0.945005712983201",""
"Nie","2003","indirekter Migrationshintergrund","719","0.915147327928263","0.895566251521128","0.934728404335399",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2004","kein Migrationshintergrund","","","","",""
"Taeglich","2004","direkter Migrationshintergrund","","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2004","kein Migrationshintergrund","","","","",""
"Seltener","2004","direkter Migrationshintergrund","","","","",""
"Seltener","2004","indirekter Migrationshintergrund","","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2004","kein Migrationshintergrund","","","","",""
"Nie","2004","direkter Migrationshintergrund","","","","",""
"Nie","2004","indirekter Migrationshintergrund","","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2005","kein Migrationshintergrund","","","","",""
"Taeglich","2005","direkter Migrationshintergrund","","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","","","","",""
"Taeglich","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","217","0.0107188145635353","0.00918695485611446","0.0122506742709561",""
"Min 1x pro Woche","2005","direkter Migrationshintergrund","9","","","",""
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","6","","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","367","0.020322640646522","0.0182236169373593","0.0224216643556846",""
"Min 1x pro Monat","2005","direkter Migrationshintergrund","15","","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","6","","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2005","kein Migrationshintergrund","1360","0.0742452830699573","0.0703452513441884","0.0781453147957262",""
"Seltener","2005","direkter Migrationshintergrund","101","0.0486517557761378","0.0399645628304912","0.0573389487217845",""
"Seltener","2005","indirekter Migrationshintergrund","36","0.0465521633324034","0.0321848199974077","0.0609195066673992",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2005","kein Migrationshintergrund","15415","0.894713261719985","0.890147486648118","0.899279036791853",""
"Nie","2005","direkter Migrationshintergrund","2231","0.940908838322824","0.931387555057605","0.950430121588042",""
"Nie","2005","indirekter Migrationshintergrund","778","0.940492020889593","0.92435872028183","0.956625321497356",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2006","kein Migrationshintergrund","","","","",""
"Taeglich","2006","direkter Migrationshintergrund","","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","","","","",""
"Taeglich","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2006","kein Migrationshintergrund","","","","",""
"Seltener","2006","direkter Migrationshintergrund","","","","",""
"Seltener","2006","indirekter Migrationshintergrund","","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2006","kein Migrationshintergrund","","","","",""
"Nie","2006","direkter Migrationshintergrund","","","","",""
"Nie","2006","indirekter Migrationshintergrund","","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2007","kein Migrationshintergrund","","","","",""
"Taeglich","2007","direkter Migrationshintergrund","","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","","","","",""
"Taeglich","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","186","0.00980797258458758","0.00834499970998484","0.0112709454591903",""
"Min 1x pro Woche","2007","direkter Migrationshintergrund","14","","","",""
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","1","","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","291","0.0141211691405354","0.0123695727654788","0.0158727655155921",""
"Min 1x pro Monat","2007","direkter Migrationshintergrund","13","","","",""
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","6","","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2007","kein Migrationshintergrund","1077","0.0565284532573322","0.0531001052958309","0.0599568012188336",""
"Seltener","2007","direkter Migrationshintergrund","67","0.0318586015859788","0.0243328478832726","0.0393843552886851",""
"Seltener","2007","indirekter Migrationshintergrund","25","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2007","kein Migrationshintergrund","15877","0.919542405017545","0.915504497724186","0.923580312310904",""
"Nie","2007","direkter Migrationshintergrund","1998","0.960148937612383","0.95176676681982","0.968531108404946",""
"Nie","2007","indirekter Migrationshintergrund","745","0.958054866691186","0.943959591419465","0.972150141962907",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2008","kein Migrationshintergrund","36","0.00139142724826524","0.000823726328546458","0.00195912816798402",""
"Taeglich","2008","direkter Migrationshintergrund","1","","","",""
"Taeglich","2008","indirekter Migrationshintergrund","1","","","",""
"Taeglich","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","144","0.00723550078812013","0.00594473003098137","0.0085262715452589",""
"Min 1x pro Woche","2008","direkter Migrationshintergrund","8","","","",""
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","2","","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","360","0.017038281609617","0.0150673438988452","0.0190092193203887",""
"Min 1x pro Monat","2008","direkter Migrationshintergrund","24","","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","10","","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2008","kein Migrationshintergrund","1340","0.0749099310804832","0.07090077089314","0.0789190912678264",""
"Seltener","2008","direkter Migrationshintergrund","103","0.0574386064650214","0.0469569588446634","0.0679202540853793",""
"Seltener","2008","indirekter Migrationshintergrund","42","0.0661217356644242","0.0485127382486845","0.0837307330801639",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2008","kein Migrationshintergrund","14682","0.899424859273514","0.894844289860118","0.904005428686911",""
"Nie","2008","direkter Migrationshintergrund","1757","0.929591851529197","0.918067131070527","0.941116571987866",""
"Nie","2008","indirekter Migrationshintergrund","710","0.917476992587999","0.897978434888129","0.936975550287869",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2009","kein Migrationshintergrund","","","","",""
"Taeglich","2009","direkter Migrationshintergrund","","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","141","0.00766261973875028","0.00629059316336656","0.009034646314134",""
"Min 1x pro Woche","2009","direkter Migrationshintergrund","5","","","",""
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","4","","","",""
"Min 1x pro Woche","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2009","kein Migrationshintergrund","270","0.0141119157842103","0.0122560310143379","0.0159678005540828",""
"Min 1x pro Monat","2009","direkter Migrationshintergrund","14","","","",""
"Min 1x pro Monat","2009","indirekter Migrationshintergrund","8","","","",""
"Min 1x pro Monat","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2009","kein Migrationshintergrund","1011","0.0637103897589636","0.059867530810782","0.0675532487071451",""
"Seltener","2009","direkter Migrationshintergrund","63","0.0387133735443122","0.0293910944880379","0.0480356526005866",""
"Seltener","2009","indirekter Migrationshintergrund","26","","","",""
"Seltener","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2009","kein Migrationshintergrund","14095","0.914515074718076","0.910115766261322","0.91891438317483",""
"Nie","2009","direkter Migrationshintergrund","1563","0.951692752299292","0.941331322999074","0.962054181599509",""
"Nie","2009","indirekter Migrationshintergrund","666","0.927956126983694","0.908856538536376","0.947055715431012",""
"Nie","2009","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2010","kein Migrationshintergrund","","","","",""
"Taeglich","2010","direkter Migrationshintergrund","","","","",""
"Taeglich","2010","indirekter Migrationshintergrund","","","","",""
"Taeglich","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2010","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2010","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2010","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2010","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2010","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2010","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2010","kein Migrationshintergrund","","","","",""
"Seltener","2010","direkter Migrationshintergrund","","","","",""
"Seltener","2010","indirekter Migrationshintergrund","","","","",""
"Seltener","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2010","kein Migrationshintergrund","","","","",""
"Nie","2010","direkter Migrationshintergrund","","","","",""
"Nie","2010","indirekter Migrationshintergrund","","","","",""
"Nie","2010","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2011","kein Migrationshintergrund","","","","",""
"Taeglich","2011","direkter Migrationshintergrund","","","","",""
"Taeglich","2011","indirekter Migrationshintergrund","","","","",""
"Taeglich","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2011","kein Migrationshintergrund","263","0.0107931248886283","0.009478151186034","0.0121080985912227",""
"Min 1x pro Woche","2011","direkter Migrationshintergrund","15","","","",""
"Min 1x pro Woche","2011","indirekter Migrationshintergrund","8","","","",""
"Min 1x pro Woche","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2011","kein Migrationshintergrund","424","0.0155621797441764","0.0139870031058009","0.0171373563825518",""
"Min 1x pro Monat","2011","direkter Migrationshintergrund","26","","","",""
"Min 1x pro Monat","2011","indirekter Migrationshintergrund","17","","","",""
"Min 1x pro Monat","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2011","kein Migrationshintergrund","1519","0.0651041583170831","0.0619644747362762","0.06824384189789",""
"Seltener","2011","direkter Migrationshintergrund","103","0.0383987623706415","0.0317811894247308","0.0450163353165522",""
"Seltener","2011","indirekter Migrationshintergrund","61","0.0579768911583465","0.0452534721242287","0.0707003101924644",""
"Seltener","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2011","kein Migrationshintergrund","21513","0.908540537050112","0.904872055142245","0.912209018957979",""
"Nie","2011","direkter Migrationshintergrund","3095","0.94700339861328","0.939288283760786","0.954718513465773",""
"Nie","2011","indirekter Migrationshintergrund","1210","0.923140071583974","0.908638022200962","0.937642120966987",""
"Nie","2011","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2012","kein Migrationshintergrund","","","","",""
"Taeglich","2012","direkter Migrationshintergrund","","","","",""
"Taeglich","2012","indirekter Migrationshintergrund","","","","",""
"Taeglich","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2012","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2012","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2012","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2012","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2012","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2012","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2012","kein Migrationshintergrund","","","","",""
"Seltener","2012","direkter Migrationshintergrund","","","","",""
"Seltener","2012","indirekter Migrationshintergrund","","","","",""
"Seltener","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2012","kein Migrationshintergrund","","","","",""
"Nie","2012","direkter Migrationshintergrund","","","","",""
"Nie","2012","indirekter Migrationshintergrund","","","","",""
"Nie","2012","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2013","kein Migrationshintergrund","58","0.00254012389715629","0.00186760866547752","0.00321263912883505",""
"Taeglich","2013","direkter Migrationshintergrund","3","","","",""
"Taeglich","2013","indirekter Migrationshintergrund","3","","","",""
"Taeglich","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2013","kein Migrationshintergrund","211","0.0093701287381884","0.00808290083268822","0.0106573566436886",""
"Min 1x pro Woche","2013","direkter Migrationshintergrund","12","","","",""
"Min 1x pro Woche","2013","indirekter Migrationshintergrund","9","","","",""
"Min 1x pro Woche","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2013","kein Migrationshintergrund","463","0.0202558641678338","0.0183736948828547","0.0221380334528128",""
"Min 1x pro Monat","2013","direkter Migrationshintergrund","27","","","",""
"Min 1x pro Monat","2013","indirekter Migrationshintergrund","13","","","",""
"Min 1x pro Monat","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2013","kein Migrationshintergrund","1872","0.0909401649904657","0.0870986630110773","0.0947816669698541",""
"Seltener","2013","direkter Migrationshintergrund","163","0.0650449475303138","0.0556646205225266","0.0744252745381009",""
"Seltener","2013","indirekter Migrationshintergrund","98","0.0924165707993935","0.0758641074902305","0.108969034108556",""
"Seltener","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2013","kein Migrationshintergrund","18916","0.876893718206356","0.872503960557861","0.881283475854851",""
"Nie","2013","direkter Migrationshintergrund","2450","0.916412618504857","0.905884961698309","0.926940275311404",""
"Nie","2013","indirekter Migrationshintergrund","1053","0.890106713834361","0.872231508110417","0.907981919558304",""
"Nie","2013","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2014","kein Migrationshintergrund","","","","",""
"Taeglich","2014","direkter Migrationshintergrund","","","","",""
"Taeglich","2014","indirekter Migrationshintergrund","","","","",""
"Taeglich","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2014","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2014","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2014","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2014","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2014","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2014","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2014","kein Migrationshintergrund","","","","",""
"Seltener","2014","direkter Migrationshintergrund","","","","",""
"Seltener","2014","indirekter Migrationshintergrund","","","","",""
"Seltener","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2014","kein Migrationshintergrund","","","","",""
"Nie","2014","direkter Migrationshintergrund","","","","",""
"Nie","2014","indirekter Migrationshintergrund","","","","",""
"Nie","2014","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2015","kein Migrationshintergrund","","","","",""
"Taeglich","2015","direkter Migrationshintergrund","","","","",""
"Taeglich","2015","indirekter Migrationshintergrund","","","","",""
"Taeglich","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2015","kein Migrationshintergrund","210","0.0108975788277625","0.00942636347578957","0.0123687941797355",""
"Min 1x pro Woche","2015","direkter Migrationshintergrund","22","","","",""
"Min 1x pro Woche","2015","indirekter Migrationshintergrund","5","","","",""
"Min 1x pro Woche","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2015","kein Migrationshintergrund","363","0.015977149151109","0.0142003315708269","0.017753966731391",""
"Min 1x pro Monat","2015","direkter Migrationshintergrund","44","0.00904169812177399","0.00661814817386436","0.0114652480696836",""
"Min 1x pro Monat","2015","indirekter Migrationshintergrund","19","","","",""
"Min 1x pro Monat","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2015","kein Migrationshintergrund","1309","0.0641290312417319","0.060657461188258","0.0676006012952057",""
"Seltener","2015","direkter Migrationshintergrund","213","0.0359806680584948","0.0312122231887846","0.0407491129282049",""
"Seltener","2015","indirekter Migrationshintergrund","78","0.0515793547986993","0.0409904867591998","0.0621682228381989",""
"Seltener","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2015","kein Migrationshintergrund","17248","0.908996240779397","0.904920549164176","0.913071932394617",""
"Nie","2015","direkter Migrationshintergrund","5581","0.94967503056823","0.944077730979707","0.955272330156752",""
"Nie","2015","indirekter Migrationshintergrund","1574","0.935130492371475","0.923339034765081","0.94692194997787",""
"Nie","2015","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2016","kein Migrationshintergrund","","","","",""
"Taeglich","2016","direkter Migrationshintergrund","","","","",""
"Taeglich","2016","indirekter Migrationshintergrund","","","","",""
"Taeglich","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2016","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2016","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2016","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2016","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2016","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2016","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2016","kein Migrationshintergrund","","","","",""
"Seltener","2016","direkter Migrationshintergrund","","","","",""
"Seltener","2016","indirekter Migrationshintergrund","","","","",""
"Seltener","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2016","kein Migrationshintergrund","","","","",""
"Nie","2016","direkter Migrationshintergrund","","","","",""
"Nie","2016","indirekter Migrationshintergrund","","","","",""
"Nie","2016","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2017","kein Migrationshintergrund","","","","",""
"Taeglich","2017","direkter Migrationshintergrund","","","","",""
"Taeglich","2017","indirekter Migrationshintergrund","","","","",""
"Taeglich","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2017","kein Migrationshintergrund","240","0.0121920873418145","0.0106757403520857","0.0137084343315432",""
"Min 1x pro Woche","2017","direkter Migrationshintergrund","30","0.0100112190146493","0.00713804414329361","0.012884393886005",""
"Min 1x pro Woche","2017","indirekter Migrationshintergrund","16","","","",""
"Min 1x pro Woche","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2017","kein Migrationshintergrund","378","0.0179274759928032","0.0160940868057419","0.0197608651798645",""
"Min 1x pro Monat","2017","direkter Migrationshintergrund","30","0.00829541641828183","0.00567775363823704","0.0109130791983266",""
"Min 1x pro Monat","2017","indirekter Migrationshintergrund","20","","","",""
"Min 1x pro Monat","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2017","kein Migrationshintergrund","1318","0.0652373830223154","0.0618252791475412","0.0686494868970896",""
"Seltener","2017","direkter Migrationshintergrund","152","0.0352932577342645","0.029967922251642","0.040618593216887",""
"Seltener","2017","indirekter Migrationshintergrund","77","0.0422757727881117","0.0327106699256073","0.051840875650616",""
"Seltener","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2017","kein Migrationshintergrund","18185","0.904643053643067","0.900584810117865","0.908701297168269",""
"Nie","2017","direkter Migrationshintergrund","4400","0.946400106832804","0.939899965583154","0.952900248082455",""
"Nie","2017","indirekter Migrationshintergrund","1587","0.933820510975542","0.922003244208806","0.945637777742279",""
"Nie","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2018","kein Migrationshintergrund","","","","",""
"Taeglich","2018","direkter Migrationshintergrund","","","","",""
"Taeglich","2018","indirekter Migrationshintergrund","","","","",""
"Taeglich","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2018","kein Migrationshintergrund","","","","",""
"Min 1x pro Woche","2018","direkter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2018","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Woche","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2018","kein Migrationshintergrund","","","","",""
"Min 1x pro Monat","2018","direkter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2018","indirekter Migrationshintergrund","","","","",""
"Min 1x pro Monat","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2018","kein Migrationshintergrund","","","","",""
"Seltener","2018","direkter Migrationshintergrund","","","","",""
"Seltener","2018","indirekter Migrationshintergrund","","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2018","kein Migrationshintergrund","","","","",""
"Nie","2018","direkter Migrationshintergrund","","","","",""
"Nie","2018","indirekter Migrationshintergrund","","","","",""
"Nie","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Taeglich","2019","kein Migrationshintergrund","102","0.00364667638900765","0.00281139248487527","0.00448196029314004",""
"Taeglich","2019","direkter Migrationshintergrund","8","","","",""
"Taeglich","2019","indirekter Migrationshintergrund","8","","","",""
"Taeglich","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Woche","2019","kein Migrationshintergrund","281","0.0115015513907272","0.0100239917452326","0.0129791110362218",""
"Min 1x pro Woche","2019","direkter Migrationshintergrund","30","0.00614818977706132","0.00367354350005138","0.00862283605407127",""
"Min 1x pro Woche","2019","indirekter Migrationshintergrund","26","","","",""
"Min 1x pro Woche","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Min 1x pro Monat","2019","kein Migrationshintergrund","562","0.0209930181079379","0.0190064239779922","0.0229796122378836",""
"Min 1x pro Monat","2019","direkter Migrationshintergrund","39","0.0137496668905473","0.0100631319773968","0.0174362018036977",""
"Min 1x pro Monat","2019","indirekter Migrationshintergrund","37","0.0163628845444609","0.0105359450980747","0.0221898239908471",""
"Min 1x pro Monat","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Seltener","2019","kein Migrationshintergrund","2107","0.0991221885459998","0.0949812651203696","0.10326311197163",""
"Seltener","2019","direkter Migrationshintergrund","285","0.074060345521897","0.0657701859482984","0.0823505050954955",""
"Seltener","2019","indirekter Migrationshintergrund","181","0.0991999903169997","0.0854702246778258","0.112929755956174",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"Nie","2019","kein Migrationshintergrund","16953","0.864736565566327","0.859997301256262","0.869475829876393",""
"Nie","2019","direkter Migrationshintergrund","3471","0.903650573570907","0.894309355463607","0.912991791678206",""
"Nie","2019","indirekter Migrationshintergrund","1569","0.874061923527876","0.858823405021042","0.88930044203471",""
"Nie","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
