year,age_gr,migback,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2005,17-29 y.,Indirect migration background,Not concerned at all,0.19814,116,20477,0.19755,0.19873
2005,30-45 y.,No migration background,Very concerned,0.31010,1494,20477,0.30987,0.31032
2005,30-45 y.,No migration background,Somewhat concerned,0.52393,2708,20477,0.52369,0.52418
2005,30-45 y.,No migration background,Not concerned at all,0.16597,815,20477,0.16579,0.16615
2005,30-45 y.,Direct migration background,Very concerned,0.35261,273,20477,0.35207,0.35316
2005,30-45 y.,Direct migration background,Somewhat concerned,0.46231,366,20477,0.46174,0.46288
2005,30-45 y.,Direct migration background,Not concerned at all,0.18508,153,20477,0.18464,0.18552
2005,30-45 y.,Indirect migration background,Very concerned,0.27128,69,20477,0.27020,0.27237
2005,30-45 y.,Indirect migration background,Somewhat concerned,0.53974,128,20477,0.53852,0.54096
2005,30-45 y.,Indirect migration background,Not concerned at all,0.18898,42,20477,0.18802,0.18994
2005,46-65 y.,No migration background,Very concerned,0.33532,1948,20477,0.33510,0.33554
2005,46-65 y.,No migration background,Somewhat concerned,0.51366,3209,20477,0.51343,0.51389
2005,46-65 y.,No migration background,Not concerned at all,0.15102,883,20477,0.15086,0.15119
2005,46-65 y.,Direct migration background,Very concerned,0.31297,260,20477,0.31246,0.31348
2005,46-65 y.,Direct migration background,Somewhat concerned,0.50835,438,20477,0.50780,0.50891
2005,46-65 y.,Direct migration background,Not concerned at all,0.17867,178,20477,0.17825,0.17910
2005,66 and older,No migration background,Very concerned,0.25736,899,20477,0.25712,0.25759
2005,66 and older,No migration background,Somewhat concerned,0.51382,1714,20477,0.51355,0.51409
2005,66 and older,No migration background,Not concerned at all,0.22883,736,20477,0.22860,0.22905
2005,66 and older,Direct migration background,Very concerned,0.24397,84,20477,0.24326,0.24467
2005,66 and older,Direct migration background,Somewhat concerned,0.49289,178,20477,0.49207,0.49372
2005,66 and older,Direct migration background,Not concerned at all,0.26314,98,20477,0.26242,0.26386
2006,17-29 y.,No migration background,Very concerned,0.26559,715,21692,0.26529,0.26589
2006,17-29 y.,No migration background,Somewhat concerned,0.51486,1544,21692,0.51452,0.51519
2006,17-29 y.,No migration background,Not concerned at all,0.21955,607,21692,0.21927,0.21983
2006,17-29 y.,Direct migration background,Very concerned,0.28454,79,21692,0.28379,0.28529
2006,17-29 y.,Direct migration background,Somewhat concerned,0.47707,163,21692,0.47624,0.47790
2006,17-29 y.,Direct migration background,Not concerned at all,0.23839,77,21692,0.23768,0.23910
2006,17-29 y.,Indirect migration background,Very concerned,0.32880,138,21692,0.32807,0.32952
2006,17-29 y.,Indirect migration background,Somewhat concerned,0.46872,222,21692,0.46795,0.46949
2006,17-29 y.,Indirect migration background,Not concerned at all,0.20248,101,21692,0.20186,0.20310
2006,30-45 y.,No migration background,Very concerned,0.28723,1449,21692,0.28701,0.28746
2006,30-45 y.,No migration background,Somewhat concerned,0.54769,2880,21692,0.54744,0.54793
2006,30-45 y.,No migration background,Not concerned at all,0.16508,848,21692,0.16490,0.16526
2006,30-45 y.,Direct migration background,Very concerned,0.37211,274,21692,0.37155,0.37268
2006,30-45 y.,Direct migration background,Somewhat concerned,0.43361,350,21692,0.43304,0.43419
2006,30-45 y.,Direct migration background,Not concerned at all,0.19427,152,21692,0.19381,0.19473
2006,30-45 y.,Indirect migration background,Very concerned,0.29066,81,21692,0.28969,0.29163
2006,30-45 y.,Indirect migration background,Somewhat concerned,0.53599,149,21692,0.53492,0.53705
2006,30-45 y.,Indirect migration background,Not concerned at all,0.17335,44,21692,0.17254,0.17416
2006,46-65 y.,No migration background,Very concerned,0.30927,1979,21692,0.30906,0.30949
2006,46-65 y.,No migration background,Somewhat concerned,0.52491,3565,21692,0.52468,0.52514
2006,46-65 y.,No migration background,Not concerned at all,0.16582,1052,21692,0.16565,0.16599
2006,46-65 y.,Direct migration background,Very concerned,0.31462,249,21692,0.31411,0.31514
2006,46-65 y.,Direct migration background,Somewhat concerned,0.49374,442,21692,0.49319,0.49430
2006,46-65 y.,Direct migration background,Not concerned at all,0.19163,180,21692,0.19120,0.19207
2006,66 and older,No migration background,Very concerned,0.25026,978,21692,0.25003,0.25049
2006,66 and older,No migration background,Somewhat concerned,0.53085,2141,21692,0.53059,0.53112
2006,66 and older,No migration background,Not concerned at all,0.21889,853,21692,0.21867,0.21911
2006,66 and older,Direct migration background,Very concerned,0.20152,89,21692,0.20086,0.20218
2006,66 and older,Direct migration background,Somewhat concerned,0.46975,181,21692,0.46893,0.47057
2006,66 and older,Direct migration background,Not concerned at all,0.32873,110,21692,0.32796,0.32951
2007,17-29 y.,No migration background,Very concerned,0.26744,690,20250,0.26714,0.26774
2007,17-29 y.,No migration background,Somewhat concerned,0.49980,1370,20250,0.49946,0.50014
2007,17-29 y.,No migration background,Not concerned at all,0.23276,601,20250,0.23248,0.23305
2007,17-29 y.,Direct migration background,Very concerned,0.24594,65,20250,0.24517,0.24672
2007,17-29 y.,Direct migration background,Somewhat concerned,0.51112,127,20250,0.51022,0.51202
2007,17-29 y.,Direct migration background,Not concerned at all,0.24294,70,20250,0.24217,0.24371
2007,17-29 y.,Indirect migration background,Very concerned,0.30370,132,20250,0.30301,0.30439
2007,17-29 y.,Indirect migration background,Somewhat concerned,0.46587,202,20250,0.46512,0.46662
2007,17-29 y.,Indirect migration background,Not concerned at all,0.23042,105,20250,0.22979,0.23106
2007,30-45 y.,No migration background,Very concerned,0.28314,1292,20250,0.28292,0.28337
2007,30-45 y.,No migration background,Somewhat concerned,0.54429,2603,20250,0.54404,0.54454
2007,30-45 y.,No migration background,Not concerned at all,0.17257,829,20250,0.17238,0.17276
2007,30-45 y.,Direct migration background,Very concerned,0.32893,199,20250,0.32837,0.32950
2007,30-45 y.,Direct migration background,Somewhat concerned,0.47695,351,20250,0.47635,0.47755
2007,30-45 y.,Direct migration background,Not concerned at all,0.19412,128,20250,0.19364,0.19459
2007,30-45 y.,Indirect migration background,Very concerned,0.27212,78,20250,0.27123,0.27301
2007,30-45 y.,Indirect migration background,Somewhat concerned,0.51682,136,20250,0.51583,0.51782
2007,30-45 y.,Indirect migration background,Not concerned at all,0.21106,53,20250,0.21024,0.21187
2007,46-65 y.,No migration background,Very concerned,0.28647,1742,20250,0.28626,0.28668
2007,46-65 y.,No migration background,Somewhat concerned,0.54901,3448,20250,0.54878,0.54924
2007,46-65 y.,No migration background,Not concerned at all,0.16452,987,20250,0.16435,0.16469
2007,46-65 y.,Direct migration background,Very concerned,0.28187,215,20250,0.28137,0.28236
2007,46-65 y.,Direct migration background,Somewhat concerned,0.51775,403,20250,0.51720,0.51829
2007,46-65 y.,Direct migration background,Not concerned at all,0.20039,159,20250,0.19995,0.20083
2007,66 and older,No migration background,Very concerned,0.25062,992,20250,0.25039,0.25085
2007,66 and older,No migration background,Somewhat concerned,0.51686,2033,20250,0.51660,0.51712
2007,66 and older,No migration background,Not concerned at all,0.23252,870,20250,0.23230,0.23274
2007,66 and older,Direct migration background,Very concerned,0.22608,95,20250,0.22541,0.22675
2007,66 and older,Direct migration background,Somewhat concerned,0.44832,167,20250,0.44753,0.44912
2007,66 and older,Direct migration background,Not concerned at all,0.32559,108,20250,0.32484,0.32634
2008,17-29 y.,No migration background,Very concerned,0.23856,543,19125,0.23827,0.23884
2008,17-29 y.,No migration background,Somewhat concerned,0.52405,1358,19125,0.52371,0.52438
2008,17-29 y.,No migration background,Not concerned at all,0.23740,586,19125,0.23711,0.23768
2008,17-29 y.,Direct migration background,Very concerned,0.22417,56,19125,0.22342,0.22491
2008,17-29 y.,Direct migration background,Somewhat concerned,0.49314,111,19125,0.49225,0.49403
2008,17-29 y.,Direct migration background,Not concerned at all,0.28269,56,19125,0.28189,0.28349
2008,17-29 y.,Indirect migration background,Very concerned,0.28245,112,19125,0.28180,0.28310
2008,17-29 y.,Indirect migration background,Somewhat concerned,0.45851,209,19125,0.45780,0.45923
2008,17-29 y.,Indirect migration background,Not concerned at all,0.25904,111,19125,0.25841,0.25967
2008,30-45 y.,No migration background,Very concerned,0.22781,931,19125,0.22760,0.22802
2008,30-45 y.,No migration background,Somewhat concerned,0.56255,2473,19125,0.56230,0.56280
2008,30-45 y.,No migration background,Not concerned at all,0.20964,871,19125,0.20943,0.20984
2008,30-45 y.,Direct migration background,Very concerned,0.29269,174,19125,0.29214,0.29325
2008,30-45 y.,Direct migration background,Somewhat concerned,0.50041,295,19125,0.49980,0.50101
2008,30-45 y.,Direct migration background,Not concerned at all,0.20690,134,19125,0.20641,0.20739
2008,30-45 y.,Indirect migration background,Very concerned,0.23199,71,19125,0.23119,0.23278
2008,30-45 y.,Indirect migration background,Somewhat concerned,0.54280,144,19125,0.54186,0.54374
2008,30-45 y.,Indirect migration background,Not concerned at all,0.22521,53,19125,0.22442,0.22600
2008,46-65 y.,No migration background,Very concerned,0.25727,1478,19125,0.25707,0.25747
2008,46-65 y.,No migration background,Somewhat concerned,0.55855,3350,19125,0.55832,0.55877
2008,46-65 y.,No migration background,Not concerned at all,0.18418,1081,19125,0.18400,0.18436
2008,46-65 y.,Direct migration background,Very concerned,0.26209,167,19125,0.26161,0.26257
2008,46-65 y.,Direct migration background,Somewhat concerned,0.52366,365,19125,0.52312,0.52420
2008,46-65 y.,Direct migration background,Not concerned at all,0.21425,169,19125,0.21380,0.21469
2008,66 and older,No migration background,Very concerned,0.21345,849,19125,0.21324,0.21366
2008,66 and older,No migration background,Somewhat concerned,0.55402,2111,19125,0.55376,0.55428
2008,66 and older,No migration background,Not concerned at all,0.23253,905,19125,0.23231,0.23275
2008,66 and older,Direct migration background,Very concerned,0.23655,86,19125,0.23588,0.23721
2008,66 and older,Direct migration background,Somewhat concerned,0.50720,182,19125,0.50642,0.50799
2008,66 and older,Direct migration background,Not concerned at all,0.25625,94,19125,0.25556,0.25693
2009,17-29 y.,No migration background,Very concerned,0.19245,442,17862,0.19219,0.19272
2009,17-29 y.,No migration background,Somewhat concerned,0.55154,1250,17862,0.55121,0.55187
2009,17-29 y.,No migration background,Not concerned at all,0.25600,583,17862,0.25571,0.25630
2009,17-29 y.,Direct migration background,Very concerned,0.20588,34,17862,0.20512,0.20665
2009,17-29 y.,Direct migration background,Somewhat concerned,0.45033,88,17862,0.44938,0.45128
2009,17-29 y.,Direct migration background,Not concerned at all,0.34378,51,17862,0.34288,0.34469
2009,17-29 y.,Indirect migration background,Very concerned,0.27458,98,17862,0.27394,0.27522
2009,17-29 y.,Indirect migration background,Somewhat concerned,0.46040,171,17862,0.45968,0.46111
2009,17-29 y.,Indirect migration background,Not concerned at all,0.26502,111,17862,0.26439,0.26565
2009,30-45 y.,No migration background,Very concerned,0.19532,708,17862,0.19512,0.19553
2009,30-45 y.,No migration background,Somewhat concerned,0.59015,2301,17862,0.58990,0.59041
2009,30-45 y.,No migration background,Not concerned at all,0.21452,845,17862,0.21431,0.21474
2009,30-45 y.,Direct migration background,Very concerned,0.19605,105,17862,0.19556,0.19654
2009,30-45 y.,Direct migration background,Somewhat concerned,0.55008,272,17862,0.54947,0.55069
2009,30-45 y.,Direct migration background,Not concerned at all,0.25387,151,17862,0.25334,0.25440
2009,30-45 y.,Indirect migration background,Very concerned,0.28152,65,17862,0.28072,0.28231
2009,30-45 y.,Indirect migration background,Somewhat concerned,0.53438,149,17862,0.53349,0.53526
2009,30-45 y.,Indirect migration background,Not concerned at all,0.18411,53,17862,0.18342,0.18479
2009,46-65 y.,No migration background,Very concerned,0.21195,1138,17862,0.21177,0.21214
2009,46-65 y.,No migration background,Somewhat concerned,0.59735,3368,17862,0.59713,0.59757
2009,46-65 y.,No migration background,Not concerned at all,0.19070,1127,17862,0.19052,0.19088
2009,46-65 y.,Direct migration background,Very concerned,0.25623,145,17862,0.25575,0.25672
2009,46-65 y.,Direct migration background,Somewhat concerned,0.47340,291,17862,0.47284,0.47395
2009,46-65 y.,Direct migration background,Not concerned at all,0.27037,179,17862,0.26988,0.27086
2009,46-65 y.,Indirect migration background,Somewhat concerned,1.00000,31,17862,1.00000,1.00000
2009,66 and older,No migration background,Very concerned,0.17948,686,17862,0.17928,0.17968
2009,66 and older,No migration background,Somewhat concerned,0.57622,2172,17862,0.57597,0.57648
2009,66 and older,No migration background,Not concerned at all,0.24430,921,17862,0.24408,0.24452
2009,66 and older,Direct migration background,Very concerned,0.22195,60,17862,0.22129,0.22262
2009,66 and older,Direct migration background,Somewhat concerned,0.45913,160,17862,0.45833,0.45993
2009,66 and older,Direct migration background,Not concerned at all,0.31892,107,17862,0.31817,0.31967
2010,17-29 y.,No migration background,Very concerned,0.19385,609,23749,0.19359,0.19411
2010,17-29 y.,No migration background,Somewhat concerned,0.55860,1624,23749,0.55827,0.55894
2010,17-29 y.,No migration background,Not concerned at all,0.24755,712,23749,0.24726,0.24783
2010,17-29 y.,Direct migration background,Very concerned,0.16587,114,23749,0.16521,0.16654
2010,17-29 y.,Direct migration background,Somewhat concerned,0.49029,236,23749,0.48940,0.49118
2010,17-29 y.,Direct migration background,Not concerned at all,0.34384,133,23749,0.34299,0.34469
2010,17-29 y.,Indirect migration background,Very concerned,0.21424,117,23749,0.21358,0.21490
2010,17-29 y.,Indirect migration background,Somewhat concerned,0.50414,232,23749,0.50334,0.50495
2010,17-29 y.,Indirect migration background,Not concerned at all,0.28161,123,23749,0.28089,0.28234
2010,30-45 y.,No migration background,Very concerned,0.18971,1457,23749,0.18951,0.18992
2010,30-45 y.,No migration background,Somewhat concerned,0.57746,4094,23749,0.57720,0.57772
2010,30-45 y.,No migration background,Not concerned at all,0.23282,1477,23749,0.23260,0.23305
2010,30-45 y.,Direct migration background,Very concerned,0.21938,359,23749,0.21891,0.21984
2010,30-45 y.,Direct migration background,Somewhat concerned,0.49263,713,23749,0.49207,0.49319
2010,30-45 y.,Direct migration background,Not concerned at all,0.28799,362,23749,0.28748,0.28850
2010,30-45 y.,Indirect migration background,Very concerned,0.19563,147,23749,0.19488,0.19638
2010,30-45 y.,Indirect migration background,Somewhat concerned,0.54201,270,23749,0.54106,0.54295
2010,30-45 y.,Indirect migration background,Not concerned at all,0.26236,126,23749,0.26153,0.26319
2010,46-65 y.,No migration background,Very concerned,0.23070,1384,23749,0.23051,0.23089
2010,46-65 y.,No migration background,Somewhat concerned,0.57657,3570,23749,0.57635,0.57679
2010,46-65 y.,No migration background,Not concerned at all,0.19273,1190,23749,0.19255,0.19291
2010,46-65 y.,Direct migration background,Very concerned,0.24875,174,23749,0.24828,0.24921
2010,46-65 y.,Direct migration background,Somewhat concerned,0.48364,329,23749,0.48310,0.48418
2010,46-65 y.,Direct migration background,Not concerned at all,0.26761,189,23749,0.26713,0.26809
2010,46-65 y.,Indirect migration background,Somewhat concerned,1.00000,47,23749,1.00000,1.00000
2010,66 and older,No migration background,Very concerned,0.18948,688,23749,0.18928,0.18969
2010,66 and older,No migration background,Somewhat concerned,0.57753,2116,23749,0.57727,0.57778
2010,66 and older,No migration background,Not concerned at all,0.23299,850,23749,0.23277,0.23321
2010,66 and older,Direct migration background,Very concerned,0.22034,56,23749,0.21970,0.22098
2010,66 and older,Direct migration background,Somewhat concerned,0.47246,156,23749,0.47168,0.47323
2010,66 and older,Direct migration background,Not concerned at all,0.30720,95,23749,0.30649,0.30792
2011,17-29 y.,No migration background,Very concerned,0.20385,457,20394,0.20356,0.20414
2011,17-29 y.,No migration background,Somewhat concerned,0.49164,1232,20394,0.49128,0.49199
2011,17-29 y.,No migration background,Not concerned at all,0.30452,682,20394,0.30419,0.30485
2011,17-29 y.,Direct migration background,Very concerned,0.25499,46,20394,0.25408,0.25589
2011,17-29 y.,Direct migration background,Somewhat concerned,0.44220,95,20394,0.44117,0.44323
2011,17-29 y.,Direct migration background,Not concerned at all,0.30281,68,20394,0.30186,0.30377
2011,17-29 y.,Indirect migration background,Very concerned,0.23385,85,20394,0.23310,0.23460
2011,17-29 y.,Indirect migration background,Somewhat concerned,0.49887,181,20394,0.49799,0.49975
2011,17-29 y.,Indirect migration background,Not concerned at all,0.26728,112,20394,0.26650,0.26806
2011,30-45 y.,No migration background,Very concerned,0.17193,674,20394,0.17170,0.17216
2011,30-45 y.,No migration background,Somewhat concerned,0.57161,2281,20394,0.57131,0.57191
2011,30-45 y.,No migration background,Not concerned at all,0.25646,963,20394,0.25620,0.25672
2011,30-45 y.,Direct migration background,Very concerned,0.17251,124,20394,0.17197,0.17304
2011,30-45 y.,Direct migration background,Somewhat concerned,0.47633,267,20394,0.47561,0.47704
2011,30-45 y.,Direct migration background,Not concerned at all,0.35117,187,20394,0.35049,0.35185
2011,30-45 y.,Indirect migration background,Very concerned,0.15873,54,20394,0.15795,0.15952
2011,30-45 y.,Indirect migration background,Somewhat concerned,0.49060,160,20394,0.48952,0.49167
2011,30-45 y.,Indirect migration background,Not concerned at all,0.35067,95,20394,0.34964,0.35169
2011,46-65 y.,No migration background,Very concerned,0.20832,1369,20394,0.20814,0.20851
2011,46-65 y.,No migration background,Somewhat concerned,0.57480,3946,20394,0.57457,0.57503
2011,46-65 y.,No migration background,Not concerned at all,0.21687,1514,20394,0.21669,0.21706
2011,46-65 y.,Direct migration background,Very concerned,0.21308,150,20394,0.21261,0.21354
2011,46-65 y.,Direct migration background,Somewhat concerned,0.51593,408,20394,0.51537,0.51650
2011,46-65 y.,Direct migration background,Not concerned at all,0.27099,227,20394,0.27049,0.27150
2011,46-65 y.,Indirect migration background,Somewhat concerned,1.00000,49,20394,1.00000,1.00000
2011,66 and older,No migration background,Very concerned,0.17677,789,20394,0.17657,0.17697
2011,66 and older,No migration background,Somewhat concerned,0.54088,2487,20394,0.54062,0.54114
2011,66 and older,No migration background,Not concerned at all,0.28235,1291,20394,0.28211,0.28258
2011,66 and older,Direct migration background,Very concerned,0.17706,65,20394,0.17645,0.17766
2011,66 and older,Direct migration background,Somewhat concerned,0.45224,193,20394,0.45145,0.45303
2011,66 and older,Direct migration background,Not concerned at all,0.37071,143,20394,0.36994,0.37147
2012,17-29 y.,No migration background,Very concerned,0.19894,439,20302,0.19866,0.19923
2012,17-29 y.,No migration background,Somewhat concerned,0.50210,1199,20302,0.50173,0.50246
2012,17-29 y.,No migration background,Not concerned at all,0.29896,643,20302,0.29863,0.29929
2012,17-29 y.,Direct migration background,Very concerned,0.27072,59,20302,0.26987,0.27157
2012,17-29 y.,Direct migration background,Somewhat concerned,0.48207,105,20302,0.48112,0.48303
2012,17-29 y.,Direct migration background,Not concerned at all,0.24721,56,20302,0.24638,0.24803
2012,17-29 y.,Indirect migration background,Very concerned,0.20669,83,20302,0.20599,0.20739
2012,17-29 y.,Indirect migration background,Somewhat concerned,0.52303,187,20302,0.52216,0.52390
2012,17-29 y.,Indirect migration background,Not concerned at all,0.27028,90,20302,0.26951,0.27105
2012,30-45 y.,No migration background,Very concerned,0.17729,643,20302,0.17706,0.17753
2012,30-45 y.,No migration background,Somewhat concerned,0.57859,2183,20302,0.57828,0.57889
2012,30-45 y.,No migration background,Not concerned at all,0.24412,853,20302,0.24386,0.24438
2012,30-45 y.,Direct migration background,Very concerned,0.21237,130,20302,0.21182,0.21292
2012,30-45 y.,Direct migration background,Somewhat concerned,0.54599,304,20302,0.54531,0.54666
2012,30-45 y.,Direct migration background,Not concerned at all,0.24165,149,20302,0.24107,0.24222
2012,30-45 y.,Indirect migration background,Very concerned,0.20047,72,20302,0.19962,0.20133
2012,30-45 y.,Indirect migration background,Somewhat concerned,0.55774,175,20302,0.55669,0.55880
2012,30-45 y.,Indirect migration background,Not concerned at all,0.24178,61,20302,0.24087,0.24269
2012,46-65 y.,No migration background,Very concerned,0.22365,1493,20302,0.22346,0.22384
2012,46-65 y.,No migration background,Somewhat concerned,0.57731,4069,20302,0.57709,0.57753
2012,46-65 y.,No migration background,Not concerned at all,0.19904,1373,20302,0.19886,0.19922
2012,46-65 y.,Direct migration background,Very concerned,0.24055,180,20302,0.24007,0.24102
2012,46-65 y.,Direct migration background,Somewhat concerned,0.52839,367,20302,0.52783,0.52895
2012,46-65 y.,Direct migration background,Not concerned at all,0.23106,207,20302,0.23059,0.23153
2012,46-65 y.,Indirect migration background,Somewhat concerned,1.00000,61,20302,1.00000,1.00000
2012,66 and older,No migration background,Very concerned,0.21414,963,20302,0.21393,0.21436
2012,66 and older,No migration background,Somewhat concerned,0.55781,2643,20302,0.55756,0.55807
2012,66 and older,No migration background,Not concerned at all,0.22804,1109,20302,0.22783,0.22826
2012,66 and older,Direct migration background,Very concerned,0.26199,93,20302,0.26132,0.26266
2012,66 and older,Direct migration background,Somewhat concerned,0.42491,184,20302,0.42415,0.42566
2012,66 and older,Direct migration background,Not concerned at all,0.31310,129,20302,0.31239,0.31381
2013,17-29 y.,No migration background,Very concerned,0.17542,382,23638,0.17513,0.17571
2013,17-29 y.,No migration background,Somewhat concerned,0.51778,1083,23638,0.51740,0.51815
2013,17-29 y.,No migration background,Not concerned at all,0.30680,635,23638,0.30646,0.30715
2013,17-29 y.,Direct migration background,Very concerned,0.12078,105,23638,0.12024,0.12132
2013,17-29 y.,Direct migration background,Somewhat concerned,0.40904,360,23638,0.40822,0.40986
2013,17-29 y.,Direct migration background,Not concerned at all,0.47018,499,23638,0.46935,0.47101
2013,17-29 y.,Indirect migration background,Very concerned,0.17160,137,23638,0.17100,0.17221
2013,17-29 y.,Indirect migration background,Somewhat concerned,0.41776,340,23638,0.41697,0.41855
2013,17-29 y.,Indirect migration background,Not concerned at all,0.41064,363,23638,0.40985,0.41142
2013,30-45 y.,No migration background,Very concerned,0.16505,580,23638,0.16482,0.16528
2013,30-45 y.,No migration background,Somewhat concerned,0.57184,1984,23638,0.57152,0.57215
2013,30-45 y.,No migration background,Not concerned at all,0.26311,882,23638,0.26284,0.26339
2013,30-45 y.,Direct migration background,Very concerned,0.13454,299,23638,0.13415,0.13492
2013,30-45 y.,Direct migration background,Somewhat concerned,0.42425,892,23638,0.42369,0.42480
2013,30-45 y.,Direct migration background,Not concerned at all,0.44122,1084,23638,0.44066,0.44177
2013,30-45 y.,Indirect migration background,Very concerned,0.16962,130,23638,0.16889,0.17034
2013,30-45 y.,Indirect migration background,Somewhat concerned,0.49046,298,23638,0.48949,0.49143
2013,30-45 y.,Indirect migration background,Not concerned at all,0.33992,210,23638,0.33901,0.34084
2013,46-65 y.,No migration background,Very concerned,0.20153,1358,23638,0.20135,0.20171
2013,46-65 y.,No migration background,Somewhat concerned,0.58317,3831,23638,0.58295,0.58339
2013,46-65 y.,No migration background,Not concerned at all,0.21530,1417,23638,0.21511,0.21548
2013,46-65 y.,Direct migration background,Very concerned,0.21174,256,23638,0.21129,0.21220
2013,46-65 y.,Direct migration background,Somewhat concerned,0.43486,658,23638,0.43430,0.43542
2013,46-65 y.,Direct migration background,Not concerned at all,0.35340,789,23638,0.35286,0.35393
2013,46-65 y.,Indirect migration background,Somewhat concerned,0.68492,66,23638,0.68303,0.68682
2013,46-65 y.,Indirect migration background,Not concerned at all,0.31508,41,23638,0.31318,0.31697
2013,66 and older,No migration background,Very concerned,0.19501,881,23638,0.19480,0.19521
2013,66 and older,No migration background,Somewhat concerned,0.56176,2553,23638,0.56151,0.56201
2013,66 and older,No migration background,Not concerned at all,0.24323,1079,23638,0.24301,0.24345
2013,66 and older,Direct migration background,Very concerned,0.19522,70,23638,0.19456,0.19587
2013,66 and older,Direct migration background,Somewhat concerned,0.44704,199,23638,0.44622,0.44787
2013,66 and older,Direct migration background,Not concerned at all,0.35774,177,23638,0.35695,0.35854
2014,17-29 y.,No migration background,Very concerned,0.17826,515,26895,0.17799,0.17854
2014,17-29 y.,No migration background,Somewhat concerned,0.54155,1386,26895,0.54119,0.54190
2014,17-29 y.,No migration background,Not concerned at all,0.28019,742,26895,0.27987,0.28051
2014,17-29 y.,Direct migration background,Very concerned,0.19055,168,26895,0.18990,0.19120
2014,17-29 y.,Direct migration background,Somewhat concerned,0.48370,381,26895,0.48287,0.48453
2014,17-29 y.,Direct migration background,Not concerned at all,0.32576,238,26895,0.32498,0.32653
2014,17-29 y.,Indirect migration background,Very concerned,0.25538,224,26895,0.25474,0.25602
2014,17-29 y.,Indirect migration background,Somewhat concerned,0.46125,368,26895,0.46052,0.46199
2014,17-29 y.,Indirect migration background,Not concerned at all,0.28337,238,26895,0.28270,0.28403
2014,30-45 y.,No migration background,Very concerned,0.19064,1019,26895,0.19041,0.19086
2014,30-45 y.,No migration background,Somewhat concerned,0.57886,3186,26895,0.57858,0.57915
2014,30-45 y.,No migration background,Not concerned at all,0.23050,1205,26895,0.23026,0.23074
2014,30-45 y.,Direct migration background,Very concerned,0.20653,526,26895,0.20611,0.20696
2014,30-45 y.,Direct migration background,Somewhat concerned,0.47954,1158,26895,0.47902,0.48007
2014,30-45 y.,Direct migration background,Not concerned at all,0.31392,686,26895,0.31344,0.31441
2014,30-45 y.,Indirect migration background,Very concerned,0.23745,204,26895,0.23667,0.23824
2014,30-45 y.,Indirect migration background,Somewhat concerned,0.51563,349,26895,0.51471,0.51655
2014,30-45 y.,Indirect migration background,Not concerned at all,0.24692,145,26895,0.24612,0.24771
2014,46-65 y.,No migration background,Very concerned,0.22958,1789,26895,0.22940,0.22976
2014,46-65 y.,No migration background,Somewhat concerned,0.57645,4369,26895,0.57623,0.57666
2014,46-65 y.,No migration background,Not concerned at all,0.19397,1351,26895,0.19380,0.19414
2014,46-65 y.,Direct migration background,Very concerned,0.23237,334,26895,0.23191,0.23283
2014,46-65 y.,Direct migration background,Somewhat concerned,0.50201,785,26895,0.50146,0.50256
2014,46-65 y.,Direct migration background,Not concerned at all,0.26562,459,26895,0.26514,0.26610
2014,46-65 y.,Indirect migration background,Very concerned,0.27298,46,26895,0.27149,0.27448
2014,46-65 y.,Indirect migration background,Somewhat concerned,0.61112,92,26895,0.60948,0.61276
2014,46-65 y.,Indirect migration background,Not concerned at all,0.11590,34,26895,0.11482,0.11697
2014,66 and older,No migration background,Very concerned,0.21302,965,26895,0.21281,0.21323
2014,66 and older,No migration background,Somewhat concerned,0.55470,2500,26895,0.55445,0.55496
2014,66 and older,No migration background,Not concerned at all,0.23227,997,26895,0.23206,0.23249
2014,66 and older,Direct migration background,Very concerned,0.20370,85,26895,0.20303,0.20437
2014,66 and older,Direct migration background,Somewhat concerned,0.49338,223,26895,0.49255,0.49421
2014,66 and older,Direct migration background,Not concerned at all,0.30291,128,26895,0.30215,0.30368
2015,17-29 y.,No migration background,Very concerned,0.33563,877,26540,0.33528,0.33597
2015,17-29 y.,No migration background,Somewhat concerned,0.47308,1193,26540,0.47272,0.47344
2015,17-29 y.,No migration background,Not concerned at all,0.19129,479,26540,0.19101,0.19158
2015,17-29 y.,Direct migration background,Very concerned,0.28255,249,26540,0.28184,0.28327
2015,17-29 y.,Direct migration background,Somewhat concerned,0.41935,422,26540,0.41856,0.42013
2015,17-29 y.,Direct migration background,Not concerned at all,0.29810,393,26540,0.29737,0.29883
2015,17-29 y.,Indirect migration background,Very concerned,0.33530,277,26540,0.33461,0.33599
2015,17-29 y.,Indirect migration background,Somewhat concerned,0.48617,345,26540,0.48544,0.48690
2015,17-29 y.,Indirect migration background,Not concerned at all,0.17853,177,26540,0.17797,0.17909
2015,30-45 y.,No migration background,Very concerned,0.31211,1512,26540,0.31184,0.31237
2015,30-45 y.,No migration background,Somewhat concerned,0.54970,2616,26540,0.54941,0.54999
2015,30-45 y.,No migration background,Not concerned at all,0.13820,675,26540,0.13799,0.13840
2015,30-45 y.,Direct migration background,Very concerned,0.22801,609,26540,0.22758,0.22845
2015,30-45 y.,Direct migration background,Somewhat concerned,0.50606,1352,26540,0.50554,0.50657
2015,30-45 y.,Direct migration background,Not concerned at all,0.26593,825,26540,0.26547,0.26638
2015,30-45 y.,Indirect migration background,Very concerned,0.29318,234,26540,0.29236,0.29401
