"plj0047","year","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","2015","indirekter Migrationshintergrund","781","0.482465804205505","0.458535761185081","0.506395847225929"
"Einige Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2015","kein Migrationshintergrund","2616","0.141566673979109","0.13661932682581","0.146514021132407"
"Keine Sorgen","2015","direkter Migrationshintergrund","1730","0.245242438448435","0.234184484405368","0.256300392491502"
"Keine Sorgen","2015","indirekter Migrationshintergrund","296","0.193525082070625","0.174605795828116","0.212444368313133"
"Keine Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2016","kein Migrationshintergrund","8723","0.483611899438274","0.476261479949651","0.490962318926898"
"Grosse Sorgen","2016","direkter Migrationshintergrund","2038","0.382600672913352","0.37176112887192","0.393440216954785"
"Grosse Sorgen","2016","indirekter Migrationshintergrund","786","0.465495866101965","0.440703593254678","0.490288138949251"
"Grosse Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2016","kein Migrationshintergrund","7319","0.41471429851716","0.407467703606153","0.421960893428166"
"Einige Sorgen","2016","direkter Migrationshintergrund","2782","0.439726138268046","0.428656169503286","0.450796107032807"
"Einige Sorgen","2016","indirekter Migrationshintergrund","581","0.403144865312615","0.378764066658628","0.427525663966602"
"Einige Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2016","kein Migrationshintergrund","1714","0.101673802044566","0.0972285428645057","0.106119061224626"
"Keine Sorgen","2016","direkter Migrationshintergrund","2903","0.177673188818601","0.169148309351887","0.186198068285316"
"Keine Sorgen","2016","indirekter Migrationshintergrund","188","0.131359268585421","0.114569939175226","0.148148597995616"
"Keine Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2017","kein Migrationshintergrund","8457","0.424845547199187","0.418007052014298","0.431684042384077"
"Grosse Sorgen","2017","direkter Migrationshintergrund","1840","0.357330034295885","0.347159277774654","0.367500790817115"
"Grosse Sorgen","2017","indirekter Migrationshintergrund","776","0.454882770255447","0.431148767665612","0.478616772845282"
"Grosse Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2017","kein Migrationshintergrund","9594","0.467614198466008","0.460711643973832","0.474516752958184"
"Einige Sorgen","2017","direkter Migrationshintergrund","2873","0.445346636402372","0.43479828937822","0.455894983426523"
"Einige Sorgen","2017","indirekter Migrationshintergrund","711","0.445468772713499","0.42177970748713","0.469157837939867"
"Einige Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2017","kein Migrationshintergrund","2021","0.107540254334805","0.103254447286882","0.111826061382728"
"Keine Sorgen","2017","direkter Migrationshintergrund","3815","0.197323329301744","0.188876688368548","0.205769970234939"
"Keine Sorgen","2017","indirekter Migrationshintergrund","204","0.0996484570310545","0.0853720923564206","0.113924821705688"
"Keine Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2018","kein Migrationshintergrund","6687","0.343431336957585","0.336751734527967","0.350110939387203"
"Grosse Sorgen","2018","direkter Migrationshintergrund","1602","0.285951962927929","0.276000297743967","0.295903628111891"
"Grosse Sorgen","2018","indirekter Migrationshintergrund","617","0.366345586240553","0.343469326986521","0.389221845494586"
"Grosse Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2018","kein Migrationshintergrund","10267","0.524496899610883","0.517472022723323","0.531521776498443"
"Einige Sorgen","2018","direkter Migrationshintergrund","3054","0.517795464379467","0.506790712206049","0.528800216552884"
"Einige Sorgen","2018","indirekter Migrationshintergrund","835","0.494561001650104","0.470822264952981","0.518299738347227"
"Einige Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2018","kein Migrationshintergrund","2460","0.132071763431532","0.127309236160918","0.136834290702147"
"Keine Sorgen","2018","direkter Migrationshintergrund","3264","0.196252572692604","0.187505696538239","0.20499944884697"
"Keine Sorgen","2018","indirekter Migrationshintergrund","252","0.139093412109343","0.122663146211151","0.155523678007534"
"Keine Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2019","kein Migrationshintergrund","7917","0.376166224439085","0.369457456044019","0.382874992834151"
"Grosse Sorgen","2019","direkter Migrationshintergrund","1444","0.315198130858114","0.304441309050884","0.325954952665344"
"Grosse Sorgen","2019","indirekter Migrationshintergrund","785","0.411018796112822","0.388401915230974","0.43363567699467"
"Grosse Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2019","kein Migrationshintergrund","9976","0.506350741249111","0.499426799151094","0.513274683347129"
"Einige Sorgen","2019","direkter Migrationshintergrund","2608","0.477267845141657","0.465703251293667","0.488832438989647"
"Einige Sorgen","2019","indirekter Migrationshintergrund","804","0.450637301256039","0.427765819374146","0.473508783137933"
"Einige Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2019","kein Migrationshintergrund","2136","0.117483034311803","0.113023725315567","0.12194234330804"
"Keine Sorgen","2019","direkter Migrationshintergrund","3114","0.207534024000229","0.198144476676408","0.216923571324051"
"Keine Sorgen","2019","indirekter Migrationshintergrund","229","0.138343902631139","0.122473127226534","0.154214678035744"
"Keine Sorgen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2020","kein Migrationshintergrund","6912","0.367526871700075","0.360594356596413","0.374459386803736"
"Grosse Sorgen","2020","direkter Migrationshintergrund","1534","0.308240692908887","0.298735985005359","0.317745400812416"
"Grosse Sorgen","2020","indirekter Migrationshintergrund","661","0.415812949112857","0.392195929592831","0.439429968632883"
"Grosse Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2020","kein Migrationshintergrund","9503","0.511017509899049","0.503829812571088","0.51820520722701"
"Einige Sorgen","2020","direkter Migrationshintergrund","3446","0.458278023315506","0.44802223552478","0.468533811106232"
"Einige Sorgen","2020","indirekter Migrationshintergrund","783","0.448731564027316","0.424898768144109","0.472564359910523"
"Einige Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2020","kein Migrationshintergrund","2165","0.121455618400876","0.116758668868184","0.126152567933569"
"Keine Sorgen","2020","direkter Migrationshintergrund","4087","0.233481283775607","0.224773578902858","0.242188988648356"
"Keine Sorgen","2020","indirekter Migrationshintergrund","229","0.135455486859827","0.119057440844758","0.151853532874897"
"Keine Sorgen","2020","Migrationshintergrund - n. w. differenzierbar","","","",""
