"plj0047","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","2003","4","weiblich","390","0.188621120777279","0.172096439720652","0.205145801833906"
"Keine Sorgen","2003","5 Einkommensstärkstes Quintil","männlich","477","0.236796240414988","0.218456174318603","0.255136306511372"
"Keine Sorgen","2003","5 Einkommensstärkstes Quintil","weiblich","337","0.180794689038848","0.163726549556344","0.197862828521353"
"Einige Sorgen","2004","1 Einkommensschwächstes Quintil","männlich","916","0.470205356793054","0.447362732694896","0.493047980891212"
"Einige Sorgen","2004","1 Einkommensschwächstes Quintil","weiblich","1209","0.510614314242682","0.490246776133826","0.530981852351539"
"Einige Sorgen","2004","2","männlich","1221","0.508212409433201","0.487873768161483","0.528551050704919"
"Einige Sorgen","2004","2","weiblich","1432","0.536408639347409","0.517266383153143","0.555550895541674"
"Einige Sorgen","2004","3","männlich","1051","0.538478377668965","0.516397216475477","0.560559538862454"
"Einige Sorgen","2004","3","weiblich","1219","0.585404858000975","0.564409022054109","0.606400693947842"
"Einige Sorgen","2004","4","männlich","1172","0.551797978980358","0.530678400436012","0.572917557524703"
"Einige Sorgen","2004","4","weiblich","1178","0.563206991994629","0.542033882398791","0.584380101590466"
"Einige Sorgen","2004","5 Einkommensstärkstes Quintil","männlich","1182","0.592290009912513","0.571048791912841","0.613531227912184"
"Einige Sorgen","2004","5 Einkommensstärkstes Quintil","weiblich","1142","0.563161005670673","0.541185966119222","0.585136045222125"
"Grosse Sorgen","2004","1 Einkommensschwächstes Quintil","männlich","380","0.231819888378691","0.212506641100858","0.251133135656524"
"Grosse Sorgen","2004","1 Einkommensschwächstes Quintil","weiblich","574","0.260812053703244","0.242922163244876","0.278701944161611"
"Grosse Sorgen","2004","2","männlich","529","0.228950260593241","0.211857103293334","0.246043417893149"
"Grosse Sorgen","2004","2","weiblich","653","0.250723722177653","0.234085907588636","0.26736153676667"
"Grosse Sorgen","2004","3","männlich","410","0.215189671793428","0.196987013612165","0.233392329974691"
"Grosse Sorgen","2004","3","weiblich","499","0.232372273391886","0.214372775716534","0.250371771067238"
"Grosse Sorgen","2004","4","männlich","441","0.207786494290178","0.190556383569345","0.225016605011011"
"Grosse Sorgen","2004","4","weiblich","551","0.251529008134971","0.233006733748112","0.270051282521831"
"Grosse Sorgen","2004","5 Einkommensstärkstes Quintil","männlich","444","0.206197045845728","0.188709288814039","0.223684802877416"
"Grosse Sorgen","2004","5 Einkommensstärkstes Quintil","weiblich","509","0.277970399727202","0.258121819131135","0.297818980323269"
"Keine Sorgen","2004","1 Einkommensschwächstes Quintil","männlich","538","0.297974754828255","0.277042571687323","0.318906937969187"
"Keine Sorgen","2004","1 Einkommensschwächstes Quintil","weiblich","531","0.228573632054074","0.2114645496507","0.245682714457448"
"Keine Sorgen","2004","2","männlich","571","0.262837329973558","0.244929798984614","0.280744860962502"
"Keine Sorgen","2004","2","weiblich","522","0.212867638474938","0.19715474086479","0.228580536085086"
"Keine Sorgen","2004","3","männlich","497","0.246331950537607","0.227246950181588","0.265416950893626"
"Keine Sorgen","2004","3","weiblich","397","0.182222868607139","0.165771129055527","0.19867460815875"
"Keine Sorgen","2004","4","männlich","517","0.240415526729464","0.222267576281865","0.258563477177064"
"Keine Sorgen","2004","4","weiblich","379","0.1852639998704","0.168678950862207","0.201849048878592"
"Keine Sorgen","2004","5 Einkommensstärkstes Quintil","männlich","430","0.20151294424176","0.184174027940891","0.218851860542628"
"Keine Sorgen","2004","5 Einkommensstärkstes Quintil","weiblich","306","0.158868594602125","0.142672748947846","0.175064440256403"
"Einige Sorgen","2005","1 Einkommensschwächstes Quintil","männlich","844","0.449993440718498","0.427137483043784","0.472849398393212"
"Einige Sorgen","2005","1 Einkommensschwächstes Quintil","weiblich","1134","0.491246829100116","0.470789222219436","0.511704435980797"
"Einige Sorgen","2005","2","männlich","1071","0.49385228759995","0.472453653639631","0.51525092156027"
"Einige Sorgen","2005","2","weiblich","1294","0.510275998980878","0.49048155467794","0.530070443283817"
"Einige Sorgen","2005","3","männlich","974","0.512474330775901","0.489728021696041","0.53522063985576"
"Einige Sorgen","2005","3","weiblich","1036","0.503372969749318","0.481377767602633","0.525368171896002"
"Einige Sorgen","2005","4","männlich","1095","0.536483967797284","0.514871110348453","0.558096825246116"
"Einige Sorgen","2005","4","weiblich","1058","0.516198868670943","0.494313716012075","0.538084021329811"
"Einige Sorgen","2005","5 Einkommensstärkstes Quintil","männlich","1092","0.565270721538673","0.543631555559905","0.586909887517441"
"Einige Sorgen","2005","5 Einkommensstärkstes Quintil","weiblich","1062","0.528606822670815","0.506574886531845","0.550638758809785"
"Grosse Sorgen","2005","1 Einkommensschwächstes Quintil","männlich","546","0.319711144176775","0.298285298983724","0.341136989369826"
"Grosse Sorgen","2005","1 Einkommensschwächstes Quintil","weiblich","756","0.338946217355998","0.319575969523082","0.358316465188914"
"Grosse Sorgen","2005","2","männlich","580","0.28162842733326","0.262377055166517","0.300879799500004"
"Grosse Sorgen","2005","2","weiblich","757","0.316200358529291","0.297787947460612","0.33461276959797"
"Grosse Sorgen","2005","3","männlich","516","0.291415902250364","0.270736953430276","0.312094851070452"
"Grosse Sorgen","2005","3","weiblich","646","0.329680844963156","0.309000608144259","0.350361081782052"
"Grosse Sorgen","2005","4","männlich","531","0.258566089910341","0.239589269774651","0.27754291004603"
"Grosse Sorgen","2005","4","weiblich","659","0.335952414736477","0.315267863608796","0.356636965864159"
"Grosse Sorgen","2005","5 Einkommensstärkstes Quintil","männlich","538","0.251102293894824","0.232172781924933","0.270031805864716"
"Grosse Sorgen","2005","5 Einkommensstärkstes Quintil","weiblich","641","0.331639153563377","0.310859752048829","0.352418555077925"
"Keine Sorgen","2005","1 Einkommensschwächstes Quintil","männlich","430","0.230295415104727","0.210952715834892","0.249638114374563"
"Keine Sorgen","2005","1 Einkommensschwächstes Quintil","weiblich","404","0.169806953543885","0.154442445284558","0.185171461803213"
"Keine Sorgen","2005","2","männlich","446","0.224519285066789","0.206660117912141","0.242378452221437"
"Keine Sorgen","2005","2","weiblich","399","0.173523642489831","0.158528189355887","0.188519095623774"
"Keine Sorgen","2005","3","männlich","365","0.196109766973735","0.178041182854105","0.214178351093365"
"Keine Sorgen","2005","3","weiblich","303","0.166946185287527","0.150540566561245","0.183351804013808"
"Keine Sorgen","2005","4","männlich","419","0.204949942292375","0.187454594844481","0.222445289740268"
"Keine Sorgen","2005","4","weiblich","286","0.14784871659258","0.132304288540641","0.163393144644519"
"Keine Sorgen","2005","5 Einkommensstärkstes Quintil","männlich","386","0.183626984566502","0.166725867929304","0.200528101203701"
"Keine Sorgen","2005","5 Einkommensstärkstes Quintil","weiblich","269","0.139754023765808","0.124450617031555","0.155057430500061"
"Einige Sorgen","2006","1 Einkommensschwächstes Quintil","männlich","945","0.499891523148494","0.47710124479485","0.522681801502138"
"Einige Sorgen","2006","1 Einkommensschwächstes Quintil","weiblich","1188","0.497621434440565","0.477500143586584","0.517742725294546"
"Einige Sorgen","2006","2","männlich","1144","0.496163825492674","0.475304313397692","0.517023337587655"
"Einige Sorgen","2006","2","weiblich","1411","0.536155148663268","0.517077930434633","0.555232366891903"
"Einige Sorgen","2006","3","männlich","1035","0.498205142887201","0.476281255874274","0.520129029900127"
"Einige Sorgen","2006","3","weiblich","1155","0.515025355227265","0.493855710028737","0.536195000425793"
"Einige Sorgen","2006","4","männlich","1227","0.543940978751684","0.523175671149885","0.564706286353482"
"Einige Sorgen","2006","4","weiblich","1232","0.552593607534302","0.531802047176039","0.573385167892565"
"Einige Sorgen","2006","5 Einkommensstärkstes Quintil","männlich","1187","0.558340582558625","0.537212078628842","0.579469086488408"
"Einige Sorgen","2006","5 Einkommensstärkstes Quintil","weiblich","1150","0.538766748636299","0.51710833813135","0.560425159141247"
"Grosse Sorgen","2006","1 Einkommensschwächstes Quintil","männlich","471","0.261420945933718","0.241392450773361","0.281449441094075"
"Grosse Sorgen","2006","1 Einkommensschwächstes Quintil","weiblich","746","0.312729327623667","0.294072450117107","0.331386205130228"
"Grosse Sorgen","2006","2","männlich","595","0.293125889354079","0.274135011029812","0.312116767678345"
"Grosse Sorgen","2006","2","weiblich","775","0.293343216447468","0.275926121148478","0.310760311746457"
"Grosse Sorgen","2006","3","männlich","506","0.263740759658028","0.244418658358122","0.283062860957934"
"Grosse Sorgen","2006","3","weiblich","632","0.312756853451979","0.293118802442911","0.332394904461047"
"Grosse Sorgen","2006","4","männlich","555","0.257228797046933","0.23900498294922","0.275452611144646"
"Grosse Sorgen","2006","4","weiblich","670","0.31245758424387","0.293076487661482","0.331838680826258"
"Grosse Sorgen","2006","5 Einkommensstärkstes Quintil","männlich","502","0.239522550816157","0.221363557223516","0.257681544408798"
"Grosse Sorgen","2006","5 Einkommensstärkstes Quintil","weiblich","595","0.307408755036721","0.287361149936527","0.327456360136915"
"Keine Sorgen","2006","1 Einkommensschwächstes Quintil","männlich","433","0.238687530917788","0.219257388992007","0.258117672843568"
"Keine Sorgen","2006","1 Einkommensschwächstes Quintil","weiblich","438","0.189649237935768","0.173873022724281","0.205425453147255"
"Keine Sorgen","2006","2","männlich","468","0.210710285153248","0.193696223051689","0.227724347254807"
"Keine Sorgen","2006","2","weiblich","439","0.170501634889264","0.156115124019466","0.184888145759062"
"Keine Sorgen","2006","3","männlich","457","0.238054097454772","0.219379543019683","0.256728651889861"
"Keine Sorgen","2006","3","weiblich","354","0.172217791320756","0.156224538267178","0.188211044374334"
"Keine Sorgen","2006","4","männlich","428","0.198830224201383","0.182190143283641","0.215470305119126"
"Keine Sorgen","2006","4","weiblich","295","0.134948808221828","0.120661892142547","0.149235724301109"
"Keine Sorgen","2006","5 Einkommensstärkstes Quintil","männlich","433","0.202136866625218","0.185050002536698","0.219223730713737"
"Keine Sorgen","2006","5 Einkommensstärkstes Quintil","weiblich","290","0.15382449632698","0.13814944904875","0.169499543605209"
"Einige Sorgen","2007","1 Einkommensschwächstes Quintil","männlich","845","0.498423129632443","0.474165081224407","0.52268117804048"
"Einige Sorgen","2007","1 Einkommensschwächstes Quintil","weiblich","1043","0.490482700168216","0.468952436136269","0.512012964200164"
"Einige Sorgen","2007","2","männlich","1031","0.491394950979197","0.469700998433673","0.513088903524721"
"Einige Sorgen","2007","2","weiblich","1262","0.524875005453235","0.504999228957081","0.544750781949388"
"Einige Sorgen","2007","3","männlich","958","0.508507127378134","0.485738610904702","0.531275643851567"
"Einige Sorgen","2007","3","weiblich","1058","0.529429627687171","0.507587294009469","0.551271961364873"
"Einige Sorgen","2007","4","männlich","1159","0.562138767416943","0.540994973298116","0.58328256153577"
"Einige Sorgen","2007","4","weiblich","1189","0.561404659260712","0.540166401419591","0.582642917101833"
"Einige Sorgen","2007","5 Einkommensstärkstes Quintil","männlich","1172","0.549977855741954","0.528510031992201","0.571445679491707"
"Einige Sorgen","2007","5 Einkommensstärkstes Quintil","weiblich","1156","0.557890346138883","0.536178863354008","0.579601828923758"
"Grosse Sorgen","2007","1 Einkommensschwächstes Quintil","männlich","379","0.248690810763941","0.227719419968676","0.269662201559206"
"Grosse Sorgen","2007","1 Einkommensschwächstes Quintil","weiblich","602","0.298286862163772","0.278582839053071","0.317990885274474"
"Grosse Sorgen","2007","2","männlich","547","0.277519930001385","0.258089024859765","0.296950835143004"
"Grosse Sorgen","2007","2","weiblich","716","0.296124559758082","0.277953622049948","0.314295497466217"
"Grosse Sorgen","2007","3","männlich","461","0.258259384279506","0.238325970328127","0.278192798230885"
"Grosse Sorgen","2007","3","weiblich","573","0.276939500558751","0.257357259276776","0.296521741840727"
"Grosse Sorgen","2007","4","männlich","519","0.237077633164102","0.218952618345567","0.255202647982637"
"Grosse Sorgen","2007","4","weiblich","625","0.303434848862861","0.283757686193867","0.323112011531854"
"Grosse Sorgen","2007","5 Einkommensstärkstes Quintil","männlich","505","0.24876546454363","0.230111064171537","0.267419864915722"
"Grosse Sorgen","2007","5 Einkommensstärkstes Quintil","weiblich","588","0.298493867956022","0.278489100606789","0.318498635305254"
"Keine Sorgen","2007","1 Einkommensschwächstes Quintil","männlich","408","0.252886059603616","0.231797647564805","0.273974471642427"
"Keine Sorgen","2007","1 Einkommensschwächstes Quintil","weiblich","426","0.211230437668011","0.193650741586673","0.228810133749349"
"Keine Sorgen","2007","2","männlich","462","0.231085119019419","0.212793248014617","0.24937699002422"
"Keine Sorgen","2007","2","weiblich","447","0.179000434788683","0.163742676659152","0.194258192918214"
"Keine Sorgen","2007","3","männlich","433","0.23323348834236","0.213973561984841","0.252493414699879"
"Keine Sorgen","2007","3","weiblich","375","0.193630871754078","0.176339204359267","0.210922539148888"
"Keine Sorgen","2007","4","männlich","437","0.200783599418955","0.183711410160006","0.217855788677904"
"Keine Sorgen","2007","4","weiblich","283","0.135160491876428","0.120527217420331","0.149793766332524"
"Keine Sorgen","2007","5 Einkommensstärkstes Quintil","männlich","386","0.201256679714416","0.183955439005432","0.218557920423401"
"Keine Sorgen","2007","5 Einkommensstärkstes Quintil","weiblich","266","0.143615785905096","0.128284256563112","0.158947315247079"
"Einige Sorgen","2008","1 Einkommensschwächstes Quintil","männlich","708","0.498128643323811","0.472241033259644","0.524016253387979"
"Einige Sorgen","2008","1 Einkommensschwächstes Quintil","weiblich","949","0.500544705434081","0.477858491776049","0.523230919092113"
"Einige Sorgen","2008","2","männlich","980","0.518001166772292","0.495280890987652","0.540721442556932"
"Einige Sorgen","2008","2","weiblich","1186","0.551141389789389","0.530151540890712","0.572131238688067"
"Einige Sorgen","2008","3","männlich","950","0.538654538826176","0.515411221883243","0.561897855769109"
"Einige Sorgen","2008","3","weiblich","1122","0.565810514100672","0.543828264876245","0.587792763325098"
"Einige Sorgen","2008","4","männlich","1128","0.561579685745264","0.539968101383844","0.583191270106683"
"Einige Sorgen","2008","4","weiblich","1216","0.568679895150287","0.547282584386433","0.590077205914142"
"Einige Sorgen","2008","5 Einkommensstärkstes Quintil","männlich","1178","0.561675653654822","0.540295617154852","0.583055690154792"
"Einige Sorgen","2008","5 Einkommensstärkstes Quintil","weiblich","1213","0.601969787931856","0.580522621929283","0.62341695393443"
"Grosse Sorgen","2008","1 Einkommensschwächstes Quintil","männlich","322","0.239819477349872","0.217712692179937","0.261926262519806"
"Grosse Sorgen","2008","1 Einkommensschwächstes Quintil","weiblich","495","0.278592926876359","0.258252151103156","0.298933702649562"
"Grosse Sorgen","2008","2","männlich","451","0.25764003867061","0.237754416465414","0.277525660875807"
"Grosse Sorgen","2008","2","weiblich","565","0.266374698133264","0.2477192084007","0.285030187865828"
"Grosse Sorgen","2008","3","männlich","384","0.211110930074981","0.192082929963933","0.230138930186029"
"Grosse Sorgen","2008","3","weiblich","467","0.245686351684143","0.226593822288974","0.264778881079312"
"Grosse Sorgen","2008","4","männlich","413","0.209303350506745","0.191584782624133","0.227021918389356"
"Grosse Sorgen","2008","4","weiblich","518","0.259099967123883","0.240170478063059","0.278029456184707"
"Grosse Sorgen","2008","5 Einkommensstärkstes Quintil","männlich","406","0.185799554632637","0.169040255686727","0.202558853578548"
"Grosse Sorgen","2008","5 Einkommensstärkstes Quintil","weiblich","461","0.219937184537749","0.201788771055089","0.238085598020408"
"Keine Sorgen","2008","1 Einkommensschwächstes Quintil","männlich","403","0.262051879326317","0.239283529755725","0.284820228896909"
"Keine Sorgen","2008","1 Einkommensschwächstes Quintil","weiblich","422","0.22086236768956","0.202040608019245","0.239684127359875"
"Keine Sorgen","2008","2","männlich","427","0.224358794557098","0.20539054645653","0.243327042657665"
"Keine Sorgen","2008","2","weiblich","406","0.182483912077347","0.166184067482492","0.198783756672202"
"Keine Sorgen","2008","3","männlich","433","0.250234531098844","0.230038494288026","0.270430567909661"
"Keine Sorgen","2008","3","weiblich","364","0.188503134215185","0.17115712069518","0.20584914773519"
"Keine Sorgen","2008","4","männlich","484","0.229116963747992","0.210812439553","0.247421487942984"
"Keine Sorgen","2008","4","weiblich","324","0.172220137725829","0.15590747712593","0.188532798325729"
"Keine Sorgen","2008","5 Einkommensstärkstes Quintil","männlich","485","0.252524791712541","0.233804256843861","0.27124532658122"
"Keine Sorgen","2008","5 Einkommensstärkstes Quintil","weiblich","327","0.178093027530395","0.161329734471912","0.194856320588878"
"Einige Sorgen","2009","1 Einkommensschwächstes Quintil","männlich","648","0.475271239032222","0.448135125714006","0.502407352350437"
"Einige Sorgen","2009","1 Einkommensschwächstes Quintil","weiblich","867","0.516080476321098","0.491908798249492","0.540252154392705"
"Einige Sorgen","2009","2","männlich","909","0.519337459237737","0.495288250533996","0.543386667941477"
"Einige Sorgen","2009","2","weiblich","1154","0.574387976526985","0.552615117154053","0.596160835899917"
"Einige Sorgen","2009","3","männlich","883","0.579950252925766","0.555667083918071","0.60423342193346"
"Einige Sorgen","2009","3","weiblich","1038","0.594229377894366","0.571327552393331","0.617131203395401"
"Einige Sorgen","2009","4","männlich","1147","0.605822810367431","0.584177675193282","0.62746794554158"
"Einige Sorgen","2009","4","weiblich","1218","0.6275627211797","0.60618150077139","0.64894394158801"
"Einige Sorgen","2009","5 Einkommensstärkstes Quintil","männlich","1176","0.569775098025554","0.548306019122657","0.591244176928451"
"Einige Sorgen","2009","5 Einkommensstärkstes Quintil","weiblich","1217","0.605015381335394","0.583499455739832","0.626531306930957"
"Grosse Sorgen","2009","1 Einkommensschwächstes Quintil","männlich","265","0.219135183321299","0.196657402811029","0.241612963831569"
"Grosse Sorgen","2009","1 Einkommensschwächstes Quintil","weiblich","389","0.249632878375849","0.228699018872369","0.27056673787933"
"Grosse Sorgen","2009","2","männlich","324","0.221447239446924","0.201460820449725","0.241433658444122"
"Grosse Sorgen","2009","2","weiblich","402","0.213439006895455","0.195395998482712","0.231482015308199"
"Grosse Sorgen","2009","3","männlich","274","0.168299221894214","0.149892170047649","0.186706273740778"
"Grosse Sorgen","2009","3","weiblich","371","0.216912901515256","0.197690817650755","0.236134985379757"
"Grosse Sorgen","2009","4","männlich","325","0.161777783372434","0.145466776479167","0.178088790265701"
"Grosse Sorgen","2009","4","weiblich","384","0.194693518815767","0.177181601673405","0.212205435958128"
"Grosse Sorgen","2009","5 Einkommensstärkstes Quintil","männlich","369","0.189391116704427","0.17240088156211","0.206381351846744"
"Grosse Sorgen","2009","5 Einkommensstärkstes Quintil","weiblich","386","0.200687291073188","0.183059210437517","0.21831537170886"
"Keine Sorgen","2009","1 Einkommensschwächstes Quintil","männlich","388","0.305593577646479","0.280561988693159","0.3306251665998"
"Keine Sorgen","2009","1 Einkommensschwächstes Quintil","weiblich","386","0.234286645303053","0.213800115852193","0.254773174753912"
"Keine Sorgen","2009","2","männlich","425","0.25921530131534","0.238122602734309","0.28030799989637"
"Keine Sorgen","2009","2","weiblich","425","0.21217301657756","0.194169126424619","0.230176906730502"
"Keine Sorgen","2009","3","männlich","430","0.251750525180021","0.230397076253369","0.273103974106672"
"Keine Sorgen","2009","3","weiblich","357","0.188857720590378","0.170603275620801","0.207112165559955"
"Keine Sorgen","2009","4","männlich","486","0.232399406260135","0.213691425897437","0.251107386622833"
"Keine Sorgen","2009","4","weiblich","362","0.177743760004533","0.160836309692182","0.194651210316884"
"Keine Sorgen","2009","5 Einkommensstärkstes Quintil","männlich","498","0.240833785270019","0.222292448176197","0.259375122363841"
"Keine Sorgen","2009","5 Einkommensstärkstes Quintil","weiblich","380","0.194297327591417","0.176882966332004","0.21171168885083"
"Einige Sorgen","2010","1 Einkommensschwächstes Quintil","männlich","909","0.508790283133832","0.486252039571967","0.531328526695697"
"Einige Sorgen","2010","1 Einkommensschwächstes Quintil","weiblich","1402","0.500820718199164","0.482190714946447","0.51945072145188"
"Einige Sorgen","2010","2","männlich","1294","0.541789983661473","0.521801969123463","0.561777998199484"
"Einige Sorgen","2010","2","weiblich","1721","0.550494985153407","0.532972666694043","0.568017303612771"
"Einige Sorgen","2010","3","männlich","1074","0.539618415087593","0.517467552597231","0.561769277577955"
"Einige Sorgen","2010","3","weiblich","1331","0.583237958736533","0.562866421557905","0.603609495915161"
"Einige Sorgen","2010","4","männlich","1340","0.589082794490967","0.568865514640759","0.609300074341174"
"Einige Sorgen","2010","4","weiblich","1474","0.601093215698453","0.581691607469845","0.620494823927061"
"Einige Sorgen","2010","5 Einkommensstärkstes Quintil","männlich","1353","0.562401778771717","0.542284335349766","0.582519222193669"
"Einige Sorgen","2010","5 Einkommensstärkstes Quintil","weiblich","1493","0.608971736802961","0.589424352067058","0.628519121538864"
"Grosse Sorgen","2010","1 Einkommensschwächstes Quintil","männlich","450","0.225162588253032","0.206331709115941","0.243993467390123"
"Grosse Sorgen","2010","1 Einkommensschwächstes Quintil","weiblich","788","0.272645947170842","0.25605328900421","0.289238605337474"
"Grosse Sorgen","2010","2","männlich","491","0.200573307687155","0.184509526776362","0.216637088597947"
"Grosse Sorgen","2010","2","weiblich","762","0.220478948872052","0.205875847371481","0.235082050372624"
"Grosse Sorgen","2010","3","männlich","371","0.196315354212913","0.178662771389312","0.213967937036514"
"Grosse Sorgen","2010","3","weiblich","514","0.230101177004489","0.212709835631895","0.247492518377084"
"Grosse Sorgen","2010","4","männlich","372","0.168319026346265","0.152944477564681","0.183693575127848"
"Grosse Sorgen","2010","4","weiblich","510","0.200145014739329","0.184292100037502","0.215997929441156"
"Grosse Sorgen","2010","5 Einkommensstärkstes Quintil","männlich","383","0.155617933057082","0.140918147687355","0.17031771842681"
"Grosse Sorgen","2010","5 Einkommensstärkstes Quintil","weiblich","485","0.210233633655676","0.193911142813908","0.226556124497445"
"Keine Sorgen","2010","1 Einkommensschwächstes Quintil","männlich","531","0.266047128613136","0.246125237415478","0.285969019810794"
"Keine Sorgen","2010","1 Einkommensschwächstes Quintil","weiblich","577","0.226533334629994","0.21093671893649","0.242129950323499"
"Keine Sorgen","2010","2","männlich","602","0.257636708651372","0.240092491384752","0.275180925917992"
"Keine Sorgen","2010","2","weiblich","613","0.229026065974541","0.21422442318176","0.243827708767321"
"Keine Sorgen","2010","3","männlich","500","0.264066230699494","0.24447489316056","0.283657568238428"
"Keine Sorgen","2010","3","weiblich","405","0.186660864258978","0.170561107927003","0.202760620590953"
"Keine Sorgen","2010","4","männlich","563","0.242598179162769","0.224983922049126","0.260212436276412"
"Keine Sorgen","2010","4","weiblich","463","0.198761769562218","0.1829500768639","0.214573462260537"
"Keine Sorgen","2010","5 Einkommensstärkstes Quintil","männlich","600","0.2819802881712","0.263733382355715","0.300227193986686"
"Keine Sorgen","2010","5 Einkommensstärkstes Quintil","weiblich","416","0.180794629541362","0.165378506205254","0.196210752877471"
"Einige Sorgen","2011","1 Einkommensschwächstes Quintil","männlich","670","0.482692064977502","0.456479167333493","0.508904962621512"
"Einige Sorgen","2011","1 Einkommensschwächstes Quintil","weiblich","950","0.512903751036483","0.489845051087865","0.5359624509851"
"Einige Sorgen","2011","2","männlich","954","0.503826048466567","0.480689734952568","0.526962361980566"
"Einige Sorgen","2011","2","weiblich","1190","0.541645485771211","0.520719907241358","0.562571064301065"
"Einige Sorgen","2011","3","männlich","916","0.539479872717083","0.515758102309122","0.563201643125044"
"Einige Sorgen","2011","3","weiblich","1116","0.568530035574349","0.546427913747761","0.590632157400937"
"Einige Sorgen","2011","4","männlich","1247","0.551823268176945","0.531242664409407","0.572403871944483"
"Einige Sorgen","2011","4","weiblich","1367","0.553985399314549","0.534019352242834","0.573951446386264"
"Einige Sorgen","2011","5 Einkommensstärkstes Quintil","männlich","1416","0.559537303790107","0.540181350766289","0.578893256813925"
"Einige Sorgen","2011","5 Einkommensstärkstes Quintil","weiblich","1475","0.57975410294571","0.560362696953559","0.599145508937861"
"Grosse Sorgen","2011","1 Einkommensschwächstes Quintil","männlich","270","0.196259009679921","0.17542474187827","0.217093277481573"
"Grosse Sorgen","2011","1 Einkommensschwächstes Quintil","weiblich","394","0.221081888215832","0.20193791968679","0.240225856744874"
"Grosse Sorgen","2011","2","männlich","330","0.192270003868046","0.174034165054135","0.210505842681957"
"Grosse Sorgen","2011","2","weiblich","457","0.219693737333682","0.202305300659505","0.237082174007859"
"Grosse Sorgen","2011","3","männlich","283","0.165907481866215","0.148203324318686","0.183611639413744"
"Grosse Sorgen","2011","3","weiblich","391","0.216356874947743","0.197981911194317","0.234731838701168"
"Grosse Sorgen","2011","4","männlich","362","0.170900245898746","0.155322371739927","0.186478120057564"
"Grosse Sorgen","2011","4","weiblich","490","0.215419125689757","0.198905996395482","0.231932254984033"
"Grosse Sorgen","2011","5 Einkommensstärkstes Quintil","männlich","372","0.142817514797959","0.129175677984786","0.156459351611131"
"Grosse Sorgen","2011","5 Einkommensstärkstes Quintil","weiblich","488","0.193896379015245","0.17836478863987","0.209427969390619"
"Keine Sorgen","2011","1 Einkommensschwächstes Quintil","männlich","456","0.321048925342576","0.296557715907039","0.345540134778113"
"Keine Sorgen","2011","1 Einkommensschwächstes Quintil","weiblich","461","0.266014360747686","0.24562959098642","0.286399130508951"
"Keine Sorgen","2011","2","männlich","510","0.303903947665387","0.282620615264994","0.32518728006578"
"Keine Sorgen","2011","2","weiblich","531","0.238660776895107","0.22075889116619","0.256562662624024"
"Keine Sorgen","2011","3","männlich","497","0.294612645416702","0.272916894116635","0.31630839671677"
"Keine Sorgen","2011","3","weiblich","422","0.215113089477909","0.196776484072844","0.233449694882973"
"Keine Sorgen","2011","4","männlich","634","0.277276485924309","0.258750724480368","0.29580224736825"
"Keine Sorgen","2011","4","weiblich","524","0.230595474995693","0.213676612850714","0.247514337140672"
"Keine Sorgen","2011","5 Einkommensstärkstes Quintil","männlich","739","0.297645181411934","0.279818390067149","0.315471972756719"
"Keine Sorgen","2011","5 Einkommensstärkstes Quintil","weiblich","526","0.226349518039045","0.209909668821376","0.242789367256714"
"Einige Sorgen","2012","1 Einkommensschwächstes Quintil","männlich","604","0.455774910838529","0.428098970365555","0.483450851311503"
"Einige Sorgen","2012","1 Einkommensschwächstes Quintil","weiblich","840","0.520869565083183","0.496459921437091","0.545279208729274"
"Einige Sorgen","2012","2","männlich","878","0.547414016471827","0.5233241344239","0.571503898519754"
"Einige Sorgen","2012","2","weiblich","1176","0.558958999477216","0.537600837529608","0.580317161424824"
"Einige Sorgen","2012","3","männlich","1009","0.562496744075509","0.539489848837939","0.585503639313079"
"Einige Sorgen","2012","3","weiblich","1131","0.564001654609409","0.542230721107723","0.585772588111094"
"Einige Sorgen","2012","4","männlich","1319","0.558668477144168","0.5383844123454","0.578952541942937"
"Einige Sorgen","2012","4","weiblich","1455","0.582174504837721","0.562589056908352","0.60175995276709"
"Einige Sorgen","2012","5 Einkommensstärkstes Quintil","männlich","1472","0.529499017903103","0.510386835043168","0.548611200763037"
"Einige Sorgen","2012","5 Einkommensstärkstes Quintil","weiblich","1597","0.604974103047948","0.586326315886038","0.623621890209859"
"Grosse Sorgen","2012","1 Einkommensschwächstes Quintil","männlich","260","0.225478839644654","0.202256421531014","0.248701257758293"
"Grosse Sorgen","2012","1 Einkommensschwächstes Quintil","weiblich","401","0.251600596385001","0.230397825596701","0.272803367173301"
"Grosse Sorgen","2012","2","männlich","300","0.189919426635609","0.17093598414498","0.208902869126237"
"Grosse Sorgen","2012","2","weiblich","441","0.216748311481284","0.199024262245752","0.234472360716816"
"Grosse Sorgen","2012","3","männlich","312","0.181004679515455","0.163148317779635","0.198861041251274"
"Grosse Sorgen","2012","3","weiblich","455","0.233257232350818","0.214690441514337","0.251824023187299"
"Grosse Sorgen","2012","4","männlich","406","0.186740398390734","0.170820907617494","0.202659889163973"
"Grosse Sorgen","2012","4","weiblich","546","0.23387641361736","0.217067018786946","0.250685808447775"
"Grosse Sorgen","2012","5 Einkommensstärkstes Quintil","männlich","474","0.184793874170341","0.169931953190842","0.19965579514984"
