,Unnamed: 0,year,quintil_oecd,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
327,327,2013,5th Quintile,Not concerned at all,0.24233,1108,18744,0.22983,0.25601
328,328,2014,1st Quintile,Very concerned,0.22459,1389,26893,0.21096,0.23753
329,329,2014,1st Quintile,Somewhat concerned,0.50458,2806,26893,0.4798,0.52754
330,330,2014,1st Quintile,Not concerned at all,0.27084,1536,26893,0.25489,0.29023
331,331,2014,2nd Quintile,Very concerned,0.2282,1237,26893,0.2134,0.2449
332,332,2014,2nd Quintile,Somewhat concerned,0.51497,2858,26893,0.48956,0.53487
333,333,2014,2nd Quintile,Not concerned at all,0.25683,1377,26893,0.2404,0.27467
334,334,2014,3rd Quintile,Very concerned,0.21907,1101,26893,0.2045,0.23319
335,335,2014,3rd Quintile,Somewhat concerned,0.55183,2900,26893,0.53028,0.57182
336,336,2014,3rd Quintile,Not concerned at all,0.2291,1153,26893,0.21418,0.24572
337,337,2014,4th Quintile,Very concerned,0.21108,1072,26893,0.19614,0.22684
338,338,2014,4th Quintile,Somewhat concerned,0.58438,3014,26893,0.56285,0.60572
339,339,2014,4th Quintile,Not concerned at all,0.20455,1056,26893,0.19038,0.21802
340,340,2014,5th Quintile,Very concerned,0.18027,1074,26893,0.16784,0.19323
341,341,2014,5th Quintile,Somewhat concerned,0.59578,3221,26893,0.57429,0.62258
342,342,2014,5th Quintile,Not concerned at all,0.22394,1099,26893,0.2107,0.23796
343,343,2015,1st Quintile,Very concerned,0.33965,1686,24936,0.3188,0.36146
344,344,2015,1st Quintile,Somewhat concerned,0.4611,2296,24936,0.43868,0.48314
345,345,2015,1st Quintile,Not concerned at all,0.19925,1000,24936,0.18481,0.21438
346,346,2015,2nd Quintile,Very concerned,0.3248,1722,24936,0.31001,0.34212
347,347,2015,2nd Quintile,Somewhat concerned,0.50626,2632,24936,0.48453,0.52794
348,348,2015,2nd Quintile,Not concerned at all,0.16893,888,24936,0.15432,0.18237
349,349,2015,3rd Quintile,Very concerned,0.33737,1630,24936,0.31731,0.35469
350,350,2015,3rd Quintile,Somewhat concerned,0.50716,2462,24936,0.48232,0.52745
351,351,2015,3rd Quintile,Not concerned at all,0.15547,770,24936,0.1441,0.16793
352,352,2015,4th Quintile,Very concerned,0.35626,1654,24936,0.33806,0.37699
353,353,2015,4th Quintile,Somewhat concerned,0.51823,2478,24936,0.49632,0.54214
354,354,2015,4th Quintile,Not concerned at all,0.12551,628,24936,0.11541,0.13549
355,355,2015,5th Quintile,Very concerned,0.33982,1718,24936,0.3206,0.35676
356,356,2015,5th Quintile,Somewhat concerned,0.53204,2779,24936,0.51041,0.55197
357,357,2015,5th Quintile,Not concerned at all,0.12814,593,24936,0.11674,0.13883
358,358,2016,1st Quintile,Very concerned,0.44864,2204,24140,0.43152,0.47488
359,359,2016,1st Quintile,Somewhat concerned,0.41439,2033,24140,0.39387,0.43846
360,360,2016,1st Quintile,Not concerned at all,0.13697,736,24140,0.12344,0.14754
361,361,2016,2nd Quintile,Very concerned,0.44185,2266,24140,0.41907,0.46246
362,362,2016,2nd Quintile,Somewhat concerned,0.41712,2212,24140,0.40031,0.43782
363,363,2016,2nd Quintile,Not concerned at all,0.14103,659,24140,0.126,0.15439
364,364,2016,3rd Quintile,Very concerned,0.47422,2166,24140,0.45113,0.49589
365,365,2016,3rd Quintile,Somewhat concerned,0.40974,1966,24140,0.38562,0.42964
366,366,2016,3rd Quintile,Not concerned at all,0.11605,500,24140,0.10533,0.12627
367,367,2016,4th Quintile,Very concerned,0.47367,2243,24140,0.45149,0.49463
368,368,2016,4th Quintile,Somewhat concerned,0.44061,1918,24140,0.42382,0.46237
369,369,2016,4th Quintile,Not concerned at all,0.08572,417,24140,0.07747,0.09598
370,370,2016,5th Quintile,Very concerned,0.50095,2486,24140,0.47793,0.52308
371,371,2016,5th Quintile,Somewhat concerned,0.41015,1958,24140,0.39157,0.42844
372,372,2016,5th Quintile,Not concerned at all,0.08891,376,24140,0.0784,0.09992
373,373,2017,1st Quintile,Very concerned,0.4089,1931,24265,0.37948,0.4381
374,374,2017,1st Quintile,Somewhat concerned,0.41912,2326,24265,0.39495,0.44112
375,375,2017,1st Quintile,Not concerned at all,0.17198,1844,24265,0.15487,0.19193
376,376,2017,2nd Quintile,Very concerned,0.38063,1798,24265,0.36312,0.40242
377,377,2017,2nd Quintile,Somewhat concerned,0.46614,2321,24265,0.44353,0.4941
378,378,2017,2nd Quintile,Not concerned at all,0.15323,776,24265,0.14055,0.16718
379,379,2017,3rd Quintile,Very concerned,0.43239,1831,24265,0.41218,0.45241
380,380,2017,3rd Quintile,Somewhat concerned,0.46093,2065,24265,0.43939,0.481
381,381,2017,3rd Quintile,Not concerned at all,0.10668,514,24265,0.09557,0.11899
382,382,2017,4th Quintile,Very concerned,0.4358,1855,24265,0.41352,0.45987
383,383,2017,4th Quintile,Somewhat concerned,0.47106,2052,24265,0.44758,0.49572
384,384,2017,4th Quintile,Not concerned at all,0.09314,413,24265,0.08276,0.10367
385,385,2017,5th Quintile,Very concerned,0.42646,1952,24265,0.40366,0.44571
386,386,2017,5th Quintile,Somewhat concerned,0.48171,2225,24265,0.45659,0.50246
387,387,2017,5th Quintile,Not concerned at all,0.09183,362,24265,0.07854,0.10244
388,388,2018,1st Quintile,Very concerned,0.33873,1818,26970,0.3197,0.35651
389,389,2018,1st Quintile,Somewhat concerned,0.4586,2764,26970,0.42955,0.48058
390,390,2018,1st Quintile,Not concerned at all,0.20266,2459,26970,0.18384,0.21976
391,391,2018,2nd Quintile,Very concerned,0.32678,1712,26970,0.31053,0.3446
392,392,2018,2nd Quintile,Somewhat concerned,0.51805,2717,26970,0.4959,0.53899
393,393,2018,2nd Quintile,Not concerned at all,0.15516,987,26970,0.14406,0.16877
394,394,2018,3rd Quintile,Very concerned,0.34335,1600,26970,0.32335,0.36047
395,395,2018,3rd Quintile,Somewhat concerned,0.52411,2513,26970,0.50022,0.54742
396,396,2018,3rd Quintile,Not concerned at all,0.13254,688,26970,0.1224,0.14507
397,397,2018,4th Quintile,Very concerned,0.33037,1522,26970,0.31294,0.34738
398,398,2018,4th Quintile,Somewhat concerned,0.55869,2596,26970,0.53662,0.58574
399,399,2018,4th Quintile,Not concerned at all,0.11094,511,26970,0.10148,0.12093
400,400,2018,5th Quintile,Very concerned,0.33385,1680,26970,0.31617,0.34967
401,401,2018,5th Quintile,Somewhat concerned,0.54956,2867,26970,0.52891,0.57189
402,402,2018,5th Quintile,Not concerned at all,0.1166,536,26970,0.10343,0.13063
403,403,2019,1st Quintile,Very concerned,0.36367,1786,25409,0.34332,0.38453
404,404,2019,1st Quintile,Somewhat concerned,0.44193,2535,25409,0.41379,0.4651
405,405,2019,1st Quintile,Not concerned at all,0.1944,2662,25409,0.17877,0.20942
406,406,2019,2nd Quintile,Very concerned,0.35476,1685,25409,0.33682,0.37622
407,407,2019,2nd Quintile,Somewhat concerned,0.49671,2428,25409,0.47304,0.52066
408,408,2019,2nd Quintile,Not concerned at all,0.14852,778,25409,0.13227,0.16205
409,409,2019,3rd Quintile,Very concerned,0.36339,1667,25409,0.34532,0.38303
410,410,2019,3rd Quintile,Somewhat concerned,0.51956,2324,25409,0.49472,0.54208
411,411,2019,3rd Quintile,Not concerned at all,0.11705,521,25409,0.10451,0.12848
412,412,2019,4th Quintile,Very concerned,0.36916,1635,25409,0.34873,0.39094
413,413,2019,4th Quintile,Somewhat concerned,0.51811,2198,25409,0.49167,0.53637
414,414,2019,4th Quintile,Not concerned at all,0.11273,417,25409,0.0994,0.12526
415,415,2019,5th Quintile,Very concerned,0.37217,1877,25409,0.35497,0.393
416,416,2019,5th Quintile,Somewhat concerned,0.52751,2464,25409,0.50061,0.55417
417,417,2019,5th Quintile,Not concerned at all,0.10032,432,25409,0.08894,0.11129
418,418,2020,1st Quintile,Very concerned,0.35988,1604,26055,0.3352,0.38249
419,419,2020,1st Quintile,Somewhat concerned,0.44136,2530,26055,0.41687,0.46513
420,420,2020,1st Quintile,Not concerned at all,0.19876,2452,26055,0.18161,0.21838
421,421,2020,2nd Quintile,Very concerned,0.35202,1552,26055,0.33315,0.37355
422,422,2020,2nd Quintile,Somewhat concerned,0.49616,2305,26055,0.47484,0.51985
423,423,2020,2nd Quintile,Not concerned at all,0.15182,814,26055,0.1397,0.16612
424,424,2020,3rd Quintile,Very concerned,0.362,1571,26055,0.34404,0.37872
425,425,2020,3rd Quintile,Somewhat concerned,0.51788,2292,26055,0.4968,0.54071
426,426,2020,3rd Quintile,Not concerned at all,0.12012,535,26055,0.10912,0.13223
427,427,2020,4th Quintile,Very concerned,0.35694,1639,26055,0.33339,0.37692
428,428,2020,4th Quintile,Somewhat concerned,0.5187,2280,26055,0.49457,0.54811
429,429,2020,4th Quintile,Not concerned at all,0.12436,494,26055,0.10903,0.13795
430,430,2020,5th Quintile,Very concerned,0.38361,2302,26055,0.36312,0.40419
431,431,2020,5th Quintile,Somewhat concerned,0.52221,3120,26055,0.49752,0.54751
432,432,2020,5th Quintile,Not concerned at all,0.09418,565,26055,0.08542,0.10258
433,433,2021,1st Quintile,Very concerned,0.34957,1241,18882,0.32501,0.37787
434,434,2021,1st Quintile,Somewhat concerned,0.46533,1822,18882,0.43295,0.49929
435,435,2021,1st Quintile,Not concerned at all,0.1851,1633,18882,0.16606,0.20377
436,436,2021,2nd Quintile,Very concerned,0.37327,1218,18882,0.34788,0.40038
437,437,2021,2nd Quintile,Somewhat concerned,0.49346,1741,18882,0.45676,0.52635
438,438,2021,2nd Quintile,Not concerned at all,0.13327,624,18882,0.11617,0.155
439,439,2021,3rd Quintile,Very concerned,0.36191,1093,18882,0.33843,0.38522
440,440,2021,3rd Quintile,Somewhat concerned,0.53039,1572,18882,0.49746,0.56295
441,441,2021,3rd Quintile,Not concerned at all,0.1077,375,18882,0.09156,0.12234
442,442,2021,4th Quintile,Very concerned,0.33846,1146,18882,0.31325,0.35982
443,443,2021,4th Quintile,Somewhat concerned,0.52495,1715,18882,0.49481,0.55304
444,444,2021,4th Quintile,Not concerned at all,0.13659,395,18882,0.12129,0.1543
445,445,2021,5th Quintile,Very concerned,0.34835,1555,18882,0.32655,0.37099
446,446,2021,5th Quintile,Somewhat concerned,0.55509,2362,18882,0.52602,0.5865
447,447,2021,5th Quintile,Not concerned at all,0.09656,390,18882,0.08239,0.10886
