,Unnamed: 0,year,migback,regtyp,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
291,291,2011,Direct migration background,Urban regions,Not concerned at all,0.31713,480,20382,0.29442,0.34131
292,292,2011,Direct migration background,Rural regions,Very concerned,0.23008,96,20382,0.18968,0.2813
293,293,2011,Direct migration background,Rural regions,Somewhat concerned,0.45536,214,20382,0.40131,0.51705
294,294,2011,Direct migration background,Rural regions,Not concerned at all,0.31456,145,20382,0.26416,0.35975
295,295,2011,Indirect migration background,Urban regions,Very concerned,0.21184,133,20382,0.18149,0.26279
296,296,2011,Indirect migration background,Urban regions,Somewhat concerned,0.48839,311,20382,0.42765,0.55618
297,297,2011,Indirect migration background,Urban regions,Not concerned at all,0.29977,199,20382,0.24932,0.35141
298,298,2011,Indirect migration background,Rural regions,Somewhat concerned,1.0,81,20382,0.75263,1.22088
299,299,2012,No migration background,Urban regions,Very concerned,0.21543,2307,20346,0.20849,0.22287
300,300,2012,No migration background,Urban regions,Somewhat concerned,0.56691,6234,20346,0.55249,0.57938
301,301,2012,No migration background,Urban regions,Not concerned at all,0.21766,2310,20346,0.21024,0.2265
302,302,2012,No migration background,Rural regions,Very concerned,0.19423,1231,20346,0.18417,0.20566
303,303,2012,No migration background,Rural regions,Somewhat concerned,0.55048,3860,20346,0.53584,0.56719
304,304,2012,No migration background,Rural regions,Not concerned at all,0.25529,1668,20346,0.24367,0.2667
305,305,2012,Direct migration background,Urban regions,Very concerned,0.24098,344,20346,0.2201,0.26315
306,306,2012,Direct migration background,Urban regions,Somewhat concerned,0.50396,726,20346,0.47299,0.53486
307,307,2012,Direct migration background,Urban regions,Not concerned at all,0.25507,405,20346,0.22952,0.27943
308,308,2012,Direct migration background,Rural regions,Very concerned,0.24338,118,20346,0.20238,0.29503
309,309,2012,Direct migration background,Rural regions,Somewhat concerned,0.50908,234,20346,0.45094,0.58335
310,310,2012,Direct migration background,Rural regions,Not concerned at all,0.24754,136,20346,0.21478,0.2798
311,311,2012,Indirect migration background,Urban regions,Very concerned,0.20588,140,20346,0.16749,0.24574
312,312,2012,Indirect migration background,Urban regions,Somewhat concerned,0.53391,343,20346,0.46189,0.59201
313,313,2012,Indirect migration background,Urban regions,Not concerned at all,0.26021,144,20346,0.2117,0.30202
314,314,2012,Indirect migration background,Rural regions,Very concerned,0.1804,31,20346,0.10884,0.27952
315,315,2012,Indirect migration background,Rural regions,Somewhat concerned,0.57724,84,20346,0.47744,0.70065
316,316,2012,Indirect migration background,Rural regions,Not concerned at all,0.24236,31,20346,0.16945,0.33664
317,317,2013,No migration background,Urban regions,Very concerned,0.1951,2070,23663,0.18767,0.2028
318,318,2013,No migration background,Urban regions,Somewhat concerned,0.57404,5903,23663,0.5612,0.58628
319,319,2013,No migration background,Urban regions,Not concerned at all,0.23086,2391,23663,0.22225,0.23846
320,320,2013,No migration background,Rural regions,Very concerned,0.17799,1131,23663,0.1706,0.18749
321,321,2013,No migration background,Rural regions,Somewhat concerned,0.55093,3548,23663,0.53149,0.56855
322,322,2013,No migration background,Rural regions,Not concerned at all,0.27107,1622,23663,0.25871,0.28369
323,323,2013,Direct migration background,Urban regions,Very concerned,0.16854,580,23663,0.15341,0.18623
324,324,2013,Direct migration background,Urban regions,Somewhat concerned,0.44353,1642,23663,0.41797,0.4679
325,325,2013,Direct migration background,Urban regions,Not concerned at all,0.38794,1864,23663,0.3643,0.41107
326,326,2013,Direct migration background,Rural regions,Very concerned,0.1679,150,23663,0.13689,0.21017
327,327,2013,Direct migration background,Rural regions,Somewhat concerned,0.37578,467,23663,0.3359,0.42313
328,328,2013,Direct migration background,Rural regions,Not concerned at all,0.45632,685,23663,0.41391,0.50866
329,329,2013,Indirect migration background,Urban regions,Very concerned,0.17469,243,23663,0.15223,0.1962
330,330,2013,Indirect migration background,Urban regions,Somewhat concerned,0.45218,582,23663,0.41283,0.49439
331,331,2013,Indirect migration background,Urban regions,Not concerned at all,0.37314,524,23663,0.34201,0.4139
332,332,2013,Indirect migration background,Rural regions,Very concerned,0.14084,45,23663,0.10707,0.18779
333,333,2013,Indirect migration background,Rural regions,Somewhat concerned,0.50891,126,23663,0.42895,0.60891
334,334,2013,Indirect migration background,Rural regions,Not concerned at all,0.35026,90,23663,0.28665,0.42523
335,335,2014,No migration background,Urban regions,Very concerned,0.21509,2731,26899,0.20674,0.22337
336,336,2014,No migration background,Urban regions,Somewhat concerned,0.57295,7054,26899,0.55785,0.58785
337,337,2014,No migration background,Urban regions,Not concerned at all,0.21196,2469,26899,0.20278,0.2215
338,338,2014,No migration background,Rural regions,Very concerned,0.19939,1557,26899,0.18763,0.2109
339,339,2014,No migration background,Rural regions,Somewhat concerned,0.55353,4387,26899,0.53398,0.57049
340,340,2014,No migration background,Rural regions,Not concerned at all,0.24708,1826,26899,0.23684,0.26014
341,341,2014,Direct migration background,Urban regions,Very concerned,0.2198,856,26899,0.19983,0.23872
342,342,2014,Direct migration background,Urban regions,Somewhat concerned,0.48484,1897,26899,0.46334,0.51539
343,343,2014,Direct migration background,Urban regions,Not concerned at all,0.29536,1125,26899,0.27581,0.31516
344,344,2014,Direct migration background,Rural regions,Very concerned,0.18588,257,26899,0.15781,0.21441
345,345,2014,Direct migration background,Rural regions,Somewhat concerned,0.50779,650,26899,0.4501,0.57919
346,346,2014,Direct migration background,Rural regions,Not concerned at all,0.30632,386,26899,0.26791,0.35606
347,347,2014,Indirect migration background,Urban regions,Very concerned,0.24563,389,26899,0.21136,0.28146
348,348,2014,Indirect migration background,Urban regions,Somewhat concerned,0.50127,663,26899,0.45502,0.54927
349,349,2014,Indirect migration background,Urban regions,Not concerned at all,0.2531,343,26899,0.22371,0.29462
350,350,2014,Indirect migration background,Rural regions,Very concerned,0.27017,85,26899,0.19927,0.33527
351,351,2014,Indirect migration background,Rural regions,Somewhat concerned,0.48346,150,26899,0.39636,0.56771
352,352,2014,Indirect migration background,Rural regions,Not concerned at all,0.24637,74,26899,0.18203,0.30915
353,353,2015,No migration background,Urban regions,Very concerned,0.35783,4222,26563,0.34577,0.36824
354,354,2015,No migration background,Urban regions,Somewhat concerned,0.51078,5971,26563,0.49939,0.52107
355,355,2015,No migration background,Urban regions,Not concerned at all,0.13138,1428,26563,0.12328,0.13941
356,356,2015,No migration background,Rural regions,Very concerned,0.33124,2422,26563,0.31443,0.34645
357,357,2015,No migration background,Rural regions,Somewhat concerned,0.50905,3806,26563,0.48573,0.52998
358,358,2015,No migration background,Rural regions,Not concerned at all,0.15971,1180,26563,0.1504,0.16853
359,359,2015,Direct migration background,Urban regions,Very concerned,0.28197,1070,26563,0.25774,0.30376
360,360,2015,Direct migration background,Urban regions,Somewhat concerned,0.47317,2039,26563,0.44343,0.507
361,361,2015,Direct migration background,Urban regions,Not concerned at all,0.24485,1306,26563,0.22872,0.26352
362,362,2015,Direct migration background,Rural regions,Very concerned,0.24411,347,26563,0.21263,0.28128
363,363,2015,Direct migration background,Rural regions,Somewhat concerned,0.49832,723,26563,0.43735,0.56411
364,364,2015,Direct migration background,Rural regions,Not concerned at all,0.25758,437,26563,0.21596,0.29749
365,365,2015,Indirect migration background,Urban regions,Very concerned,0.3315,469,26563,0.29837,0.37066
366,366,2015,Indirect migration background,Urban regions,Somewhat concerned,0.47384,611,26563,0.42917,0.53174
367,367,2015,Indirect migration background,Urban regions,Not concerned at all,0.19466,229,26563,0.16809,0.22791
368,368,2015,Indirect migration background,Rural regions,Very concerned,0.28168,106,26563,0.2192,0.33423
369,369,2015,Indirect migration background,Rural regions,Somewhat concerned,0.50638,135,26563,0.40607,0.6279
370,370,2015,Indirect migration background,Rural regions,Not concerned at all,0.21194,62,26563,0.16241,0.28399
371,371,2016,No migration background,Urban regions,Very concerned,0.50193,5526,27034,0.48864,0.516
372,372,2016,No migration background,Urban regions,Somewhat concerned,0.4051,4365,27034,0.39458,0.41781
373,373,2016,No migration background,Urban regions,Not concerned at all,0.09297,921,27034,0.08676,0.09998
374,374,2016,No migration background,Rural regions,Very concerned,0.44874,3172,27034,0.42862,0.46486
375,375,2016,No migration background,Rural regions,Somewhat concerned,0.43407,2946,27034,0.41683,0.45111
376,376,2016,No migration background,Rural regions,Not concerned at all,0.11719,788,27034,0.11055,0.12661
377,377,2016,Direct migration background,Urban regions,Very concerned,0.38473,1531,27034,0.35474,0.41222
378,378,2016,Direct migration background,Urban regions,Somewhat concerned,0.44067,2038,27034,0.409,0.47059
379,379,2016,Direct migration background,Urban regions,Not concerned at all,0.1746,2135,27034,0.15614,0.19258
380,380,2016,Direct migration background,Rural regions,Very concerned,0.38521,573,27034,0.33217,0.44746
381,381,2016,Direct migration background,Rural regions,Somewhat concerned,0.41395,772,27034,0.35761,0.46534
382,382,2016,Direct migration background,Rural regions,Not concerned at all,0.20084,783,27034,0.16853,0.24125
383,383,2016,Indirect migration background,Urban regions,Very concerned,0.47569,605,27034,0.42907,0.52028
384,384,2016,Indirect migration background,Urban regions,Somewhat concerned,0.40941,452,27034,0.36562,0.46635
385,385,2016,Indirect migration background,Urban regions,Not concerned at all,0.1149,131,27034,0.09067,0.13586
386,386,2016,Indirect migration background,Rural regions,Very concerned,0.41623,140,27034,0.33591,0.49573
387,387,2016,Indirect migration background,Rural regions,Somewhat concerned,0.37078,109,27034,0.29092,0.45886
388,388,2016,Indirect migration background,Rural regions,Not concerned at all,0.21299,47,27034,0.13858,0.29303
389,389,2017,No migration background,Urban regions,Very concerned,0.4297,5207,30285,0.41786,0.44273
390,390,2017,No migration background,Urban regions,Somewhat concerned,0.46709,5857,30285,0.45363,0.47796
391,391,2017,No migration background,Urban regions,Not concerned at all,0.10321,1158,30285,0.09783,0.10973
392,392,2017,No migration background,Rural regions,Very concerned,0.4152,3223,30285,0.40106,0.43112
393,393,2017,No migration background,Rural regions,Somewhat concerned,0.46953,3718,30285,0.45202,0.48537
394,394,2017,No migration background,Rural regions,Not concerned at all,0.11527,854,30285,0.10753,0.12362
395,395,2017,Direct migration background,Urban regions,Very concerned,0.3672,1413,30285,0.3407,0.39372
396,396,2017,Direct migration background,Urban regions,Somewhat concerned,0.43739,2121,30285,0.40906,0.4653
397,397,2017,Direct migration background,Urban regions,Not concerned at all,0.19542,2681,30285,0.17383,0.21557
398,398,2017,Direct migration background,Rural regions,Very concerned,0.32418,485,30285,0.27876,0.39249
399,399,2017,Direct migration background,Rural regions,Somewhat concerned,0.46869,799,30285,0.39119,0.53594
400,400,2017,Direct migration background,Rural regions,Not concerned at all,0.20713,1144,30285,0.17617,0.24596
401,401,2017,Indirect migration background,Urban regions,Very concerned,0.46253,624,30285,0.41611,0.50679
402,402,2017,Indirect migration background,Urban regions,Somewhat concerned,0.44306,563,30285,0.39978,0.48639
403,403,2017,Indirect migration background,Urban regions,Not concerned at all,0.0944,153,30285,0.08074,0.11265
404,404,2017,Indirect migration background,Rural regions,Very concerned,0.43715,121,30285,0.30864,0.54733
405,405,2017,Indirect migration background,Rural regions,Somewhat concerned,0.41518,115,30285,0.3295,0.52381
406,406,2017,Indirect migration background,Rural regions,Not concerned at all,0.14767,49,30285,0.09813,0.19991
407,407,2018,No migration background,Urban regions,Very concerned,0.34948,4206,29038,0.3373,0.35984
408,408,2018,No migration background,Urban regions,Somewhat concerned,0.52848,6343,29038,0.51413,0.54206
409,409,2018,No migration background,Urban regions,Not concerned at all,0.12205,1356,29038,0.11524,0.12816
410,410,2018,No migration background,Rural regions,Very concerned,0.33029,2456,29038,0.31569,0.34474
411,411,2018,No migration background,Rural regions,Somewhat concerned,0.51741,3905,29038,0.49799,0.53511
412,412,2018,No migration background,Rural regions,Not concerned at all,0.1523,1100,29038,0.14178,0.16308
413,413,2018,Direct migration background,Urban regions,Very concerned,0.29376,1234,29038,0.26885,0.3152
414,414,2018,Direct migration background,Urban regions,Somewhat concerned,0.51885,2318,29038,0.48843,0.55521
415,415,2018,Direct migration background,Urban regions,Not concerned at all,0.18739,2349,29038,0.16848,0.20574
416,416,2018,Direct migration background,Rural regions,Very concerned,0.25252,416,29038,0.21576,0.29571
417,417,2018,Direct migration background,Rural regions,Somewhat concerned,0.50895,802,29038,0.43705,0.58457
418,418,2018,Direct migration background,Rural regions,Not concerned at all,0.23853,928,29038,0.19895,0.28844
419,419,2018,Indirect migration background,Urban regions,Very concerned,0.38861,495,29038,0.3418,0.42985
420,420,2018,Indirect migration background,Urban regions,Somewhat concerned,0.48527,646,29038,0.4421,0.52897
421,421,2018,Indirect migration background,Urban regions,Not concerned at all,0.12612,183,29038,0.10358,0.15192
422,422,2018,Indirect migration background,Rural regions,Very concerned,0.28604,99,29038,0.22222,0.34871
423,423,2018,Indirect migration background,Rural regions,Somewhat concerned,0.51096,142,29038,0.41879,0.65829
424,424,2018,Indirect migration background,Rural regions,Not concerned at all,0.203,60,29038,0.14613,0.25985
425,425,2019,No migration background,Urban regions,Very concerned,0.38144,4904,28358,0.3686,0.39377
426,426,2019,No migration background,Urban regions,Somewhat concerned,0.50694,6014,28358,0.49353,0.52283
427,427,2019,No migration background,Urban regions,Not concerned at all,0.11161,1220,28358,0.10559,0.11803
428,428,2019,No migration background,Rural regions,Very concerned,0.35331,2735,28358,0.33771,0.36817
429,429,2019,No migration background,Rural regions,Somewhat concerned,0.51644,3842,28358,0.49795,0.53781
430,430,2019,No migration background,Rural regions,Not concerned at all,0.13025,871,28358,0.11949,0.14085
431,431,2019,Direct migration background,Urban regions,Very concerned,0.33218,1123,28358,0.30222,0.36124
432,432,2019,Direct migration background,Urban regions,Somewhat concerned,0.4731,1911,28358,0.43565,0.50444
433,433,2019,Direct migration background,Urban regions,Not concerned at all,0.19472,2287,28358,0.17256,0.21984
434,434,2019,Direct migration background,Rural regions,Very concerned,0.26602,362,28358,0.22034,0.32191
435,435,2019,Direct migration background,Rural regions,Somewhat concerned,0.47577,726,28358,0.40727,0.54465
436,436,2019,Direct migration background,Rural regions,Not concerned at all,0.25821,834,28358,0.21086,0.31205
437,437,2019,Indirect migration background,Urban regions,Very concerned,0.40982,527,28358,0.36564,0.46201
438,438,2019,Indirect migration background,Urban regions,Somewhat concerned,0.45811,555,28358,0.40407,0.51345
439,439,2019,Indirect migration background,Urban regions,Not concerned at all,0.13207,159,28358,0.11058,0.15952
440,440,2019,Indirect migration background,Rural regions,Very concerned,0.39609,124,28358,0.31124,0.48971
441,441,2019,Indirect migration background,Rural regions,Somewhat concerned,0.42432,115,28358,0.32222,0.51881
442,442,2019,Indirect migration background,Rural regions,Not concerned at all,0.17959,49,28358,0.12775,0.23992
443,443,2020,No migration background,Urban regions,Very concerned,0.37884,4472,29208,0.36832,0.39042
444,444,2020,No migration background,Urban regions,Somewhat concerned,0.50567,5844,29208,0.49185,0.5224
445,445,2020,No migration background,Urban regions,Not concerned at all,0.11549,1241,29208,0.10786,0.12301
446,446,2020,No migration background,Rural regions,Very concerned,0.34508,2406,29208,0.32794,0.35933
447,447,2020,No migration background,Rural regions,Somewhat concerned,0.52391,3620,29208,0.50041,0.54496
448,448,2020,No migration background,Rural regions,Not concerned at all,0.13101,907,29208,0.12032,0.14232
449,449,2020,Direct migration background,Urban regions,Very concerned,0.33247,1238,29208,0.29281,0.36764
450,450,2020,Direct migration background,Urban regions,Somewhat concerned,0.45263,2638,29208,0.41423,0.49054
451,451,2020,Direct migration background,Urban regions,Not concerned at all,0.2149,3127,29208,0.19091,0.24524
452,452,2020,Direct migration background,Rural regions,Very concerned,0.23465,345,29208,0.18678,0.28299
453,453,2020,Direct migration background,Rural regions,Somewhat concerned,0.45794,867,29208,0.39578,0.5441
454,454,2020,Direct migration background,Rural regions,Not concerned at all,0.3074,969,29208,0.2569,0.3619
455,455,2020,Indirect migration background,Urban regions,Very concerned,0.40524,499,29208,0.362,0.46324
456,456,2020,Indirect migration background,Urban regions,Somewhat concerned,0.45149,574,29208,0.40698,0.50435
457,457,2020,Indirect migration background,Urban regions,Not concerned at all,0.14327,171,29208,0.1191,0.17642
458,458,2020,Indirect migration background,Rural regions,Very concerned,0.46919,106,29208,0.36936,0.59474
459,459,2020,Indirect migration background,Rural regions,Somewhat concerned,0.4152,143,29208,0.32231,0.52568
460,460,2020,Indirect migration background,Rural regions,Not concerned at all,0.11562,41,29208,0.0771,0.16364
461,461,2021,No migration background,Urban regions,Very concerned,0.37157,3160,19430,0.35784,0.38715
462,462,2021,No migration background,Urban regions,Somewhat concerned,0.52228,4346,19430,0.50543,0.54493
463,463,2021,No migration background,Urban regions,Not concerned at all,0.10614,790,19430,0.09785,0.1163
464,464,2021,No migration background,Rural regions,Very concerned,0.33352,1646,19430,0.3165,0.35336
465,465,2021,No migration background,Rural regions,Somewhat concerned,0.53747,2608,19430,0.50846,0.5598
466,466,2021,No migration background,Rural regions,Not concerned at all,0.12901,609,19430,0.11597,0.14182
467,467,2021,Direct migration background,Urban regions,Very concerned,0.33962,901,19430,0.29657,0.38541
468,468,2021,Direct migration background,Urban regions,Somewhat concerned,0.44657,1445,19430,0.40119,0.49785
469,469,2021,Direct migration background,Urban regions,Not concerned at all,0.21381,1824,19430,0.1864,0.23818
470,470,2021,Direct migration background,Rural regions,Very concerned,0.22947,235,19430,0.17841,0.2916
471,471,2021,Direct migration background,Rural regions,Somewhat concerned,0.5334,479,19430,0.4395,0.62998
472,472,2021,Direct migration background,Rural regions,Not concerned at all,0.23713,452,19430,0.18483,0.31434
473,473,2021,Indirect migration background,Urban regions,Very concerned,0.38642,284,19430,0.32331,0.45876
474,474,2021,Indirect migration background,Urban regions,Somewhat concerned,0.46144,358,19430,0.40165,0.52361
475,475,2021,Indirect migration background,Urban regions,Not concerned at all,0.15214,101,19430,0.11286,0.19279
476,476,2021,Indirect migration background,Rural regions,Very concerned,0.40608,78,19430,0.28593,0.55762
477,477,2021,Indirect migration background,Rural regions,Somewhat concerned,0.37692,82,19430,0.26385,0.50001
478,478,2021,Indirect migration background,Rural regions,Not concerned at all,0.217,32,19430,0.14651,0.28939
