,Unnamed: 0,year,age_gr,pgisced97,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
267,267,1999,17-29 y.,First Stage of Tertiary Education,Very concerned,0.41606,34,12991,0.3017,0.57961
268,268,1999,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.58394,52,12991,0.44305,0.76361
269,269,1999,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.42634,42,12991,0.33191,0.52628
270,270,1999,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57366,89,12991,0.47929,0.68284
271,271,1999,30-45 y.,Primary Level,Very concerned,0.44559,36,12991,0.32318,0.58916
272,272,1999,30-45 y.,Primary Level,Somewhat concerned,0.55441,52,12991,0.43954,0.69773
273,273,1999,30-45 y.,Lower Secondary Level,Very concerned,0.35377,159,12991,0.31405,0.40145
274,274,1999,30-45 y.,Lower Secondary Level,Somewhat concerned,0.49464,224,12991,0.44852,0.55204
275,275,1999,30-45 y.,Lower Secondary Level,Not concerned at all,0.15159,71,12991,0.13185,0.17579
276,276,1999,30-45 y.,Upper Secondary Level,Very concerned,0.30495,739,12991,0.28581,0.32217
277,277,1999,30-45 y.,Upper Secondary Level,Somewhat concerned,0.56012,1438,12991,0.53747,0.58258
278,278,1999,30-45 y.,Upper Secondary Level,Not concerned at all,0.13493,350,12991,0.12481,0.14488
279,279,1999,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.39668,100,12991,0.35347,0.45114
280,280,1999,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.60332,142,12991,0.52711,0.68087
281,281,1999,30-45 y.,First Stage of Tertiary Education,Very concerned,0.31396,116,12991,0.27204,0.36245
282,282,1999,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.58201,210,12991,0.53229,0.64453
283,283,1999,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.10403,34,12991,0.07942,0.13468
284,284,1999,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.29167,263,12991,0.27061,0.31869
285,285,1999,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60661,560,12991,0.56358,0.64683
286,286,1999,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.10172,82,12991,0.08494,0.11897
287,287,1999,46-65 y.,Primary Level,Very concerned,0.3229,68,12991,0.25342,0.39013
288,288,1999,46-65 y.,Primary Level,Somewhat concerned,0.45971,92,12991,0.40246,0.52726
289,289,1999,46-65 y.,Primary Level,Not concerned at all,0.21739,49,12991,0.17536,0.27537
290,290,1999,46-65 y.,Lower Secondary Level,Very concerned,0.30939,218,12991,0.28293,0.34024
291,291,1999,46-65 y.,Lower Secondary Level,Somewhat concerned,0.53609,375,12991,0.49843,0.57132
292,292,1999,46-65 y.,Lower Secondary Level,Not concerned at all,0.15452,121,12991,0.13528,0.17299
293,293,1999,46-65 y.,Upper Secondary Level,Very concerned,0.3136,650,12991,0.29624,0.3285
294,294,1999,46-65 y.,Upper Secondary Level,Somewhat concerned,0.5426,1206,12991,0.52059,0.5627
295,295,1999,46-65 y.,Upper Secondary Level,Not concerned at all,0.1438,307,12991,0.13274,0.15553
296,296,1999,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,35,12991,0.74884,1.25753
297,297,1999,46-65 y.,First Stage of Tertiary Education,Very concerned,0.31236,76,12991,0.26826,0.36754
298,298,1999,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.68764,161,12991,0.61483,0.76647
299,299,1999,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.31564,213,12991,0.28152,0.34484
300,300,1999,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.5534,417,12991,0.52013,0.59965
301,301,1999,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.13096,81,12991,0.108,0.15468
302,302,1999,66 and older,Lower Secondary Level,Very concerned,0.22014,122,12991,0.20024,0.24387
303,303,1999,66 and older,Lower Secondary Level,Somewhat concerned,0.51911,286,12991,0.4854,0.55234
304,304,1999,66 and older,Lower Secondary Level,Not concerned at all,0.26075,135,12991,0.23891,0.28284
305,305,1999,66 and older,Upper Secondary Level,Very concerned,0.25417,231,12991,0.23532,0.26855
306,306,1999,66 and older,Upper Secondary Level,Somewhat concerned,0.52442,455,12991,0.50295,0.55242
307,307,1999,66 and older,Upper Secondary Level,Not concerned at all,0.22141,177,12991,0.20344,0.24331
308,308,1999,66 and older,First Stage of Tertiary Education,Somewhat concerned,1.0,50,12991,0.87862,1.11717
309,309,1999,66 and older,Second Stage of Tertiary Education,Very concerned,0.30866,59,12991,0.26943,0.36218
310,310,1999,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.69134,113,12991,0.62137,0.7475
311,311,2000,17-29 y.,Pre-primary Level,Very concerned,0.34473,165,23565,0.32116,0.36989
312,312,2000,17-29 y.,Pre-primary Level,Somewhat concerned,0.45849,222,23565,0.42223,0.49402
313,313,2000,17-29 y.,Pre-primary Level,Not concerned at all,0.19677,93,23565,0.17281,0.23003
314,314,2000,17-29 y.,Primary Level,Somewhat concerned,1.0,32,23565,0.83969,1.18894
315,315,2000,17-29 y.,Lower Secondary Level,Very concerned,0.29184,298,23565,0.2765,0.30921
316,316,2000,17-29 y.,Lower Secondary Level,Somewhat concerned,0.4779,509,23565,0.44852,0.50585
317,317,2000,17-29 y.,Lower Secondary Level,Not concerned at all,0.23025,237,23565,0.21257,0.24536
318,318,2000,17-29 y.,Upper Secondary Level,Very concerned,0.31365,660,23565,0.3008,0.32948
319,319,2000,17-29 y.,Upper Secondary Level,Somewhat concerned,0.50214,1091,23565,0.48196,0.52575
320,320,2000,17-29 y.,Upper Secondary Level,Not concerned at all,0.18421,387,23565,0.17256,0.19738
321,321,2000,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.37563,115,23565,0.33608,0.41866
322,322,2000,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.52805,171,23565,0.48246,0.59245
323,323,2000,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.09632,36,23565,0.07728,0.11686
324,324,2000,17-29 y.,First Stage of Tertiary Education,Very concerned,0.38423,72,23565,0.32528,0.45431
325,325,2000,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.45957,102,23565,0.39654,0.5415
326,326,2000,17-29 y.,First Stage of Tertiary Education,Not concerned at all,0.1562,31,23565,0.12808,0.1917
327,327,2000,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.39575,94,23565,0.35462,0.43851
328,328,2000,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60425,143,23565,0.55153,0.65846
329,329,2000,30-45 y.,Primary Level,Very concerned,0.56126,36,23565,0.45857,0.68923
330,330,2000,30-45 y.,Primary Level,Somewhat concerned,0.43874,39,23565,0.37357,0.49791
331,331,2000,30-45 y.,Lower Secondary Level,Very concerned,0.35135,191,23565,0.31298,0.38359
332,332,2000,30-45 y.,Lower Secondary Level,Somewhat concerned,0.46743,292,23565,0.43773,0.49848
333,333,2000,30-45 y.,Lower Secondary Level,Not concerned at all,0.18122,104,23565,0.15811,0.20504
334,334,2000,30-45 y.,Upper Secondary Level,Very concerned,0.34154,1443,23565,0.33195,0.35133
335,335,2000,30-45 y.,Upper Secondary Level,Somewhat concerned,0.50712,2312,23565,0.49507,0.51864
336,336,2000,30-45 y.,Upper Secondary Level,Not concerned at all,0.15134,686,23565,0.14512,0.15917
337,337,2000,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.39376,191,23565,0.36747,0.42326
338,338,2000,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.50424,257,23565,0.46344,0.54559
339,339,2000,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.102,57,23565,0.08586,0.11932
340,340,2000,30-45 y.,First Stage of Tertiary Education,Very concerned,0.36381,272,23565,0.3351,0.39008
341,341,2000,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.50933,410,23565,0.4849,0.5403
342,342,2000,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.12686,100,23565,0.10991,0.14289
343,343,2000,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.3506,586,23565,0.3326,0.36653
344,344,2000,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.54867,924,23565,0.52765,0.57532
345,345,2000,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.10072,159,23565,0.08909,0.11366
346,346,2000,46-65 y.,Primary Level,Very concerned,0.2988,48,23565,0.25856,0.34521
347,347,2000,46-65 y.,Primary Level,Somewhat concerned,0.41467,72,23565,0.36442,0.47097
348,348,2000,46-65 y.,Primary Level,Not concerned at all,0.28652,44,23565,0.23753,0.33517
349,349,2000,46-65 y.,Lower Secondary Level,Very concerned,0.31334,283,23565,0.29169,0.33163
350,350,2000,46-65 y.,Lower Secondary Level,Somewhat concerned,0.49684,497,23565,0.47268,0.52241
351,351,2000,46-65 y.,Lower Secondary Level,Not concerned at all,0.18982,198,23565,0.17308,0.20573
352,352,2000,46-65 y.,Upper Secondary Level,Very concerned,0.32496,1344,23565,0.3155,0.33425
353,353,2000,46-65 y.,Upper Secondary Level,Somewhat concerned,0.49758,2155,23565,0.48508,0.50766
354,354,2000,46-65 y.,Upper Secondary Level,Not concerned at all,0.17745,749,23565,0.17098,0.1825
355,355,2000,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.42122,70,23565,0.37117,0.47448
356,356,2000,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.57878,87,23565,0.4993,0.65793
357,357,2000,46-65 y.,First Stage of Tertiary Education,Very concerned,0.36537,222,23565,0.33572,0.39544
358,358,2000,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.4933,336,23565,0.46598,0.52523
359,359,2000,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.14132,88,23565,0.12553,0.15783
360,360,2000,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.38343,540,23565,0.36367,0.40422
361,361,2000,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.49818,738,23565,0.4783,0.5206
362,362,2000,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.11839,167,23565,0.10794,0.12958
363,363,2000,66 and older,Lower Secondary Level,Very concerned,0.18418,168,23565,0.17356,0.19547
364,364,2000,66 and older,Lower Secondary Level,Somewhat concerned,0.4926,442,23565,0.47466,0.51737
365,365,2000,66 and older,Lower Secondary Level,Not concerned at all,0.32322,278,23565,0.30715,0.3386
366,366,2000,66 and older,Upper Secondary Level,Very concerned,0.21483,416,23565,0.20531,0.22478
367,367,2000,66 and older,Upper Secondary Level,Somewhat concerned,0.5219,961,23565,0.50596,0.53507
368,368,2000,66 and older,Upper Secondary Level,Not concerned at all,0.26327,457,23565,0.25295,0.27333
369,369,2000,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,40,23565,0.90057,1.0896
370,370,2000,66 and older,First Stage of Tertiary Education,Very concerned,0.25878,64,23565,0.22685,0.28767
371,371,2000,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.55566,127,23565,0.51094,0.6183
372,372,2000,66 and older,First Stage of Tertiary Education,Not concerned at all,0.18556,46,23565,0.16367,0.20861
373,373,2000,66 and older,Second Stage of Tertiary Education,Very concerned,0.32767,138,23565,0.30139,0.35194
374,374,2000,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.45799,191,23565,0.42612,0.48939
375,375,2000,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.21434,82,23565,0.19898,0.23219
376,376,2001,17-29 y.,Pre-primary Level,Very concerned,0.38934,221,21239,0.36459,0.41491
377,377,2001,17-29 y.,Pre-primary Level,Somewhat concerned,0.42106,219,21239,0.38478,0.46611
378,378,2001,17-29 y.,Pre-primary Level,Not concerned at all,0.1896,93,21239,0.17044,0.2084
379,379,2001,17-29 y.,Lower Secondary Level,Very concerned,0.32574,303,21239,0.3033,0.34918
380,380,2001,17-29 y.,Lower Secondary Level,Somewhat concerned,0.46102,442,21239,0.42934,0.48962
381,381,2001,17-29 y.,Lower Secondary Level,Not concerned at all,0.21323,193,21239,0.19233,0.23569
382,382,2001,17-29 y.,Upper Secondary Level,Very concerned,0.38582,714,21239,0.36931,0.40426
383,383,2001,17-29 y.,Upper Secondary Level,Somewhat concerned,0.45275,842,21239,0.43501,0.47349
384,384,2001,17-29 y.,Upper Secondary Level,Not concerned at all,0.16143,272,21239,0.14835,0.17364
385,385,2001,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.45246,103,21239,0.38222,0.52305
386,386,2001,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.54754,133,21239,0.49186,0.61131
387,387,2001,17-29 y.,First Stage of Tertiary Education,Very concerned,0.49041,60,21239,0.39999,0.59186
388,388,2001,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.50959,72,21239,0.43218,0.59986
389,389,2001,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.4162,87,21239,0.34774,0.46994
390,390,2001,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.5838,116,21239,0.51424,0.65522
391,391,2001,30-45 y.,Primary Level,Somewhat concerned,1.0,33,21239,0.7585,1.2779
392,392,2001,30-45 y.,Lower Secondary Level,Very concerned,0.35821,178,21239,0.32329,0.39801
393,393,2001,30-45 y.,Lower Secondary Level,Somewhat concerned,0.5002,247,21239,0.45681,0.54423
394,394,2001,30-45 y.,Lower Secondary Level,Not concerned at all,0.14159,80,21239,0.12275,0.16444
395,395,2001,30-45 y.,Upper Secondary Level,Very concerned,0.3659,1444,21239,0.35503,0.37919
396,396,2001,30-45 y.,Upper Secondary Level,Somewhat concerned,0.49065,1947,21239,0.47729,0.50582
397,397,2001,30-45 y.,Upper Secondary Level,Not concerned at all,0.14345,573,21239,0.13638,0.15032
398,398,2001,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.43896,222,21239,0.39919,0.47413
399,399,2001,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.47415,232,21239,0.43942,0.51357
400,400,2001,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.08689,47,21239,0.07497,0.10057
401,401,2001,30-45 y.,First Stage of Tertiary Education,Very concerned,0.40532,285,21239,0.37132,0.43795
402,402,2001,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.51576,371,21239,0.4816,0.54649
403,403,2001,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.07892,54,21239,0.06543,0.09536
404,404,2001,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.38076,584,21239,0.36014,0.40226
405,405,2001,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.53784,784,21239,0.51629,0.5656
406,406,2001,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.08139,112,21239,0.07215,0.0912
407,407,2001,46-65 y.,Primary Level,Very concerned,0.3388,32,21239,0.25872,0.4176
408,408,2001,46-65 y.,Primary Level,Somewhat concerned,0.6612,58,21239,0.56323,0.78068
409,409,2001,46-65 y.,Lower Secondary Level,Very concerned,0.35095,273,21239,0.3248,0.37827
410,410,2001,46-65 y.,Lower Secondary Level,Somewhat concerned,0.46861,373,21239,0.43994,0.50142
411,411,2001,46-65 y.,Lower Secondary Level,Not concerned at all,0.18044,158,21239,0.164,0.19778
412,412,2001,46-65 y.,Upper Secondary Level,Very concerned,0.33694,1333,21239,0.32673,0.34816
413,413,2001,46-65 y.,Upper Secondary Level,Somewhat concerned,0.49253,1928,21239,0.48007,0.50497
414,414,2001,46-65 y.,Upper Secondary Level,Not concerned at all,0.17053,644,21239,0.16488,0.17828
415,415,2001,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.4738,79,21239,0.41735,0.53983
416,416,2001,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.5262,89,21239,0.4593,0.61792
417,417,2001,46-65 y.,First Stage of Tertiary Education,Very concerned,0.41469,242,21239,0.38682,0.44901
418,418,2001,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.48232,281,21239,0.45229,0.51368
419,419,2001,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.10299,61,21239,0.09029,0.12082
420,420,2001,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.43318,596,21239,0.41257,0.46107
421,421,2001,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.43793,633,21239,0.4202,0.45593
422,422,2001,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.12888,164,21239,0.11806,0.1395
423,423,2001,66 and older,Lower Secondary Level,Very concerned,0.24873,194,21239,0.22893,0.26724
424,424,2001,66 and older,Lower Secondary Level,Somewhat concerned,0.47554,387,21239,0.45163,0.49462
425,425,2001,66 and older,Lower Secondary Level,Not concerned at all,0.27573,210,21239,0.26219,0.2942
426,426,2001,66 and older,Upper Secondary Level,Very concerned,0.26793,491,21239,0.25626,0.28009
427,427,2001,66 and older,Upper Secondary Level,Somewhat concerned,0.50399,868,21239,0.48851,0.52105
428,428,2001,66 and older,Upper Secondary Level,Not concerned at all,0.22808,390,21239,0.21767,0.23806
429,429,2001,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,47,21239,0.86211,1.15025
430,430,2001,66 and older,First Stage of Tertiary Education,Very concerned,0.30138,73,21239,0.26348,0.33165
431,431,2001,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.53044,114,21239,0.47899,0.57131
432,432,2001,66 and older,First Stage of Tertiary Education,Not concerned at all,0.16818,40,21239,0.14531,0.19086
433,433,2001,66 and older,Second Stage of Tertiary Education,Very concerned,0.38956,168,21239,0.36068,0.4205
434,434,2001,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.40158,171,21239,0.37328,0.43069
435,435,2001,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.20886,79,21239,0.18554,0.22892
436,436,2002,17-29 y.,Pre-primary Level,Very concerned,0.36729,218,22386,0.33345,0.40153
437,437,2002,17-29 y.,Pre-primary Level,Somewhat concerned,0.45076,281,22386,0.40991,0.49502
438,438,2002,17-29 y.,Pre-primary Level,Not concerned at all,0.18195,103,22386,0.15334,0.21068
439,439,2002,17-29 y.,Lower Secondary Level,Very concerned,0.26429,233,22386,0.23406,0.28739
440,440,2002,17-29 y.,Lower Secondary Level,Somewhat concerned,0.49156,428,22386,0.45584,0.53246
441,441,2002,17-29 y.,Lower Secondary Level,Not concerned at all,0.24416,202,22386,0.22166,0.27099
442,442,2002,17-29 y.,Upper Secondary Level,Very concerned,0.27616,495,22386,0.25511,0.30057
443,443,2002,17-29 y.,Upper Secondary Level,Somewhat concerned,0.51288,967,22386,0.48526,0.53655
444,444,2002,17-29 y.,Upper Secondary Level,Not concerned at all,0.21096,371,22386,0.19556,0.22878
445,445,2002,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.2908,75,22386,0.22623,0.35318
446,446,2002,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.56379,156,22386,0.48069,0.6384
447,447,2002,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.14541,45,22386,0.11716,0.17935
448,448,2002,17-29 y.,First Stage of Tertiary Education,Very concerned,0.39359,37,22386,0.26562,0.55062
449,449,2002,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.60641,58,22386,0.4833,0.74393
450,450,2002,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.2761,55,22386,0.21725,0.34138
451,451,2002,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.7239,142,22386,0.61731,0.8249
452,452,2002,30-45 y.,Primary Level,Somewhat concerned,1.0,44,22386,0.82899,1.22164
453,453,2002,30-45 y.,Lower Secondary Level,Very concerned,0.32293,131,22386,0.28665,0.36262
454,454,2002,30-45 y.,Lower Secondary Level,Somewhat concerned,0.5121,250,22386,0.46333,0.56397
455,455,2002,30-45 y.,Lower Secondary Level,Not concerned at all,0.16497,85,22386,0.13947,0.19808
456,456,2002,30-45 y.,Upper Secondary Level,Very concerned,0.30061,1108,22386,0.28838,0.31429
457,457,2002,30-45 y.,Upper Secondary Level,Somewhat concerned,0.54419,2098,22386,0.52862,0.56038
458,458,2002,30-45 y.,Upper Secondary Level,Not concerned at all,0.15519,602,22386,0.14723,0.16416
459,459,2002,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.33692,178,22386,0.30122,0.37133
460,460,2002,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.56175,308,22386,0.50624,0.60474
461,461,2002,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.10133,68,22386,0.07931,0.12587
462,462,2002,30-45 y.,First Stage of Tertiary Education,Very concerned,0.25844,186,22386,0.22856,0.2892
463,463,2002,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.58081,441,22386,0.5319,0.62569
464,464,2002,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.16075,110,22386,0.13968,0.18975
465,465,2002,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.27252,498,22386,0.25141,0.29626
466,466,2002,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60795,1025,22386,0.57554,0.64178
467,467,2002,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.11953,204,22386,0.10438,0.13455
468,468,2002,46-65 y.,Primary Level,Somewhat concerned,1.0,56,22386,0.81621,1.19738
469,469,2002,46-65 y.,Lower Secondary Level,Very concerned,0.26546,193,22386,0.23937,0.28893
470,470,2002,46-65 y.,Lower Secondary Level,Somewhat concerned,0.53424,398,22386,0.50308,0.57192
471,471,2002,46-65 y.,Lower Secondary Level,Not concerned at all,0.20031,156,22386,0.17902,0.22553
472,472,2002,46-65 y.,Upper Secondary Level,Very concerned,0.2642,1074,22386,0.25427,0.2774
473,473,2002,46-65 y.,Upper Secondary Level,Somewhat concerned,0.56268,2261,22386,0.54673,0.5805
474,474,2002,46-65 y.,Upper Secondary Level,Not concerned at all,0.17312,692,22386,0.1637,0.18178
475,475,2002,46-65 y.,Post-secondary Non-tertiary Level,Very concerned,0.27936,68,22386,0.23423,0.32381
476,476,2002,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.55644,122,22386,0.48911,0.63205
477,477,2002,46-65 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.1642,40,22386,0.13071,0.2046
478,478,2002,46-65 y.,First Stage of Tertiary Education,Very concerned,0.31891,199,22386,0.28316,0.35717
479,479,2002,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.54013,363,22386,0.49744,0.59288
480,480,2002,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.14095,84,22386,0.11953,0.15616
481,481,2002,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.32405,678,22386,0.30238,0.34876
482,482,2002,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.55514,1138,22386,0.52409,0.58797
483,483,2002,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.12081,227,22386,0.10544,0.13662
484,484,2002,66 and older,Lower Secondary Level,Very concerned,0.22242,166,22386,0.20588,0.23989
485,485,2002,66 and older,Lower Secondary Level,Somewhat concerned,0.52172,407,22386,0.49796,0.54516
486,486,2002,66 and older,Lower Secondary Level,Not concerned at all,0.25586,202,22386,0.23863,0.2762
487,487,2002,66 and older,Upper Secondary Level,Very concerned,0.23855,438,22386,0.22493,0.25045
488,488,2002,66 and older,Upper Secondary Level,Somewhat concerned,0.52704,968,22386,0.50856,0.54421
489,489,2002,66 and older,Upper Secondary Level,Not concerned at all,0.2344,426,22386,0.2236,0.24765
490,490,2002,66 and older,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,47,22386,0.84391,1.13849
491,491,2002,66 and older,First Stage of Tertiary Education,Very concerned,0.27529,63,22386,0.2419,0.30855
492,492,2002,66 and older,First Stage of Tertiary Education,Somewhat concerned,0.53054,128,22386,0.48426,0.57452
493,493,2002,66 and older,First Stage of Tertiary Education,Not concerned at all,0.19418,48,22386,0.16474,0.22136
494,494,2002,66 and older,Second Stage of Tertiary Education,Very concerned,0.33575,173,22386,0.29647,0.36904
495,495,2002,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.45219,269,22386,0.41628,0.49226
496,496,2002,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.21206,100,22386,0.18673,0.23916
497,497,2003,17-29 y.,Pre-primary Level,Very concerned,0.26318,166,21440,0.2272,0.30584
498,498,2003,17-29 y.,Pre-primary Level,Somewhat concerned,0.48924,312,21440,0.44354,0.53422
499,499,2003,17-29 y.,Pre-primary Level,Not concerned at all,0.24758,136,21440,0.21914,0.28085
500,500,2003,17-29 y.,Lower Secondary Level,Very concerned,0.25053,190,21440,0.22082,0.28479
501,501,2003,17-29 y.,Lower Secondary Level,Somewhat concerned,0.46033,398,21440,0.42228,0.4941
502,502,2003,17-29 y.,Lower Secondary Level,Not concerned at all,0.28913,226,21440,0.25668,0.32049
503,503,2003,17-29 y.,Upper Secondary Level,Very concerned,0.20998,343,21440,0.19121,0.2323
504,504,2003,17-29 y.,Upper Secondary Level,Somewhat concerned,0.55561,973,21440,0.52427,0.58693
505,505,2003,17-29 y.,Upper Secondary Level,Not concerned at all,0.2344,419,21440,0.2166,0.25942
506,506,2003,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.17545,48,21440,0.12306,0.22604
507,507,2003,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.59559,166,21440,0.50972,0.68536
508,508,2003,17-29 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.22896,60,21440,0.17575,0.28156
509,509,2003,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,1.0,50,21440,0.77615,1.26916
510,510,2003,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.22503,43,21440,0.16168,0.28447
511,511,2003,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.54609,117,21440,0.45659,0.64089
512,512,2003,17-29 y.,Second Stage of Tertiary Education,Not concerned at all,0.22888,41,21440,0.17014,0.28185
513,513,2003,30-45 y.,Lower Secondary Level,Very concerned,0.25392,102,21440,0.21993,0.29012
514,514,2003,30-45 y.,Lower Secondary Level,Somewhat concerned,0.51618,227,21440,0.46951,0.56561
515,515,2003,30-45 y.,Lower Secondary Level,Not concerned at all,0.2299,102,21440,0.19329,0.2598
516,516,2003,30-45 y.,Upper Secondary Level,Very concerned,0.23954,841,21440,0.22873,0.25066
517,517,2003,30-45 y.,Upper Secondary Level,Somewhat concerned,0.56876,2012,21440,0.55025,0.58673
518,518,2003,30-45 y.,Upper Secondary Level,Not concerned at all,0.1917,694,21440,0.18179,0.20201
519,519,2003,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.27808,137,21440,0.24458,0.31406
520,520,2003,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.55365,300,21440,0.50328,0.60994
521,521,2003,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.16826,104,21440,0.13942,0.19861
522,522,2003,30-45 y.,First Stage of Tertiary Education,Very concerned,0.25446,164,21440,0.21993,0.29237
523,523,2003,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.55098,407,21440,0.50909,0.5954
524,524,2003,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.19457,126,21440,0.17058,0.22812
525,525,2003,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.20878,309,21440,0.18891,0.23606
526,526,2003,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.64098,1010,21440,0.6084,0.67744
527,527,2003,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.15025,250,21440,0.13437,0.17204
528,528,2003,46-65 y.,Primary Level,Somewhat concerned,0.56613,44,21440,0.45121,0.71367
