"plj0047","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","2007","66 +","Ostdeutschland","547","0.479447849026674","0.450098172518572","0.508797525534776"
"Keine Sorgen","2007","17-34","Westdeutschland","733","0.216632760222138","0.202858563449652","0.230406956994623"
"Keine Sorgen","2007","17-34","Ostdeutschland","281","0.248555852880648","0.224275043915359","0.272836661845938"
"Keine Sorgen","2007","35-65","Westdeutschland","1491","0.168909560154323","0.161052358576996","0.176766761731649"
"Keine Sorgen","2007","35-65","Ostdeutschland","434","0.179380196424931","0.164761406831654","0.193998986018208"
"Keine Sorgen","2007","66 +","Westdeutschland","775","0.255361084590281","0.240166806341812","0.270555362838749"
"Keine Sorgen","2007","66 +","Ostdeutschland","209","0.19215216995344","0.16900553103227","0.21529880887461"
"Grosse Sorgen","2008","17-34","Westdeutschland","732","0.243290441610764","0.228391605648756","0.258189277572772"
"Grosse Sorgen","2008","17-34","Ostdeutschland","231","0.209658109888389","0.18597637614437","0.233339843632408"
"Grosse Sorgen","2008","35-65","Westdeutschland","2012","0.256127088125846","0.24663722192519","0.265616954326502"
"Grosse Sorgen","2008","35-65","Ostdeutschland","570","0.232683277083051","0.216119933750496","0.249246620415606"
"Grosse Sorgen","2008","66 +","Westdeutschland","660","0.204387516974313","0.190267153644811","0.218507880303815"
"Grosse Sorgen","2008","66 +","Ostdeutschland","277","0.261042085094186","0.235157831562774","0.286926338625599"
"Einige Sorgen","2008","17-34","Westdeutschland","1696","0.515672359078183","0.498319071679597","0.533025646476769"
"Einige Sorgen","2008","17-34","Ostdeutschland","639","0.549769180276427","0.52082521920102","0.578713141351834"
"Einige Sorgen","2008","35-65","Westdeutschland","4544","0.551540489184219","0.540727810920225","0.562353167448214"
"Einige Sorgen","2008","35-65","Ostdeutschland","1453","0.560092131581911","0.540634557730575","0.579549705433247"
"Einige Sorgen","2008","66 +","Westdeutschland","1689","0.550129001856496","0.532709161838382","0.567548841874611"
"Einige Sorgen","2008","66 +","Ostdeutschland","609","0.543373035321865","0.514016800978568","0.572729269665162"
"Keine Sorgen","2008","17-34","Westdeutschland","758","0.241037199311053","0.226185454218272","0.255888944403833"
"Keine Sorgen","2008","17-34","Ostdeutschland","265","0.240572709835184","0.215706108021139","0.265439311649229"
"Keine Sorgen","2008","35-65","Westdeutschland","1571","0.192332422689935","0.18376351357093","0.200901331808939"
"Keine Sorgen","2008","35-65","Ostdeutschland","477","0.207224591335038","0.1913364235425","0.223112759127576"
"Keine Sorgen","2008","66 +","Westdeutschland","784","0.245483481169191","0.230413475821953","0.260553486516429"
"Keine Sorgen","2008","66 +","Ostdeutschland","220","0.195584879583948","0.172208444665814","0.218961314502082"
"Grosse Sorgen","2009","17-34","Westdeutschland","554","0.195875021573155","0.181445511321261","0.210304531825049"
"Grosse Sorgen","2009","17-34","Ostdeutschland","208","0.223940934696226","0.198494151490887","0.249387717901566"
"Grosse Sorgen","2009","35-65","Westdeutschland","1504","0.215072062236551","0.205744043201423","0.224400081271679"
"Grosse Sorgen","2009","35-65","Ostdeutschland","475","0.205594878266283","0.189358589155898","0.221831167376668"
"Grosse Sorgen","2009","66 +","Westdeutschland","504","0.173809918022264","0.160252020115991","0.187367815928537"
"Grosse Sorgen","2009","66 +","Ostdeutschland","244","0.221877235384144","0.197455521949459","0.246298948818828"
"Einige Sorgen","2009","17-34","Westdeutschland","1585","0.547763651632698","0.529667775120629","0.565859528144767"
"Einige Sorgen","2009","17-34","Ostdeutschland","576","0.519106019035602","0.488608011926612","0.549604026144593"
"Einige Sorgen","2009","35-65","Westdeutschland","4288","0.577768525933198","0.566555191575966","0.588981860290431"
"Einige Sorgen","2009","35-65","Ostdeutschland","1472","0.596661577587176","0.576952856379515","0.616370298794838"
"Einige Sorgen","2009","66 +","Westdeutschland","1674","0.558779979032605","0.541015064710163","0.576544893355047"
"Einige Sorgen","2009","66 +","Ostdeutschland","662","0.589777628584452","0.56086753381823","0.618687723350675"
"Keine Sorgen","2009","17-34","Westdeutschland","767","0.256361326794147","0.240486553751875","0.272236099836418"
"Keine Sorgen","2009","17-34","Ostdeutschland","247","0.256953046268171","0.230281157409938","0.283624935126405"
"Keine Sorgen","2009","35-65","Westdeutschland","1661","0.207159411830251","0.197958564964792","0.21636025869571"
"Keine Sorgen","2009","35-65","Ostdeutschland","433","0.19774354414654","0.181741797881265","0.213745290411816"
"Keine Sorgen","2009","66 +","Westdeutschland","823","0.267410102945131","0.251574505193719","0.283245700696543"
"Keine Sorgen","2009","66 +","Ostdeutschland","206","0.188345136031404","0.165364682273436","0.211325589789372"
"Grosse Sorgen","2010","17-34","Westdeutschland","1104","0.184828923036543","0.174051572839439","0.195606273233646"
"Grosse Sorgen","2010","17-34","Ostdeutschland","275","0.188294313208777","0.168743250017768","0.207845376399785"
"Grosse Sorgen","2010","35-65","Westdeutschland","2400","0.223737884792549","0.2157479519901","0.231727817594998"
"Grosse Sorgen","2010","35-65","Ostdeutschland","601","0.219840130984152","0.20463300454752","0.235047257420784"
"Grosse Sorgen","2010","66 +","Westdeutschland","504","0.181323011453806","0.167346016870349","0.195300006037263"
"Grosse Sorgen","2010","66 +","Ostdeutschland","242","0.236828556514078","0.211101598566604","0.262555514461553"
"Einige Sorgen","2010","17-34","Westdeutschland","2658","0.544197199356619","0.530368883421143","0.558025515292095"
"Einige Sorgen","2010","17-34","Ostdeutschland","877","0.559752088728465","0.534926531995923","0.584577645461007"
"Einige Sorgen","2010","35-65","Westdeutschland","5894","0.55982822296149","0.550311056660217","0.569345389262764"
"Einige Sorgen","2010","35-65","Ostdeutschland","1686","0.580056835178428","0.561933738834272","0.598179931522584"
"Einige Sorgen","2010","66 +","Westdeutschland","1668","0.564466774565007","0.546479685663832","0.582453863466183"
"Einige Sorgen","2010","66 +","Ostdeutschland","608","0.581006865039631","0.551149296870539","0.610864433208724"
"Keine Sorgen","2010","17-34","Westdeutschland","1221","0.270973877606838","0.258633231290839","0.283314523922838"
"Keine Sorgen","2010","17-34","Ostdeutschland","384","0.251953598062758","0.230242737669718","0.273664458455798"
"Keine Sorgen","2010","35-65","Westdeutschland","2157","0.216433892245961","0.208538574307708","0.224329210184214"
"Keine Sorgen","2010","35-65","Ostdeutschland","562","0.20010303383742","0.185412224315569","0.214793843359271"
"Keine Sorgen","2010","66 +","Westdeutschland","747","0.254210213981187","0.238414627442991","0.270005800519383"
"Keine Sorgen","2010","66 +","Ostdeutschland","199","0.182164578446291","0.158807136842665","0.205522020049916"
"Grosse Sorgen","2011","17-34","Westdeutschland","598","0.183484742385354","0.170159021699567","0.19681046307114"
"Grosse Sorgen","2011","17-34","Ostdeutschland","189","0.237212779582045","0.210634841384188","0.263790717779902"
"Grosse Sorgen","2011","35-65","Westdeutschland","1705","0.201137249661926","0.192684486643486","0.209590012680367"
"Grosse Sorgen","2011","35-65","Ostdeutschland","489","0.19565122800847","0.180402805829993","0.210899650186947"
"Grosse Sorgen","2011","66 +","Westdeutschland","619","0.169411128868553","0.157379485338112","0.181442772398995"
"Grosse Sorgen","2011","66 +","Ostdeutschland","237","0.208516757481548","0.185905298169037","0.231128216794059"
"Einige Sorgen","2011","17-34","Westdeutschland","1667","0.508069773662039","0.490858143367456","0.525281403956622"
"Einige Sorgen","2011","17-34","Ostdeutschland","524","0.476349233525284","0.445143517723038","0.507554949327529"
"Einige Sorgen","2011","35-65","Westdeutschland","4896","0.564286706948991","0.553830680605256","0.574742733292725"
"Einige Sorgen","2011","35-65","Ostdeutschland","1532","0.567401535547145","0.548357930881274","0.586445140213015"
"Einige Sorgen","2011","66 +","Westdeutschland","2000","0.531963100630254","0.515958614465988","0.547967586794519"
"Einige Sorgen","2011","66 +","Ostdeutschland","682","0.533637653031225","0.505871083923805","0.561404222138645"
"Keine Sorgen","2011","17-34","Westdeutschland","976","0.308445483952607","0.292544976146928","0.324345991758286"
"Keine Sorgen","2011","17-34","Ostdeutschland","271","0.286437986892671","0.258190376845728","0.314685596939614"
"Keine Sorgen","2011","35-65","Westdeutschland","2038","0.234576043389083","0.225640741960757","0.243511344817409"
"Keine Sorgen","2011","35-65","Ostdeutschland","579","0.236947236444386","0.220603004165046","0.253291468723725"
"Keine Sorgen","2011","66 +","Westdeutschland","1115","0.298625770501193","0.283946668841837","0.31330487216055"
"Keine Sorgen","2011","66 +","Ostdeutschland","321","0.257845589487227","0.233497536491926","0.282193642482528"
"Grosse Sorgen","2012","17-34","Westdeutschland","642","0.200396113008179","0.18647448775234","0.214317738264019"
"Grosse Sorgen","2012","17-34","Ostdeutschland","157","0.194320676412261","0.168752792057861","0.219888560766661"
"Grosse Sorgen","2012","35-65","Westdeutschland","1828","0.218778441907506","0.209987087836194","0.227569795978818"
"Grosse Sorgen","2012","35-65","Ostdeutschland","487","0.188905553161193","0.173939975429997","0.20387113089239"
"Grosse Sorgen","2012","66 +","Westdeutschland","790","0.214100718305757","0.201148591292818","0.227052845318695"
"Grosse Sorgen","2012","66 +","Ostdeutschland","267","0.238413314853184","0.215014799536893","0.261811830169476"
"Einige Sorgen","2012","17-34","Westdeutschland","1719","0.519924492686786","0.502549174864701","0.537299810508872"
"Einige Sorgen","2012","17-34","Ostdeutschland","485","0.502954245764043","0.470645760228702","0.535262731299383"
"Einige Sorgen","2012","35-65","Westdeutschland","4902","0.572936387066134","0.562417594594324","0.583455179537944"
"Einige Sorgen","2012","35-65","Ostdeutschland","1544","0.575703850521611","0.55680786606915","0.594599834974072"
"Einige Sorgen","2012","66 +","Westdeutschland","2110","0.543104168522995","0.527375253994093","0.558833083051898"
"Einige Sorgen","2012","66 +","Ostdeutschland","721","0.550233150391341","0.522916309427066","0.577549991355616"
"Keine Sorgen","2012","17-34","Westdeutschland","815","0.279679394305034","0.264069462757568","0.2952893258525"
"Keine Sorgen","2012","17-34","Ostdeutschland","278","0.302725077823696","0.273037114826282","0.33241304082111"
"Keine Sorgen","2012","35-65","Westdeutschland","1765","0.20828517102636","0.199649820627393","0.216920521425327"
"Keine Sorgen","2012","35-65","Ostdeutschland","597","0.235390596317196","0.219170636177271","0.251610556457121"
"Keine Sorgen","2012","66 +","Westdeutschland","953","0.242795113171248","0.229256466282947","0.256333760059549"
"Keine Sorgen","2012","66 +","Ostdeutschland","286","0.211353534755475","0.18893489205847","0.23377217745248"
"Grosse Sorgen","2013","17-34","Westdeutschland","768","0.155666654639413","0.145489753685859","0.165843555592968"
"Grosse Sorgen","2013","17-34","Ostdeutschland","147","0.177423639408762","0.152602526574058","0.202244752243467"
"Grosse Sorgen","2013","35-65","Westdeutschland","1889","0.196844556644364","0.18914070142507","0.204548411863659"
"Grosse Sorgen","2013","35-65","Ostdeutschland","464","0.175626135702863","0.161223022829508","0.190029248576218"
"Grosse Sorgen","2013","66 +","Westdeutschland","721","0.193769577989239","0.181115786103292","0.206423369875186"
"Grosse Sorgen","2013","66 +","Ostdeutschland","230","0.197087109832949","0.174728508663791","0.219445711002108"
"Einige Sorgen","2013","17-34","Westdeutschland","2201","0.494411399789593","0.480376682929887","0.508446116649299"
"Einige Sorgen","2013","17-34","Ostdeutschland","473","0.53110529771806","0.498682135093786","0.563528460342333"
"Einige Sorgen","2013","35-65","Westdeutschland","5300","0.552197160872721","0.542562484973397","0.561831836772045"
"Einige Sorgen","2013","35-65","Ostdeutschland","1538","0.570497098765572","0.551759693288878","0.589234504242266"
"Einige Sorgen","2013","66 +","Westdeutschland","2045","0.549048843733681","0.533118742233345","0.564978945234017"
"Einige Sorgen","2013","66 +","Ostdeutschland","711","0.573211894562708","0.545411878042269","0.601011911083147"
"Keine Sorgen","2013","17-34","Westdeutschland","1906","0.349921945570994","0.336533531862529","0.363310359279458"
"Keine Sorgen","2013","17-34","Ostdeutschland","290","0.291471062873178","0.261945110614093","0.320997015132263"
"Keine Sorgen","2013","35-65","Westdeutschland","3044","0.250958282482915","0.242557874600306","0.259358690365524"
"Keine Sorgen","2013","35-65","Ostdeutschland","679","0.253876765531565","0.237402106139662","0.270351424923468"
"Keine Sorgen","2013","66 +","Westdeutschland","982","0.25718157827708","0.243188619287666","0.271174537266495"
"Keine Sorgen","2013","66 +","Ostdeutschland","275","0.229700995604343","0.206058549340618","0.253343441868068"
"Grosse Sorgen","2014","17-34","Westdeutschland","1159","0.184579788270329","0.174160685596973","0.194998890943685"
"Grosse Sorgen","2014","17-34","Ostdeutschland","238","0.234373184593884","0.210038028890141","0.258708340297627"
"Grosse Sorgen","2014","35-65","Westdeutschland","2758","0.223375031647603","0.216024493988414","0.230725569306793"
"Grosse Sorgen","2014","35-65","Ostdeutschland","670","0.20895111529154","0.194802774577261","0.223099456005818"
"Grosse Sorgen","2014","66 +","Westdeutschland","751","0.202608749644067","0.189638193600017","0.215579305688116"
"Grosse Sorgen","2014","66 +","Ostdeutschland","299","0.253017692484041","0.228562597680871","0.27747278728721"
"Einige Sorgen","2014","17-34","Westdeutschland","2713","0.531768567139493","0.518367508000147","0.545169626278838"
"Einige Sorgen","2014","17-34","Ostdeutschland","597","0.492238202918422","0.463517883193335","0.520958522643508"
"Einige Sorgen","2014","35-65","Westdeutschland","6908","0.559278032271684","0.550516252181216","0.568039812362152"
"Einige Sorgen","2014","35-65","Ostdeutschland","1856","0.584815263010793","0.567667339373762","0.601963186647824"
"Einige Sorgen","2014","66 +","Westdeutschland","2073","0.555544146765422","0.539509205757661","0.571579087773182"
"Einige Sorgen","2014","66 +","Ostdeutschland","654","0.525344741269143","0.497254847893015","0.553434634645271"
"Keine Sorgen","2014","17-34","Westdeutschland","1454","0.283651644590178","0.271545599225147","0.29575768995521"
"Keine Sorgen","2014","17-34","Ostdeutschland","329","0.273388612487695","0.247784312243592","0.298992912731797"
"Keine Sorgen","2014","35-65","Westdeutschland","2668","0.217346936080712","0.210068173981439","0.224625698179986"
"Keine Sorgen","2014","35-65","Ostdeutschland","646","0.206233621697667","0.192153461834904","0.220313781560431"
"Keine Sorgen","2014","66 +","Westdeutschland","865","0.241847103590512","0.228029185692041","0.255665021488982"
"Keine Sorgen","2014","66 +","Ostdeutschland","261","0.221637566246817","0.198273341906502","0.245001790587132"
"Grosse Sorgen","2015","17-34","Westdeutschland","1588","0.302325096273764","0.290162105675584","0.314488086871944"
"Grosse Sorgen","2015","17-34","Ostdeutschland","384","0.379939363686048","0.351411455786696","0.408467271585399"
"Grosse Sorgen","2015","35-65","Westdeutschland","4021","0.348267663303268","0.339771832890894","0.356763493715642"
"Grosse Sorgen","2015","35-65","Ostdeutschland","995","0.326037119508614","0.309379229166358","0.342695009850871"
"Grosse Sorgen","2015","66 +","Westdeutschland","1242","0.336785273963391","0.321431999051554","0.352138548875229"
"Grosse Sorgen","2015","66 +","Ostdeutschland","406","0.357059298069271","0.330084859483065","0.384033736655477"
"Einige Sorgen","2015","17-34","Westdeutschland","2585","0.489702982482805","0.476463999921293","0.502941965044317"
"Einige Sorgen","2015","17-34","Ostdeutschland","475","0.434524785367737","0.405390138312018","0.463659432423456"
"Einige Sorgen","2015","35-65","Westdeutschland","6147","0.507562531232638","0.49864725207859","0.516477810386686"
"Einige Sorgen","2015","35-65","Ostdeutschland","1599","0.525696467088197","0.507951949571638","0.543440984604756"
"Einige Sorgen","2015","66 +","Westdeutschland","1866","0.516423722154646","0.500189443916718","0.532658000392573"
"Einige Sorgen","2015","66 +","Ostdeutschland","613","0.487563311874365","0.459422773745046","0.515703850003684"
"Keine Sorgen","2015","17-34","Westdeutschland","1304","0.207971921243431","0.197223384098086","0.218720458388776"
"Keine Sorgen","2015","17-34","Ostdeutschland","253","0.185535850946216","0.162687987009512","0.20838371488292"
"Keine Sorgen","2015","35-65","Westdeutschland","1912","0.144169805464094","0.137905894406379","0.150433716521809"
"Keine Sorgen","2015","35-65","Ostdeutschland","448","0.148266413403189","0.13563820432146","0.160894622484918"
"Keine Sorgen","2015","66 +","Westdeutschland","532","0.146791003881963","0.135294260636633","0.158287747127292"
"Keine Sorgen","2015","66 +","Ostdeutschland","193","0.155377390056364","0.134982468292776","0.175772311819951"
"Grosse Sorgen","2016","17-34","Westdeutschland","2108","0.431397017180165","0.418757256746199","0.444036777614131"
"Grosse Sorgen","2016","17-34","Ostdeutschland","466","0.457977826150166","0.430100150417659","0.485855501882674"
"Grosse Sorgen","2016","35-65","Westdeutschland","5418","0.489354479680743","0.480449411653051","0.498259547708435"
"Grosse Sorgen","2016","35-65","Ostdeutschland","1318","0.44954393808293","0.43203278896329","0.46705508720257"
"Grosse Sorgen","2016","66 +","Westdeutschland","1697","0.470131963449782","0.453688187138001","0.486575739761562"
"Grosse Sorgen","2016","66 +","Ostdeutschland","540","0.442553484419791","0.414032164953847","0.471074803885735"
"Einige Sorgen","2016","17-34","Westdeutschland","2242","0.417611455744223","0.405025438555376","0.430197472933071"
"Einige Sorgen","2016","17-34","Ostdeutschland","456","0.372437524610128","0.345386668823965","0.399488380396291"
"Einige Sorgen","2016","35-65","Westdeutschland","4739","0.413947404770042","0.405173224096361","0.422721585443723"
"Einige Sorgen","2016","35-65","Ostdeutschland","1305","0.436449249493837","0.418991002403576","0.453907496584098"
"Einige Sorgen","2016","66 +","Westdeutschland","1468","0.423105727431645","0.406828502105592","0.439382952757699"
"Einige Sorgen","2016","66 +","Ostdeutschland","472","0.436334790347557","0.40785704091355","0.464812539781564"
"Keine Sorgen","2016","17-34","Westdeutschland","1548","0.150991527075612","0.141854014075415","0.160129040075809"
"Keine Sorgen","2016","17-34","Ostdeutschland","305","0.169584649239706","0.148587189230892","0.190582109248519"
"Keine Sorgen","2016","35-65","Westdeutschland","1948","0.0966981155492151","0.0914332030524113","0.101963028046019"
"Keine Sorgen","2016","35-65","Ostdeutschland","477","0.114006812423233","0.102818931458204","0.125194693388262"
"Keine Sorgen","2016","66 +","Westdeutschland","374","0.106762309118573","0.0965881082179678","0.116936510019178"
"Keine Sorgen","2016","66 +","Ostdeutschland","153","0.121111725232652","0.102377097882458","0.139846352582846"
"Grosse Sorgen","2017","17-34","Westdeutschland","2106","0.394598442406712","0.383018869514959","0.406178015298466"
"Grosse Sorgen","2017","17-34","Ostdeutschland","475","0.402876523637541","0.377211757628448","0.428541289646633"
"Grosse Sorgen","2017","35-65","Westdeutschland","5094","0.427390215575448","0.419069898515609","0.435710532635287"
"Grosse Sorgen","2017","35-65","Ostdeutschland","1313","0.410401774372198","0.394149237633793","0.426654311110604"
"Grosse Sorgen","2017","66 +","Westdeutschland","1570","0.413994353038933","0.39820455585355","0.429784150224317"
"Grosse Sorgen","2017","66 +","Ostdeutschland","515","0.436311990888543","0.408334263862163","0.464289717914924"
"Einige Sorgen","2017","17-34","Westdeutschland","2653","0.464789407379552","0.452973051793159","0.476605762965944"
"Einige Sorgen","2017","17-34","Ostdeutschland","556","0.410650844748542","0.384908864753654","0.43639282474343"
"Einige Sorgen","2017","35-65","Westdeutschland","6005","0.464788678163295","0.45640009484901","0.47317726147758"
"Einige Sorgen","2017","35-65","Ostdeutschland","1642","0.460583136984217","0.444114610831109","0.477051663137326"
"Einige Sorgen","2017","66 +","Westdeutschland","1794","0.474292111426468","0.458284606647335","0.490299616205602"
"Einige Sorgen","2017","66 +","Ostdeutschland","528","0.432886719290957","0.404934487055154","0.46083895152676"
"Keine Sorgen","2017","17-34","Westdeutschland","2085","0.140612150213736","0.132376476731381","0.148847823696091"
"Keine Sorgen","2017","17-34","Ostdeutschland","372","0.186472631613918","0.166092222891187","0.206853040336648"
"Keine Sorgen","2017","35-65","Westdeutschland","2481","0.107821106261257","0.102604643994842","0.113037568527671"
"Keine Sorgen","2017","35-65","Ostdeutschland","564","0.129015088643584","0.117939571187612","0.140090606099556"
"Keine Sorgen","2017","66 +","Westdeutschland","374","0.111713535534598","0.101615012438687","0.12181205863051"
"Keine Sorgen","2017","66 +","Ostdeutschland","164","0.1308012898205","0.111779122132159","0.149823457508841"
"Grosse Sorgen","2018","17-34","Westdeutschland","1702","0.318859069258364","0.307456572757651","0.330261565759078"
"Grosse Sorgen","2018","17-34","Ostdeutschland","404","0.330994779843255","0.305780570178132","0.356208989508378"
"Grosse Sorgen","2018","35-65","Westdeutschland","4009","0.347505354367896","0.339285312809637","0.355725395926155"
"Grosse Sorgen","2018","35-65","Ostdeutschland","1117","0.350363615599797","0.334339126098966","0.366388105100627"
"Grosse Sorgen","2018","66 +","Westdeutschland","1248","0.319486588265607","0.304580743694009","0.334392432837204"
"Grosse Sorgen","2018","66 +","Ostdeutschland","426","0.344755667261553","0.318172528923803","0.371338805599304"
"Einige Sorgen","2018","17-34","Westdeutschland","2873","0.512757442934876","0.50052788764644","0.524986998223313"
"Einige Sorgen","2018","17-34","Ostdeutschland","599","0.472144766326415","0.445395305030568","0.498894227622262"
"Einige Sorgen","2018","35-65","Westdeutschland","6409","0.528599927308754","0.519982787108688","0.537217067508821"
"Einige Sorgen","2018","35-65","Ostdeutschland","1655","0.497500807605037","0.4807068090304","0.514294806179673"
"Einige Sorgen","2018","66 +","Westdeutschland","2014","0.539306103038015","0.523371698997582","0.555240507078449"
"Einige Sorgen","2018","66 +","Ostdeutschland","606","0.503529632101985","0.475565065656585","0.531494198547385"
"Keine Sorgen","2018","17-34","Westdeutschland","1842","0.168383487806759","0.159227749440014","0.177539226173505"
"Keine Sorgen","2018","17-34","Ostdeutschland","335","0.19686045383033","0.17555480420422","0.21816610345644"
"Keine Sorgen","2018","35-65","Westdeutschland","2473","0.12389471832335","0.11820737648444","0.129582060162259"
"Keine Sorgen","2018","35-65","Ostdeutschland","633","0.152135576795167","0.140072221145335","0.164198932444998"
"Keine Sorgen","2018","66 +","Westdeutschland","497","0.141207308696378","0.130075014220909","0.152339603171846"
"Keine Sorgen","2018","66 +","Ostdeutschland","196","0.151714700636461","0.131649952608081","0.171779448664842"
"Grosse Sorgen","2019","17-34","Westdeutschland","1775","0.350130016971188","0.337825198147034","0.362434835795342"
"Grosse Sorgen","2019","17-34","Ostdeutschland","411","0.373010511713106","0.345347165770985","0.400673857655227"
"Grosse Sorgen","2019","35-65","Westdeutschland","4721","0.384230742776491","0.375953548457202","0.392507937095781"
"Grosse Sorgen","2019","35-65","Ostdeutschland","1197","0.343287129861707","0.327568285838968","0.359005973884446"
"Grosse Sorgen","2019","66 +","Westdeutschland","1497","0.36195564987149","0.34690606851895","0.37700523122403"
"Grosse Sorgen","2019","66 +","Ostdeutschland","493","0.367461644271167","0.341274264973632","0.393649023568702"
"Einige Sorgen","2019","17-34","Westdeutschland","2365","0.486098134535487","0.473205270980126","0.498990998090847"
"Einige Sorgen","2019","17-34","Ostdeutschland","517","0.454212502589362","0.425731493251421","0.482693511927304"
"Einige Sorgen","2019","35-65","Westdeutschland","6173","0.505094719056256","0.496586756841384","0.513602681271127"
"Einige Sorgen","2019","35-65","Ostdeutschland","1770","0.522759190043477","0.506223447374978","0.539294932711975"
"Einige Sorgen","2019","66 +","Westdeutschland","1906","0.492885446245756","0.477228850440101","0.50854204205141"
"Einige Sorgen","2019","66 +","Ostdeutschland","637","0.501733035989525","0.474574272411613","0.528891799567436"
"Keine Sorgen","2019","17-34","Westdeutschland","1633","0.163771848493325","0.154225674853201","0.17331802213345"
"Keine Sorgen","2019","17-34","Ostdeutschland","246","0.172776985697532","0.151151379347464","0.1944025920476"
"Keine Sorgen","2019","35-65","Westdeutschland","2372","0.110674538167253","0.105335877504355","0.116013198830151"
"Keine Sorgen","2019","35-65","Ostdeutschland","538","0.133953680094816","0.12267776064303","0.145229599546603"
"Keine Sorgen","2019","66 +","Westdeutschland","514","0.145158903882755","0.134127371566654","0.156190436198855"
"Keine Sorgen","2019","66 +","Ostdeutschland","172","0.130805319739309","0.112490028367992","0.149120611110625"
"Grosse Sorgen","2020","17-34","Westdeutschland","1773","0.353917464913666","0.342498944957307","0.365335984870024"
"Grosse Sorgen","2020","17-34","Ostdeutschland","364","0.333885828134857","0.307897630675178","0.359874025594536"
"Grosse Sorgen","2020","35-65","Westdeutschland","4071","0.362600434794577","0.354361314138524","0.370839555450629"
"Grosse Sorgen","2020","35-65","Ostdeutschland","1009","0.339227471825185","0.323047131518392","0.355407812131979"
"Grosse Sorgen","2020","66 +","Westdeutschland","1457","0.385371533844937","0.369683463907215","0.401059603782658"
"Grosse Sorgen","2020","66 +","Ostdeutschland","432","0.335632182219515","0.309475538411232","0.361788826027797"
"Einige Sorgen","2020","17-34","Westdeutschland","2829","0.465236414650736","0.453325843697493","0.477146985603979"
"Einige Sorgen","2020","17-34","Ostdeutschland","552","0.472470958478052","0.44495950254152","0.499982414414583"
"Einige Sorgen","2020","35-65","Westdeutschland","6265","0.518086378432846","0.509522972940304","0.526649783925387"
"Einige Sorgen","2020","35-65","Ostdeutschland","1681","0.518232510575023","0.501156074909975","0.535308946240071"
"Einige Sorgen","2020","66 +","Westdeutschland","1767","0.481922316840763","0.465815514571418","0.498029119110109"
"Einige Sorgen","2020","66 +","Ostdeutschland","638","0.534015014025273","0.506383249302536","0.561646778748009"
"Keine Sorgen","2020","17-34","Westdeutschland","2135","0.180846120435598","0.171655344851166","0.19003689602003"
"Keine Sorgen","2020","17-34","Ostdeutschland","349","0.193643213387091","0.171867740685147","0.215418686089035"
"Keine Sorgen","2020","35-65","Westdeutschland","2743","0.119313186772578","0.113757780936678","0.124868592608477"
"Keine Sorgen","2020","35-65","Ostdeutschland","599","0.142540017599792","0.130592120086168","0.154487915113416"
"Keine Sorgen","2020","66 +","Westdeutschland","473","0.1327061493143","0.121770312447482","0.143641986181119"
"Keine Sorgen","2020","66 +","Ostdeutschland","182","0.130352803755213","0.111702854023712","0.149002753486713"
