"year","hhtyp","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2016","Paar mit Kind(ern)","Westdeutschland","4.94","4.5","21940","4.92","4.96"
"2016","Sonstige","Ostdeutschland","3.85","3.5","306","3.69","4.01"
"2016","Sonstige","Westdeutschland","4.5","3.5","1782","4.42","4.58"
"2017","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.71","2.5","2284","3.66","3.76"
"2017","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.17","3.5","7138","4.13","4.21"
"2017","1-Pers.- Haushalt","Ostdeutschland","2.55","1.5","1050","2.48","2.62"
"2017","1-Pers.- Haushalt","Westdeutschland","3.05","2.5","3232","3","3.1"
"2017","Alleinerziehende","Ostdeutschland","3.74","2.5","1004","3.67","3.81"
"2017","Alleinerziehende","Westdeutschland","4","3.5","3736","3.95","4.05"
"2017","Paar mit Kind(ern)","Ostdeutschland","4.34","3.5","4722","4.3","4.38"
"2017","Paar mit Kind(ern)","Westdeutschland","4.9","4.5","24207","4.88","4.92"
"2017","Sonstige","Ostdeutschland","4.69","3.5","303","4.53","4.85"
"2017","Sonstige","Westdeutschland","4.73","3.5","2414","4.66","4.8"
"2018","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.7","2.5","2279","3.65","3.75"
"2018","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.19","3.5","6970","4.15","4.23"
"2018","1-Pers.- Haushalt","Ostdeutschland","2.61","1.5","1050","2.54","2.68"
"2018","1-Pers.- Haushalt","Westdeutschland","3.14","2.5","3231","3.09","3.19"
"2018","Alleinerziehende","Ostdeutschland","3.76","2.5","1003","3.69","3.83"
"2018","Alleinerziehende","Westdeutschland","3.87","2.5","3665","3.82","3.92"
"2018","Paar mit Kind(ern)","Ostdeutschland","4.46","3.5","4543","4.42","4.5"
"2018","Paar mit Kind(ern)","Westdeutschland","4.96","4.5","22841","4.94","4.98"
"2018","Sonstige","Ostdeutschland","4.23","3.5","239","4.06","4.4"
"2018","Sonstige","Westdeutschland","4.75","3.5","1999","4.67","4.83"
"2019","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.78","2.5","2537","3.72","3.84"
"2019","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.22","3.5","7756","4.18","4.26"
"2019","1-Pers.- Haushalt","Ostdeutschland","2.65","1.5","1037","2.58","2.72"
"2019","1-Pers.- Haushalt","Westdeutschland","3.11","2.5","3420","3.06","3.16"
"2019","Alleinerziehende","Ostdeutschland","3.74","2.5","966","3.66","3.82"
"2019","Alleinerziehende","Westdeutschland","3.96","3.5","3343","3.9","4.02"
"2019","Paar mit Kind(ern)","Ostdeutschland","4.5","3.5","4627","4.45","4.55"
"2019","Paar mit Kind(ern)","Westdeutschland","4.95","4.5","22754","4.93","4.97"
"2019","Sonstige","Ostdeutschland","4.73","4.5","241","4.54","4.92"
"2019","Sonstige","Westdeutschland","4.71","3.5","1639","4.62","4.8"
"2020","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","3.77","2.5","2393","3.71","3.83"
"2020","(Ehe-)Paar ohne Kind(er)","Westdeutschland","4.24","3.5","7962","4.2","4.28"
"2020","1-Pers.- Haushalt","Ostdeutschland","2.68","1.5","1116","2.61","2.75"
"2020","1-Pers.- Haushalt","Westdeutschland","3.11","2.5","4143","3.06","3.16"
"2020","Alleinerziehende","Ostdeutschland","3.79","2.5","939","3.71","3.87"
"2020","Alleinerziehende","Westdeutschland","4.05","3.5","3340","4","4.1"
"2020","Paar mit Kind(ern)","Ostdeutschland","4.62","3.5","4379","4.57","4.67"
"2020","Paar mit Kind(ern)","Westdeutschland","5.04","4.5","23052","5.02","5.06"
"2020","Sonstige","Ostdeutschland","4.64","3.5","261","4.46","4.82"
"2020","Sonstige","Westdeutschland","4.94","4.5","2053","4.85","5.03"
