year,hhtyp,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Single-person household,West,Reasonable,0.46741,765,1632,0.44319,0.49162
2000,Single-person household,West,Slightly Expensive,0.15908,260,1632,0.14133,0.17683
2000,Single-person household,West,Too Expensive,0.01990,34,1632,0.01312,0.02668
2000,Single-person household,East,Very Inexpensive,0.07979,49,560,0.05733,0.10226
2000,Single-person household,East,Inexpensive,0.23671,139,560,0.20147,0.27195
2000,Single-person household,East,Reasonable,0.43738,247,560,0.39625,0.47850
2000,Single-person household,East,Slightly Expensive,0.21130,125,560,0.17746,0.24515
2000,Couple without children,West,Very Inexpensive,0.07742,100,1288,0.06281,0.09202
2000,Couple without children,West,Inexpensive,0.27856,369,1288,0.25407,0.30306
2000,Couple without children,West,Reasonable,0.43834,578,1288,0.41123,0.46545
2000,Couple without children,West,Slightly Expensive,0.17811,209,1288,0.15721,0.19902
2000,Couple without children,West,Too Expensive,0.02757,32,1288,0.01862,0.03651
2000,Couple without children,East,Very Inexpensive,0.05308,32,550,0.03433,0.07184
2000,Couple without children,East,Inexpensive,0.27852,158,550,0.24102,0.31602
2000,Couple without children,East,Reasonable,0.44352,245,550,0.40197,0.48508
2000,Couple without children,East,Slightly Expensive,0.20207,115,550,0.16848,0.23566
2000,Single parent,West,Inexpensive,0.20934,76,338,0.16590,0.25277
2000,Single parent,West,Reasonable,0.47462,183,338,0.42131,0.52794
2000,Single parent,West,Slightly Expensive,0.21259,79,338,0.16890,0.25627
2000,Single parent,East,Inexpensive,0.23340,35,141,0.16333,0.30347
2000,Single parent,East,Reasonable,0.31375,53,141,0.23688,0.39061
2000,Single parent,East,Slightly Expensive,0.34813,53,141,0.26922,0.42704
2000,Couple with children,West,Very Inexpensive,0.08387,109,1498,0.06983,0.09791
2000,Couple with children,West,Inexpensive,0.25643,380,1498,0.23431,0.27855
2000,Couple with children,West,Reasonable,0.43116,657,1498,0.40607,0.45625
2000,Couple with children,West,Slightly Expensive,0.19032,299,1498,0.17044,0.21021
2000,Couple with children,West,Too Expensive,0.03822,53,1498,0.02850,0.04793
2000,Couple with children,East,Very Inexpensive,0.08236,38,447,0.05684,0.10787
2000,Couple with children,East,Inexpensive,0.25849,119,447,0.21786,0.29912
2000,Couple with children,East,Reasonable,0.38717,176,447,0.34196,0.43237
2000,Couple with children,East,Slightly Expensive,0.23847,114,447,0.19892,0.27802
2001,Single-person household,West,Very Inexpensive,0.08329,115,1417,0.06889,0.09768
2001,Single-person household,West,Inexpensive,0.26399,374,1417,0.24103,0.28695
2001,Single-person household,West,Reasonable,0.47153,691,1417,0.44553,0.49753
2001,Single-person household,West,Slightly Expensive,0.16328,237,1417,0.14403,0.18253
2001,Single-person household,East,Very Inexpensive,0.07912,41,515,0.05578,0.10245
2001,Single-person household,East,Inexpensive,0.28190,145,515,0.24300,0.32080
2001,Single-person household,East,Reasonable,0.43714,227,515,0.39425,0.48002
2001,Single-person household,East,Slightly Expensive,0.18575,102,515,0.15213,0.21937
2001,Couple without children,West,Very Inexpensive,0.07890,99,1148,0.06329,0.09450
2001,Couple without children,West,Inexpensive,0.25685,321,1148,0.23156,0.28213
2001,Couple without children,West,Reasonable,0.46666,543,1148,0.43779,0.49554
2001,Couple without children,West,Slightly Expensive,0.17894,185,1148,0.15676,0.20113
2001,Couple without children,East,Very Inexpensive,0.06165,37,526,0.04108,0.08222
2001,Couple without children,East,Inexpensive,0.26678,139,526,0.22895,0.30462
2001,Couple without children,East,Reasonable,0.45838,240,526,0.41576,0.50100
2001,Couple without children,East,Slightly Expensive,0.20658,110,526,0.17195,0.24122
2001,Single parent,West,Inexpensive,0.21631,74,318,0.17099,0.26163
2001,Single parent,West,Reasonable,0.47170,164,318,0.41675,0.52666
2001,Single parent,West,Slightly Expensive,0.22284,80,318,0.17703,0.26865
2001,Single parent,East,Inexpensive,0.23440,33,131,0.16158,0.30722
2001,Single parent,East,Reasonable,0.39508,60,131,0.31104,0.47912
2001,Single parent,East,Slightly Expensive,0.29945,38,131,0.22072,0.37819
2001,Couple with children,West,Very Inexpensive,0.08294,105,1340,0.06817,0.09771
2001,Couple with children,West,Inexpensive,0.24351,323,1340,0.22053,0.26650
2001,Couple with children,West,Reasonable,0.46319,628,1340,0.43648,0.48990
2001,Couple with children,West,Slightly Expensive,0.18158,244,1340,0.16094,0.20223
2001,Couple with children,West,Too Expensive,0.02877,40,1340,0.01982,0.03772
2001,Couple with children,East,Inexpensive,0.22001,96,372,0.17786,0.26216
2001,Couple with children,East,Reasonable,0.46283,187,372,0.41209,0.51357
2001,Couple with children,East,Slightly Expensive,0.20997,89,372,0.16853,0.25142
2002,Single-person household,West,Very Inexpensive,0.09133,125,1440,0.07645,0.10622
2002,Single-person household,West,Inexpensive,0.24987,365,1440,0.22750,0.27224
2002,Single-person household,West,Reasonable,0.46053,661,1440,0.43478,0.48628
2002,Single-person household,West,Slightly Expensive,0.16525,246,1440,0.14606,0.18444
2002,Single-person household,West,Too Expensive,0.03302,43,1440,0.02379,0.04226
2002,Single-person household,East,Very Inexpensive,0.05756,35,531,0.03773,0.07739
2002,Single-person household,East,Inexpensive,0.28776,158,531,0.24922,0.32631
2002,Single-person household,East,Reasonable,0.47208,245,531,0.42957,0.51458
2002,Single-person household,East,Slightly Expensive,0.16308,93,531,0.13163,0.19454
2002,Couple without children,West,Very Inexpensive,0.07570,100,1173,0.06055,0.09084
2002,Couple without children,West,Inexpensive,0.27076,329,1173,0.24532,0.29620
2002,Couple without children,West,Reasonable,0.44588,533,1173,0.41742,0.47433
2002,Couple without children,West,Slightly Expensive,0.19098,211,1173,0.16847,0.21348
2002,Couple without children,East,Inexpensive,0.27800,155,486,0.23812,0.31787
2002,Couple without children,East,Reasonable,0.47215,242,486,0.42772,0.51658
2002,Couple without children,East,Slightly Expensive,0.17991,89,486,0.14573,0.21410
2002,Single parent,West,Inexpensive,0.20331,68,308,0.15829,0.24833
2002,Single parent,West,Reasonable,0.43910,163,308,0.38358,0.49461
2002,Single parent,West,Slightly Expensive,0.23191,77,308,0.18470,0.27913
2002,Single parent,East,Reasonable,0.39751,58,100,0.30111,0.49392
2002,Single parent,East,Slightly Expensive,0.35414,42,100,0.25993,0.44835
2002,Couple with children,West,Very Inexpensive,0.07472,96,1274,0.06027,0.08916
2002,Couple with children,West,Inexpensive,0.23080,292,1274,0.20766,0.25395
2002,Couple with children,West,Reasonable,0.47705,615,1274,0.44961,0.50449
2002,Couple with children,West,Slightly Expensive,0.17916,229,1274,0.15810,0.20023
2002,Couple with children,West,Too Expensive,0.03826,42,1274,0.02773,0.04880
2002,Couple with children,East,Inexpensive,0.23882,94,353,0.19428,0.28336
2002,Couple with children,East,Reasonable,0.44286,169,353,0.39097,0.49475
2002,Couple with children,East,Slightly Expensive,0.23661,90,353,0.19221,0.28101
2005,Single-person household,West,Very Inexpensive,0.05748,91,1368,0.04514,0.06982
2005,Single-person household,West,Inexpensive,0.25961,355,1368,0.23637,0.28285
2005,Single-person household,West,Reasonable,0.47801,644,1368,0.45153,0.50449
2005,Single-person household,West,Slightly Expensive,0.17804,241,1368,0.15776,0.19832
2005,Single-person household,West,Too Expensive,0.02686,37,1368,0.01829,0.03543
2005,Single-person household,East,Very Inexpensive,0.05355,31,519,0.03416,0.07294
2005,Single-person household,East,Inexpensive,0.24692,131,519,0.20978,0.28406
2005,Single-person household,East,Reasonable,0.50699,263,519,0.46394,0.55005
2005,Single-person household,East,Slightly Expensive,0.15637,94,519,0.12509,0.18764
2005,Couple without children,West,Very Inexpensive,0.08325,91,1105,0.06695,0.09955
2005,Couple without children,West,Inexpensive,0.23910,267,1105,0.21394,0.26426
2005,Couple without children,West,Reasonable,0.49017,554,1105,0.46068,0.51966
2005,Couple without children,West,Slightly Expensive,0.16673,193,1105,0.14475,0.18872
2005,Couple without children,East,Very Inexpensive,0.05844,31,475,0.03733,0.07956
2005,Couple without children,East,Inexpensive,0.21446,107,475,0.17751,0.25141
2005,Couple without children,East,Reasonable,0.51141,244,475,0.46641,0.55641
2005,Couple without children,East,Slightly Expensive,0.20290,93,475,0.16669,0.23910
2005,Single parent,West,Inexpensive,0.22016,74,310,0.17396,0.26636
2005,Single parent,West,Reasonable,0.45975,161,310,0.40418,0.51532
2005,Single parent,West,Slightly Expensive,0.20434,75,310,0.15938,0.24930
2005,Single parent,East,Reasonable,0.47876,65,101,0.38085,0.57668
2005,Single parent,East,Slightly Expensive,0.29567,36,101,0.20623,0.38511
2005,Couple with children,West,Very Inexpensive,0.06670,66,1033,0.05148,0.08192
2005,Couple with children,West,Inexpensive,0.25132,233,1033,0.22485,0.27778
2005,Couple with children,West,Reasonable,0.48291,514,1033,0.45242,0.51340
2005,Couple with children,West,Slightly Expensive,0.16838,187,1033,0.14555,0.19122
2005,Couple with children,West,Too Expensive,0.03069,33,1033,0.02017,0.04121
2005,Couple with children,East,Inexpensive,0.16352,60,273,0.11956,0.20747
2005,Couple with children,East,Reasonable,0.43848,138,273,0.37951,0.49745
2005,Couple with children,East,Slightly Expensive,0.29352,75,273,0.23940,0.34764
2006,Single-person household,West,Very Inexpensive,0.06734,107,1529,0.05478,0.07991
2006,Single-person household,West,Inexpensive,0.24615,378,1529,0.22455,0.26775
2006,Single-person household,West,Reasonable,0.46924,717,1529,0.44421,0.49426
2006,Single-person household,West,Slightly Expensive,0.18440,282,1529,0.16495,0.20385
2006,Single-person household,West,Too Expensive,0.03287,45,1529,0.02393,0.04182
2006,Single-person household,East,Very Inexpensive,0.05529,32,591,0.03685,0.07373
2006,Single-person household,East,Inexpensive,0.24122,151,591,0.20670,0.27575
2006,Single-person household,East,Reasonable,0.49408,301,591,0.45374,0.53443
2006,Single-person household,East,Slightly Expensive,0.19122,107,591,0.15949,0.22295
2006,Couple without children,West,Very Inexpensive,0.06737,82,1213,0.05326,0.08148
2006,Couple without children,West,Inexpensive,0.24615,307,1213,0.22189,0.27040
2006,Couple without children,West,Reasonable,0.48197,591,1213,0.45384,0.51010
2006,Couple without children,West,Slightly Expensive,0.17371,200,1213,0.15238,0.19504
2006,Couple without children,West,Too Expensive,0.03080,33,1213,0.02107,0.04053
2006,Couple without children,East,Very Inexpensive,0.04898,33,501,0.03006,0.06790
2006,Couple without children,East,Inexpensive,0.27161,133,501,0.23262,0.31060
2006,Couple without children,East,Reasonable,0.48757,245,501,0.44376,0.53138
2006,Couple without children,East,Slightly Expensive,0.17403,90,501,0.14080,0.20726
2006,Single parent,West,Inexpensive,0.24712,94,356,0.20225,0.29199
2006,Single parent,West,Reasonable,0.45325,175,356,0.40146,0.50503
2006,Single parent,West,Slightly Expensive,0.21324,87,356,0.17064,0.25585
2006,Single parent,East,Reasonable,0.45800,67,99,0.35935,0.55664
2006,Single parent,East,Slightly Expensive,0.25868,32,99,0.17197,0.34538
2006,Couple with children,West,Very Inexpensive,0.05396,63,1018,0.04007,0.06784
2006,Couple with children,West,Inexpensive,0.23792,240,1018,0.21175,0.26409
2006,Couple with children,West,Reasonable,0.47134,500,1018,0.44066,0.50202
2006,Couple with children,West,Slightly Expensive,0.20854,215,1018,0.18357,0.23351
2006,Couple with children,East,Inexpensive,0.20411,77,298,0.15827,0.24995
2006,Couple with children,East,Reasonable,0.34466,131,298,0.29061,0.39871
2006,Couple with children,East,Slightly Expensive,0.33070,90,298,0.27719,0.38420
2007,Single-person household,West,Very Inexpensive,0.07416,109,1447,0.06066,0.08767
2007,Single-person household,West,Inexpensive,0.24712,346,1447,0.22488,0.26935
2007,Single-person household,West,Reasonable,0.47663,694,1447,0.45089,0.50237
2007,Single-person household,West,Slightly Expensive,0.16978,260,1447,0.15043,0.18914
2007,Single-person household,West,Too Expensive,0.03231,38,1447,0.02319,0.04142
2007,Single-person household,East,Very Inexpensive,0.05682,34,556,0.03756,0.07608
2007,Single-person household,East,Inexpensive,0.23515,135,556,0.19987,0.27044
2007,Single-person household,East,Reasonable,0.50097,279,556,0.45937,0.54257
2007,Single-person household,East,Slightly Expensive,0.18800,108,556,0.15549,0.22051
2007,Couple without children,West,Very Inexpensive,0.06783,72,1090,0.05290,0.08277
2007,Couple without children,West,Inexpensive,0.22404,264,1090,0.19927,0.24880
2007,Couple without children,West,Reasonable,0.51397,536,1090,0.48429,0.54366
2007,Couple without children,West,Slightly Expensive,0.16286,187,1090,0.14093,0.18479
2007,Couple without children,West,Too Expensive,0.03129,31,1090,0.02095,0.04164
2007,Couple without children,East,Inexpensive,0.23618,123,436,0.19626,0.27609
2007,Couple without children,East,Reasonable,0.46407,217,436,0.41721,0.51094
2007,Couple without children,East,Slightly Expensive,0.20984,96,436,0.17157,0.24811
2007,Single parent,West,Inexpensive,0.22174,79,318,0.17601,0.26747
2007,Single parent,West,Reasonable,0.45348,167,318,0.39867,0.50828
2007,Single parent,West,Slightly Expensive,0.22650,72,318,0.18042,0.27258
2007,Single parent,East,Reasonable,0.41342,61,96,0.31439,0.51245
2007,Single parent,East,Slightly Expensive,0.30329,35,96,0.21085,0.39573
2007,Couple with children,West,Very Inexpensive,0.06468,62,977,0.04924,0.08011
2007,Couple with children,West,Inexpensive,0.23301,238,977,0.20649,0.25953
2007,Couple with children,West,Reasonable,0.44926,455,977,0.41805,0.48047
2007,Couple with children,West,Slightly Expensive,0.21292,191,977,0.18724,0.23861
2007,Couple with children,West,Too Expensive,0.04013,31,977,0.02782,0.05244
2007,Couple with children,East,Inexpensive,0.20792,67,262,0.15869,0.25716
2007,Couple with children,East,Reasonable,0.45063,128,262,0.39026,0.51099
2007,Couple with children,East,Slightly Expensive,0.21757,67,262,0.16752,0.26763
2008,Single-person household,West,Very Inexpensive,0.07696,110,1364,0.06281,0.09111
2008,Single-person household,West,Inexpensive,0.25192,339,1364,0.22887,0.27496
2008,Single-person household,West,Reasonable,0.45739,634,1364,0.43094,0.48383
2008,Single-person household,West,Slightly Expensive,0.18257,239,1364,0.16206,0.20308
2008,Single-person household,West,Too Expensive,0.03117,42,1364,0.02194,0.04039
2008,Single-person household,East,Very Inexpensive,0.07207,39,527,0.04997,0.09418
2008,Single-person household,East,Inexpensive,0.25242,126,527,0.21530,0.28954
2008,Single-person household,East,Reasonable,0.48540,274,527,0.44269,0.52812
2008,Single-person household,East,Slightly Expensive,0.16839,88,527,0.13641,0.20037
2008,Couple without children,West,Very Inexpensive,0.05249,64,1008,0.03872,0.06627
2008,Couple without children,West,Inexpensive,0.25825,262,1008,0.23122,0.28528
2008,Couple without children,West,Reasonable,0.50028,507,1008,0.46940,0.53117
2008,Couple without children,West,Slightly Expensive,0.17042,175,1008,0.14719,0.19364
2008,Couple without children,East,Inexpensive,0.26892,121,442,0.22754,0.31031
2008,Couple without children,East,Reasonable,0.44260,224,442,0.39624,0.48896
2008,Couple without children,East,Slightly Expensive,0.19922,97,442,0.16194,0.23650
2008,Single parent,West,Inexpensive,0.21535,77,302,0.16891,0.26179
2008,Single parent,West,Reasonable,0.44533,160,302,0.38918,0.50148
2008,Single parent,West,Slightly Expensive,0.22238,65,302,0.17540,0.26936
2008,Single parent,East,Reasonable,0.35572,50,87,0.25454,0.45690
2008,Single parent,East,Slightly Expensive,0.35791,37,87,0.25659,0.45923
2008,Couple with children,West,Very Inexpensive,0.07934,60,825,0.06089,0.09780
2008,Couple with children,West,Inexpensive,0.22577,212,825,0.19723,0.25432
2008,Couple with children,West,Reasonable,0.46001,388,825,0.42597,0.49404
2008,Couple with children,West,Slightly Expensive,0.20811,165,825,0.18039,0.23583
2008,Couple with children,East,Inexpensive,0.21603,64,237,0.16352,0.26854
2008,Couple with children,East,Reasonable,0.37885,112,237,0.31696,0.44074
2008,Couple with children,East,Slightly Expensive,0.25061,61,237,0.19532,0.30590
2009,Single-person household,West,Very Inexpensive,0.06599,94,1295,0.05247,0.07952
2009,Single-person household,West,Inexpensive,0.25953,336,1295,0.23564,0.28341
2009,Single-person household,West,Reasonable,0.46301,612,1295,0.43584,0.49017
2009,Single-person household,West,Slightly Expensive,0.18330,221,1295,0.16222,0.20439
2009,Single-person household,West,Too Expensive,0.02817,32,1295,0.01915,0.03718
2009,Single-person household,East,Very Inexpensive,0.07953,41,506,0.05593,0.10313
2009,Single-person household,East,Inexpensive,0.24025,131,506,0.20299,0.27752
2009,Single-person household,East,Reasonable,0.47121,245,506,0.42767,0.51474
2009,Single-person household,East,Slightly Expensive,0.18639,89,506,0.15242,0.22035
2009,Couple without children,West,Very Inexpensive,0.06453,66,951,0.04890,0.08015
2009,Couple without children,West,Inexpensive,0.23364,233,951,0.20673,0.26055
2009,Couple without children,West,Reasonable,0.49074,483,951,0.45895,0.52253
2009,Couple without children,West,Slightly Expensive,0.18921,169,951,0.16430,0.21411
2009,Couple without children,East,Very Inexpensive,0.06644,33,446,0.04330,0.08958
2009,Couple without children,East,Inexpensive,0.26056,120,446,0.21977,0.30134
2009,Couple without children,East,Reasonable,0.43043,193,446,0.38442,0.47643
2009,Couple without children,East,Slightly Expensive,0.21772,100,446,0.17938,0.25607
2009,Single parent,West,Inexpensive,0.25028,80,274,0.19890,0.30167
2009,Single parent,West,Reasonable,0.45590,143,274,0.39682,0.51498
2009,Single parent,West,Slightly Expensive,0.21443,51,274,0.16575,0.26312
2009,Single parent,East,Reasonable,0.42545,53,93,0.32442,0.52648
2009,Single parent,East,Slightly Expensive,0.32240,40,93,0.22689,0.41791
2009,Couple with children,West,Very Inexpensive,0.07194,51,755,0.05349,0.09038
2009,Couple with children,West,Inexpensive,0.21015,175,755,0.18107,0.23923
2009,Couple with children,West,Reasonable,0.51645,377,755,0.48078,0.55212
2009,Couple with children,West,Slightly Expensive,0.17421,152,755,0.14714,0.20128
2009,Couple with children,East,Inexpensive,0.20835,60,217,0.15419,0.26251
2009,Couple with children,East,Reasonable,0.44825,105,217,0.38192,0.51457
2009,Couple with children,East,Slightly Expensive,0.19426,52,217,0.14150,0.24702
2010,Single-person household,West,Very Inexpensive,0.08828,96,1166,0.07199,0.10458
2010,Single-person household,West,Inexpensive,0.22984,298,1166,0.20568,0.25400
2010,Single-person household,West,Reasonable,0.48607,571,1166,0.45737,0.51477
2010,Single-person household,West,Slightly Expensive,0.18081,201,1166,0.15871,0.20292
2010,Single-person household,East,Very Inexpensive,0.05952,33,472,0.03815,0.08089
2010,Single-person household,East,Inexpensive,0.25302,118,472,0.21376,0.29229
2010,Single-person household,East,Reasonable,0.46769,239,472,0.42263,0.51275
2010,Single-person household,East,Slightly Expensive,0.19993,82,472,0.16381,0.23605
2010,Couple without children,West,Very Inexpensive,0.05760,62,912,0.04247,0.07274
2010,Couple without children,West,Inexpensive,0.26445,255,912,0.23581,0.29309
2010,Couple without children,West,Reasonable,0.46118,430,912,0.42881,0.49355
2010,Couple without children,West,Slightly Expensive,0.19629,165,912,0.17050,0.22209
2010,Couple without children,East,Inexpensive,0.25991,107,387,0.21616,0.30367
2010,Couple without children,East,Reasonable,0.44022,195,387,0.39070,0.48974
2010,Couple without children,East,Slightly Expensive,0.21145,85,387,0.17071,0.25218
2010,Single parent,West,Very Inexpensive,0.08814,93,1075,0.07119,0.10510
2010,Single parent,West,Inexpensive,0.23325,270,1075,0.20796,0.25854
2010,Single parent,West,Reasonable,0.41563,452,1075,0.38616,0.44511
2010,Single parent,West,Slightly Expensive,0.23677,215,1075,0.21135,0.26219
2010,Single parent,West,Too Expensive,0.02621,45,1075,0.01665,0.03576
2010,Single parent,East,Inexpensive,0.18831,75,280,0.14244,0.23419
2010,Single parent,East,Reasonable,0.44208,123,280,0.38380,0.50035
2010,Single parent,East,Slightly Expensive,0.25134,82,280,0.20044,0.30224
2010,Couple with children,West,Very Inexpensive,0.08605,170,1996,0.07374,0.09835
2010,Couple with children,West,Inexpensive,0.21911,492,1996,0.20096,0.23726
2010,Couple with children,West,Reasonable,0.45652,882,1996,0.43466,0.47837
2010,Couple with children,West,Slightly Expensive,0.20358,380,1996,0.18591,0.22125
2010,Couple with children,West,Too Expensive,0.03475,72,1996,0.02671,0.04278
2010,Couple with children,East,Very Inexpensive,0.06798,42,523,0.04638,0.08957
2010,Couple with children,East,Inexpensive,0.20560,136,523,0.17093,0.24027
2010,Couple with children,East,Reasonable,0.45830,239,523,0.41555,0.50104
2010,Couple with children,East,Slightly Expensive,0.22098,106,523,0.18539,0.25658
2011,Single-person household,West,Very Inexpensive,0.07249,120,1611,0.05983,0.08516
2011,Single-person household,West,Inexpensive,0.24882,415,1611,0.22770,0.26993
2011,Single-person household,West,Reasonable,0.47665,773,1611,0.45225,0.50105
2011,Single-person household,West,Slightly Expensive,0.17590,262,1611,0.15730,0.19450
2011,Single-person household,West,Too Expensive,0.02614,41,1611,0.01834,0.03393
2011,Single-person household,East,Very Inexpensive,0.07442,43,618,0.05371,0.09512
2011,Single-person household,East,Inexpensive,0.25895,160,618,0.22438,0.29351
2011,Single-person household,East,Reasonable,0.43514,282,618,0.39602,0.47426
2011,Single-person household,East,Slightly Expensive,0.20361,133,618,0.17184,0.23539
2011,Couple without children,West,Very Inexpensive,0.07670,96,1188,0.06156,0.09183
2011,Couple without children,West,Inexpensive,0.24081,291,1188,0.21649,0.26513
2011,Couple without children,West,Reasonable,0.50839,623,1188,0.47995,0.53683
2011,Couple without children,West,Slightly Expensive,0.15464,178,1188,0.13407,0.17521
2011,Couple without children,East,Very Inexpensive,0.07100,38,513,0.04875,0.09324
2011,Couple without children,East,Inexpensive,0.24392,120,513,0.20672,0.28112
2011,Couple without children,East,Reasonable,0.46832,245,513,0.42509,0.51154
2011,Couple without children,East,Slightly Expensive,0.19961,110,513,0.16499,0.23424
2011,Single parent,West,Very Inexpensive,0.07274,113,1307,0.05865,0.08682
2011,Single parent,West,Inexpensive,0.24842,325,1307,0.22499,0.27186
2011,Single parent,West,Reasonable,0.43655,557,1307,0.40965,0.46345
2011,Single parent,West,Slightly Expensive,0.20753,260,1307,0.18554,0.22953
2011,Single parent,West,Too Expensive,0.03476,52,1307,0.02482,0.04469
2011,Single parent,East,Inexpensive,0.20251,92,376,0.16184,0.24319
2011,Single parent,East,Reasonable,0.42622,173,376,0.37616,0.47627
2011,Single parent,East,Slightly Expensive,0.26326,111,376,0.21868,0.30783
2011,Couple with children,West,Very Inexpensive,0.09113,179,1984,0.07846,0.10380
2011,Couple with children,West,Inexpensive,0.24632,517,1984,0.22736,0.26529
2011,Couple with children,West,Reasonable,0.45697,878,1984,0.43505,0.47890
2011,Couple with children,West,Slightly Expensive,0.17835,348,1984,0.16150,0.19520
2011,Couple with children,West,Too Expensive,0.02723,62,1984,0.02006,0.03439
2011,Couple with children,East,Very Inexpensive,0.10266,50,530,0.07680,0.12853
2011,Couple with children,East,Inexpensive,0.19991,132,530,0.16583,0.23399
2011,Couple with children,East,Reasonable,0.43893,233,530,0.39664,0.48122
2011,Couple with children,East,Slightly Expensive,0.21647,115,530,0.18138,0.25157
2012,Single-person household,West,Very Inexpensive,0.08684,146,1708,0.07348,0.10020
2012,Single-person household,West,Inexpensive,0.25108,455,1708,0.23051,0.27165
2012,Single-person household,West,Reasonable,0.47666,826,1708,0.45297,0.50036
2012,Single-person household,West,Slightly Expensive,0.16262,250,1708,0.14511,0.18012
2012,Single-person household,West,Too Expensive,0.02280,31,1708,0.01572,0.02988
2012,Single-person household,East,Very Inexpensive,0.06315,43,670,0.04471,0.08158
2012,Single-person household,East,Inexpensive,0.26789,189,670,0.23433,0.30145
2012,Single-person household,East,Reasonable,0.44456,308,670,0.40691,0.48222
2012,Single-person household,East,Slightly Expensive,0.18986,130,670,0.16014,0.21958
2012,Couple without children,West,Very Inexpensive,0.06118,83,1182,0.04751,0.07485
2012,Couple without children,West,Inexpensive,0.25699,337,1182,0.23207,0.28192
2012,Couple without children,West,Reasonable,0.51047,591,1182,0.48196,0.53898
2012,Couple without children,West,Slightly Expensive,0.15999,171,1182,0.13908,0.18090
2012,Couple without children,East,Very Inexpensive,0.09238,36,528,0.06766,0.11710
2012,Couple without children,East,Inexpensive,0.24450,134,528,0.20781,0.28120
2012,Couple without children,East,Reasonable,0.46234,261,528,0.41977,0.50491
2012,Couple without children,East,Slightly Expensive,0.17539,97,528,0.14292,0.20786
2012,Single parent,West,Very Inexpensive,0.08645,113,1221,0.07068,0.10222
2012,Single parent,West,Inexpensive,0.27552,335,1221,0.25044,0.30059
2012,Single parent,West,Reasonable,0.41809,506,1221,0.39041,0.44577
2012,Single parent,West,Slightly Expensive,0.17988,211,1221,0.15833,0.20144
2012,Single parent,West,Too Expensive,0.04006,56,1221,0.02906,0.05107
2012,Single parent,East,Inexpensive,0.27069,106,377,0.22578,0.31560
2012,Single parent,East,Reasonable,0.35420,172,377,0.30586,0.40254
2012,Single parent,East,Slightly Expensive,0.29350,99,377,0.24747,0.33953
2012,Couple with children,West,Very Inexpensive,0.06419,145,1807,0.05289,0.07550
2012,Couple with children,West,Inexpensive,0.23307,466,1807,0.21357,0.25257
2012,Couple with children,West,Reasonable,0.48579,838,1807,0.46274,0.50884
2012,Couple with children,West,Slightly Expensive,0.18301,294,1807,0.16518,0.20085
2012,Couple with children,West,Too Expensive,0.03393,64,1807,0.02558,0.04228
2012,Couple with children,East,Very Inexpensive,0.07534,36,491,0.05197,0.09871
2012,Couple with children,East,Inexpensive,0.25481,139,491,0.21623,0.29340
2012,Couple with children,East,Reasonable,0.36521,211,491,0.32258,0.40784
2012,Couple with children,East,Slightly Expensive,0.23950,105,491,0.20171,0.27729
2013,Single-person household,West,Very Inexpensive,0.08007,161,1923,0.06794,0.09220
2013,Single-person household,West,Inexpensive,0.27392,536,1923,0.25398,0.29386
2013,Single-person household,West,Reasonable,0.46958,887,1923,0.44727,0.49189
2013,Single-person household,West,Slightly Expensive,0.15474,290,1923,0.13857,0.17091
2013,Single-person household,West,Too Expensive,0.02169,49,1923,0.01518,0.02821
2013,Single-person household,East,Very Inexpensive,0.07860,45,648,0.05786,0.09934
2013,Single-person household,East,Inexpensive,0.25161,162,648,0.21817,0.28505
2013,Single-person household,East,Reasonable,0.48177,339,648,0.44327,0.52027
2013,Single-person household,East,Slightly Expensive,0.15064,102,648,0.12308,0.17820
2013,Couple without children,West,Very Inexpensive,0.07019,108,1411,0.05686,0.08353
2013,Couple without children,West,Inexpensive,0.29400,404,1411,0.27022,0.31778
2013,Couple without children,West,Reasonable,0.45893,673,1411,0.43292,0.48494
2013,Couple without children,West,Slightly Expensive,0.16608,226,1411,0.14665,0.18551
2013,Couple without children,East,Very Inexpensive,0.04275,33,537,0.02563,0.05988
2013,Couple without children,East,Inexpensive,0.29577,138,537,0.25714,0.33441
2013,Couple without children,East,Reasonable,0.48467,276,537,0.44236,0.52698
2013,Couple without children,East,Slightly Expensive,0.15888,90,537,0.12793,0.18983
2013,Single parent,West,Very Inexpensive,0.09428,105,1313,0.07846,0.11009
2013,Single parent,West,Inexpensive,0.23502,329,1313,0.21207,0.25796
2013,Single parent,West,Reasonable,0.44034,576,1313,0.41348,0.46721
2013,Single parent,West,Slightly Expensive,0.18549,244,1313,0.16445,0.20652
2013,Single parent,West,Too Expensive,0.04488,59,1313,0.03367,0.05608
2013,Single parent,East,Inexpensive,0.19343,81,359,0.15251,0.23435
2013,Single parent,East,Reasonable,0.47839,178,359,0.42664,0.53013
2013,Single parent,East,Slightly Expensive,0.23885,100,359,0.19468,0.28302
2013,Couple with children,West,Very Inexpensive,0.07720,183,2530,0.06680,0.08760
2013,Couple with children,West,Inexpensive,0.23304,621,2530,0.21656,0.24951
2013,Couple with children,West,Reasonable,0.47355,1149,2530,0.45409,0.49301
2013,Couple with children,West,Slightly Expensive,0.17992,467,2530,0.16495,0.19489
2013,Couple with children,West,Too Expensive,0.03629,110,2530,0.02900,0.04358
2013,Couple with children,East,Very Inexpensive,0.09592,46,530,0.07083,0.12102
