year,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Couple with children,Very Inexpensive,0.06480,82,1272,0.05127,0.07833
2007,Couple with children,Inexpensive,0.22873,305,1272,0.20564,0.25183
2007,Couple with children,Reasonable,0.44949,583,1272,0.42215,0.47684
2007,Couple with children,Slightly Expensive,0.21372,258,1272,0.19118,0.23625
2007,Couple with children,Too Expensive,0.04325,44,1272,0.03207,0.05444
2008,Single-person household,Very Inexpensive,0.07591,149,1903,0.06400,0.08781
2008,Single-person household,Inexpensive,0.25203,465,1903,0.23251,0.27154
2008,Single-person household,Reasonable,0.46343,908,1903,0.44102,0.48584
2008,Single-person household,Slightly Expensive,0.17951,327,1903,0.16226,0.19676
2008,Single-person household,Too Expensive,0.02913,54,1903,0.02157,0.03668
2008,Couple without children,Very Inexpensive,0.05522,90,1509,0.04369,0.06675
2008,Couple without children,Inexpensive,0.26101,383,1509,0.23884,0.28318
2008,Couple without children,Reasonable,0.48538,731,1509,0.46016,0.51061
2008,Couple without children,Slightly Expensive,0.17786,272,1509,0.15856,0.19716
2008,Couple without children,Too Expensive,0.02053,33,1509,0.01337,0.02769
2008,Single parent,Inexpensive,0.20758,106,418,0.16865,0.24651
2008,Single parent,Reasonable,0.42533,210,418,0.37788,0.47278
2008,Single parent,Slightly Expensive,0.25263,102,418,0.21092,0.29434
2008,Couple with children,Very Inexpensive,0.07899,84,1123,0.06321,0.09477
2008,Couple with children,Inexpensive,0.22410,276,1123,0.19970,0.24850
2008,Couple with children,Reasonable,0.44604,500,1123,0.41696,0.47513
2008,Couple with children,Slightly Expensive,0.21542,226,1123,0.19136,0.23948
2008,Couple with children,Too Expensive,0.03545,37,1123,0.02463,0.04627
2009,Single-person household,Very Inexpensive,0.06887,135,1814,0.05721,0.08053
2009,Single-person household,Inexpensive,0.25543,467,1814,0.23536,0.27551
2009,Single-person household,Reasonable,0.46475,857,1814,0.44179,0.48771
2009,Single-person household,Slightly Expensive,0.18396,310,1814,0.16612,0.20179
2009,Single-person household,Too Expensive,0.02699,45,1814,0.01953,0.03445
2009,Couple without children,Very Inexpensive,0.06501,99,1429,0.05222,0.07780
2009,Couple without children,Inexpensive,0.24041,353,1429,0.21825,0.26258
2009,Couple without children,Reasonable,0.47556,676,1429,0.44966,0.50146
2009,Couple without children,Slightly Expensive,0.19638,269,1429,0.17578,0.21699
2009,Couple without children,Too Expensive,0.02263,32,1429,0.01492,0.03035
2009,Single parent,Inexpensive,0.22661,102,389,0.18495,0.26826
2009,Single parent,Reasonable,0.44844,196,389,0.39895,0.49793
2009,Single parent,Slightly Expensive,0.24087,91,389,0.19832,0.28342
2009,Couple with children,Very Inexpensive,0.07557,72,1024,0.05937,0.09176
2009,Couple with children,Inexpensive,0.20983,235,1024,0.18488,0.23479
2009,Couple with children,Reasonable,0.50453,482,1024,0.47389,0.53517
2009,Couple with children,Slightly Expensive,0.17771,204,1024,0.15429,0.20114
2009,Couple with children,Too Expensive,0.03236,31,1024,0.02151,0.04320
2010,Single-person household,Very Inexpensive,0.08182,129,1638,0.06855,0.09510
2010,Single-person household,Inexpensive,0.23505,416,1638,0.21451,0.25559
2010,Single-person household,Reasonable,0.48194,810,1638,0.45774,0.50615
2010,Single-person household,Slightly Expensive,0.18511,283,1638,0.16629,0.20392
2010,Couple without children,Very Inexpensive,0.05939,90,1327,0.04667,0.07211
2010,Couple without children,Inexpensive,0.26336,362,1327,0.23965,0.28707
2010,Couple without children,Reasonable,0.45612,625,1327,0.42931,0.48293
2010,Couple without children,Slightly Expensive,0.19995,250,1327,0.17842,0.22148
2010,Single parent,Very Inexpensive,0.08441,111,1392,0.06980,0.09902
2010,Single parent,Inexpensive,0.22472,345,1392,0.20278,0.24665
2010,Single parent,Reasonable,0.42065,575,1392,0.39471,0.44660
2010,Single parent,Slightly Expensive,0.23954,297,1392,0.21711,0.26196
2010,Single parent,Too Expensive,0.03068,64,1392,0.02162,0.03975
2010,Couple with children,Very Inexpensive,0.08317,212,2541,0.07243,0.09391
2010,Couple with children,Inexpensive,0.21696,628,2541,0.20093,0.23299
2010,Couple with children,Reasonable,0.45680,1121,2541,0.43743,0.47617
2010,Couple with children,Slightly Expensive,0.20635,486,2541,0.19061,0.22209
2010,Couple with children,Too Expensive,0.03672,94,2541,0.02940,0.04403
2011,Single-person household,Very Inexpensive,0.07293,163,2253,0.06219,0.08366
2011,Single-person household,Inexpensive,0.25109,575,2253,0.23318,0.26900
2011,Single-person household,Reasonable,0.46732,1055,2253,0.44671,0.48792
2011,Single-person household,Slightly Expensive,0.18213,395,2253,0.16619,0.19807
2011,Single-person household,Too Expensive,0.02653,65,2253,0.01989,0.03317
2011,Couple without children,Very Inexpensive,0.07540,134,1735,0.06297,0.08783
2011,Couple without children,Inexpensive,0.24152,411,1735,0.22137,0.26166
2011,Couple without children,Reasonable,0.49927,868,1735,0.47573,0.52280
2011,Couple without children,Slightly Expensive,0.16488,288,1735,0.14741,0.18234
2011,Couple without children,Too Expensive,0.01894,34,1735,0.01252,0.02535
2011,Single parent,Very Inexpensive,0.06869,141,1737,0.05679,0.08059
2011,Single parent,Inexpensive,0.23857,417,1737,0.21852,0.25862
2011,Single parent,Reasonable,0.43433,730,1737,0.41101,0.45765
2011,Single parent,Slightly Expensive,0.21949,371,1737,0.20002,0.23897
2011,Single parent,Too Expensive,0.03892,78,1737,0.02982,0.04802
2011,Couple with children,Very Inexpensive,0.09306,229,2536,0.08175,0.10437
2011,Couple with children,Inexpensive,0.23854,649,2536,0.22195,0.25513
2011,Couple with children,Reasonable,0.45395,1111,2536,0.43456,0.47333
2011,Couple with children,Slightly Expensive,0.18474,463,2536,0.16963,0.19985
2011,Couple with children,Too Expensive,0.02971,84,2536,0.02310,0.03632
2012,Single-person household,Very Inexpensive,0.08134,189,2404,0.07041,0.09227
2012,Single-person household,Inexpensive,0.25498,644,2404,0.23756,0.27241
2012,Single-person household,Reasonable,0.46921,1134,2404,0.44926,0.48917
2012,Single-person household,Slightly Expensive,0.16894,380,2404,0.15396,0.18392
2012,Single-person household,Too Expensive,0.02552,57,2404,0.01922,0.03183
2012,Couple without children,Very Inexpensive,0.06824,119,1744,0.05640,0.08007
2012,Couple without children,Inexpensive,0.25417,471,1744,0.23373,0.27461
2012,Couple without children,Reasonable,0.49958,852,1744,0.47611,0.52306
2012,Couple without children,Slightly Expensive,0.16347,268,1744,0.14611,0.18084
2012,Couple without children,Too Expensive,0.01454,34,1744,0.00892,0.02015
2012,Single parent,Very Inexpensive,0.07342,128,1636,0.06078,0.08606
2012,Single parent,Inexpensive,0.27446,441,1636,0.25283,0.29609
2012,Single parent,Reasonable,0.40407,678,1636,0.38028,0.42785
2012,Single parent,Slightly Expensive,0.20482,310,1636,0.18526,0.22438
2012,Single parent,Too Expensive,0.04324,79,1636,0.03338,0.05310
2012,Couple with children,Very Inexpensive,0.06598,181,2321,0.05588,0.07608
2012,Couple with children,Inexpensive,0.23655,605,2321,0.21926,0.25384
2012,Couple with children,Reasonable,0.46648,1049,2321,0.44618,0.48678
2012,Couple with children,Slightly Expensive,0.19206,399,2321,0.17603,0.20809
2012,Couple with children,Too Expensive,0.03893,87,2321,0.03106,0.04680
2013,Single-person household,Very Inexpensive,0.07975,206,2594,0.06932,0.09017
2013,Single-person household,Inexpensive,0.26900,698,2594,0.25193,0.28607
2013,Single-person household,Reasonable,0.47227,1226,2594,0.45305,0.49148
2013,Single-person household,Slightly Expensive,0.15384,392,2594,0.13995,0.16772
2013,Single-person household,Too Expensive,0.02515,72,2594,0.01912,0.03118
2013,Couple without children,Very Inexpensive,0.06387,141,1983,0.05311,0.07464
2013,Couple without children,Inexpensive,0.29441,542,1983,0.27434,0.31447
2013,Couple without children,Reasonable,0.46486,949,1983,0.44290,0.48682
2013,Couple without children,Slightly Expensive,0.16442,316,1983,0.14810,0.18074
2013,Couple without children,Too Expensive,0.01244,35,1983,0.00756,0.01732
2013,Single parent,Very Inexpensive,0.08718,126,1708,0.07380,0.10057
2013,Single parent,Inexpensive,0.22659,410,1708,0.20673,0.24645
2013,Single parent,Reasonable,0.44805,754,1708,0.42446,0.47164
2013,Single parent,Slightly Expensive,0.19630,344,1708,0.17746,0.21514
2013,Single parent,Too Expensive,0.04187,74,1708,0.03237,0.05138
2013,Couple with children,Very Inexpensive,0.08022,229,3078,0.07062,0.08981
2013,Couple with children,Inexpensive,0.23950,760,3078,0.22442,0.25458
2013,Couple with children,Reasonable,0.46938,1404,3078,0.45174,0.48701
2013,Couple with children,Slightly Expensive,0.17679,557,3078,0.16331,0.19027
2013,Couple with children,Too Expensive,0.03412,128,3078,0.02770,0.04053
2013,Other Combinations,Inexpensive,0.20570,56,207,0.15050,0.26090
2013,Other Combinations,Reasonable,0.45713,100,207,0.38910,0.52515
2013,Other Combinations,Slightly Expensive,0.18155,51,207,0.12891,0.23420
2014,Single-person household,Very Inexpensive,0.08780,237,2442,0.07657,0.09902
2014,Single-person household,Inexpensive,0.28018,683,2442,0.26237,0.29800
2014,Single-person household,Reasonable,0.45660,1111,2442,0.43684,0.47636
2014,Single-person household,Slightly Expensive,0.15335,361,2442,0.13905,0.16764
2014,Single-person household,Too Expensive,0.02208,50,2442,0.01625,0.02791
2014,Couple without children,Very Inexpensive,0.07830,170,1902,0.06622,0.09037
2014,Couple without children,Inexpensive,0.29677,561,1902,0.27624,0.31731
2014,Couple without children,Reasonable,0.44002,838,1902,0.41771,0.46233
2014,Couple without children,Slightly Expensive,0.16924,297,1902,0.15238,0.18610
2014,Couple without children,Too Expensive,0.01567,36,1902,0.01009,0.02125
2014,Single parent,Very Inexpensive,0.08626,110,1360,0.07133,0.10119
2014,Single parent,Inexpensive,0.23697,329,1360,0.21436,0.25958
2014,Single parent,Reasonable,0.40780,545,1360,0.38168,0.43393
2014,Single parent,Slightly Expensive,0.22492,313,1360,0.20272,0.24712
2014,Single parent,Too Expensive,0.04405,63,1360,0.03314,0.05496
2014,Couple with children,Very Inexpensive,0.09548,212,2569,0.08412,0.10685
2014,Couple with children,Inexpensive,0.24571,631,2569,0.22906,0.26236
2014,Couple with children,Reasonable,0.44150,1163,2569,0.42230,0.46071
2014,Couple with children,Slightly Expensive,0.18725,472,2569,0.17216,0.20234
2014,Couple with children,Too Expensive,0.03005,91,2569,0.02345,0.03665
2014,Other Combinations,Inexpensive,0.22432,36,156,0.15865,0.28999
2014,Other Combinations,Reasonable,0.50652,84,156,0.42782,0.58523
2014,Other Combinations,Slightly Expensive,0.14899,36,156,0.09293,0.20504
