year,hhtyp,sampreg,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Single-person household,West,No,0.96846,2642,2718,0.96188,0.97503
2012,Single-person household,East,Yes,0.05948,54,922,0.04421,0.07476
2012,Single-person household,East,No,0.94052,868,922,0.92524,0.95579
2012,Couple without children,West,No,0.99394,3283,3283,0.99128,0.99659
2012,Couple without children,East,No,0.99255,1086,1086,0.98744,0.99767
2012,Single parent,West,Yes,0.11262,260,1652,0.09737,0.12787
2012,Single parent,West,No,0.88738,1392,1652,0.87213,0.90263
2012,Single parent,East,Yes,0.24584,143,491,0.20771,0.28396
2012,Single parent,East,No,0.75416,348,491,0.71604,0.79229
2012,Couple with children,West,Yes,0.03175,249,4526,0.02664,0.03686
2012,Couple with children,West,No,0.96825,4277,4526,0.96314,0.97336
2012,Couple with children,East,Yes,0.05560,88,1055,0.04177,0.06944
2012,Couple with children,East,No,0.94440,967,1055,0.93056,0.95823
2012,Multi-generational household,West,No,0.96203,83,83,0.92066,1.00340
2012,Other Combinations,West,No,0.98661,73,73,0.96006,1.01316
2013,Single-person household,West,Yes,0.02724,76,2909,0.02132,0.03315
2013,Single-person household,West,No,0.97276,2833,2909,0.96685,0.97868
2013,Single-person household,East,Yes,0.05961,50,886,0.04401,0.07521
2013,Single-person household,East,No,0.94039,836,886,0.92479,0.95599
2013,Couple without children,West,No,0.99289,3458,3458,0.99009,0.99569
2013,Couple without children,East,No,0.99175,1080,1080,0.98635,0.99715
2013,Single parent,West,Yes,0.09181,207,1752,0.07829,0.10534
2013,Single parent,West,No,0.90819,1545,1752,0.89466,0.92171
2013,Single parent,East,Yes,0.22727,122,465,0.18914,0.26540
2013,Single parent,East,No,0.77273,343,465,0.73460,0.81086
2013,Couple with children,West,Yes,0.02527,262,5394,0.02108,0.02945
2013,Couple with children,West,No,0.97473,5132,5394,0.97055,0.97892
2013,Couple with children,East,Yes,0.05320,80,1058,0.03967,0.06673
2013,Couple with children,East,No,0.94680,978,1058,0.93327,0.96033
2013,Multi-generational household,West,No,0.96493,106,106,0.92975,1.00012
2013,Other Combinations,West,No,0.95757,301,301,0.93476,0.98038
2014,Single-person household,West,Yes,0.02913,70,2660,0.02274,0.03552
2014,Single-person household,West,No,0.97087,2590,2660,0.96448,0.97726
2014,Single-person household,East,Yes,0.04726,40,881,0.03324,0.06128
2014,Single-person household,East,No,0.95274,841,881,0.93872,0.96676
2014,Couple without children,West,No,0.99391,3232,3232,0.99122,0.99659
2014,Couple without children,East,No,0.99034,1061,1061,0.98446,0.99623
2014,Single parent,West,Yes,0.08094,154,1419,0.06674,0.09514
2014,Single parent,West,No,0.91906,1265,1419,0.90486,0.93326
2014,Single parent,East,Yes,0.17461,76,387,0.13674,0.21248
2014,Single parent,East,No,0.82539,311,387,0.78752,0.86326
2014,Couple with children,West,Yes,0.02520,215,4676,0.02071,0.02969
2014,Couple with children,West,No,0.97480,4461,4676,0.97031,0.97929
2014,Couple with children,East,Yes,0.04896,75,962,0.03532,0.06260
2014,Couple with children,East,No,0.95104,887,962,0.93740,0.96468
2014,Multi-generational household,West,No,0.92887,91,91,0.87576,0.98197
2014,Other Combinations,West,No,0.95690,215,215,0.92969,0.98411
2015,Single-person household,West,Yes,0.02514,63,2696,0.01923,0.03105
2015,Single-person household,West,No,0.97486,2633,2696,0.96895,0.98077
2015,Single-person household,East,Yes,0.04752,36,848,0.03319,0.06184
2015,Single-person household,East,No,0.95248,812,848,0.93816,0.96681
2015,Couple without children,West,No,0.99577,3236,3236,0.99353,0.99801
2015,Couple without children,East,No,0.98993,1028,1028,0.98383,0.99604
2015,Single parent,West,Yes,0.06591,118,1322,0.05253,0.07929
2015,Single parent,West,No,0.93409,1204,1322,0.92071,0.94747
2015,Single parent,East,Yes,0.15237,59,352,0.11477,0.18997
2015,Single parent,East,No,0.84763,293,352,0.81003,0.88523
2015,Couple with children,West,Yes,0.02042,179,4603,0.01633,0.02450
2015,Couple with children,West,No,0.97958,4424,4603,0.97550,0.98367
2015,Couple with children,East,Yes,0.04003,51,883,0.02709,0.05296
2015,Couple with children,East,No,0.95997,832,883,0.94704,0.97291
2015,Multi-generational household,West,No,0.97830,101,101,0.94974,1.00686
2015,Other Combinations,West,No,0.97096,198,198,0.94751,0.99441
2015,Other Combinations,East,No,0.89898,32,32,0.79289,1.00506
2016,Single-person household,West,Yes,0.02501,70,2518,0.01891,0.03111
2016,Single-person household,West,No,0.97499,2448,2518,0.96889,0.98109
2016,Single-person household,East,Yes,0.03674,32,844,0.02404,0.04944
2016,Single-person household,East,No,0.96326,812,844,0.95056,0.97596
2016,Couple without children,West,No,0.99653,3047,3047,0.99444,0.99862
2016,Couple without children,East,No,0.99159,994,994,0.98590,0.99727
2016,Single parent,West,Yes,0.06564,97,1180,0.05151,0.07978
2016,Single parent,West,No,0.93436,1083,1180,0.92022,0.94849
2016,Single parent,East,Yes,0.10819,43,330,0.07462,0.14176
2016,Single parent,East,No,0.89181,287,330,0.85824,0.92538
2016,Couple with children,West,Yes,0.02217,142,4108,0.01767,0.02667
2016,Couple with children,West,No,0.97783,3966,4108,0.97333,0.98233
2016,Couple with children,East,Yes,0.03347,41,805,0.02104,0.04591
2016,Couple with children,East,No,0.96653,764,805,0.95409,0.97896
2016,Multi-generational household,West,No,0.89379,75,75,0.82359,0.96399
2016,Other Combinations,West,No,0.96960,156,156,0.94257,0.99663
2017,Single-person household,West,Yes,0.02176,78,3085,0.01661,0.02691
2017,Single-person household,West,No,0.97824,3007,3085,0.97309,0.98339
2017,Single-person household,East,Yes,0.04700,47,1020,0.03400,0.05999
2017,Single-person household,East,No,0.95300,973,1020,0.94001,0.96600
2017,Couple without children,West,No,0.99637,3500,3500,0.99437,0.99836
2017,Couple without children,East,No,0.98716,1125,1125,0.98057,0.99374
2017,Single parent,West,Yes,0.05979,106,1328,0.04704,0.07255
2017,Single parent,West,No,0.94021,1222,1328,0.92745,0.95296
2017,Single parent,East,Yes,0.10059,48,364,0.06965,0.13153
2017,Single parent,East,No,0.89941,316,364,0.86847,0.93035
2017,Couple with children,West,Yes,0.01891,214,5277,0.01524,0.02259
2017,Couple with children,West,No,0.98109,5063,5277,0.97741,0.98476
2017,Couple with children,East,Yes,0.03029,46,1092,0.02012,0.04046
2017,Couple with children,East,No,0.96971,1046,1092,0.95954,0.97988
2017,Multi-generational household,West,No,0.90488,106,106,0.84876,0.96099
2017,Other Combinations,West,No,0.95556,312,312,0.93266,0.97846
2017,Other Combinations,East,No,0.93756,49,49,0.86911,1.00601
2018,Single-person household,West,Yes,0.02197,125,3352,0.01701,0.02693
2018,Single-person household,West,No,0.97803,3227,3352,0.97307,0.98299
2018,Single-person household,East,Yes,0.04650,61,1084,0.03396,0.05904
2018,Single-person household,East,No,0.95350,1023,1084,0.94096,0.96604
2018,Couple without children,West,Yes,0.00457,39,3480,0.00233,0.00681
2018,Couple without children,West,No,0.99543,3441,3480,0.99319,0.99767
2018,Couple without children,East,No,0.98947,1122,1122,0.98349,0.99545
2018,Single parent,West,Yes,0.06432,125,1360,0.05128,0.07736
2018,Single parent,West,No,0.93568,1235,1360,0.92264,0.94872
2018,Single parent,East,Yes,0.10839,40,372,0.07675,0.14002
2018,Single parent,East,No,0.89161,332,372,0.85998,0.92325
2018,Couple with children,West,Yes,0.02481,355,5308,0.02062,0.02899
2018,Couple with children,West,No,0.97519,4953,5308,0.97101,0.97938
2018,Couple with children,East,Yes,0.02674,70,1082,0.01712,0.03636
2018,Couple with children,East,No,0.97326,1012,1082,0.96364,0.98288
2018,Multi-generational household,West,No,0.92963,121,121,0.88387,0.97539
2018,Other Combinations,West,Yes,0.03642,33,356,0.01693,0.05590
2018,Other Combinations,West,No,0.96358,323,356,0.94410,0.98307
2018,Other Combinations,East,No,0.93316,46,46,0.86020,1.00613
2019,Single-person household,Does not apply,No,0.97438,40,40,0.92479,1.02397
2019,Single-person household,West,Yes,0.03172,121,3472,0.02589,0.03755
2019,Single-person household,West,No,0.96828,3351,3472,0.96245,0.97411
2019,Single-person household,East,Yes,0.04459,49,1058,0.03214,0.05703
2019,Single-person household,East,No,0.95541,1009,1058,0.94297,0.96786
2019,Couple without children,West,No,0.99459,3846,3846,0.99228,0.99691
2019,Couple without children,East,No,0.99600,1247,1247,0.99250,0.99951
2019,Single parent,West,Yes,0.05482,77,1250,0.04219,0.06744
2019,Single parent,West,No,0.94518,1173,1250,0.93256,0.95781
2019,Single parent,East,Yes,0.09795,33,357,0.06707,0.12883
2019,Single parent,East,No,0.90205,324,357,0.87117,0.93293
2019,Couple with children,West,Yes,0.02217,223,5350,0.01823,0.02612
2019,Couple with children,West,No,0.97783,5127,5350,0.97388,0.98177
2019,Couple with children,East,Yes,0.02383,42,1127,0.01492,0.03274
2019,Couple with children,East,No,0.97617,1085,1127,0.96726,0.98508
2019,Multi-generational household,West,No,0.92026,104,104,0.86794,0.97257
2019,Other Combinations,West,No,0.96681,299,299,0.94648,0.98715
2019,Other Combinations,East,No,0.98838,46,46,0.95707,1.01969
2020,Single-person household,West,Yes,0.02705,128,4184,0.02214,0.03197
2020,Single-person household,West,No,0.97295,4056,4184,0.96803,0.97786
2020,Single-person household,East,Yes,0.03473,38,1124,0.02402,0.04544
2020,Single-person household,East,No,0.96527,1086,1124,0.95456,0.97598
2020,Couple without children,West,No,0.99762,3925,3925,0.99609,0.99914
2020,Couple without children,East,No,0.99553,1174,1174,0.99171,0.99935
2020,Single parent,West,Yes,0.05741,77,1236,0.04443,0.07038
2020,Single parent,West,No,0.94259,1159,1236,0.92962,0.95557
2020,Single parent,East,No,0.91164,315,315,0.88025,0.94303
2020,Couple with children,West,Yes,0.01921,226,5382,0.01554,0.02288
2020,Couple with children,West,No,0.98079,5156,5382,0.97712,0.98446
2020,Couple with children,East,Yes,0.02468,34,1061,0.01534,0.03402
2020,Couple with children,East,No,0.97532,1027,1061,0.96598,0.98466
2020,Multi-generational household,West,No,0.92156,109,109,0.87086,0.97227
2020,Other Combinations,West,No,0.97389,404,404,0.95832,0.98946
2020,Other Combinations,East,No,0.99441,53,53,0.97414,1.01468
2021,No answer / don't know,West,No,0.95449,47,47,0.89426,1.01472
2021,Single-person household,West,Yes,0.02169,73,2756,0.01625,0.02713
2021,Single-person household,West,No,0.97831,2683,2756,0.97287,0.98375
2021,Single-person household,East,No,0.96920,733,733,0.95668,0.98172
2021,Couple without children,West,No,0.99881,2631,2631,0.99750,1.00013
2021,Couple without children,East,No,0.98969,816,816,0.98276,0.99663
2021,Single parent,West,Yes,0.04566,44,764,0.03085,0.06048
2021,Single parent,West,No,0.95434,720,764,0.93952,0.96915
2021,Single parent,East,No,0.92725,234,234,0.89390,0.96060
2021,Couple with children,West,Yes,0.02747,212,3318,0.02191,0.03304
2021,Couple with children,West,No,0.97253,3106,3318,0.96696,0.97809
2021,Couple with children,East,No,0.98415,629,629,0.97438,0.99392
2021,Multi-generational household,West,No,0.97652,65,65,0.93941,1.01362
2021,Other Combinations,West,No,0.97584,286,286,0.95802,0.99367
2021,Other Combinations,East,No,0.99983,50,50,0.99613,1.00352
2022,No answer / don't know,West,No,0.96769,320,320,0.94829,0.98710
2022,No answer / don't know,East,No,0.95727,96,96,0.91660,0.99794
2022,Single-person household,West,Yes,0.02081,83,4478,0.01663,0.02500
2022,Single-person household,West,No,0.97919,4395,4478,0.97500,0.98337
2022,Single-person household,East,Yes,0.04058,34,1298,0.02985,0.05132
2022,Single-person household,East,No,0.95942,1264,1298,0.94868,0.97015
2022,Couple without children,West,No,0.99775,4471,4471,0.99636,0.99914
2022,Couple without children,East,No,0.99982,1251,1251,0.99908,1.00056
2022,Single parent,West,Yes,0.05053,47,900,0.03621,0.06484
2022,Single parent,West,No,0.94947,853,900,0.93516,0.96379
2022,Single parent,East,No,0.93128,292,292,0.90221,0.96034
2022,Couple with children,West,Yes,0.02401,219,4643,0.01961,0.02841
2022,Couple with children,West,No,0.97599,4424,4643,0.97159,0.98039
2022,Couple with children,East,Yes,0.01568,31,1103,0.00834,0.02301
2022,Couple with children,East,No,0.98432,1072,1103,0.97699,0.99166
2022,Multi-generational household,West,No,0.98087,71,71,0.94877,1.01296
2022,Other Combinations,West,No,0.98132,927,927,0.97260,0.99004
2022,Other Combinations,East,No,0.97418,217,217,0.95303,0.99533
