"e11102","year","migback","n","percent","lower_confidence","upper_confidence","NA"
"erwerbstätig","2017","indirekter Migrationshintergrund","1262","0.711648678999381","0.690871264642101","0.732426093356661",""
"erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2018","kein Migrationshintergrund","6779","0.363619707557175","0.356925270599015","0.370314144515335",""
"nicht erwerbstätig","2018","direkter Migrationshintergrund","4648","0.354249995658051","0.343852789270596","0.364647202045506",""
"nicht erwerbstätig","2018","indirekter Migrationshintergrund","509","0.249563029585299","0.22965916518713","0.269466893983468",""
"nicht erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2018","kein Migrationshintergrund","13056","0.636380292442825","0.629685855484665","0.643074729400985",""
"erwerbstätig","2018","direkter Migrationshintergrund","3481","0.645750004341949","0.635352797954494","0.656147210729405",""
"erwerbstätig","2018","indirekter Migrationshintergrund","1307","0.750436970414701","0.730533106016532","0.77034083481287",""
"erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2019","kein Migrationshintergrund","6865","0.373453224549377","0.366823649778678","0.380082799320075",""
"nicht erwerbstätig","2019","direkter Migrationshintergrund","3848","0.34634322001426","0.33543740241157","0.35724903761695",""
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","474","0.21784685376286","0.199310592360343","0.236383115165377",""
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2019","kein Migrationshintergrund","13586","0.626546775450623","0.619917200679925","0.633176350221322",""
"erwerbstätig","2019","direkter Migrationshintergrund","3464","0.65365677998574","0.64275096238305","0.66456259758843",""
"erwerbstätig","2019","indirekter Migrationshintergrund","1431","0.78215314623714","0.763616884834623","0.800689407639657",""
"erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","","","","",""
"nicht erwerbstätig","2020","kein Migrationshintergrund","6533","0.372687606775374","0.365813124611762","0.379562088938985",""
"nicht erwerbstätig","2020","direkter Migrationshintergrund","4141","0.357997033520354","0.34822723840714","0.367766828633568",""
"nicht erwerbstätig","2020","indirekter Migrationshintergrund","474","0.259428876012397","0.238945208612541","0.279912543412252",""
"nicht erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","","","","",""
"erwerbstätig","2020","kein Migrationshintergrund","12471","0.627312393224626","0.620437911061015","0.634186875388238",""
"erwerbstätig","2020","direkter Migrationshintergrund","5109","0.642002966479646","0.632233171366432","0.65177276159286",""
"erwerbstätig","2020","indirekter Migrationshintergrund","1285","0.740571123987603","0.720087456587748","0.761054791387459",""
"erwerbstätig","2020","Migrationshintergrund - n. w. differenzierbar","","","","",""
