"e11102","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","maennlich","410","0.320654524599469","0.295858442921157","0.345450606277781"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","weiblich","691","0.486080990149214","0.46023027687026","0.511931703428167"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","maennlich","78","0.216507238593791","0.174312213160438","0.258702264027145"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","weiblich","160","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2002","kein Migrationshintergrund","maennlich","6722","0.680838167654406","0.671414681729903","0.69026165357891"
"erwerbstätig","2002","kein Migrationshintergrund","weiblich","5834","0.517422027780327","0.507655952450169","0.527188103110485"
"erwerbstätig","2002","direkter Migrationshintergrund","maennlich","951","0.679345475400531","0.654549393722219","0.704141557078843"
"erwerbstätig","2002","direkter Migrationshintergrund","weiblich","745","0.513919009850786","0.488068296571833","0.53976972312974"
"erwerbstätig","2002","indirekter Migrationshintergrund","maennlich","288","","",""
"erwerbstätig","2002","indirekter Migrationshintergrund","weiblich","246","","",""
"erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","maennlich","2694","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","weiblich","4143","0.488135793997855","0.478199647398877","0.498071940596833"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","maennlich","394","0.337182228287499","0.311120454885592","0.363244001689406"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","weiblich","660","0.49280765903387","0.466187937307387","0.519427380760353"
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","maennlich","92","0.260211121147251","0.215444766178807","0.304977476115696"
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","weiblich","156","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2003","kein Migrationshintergrund","maennlich","6350","0.671126165809077","0.661443731466762","0.680808600151391"
"erwerbstätig","2003","kein Migrationshintergrund","weiblich","5579","0.511864206002145","0.501928059403167","0.521800352601123"
"erwerbstätig","2003","direkter Migrationshintergrund","maennlich","870","0.662817771712501","0.636755998310594","0.688879545114408"
"erwerbstätig","2003","direkter Migrationshintergrund","weiblich","695","0.50719234096613","0.480572619239647","0.533812062692613"
"erwerbstätig","2003","indirekter Migrationshintergrund","maennlich","277","","",""
"erwerbstätig","2003","indirekter Migrationshintergrund","weiblich","256","","",""
"erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","maennlich","2727","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","weiblich","4091","0.486419849280567","0.47636597993811","0.496473718623024"
"nicht erwerbstätig","2004","direkter Migrationshintergrund","maennlich","415","0.368561887266204","0.341458510060442","0.395665264471965"
"nicht erwerbstätig","2004","direkter Migrationshintergrund","weiblich","653","0.489283318433751","0.462306177573555","0.516260459293948"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","maennlich","99","0.280159689714146","0.235243450697132","0.32507592873116"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","weiblich","160","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2004","kein Migrationshintergrund","maennlich","6052","0.659705943518651","0.649794704564805","0.669617182472496"
"erwerbstätig","2004","kein Migrationshintergrund","weiblich","5403","0.513580150719433","0.503526281376976","0.52363402006189"
"erwerbstätig","2004","direkter Migrationshintergrund","maennlich","802","0.631438112733796","0.604334735528035","0.658541489939558"
"erwerbstätig","2004","direkter Migrationshintergrund","weiblich","666","0.510716681566248","0.483739540706052","0.537693822426445"
"erwerbstätig","2004","indirekter Migrationshintergrund","maennlich","285","","",""
"erwerbstätig","2004","indirekter Migrationshintergrund","weiblich","259","","",""
"erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","maennlich","2662","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","weiblich","3904","0.477005092225668","0.466754217887744","0.487255966563592"
"nicht erwerbstätig","2005","direkter Migrationshintergrund","maennlich","391","0.362745661079309","0.334537582322684","0.390953739835934"
"nicht erwerbstätig","2005","direkter Migrationshintergrund","weiblich","614","0.469296143720438","0.441641437412138","0.496950850028738"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","maennlich","113","","",""
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","weiblich","170","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2005","kein Migrationshintergrund","maennlich","5720","0.669797498254296","0.659729660620382","0.67986533588821"
"erwerbstätig","2005","kein Migrationshintergrund","weiblich","5216","0.522994907774332","0.512744033436408","0.533245782112256"
"erwerbstätig","2005","direkter Migrationshintergrund","maennlich","725","0.637254338920691","0.609046260164066","0.665462417677316"
"erwerbstätig","2005","direkter Migrationshintergrund","weiblich","637","0.530703856279562","0.503049149971262","0.558358562587862"
"erwerbstätig","2005","indirekter Migrationshintergrund","maennlich","288","","",""
"erwerbstätig","2005","indirekter Migrationshintergrund","weiblich","258","","",""
"erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2006","kein Migrationshintergrund","maennlich","3101","0.34027231621259","0.330545084937241","0.349999547487938"
"nicht erwerbstätig","2006","kein Migrationshintergrund","weiblich","4396","0.485434847732052","0.475595799154032","0.495273896310071"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","maennlich","390","0.363488781844609","0.335153807894119","0.391823755795098"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","weiblich","637","0.500082622916652","0.472669869311606","0.527495376521698"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","maennlich","117","","",""
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","weiblich","178","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2006","kein Migrationshintergrund","maennlich","6013","0.65972768378741","0.650000452512062","0.669454915062759"
"erwerbstätig","2006","kein Migrationshintergrund","weiblich","5516","0.514565152267948","0.504726103689929","0.524404200845968"
"erwerbstätig","2006","direkter Migrationshintergrund","maennlich","717","0.636511218155391","0.608176244204902","0.664846192105881"
"erwerbstätig","2006","direkter Migrationshintergrund","weiblich","641","0.499917377083348","0.472504623478302","0.527330130688394"
"erwerbstätig","2006","indirekter Migrationshintergrund","maennlich","291","","",""
"erwerbstätig","2006","indirekter Migrationshintergrund","weiblich","272","","",""
"erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","maennlich","2973","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","weiblich","4118","0.481512621780099","0.471363085912324","0.491662157647874"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","maennlich","341","0.35981870089576","0.32984617575829","0.38979122603323"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","weiblich","550","0.48690291735208","0.457989587685374","0.515816247018785"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","maennlich","114","","",""
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","weiblich","176","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2007","kein Migrationshintergrund","maennlich","5594","0.656845997904942","0.646792665999638","0.666899329810247"
"erwerbstätig","2007","kein Migrationshintergrund","weiblich","5192","0.518487378219901","0.508337842352126","0.528636914087676"
"erwerbstätig","2007","direkter Migrationshintergrund","maennlich","644","0.64018129910424","0.61020877396677","0.67015382424171"
"erwerbstätig","2007","direkter Migrationshintergrund","weiblich","598","0.51309708264792","0.484183752981215","0.542010412314626"
"erwerbstätig","2007","indirekter Migrationshintergrund","maennlich","286","","",""
"erwerbstätig","2007","indirekter Migrationshintergrund","weiblich","264","","",""
"erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","maennlich","2767","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","weiblich","3845","0.471403685797943","0.460961675463119","0.481845696132767"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","maennlich","310","0.357448908237739","0.325838612455583","0.389059204019895"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","weiblich","492","0.471994170663632","0.441462501672191","0.502525839655074"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","maennlich","102","","",""
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","weiblich","160","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2008","kein Migrationshintergrund","maennlich","5291","0.667195704853193","0.656907122415827","0.677484287290559"
"erwerbstätig","2008","kein Migrationshintergrund","weiblich","4934","0.528596314202057","0.518154303867233","0.539038324536881"
"erwerbstätig","2008","direkter Migrationshintergrund","maennlich","573","0.642551091762261","0.610940795980105","0.674161387544417"
"erwerbstätig","2008","direkter Migrationshintergrund","weiblich","535","0.528005829336368","0.497474160344926","0.558537498327809"
"erwerbstätig","2008","indirekter Migrationshintergrund","maennlich","293","","",""
"erwerbstätig","2008","indirekter Migrationshintergrund","weiblich","269","","",""
"erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","maennlich","2615","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","weiblich","3499","0.450580657709056","0.439829897031226","0.461331418386886"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","maennlich","271","","",""
"nicht erwerbstätig","2009","direkter Migrationshintergrund","weiblich","417","0.435909085539853","0.403566351553931","0.468251819525776"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","maennlich","91","0.239192321194738","0.194816645926552","0.283567996462923"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","weiblich","143","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2009","kein Migrationshintergrund","maennlich","4994","0.670199626201238","0.659636025873491","0.680763226528985"
"erwerbstätig","2009","kein Migrationshintergrund","weiblich","4729","0.549419342290944","0.538668581613114","0.560170102968773"
"erwerbstätig","2009","direkter Migrationshintergrund","maennlich","493","0.633176494570769","0.599002764700326","0.667350224441212"
"erwerbstätig","2009","direkter Migrationshintergrund","weiblich","486","0.564090914460147","0.531748180474224","0.596433648446069"
"erwerbstätig","2009","indirekter Migrationshintergrund","maennlich","264","","",""
"erwerbstätig","2009","indirekter Migrationshintergrund","weiblich","252","","",""
"erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","maennlich","2712","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","weiblich","4402","0.442938855395001","0.433636244191165","0.452241466598837"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","maennlich","361","0.358709251919474","0.332657233580226","0.384761270258722"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","weiblich","849","0.456559063612427","0.432235624502749","0.480882502722106"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","maennlich","132","","",""
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","weiblich","290","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2010","kein Migrationshintergrund","maennlich","6528","0.668431513997719","0.658832487577091","0.678030540418348"
"erwerbstätig","2010","kein Migrationshintergrund","weiblich","6551","0.557061144604999","0.547758533401163","0.566363755808834"
"erwerbstätig","2010","direkter Migrationshintergrund","maennlich","941","0.641290748080526","0.615238729741278","0.667342766419774"
"erwerbstätig","2010","direkter Migrationshintergrund","weiblich","762","0.543440936387573","0.519117497277894","0.567764375497252"
"erwerbstätig","2010","indirekter Migrationshintergrund","maennlich","413","0.769860398300009","0.734521621865519","0.805199174734498"
"erwerbstätig","2010","indirekter Migrationshintergrund","weiblich","387","0.673093745551892","0.637758903930077","0.708428587173707"
"erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2011","kein Migrationshintergrund","maennlich","3420","0.326190256422986","0.317450637499448","0.334929875346524"
"nicht erwerbstätig","2011","kein Migrationshintergrund","weiblich","5357","0.444533162717728","0.436045222420317","0.453021103015139"
"nicht erwerbstätig","2011","direkter Migrationshintergrund","maennlich","417","0.328740874110813","0.304528582333336","0.35295316588829"
"nicht erwerbstätig","2011","direkter Migrationshintergrund","weiblich","918","0.44598660298598","0.423206154062242","0.468767051909718"
"nicht erwerbstätig","2011","indirekter Migrationshintergrund","maennlich","173","","",""
"nicht erwerbstätig","2011","indirekter Migrationshintergrund","weiblich","323","0.32993359856354","0.296830440120188","0.363036757006892"
"nicht erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2011","kein Migrationshintergrund","maennlich","7634","0.673809743577014","0.665070124653476","0.682549362500553"
"erwerbstätig","2011","kein Migrationshintergrund","weiblich","7809","0.555466837282272","0.54697889698486","0.563954777579683"
"erwerbstätig","2011","direkter Migrationshintergrund","maennlich","1029","","",""
"erwerbstätig","2011","direkter Migrationshintergrund","weiblich","911","0.55401339701402","0.531232948090282","0.576793845937758"
"erwerbstätig","2011","indirekter Migrationshintergrund","maennlich","455","0.732496104426344","0.697875393297868","0.76711681555482"
"erwerbstätig","2011","indirekter Migrationshintergrund","weiblich","452","0.67006640143646","0.636963242993108","0.703169559879812"
"erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2012","kein Migrationshintergrund","maennlich","3545","0.334652007676474","0.325768701608952","0.343535313743995"
"nicht erwerbstätig","2012","kein Migrationshintergrund","weiblich","5133","0.438850390754682","0.430285904470028","0.447414877039337"
"nicht erwerbstätig","2012","direkter Migrationshintergrund","maennlich","386","0.313425089534708","0.2887800299673","0.338070149102116"
"nicht erwerbstätig","2012","direkter Migrationshintergrund","weiblich","789","0.438117449269151","0.414545995901863","0.461688902636439"
"nicht erwerbstätig","2012","indirekter Migrationshintergrund","maennlich","147","","",""
"nicht erwerbstätig","2012","indirekter Migrationshintergrund","weiblich","285","","",""
"nicht erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2012","kein Migrationshintergrund","maennlich","7294","0.665347992323526","0.656464686256005","0.674231298391048"
"erwerbstätig","2012","kein Migrationshintergrund","weiblich","7764","0.561149609245317","0.552585122960663","0.569714095529972"
"erwerbstätig","2012","direkter Migrationshintergrund","maennlich","975","0.686574910465292","0.661929850897884","0.7112199700327"
"erwerbstätig","2012","direkter Migrationshintergrund","weiblich","913","0.561882550730849","0.538311097363561","0.585454004098137"
"erwerbstätig","2012","indirekter Migrationshintergrund","maennlich","466","0.754993871586911","0.720946935083775","0.789040808090046"
"erwerbstätig","2012","indirekter Migrationshintergrund","weiblich","469","0.682439431905122","0.649211159697433","0.715667704112812"
"erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2013","kein Migrationshintergrund","maennlich","3497","0.349630209309568","0.340425641242722","0.358834777376414"
"nicht erwerbstätig","2013","kein Migrationshintergrund","weiblich","4792","0.440522432868076","0.431724260598055","0.449320605138096"
"nicht erwerbstätig","2013","direkter Migrationshintergrund","maennlich","2027","","",""
"nicht erwerbstätig","2013","direkter Migrationshintergrund","weiblich","2644","","",""
"nicht erwerbstätig","2013","indirekter Migrationshintergrund","maennlich","620","0.561856882750998","0.531974105295365","0.591739660206632"
"nicht erwerbstätig","2013","indirekter Migrationshintergrund","weiblich","723","0.570270466015108","0.541904785864527","0.598636146165689"
"nicht erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2013","kein Migrationshintergrund","maennlich","6813","0.650369790690432","0.641165222623586","0.659574358757278"
"erwerbstätig","2013","kein Migrationshintergrund","weiblich","7439","0.559477567131924","0.550679394861904","0.568275739401945"
"erwerbstätig","2013","direkter Migrationshintergrund","maennlich","856","0.375896343448388","0.358216102313403","0.393576584583372"
"erwerbstätig","2013","direkter Migrationshintergrund","weiblich","880","0.35178319414488","0.336016965214667","0.367549423075092"
"erwerbstätig","2013","indirekter Migrationshintergrund","maennlich","439","0.438143117249002","0.408260339793368","0.468025894704635"
"erwerbstätig","2013","indirekter Migrationshintergrund","weiblich","447","0.429729533984892","0.401363853834311","0.458095214135473"
"erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2014","kein Migrationshintergrund","maennlich","3178","0.34191191350113","0.332362232381694","0.351461594620566"
"nicht erwerbstätig","2014","kein Migrationshintergrund","weiblich","4305","0.437241478115596","0.428008470380164","0.446474485851028"
"nicht erwerbstätig","2014","direkter Migrationshintergrund","maennlich","648","0.324259828051329","0.305338212272362","0.343181443830297"
"nicht erwerbstätig","2014","direkter Migrationshintergrund","weiblich","1110","","",""
"nicht erwerbstätig","2014","indirekter Migrationshintergrund","maennlich","251","","",""
"nicht erwerbstätig","2014","indirekter Migrationshintergrund","weiblich","395","0.323170560800541","0.294594923837696","0.351746197763386"
"nicht erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2014","kein Migrationshintergrund","maennlich","6300","0.65808808649887","0.648538405379434","0.667637767618306"
"erwerbstätig","2014","kein Migrationshintergrund","weiblich","6783","0.562758521884404","0.553525514148972","0.571991529619836"
"erwerbstätig","2014","direkter Migrationshintergrund","maennlich","1703","","",""
"erwerbstätig","2014","direkter Migrationshintergrund","weiblich","1704","","",""
"erwerbstätig","2014","indirekter Migrationshintergrund","maennlich","643","0.718974174829573","0.6895089952037","0.748439354455447"
"erwerbstätig","2014","indirekter Migrationshintergrund","weiblich","634","0.676829439199459","0.648253802236614","0.705405076162304"
"erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2015","kein Migrationshintergrund","maennlich","3056","0.340202580183959","0.330429613375419","0.3499755469925"
"nicht erwerbstätig","2015","kein Migrationshintergrund","weiblich","4092","0.431787168866202","0.422344364722978","0.441229973009427"
"nicht erwerbstätig","2015","direkter Migrationshintergrund","maennlich","1240","","",""
"nicht erwerbstätig","2015","direkter Migrationshintergrund","weiblich","1714","","",""
"nicht erwerbstätig","2015","indirekter Migrationshintergrund","maennlich","236","","",""
"nicht erwerbstätig","2015","indirekter Migrationshintergrund","weiblich","379","0.325300833883379","0.295818633146604","0.354783034620155"
"nicht erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2015","kein Migrationshintergrund","maennlich","5972","0.65979741981604","0.6500244530075","0.669570386624581"
"erwerbstätig","2015","kein Migrationshintergrund","weiblich","6478","0.568212831133798","0.558770026990573","0.577655635277022"
"erwerbstätig","2015","direkter Migrationshintergrund","maennlich","1488","","",""
"erwerbstätig","2015","direkter Migrationshintergrund","weiblich","1502","","",""
"erwerbstätig","2015","indirekter Migrationshintergrund","maennlich","594","0.761613190704592","0.732625248695438","0.790601132713746"
"erwerbstätig","2015","indirekter Migrationshintergrund","weiblich","591","0.674699166116621","0.645216965379845","0.704181366853396"
"erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2016","kein Migrationshintergrund","maennlich","2877","","",""
"nicht erwerbstätig","2016","kein Migrationshintergrund","weiblich","3749","0.422690937471687","0.412927095824776","0.432454779118597"
"nicht erwerbstätig","2016","direkter Migrationshintergrund","maennlich","2302","","",""
"nicht erwerbstätig","2016","direkter Migrationshintergrund","weiblich","2225","","",""
"nicht erwerbstätig","2016","indirekter Migrationshintergrund","maennlich","200","","",""
"nicht erwerbstätig","2016","indirekter Migrationshintergrund","weiblich","330","0.315361702190028","0.285270785076051","0.345452619304004"
"nicht erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2016","kein Migrationshintergrund","maennlich","5525","0.665700126209539","0.655613076097747","0.675787176321331"
"erwerbstätig","2016","kein Migrationshintergrund","weiblich","6084","0.577309062528313","0.567545220881403","0.587072904175224"
"erwerbstätig","2016","direkter Migrationshintergrund","maennlich","1671","","",""
"erwerbstätig","2016","direkter Migrationshintergrund","weiblich","1685","","",""
"erwerbstätig","2016","indirekter Migrationshintergrund","maennlich","564","0.745544858645371","0.714660120985162","0.77642959630558"
"erwerbstätig","2016","indirekter Migrationshintergrund","weiblich","586","0.684638297809973","0.654547380695996","0.714729214923949"
"erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2017","kein Migrationshintergrund","maennlich","3046","0.325649059169568","0.316266631075309","0.335031487263826"
"nicht erwerbstätig","2017","kein Migrationshintergrund","weiblich","3975","0.418172878676409","0.408950059844168","0.427395697508651"
"nicht erwerbstätig","2017","direkter Migrationshintergrund","maennlich","2664","","",""
"nicht erwerbstätig","2017","direkter Migrationshintergrund","weiblich","2686","","",""
"nicht erwerbstätig","2017","indirekter Migrationshintergrund","maennlich","245","","",""
"nicht erwerbstätig","2017","indirekter Migrationshintergrund","weiblich","319","0.296321674865159","0.26777601221998","0.324867337510339"
"nicht erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2017","kein Migrationshintergrund","maennlich","6537","0.674350940830432","0.664968512736174","0.683733368924691"
"erwerbstätig","2017","kein Migrationshintergrund","weiblich","7013","0.581827121323591","0.572604302491349","0.591049940155832"
"erwerbstätig","2017","direkter Migrationshintergrund","maennlich","1734","","",""
"erwerbstätig","2017","direkter Migrationshintergrund","weiblich","1665","","",""
"erwerbstätig","2017","indirekter Migrationshintergrund","maennlich","598","0.71895061338089","0.688606450989651","0.749294775772129"
"erwerbstätig","2017","indirekter Migrationshintergrund","weiblich","664","0.703678325134841","0.675132662489661","0.73222398778002"
"erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2018","kein Migrationshintergrund","maennlich","2981","","",""
"nicht erwerbstätig","2018","kein Migrationshintergrund","weiblich","3798","0.406822527089383","0.397473926013335","0.416171128165432"
"nicht erwerbstätig","2018","direkter Migrationshintergrund","maennlich","2274","","",""
"nicht erwerbstätig","2018","direkter Migrationshintergrund","weiblich","2374","","",""
"nicht erwerbstätig","2018","indirekter Migrationshintergrund","maennlich","206","","",""
"nicht erwerbstätig","2018","indirekter Migrationshintergrund","weiblich","303","0.281526644385683","0.253482983669992","0.309570305101374"
"nicht erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2018","kein Migrationshintergrund","maennlich","6247","0.680990672204145","0.67148097758808","0.690500366820211"
"erwerbstätig","2018","kein Migrationshintergrund","weiblich","6809","0.593177472910617","0.583828871834568","0.602526073986665"
"erwerbstätig","2018","direkter Migrationshintergrund","maennlich","1855","","",""
"erwerbstätig","2018","direkter Migrationshintergrund","weiblich","1626","","",""
"erwerbstätig","2018","indirekter Migrationshintergrund","maennlich","622","0.78152151703224","0.753376097394194","0.809666936670286"
"erwerbstätig","2018","indirekter Migrationshintergrund","weiblich","685","0.718473355614317","0.690429694898626","0.746517016330008"
"erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"erwerbstätig","2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","2019","kein Migrationshintergrund","maennlich","3076","0.333108096199033","0.323807777047335","0.342408415350731"
"nicht erwerbstätig","2019","kein Migrationshintergrund","weiblich","3785","0.412151087186829","0.402771432134037","0.42153074223962"
"nicht erwerbstätig","2019","direkter Migrationshintergrund","maennlich","1779","","",""
"nicht erwerbstätig","2019","direkter Migrationshintergrund","weiblich","2069","","",""
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","maennlich","207","","",""
"nicht erwerbstätig","2019","indirekter Migrationshintergrund","weiblich","267","","",""
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"erwerbstätig","2019","kein Migrationshintergrund","maennlich","6790","0.666891903800967","0.657591584649269","0.676192222952665"
"erwerbstätig","2019","kein Migrationshintergrund","weiblich","6794","0.587848912813172","0.57846925776038","0.597228567865963"
