"e11102","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Westdeutschland","233","0.305368336235097","0.273393508026731","0.337343164443464"
"nicht erwerbstätig","2000","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2000","kein Migrationshintergrund","Westdeutschland","9017","0.603035087692419","0.595017636358085","0.611052539026753"
"erwerbstätig","2000","kein Migrationshintergrund","Ostdeutschland","3563","0.582063418090508","0.569229957798056","0.594896878382959"
"erwerbstätig","2000","direkter Migrationshintergrund","Westdeutschland","1905","0.605902360588312","0.588853991747191","0.622950729429434"
"erwerbstätig","2000","direkter Migrationshintergrund","Ostdeutschland","53","0.3151500871441","0.240554802583272","0.389745371704927"
"erwerbstätig","2000","indirekter Migrationshintergrund","Westdeutschland","564","0.694631663764903","0.662656835556537","0.726606491973269"
"erwerbstätig","2000","indirekter Migrationshintergrund","Ostdeutschland","12","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2000","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2001","kein Migrationshintergrund","Westdeutschland","4693","0.388760416861547","0.380364657897605","0.397156175825488"
"nicht erwerbstätig","2001","kein Migrationshintergrund","Ostdeutschland","2006","0.419810436096421","0.406509785674748","0.433111086518094"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Westdeutschland","1051","0.380033768863872","0.362035530393407","0.398032007334337"
"nicht erwerbstätig","2001","direkter Migrationshintergrund","Ostdeutschland","83","0.710290267621243","0.629795500147995","0.790785035094491"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Westdeutschland","220","0.297755007025334","0.264853181069883","0.330656832980785"
"nicht erwerbstätig","2001","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2001","kein Migrationshintergrund","Westdeutschland","8257","0.611239583138453","0.602843824174512","0.619635342102395"
"erwerbstätig","2001","kein Migrationshintergrund","Ostdeutschland","3283","0.580189563903579","0.566888913481906","0.593490214325252"
"erwerbstätig","2001","direkter Migrationshintergrund","Westdeutschland","1743","0.619966231136128","0.601967992665663","0.637964469606593"
"erwerbstätig","2001","direkter Migrationshintergrund","Ostdeutschland","39","0.289709732378757","0.209214964905509","0.370204499852005"
"erwerbstätig","2001","indirekter Migrationshintergrund","Westdeutschland","522","0.702244992974666","0.669343167019215","0.735146818930117"
"erwerbstätig","2001","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","kein Migrationshintergrund","Westdeutschland","4894","0.395047213770108","0.386996957339353","0.403097470200863"
"nicht erwerbstätig","2002","kein Migrationshintergrund","Ostdeutschland","2007","0.433292554128358","0.419940463156598","0.446644645100117"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Westdeutschland","1019","0.391301078145218","0.372830712507729","0.409771443782708"
"nicht erwerbstätig","2002","direkter Migrationshintergrund","Ostdeutschland","82","0.735674377233735","0.655078724295137","0.816270030172332"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Westdeutschland","229","0.306243244996678","0.273233356787373","0.339253133205984"
"nicht erwerbstätig","2002","indirekter Migrationshintergrund","Ostdeutschland","9","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2002","kein Migrationshintergrund","Westdeutschland","9272","0.604952786229892","0.596902529799137","0.613003042660647"
"erwerbstätig","2002","kein Migrationshintergrund","Ostdeutschland","3284","0.566707445871642","0.553355354899883","0.580059536843402"
"erwerbstätig","2002","direkter Migrationshintergrund","Westdeutschland","1663","0.608698921854782","0.590228556217293","0.627169287492271"
"erwerbstätig","2002","direkter Migrationshintergrund","Ostdeutschland","33","0.264325622766265","0.183729969827668","0.344921275704863"
"erwerbstätig","2002","indirekter Migrationshintergrund","Westdeutschland","520","0.693756755003322","0.660746866794016","0.726766643212627"
"erwerbstätig","2002","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","kein Migrationshintergrund","Westdeutschland","4809","0.401971000318469","0.393717754577161","0.410224246059777"
"nicht erwerbstätig","2003","kein Migrationshintergrund","Ostdeutschland","2028","0.442465783515907","0.428977815699623","0.45595375133219"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Westdeutschland","980","0.404572658758511","0.385390753236098","0.423754564280923"
"nicht erwerbstätig","2003","direkter Migrationshintergrund","Ostdeutschland","74","0.752981605230388","0.670094255728687","0.835868954732089"
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Westdeutschland","233","0.315646781549005","0.282384020260827","0.348909542837183"
"nicht erwerbstätig","2003","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2003","kein Migrationshintergrund","Westdeutschland","8748","0.598028999681531","0.589775753940223","0.606282245422839"
"erwerbstätig","2003","kein Migrationshintergrund","Ostdeutschland","3181","0.557534216484093","0.544046248667809","0.571022184300377"
"erwerbstätig","2003","direkter Migrationshintergrund","Westdeutschland","1535","0.59542734124149","0.576245435719077","0.614609246763902"
"erwerbstätig","2003","direkter Migrationshintergrund","Ostdeutschland","30","0.247018394769612","0.164131045267911","0.329905744271313"
"erwerbstätig","2003","indirekter Migrationshintergrund","Westdeutschland","517","0.684353218450995","0.651090457162817","0.717615979739173"
"erwerbstätig","2003","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","kein Migrationshintergrund","Westdeutschland","4762","0.403555113915242","0.395180889189749","0.411929338640736"
"nicht erwerbstätig","2004","kein Migrationshintergrund","Ostdeutschland","2056","0.458543633498782","0.444852272992702","0.472234994004862"
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Westdeutschland","996","0.418953953478895","0.399357069112228","0.438550837845561"
"nicht erwerbstätig","2004","direkter Migrationshintergrund","Ostdeutschland","72","0.758825276424512","0.675394901887089","0.842255650961935"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Westdeutschland","240","0.330254981432796","0.297014725750437","0.363495237115155"
"nicht erwerbstätig","2004","indirekter Migrationshintergrund","Ostdeutschland","19","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2004","kein Migrationshintergrund","Westdeutschland","8423","0.596444886084758","0.588070661359264","0.604819110810251"
"erwerbstätig","2004","kein Migrationshintergrund","Ostdeutschland","3032","0.541456366501218","0.527765005995138","0.555147727007298"
"erwerbstätig","2004","direkter Migrationshintergrund","Westdeutschland","1439","0.581046046521106","0.561449162154439","0.600642930887772"
"erwerbstätig","2004","direkter Migrationshintergrund","Ostdeutschland","29","","",""
"erwerbstätig","2004","indirekter Migrationshintergrund","Westdeutschland","529","0.669745018567204","0.636504762884845","0.702985274249563"
"erwerbstätig","2004","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2005","kein Migrationshintergrund","Westdeutschland","4563","0.39389576444571","0.385363553111967","0.402427975779454"
"nicht erwerbstätig","2005","kein Migrationshintergrund","Ostdeutschland","2003","0.448013469998041","0.434095283997005","0.461931655999077"
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Westdeutschland","932","0.404832792899977","0.384631279527572","0.425034306272383"
"nicht erwerbstätig","2005","direkter Migrationshintergrund","Ostdeutschland","73","0.756896313124488","0.672398696101043","0.841393930147933"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Westdeutschland","267","0.308903995511266","0.276786218346297","0.341021772676235"
"nicht erwerbstätig","2005","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2005","kein Migrationshintergrund","Westdeutschland","8035","0.60610423555429","0.597572024220547","0.614636446888033"
"erwerbstätig","2005","kein Migrationshintergrund","Ostdeutschland","2901","0.551986530001959","0.538068344000923","0.565904716002995"
"erwerbstätig","2005","direkter Migrationshintergrund","Westdeutschland","1336","0.595167207100023","0.574965693727617","0.615368720472428"
"erwerbstätig","2005","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"erwerbstätig","2005","indirekter Migrationshintergrund","Westdeutschland","528","0.691096004488734","0.658978227323765","0.723213781653703"
"erwerbstätig","2005","indirekter Migrationshintergrund","Ostdeutschland","18","","",""
"erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2006","kein Migrationshintergrund","Westdeutschland","5292","0.403061946965599","0.39488162611977","0.411242267811428"
"nicht erwerbstätig","2006","kein Migrationshintergrund","Ostdeutschland","2205","0.455844009463988","0.442325387896316","0.46936263103166"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Westdeutschland","951","0.426072548665642","0.405752363248842","0.446392734082443"
"nicht erwerbstätig","2006","direkter Migrationshintergrund","Ostdeutschland","76","0.659235955995385","0.570663421220608","0.747808490770163"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Westdeutschland","274","0.312882142067663","0.281068820327406","0.344695463807919"
"nicht erwerbstätig","2006","indirekter Migrationshintergrund","Ostdeutschland","21","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2006","kein Migrationshintergrund","Westdeutschland","8520","0.596938053034401","0.588757732188572","0.60511837388023"
"erwerbstätig","2006","kein Migrationshintergrund","Ostdeutschland","3009","0.544155990536012","0.53063736896834","0.557674612103684"
"erwerbstätig","2006","direkter Migrationshintergrund","Westdeutschland","1324","0.573927451334358","0.553607265917557","0.594247636751158"
"erwerbstätig","2006","direkter Migrationshintergrund","Ostdeutschland","34","0.340764044004615","0.252191509229837","0.429336578779392"
"erwerbstätig","2006","indirekter Migrationshintergrund","Westdeutschland","542","0.687117857932337","0.655304536192081","0.718931179672594"
"erwerbstätig","2006","indirekter Migrationshintergrund","Ostdeutschland","21","","",""
"erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2007","kein Migrationshintergrund","Westdeutschland","5000","0.403751231578987","0.395291552266699","0.412210910891276"
"nicht erwerbstätig","2007","kein Migrationshintergrund","Ostdeutschland","2091","0.450414473934427","0.43656127490162","0.464267672967235"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Westdeutschland","830","0.417285187885101","0.395897455786878","0.438672919983323"
"nicht erwerbstätig","2007","direkter Migrationshintergrund","Ostdeutschland","61","0.672996284190137","0.576611146552538","0.769381421827736"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Westdeutschland","272","0.322624378539285","0.290148947141215","0.355099809937356"
"nicht erwerbstätig","2007","indirekter Migrationshintergrund","Ostdeutschland","18","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2007","kein Migrationshintergrund","Westdeutschland","7922","0.596248768421013","0.587789089108724","0.604708447733301"
"erwerbstätig","2007","kein Migrationshintergrund","Ostdeutschland","2864","0.549585526065573","0.535732327032765","0.56343872509838"
"erwerbstätig","2007","direkter Migrationshintergrund","Westdeutschland","1212","0.5827148121149","0.561327080016677","0.604102544213122"
"erwerbstätig","2007","direkter Migrationshintergrund","Ostdeutschland","30","0.327003715809863","0.230618578172264","0.423388853447462"
"erwerbstätig","2007","indirekter Migrationshintergrund","Westdeutschland","524","0.677375621460715","0.644900190062644","0.709851052858785"
"erwerbstätig","2007","indirekter Migrationshintergrund","Ostdeutschland","26","","",""
"erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2008","kein Migrationshintergrund","Westdeutschland","4670","0.395052736641515","0.386360920999848","0.403744552283182"
"nicht erwerbstätig","2008","kein Migrationshintergrund","Ostdeutschland","1942","0.436029335067557","0.421829627351983","0.450229042783132"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Westdeutschland","749","0.409695258468498","0.387169857858425","0.43222065907857"
"nicht erwerbstätig","2008","direkter Migrationshintergrund","Ostdeutschland","53","0.658161419082987","0.55356632999189","0.762756508174085"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Westdeutschland","251","0.314696190601375","0.282105909564491","0.347286471638259"
"nicht erwerbstätig","2008","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2008","kein Migrationshintergrund","Westdeutschland","7482","0.604947263358485","0.596255447716818","0.613639079000152"
"erwerbstätig","2008","kein Migrationshintergrund","Ostdeutschland","2743","0.563970664932443","0.549770957216868","0.578170372648017"
"erwerbstätig","2008","direkter Migrationshintergrund","Westdeutschland","1082","0.590304741531502","0.567779340921429","0.612830142141575"
"erwerbstätig","2008","direkter Migrationshintergrund","Ostdeutschland","26","","",""
"erwerbstätig","2008","indirekter Migrationshintergrund","Westdeutschland","529","0.685303809398625","0.652713528361741","0.717894090435509"
"erwerbstätig","2008","indirekter Migrationshintergrund","Ostdeutschland","33","0.799605636191547","0.681328056928832","0.917883215454262"
"erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2009","kein Migrationshintergrund","Westdeutschland","4299","0.383963974185634","0.375029912602027","0.392898035769241"
"nicht erwerbstätig","2009","kein Migrationshintergrund","Ostdeutschland","1815","0.417994386400061","0.403507650096899","0.432481122703224"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Westdeutschland","641","0.396828410489914","0.37279594227061","0.420860878709217"
"nicht erwerbstätig","2009","direkter Migrationshintergrund","Ostdeutschland","47","0.607215373155307","0.496688959258531","0.717741787052083"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Westdeutschland","219","0.282112911382424","0.248963866867943","0.315261955896905"
"nicht erwerbstätig","2009","indirekter Migrationshintergrund","Ostdeutschland","15","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2009","kein Migrationshintergrund","Westdeutschland","7085","0.616036025814366","0.60710196423076","0.624970087397973"
"erwerbstätig","2009","kein Migrationshintergrund","Ostdeutschland","2638","0.582005613599939","0.567518877296776","0.596492349903101"
"erwerbstätig","2009","direkter Migrationshintergrund","Westdeutschland","951","0.603171589510086","0.579139121290783","0.62720405772939"
"erwerbstätig","2009","direkter Migrationshintergrund","Ostdeutschland","28","","",""
"erwerbstätig","2009","indirekter Migrationshintergrund","Westdeutschland","489","0.717887088617576","0.684738044103095","0.751036133132057"
"erwerbstätig","2009","indirekter Migrationshintergrund","Ostdeutschland","27","","",""
"erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2010","kein Migrationshintergrund","Westdeutschland","5123","0.384344059585746","0.376528480603156","0.392159638568336"
"nicht erwerbstätig","2010","kein Migrationshintergrund","Ostdeutschland","1991","0.402828307055829","0.389638797252641","0.416017816859016"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Westdeutschland","1130","0.404532294195143","0.386307474502224","0.422757113888062"
"nicht erwerbstätig","2010","direkter Migrationshintergrund","Ostdeutschland","80","0.633582831868438","0.549784410387232","0.717381253349643"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Westdeutschland","394","0.277093245816843","0.251158070387886","0.303028421245801"
"nicht erwerbstätig","2010","indirekter Migrationshintergrund","Ostdeutschland","28","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2010","kein Migrationshintergrund","Westdeutschland","9758","0.615655940414254","0.607840361431664","0.623471519396844"
"erwerbstätig","2010","kein Migrationshintergrund","Ostdeutschland","3321","0.597171692944171","0.583982183140984","0.610361202747359"
"erwerbstätig","2010","direkter Migrationshintergrund","Westdeutschland","1656","0.595467705804857","0.577242886111939","0.613692525497776"
"erwerbstätig","2010","direkter Migrationshintergrund","Ostdeutschland","47","0.366417168131562","0.282618746650357","0.450215589612768"
"erwerbstätig","2010","indirekter Migrationshintergrund","Westdeutschland","750","0.722906754183157","0.696971578754199","0.748841929612114"
"erwerbstätig","2010","indirekter Migrationshintergrund","Ostdeutschland","50","0.718147450776258","0.618304229386369","0.817990672166146"
"erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2011","kein Migrationshintergrund","Westdeutschland","6435","0.383680344227292","0.376592720805038","0.390767967649546"
"nicht erwerbstätig","2011","kein Migrationshintergrund","Ostdeutschland","2342","0.398395601471039","0.386147104524467","0.410644098417612"
"nicht erwerbstätig","2011","direkter Migrationshintergrund","Westdeutschland","1238","0.384074206630874","0.366996830913983","0.401151582347764"
"nicht erwerbstätig","2011","direkter Migrationshintergrund","Ostdeutschland","97","0.648405662544294","0.574190291288855","0.722621033799734"
"nicht erwerbstätig","2011","indirekter Migrationshintergrund","Westdeutschland","464","0.299171476452828","0.274422844816712","0.323920108088944"
"nicht erwerbstätig","2011","indirekter Migrationshintergrund","Ostdeutschland","32","0.255031046319484","0.163961668750785","0.346100423888183"
"nicht erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2011","kein Migrationshintergrund","Westdeutschland","11648","0.616319655772708","0.609232032350454","0.623407279194962"
"erwerbstätig","2011","kein Migrationshintergrund","Ostdeutschland","3795","0.601604398528961","0.589355901582388","0.613852895475533"
"erwerbstätig","2011","direkter Migrationshintergrund","Westdeutschland","1878","0.615925793369127","0.598848417652236","0.633003169086017"
"erwerbstätig","2011","direkter Migrationshintergrund","Ostdeutschland","62","0.351594337455706","0.277378966200266","0.425809708711145"
"erwerbstätig","2011","indirekter Migrationshintergrund","Westdeutschland","851","0.700828523547172","0.676079891911056","0.725577155183288"
"erwerbstätig","2011","indirekter Migrationshintergrund","Ostdeutschland","56","0.744968953680516","0.653899576111817","0.836038331249215"
"erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2012","kein Migrationshintergrund","Westdeutschland","6345","0.38236890152991","0.375215310980746","0.389522492079075"
"nicht erwerbstätig","2012","kein Migrationshintergrund","Ostdeutschland","2333","0.409812911225957","0.397377195101996","0.422248627349917"
"nicht erwerbstätig","2012","direkter Migrationshintergrund","Westdeutschland","1081","0.372236635077115","0.354664152730177","0.389809117424053"
"nicht erwerbstätig","2012","direkter Migrationshintergrund","Ostdeutschland","94","0.608227483255937","0.53162624409035","0.684828722421524"
"nicht erwerbstätig","2012","indirekter Migrationshintergrund","Westdeutschland","407","0.278256411287312","0.253772946636525","0.302739875938098"
"nicht erwerbstätig","2012","indirekter Migrationshintergrund","Ostdeutschland","25","","",""
"nicht erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2012","kein Migrationshintergrund","Westdeutschland","11383","0.617631098470089","0.610477507920925","0.624784689019254"
"erwerbstätig","2012","kein Migrationshintergrund","Ostdeutschland","3675","0.590187088774043","0.577751372650083","0.602622804898004"
"erwerbstätig","2012","direkter Migrationshintergrund","Westdeutschland","1826","0.627763364922885","0.610190882575947","0.645335847269823"
"erwerbstätig","2012","direkter Migrationshintergrund","Ostdeutschland","62","0.391772516744063","0.315171277578476","0.46837375590965"
"erwerbstätig","2012","indirekter Migrationshintergrund","Westdeutschland","880","0.721743588712688","0.697260124061902","0.746227053363475"
"erwerbstätig","2012","indirekter Migrationshintergrund","Ostdeutschland","55","0.680922744640196","0.578781783112142","0.783063706168249"
"erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2013","kein Migrationshintergrund","Westdeutschland","6106","0.394146273252406","0.386775330751136","0.401517215753677"
"nicht erwerbstätig","2013","kein Migrationshintergrund","Ostdeutschland","2183","0.404870510960584","0.392079089467384","0.417661932453784"
"nicht erwerbstätig","2013","direkter Migrationshintergrund","Westdeutschland","4287","0.625690670683824","0.61341469297846","0.637966648389188"
"nicht erwerbstätig","2013","direkter Migrationshintergrund","Ostdeutschland","384","0.865573253946615","0.833591510890149","0.897554997003081"
"nicht erwerbstätig","2013","indirekter Migrationshintergrund","Westdeutschland","1290","0.565793126693092","0.544699321185305","0.586886932200879"
"nicht erwerbstätig","2013","indirekter Migrationshintergrund","Ostdeutschland","53","0.567416512118229","0.473978806181085","0.660854218055373"
"nicht erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2013","kein Migrationshintergrund","Westdeutschland","10778","0.605853726747594","0.598482784246323","0.613224669248864"
"erwerbstätig","2013","kein Migrationshintergrund","Ostdeutschland","3474","0.595129489039416","0.582338067546216","0.607920910532616"
"erwerbstätig","2013","direkter Migrationshintergrund","Westdeutschland","1683","0.374309329316176","0.362033351610812","0.38658530702154"
"erwerbstätig","2013","direkter Migrationshintergrund","Ostdeutschland","53","0.134426746053385","0.102445002996919","0.166408489109851"
"erwerbstätig","2013","indirekter Migrationshintergrund","Westdeutschland","831","0.434206873306908","0.413113067799121","0.455300678814696"
"erwerbstätig","2013","indirekter Migrationshintergrund","Ostdeutschland","55","0.432583487881771","0.339145781944627","0.526021193818915"
"erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2014","kein Migrationshintergrund","Westdeutschland","5467","0.388001553575653","0.380296534809209","0.395706572342098"
"nicht erwerbstätig","2014","kein Migrationshintergrund","Ostdeutschland","2016","0.401941378673846","0.388616664533924","0.415266092813767"
"nicht erwerbstätig","2014","direkter Migrationshintergrund","Westdeutschland","1592","0.359079528447012","0.345527870135643","0.37263118675838"
"nicht erwerbstätig","2014","direkter Migrationshintergrund","Ostdeutschland","166","0.480277608680011","0.42801074789387","0.532544469466151"
"nicht erwerbstätig","2014","indirekter Migrationshintergrund","Westdeutschland","607","0.301418453928402","0.280261044608362","0.322575863248443"
"nicht erwerbstätig","2014","indirekter Migrationshintergrund","Ostdeutschland","39","0.285021804295665","0.202872377455928","0.367171231135403"
"nicht erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2014","kein Migrationshintergrund","Westdeutschland","9898","0.611998446424347","0.604293427657902","0.619703465190791"
"erwerbstätig","2014","kein Migrationshintergrund","Ostdeutschland","3185","0.598058621326154","0.584733907186233","0.611383335466075"
"erwerbstätig","2014","direkter Migrationshintergrund","Westdeutschland","3222","0.640920471552988","0.62736881324162","0.654472129864357"
"erwerbstätig","2014","direkter Migrationshintergrund","Ostdeutschland","185","0.519722391319989","0.467455530533849","0.57198925210613"
"erwerbstätig","2014","indirekter Migrationshintergrund","Westdeutschland","1200","0.698581546071598","0.677424136751557","0.719738955391638"
"erwerbstätig","2014","indirekter Migrationshintergrund","Ostdeutschland","77","0.714978195704335","0.632828768864597","0.797127622544072"
"erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"erwerbstätig","2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"nicht erwerbstätig","2015","kein Migrationshintergrund","Westdeutschland","5199","0.384231722063741","0.376353854643993","0.392109589483488"
"nicht erwerbstätig","2015","kein Migrationshintergrund","Ostdeutschland","1949","0.398479045311007","0.384844456293532","0.412113634328482"
"nicht erwerbstätig","2015","direkter Migrationshintergrund","Westdeutschland","2688","0.425855188761645","0.412806175995229","0.438904201528061"
"nicht erwerbstätig","2015","direkter Migrationshintergrund","Ostdeutschland","266","0.616730899199713","0.570670683830145","0.662791114569281"
"nicht erwerbstätig","2015","indirekter Migrationshintergrund","Westdeutschland","575","0.280037616894965","0.258598285966432","0.301476947823499"
"nicht erwerbstätig","2015","indirekter Migrationshintergrund","Ostdeutschland","40","0.274009774734662","0.192492887909186","0.355526661560139"
"nicht erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"nicht erwerbstätig","2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"erwerbstätig","2015","kein Migrationshintergrund","Westdeutschland","9446","0.615768277936259","0.607890410516512","0.623646145356007"
"erwerbstätig","2015","kein Migrationshintergrund","Ostdeutschland","3004","0.601520954688993","0.587886365671518","0.615155543706468"
