,Unnamed: 0,year,bula_h,quintil_oecd,plj0045,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
275,275,2014,Saxony,3rd Quintile,"Yes, depending on situation",0.27684,111,24963,0.22122,0.33442
276,276,2014,Saxony,3rd Quintile,Rather not,0.37796,114,24963,0.31233,0.47487
277,277,2014,Saxony,3rd Quintile,Never,0.34521,131,24963,0.3019,0.40352
278,278,2014,Saxony,4th Quintile,"Yes, depending on situation",0.26673,77,24963,0.2037,0.35142
279,279,2014,Saxony,4th Quintile,Rather not,0.44232,93,24963,0.34674,0.55829
280,280,2014,Saxony,4th Quintile,Never,0.29096,79,24963,0.21916,0.36013
281,281,2014,Saxony,5th Quintile,"Yes, depending on situation",0.45712,67,24963,0.32561,0.61211
282,282,2014,Saxony,5th Quintile,Rather not,0.28746,62,24963,0.22102,0.36064
283,283,2014,Saxony,5th Quintile,Never,0.25541,43,24963,0.20087,0.32689
284,284,2014,Saxony-Anhalt,1st Quintile,"Yes, happily",0.09032,31,24963,0.05461,0.12322
285,285,2014,Saxony-Anhalt,1st Quintile,"Yes, depending on situation",0.27879,69,24963,0.21384,0.35034
286,286,2014,Saxony-Anhalt,1st Quintile,Rather not,0.17021,62,24963,0.09875,0.28982
287,287,2014,Saxony-Anhalt,1st Quintile,Never,0.46068,114,24963,0.36255,0.57216
288,288,2014,Saxony-Anhalt,2nd Quintile,"Yes, depending on situation",0.20859,62,24963,0.16325,0.25223
289,289,2014,Saxony-Anhalt,2nd Quintile,Rather not,0.2288,51,24963,0.18874,0.27087
290,290,2014,Saxony-Anhalt,2nd Quintile,Never,0.5626,98,24963,0.46987,0.66447
291,291,2014,Saxony-Anhalt,3rd Quintile,"Yes, depending on situation",0.38435,78,24963,0.31066,0.47046
292,292,2014,Saxony-Anhalt,3rd Quintile,Rather not,0.26753,51,24963,0.2079,0.3234
293,293,2014,Saxony-Anhalt,3rd Quintile,Never,0.34812,54,24963,0.28619,0.42118
294,294,2014,Saxony-Anhalt,4th Quintile,"Yes, depending on situation",0.35825,49,24963,0.27336,0.45671
295,295,2014,Saxony-Anhalt,4th Quintile,Rather not,0.39481,46,24963,0.28289,0.54617
296,296,2014,Saxony-Anhalt,4th Quintile,Never,0.24694,39,24963,0.20002,0.29905
297,297,2014,Saxony-Anhalt,5th Quintile,"Yes, depending on situation",1.0,44,24963,0.7426,1.32464
298,298,2014,Thuringa,1st Quintile,"Yes, depending on situation",0.35297,69,24963,0.26127,0.4685
299,299,2014,Thuringa,1st Quintile,Rather not,0.18528,56,24963,0.1488,0.23825
300,300,2014,Thuringa,1st Quintile,Never,0.46176,94,24963,0.38706,0.53912
301,301,2014,Thuringa,2nd Quintile,"Yes, depending on situation",0.35807,81,24963,0.27343,0.44402
302,302,2014,Thuringa,2nd Quintile,Rather not,0.15424,57,24963,0.11406,0.21751
303,303,2014,Thuringa,2nd Quintile,Never,0.48769,106,24963,0.40814,0.57619
304,304,2014,Thuringa,3rd Quintile,"Yes, depending on situation",0.24248,64,24963,0.20077,0.29331
305,305,2014,Thuringa,3rd Quintile,Rather not,0.29824,68,24963,0.22514,0.36901
306,306,2014,Thuringa,3rd Quintile,Never,0.45928,80,24963,0.39815,0.52963
307,307,2014,Thuringa,4th Quintile,"Yes, depending on situation",0.35555,58,24963,0.2805,0.44989
308,308,2014,Thuringa,4th Quintile,Rather not,0.27013,42,24963,0.20243,0.36293
309,309,2014,Thuringa,4th Quintile,Never,0.37432,45,24963,0.2979,0.47362
310,310,2014,Thuringa,5th Quintile,"Yes, depending on situation",0.37217,43,24963,0.2318,0.55948
311,311,2014,Thuringa,5th Quintile,Rather not,0.62783,44,24963,0.40129,0.92087
312,312,2019,Schleswig-Holstein,1st Quintile,"Yes, depending on situation",0.23092,34,20587,0.16632,0.3176
313,313,2019,Schleswig-Holstein,1st Quintile,Rather not,0.3055,45,20587,0.19699,0.42868
314,314,2019,Schleswig-Holstein,1st Quintile,Never,0.46358,77,20587,0.35902,0.59457
315,315,2019,Schleswig-Holstein,2nd Quintile,"Yes, depending on situation",0.3645,54,20587,0.24478,0.51251
316,316,2019,Schleswig-Holstein,2nd Quintile,Rather not,0.25391,36,20587,0.15239,0.34128
317,317,2019,Schleswig-Holstein,2nd Quintile,Never,0.38159,71,20587,0.3165,0.45516
318,318,2019,Schleswig-Holstein,3rd Quintile,"Yes, depending on situation",0.24295,56,20587,0.18439,0.306
319,319,2019,Schleswig-Holstein,3rd Quintile,Rather not,0.40021,57,20587,0.29528,0.53551
320,320,2019,Schleswig-Holstein,3rd Quintile,Never,0.35684,59,20587,0.27514,0.44434
321,321,2019,Schleswig-Holstein,4th Quintile,"Yes, depending on situation",0.38452,41,20587,0.27341,0.5291
322,322,2019,Schleswig-Holstein,4th Quintile,Never,0.61548,62,20587,0.46261,0.78515
323,323,2019,Schleswig-Holstein,5th Quintile,"Yes, depending on situation",0.36255,56,20587,0.27563,0.46548
324,324,2019,Schleswig-Holstein,5th Quintile,Rather not,0.39627,44,20587,0.29179,0.50486
325,325,2019,Schleswig-Holstein,5th Quintile,Never,0.24118,41,20587,0.16335,0.33717
326,326,2019,Hamburg,1st Quintile,Never,1.0,54,20587,0.74141,1.34182
327,327,2019,Hamburg,2nd Quintile,Never,1.0,32,20587,0.75062,1.28566
328,328,2019,Hamburg,5th Quintile,"Yes, depending on situation",0.57233,32,20587,0.37727,0.80008
329,329,2019,Hamburg,5th Quintile,Never,0.42767,42,20587,0.26437,0.63409
330,330,2019,Lower Saxony,1st Quintile,"Yes, depending on situation",0.29809,96,20587,0.23415,0.37039
331,331,2019,Lower Saxony,1st Quintile,Rather not,0.2049,94,20587,0.16256,0.27573
332,332,2019,Lower Saxony,1st Quintile,Never,0.49701,230,20587,0.42658,0.5743
333,333,2019,Lower Saxony,2nd Quintile,"Yes, depending on situation",0.18728,103,20587,0.15821,0.23171
334,334,2019,Lower Saxony,2nd Quintile,Rather not,0.30698,136,20587,0.25503,0.37916
335,335,2019,Lower Saxony,2nd Quintile,Never,0.50574,203,20587,0.43925,0.57192
336,336,2019,Lower Saxony,3rd Quintile,"Yes, depending on situation",0.3187,121,20587,0.25727,0.39482
337,337,2019,Lower Saxony,3rd Quintile,Rather not,0.31334,130,20587,0.26443,0.37128
338,338,2019,Lower Saxony,3rd Quintile,Never,0.36796,160,20587,0.30608,0.43946
339,339,2019,Lower Saxony,4th Quintile,"Yes, depending on situation",0.3014,145,20587,0.24815,0.35581
340,340,2019,Lower Saxony,4th Quintile,Rather not,0.34849,141,20587,0.29221,0.40783
341,341,2019,Lower Saxony,4th Quintile,Never,0.35011,144,20587,0.28538,0.41346
342,342,2019,Lower Saxony,5th Quintile,"Yes, depending on situation",0.33908,164,20587,0.28465,0.38576
343,343,2019,Lower Saxony,5th Quintile,Rather not,0.36933,146,20587,0.30092,0.4537
344,344,2019,Lower Saxony,5th Quintile,Never,0.29159,125,20587,0.24071,0.34504
345,345,2019,North Rhine-Westphalia,1st Quintile,"Yes, happily",0.04469,54,20587,0.03199,0.0596
346,346,2019,North Rhine-Westphalia,1st Quintile,"Yes, depending on situation",0.23794,210,20587,0.20076,0.2812
347,347,2019,North Rhine-Westphalia,1st Quintile,Rather not,0.242,233,20587,0.20497,0.2862
348,348,2019,North Rhine-Westphalia,1st Quintile,Never,0.47537,487,20587,0.42898,0.52788
349,349,2019,North Rhine-Westphalia,2nd Quintile,"Yes, happily",0.05173,50,20587,0.034,0.07686
350,350,2019,North Rhine-Westphalia,2nd Quintile,"Yes, depending on situation",0.18017,204,20587,0.14501,0.23509
351,351,2019,North Rhine-Westphalia,2nd Quintile,Rather not,0.28795,264,20587,0.25355,0.33118
352,352,2019,North Rhine-Westphalia,2nd Quintile,Never,0.48015,449,20587,0.4278,0.53767
353,353,2019,North Rhine-Westphalia,3rd Quintile,"Yes, happily",0.0595,34,20587,0.0397,0.08046
354,354,2019,North Rhine-Westphalia,3rd Quintile,"Yes, depending on situation",0.255,239,20587,0.2215,0.30487
355,355,2019,North Rhine-Westphalia,3rd Quintile,Rather not,0.28652,250,20587,0.23458,0.33751
356,356,2019,North Rhine-Westphalia,3rd Quintile,Never,0.39898,348,20587,0.35372,0.44747
357,357,2019,North Rhine-Westphalia,4th Quintile,"Yes, happily",0.05974,42,20587,0.03995,0.07629
358,358,2019,North Rhine-Westphalia,4th Quintile,"Yes, depending on situation",0.29296,253,20587,0.25638,0.33582
359,359,2019,North Rhine-Westphalia,4th Quintile,Rather not,0.2816,273,20587,0.24365,0.31905
360,360,2019,North Rhine-Westphalia,4th Quintile,Never,0.3657,301,20587,0.32501,0.40954
361,361,2019,North Rhine-Westphalia,5th Quintile,"Yes, happily",0.05697,39,20587,0.03697,0.08686
362,362,2019,North Rhine-Westphalia,5th Quintile,"Yes, depending on situation",0.33149,340,20587,0.28476,0.38999
363,363,2019,North Rhine-Westphalia,5th Quintile,Rather not,0.31201,328,20587,0.2791,0.34958
364,364,2019,North Rhine-Westphalia,5th Quintile,Never,0.29952,312,20587,0.27011,0.33377
365,365,2019,Hesse,1st Quintile,"Yes, depending on situation",0.2754,73,20587,0.20838,0.33379
366,366,2019,Hesse,1st Quintile,Rather not,0.2898,59,20587,0.22077,0.34944
367,367,2019,Hesse,1st Quintile,Never,0.43481,89,20587,0.33559,0.54085
368,368,2019,Hesse,2nd Quintile,"Yes, depending on situation",0.16935,53,20587,0.12636,0.22243
369,369,2019,Hesse,2nd Quintile,Rather not,0.36749,68,20587,0.28236,0.47332
370,370,2019,Hesse,2nd Quintile,Never,0.46316,103,20587,0.36068,0.5654
371,371,2019,Hesse,3rd Quintile,"Yes, depending on situation",0.3032,77,20587,0.2449,0.37672
372,372,2019,Hesse,3rd Quintile,Rather not,0.21829,77,20587,0.16791,0.26448
373,373,2019,Hesse,3rd Quintile,Never,0.47851,102,20587,0.37963,0.60455
374,374,2019,Hesse,4th Quintile,"Yes, depending on situation",0.32794,90,20587,0.26755,0.39906
375,375,2019,Hesse,4th Quintile,Rather not,0.35015,102,20587,0.26437,0.42147
376,376,2019,Hesse,4th Quintile,Never,0.32192,88,20587,0.24672,0.42371
377,377,2019,Hesse,5th Quintile,"Yes, depending on situation",0.37451,142,20587,0.30678,0.45233
378,378,2019,Hesse,5th Quintile,Rather not,0.30848,129,20587,0.2449,0.36841
379,379,2019,Hesse,5th Quintile,Never,0.31701,106,20587,0.26068,0.37934
380,380,2019,"Rhineland-Palatinate, Saarland",1st Quintile,"Yes, depending on situation",0.2885,62,20587,0.20589,0.38281
381,381,2019,"Rhineland-Palatinate, Saarland",1st Quintile,Rather not,0.2828,78,20587,0.19713,0.36383
382,382,2019,"Rhineland-Palatinate, Saarland",1st Quintile,Never,0.4287,110,20587,0.3448,0.51887
383,383,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,"Yes, depending on situation",0.21202,51,20587,0.1503,0.29861
384,384,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Rather not,0.28325,71,20587,0.22697,0.33385
385,385,2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Never,0.50473,125,20587,0.42737,0.58805
386,386,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,"Yes, depending on situation",0.24588,47,20587,0.18019,0.33925
387,387,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Rather not,0.27031,51,20587,0.20991,0.34867
388,388,2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Never,0.4838,120,20587,0.38667,0.60537
389,389,2019,"Rhineland-Palatinate, Saarland",4th Quintile,"Yes, depending on situation",0.22959,66,20587,0.16975,0.28639
390,390,2019,"Rhineland-Palatinate, Saarland",4th Quintile,Rather not,0.32052,75,20587,0.25651,0.4004
391,391,2019,"Rhineland-Palatinate, Saarland",4th Quintile,Never,0.4499,91,20587,0.37006,0.50817
392,392,2019,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, depending on situation",0.3406,86,20587,0.2832,0.40382
393,393,2019,"Rhineland-Palatinate, Saarland",5th Quintile,Rather not,0.369,80,20587,0.27173,0.4998
394,394,2019,"Rhineland-Palatinate, Saarland",5th Quintile,Never,0.2904,69,20587,0.23163,0.34756
395,395,2019,Baden-Wuerttemberg,1st Quintile,"Yes, depending on situation",0.24219,72,20587,0.18817,0.30998
396,396,2019,Baden-Wuerttemberg,1st Quintile,Rather not,0.28385,70,20587,0.20107,0.36634
397,397,2019,Baden-Wuerttemberg,1st Quintile,Never,0.47396,137,20587,0.39162,0.5521
398,398,2019,Baden-Wuerttemberg,2nd Quintile,"Yes, depending on situation",0.22169,92,20587,0.17901,0.2628
399,399,2019,Baden-Wuerttemberg,2nd Quintile,Rather not,0.24522,109,20587,0.20097,0.29836
400,400,2019,Baden-Wuerttemberg,2nd Quintile,Never,0.53308,182,20587,0.44985,0.61663
401,401,2019,Baden-Wuerttemberg,3rd Quintile,"Yes, depending on situation",0.20911,110,20587,0.17693,0.25529
402,402,2019,Baden-Wuerttemberg,3rd Quintile,Rather not,0.30938,152,20587,0.26249,0.35293
403,403,2019,Baden-Wuerttemberg,3rd Quintile,Never,0.48151,195,20587,0.42028,0.56089
404,404,2019,Baden-Wuerttemberg,4th Quintile,"Yes, depending on situation",0.22034,141,20587,0.18055,0.26458
405,405,2019,Baden-Wuerttemberg,4th Quintile,Rather not,0.41017,176,20587,0.33201,0.47866
406,406,2019,Baden-Wuerttemberg,4th Quintile,Never,0.36949,191,20587,0.31404,0.43061
407,407,2019,Baden-Wuerttemberg,5th Quintile,"Yes, happily",0.06331,39,20587,0.04237,0.0876
408,408,2019,Baden-Wuerttemberg,5th Quintile,"Yes, depending on situation",0.2323,183,20587,0.19994,0.27239
409,409,2019,Baden-Wuerttemberg,5th Quintile,Rather not,0.39952,260,20587,0.35164,0.46032
410,410,2019,Baden-Wuerttemberg,5th Quintile,Never,0.30487,200,20587,0.26994,0.35945
411,411,2019,Bavaria,1st Quintile,"Yes, happily",0.06989,31,20587,0.04224,0.10168
412,412,2019,Bavaria,1st Quintile,"Yes, depending on situation",0.15345,83,20587,0.12284,0.19287
413,413,2019,Bavaria,1st Quintile,Rather not,0.24907,117,20587,0.20045,0.31732
414,414,2019,Bavaria,1st Quintile,Never,0.52759,223,20587,0.45264,0.61917
415,415,2019,Bavaria,2nd Quintile,"Yes, depending on situation",0.16061,123,20587,0.12704,0.19218
416,416,2019,Bavaria,2nd Quintile,Rather not,0.28756,191,20587,0.23783,0.3381
417,417,2019,Bavaria,2nd Quintile,Never,0.55182,336,20587,0.49051,0.61711
418,418,2019,Bavaria,3rd Quintile,"Yes, depending on situation",0.22854,150,20587,0.1937,0.27897
419,419,2019,Bavaria,3rd Quintile,Rather not,0.29644,201,20587,0.25047,0.34149
420,420,2019,Bavaria,3rd Quintile,Never,0.47502,315,20587,0.40745,0.55105
421,421,2019,Bavaria,4th Quintile,"Yes, depending on situation",0.22461,170,20587,0.18623,0.26703
422,422,2019,Bavaria,4th Quintile,Rather not,0.31041,225,20587,0.26429,0.35793
423,423,2019,Bavaria,4th Quintile,Never,0.46498,302,20587,0.40073,0.52562
424,424,2019,Bavaria,5th Quintile,"Yes, happily",0.04781,34,20587,0.03263,0.06693
425,425,2019,Bavaria,5th Quintile,"Yes, depending on situation",0.22763,230,20587,0.19857,0.26526
426,426,2019,Bavaria,5th Quintile,Rather not,0.30573,279,20587,0.26233,0.35587
427,427,2019,Bavaria,5th Quintile,Never,0.41883,312,20587,0.36477,0.46887
428,428,2019,Berlin,1st Quintile,"Yes, happily",0.12252,36,20587,0.09088,0.1618
429,429,2019,Berlin,1st Quintile,"Yes, depending on situation",0.31983,63,20587,0.25129,0.41838
430,430,2019,Berlin,1st Quintile,Rather not,0.28819,50,20587,0.20781,0.37082
431,431,2019,Berlin,1st Quintile,Never,0.26946,42,20587,0.2017,0.36275
432,432,2019,Berlin,2nd Quintile,"Yes, depending on situation",0.50922,72,20587,0.40704,0.62957
433,433,2019,Berlin,2nd Quintile,Rather not,0.24741,31,20587,0.14904,0.37174
434,434,2019,Berlin,2nd Quintile,Never,0.24337,33,20587,0.17141,0.34059
435,435,2019,Berlin,3rd Quintile,"Yes, happily",0.19935,31,20587,0.13141,0.28254
436,436,2019,Berlin,3rd Quintile,"Yes, depending on situation",0.30969,56,20587,0.23619,0.37514
437,437,2019,Berlin,3rd Quintile,Rather not,0.26157,46,20587,0.19236,0.3355
438,438,2019,Berlin,3rd Quintile,Never,0.22939,38,20587,0.18167,0.28404
439,439,2019,Berlin,4th Quintile,"Yes, depending on situation",1.0,76,20587,0.77371,1.30788
440,440,2019,Berlin,5th Quintile,"Yes, happily",0.20302,32,20587,0.13701,0.28828
441,441,2019,Berlin,5th Quintile,"Yes, depending on situation",0.49701,82,20587,0.39457,0.63131
442,442,2019,Berlin,5th Quintile,Rather not,0.29997,37,20587,0.20942,0.40442
443,443,2019,Brandenburg,1st Quintile,"Yes, depending on situation",0.18353,55,20587,0.12246,0.25795
444,444,2019,Brandenburg,1st Quintile,Rather not,0.29247,61,20587,0.22121,0.38792
445,445,2019,Brandenburg,1st Quintile,Never,0.524,113,20587,0.44937,0.60412
446,446,2019,Brandenburg,2nd Quintile,"Yes, depending on situation",0.29539,66,20587,0.20232,0.40022
447,447,2019,Brandenburg,2nd Quintile,Rather not,0.21454,49,20587,0.15955,0.28463
448,448,2019,Brandenburg,2nd Quintile,Never,0.49007,111,20587,0.40383,0.6292
449,449,2019,Brandenburg,3rd Quintile,"Yes, depending on situation",0.23779,54,20587,0.16655,0.31955
450,450,2019,Brandenburg,3rd Quintile,Rather not,0.31086,55,20587,0.24896,0.39661
451,451,2019,Brandenburg,3rd Quintile,Never,0.45135,83,20587,0.38105,0.53651
452,452,2019,Brandenburg,4th Quintile,"Yes, depending on situation",0.25092,43,20587,0.18514,0.31809
453,453,2019,Brandenburg,4th Quintile,Rather not,0.36269,47,20587,0.24165,0.49969
454,454,2019,Brandenburg,4th Quintile,Never,0.38639,58,20587,0.28225,0.50114
455,455,2019,Brandenburg,5th Quintile,"Yes, depending on situation",0.66283,54,20587,0.50849,0.85459
456,456,2019,Brandenburg,5th Quintile,Rather not,0.33717,37,20587,0.22709,0.44363
457,457,2019,Mecklenburg-Western Pomerania,1st Quintile,"Yes, depending on situation",0.29242,34,20587,0.19322,0.38908
458,458,2019,Mecklenburg-Western Pomerania,1st Quintile,Rather not,0.25352,33,20587,0.16125,0.35687
459,459,2019,Mecklenburg-Western Pomerania,1st Quintile,Never,0.45406,63,20587,0.3351,0.59388
460,460,2019,Mecklenburg-Western Pomerania,2nd Quintile,"Yes, depending on situation",0.22541,35,20587,0.14058,0.34173
461,461,2019,Mecklenburg-Western Pomerania,2nd Quintile,Rather not,0.40297,44,20587,0.24699,0.59349
462,462,2019,Mecklenburg-Western Pomerania,2nd Quintile,Never,0.37161,55,20587,0.30702,0.49217
463,463,2019,Mecklenburg-Western Pomerania,3rd Quintile,"Yes, depending on situation",0.45795,48,20587,0.30423,0.7397
464,464,2019,Mecklenburg-Western Pomerania,3rd Quintile,Rather not,0.22788,33,20587,0.14739,0.33136
465,465,2019,Mecklenburg-Western Pomerania,3rd Quintile,Never,0.31417,38,20587,0.2183,0.41767
466,466,2019,Saxony,1st Quintile,"Yes, depending on situation",0.23984,72,20587,0.18807,0.31028
467,467,2019,Saxony,1st Quintile,Rather not,0.34337,72,20587,0.26613,0.43153
468,468,2019,Saxony,1st Quintile,Never,0.41678,112,20587,0.32849,0.51938
469,469,2019,Saxony,2nd Quintile,"Yes, depending on situation",0.20199,91,20587,0.14888,0.25539
470,470,2019,Saxony,2nd Quintile,Rather not,0.31054,121,20587,0.26093,0.37353
471,471,2019,Saxony,2nd Quintile,Never,0.48748,202,20587,0.44047,0.53888
472,472,2019,Saxony,3rd Quintile,"Yes, depending on situation",0.24703,91,20587,0.19245,0.32111
473,473,2019,Saxony,3rd Quintile,Rather not,0.33995,100,20587,0.26405,0.43965
474,474,2019,Saxony,3rd Quintile,Never,0.41302,131,20587,0.33752,0.50181
475,475,2019,Saxony,4th Quintile,"Yes, depending on situation",0.22065,58,20587,0.16289,0.28743
476,476,2019,Saxony,4th Quintile,Rather not,0.32721,66,20587,0.24439,0.40836
477,477,2019,Saxony,4th Quintile,Never,0.45215,81,20587,0.34612,0.57134
478,478,2019,Saxony,5th Quintile,"Yes, depending on situation",0.26155,50,20587,0.1951,0.32884
479,479,2019,Saxony,5th Quintile,Rather not,0.32416,67,20587,0.26688,0.38363
480,480,2019,Saxony,5th Quintile,Never,0.41429,45,20587,0.25206,0.63257
481,481,2019,Saxony-Anhalt,1st Quintile,"Yes, depending on situation",0.31347,68,20587,0.2173,0.41598
482,482,2019,Saxony-Anhalt,1st Quintile,Rather not,0.15912,48,20587,0.1243,0.20497
483,483,2019,Saxony-Anhalt,1st Quintile,Never,0.52741,79,20587,0.39337,0.69324
484,484,2019,Saxony-Anhalt,2nd Quintile,"Yes, depending on situation",0.27166,51,20587,0.18875,0.37114
485,485,2019,Saxony-Anhalt,2nd Quintile,Rather not,0.20186,40,20587,0.14871,0.27272
486,486,2019,Saxony-Anhalt,2nd Quintile,Never,0.52648,93,20587,0.43465,0.63278
487,487,2019,Saxony-Anhalt,3rd Quintile,"Yes, depending on situation",0.34432,52,20587,0.22921,0.49292
488,488,2019,Saxony-Anhalt,3rd Quintile,Rather not,0.34161,45,20587,0.24014,0.49203
489,489,2019,Saxony-Anhalt,3rd Quintile,Never,0.31407,47,20587,0.22777,0.42249
490,490,2019,Saxony-Anhalt,4th Quintile,"Yes, depending on situation",0.56423,42,20587,0.38154,0.73776
491,491,2019,Saxony-Anhalt,4th Quintile,Never,0.43577,44,20587,0.30667,0.56406
492,492,2019,Saxony-Anhalt,5th Quintile,Rather not,1.0,33,20587,0.65166,1.45349
493,493,2019,Thuringa,1st Quintile,"Yes, depending on situation",0.20612,38,20587,0.14908,0.26851
494,494,2019,Thuringa,1st Quintile,Rather not,0.27989,47,20587,0.19569,0.36378
495,495,2019,Thuringa,1st Quintile,Never,0.51399,83,20587,0.40601,0.65104
496,496,2019,Thuringa,2nd Quintile,"Yes, depending on situation",0.28611,56,20587,0.21107,0.37612
497,497,2019,Thuringa,2nd Quintile,Rather not,0.20924,57,20587,0.15154,0.27272
498,498,2019,Thuringa,2nd Quintile,Never,0.50465,94,20587,0.40225,0.62766
499,499,2019,Thuringa,3rd Quintile,"Yes, depending on situation",0.20172,39,20587,0.15392,0.27777
500,500,2019,Thuringa,3rd Quintile,Rather not,0.25887,47,20587,0.18316,0.34788
501,501,2019,Thuringa,3rd Quintile,Never,0.53941,93,20587,0.44875,0.63793
502,502,2019,Thuringa,4th Quintile,"Yes, depending on situation",0.72758,49,20587,0.46796,1.08725
503,503,2019,Thuringa,4th Quintile,Rather not,0.27242,35,20587,0.17256,0.41068
504,504,2019,Thuringa,5th Quintile,"Yes, depending on situation",1.0,42,20587,0.69637,1.39237
