year,hhtyp,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Couple with children,4th Quintile,Yes,0.06886,56,616,0.04885,0.08887
2021,Couple with children,4th Quintile,No,0.80636,560,616,0.77513,0.83759
2021,Couple with children,5th Quintile,Yes,0.06750,69,684,0.04868,0.08631
2021,Couple with children,5th Quintile,No,0.80827,615,684,0.77874,0.83779
2021,Other Combinations,1st Quintile,No,0.54459,43,43,0.39397,0.69520
2021,Other Combinations,2nd Quintile,No,0.92671,46,46,0.85056,1.00285
2021,Other Combinations,3rd Quintile,No,0.92834,43,43,0.85033,1.00634
2021,Other Combinations,4th Quintile,No,0.81301,39,39,0.68904,0.93698
2021,Other Combinations,5th Quintile,No,0.85881,44,44,0.75473,0.96289
2022,Single-person household,1st Quintile,No,0.95990,1334,1334,0.94937,0.97043
2022,Single-person household,2nd Quintile,No,0.96031,1059,1059,0.94854,0.97207
2022,Single-person household,3rd Quintile,Yes,0.01693,32,1019,0.00900,0.02485
2022,Single-person household,3rd Quintile,No,0.97465,987,1019,0.96499,0.98431
2022,Single-person household,4th Quintile,No,0.97305,959,959,0.96279,0.98330
2022,Single-person household,5th Quintile,Yes,0.06341,75,984,0.04818,0.07865
2022,Single-person household,5th Quintile,No,0.93246,909,984,0.91677,0.94815
2022,Couple without children,1st Quintile,No,0.95181,864,864,0.93753,0.96610
2022,Couple without children,2nd Quintile,Yes,0.02831,37,1050,0.01827,0.03835
2022,Couple without children,2nd Quintile,No,0.96702,1013,1050,0.95621,0.97783
2022,Couple without children,3rd Quintile,Yes,0.05769,60,1027,0.04343,0.07196
2022,Couple without children,3rd Quintile,No,0.94014,967,1027,0.92562,0.95465
2022,Couple without children,4th Quintile,Yes,0.07947,74,1092,0.06342,0.09552
2022,Couple without children,4th Quintile,No,0.91552,1018,1092,0.89902,0.93202
2022,Couple without children,5th Quintile,Yes,0.08411,146,1603,0.07052,0.09770
2022,Couple without children,5th Quintile,No,0.91445,1457,1603,0.90076,0.92815
2022,Single parent,1st Quintile,No,0.95134,315,315,0.92754,0.97514
2022,Single parent,2nd Quintile,No,0.97127,325,325,0.95308,0.98946
2022,Single parent,3rd Quintile,No,0.96892,205,205,0.94510,0.99273
2022,Single parent,4th Quintile,No,0.94052,153,153,0.90292,0.97812
2022,Single parent,5th Quintile,No,0.92937,97,97,0.87812,0.98062
2022,Couple with children,1st Quintile,Yes,0.05810,73,1103,0.04429,0.07192
2022,Couple with children,1st Quintile,No,0.87391,1030,1103,0.85431,0.89351
2022,Couple with children,2nd Quintile,Yes,0.07399,77,1064,0.05826,0.08973
2022,Couple with children,2nd Quintile,No,0.89323,987,1064,0.87466,0.91179
2022,Couple with children,3rd Quintile,Yes,0.09496,115,945,0.07626,0.11366
2022,Couple with children,3rd Quintile,No,0.89333,830,945,0.87364,0.91302
2022,Couple with children,4th Quintile,Yes,0.11574,112,1024,0.09614,0.13535
2022,Couple with children,4th Quintile,No,0.88007,912,1024,0.86016,0.89997
2022,Couple with children,5th Quintile,Yes,0.13484,161,996,0.11362,0.15606
2022,Couple with children,5th Quintile,No,0.86199,835,996,0.84055,0.88342
2022,Other Combinations,1st Quintile,Yes,0.05044,35,603,0.03296,0.06793
2022,Other Combinations,1st Quintile,No,0.92029,568,603,0.89865,0.94193
2022,Other Combinations,2nd Quintile,No,0.94855,189,189,0.91698,0.98013
2022,Other Combinations,3rd Quintile,No,0.99270,109,109,0.97665,1.00876
2022,Other Combinations,4th Quintile,No,0.97466,81,81,0.94022,1.00910
2022,Other Combinations,5th Quintile,No,0.87601,75,75,0.80092,0.95110
