year,age_gr,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,17-29 y.,Part-time,0.05228,350,1747,0.04184,0.06272
2020,17-29 y.,Either,0.04182,282,1747,0.03243,0.05121
2020,17-29 y.,I'm not sure yet,0.03308,205,1747,0.02469,0.04147
2020,30-45 y.,Full-time,0.03650,590,1737,0.02768,0.04532
2020,30-45 y.,Part-time,0.06203,806,1737,0.05068,0.07338
2020,30-45 y.,Either,0.01841,196,1737,0.01209,0.02473
2020,30-45 y.,I'm not sure yet,0.01048,145,1737,0.00569,0.01527
2020,46-65 y.,Full-time,0.01685,317,981,0.00879,0.02491
2020,46-65 y.,Part-time,0.02435,363,981,0.01470,0.03400
2020,46-65 y.,Either,0.01059,141,981,0.00418,0.01700
2020,46-65 y.,I'm not sure yet,0.01209,160,981,0.00525,0.01894
2020,66 and older,Part-time,0.00864,35,35,-0.02247,0.03974
2021,17-29 y.,Full-time,0.13353,499,1122,0.11361,0.15344
2021,17-29 y.,Part-time,0.06364,256,1122,0.04935,0.07793
2021,17-29 y.,Either,0.05182,241,1122,0.03884,0.06480
2021,17-29 y.,I'm not sure yet,0.02534,126,1122,0.01614,0.03454
2021,30-45 y.,Full-time,0.03884,298,1107,0.02745,0.05023
2021,30-45 y.,Part-time,0.05736,543,1107,0.04365,0.07106
2021,30-45 y.,Either,0.02338,189,1107,0.01448,0.03229
2021,30-45 y.,I'm not sure yet,0.01120,77,1107,0.00500,0.01741
2021,46-65 y.,Full-time,0.01153,155,699,0.00361,0.01945
2021,46-65 y.,Part-time,0.03467,323,699,0.02110,0.04824
2021,46-65 y.,Either,0.01511,143,699,0.00606,0.02416
2021,46-65 y.,I'm not sure yet,0.00812,78,699,0.00146,0.01477
2021,66 and older,Part-time,0.01097,47,47,-0.01913,0.04108
