"year","hhtyp","regtyp","mean","median","n","lower_confidence","upper_confidence"
"2016","1-Pers.- Haushalt","Staedtischer Raum","73.12","64.5","2578","71.74","74.5"
"2016","Alleinerziehende","Laendlicher Raum","97.31","88.5","1540","95.47","99.15"
"2016","Alleinerziehende","Staedtischer Raum","91.49","79.5","2918","90.21","92.77"
"2016","Paar mit Kind(ern)","Laendlicher Raum","130.23","119.5","8458","129.18","131.28"
"2016","Paar mit Kind(ern)","Staedtischer Raum","120.2","119.5","16926","119.52","120.88"
"2016","Sonstige","Laendlicher Raum","110.73","88","608","106.23","115.23"
"2016","Sonstige","Staedtischer Raum","107.36","99","1381","105.3","109.42"
"2017","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","112.13","109.5","3498","110.65","113.61"
"2017","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","104.91","95.5","5916","103.79","106.03"
"2017","1-Pers.- Haushalt","Laendlicher Raum","78.27","69.5","1386","76.18","80.36"
"2017","1-Pers.- Haushalt","Staedtischer Raum","73.57","64.5","2865","72.29","74.85"
"2017","Alleinerziehende","Laendlicher Raum","98.07","86.5","1580","96.07","100.07"
"2017","Alleinerziehende","Staedtischer Raum","94.97","82.5","3044","93.71","96.23"
"2017","Paar mit Kind(ern)","Laendlicher Raum","130.49","119.5","9420","129.51","131.47"
"2017","Paar mit Kind(ern)","Staedtischer Raum","120.2","119.5","18688","119.56","120.84"
"2017","Sonstige","Laendlicher Raum","120.95","112.5","729","117.55","124.35"
"2017","Sonstige","Staedtischer Raum","111.77","99","1768","109.76","113.78"
"2018","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","112.61","109.5","3411","111.12","114.1"
"2018","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","105.42","97.5","5836","104.3","106.54"
"2018","1-Pers.- Haushalt","Laendlicher Raum","78.14","69.5","1377","76.14","80.14"
"2018","1-Pers.- Haushalt","Staedtischer Raum","74.27","64.5","3037","73.04","75.5"
"2018","Alleinerziehende","Laendlicher Raum","96.99","84.5","1435","94.71","99.27"
"2018","Alleinerziehende","Staedtischer Raum","93.3","82.5","3087","92.05","94.55"
"2018","Paar mit Kind(ern)","Laendlicher Raum","132.98","123.5","8707","131.95","134.01"
"2018","Paar mit Kind(ern)","Staedtischer Raum","121.76","119.5","17890","121.12","122.4"
"2018","Sonstige","Laendlicher Raum","119.51","114.5","537","115.46","123.56"
"2018","Sonstige","Staedtischer Raum","111.45","99","1503","109.09","113.81"
"2019","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","113.54","109.5","3665","111.89","115.19"
"2019","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","106.84","99.5","6398","105.45","108.23"
"2019","1-Pers.- Haushalt","Laendlicher Raum","78.85","69.5","1375","76.63","81.07"
"2019","1-Pers.- Haushalt","Staedtischer Raum","75.83","66.5","2997","74.37","77.29"
"2019","Alleinerziehende","Laendlicher Raum","100.27","87.5","1385","97.92","102.62"
"2019","Alleinerziehende","Staedtischer Raum","92.62","79.5","2834","91.17","94.07"
"2019","Paar mit Kind(ern)","Laendlicher Raum","134.99","124.5","8805","133.77","136.21"
"2019","Paar mit Kind(ern)","Staedtischer Raum","121.51","119.5","18155","120.73","122.29"
"2019","Sonstige","Laendlicher Raum","114.28","112","511","109.55","119.01"
"2019","Sonstige","Staedtischer Raum","110.34","99","1180","107.17","113.51"
"2020","(Ehe-)Paar ohne Kind(er)","Laendlicher Raum","111.44","109.5","3551","109.82","113.06"
"2020","(Ehe-)Paar ohne Kind(er)","Staedtischer Raum","107.98","99.5","6786","106.75","109.21"
"2020","1-Pers.- Haushalt","Laendlicher Raum","79.65","68.5","1495","77.51","81.79"
"2020","1-Pers.- Haushalt","Staedtischer Raum","74","64.5","3848","72.84","75.16"
"2020","Alleinerziehende","Laendlicher Raum","104.05","96","1284","101.71","106.39"
"2020","Alleinerziehende","Staedtischer Raum","95.55","84.5","2931","94.23","96.87"
"2020","Paar mit Kind(ern)","Laendlicher Raum","136.55","125.5","8451","135.39","137.71"
"2020","Paar mit Kind(ern)","Staedtischer Raum","123.81","119.5","18624","123.09","124.53"
"2020","Sonstige","Laendlicher Raum","132.74","117.5","651","128.78","136.7"
"2020","Sonstige","Staedtischer Raum","110.8","99.5","1576","108.37","113.23"
