"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2015","direkter Migrationshintergrund","Ostdeutschland","6.83","6.5","295","4","5","8","9","10","6.59","7.07","0","10","7","7"
"2015","direkter Migrationshintergrund","Westdeutschland","6.9","6.5","3996","3","5","8","10","10","6.83","6.97","0","10","7","7"
"2015","indirekter Migrationshintergrund","Ostdeutschland","6.32","5.5","99","3","5","8","9","10","5.84","6.8","0","10","6","7"
"2015","indirekter Migrationshintergrund","Westdeutschland","7.09","6.5","1520","4","6","9","10","10","6.98","7.2","0","10","7","7"
"2015","kein Migrationshintergrund","Ostdeutschland","7.18","7.5","4831","4","6","9","10","10","7.12","7.24","0","10","7","8"
"2015","kein Migrationshintergrund","Westdeutschland","7.3","7.5","14203","4","6","9","10","10","7.26","7.34","0","10","8","8"
"2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Ostdeutschland","6.99","6.5","348","4","5","9","10","10","6.76","7.22","0","10","7","8"
"2016","direkter Migrationshintergrund","Westdeutschland","7","7.5","4406","4","5","9","10","10","6.93","7.07","0","10","7","7"
"2016","indirekter Migrationshintergrund","Ostdeutschland","6.79","6.5","106","4","5","8","9","10","6.35","7.23","0","10","7","8"
"2016","indirekter Migrationshintergrund","Westdeutschland","6.96","6.5","1434","4","6","8","10","10","6.84","7.08","0","10","7","7"
"2016","kein Migrationshintergrund","Ostdeutschland","7.19","7.5","4554","4","6","9","10","10","7.13","7.25","0","10","8","8"
"2016","kein Migrationshintergrund","Westdeutschland","7.29","7.5","13221","4","6","9","10","10","7.25","7.33","0","10","8","8"
"2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Ostdeutschland","6.94","6.5","356","4","5","8","10","10","6.72","7.16","0","10","7","8"
"2017","direkter Migrationshintergrund","Westdeutschland","6.9","6.5","4176","4","5","8","10","10","6.83","6.97","0","10","7","7"
"2017","indirekter Migrationshintergrund","Ostdeutschland","7","7.5","104","4","6","8","9","10","6.63","7.37","2","10","6","8"
"2017","indirekter Migrationshintergrund","Westdeutschland","7.11","6.5","1573","5","6","9","10","10","7","7.22","0","10","7","7"
"2017","kein Migrationshintergrund","Ostdeutschland","7.17","7.5","5106","4","6","9","10","10","7.11","7.23","0","10","7","8"
"2017","kein Migrationshintergrund","Westdeutschland","7.3","7.5","15029","5","6","9","10","10","7.27","7.33","0","10","8","8"
"2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Ostdeutschland","6.52","6.5","343","3","5","8","10","10","6.29","6.75","0","10","7","7"
"2018","direkter Migrationshintergrund","Westdeutschland","6.79","6.5","4013","4","5","8","10","10","6.72","6.86","0","10","7","7"
"2018","indirekter Migrationshintergrund","Ostdeutschland","6.48","6.5","121","3","5","8","9","10","6.08","6.88","0","10","6","7"
"2018","indirekter Migrationshintergrund","Westdeutschland","7.02","6.5","1573","4","6","9","10","10","6.91","7.13","0","10","7","7"
"2018","kein Migrationshintergrund","Ostdeutschland","7.12","7.5","4994","4","6","8","10","10","7.06","7.18","0","10","7","8"
"2018","kein Migrationshintergrund","Westdeutschland","7.29","7.5","14440","4","6","9","10","10","7.26","7.32","0","10","8","8"
"2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Ostdeutschland","6.72","6.5","290","3","5","8","10","10","6.47","6.97","0","10","7","8"
"2019","direkter Migrationshintergrund","Westdeutschland","7.01","6.5","3545","4","6","9","10","10","6.94","7.08","0","10","7","7"
"2019","indirekter Migrationshintergrund","Ostdeutschland","6.98","6.5","158","5","6","8","10","10","6.65","7.31","0","10","7","8"
"2019","indirekter Migrationshintergrund","Westdeutschland","7.19","7.5","1660","4","6","9","10","10","7.08","7.3","0","10","7","8"
"2019","kein Migrationshintergrund","Ostdeutschland","7.19","7.5","5094","5","6","9","10","10","7.13","7.25","0","10","7","8"
"2019","kein Migrationshintergrund","Westdeutschland","7.37","7.5","14917","5","6","9","10","10","7.34","7.4","0","10","8","8"
"2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2020","direkter Migrationshintergrund","Ostdeutschland","6.54","6.5","476","3","4","8","9","10","6.34","6.74","0","10","7","7"
"2020","direkter Migrationshintergrund","Westdeutschland","6.9","6.5","4921","4","6","8","10","10","6.83","6.97","0","10","7","7"
"2020","indirekter Migrationshintergrund","Ostdeutschland","6.88","6.5","136","4","6","8","9","10","6.51","7.25","0","10","7","8"
"2020","indirekter Migrationshintergrund","Westdeutschland","7.05","7.5","1537","4","6","8","10","10","6.94","7.16","0","10","7","8"
"2020","kein Migrationshintergrund","Ostdeutschland","7.22","7.5","4720","5","6","9","10","10","7.16","7.28","0","10","7","8"
"2020","kein Migrationshintergrund","Westdeutschland","7.25","7.5","13865","4","6","9","10","10","7.22","7.28","0","10","8","8"
"2020","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2020","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
