"plh0188","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","1999","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","1999","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","1999","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","1999","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","1999","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","1999","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","1999","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","1999","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","1999","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","1999","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","1999","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","1999","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","1999","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","1999","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2000","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2000","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2000","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2000","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2000","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2000","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2000","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2000","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2000","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2000","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2000","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2000","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2000","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2000","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2000","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2000","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2001","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2001","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2001","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2001","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2001","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2001","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2001","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2001","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2001","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2001","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2001","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2001","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2001","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2001","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2001","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2001","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2001","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2001","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2001","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2001","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2001","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2002","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2002","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2002","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2002","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2002","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2002","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2002","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2002","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2002","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2002","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2002","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2002","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2002","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2002","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2002","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2002","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2003","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2003","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2003","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2003","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2003","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2003","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2003","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2003","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2003","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2003","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2003","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2003","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2003","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2003","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2003","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2003","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2003","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2003","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2004","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2004","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2004","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2004","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2004","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2004","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2004","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2004","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2004","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2004","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2004","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2004","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2004","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2004","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2004","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2004","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2005","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2005","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2005","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2005","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2005","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2005","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2005","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2005","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2005","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2005","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2005","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2005","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2005","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2005","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2005","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2005","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2006","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2006","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2006","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2006","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2006","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2006","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2006","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2006","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2006","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2006","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2006","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2006","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2006","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2006","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2006","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2006","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2007","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2007","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2007","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2007","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2007","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2007","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2007","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2007","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2007","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2007","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2007","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2007","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher nicht","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher nicht","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2007","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2007","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2007","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2007","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar nicht","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar nicht","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2008","kein Migrationshintergrund","maennlich","840","0.0974969248800787","0.0909714466085376","0.10402240315162"
"Stimmt ganz u.gar","2008","kein Migrationshintergrund","weiblich","873","0.0931806740473349","0.0870559285570722","0.0993054195375976"
"Stimmt ganz u.gar","2008","direkter Migrationshintergrund","maennlich","112","","",""
"Stimmt ganz u.gar","2008","direkter Migrationshintergrund","weiblich","98","0.0878556393706939","0.0704317251609627","0.105279553580425"
"Stimmt ganz u.gar","2008","indirekter Migrationshintergrund","maennlich","83","0.191069996738444","0.150847708040973","0.231292285435915"
"Stimmt ganz u.gar","2008","indirekter Migrationshintergrund","weiblich","71","0.18651692640737","0.148296543939913","0.224737308874827"
"Stimmt ganz u.gar","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2008","kein Migrationshintergrund","maennlich","3784","0.474316817284594","0.463332100929982","0.485301533639206"
"Stimmt eher","2008","kein Migrationshintergrund","weiblich","3971","0.45169703452704","0.441211304878049","0.46218276417603"
"Stimmt eher","2008","direkter Migrationshintergrund","maennlich","401","0.436824901608383","0.403960972871043","0.469688830345722"
"Stimmt eher","2008","direkter Migrationshintergrund","weiblich","492","0.474702803409794","0.443967142705291","0.505438464114296"
"Stimmt eher","2008","indirekter Migrationshintergrund","maennlich","186","","",""
"Stimmt eher","2008","indirekter Migrationshintergrund","weiblich","220","","",""
"Stimmt eher","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher nicht","2008","kein Migrationshintergrund","maennlich","2775","","",""
"Stimmt eher nicht","2008","kein Migrationshintergrund","weiblich","3219","0.376160499676735","0.365953742837006","0.386367256516465"
"Stimmt eher nicht","2008","direkter Migrationshintergrund","maennlich","295","","",""
"Stimmt eher nicht","2008","direkter Migrationshintergrund","weiblich","346","0.352186215994833","0.322786686303517","0.381585745686149"
"Stimmt eher nicht","2008","indirekter Migrationshintergrund","maennlich","87","0.246094752624371","0.202026622949456","0.290162882299286"
"Stimmt eher nicht","2008","indirekter Migrationshintergrund","weiblich","95","0.289196440675796","0.244709461986181","0.333683419365411"
"Stimmt eher nicht","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt eher nicht","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar nicht","2008","kein Migrationshintergrund","maennlich","539","0.070087028927579","0.0644709588074866","0.0757030990476714"
"Stimmt ganz u.gar nicht","2008","kein Migrationshintergrund","weiblich","590","0.07896179174889","0.0732796500495787","0.0846439334482013"
"Stimmt ganz u.gar nicht","2008","direkter Migrationshintergrund","maennlich","67","0.093983881322279","0.0746491244739108","0.113318638170647"
"Stimmt ganz u.gar nicht","2008","direkter Migrationshintergrund","weiblich","78","0.0852553412246793","0.0680667670289187","0.10244391542044"
"Stimmt ganz u.gar nicht","2008","indirekter Migrationshintergrund","maennlich","11","","",""
"Stimmt ganz u.gar nicht","2008","indirekter Migrationshintergrund","weiblich","13","","",""
"Stimmt ganz u.gar nicht","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar nicht","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt ganz u.gar","2009","kein Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2009","kein Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2009","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2009","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt ganz u.gar","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt ganz u.gar","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Stimmt ganz u.gar","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Stimmt eher","2009","kein Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2009","kein Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2009","direkter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2009","direkter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Stimmt eher","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Stimmt eher","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
