,Unnamed: 0,year,bula_h,hhtyp,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
559,559,2000,Berlin,Couple with children,Yes,0.51429,75,11871,0.47041,0.55943
560,560,2000,Berlin,Couple with children,No,0.48571,57,11871,0.38791,0.6008
561,561,2000,Brandenburg,Single-person household,Yes,0.58606,72,11871,0.53087,0.64026
562,562,2000,Brandenburg,Single-person household,No,0.41394,64,11871,0.37892,0.45752
563,563,2000,Brandenburg,Couple without children,Yes,0.68997,113,11871,0.64633,0.74558
564,564,2000,Brandenburg,Couple without children,No,0.31003,53,11871,0.26919,0.36374
565,565,2000,Brandenburg,Couple with children,Yes,0.68186,117,11871,0.62858,0.73654
566,566,2000,Brandenburg,Couple with children,No,0.31814,60,11871,0.28531,0.35441
567,567,2000,Mecklenburg-Western Pomerania,Single-person household,Yes,0.55957,51,11871,0.51547,0.6048
568,568,2000,Mecklenburg-Western Pomerania,Single-person household,No,0.44043,35,11871,0.38834,0.4938
569,569,2000,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,65,11871,0.87345,1.1495
570,570,2000,Mecklenburg-Western Pomerania,Couple with children,Yes,0.65666,64,11871,0.56984,0.73867
571,571,2000,Mecklenburg-Western Pomerania,Couple with children,No,0.34334,34,11871,0.27065,0.41424
572,572,2000,Saxony,Single-person household,Yes,0.64524,138,11871,0.60451,0.68902
573,573,2000,Saxony,Single-person household,No,0.35476,77,11871,0.32435,0.39043
574,574,2000,Saxony,Couple without children,Yes,0.81527,237,11871,0.76452,0.86569
575,575,2000,Saxony,Couple without children,No,0.18473,56,11871,0.16271,0.20557
576,576,2000,Saxony,Couple with children,Yes,0.61316,205,11871,0.56434,0.67331
577,577,2000,Saxony,Couple with children,No,0.38684,126,11871,0.3473,0.42676
578,578,2000,Saxony-Anhalt,Single-person household,Yes,0.50631,55,11871,0.45968,0.56151
579,579,2000,Saxony-Anhalt,Single-person household,No,0.49369,58,11871,0.44316,0.5388
580,580,2000,Saxony-Anhalt,Couple without children,Yes,0.76687,153,11871,0.71103,0.82794
581,581,2000,Saxony-Anhalt,Couple without children,No,0.23313,47,11871,0.20615,0.26134
582,582,2000,Saxony-Anhalt,Couple with children,Yes,0.66138,121,11871,0.60077,0.73483
583,583,2000,Saxony-Anhalt,Couple with children,No,0.33862,60,11871,0.30025,0.38854
584,584,2000,Thuringa,Single-person household,Yes,0.64124,76,11871,0.57813,0.68497
585,585,2000,Thuringa,Single-person household,No,0.35876,51,11871,0.31962,0.40025
586,586,2000,Thuringa,Couple without children,Yes,0.74628,120,11871,0.69219,0.80978
587,587,2000,Thuringa,Couple without children,No,0.25372,36,11871,0.22105,0.28368
588,588,2000,Thuringa,Couple with children,Yes,0.62644,127,11871,0.57668,0.67642
589,589,2000,Thuringa,Couple with children,No,0.37356,71,11871,0.32644,0.42058
590,590,2001,Schleswig-Holstein,Single-person household,Yes,0.61508,54,10597,0.55324,0.67185
591,591,2001,Schleswig-Holstein,Single-person household,No,0.38492,31,10597,0.31868,0.44104
592,592,2001,Schleswig-Holstein,Couple without children,Yes,1.0,83,10597,0.89772,1.10115
593,593,2001,Schleswig-Holstein,Couple with children,Yes,1.0,75,10597,0.88652,1.10745
594,594,2001,Hamburg,Single-person household,Yes,0.50092,44,10597,0.4373,0.55893
595,595,2001,Hamburg,Single-person household,No,0.49908,43,10597,0.44037,0.55643
596,596,2001,Hamburg,Couple without children,Yes,1.0,37,10597,0.86999,1.17946
597,597,2001,Lower Saxony,Single-person household,Yes,0.62291,122,10597,0.57302,0.66551
598,598,2001,Lower Saxony,Single-person household,No,0.37709,79,10597,0.34673,0.41132
599,599,2001,Lower Saxony,Couple without children,Yes,0.79594,248,10597,0.75718,0.83681
600,600,2001,Lower Saxony,Couple without children,No,0.20406,61,10597,0.17863,0.22842
601,601,2001,Lower Saxony,Couple with children,Yes,0.62949,236,10597,0.5859,0.67043
602,602,2001,Lower Saxony,Couple with children,No,0.37051,125,10597,0.32584,0.40428
603,603,2001,North Rhine-Westphalia,Single-person household,Yes,0.604,359,10597,0.57798,0.63192
604,604,2001,North Rhine-Westphalia,Single-person household,No,0.396,238,10597,0.37467,0.41629
605,605,2001,North Rhine-Westphalia,Couple without children,Yes,0.73907,574,10597,0.70715,0.77118
606,606,2001,North Rhine-Westphalia,Couple without children,No,0.26093,210,10597,0.23723,0.27977
607,607,2001,North Rhine-Westphalia,Single parent,Yes,0.387,50,10597,0.33375,0.44835
608,608,2001,North Rhine-Westphalia,Single parent,No,0.613,79,10597,0.54645,0.71322
609,609,2001,North Rhine-Westphalia,Couple with children,Yes,0.63435,557,10597,0.60032,0.67529
610,610,2001,North Rhine-Westphalia,Couple with children,No,0.36565,327,10597,0.34163,0.39246
611,611,2001,Hesse,Single-person household,Yes,0.57556,104,10597,0.54036,0.63219
612,612,2001,Hesse,Single-person household,No,0.42444,74,10597,0.38853,0.47006
613,613,2001,Hesse,Couple without children,Yes,0.75026,179,10597,0.68915,0.8082
614,614,2001,Hesse,Couple without children,No,0.24974,70,10597,0.21672,0.28567
615,615,2001,Hesse,Couple with children,Yes,0.66894,190,10597,0.62011,0.72149
616,616,2001,Hesse,Couple with children,No,0.33106,99,10597,0.30036,0.3681
617,617,2001,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.64056,104,10597,0.59605,0.68329
618,618,2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.35944,58,10597,0.30672,0.40677
619,619,2001,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.76565,154,10597,0.71692,0.81529
620,620,2001,"Rhineland-Palatinate, Saarland",Couple without children,No,0.23435,48,10597,0.20565,0.26462
621,621,2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.62984,172,10597,0.56927,0.67713
622,622,2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.37016,104,10597,0.33595,0.4065
623,623,2001,Baden-Wuerttemberg,Single-person household,Yes,0.69616,216,10597,0.65408,0.74557
624,624,2001,Baden-Wuerttemberg,Single-person household,No,0.30384,103,10597,0.27344,0.34099
625,625,2001,Baden-Wuerttemberg,Couple without children,Yes,0.7737,275,10597,0.72772,0.81825
626,626,2001,Baden-Wuerttemberg,Couple without children,No,0.2263,90,10597,0.19785,0.25897
627,627,2001,Baden-Wuerttemberg,Single parent,Yes,0.44918,34,10597,0.36602,0.53001
628,628,2001,Baden-Wuerttemberg,Single parent,No,0.55082,46,10597,0.44531,0.66126
629,629,2001,Baden-Wuerttemberg,Couple with children,Yes,0.62507,340,10597,0.57855,0.66952
630,630,2001,Baden-Wuerttemberg,Couple with children,No,0.37493,205,10597,0.33235,0.41205
631,631,2001,Bavaria,Single-person household,Yes,0.61023,245,10597,0.5839,0.63898
632,632,2001,Bavaria,Single-person household,No,0.38977,165,10597,0.36358,0.41954
633,633,2001,Bavaria,Couple without children,Yes,0.76366,341,10597,0.71052,0.80174
634,634,2001,Bavaria,Couple without children,No,0.23634,112,10597,0.21695,0.25751
635,635,2001,Bavaria,Single parent,Yes,0.55117,52,10597,0.47106,0.65922
636,636,2001,Bavaria,Single parent,No,0.44883,51,10597,0.37286,0.5286
637,637,2001,Bavaria,Couple with children,Yes,0.71037,403,10597,0.67184,0.75005
638,638,2001,Bavaria,Couple with children,No,0.28963,169,10597,0.2655,0.31942
639,639,2001,Berlin,Single-person household,Yes,0.55679,92,10597,0.50948,0.60214
640,640,2001,Berlin,Single-person household,No,0.44321,83,10597,0.40862,0.47909
641,641,2001,Berlin,Couple without children,Yes,0.6698,73,10597,0.59809,0.74441
642,642,2001,Berlin,Couple without children,No,0.3302,38,10597,0.27341,0.38788
643,643,2001,Berlin,Couple with children,Yes,0.58839,81,10597,0.51907,0.65458
644,644,2001,Berlin,Couple with children,No,0.41161,51,10597,0.33055,0.51137
645,645,2001,Brandenburg,Single-person household,Yes,0.6191,67,10597,0.57563,0.66934
646,646,2001,Brandenburg,Single-person household,No,0.3809,51,10597,0.3338,0.42996
647,647,2001,Brandenburg,Couple without children,Yes,0.76437,128,10597,0.71103,0.81621
648,648,2001,Brandenburg,Couple without children,No,0.23563,42,10597,0.20371,0.26838
649,649,2001,Brandenburg,Couple with children,Yes,0.65855,111,10597,0.58801,0.7204
650,650,2001,Brandenburg,Couple with children,No,0.34145,54,10597,0.29777,0.38842
651,651,2001,Mecklenburg-Western Pomerania,Single-person household,Yes,0.57293,51,10597,0.52162,0.63147
652,652,2001,Mecklenburg-Western Pomerania,Single-person household,No,0.42707,35,10597,0.36452,0.49195
653,653,2001,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,62,10597,0.84545,1.13437
654,654,2001,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,54,10597,0.84827,1.16347
655,655,2001,Saxony,Single-person household,Yes,0.67697,131,10597,0.63521,0.71645
656,656,2001,Saxony,Single-person household,No,0.32303,67,10597,0.28668,0.35419
657,657,2001,Saxony,Couple without children,Yes,0.81925,234,10597,0.76946,0.8566
658,658,2001,Saxony,Couple without children,No,0.18075,53,10597,0.15968,0.20288
659,659,2001,Saxony,Couple with children,Yes,0.66458,193,10597,0.59797,0.73813
660,660,2001,Saxony,Couple with children,No,0.33542,105,10597,0.30364,0.36575
661,661,2001,Saxony-Anhalt,Single-person household,Yes,0.59102,59,10597,0.54191,0.63986
662,662,2001,Saxony-Anhalt,Single-person household,No,0.40898,47,10597,0.35917,0.46077
663,663,2001,Saxony-Anhalt,Couple without children,Yes,0.80572,148,10597,0.73682,0.86552
664,664,2001,Saxony-Anhalt,Couple without children,No,0.19428,35,10597,0.16838,0.21805
665,665,2001,Saxony-Anhalt,Couple with children,Yes,0.61191,104,10597,0.55134,0.68783
666,666,2001,Saxony-Anhalt,Couple with children,No,0.38809,67,10597,0.34356,0.43189
667,667,2001,Thuringa,Single-person household,Yes,0.67351,79,10597,0.62736,0.73418
668,668,2001,Thuringa,Single-person household,No,0.32649,44,10597,0.28556,0.35842
669,669,2001,Thuringa,Couple without children,Yes,0.69401,104,10597,0.6321,0.76932
670,670,2001,Thuringa,Couple without children,No,0.30599,44,10597,0.25419,0.3607
671,671,2001,Thuringa,Couple with children,Yes,0.6183,109,10597,0.55351,0.68299
672,672,2001,Thuringa,Couple with children,No,0.3817,66,10597,0.3277,0.4415
673,673,2002,Schleswig-Holstein,Single-person household,Yes,0.66079,58,11178,0.59261,0.73717
674,674,2002,Schleswig-Holstein,Single-person household,No,0.33921,34,11178,0.2838,0.3951
675,675,2002,Schleswig-Holstein,Couple without children,Yes,1.0,96,11178,0.84448,1.13948
676,676,2002,Schleswig-Holstein,Couple with children,Yes,0.54193,71,11178,0.45448,0.64052
677,677,2002,Schleswig-Holstein,Couple with children,No,0.45807,46,11178,0.3682,0.55216
678,678,2002,Hamburg,Single-person household,Yes,0.48877,38,11178,0.41587,0.55381
679,679,2002,Hamburg,Single-person household,No,0.51123,42,11178,0.44736,0.56969
680,680,2002,Hamburg,Couple without children,Yes,1.0,40,11178,0.74864,1.22143
681,681,2002,Hamburg,Couple with children,Yes,1.0,35,11178,0.69539,1.30513
682,682,2002,Lower Saxony,Single-person household,Yes,0.59058,125,11178,0.53854,0.647
683,683,2002,Lower Saxony,Single-person household,No,0.40942,86,11178,0.36396,0.44798
684,684,2002,Lower Saxony,Couple without children,Yes,0.73242,247,11178,0.67404,0.79268
685,685,2002,Lower Saxony,Couple without children,No,0.26758,77,11178,0.23659,0.30287
686,686,2002,Lower Saxony,Single parent,No,1.0,38,11178,0.79793,1.23547
687,687,2002,Lower Saxony,Couple with children,Yes,0.59461,256,11178,0.53526,0.64809
688,688,2002,Lower Saxony,Couple with children,No,0.40539,130,11178,0.35537,0.44829
689,689,2002,North Rhine-Westphalia,Single-person household,Yes,0.56458,339,11178,0.5351,0.59336
690,690,2002,North Rhine-Westphalia,Single-person household,No,0.43542,273,11178,0.41172,0.46046
691,691,2002,North Rhine-Westphalia,Couple without children,Yes,0.72047,621,11178,0.68606,0.75966
692,692,2002,North Rhine-Westphalia,Couple without children,No,0.27953,230,11178,0.25698,0.29977
693,693,2002,North Rhine-Westphalia,Single parent,Yes,0.34331,44,11178,0.29081,0.40643
694,694,2002,North Rhine-Westphalia,Single parent,No,0.65669,81,11178,0.57626,0.75615
695,695,2002,North Rhine-Westphalia,Couple with children,Yes,0.58778,563,11178,0.55399,0.62781
696,696,2002,North Rhine-Westphalia,Couple with children,No,0.41222,349,11178,0.38256,0.44297
697,697,2002,Hesse,Single-person household,Yes,0.54156,103,11178,0.49393,0.59883
698,698,2002,Hesse,Single-person household,No,0.45844,81,11178,0.4125,0.51274
699,699,2002,Hesse,Couple without children,Yes,0.68523,208,11178,0.6014,0.75647
700,700,2002,Hesse,Couple without children,No,0.31477,81,11178,0.27086,0.36364
701,701,2002,Hesse,Couple with children,Yes,0.64347,213,11178,0.57676,0.71064
702,702,2002,Hesse,Couple with children,No,0.35653,109,11178,0.30271,0.4058
703,703,2002,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.59286,100,11178,0.54101,0.64659
704,704,2002,"Rhineland-Palatinate, Saarland",Single-person household,No,0.40714,68,11178,0.3481,0.45649
705,705,2002,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.73514,159,11178,0.66197,0.82043
706,706,2002,"Rhineland-Palatinate, Saarland",Couple without children,No,0.26486,56,11178,0.22504,0.30759
707,707,2002,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.61337,161,11178,0.55225,0.69643
708,708,2002,"Rhineland-Palatinate, Saarland",Couple with children,No,0.38663,106,11178,0.33575,0.453
709,709,2002,Baden-Wuerttemberg,Single-person household,Yes,0.63444,200,11178,0.57784,0.67898
710,710,2002,Baden-Wuerttemberg,Single-person household,No,0.36556,112,11178,0.3343,0.40194
711,711,2002,Baden-Wuerttemberg,Couple without children,Yes,0.69559,296,11178,0.63037,0.75574
712,712,2002,Baden-Wuerttemberg,Couple without children,No,0.30441,126,11178,0.26326,0.34825
713,713,2002,Baden-Wuerttemberg,Single parent,Yes,0.33177,31,11178,0.2411,0.4207
714,714,2002,Baden-Wuerttemberg,Single parent,No,0.66823,48,11178,0.54421,0.77156
715,715,2002,Baden-Wuerttemberg,Couple with children,Yes,0.60418,359,11178,0.54919,0.66582
716,716,2002,Baden-Wuerttemberg,Couple with children,No,0.39582,216,11178,0.35516,0.44193
717,717,2002,Bavaria,Single-person household,Yes,0.53689,206,11178,0.50801,0.57266
718,718,2002,Bavaria,Single-person household,No,0.46311,173,11178,0.43213,0.49281
719,719,2002,Bavaria,Couple without children,Yes,0.69728,379,11178,0.64801,0.75519
720,720,2002,Bavaria,Couple without children,No,0.30272,150,11178,0.27436,0.33299
721,721,2002,Bavaria,Single parent,Yes,0.42652,49,11178,0.33816,0.52433
722,722,2002,Bavaria,Single parent,No,0.57348,64,11178,0.47484,0.64936
723,723,2002,Bavaria,Couple with children,Yes,0.63465,428,11178,0.5779,0.68434
724,724,2002,Bavaria,Couple with children,No,0.36535,197,11178,0.33181,0.40373
725,725,2002,Berlin,Single-person household,Yes,0.54362,98,11178,0.49671,0.58913
726,726,2002,Berlin,Single-person household,No,0.45638,90,11178,0.41942,0.50241
727,727,2002,Berlin,Couple without children,Yes,0.70676,84,11178,0.60867,0.82083
728,728,2002,Berlin,Couple without children,No,0.29324,39,11178,0.23258,0.34506
729,729,2002,Berlin,Couple with children,Yes,0.52143,79,11178,0.44885,0.61038
730,730,2002,Berlin,Couple with children,No,0.47857,54,11178,0.37995,0.59908
731,731,2002,Brandenburg,Single-person household,Yes,0.5247,57,11178,0.48243,0.58055
732,732,2002,Brandenburg,Single-person household,No,0.4753,62,11178,0.39872,0.55668
733,733,2002,Brandenburg,Couple without children,Yes,0.61757,114,11178,0.5658,0.6801
734,734,2002,Brandenburg,Couple without children,No,0.38243,60,11178,0.33111,0.43608
735,735,2002,Brandenburg,Couple with children,Yes,0.62659,109,11178,0.5619,0.69982
736,736,2002,Brandenburg,Couple with children,No,0.37341,48,11178,0.31656,0.42849
737,737,2002,Mecklenburg-Western Pomerania,Single-person household,Yes,0.519,39,11178,0.4574,0.57478
738,738,2002,Mecklenburg-Western Pomerania,Single-person household,No,0.481,34,11178,0.41302,0.54398
739,739,2002,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,67,11178,0.89759,1.12552
740,740,2002,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,51,11178,0.81099,1.19409
741,741,2002,Saxony,Single-person household,Yes,0.63717,125,11178,0.59389,0.67898
742,742,2002,Saxony,Single-person household,No,0.36283,73,11178,0.3221,0.40283
743,743,2002,Saxony,Couple without children,Yes,0.75654,221,11178,0.69701,0.80983
744,744,2002,Saxony,Couple without children,No,0.24346,64,11178,0.21472,0.27309
745,745,2002,Saxony,Couple with children,Yes,0.6324,200,11178,0.56633,0.7129
746,746,2002,Saxony,Couple with children,No,0.3676,97,11178,0.32034,0.41409
747,747,2002,Saxony-Anhalt,Single-person household,Yes,0.51785,59,11178,0.47451,0.5706
748,748,2002,Saxony-Anhalt,Single-person household,No,0.48215,63,11178,0.41548,0.55119
749,749,2002,Saxony-Anhalt,Couple without children,Yes,0.76306,138,11178,0.68548,0.82134
750,750,2002,Saxony-Anhalt,Couple without children,No,0.23694,37,11178,0.20079,0.26953
751,751,2002,Saxony-Anhalt,Couple with children,Yes,0.61494,103,11178,0.50925,0.711
752,752,2002,Saxony-Anhalt,Couple with children,No,0.38506,63,11178,0.33011,0.44041
753,753,2002,Thuringa,Single-person household,Yes,0.61647,72,11178,0.56716,0.66828
754,754,2002,Thuringa,Single-person household,No,0.38353,50,11178,0.33027,0.44239
755,755,2002,Thuringa,Couple without children,Yes,0.66537,101,11178,0.58783,0.7381
756,756,2002,Thuringa,Couple without children,No,0.33463,43,11178,0.29331,0.38359
757,757,2002,Thuringa,Couple with children,Yes,0.58605,117,11178,0.4944,0.68421
758,758,2002,Thuringa,Couple with children,No,0.41395,69,11178,0.34579,0.49811
759,759,2003,Schleswig-Holstein,Single-person household,Yes,0.58266,52,10860,0.5154,0.66733
760,760,2003,Schleswig-Holstein,Single-person household,No,0.41734,32,10860,0.3466,0.47557
761,761,2003,Schleswig-Holstein,Couple without children,Yes,0.66416,83,10860,0.53662,0.77634
762,762,2003,Schleswig-Holstein,Couple without children,No,0.33584,31,10860,0.27579,0.41566
763,763,2003,Schleswig-Holstein,Couple with children,Yes,0.62295,62,10860,0.50704,0.73276
764,764,2003,Schleswig-Holstein,Couple with children,No,0.37705,39,10860,0.29642,0.4717
765,765,2003,Hamburg,Single-person household,Yes,1.0,42,10860,0.83992,1.17816
766,766,2003,Hamburg,Couple without children,Yes,1.0,31,10860,0.73501,1.307
767,767,2003,Lower Saxony,Single-person household,Yes,0.6079,118,10860,0.55777,0.66067
768,768,2003,Lower Saxony,Single-person household,No,0.3921,86,10860,0.34474,0.436
769,769,2003,Lower Saxony,Couple without children,Yes,0.72139,232,10860,0.65788,0.78182
770,770,2003,Lower Saxony,Couple without children,No,0.27861,78,10860,0.23571,0.32455
771,771,2003,Lower Saxony,Single parent,No,1.0,40,10860,0.80806,1.18035
772,772,2003,Lower Saxony,Couple with children,Yes,0.58813,239,10860,0.5188,0.65605
773,773,2003,Lower Saxony,Couple with children,No,0.41187,129,10860,0.36481,0.47293
774,774,2003,North Rhine-Westphalia,Single-person household,Yes,0.59778,360,10860,0.56498,0.63171
775,775,2003,North Rhine-Westphalia,Single-person household,No,0.40222,256,10860,0.37756,0.42447
776,776,2003,North Rhine-Westphalia,Couple without children,Yes,0.68477,580,10860,0.64566,0.72751
777,777,2003,North Rhine-Westphalia,Couple without children,No,0.31523,234,10860,0.29041,0.33755
778,778,2003,North Rhine-Westphalia,Single parent,Yes,0.32197,47,10860,0.25832,0.38427
779,779,2003,North Rhine-Westphalia,Single parent,No,0.67803,87,10860,0.6007,0.76807
780,780,2003,North Rhine-Westphalia,Couple with children,Yes,0.59451,551,10860,0.55131,0.63775
781,781,2003,North Rhine-Westphalia,Couple with children,No,0.40549,320,10860,0.37814,0.445
782,782,2003,Hesse,Single-person household,Yes,0.48137,90,10860,0.43881,0.52962
783,783,2003,Hesse,Single-person household,No,0.51863,89,10860,0.46613,0.57425
784,784,2003,Hesse,Couple without children,Yes,0.73035,210,10860,0.65626,0.80701
785,785,2003,Hesse,Couple without children,No,0.26965,72,10860,0.22331,0.31586
786,786,2003,Hesse,Couple with children,Yes,0.64119,183,10860,0.57623,0.71531
787,787,2003,Hesse,Couple with children,No,0.35881,100,10860,0.31111,0.4139
788,788,2003,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.63643,115,10860,0.58701,0.67958
789,789,2003,"Rhineland-Palatinate, Saarland",Single-person household,No,0.36357,64,10860,0.3155,0.40977
790,790,2003,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.67999,147,10860,0.61694,0.77804
791,791,2003,"Rhineland-Palatinate, Saarland",Couple without children,No,0.32001,72,10860,0.27409,0.36874
792,792,2003,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.58873,151,10860,0.52895,0.66158
793,793,2003,"Rhineland-Palatinate, Saarland",Couple with children,No,0.41127,102,10860,0.35421,0.46854
794,794,2003,Baden-Wuerttemberg,Single-person household,Yes,0.63898,195,10860,0.59487,0.68641
795,795,2003,Baden-Wuerttemberg,Single-person household,No,0.36102,115,10860,0.31806,0.39957
796,796,2003,Baden-Wuerttemberg,Couple without children,Yes,0.68631,286,10860,0.62212,0.75333
797,797,2003,Baden-Wuerttemberg,Couple without children,No,0.31369,131,10860,0.27134,0.35763
798,798,2003,Baden-Wuerttemberg,Single parent,Yes,0.3999,35,10860,0.32137,0.4734
799,799,2003,Baden-Wuerttemberg,Single parent,No,0.6001,50,10860,0.49303,0.69469
800,800,2003,Baden-Wuerttemberg,Couple with children,Yes,0.59492,340,10860,0.53999,0.65094
801,801,2003,Baden-Wuerttemberg,Couple with children,No,0.40508,208,10860,0.34611,0.45962
802,802,2003,Bavaria,Single-person household,Yes,0.55064,210,10860,0.52047,0.58436
803,803,2003,Bavaria,Single-person household,No,0.44936,168,10860,0.41679,0.48017
804,804,2003,Bavaria,Couple without children,Yes,0.72341,371,10860,0.6659,0.77161
805,805,2003,Bavaria,Couple without children,No,0.27659,140,10860,0.24622,0.30704
806,806,2003,Bavaria,Single parent,Yes,0.42053,40,10860,0.34073,0.50144
807,807,2003,Bavaria,Single parent,No,0.57947,63,10860,0.49105,0.65352
808,808,2003,Bavaria,Couple with children,Yes,0.64046,409,10860,0.5925,0.69373
809,809,2003,Bavaria,Couple with children,No,0.35954,198,10860,0.32185,0.40257
810,810,2003,Berlin,Single-person household,Yes,0.55466,105,10860,0.5066,0.5978
811,811,2003,Berlin,Single-person household,No,0.44534,87,10860,0.40391,0.4907
812,812,2003,Berlin,Couple without children,Yes,0.69027,78,10860,0.57806,0.78641
813,813,2003,Berlin,Couple without children,No,0.30973,41,10860,0.23585,0.39906
814,814,2003,Berlin,Couple with children,Yes,0.63161,85,10860,0.5341,0.75459
815,815,2003,Berlin,Couple with children,No,0.36839,46,10860,0.28761,0.46432
816,816,2003,Brandenburg,Single-person household,Yes,0.61436,67,10860,0.54127,0.68229
817,817,2003,Brandenburg,Single-person household,No,0.38564,46,10860,0.32506,0.44553
818,818,2003,Brandenburg,Couple without children,Yes,0.61736,123,10860,0.56471,0.68169
819,819,2003,Brandenburg,Couple without children,No,0.38264,60,10860,0.32012,0.44617
820,820,2003,Brandenburg,Couple with children,Yes,0.50541,89,10860,0.4321,0.58489
821,821,2003,Brandenburg,Couple with children,No,0.49459,63,10860,0.42222,0.57116
822,822,2003,Mecklenburg-Western Pomerania,Single-person household,Yes,0.50086,36,10860,0.44824,0.55762
823,823,2003,Mecklenburg-Western Pomerania,Single-person household,No,0.49914,35,10860,0.4219,0.56436
824,824,2003,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,66,10860,0.87562,1.13487
825,825,2003,Mecklenburg-Western Pomerania,Couple with children,Yes,0.50757,48,10860,0.40845,0.65235
826,826,2003,Mecklenburg-Western Pomerania,Couple with children,No,0.49243,37,10860,0.36199,0.63152
827,827,2003,Saxony,Single-person household,Yes,0.61356,128,10860,0.57047,0.66198
828,828,2003,Saxony,Single-person household,No,0.38644,78,10860,0.34227,0.42952
829,829,2003,Saxony,Couple without children,Yes,0.75979,226,10860,0.69555,0.82385
830,830,2003,Saxony,Couple without children,No,0.24021,69,10860,0.2108,0.2738
831,831,2003,Saxony,Couple with children,Yes,0.61845,175,10860,0.54381,0.68288
832,832,2003,Saxony,Couple with children,No,0.38155,96,10860,0.33522,0.42292
833,833,2003,Saxony-Anhalt,Single-person household,Yes,0.50109,55,10860,0.45127,0.55704
834,834,2003,Saxony-Anhalt,Single-person household,No,0.49891,59,10860,0.43433,0.57358
835,835,2003,Saxony-Anhalt,Couple without children,Yes,0.77344,133,10860,0.69683,0.83053
836,836,2003,Saxony-Anhalt,Couple without children,No,0.22656,44,10860,0.19182,0.26022
837,837,2003,Saxony-Anhalt,Couple with children,Yes,0.57095,92,10860,0.45594,0.65263
838,838,2003,Saxony-Anhalt,Couple with children,No,0.42905,66,10860,0.37114,0.49926
839,839,2003,Thuringa,Single-person household,Yes,0.6091,71,10860,0.55506,0.65979
840,840,2003,Thuringa,Single-person household,No,0.3909,46,10860,0.34155,0.44964
841,841,2003,Thuringa,Couple without children,Yes,0.70244,111,10860,0.62318,0.78331
842,842,2003,Thuringa,Couple without children,No,0.29756,42,10860,0.23444,0.36396
843,843,2003,Thuringa,Couple with children,Yes,0.55848,109,10860,0.47326,0.64869
844,844,2003,Thuringa,Couple with children,No,0.44152,65,10860,0.36852,0.52054
845,845,2004,Schleswig-Holstein,Single-person household,Yes,0.5731,39,10641,0.49393,0.65896
846,846,2004,Schleswig-Holstein,Single-person household,No,0.4269,31,10641,0.36342,0.5088
847,847,2004,Schleswig-Holstein,Couple without children,Yes,0.65363,81,10641,0.53912,0.75013
848,848,2004,Schleswig-Holstein,Couple without children,No,0.34637,33,10641,0.26687,0.42378
849,849,2004,Schleswig-Holstein,Couple with children,Yes,0.6315,60,10641,0.5249,0.77781
850,850,2004,Schleswig-Holstein,Couple with children,No,0.3685,42,10641,0.28705,0.46489
851,851,2004,Hamburg,Single-person household,Yes,0.45841,31,10641,0.37587,0.52724
852,852,2004,Hamburg,Single-person household,No,0.54159,37,10641,0.4609,0.61985
853,853,2004,Hamburg,Couple without children,Yes,1.0,35,10641,0.73638,1.336
854,854,2004,Lower Saxony,Single-person household,Yes,0.60957,129,10641,0.55585,0.66156
855,855,2004,Lower Saxony,Single-person household,No,0.39043,95,10641,0.34133,0.44447
856,856,2004,Lower Saxony,Couple without children,Yes,0.74181,234,10641,0.68698,0.8061
857,857,2004,Lower Saxony,Couple without children,No,0.25819,79,10641,0.21964,0.30336
858,858,2004,Lower Saxony,Single parent,No,1.0,39,10641,0.75289,1.19918
859,859,2004,Lower Saxony,Couple with children,Yes,0.5842,228,10641,0.50889,0.6596
860,860,2004,Lower Saxony,Couple with children,No,0.4158,126,10641,0.35506,0.47671
861,861,2004,North Rhine-Westphalia,Single-person household,Yes,0.55339,320,10641,0.52279,0.58417
862,862,2004,North Rhine-Westphalia,Single-person household,No,0.44661,256,10641,0.41752,0.47305
863,863,2004,North Rhine-Westphalia,Couple without children,Yes,0.66212,587,10641,0.63034,0.70505
864,864,2004,North Rhine-Westphalia,Couple without children,No,0.33788,253,10641,0.31161,0.36968
865,865,2004,North Rhine-Westphalia,Single parent,Yes,0.37421,48,10641,0.31243,0.44604
866,866,2004,North Rhine-Westphalia,Single parent,No,0.62579,82,10641,0.55236,0.71638
867,867,2004,North Rhine-Westphalia,Couple with children,Yes,0.59908,507,10641,0.55721,0.6429
