,Unnamed: 0,year,hhtyp,sampreg,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
363,363,2010,Single parent,East,No,0.6765,263,13639,0.5888,0.78923
364,364,2010,Couple with children,West,Yes,0.60941,2558,13639,0.57546,0.64208
365,365,2010,Couple with children,West,No,0.39059,1987,13639,0.36522,0.41758
366,366,2010,Couple with children,East,Yes,0.58304,606,13639,0.51325,0.64873
367,367,2010,Couple with children,East,No,0.41696,518,13639,0.3587,0.46751
368,368,2010,Multi-generational household,West,Yes,0.5998,38,13639,0.38398,0.90679
369,369,2010,Multi-generational household,West,No,0.4002,40,13639,0.29704,0.52241
370,370,2010,Other Combinations,West,Yes,1.0,33,13639,0.71,1.38632
371,371,2011,Single-person household,West,Yes,0.56879,1494,16353,0.5516,0.58435
372,372,2011,Single-person household,West,No,0.43121,1103,16353,0.41379,0.44724
373,373,2011,Single-person household,East,Yes,0.56054,491,16353,0.5289,0.59023
374,374,2011,Single-person household,East,No,0.43946,393,16353,0.41177,0.47172
375,375,2011,Couple without children,West,Yes,0.71397,2342,16353,0.68653,0.73723
376,376,2011,Couple without children,West,No,0.28603,884,16353,0.26858,0.30265
377,377,2011,Couple without children,East,Yes,0.70028,758,16353,0.65258,0.74816
378,378,2011,Couple without children,East,No,0.29972,325,16353,0.27143,0.33408
379,379,2011,Single parent,West,Yes,0.39491,684,16353,0.36533,0.42639
380,380,2011,Single parent,West,No,0.60509,1086,16353,0.57248,0.6503
381,381,2011,Single parent,East,Yes,0.38255,191,16353,0.32672,0.43728
382,382,2011,Single parent,East,No,0.61745,332,16353,0.56781,0.67804
383,383,2011,Couple with children,West,Yes,0.63844,2936,16353,0.61181,0.66932
384,384,2011,Couple with children,West,No,0.36156,1985,16353,0.33788,0.38224
385,385,2011,Couple with children,East,Yes,0.61979,666,16353,0.55872,0.68095
386,386,2011,Couple with children,East,No,0.38021,514,16353,0.3439,0.42183
387,387,2011,Multi-generational household,West,Yes,0.49708,44,16353,0.32427,0.72166
388,388,2011,Multi-generational household,West,No,0.50292,46,16353,0.37722,0.69314
389,389,2011,Other Combinations,West,Yes,0.56762,48,16353,0.44853,0.70885
390,390,2011,Other Combinations,West,No,0.43238,31,16353,0.33071,0.56458
391,391,2012,Single-person household,West,Yes,0.56949,1555,16107,0.5514,0.58814
392,392,2012,Single-person household,West,No,0.43051,1159,16107,0.41573,0.44848
393,393,2012,Single-person household,East,Yes,0.5637,512,16107,0.53293,0.59919
394,394,2012,Single-person household,East,No,0.4363,422,16107,0.40988,0.46906
395,395,2012,Couple without children,West,Yes,0.73436,2441,16107,0.70634,0.76118
396,396,2012,Couple without children,West,No,0.26564,847,16107,0.2529,0.28166
397,397,2012,Couple without children,East,Yes,0.71426,787,16107,0.66448,0.76461
398,398,2012,Couple without children,East,No,0.28574,321,16107,0.26309,0.3172
399,399,2012,Single parent,West,Yes,0.38723,642,16107,0.3533,0.42223
400,400,2012,Single parent,West,No,0.61277,1025,16107,0.56887,0.65696
401,401,2012,Single parent,East,Yes,0.35886,187,16107,0.30876,0.41137
402,402,2012,Single parent,East,No,0.64114,316,16107,0.55487,0.72414
403,403,2012,Couple with children,West,Yes,0.62256,2785,16107,0.59101,0.65195
404,404,2012,Couple with children,West,No,0.37744,1848,16107,0.35521,0.40078
405,405,2012,Couple with children,East,Yes,0.63259,635,16107,0.57701,0.6891
406,406,2012,Couple with children,East,No,0.36741,460,16107,0.32329,0.41031
407,407,2012,Multi-generational household,West,Yes,0.49662,43,16107,0.37698,0.62876
408,408,2012,Multi-generational household,West,No,0.50338,47,16107,0.36223,0.69821
409,409,2012,Other Combinations,West,Yes,0.62217,39,16107,0.42869,0.81364
410,410,2012,Other Combinations,West,No,0.37783,36,16107,0.31338,0.45412
411,411,2013,Single-person household,West,Yes,0.56688,1616,17632,0.54585,0.58446
412,412,2013,Single-person household,West,No,0.43312,1305,17632,0.41418,0.44966
413,413,2013,Single-person household,East,Yes,0.57663,511,17632,0.54347,0.61705
414,414,2013,Single-person household,East,No,0.42337,390,17632,0.39623,0.45346
415,415,2013,Couple without children,West,Yes,0.73159,2530,17632,0.70979,0.7601
416,416,2013,Couple without children,West,No,0.26841,953,17632,0.25308,0.28242
417,417,2013,Couple without children,East,Yes,0.71733,794,17632,0.67312,0.77196
418,418,2013,Couple without children,East,No,0.28267,309,17632,0.251,0.3175
419,419,2013,Single parent,West,Yes,0.40912,668,17632,0.37275,0.44962
420,420,2013,Single parent,West,No,0.59088,1089,17632,0.54956,0.63244
421,421,2013,Single parent,East,Yes,0.40866,181,17632,0.36266,0.47401
422,422,2013,Single parent,East,No,0.59134,294,17632,0.50729,0.66382
423,423,2013,Couple with children,West,Yes,0.63439,3180,17632,0.60517,0.65801
424,424,2013,Couple with children,West,No,0.36561,2298,17632,0.34299,0.38627
425,425,2013,Couple with children,East,Yes,0.61129,639,17632,0.56234,0.66851
426,426,2013,Couple with children,East,No,0.38871,451,17632,0.32941,0.46063
427,427,2013,Multi-generational household,West,Yes,0.51333,53,17632,0.37482,0.67812
428,428,2013,Multi-generational household,West,No,0.48667,59,17632,0.34304,0.6575
429,429,2013,Other Combinations,West,Yes,0.43231,134,17632,0.35096,0.5409
430,430,2013,Other Combinations,West,No,0.56769,178,17632,0.46327,0.66859
431,431,2014,Single-person household,West,Yes,0.56674,1492,15671,0.54542,0.58594
432,432,2014,Single-person household,West,No,0.43326,1168,15671,0.41584,0.45037
433,433,2014,Single-person household,East,Yes,0.57316,503,15671,0.53668,0.60836
434,434,2014,Single-person household,East,No,0.42684,375,15671,0.38836,0.46258
435,435,2014,Couple without children,West,Yes,0.73252,2372,15671,0.70325,0.75723
436,436,2014,Couple without children,West,No,0.26748,889,15671,0.25264,0.28437
437,437,2014,Couple without children,East,Yes,0.75888,807,15671,0.7095,0.80782
438,438,2014,Couple without children,East,No,0.24112,269,15671,0.21443,0.26555
439,439,2014,Single parent,West,Yes,0.37147,524,15671,0.32958,0.40667
440,440,2014,Single parent,West,No,0.62853,893,15671,0.57785,0.68234
441,441,2014,Single parent,East,Yes,0.3649,145,15671,0.30955,0.42273
442,442,2014,Single parent,East,No,0.6351,245,15671,0.54421,0.75064
443,443,2014,Couple with children,West,Yes,0.64178,2804,15671,0.61755,0.67607
444,444,2014,Couple with children,West,No,0.35822,1887,15671,0.33537,0.37805
445,445,2014,Couple with children,East,Yes,0.64309,593,15671,0.57763,0.72418
446,446,2014,Couple with children,East,No,0.35691,379,15671,0.30946,0.40696
447,447,2014,Multi-generational household,West,Yes,0.52038,46,15671,0.3395,0.73708
448,448,2014,Multi-generational household,West,No,0.47962,54,15671,0.32283,0.64242
449,449,2014,Other Combinations,West,Yes,0.48304,108,15671,0.37989,0.61221
450,450,2014,Other Combinations,West,No,0.51696,118,15671,0.43743,0.59782
451,451,2015,Single-person household,West,Yes,0.53325,1445,15552,0.51612,0.55006
452,452,2015,Single-person household,West,No,0.46675,1276,15552,0.44379,0.48345
453,453,2015,Single-person household,East,Yes,0.54927,480,15552,0.51072,0.58434
454,454,2015,Single-person household,East,No,0.45073,390,15552,0.42186,0.48919
455,455,2015,Couple without children,West,Yes,0.71752,2333,15552,0.69405,0.74559
456,456,2015,Couple without children,West,No,0.28248,948,15552,0.2638,0.29909
457,457,2015,Couple without children,East,Yes,0.72331,777,15552,0.67207,0.78193
458,458,2015,Couple without children,East,No,0.27669,284,15552,0.24596,0.30539
459,459,2015,Single parent,West,Yes,0.4152,566,15552,0.37263,0.45737
460,460,2015,Single parent,West,No,0.5848,770,15552,0.54176,0.63279
461,461,2015,Single parent,East,Yes,0.43021,152,15552,0.36997,0.49649
462,462,2015,Single parent,East,No,0.56979,208,15552,0.48044,0.66073
463,463,2015,Couple with children,West,Yes,0.66112,2855,15552,0.6263,0.69117
464,464,2015,Couple with children,West,No,0.33888,1837,15552,0.31351,0.36307
465,465,2015,Couple with children,East,Yes,0.65621,562,15552,0.57844,0.73514
466,466,2015,Couple with children,East,No,0.34379,344,15552,0.29925,0.39799
467,467,2015,Multi-generational household,West,Yes,0.47277,45,15552,0.33339,0.64736
468,468,2015,Multi-generational household,West,No,0.52723,68,15552,0.3589,0.75043
469,469,2015,Other Combinations,West,Yes,0.52359,102,15552,0.42216,0.64764
470,470,2015,Other Combinations,West,No,0.47641,110,15552,0.38672,0.58181
471,471,2016,Single-person household,West,Yes,0.54967,1374,14101,0.52858,0.57124
472,472,2016,Single-person household,West,No,0.45033,1142,14101,0.43132,0.47124
473,473,2016,Single-person household,East,Yes,0.5628,473,14101,0.53154,0.60297
474,474,2016,Single-person household,East,No,0.4372,372,14101,0.39898,0.47373
475,475,2016,Couple without children,West,Yes,0.72049,2195,14101,0.6899,0.74583
476,476,2016,Couple without children,West,No,0.27951,853,14101,0.25913,0.29929
477,477,2016,Couple without children,East,Yes,0.72457,748,14101,0.67586,0.77402
478,478,2016,Couple without children,East,No,0.27543,255,14101,0.24028,0.30686
479,479,2016,Single parent,West,Yes,0.43452,513,14101,0.38727,0.48768
480,480,2016,Single parent,West,No,0.56548,671,14101,0.51828,0.61567
481,481,2016,Single parent,East,Yes,0.44451,139,14101,0.36157,0.57308
482,482,2016,Single parent,East,No,0.55549,196,14101,0.49528,0.63421
483,483,2016,Couple with children,West,Yes,0.66968,2624,14101,0.6397,0.70654
484,484,2016,Couple with children,West,No,0.33032,1513,14101,0.30771,0.35563
485,485,2016,Couple with children,East,Yes,0.66416,525,14101,0.58256,0.73396
486,486,2016,Couple with children,East,No,0.33584,293,14101,0.28206,0.39398
487,487,2016,Multi-generational household,West,No,1.0,54,14101,0.66203,1.42399
488,488,2016,Other Combinations,West,Yes,0.55664,81,14101,0.44725,0.68562
489,489,2016,Other Combinations,West,No,0.44336,80,14101,0.35064,0.52011
490,490,2017,Single-person household,West,Yes,0.58097,1627,15477,0.56124,0.59989
491,491,2017,Single-person household,West,No,0.41903,1207,15477,0.40289,0.43776
492,492,2017,Single-person household,East,Yes,0.57468,552,15477,0.53683,0.61389
493,493,2017,Single-person household,East,No,0.42532,413,15477,0.39037,0.45484
494,494,2017,Couple without children,West,Yes,0.73298,2537,15477,0.70469,0.76266
495,495,2017,Couple without children,West,No,0.26702,909,15477,0.25133,0.28426
496,496,2017,Couple without children,East,Yes,0.75826,870,15477,0.71525,0.80753
497,497,2017,Couple without children,East,No,0.24174,256,15477,0.21542,0.27412
498,498,2017,Single parent,West,Yes,0.40545,523,15477,0.36304,0.4499
499,499,2017,Single parent,West,No,0.59455,667,15477,0.54449,0.63616
500,500,2017,Single parent,East,Yes,0.53174,160,15477,0.44525,0.63376
501,501,2017,Single parent,East,No,0.46826,180,15477,0.38882,0.55239
502,502,2017,Couple with children,West,Yes,0.68335,2882,15477,0.65634,0.70787
503,503,2017,Couple with children,West,No,0.31665,1483,15477,0.29651,0.339
504,504,2017,Couple with children,East,Yes,0.69449,615,15477,0.63108,0.76543
505,505,2017,Couple with children,East,No,0.30551,292,15477,0.26391,0.36534
506,506,2017,Multi-generational household,West,Yes,0.55125,39,15477,0.38316,0.77407
507,507,2017,Multi-generational household,West,No,0.44875,48,15477,0.33973,0.61472
508,508,2017,Other Combinations,West,Yes,0.5569,123,15477,0.45922,0.6572
509,509,2017,Other Combinations,West,No,0.4431,94,15477,0.36378,0.52527
510,510,2018,Single-person household,West,Yes,0.58723,1683,15279,0.56556,0.61328
511,511,2018,Single-person household,West,No,0.41277,1297,15279,0.39504,0.4295
512,512,2018,Single-person household,East,Yes,0.55778,566,15279,0.52794,0.58893
513,513,2018,Single-person household,East,No,0.44222,455,15279,0.40677,0.48533
514,514,2018,Couple without children,West,Yes,0.75273,2515,15279,0.72194,0.77961
515,515,2018,Couple without children,West,No,0.24727,875,15279,0.23008,0.26141
516,516,2018,Couple without children,East,Yes,0.73953,849,15279,0.69612,0.7892
517,517,2018,Couple without children,East,No,0.26047,276,15279,0.22972,0.28931
518,518,2018,Single parent,West,Yes,0.46902,554,15279,0.42265,0.51902
519,519,2018,Single parent,West,No,0.53098,613,15279,0.48245,0.59338
520,520,2018,Single parent,East,Yes,0.5297,151,15279,0.43176,0.63916
521,521,2018,Single parent,East,No,0.4703,186,15279,0.40131,0.53876
522,522,2018,Couple with children,West,Yes,0.71271,2799,15279,0.68295,0.74462
523,523,2018,Couple with children,West,No,0.28729,1302,15279,0.27147,0.30969
524,524,2018,Couple with children,East,Yes,0.74533,619,15279,0.67304,0.81323
525,525,2018,Couple with children,East,No,0.25467,257,15279,0.21168,0.31374
526,526,2018,Multi-generational household,West,Yes,0.50254,43,15279,0.3353,0.66022
527,527,2018,Multi-generational household,West,No,0.49746,48,15279,0.37247,0.65165
528,528,2018,Other Combinations,West,Yes,0.67008,120,15279,0.55776,0.78009
529,529,2018,Other Combinations,West,No,0.32992,71,15279,0.26832,0.39952
530,530,2019,Single-person household,West,Yes,0.62487,1893,15841,0.60262,0.64934
531,531,2019,Single-person household,West,No,0.37513,1164,15841,0.3578,0.3959
532,532,2019,Single-person household,East,Yes,0.57335,603,15841,0.53014,0.6086
533,533,2019,Single-person household,East,No,0.42665,400,15841,0.39123,0.46699
534,534,2019,Couple without children,West,Yes,0.7923,2974,15841,0.75786,0.82602
535,535,2019,Couple without children,West,No,0.2077,782,15841,0.18942,0.22668
536,536,2019,Couple without children,East,Yes,0.77924,1013,15841,0.72449,0.83142
537,537,2019,Couple without children,East,No,0.22076,238,15841,0.18191,0.25848
538,538,2019,Single parent,West,Yes,0.50109,561,15841,0.44038,0.5589
539,539,2019,Single parent,West,No,0.49891,524,15841,0.44457,0.55993
540,540,2019,Single parent,East,Yes,0.58395,179,15841,0.48072,0.70332
541,541,2019,Single parent,East,No,0.41605,143,15841,0.33596,0.49039
542,542,2019,Couple with children,West,Yes,0.74593,3096,15841,0.71487,0.7823
543,543,2019,Couple with children,West,No,0.25407,1076,15841,0.23224,0.2752
544,544,2019,Couple with children,East,Yes,0.78124,709,15841,0.70131,0.8649
545,545,2019,Couple with children,East,No,0.21876,226,15841,0.18175,0.25442
546,546,2019,Multi-generational household,West,Yes,0.67591,46,15841,0.45805,0.93792
547,547,2019,Multi-generational household,West,No,0.32409,33,15841,0.20666,0.48385
548,548,2019,Other Combinations,West,Yes,0.6168,123,15841,0.52559,0.72666
549,549,2019,Other Combinations,West,No,0.3832,58,15841,0.27265,0.49585
550,550,2020,Single-person household,West,Yes,0.59997,1961,15990,0.57338,0.62501
551,551,2020,Single-person household,West,No,0.40003,1551,15990,0.37793,0.42111
552,552,2020,Single-person household,East,Yes,0.59991,614,15990,0.55617,0.64543
553,553,2020,Single-person household,East,No,0.40009,415,15990,0.36368,0.43709
554,554,2020,Couple without children,West,Yes,0.76601,2851,15990,0.73308,0.80064
555,555,2020,Couple without children,West,No,0.23399,940,15990,0.21565,0.25229
556,556,2020,Couple without children,East,Yes,0.72827,873,15990,0.67768,0.78894
557,557,2020,Couple without children,East,No,0.27173,289,15990,0.22948,0.3195
558,558,2020,Single parent,West,Yes,0.53065,543,15990,0.4764,0.58595
559,559,2020,Single parent,West,No,0.46935,483,15990,0.42044,0.52785
560,560,2020,Single parent,East,Yes,0.6321,171,15990,0.50621,0.76055
561,561,2020,Single parent,East,No,0.3679,133,15990,0.29935,0.42726
562,562,2020,Couple with children,West,Yes,0.7419,2782,15990,0.70911,0.7772
563,563,2020,Couple with children,West,No,0.2581,1207,15990,0.23829,0.28303
564,564,2020,Couple with children,East,Yes,0.77236,623,15990,0.69221,0.84659
565,565,2020,Couple with children,East,No,0.22764,223,15990,0.18312,0.27466
566,566,2020,Multi-generational household,West,Yes,0.62503,48,15990,0.42432,0.89251
567,567,2020,Multi-generational household,West,No,0.37497,40,15990,0.20683,0.59351
568,568,2020,Other Combinations,West,Yes,0.6644,146,15990,0.53987,0.8028
569,569,2020,Other Combinations,West,No,0.3356,97,15990,0.24729,0.45967
570,570,2021,Single-person household,West,Yes,0.71605,1778,12026,0.6819,0.74897
571,571,2021,Single-person household,West,No,0.28395,897,12026,0.25978,0.30572
572,572,2021,Single-person household,East,Yes,0.74591,527,12026,0.69642,0.81276
573,573,2021,Single-person household,East,No,0.25409,227,12026,0.21862,0.28547
574,574,2021,Couple without children,West,Yes,0.86066,2115,12026,0.82294,0.9072
575,575,2021,Couple without children,West,No,0.13934,418,12026,0.12392,0.15771
576,576,2021,Couple without children,East,Yes,0.81789,653,12026,0.73181,0.89416
577,577,2021,Couple without children,East,No,0.18211,139,12026,0.14586,0.2272
578,578,2021,Single parent,West,Yes,0.61421,418,12026,0.52835,0.68112
579,579,2021,Single parent,West,No,0.38579,334,12026,0.32888,0.44557
580,580,2021,Single parent,East,Yes,0.61828,145,12026,0.49965,0.77688
581,581,2021,Single parent,East,No,0.38172,109,12026,0.30184,0.46907
582,582,2021,Couple with children,West,Yes,0.78953,2117,12026,0.74866,0.8385
583,583,2021,Couple with children,West,No,0.21047,1133,12026,0.18272,0.23532
584,584,2021,Couple with children,East,Yes,0.82751,456,12026,0.72978,0.93358
585,585,2021,Couple with children,East,No,0.17249,182,12026,0.12737,0.217
586,586,2021,Multi-generational household,West,Yes,0.74727,36,12026,0.42537,1.18941
587,587,2021,Multi-generational household,West,No,0.25273,34,12026,0.15762,0.36712
588,588,2021,Other Combinations,West,Yes,0.8232,161,12026,0.67973,0.96752
589,589,2021,Other Combinations,West,No,0.1768,115,12026,0.11087,0.25816
590,590,2021,Other Combinations,East,Yes,1.0,32,12026,0.60755,1.41065
