"plb0050","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","18","","",""
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","994","0.486674306397399","0.465482814104553","0.507865798690245"
"Ja","2011","Hauptschule","direkter Migrationshintergrund","207","","",""
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","74","0.459657988970541","0.379093956212369","0.540222021728712"
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","1705","","",""
"Ja","2011","Realschule","direkter Migrationshintergrund","52","0.563876701441554","0.466681503094366","0.661071899788743"
"Ja","2011","Realschule","indirekter Migrationshintergrund","76","0.580000332146558","0.497050171500138","0.662950492792978"
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","645","0.547827204621416","0.519222843902456","0.576431565340376"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","107","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.630726236901626","0.518469195674366","0.742983278128886"
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","1673","","",""
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","115","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","61","0.618045297956503","0.519298573047888","0.716792022865117"
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","46","0.692366752531741","0.582673889444184","0.802059615619297"
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","16","","",""
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","1143","","",""
"Nein","2011","Hauptschule","direkter Migrationshintergrund","210","","",""
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","73","0.540342011029459","0.459777978271288","0.620906043787631"
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","1676","","",""
"Nein","2011","Realschule","direkter Migrationshintergrund","48","0.436123298558446","0.338928100211257","0.533318496905634"
"Nein","2011","Realschule","indirekter Migrationshintergrund","60","0.419999667853442","0.337049507207022","0.502949828499862"
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","518","0.452172795378584","0.423568434659624","0.480777156097544"
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","108","","",""
"Nein","2011","(Fach-)Abitur","indirekter Migrationshintergrund","28","","",""
"Nein","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","AkademikerIn","kein Migrationshintergrund","969","0.366481169660574","0.348107864812181","0.384854474508968"
"Nein","2011","AkademikerIn","direkter Migrationshintergrund","92","0.431487133410545","0.364016157436892","0.498958109384197"
"Nein","2011","AkademikerIn","indirekter Migrationshintergrund","32","0.381954702043497","0.283207977134883","0.480701426952112"
"Nein","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","Realschule","kein Migrationshintergrund","","","",""
"Ja","2012","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2012","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","Realschule","kein Migrationshintergrund","","","",""
"Nein","2012","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2012","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2012","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2012","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2012","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2012","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","Realschule","kein Migrationshintergrund","","","",""
"Ja","2013","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2013","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2013","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2013","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2013","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","Realschule","kein Migrationshintergrund","","","",""
"Nein","2013","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2013","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2013","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2013","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2013","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2013","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","Realschule","kein Migrationshintergrund","","","",""
"Ja","2014","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","Realschule","kein Migrationshintergrund","","","",""
"Nein","2014","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","Realschule","kein Migrationshintergrund","","","",""
"Ja","2015","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","Realschule","kein Migrationshintergrund","","","",""
"Nein","2015","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2015","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2015","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(noch) kein Abschluss","kein Migrationshintergrund","27","","",""
"Ja","2016","(noch) kein Abschluss","direkter Migrationshintergrund","47","0.362497355517755","0.279218159685501","0.445776551350009"
"Ja","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Ja","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Hauptschule","kein Migrationshintergrund","895","0.474031215326221","0.451880301878843","0.496182128773599"
"Ja","2016","Hauptschule","direkter Migrationshintergrund","358","0.400263361795276","0.368620811016512","0.431905912574039"
"Ja","2016","Hauptschule","indirekter Migrationshintergrund","118","","",""
"Ja","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","Realschule","kein Migrationshintergrund","1762","","",""
"Ja","2016","Realschule","direkter Migrationshintergrund","97","0.464465058346224","0.397799842288218","0.531130274404229"
"Ja","2016","Realschule","indirekter Migrationshintergrund","140","","",""
"Ja","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","(Fach-)Abitur","kein Migrationshintergrund","830","0.57150971630231","0.546281115065353","0.596738317539268"
"Ja","2016","(Fach-)Abitur","direkter Migrationshintergrund","298","","",""
"Ja","2016","(Fach-)Abitur","indirekter Migrationshintergrund","90","0.527975373893752","0.458788731514671","0.597162016272833"
"Ja","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2016","AkademikerIn","kein Migrationshintergrund","1858","","",""
"Ja","2016","AkademikerIn","direkter Migrationshintergrund","426","0.48324415541534","0.448507297647675","0.517981013183005"
"Ja","2016","AkademikerIn","indirekter Migrationshintergrund","128","","",""
"Ja","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(noch) kein Abschluss","kein Migrationshintergrund","55","0.578881547745195","0.472015892316953","0.685747203173438"
"Nein","2016","(noch) kein Abschluss","direkter Migrationshintergrund","81","0.637502644482245","0.554223448649991","0.720781840314499"
"Nein","2016","(noch) kein Abschluss","indirekter Migrationshintergrund","19","","",""
"Nein","2016","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Hauptschule","kein Migrationshintergrund","1057","","",""
"Nein","2016","Hauptschule","direkter Migrationshintergrund","563","0.599736638204724","0.568094087425961","0.631379188983488"
"Nein","2016","Hauptschule","indirekter Migrationshintergrund","121","","",""
"Nein","2016","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","Realschule","kein Migrationshintergrund","1715","","",""
"Nein","2016","Realschule","direkter Migrationshintergrund","118","","",""
"Nein","2016","Realschule","indirekter Migrationshintergrund","122","","",""
"Nein","2016","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","(Fach-)Abitur","kein Migrationshintergrund","648","0.428490283697689","0.403261682460732","0.453718884934647"
"Nein","2016","(Fach-)Abitur","direkter Migrationshintergrund","423","0.566825590042108","0.530656583567731","0.602994596516485"
"Nein","2016","(Fach-)Abitur","indirekter Migrationshintergrund","110","","",""
"Nein","2016","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2016","AkademikerIn","kein Migrationshintergrund","899","0.313917741295936","0.296594636487676","0.331240846104195"
"Nein","2016","AkademikerIn","direkter Migrationshintergrund","369","0.51675584458466","0.482018986816995","0.551492702352325"
"Nein","2016","AkademikerIn","indirekter Migrationshintergrund","67","0.366550250636062","0.29891803268196","0.434182468590164"
"Nein","2016","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Realschule","kein Migrationshintergrund","","","",""
"Ja","2017","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","Realschule","kein Migrationshintergrund","","","",""
"Nein","2017","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2017","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2017","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Realschule","kein Migrationshintergrund","","","",""
"Ja","2018","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Realschule","kein Migrationshintergrund","","","",""
"Nein","2018","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2019","(noch) kein Abschluss","kein Migrationshintergrund","38","0.412462221503648","0.322878503492137","0.502045939515159"
"Ja","2019","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.562506850099238","0.464290319362394","0.660723380836081"
