,Unnamed: 0,year,migback,pgisced97,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
283,283,1997,Indirect migration background,Lower Secondary Level,Seldom,0.48851,89,11981,0.40959,0.55651
284,284,1997,Indirect migration background,Upper Secondary Level,At least once per month,0.40539,69,11981,0.31005,0.51754
285,285,1997,Indirect migration background,Upper Secondary Level,Seldom,0.59461,88,11981,0.46096,0.75213
286,286,1999,No migration background,Pre-primary Level,At least once per month,0.40559,74,12845,0.33467,0.46458
287,287,1999,No migration background,Pre-primary Level,Seldom,0.59441,119,12845,0.54029,0.67066
288,288,1999,No migration background,Primary Level,Seldom,1.0,33,12845,0.73671,1.27722
289,289,1999,No migration background,Lower Secondary Level,At least once per week,0.11183,189,12845,0.10292,0.12171
290,290,1999,No migration background,Lower Secondary Level,At least once per month,0.21646,402,12845,0.20443,0.22918
291,291,1999,No migration background,Lower Secondary Level,Seldom,0.42202,711,12845,0.40455,0.43997
292,292,1999,No migration background,Lower Secondary Level,Never,0.24969,328,12845,0.23352,0.26714
293,293,1999,No migration background,Upper Secondary Level,At least once per week,0.10785,627,12845,0.10254,0.11377
294,294,1999,No migration background,Upper Secondary Level,At least once per month,0.27239,1743,12845,0.26302,0.28012
295,295,1999,No migration background,Upper Secondary Level,Seldom,0.50145,2985,12845,0.48912,0.51426
296,296,1999,No migration background,Upper Secondary Level,Never,0.11831,542,12845,0.11196,0.12541
297,297,1999,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.41489,126,12845,0.37107,0.45824
298,298,1999,No migration background,Post-secondary Non-tertiary Level,Seldom,0.58511,192,12845,0.52493,0.64483
299,299,1999,No migration background,First Stage of Tertiary Education,At least once per week,0.08042,61,12845,0.06491,0.09516
300,300,1999,No migration background,First Stage of Tertiary Education,At least once per month,0.29026,242,12845,0.26387,0.31946
301,301,1999,No migration background,First Stage of Tertiary Education,Seldom,0.53602,391,12845,0.4981,0.57557
302,302,1999,No migration background,First Stage of Tertiary Education,Never,0.0933,47,12845,0.07874,0.10434
303,303,1999,No migration background,Second Stage of Tertiary Education,At least once per week,0.07637,121,12845,0.06737,0.08655
304,304,1999,No migration background,Second Stage of Tertiary Education,At least once per month,0.25196,490,12845,0.23608,0.26745
305,305,1999,No migration background,Second Stage of Tertiary Education,Seldom,0.56855,1002,12845,0.53927,0.5978
306,306,1999,No migration background,Second Stage of Tertiary Education,Never,0.10312,129,12845,0.09167,0.11672
307,307,1999,Direct migration background,Primary Level,At least once per week,0.16187,54,12845,0.13735,0.18857
308,308,1999,Direct migration background,Primary Level,At least once per month,0.2801,93,12845,0.23289,0.33143
309,309,1999,Direct migration background,Primary Level,Seldom,0.32941,115,12845,0.28077,0.38089
310,310,1999,Direct migration background,Primary Level,Never,0.22862,74,12845,0.18614,0.27892
311,311,1999,Direct migration background,Lower Secondary Level,At least once per week,0.12343,80,12845,0.10054,0.14591
312,312,1999,Direct migration background,Lower Secondary Level,At least once per month,0.28883,188,12845,0.25159,0.32394
313,313,1999,Direct migration background,Lower Secondary Level,Seldom,0.3826,243,12845,0.34232,0.4322
314,314,1999,Direct migration background,Lower Secondary Level,Never,0.20514,95,12845,0.17094,0.24433
315,315,1999,Direct migration background,Upper Secondary Level,At least once per week,0.12526,114,12845,0.10515,0.1457
316,316,1999,Direct migration background,Upper Secondary Level,At least once per month,0.26028,236,12845,0.24089,0.28305
317,317,1999,Direct migration background,Upper Secondary Level,Seldom,0.47428,325,12845,0.43082,0.53121
318,318,1999,Direct migration background,Upper Secondary Level,Never,0.14018,109,12845,0.11846,0.16714
319,319,1999,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.46575,44,12845,0.36018,0.58348
320,320,1999,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.53425,53,12845,0.43898,0.67196
321,321,1999,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.31809,47,12845,0.25924,0.37733
322,322,1999,Direct migration background,Second Stage of Tertiary Education,Seldom,0.68191,91,12845,0.55595,0.80681
323,323,1999,Indirect migration background,Lower Secondary Level,At least once per month,0.46074,60,12845,0.38306,0.54836
324,324,1999,Indirect migration background,Lower Secondary Level,Seldom,0.53926,71,12845,0.41825,0.67209
325,325,1999,Indirect migration background,Upper Secondary Level,At least once per week,0.17707,34,12845,0.12293,0.24586
326,326,1999,Indirect migration background,Upper Secondary Level,At least once per month,0.35393,77,12845,0.28714,0.43684
327,327,1999,Indirect migration background,Upper Secondary Level,Seldom,0.46899,88,12845,0.37018,0.58051
328,328,2001,No migration background,Pre-primary Level,At least once per week,0.14846,60,21236,0.13134,0.16501
329,329,2001,No migration background,Pre-primary Level,At least once per month,0.36113,153,21236,0.32541,0.39369
330,330,2001,No migration background,Pre-primary Level,Seldom,0.41616,182,21236,0.3818,0.44543
331,331,2001,No migration background,Pre-primary Level,Never,0.07424,31,21236,0.06294,0.083
332,332,2001,No migration background,Primary Level,Seldom,1.0,44,21236,0.81889,1.19673
333,333,2001,No migration background,Lower Secondary Level,At least once per week,0.12007,266,21236,0.11129,0.13125
334,334,2001,No migration background,Lower Secondary Level,At least once per month,0.2262,503,21236,0.21334,0.23982
335,335,2001,No migration background,Lower Secondary Level,Seldom,0.37432,802,21236,0.35982,0.3885
336,336,2001,No migration background,Lower Secondary Level,Never,0.27942,483,21236,0.26493,0.29422
337,337,2001,No migration background,Upper Secondary Level,At least once per week,0.12095,1225,21236,0.11718,0.12467
338,338,2001,No migration background,Upper Secondary Level,At least once per month,0.30278,3200,21236,0.29694,0.3086
339,339,2001,No migration background,Upper Secondary Level,Seldom,0.43695,4462,21236,0.42898,0.44317
340,340,2001,No migration background,Upper Secondary Level,Never,0.13932,1218,21236,0.13517,0.14409
341,341,2001,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.13136,91,21236,0.1169,0.1471
342,342,2001,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.3579,287,21236,0.33225,0.39106
343,343,2001,No migration background,Post-secondary Non-tertiary Level,Seldom,0.42403,331,21236,0.39188,0.45883
344,344,2001,No migration background,Post-secondary Non-tertiary Level,Never,0.0867,64,21236,0.07557,0.09756
345,345,2001,No migration background,First Stage of Tertiary Education,At least once per week,0.12144,179,21236,0.11203,0.13063
346,346,2001,No migration background,First Stage of Tertiary Education,At least once per month,0.32525,492,21236,0.30729,0.34569
347,347,2001,No migration background,First Stage of Tertiary Education,Seldom,0.46254,689,21236,0.4414,0.48328
348,348,2001,No migration background,First Stage of Tertiary Education,Never,0.09078,104,21236,0.08059,0.10301
349,349,2001,No migration background,Second Stage of Tertiary Education,At least once per week,0.10568,299,21236,0.09752,0.11219
350,350,2001,No migration background,Second Stage of Tertiary Education,At least once per month,0.28206,913,21236,0.27069,0.29357
351,351,2001,No migration background,Second Stage of Tertiary Education,Seldom,0.50461,1620,21236,0.48808,0.5222
352,352,2001,No migration background,Second Stage of Tertiary Education,Never,0.10766,280,21236,0.1002,0.11505
353,353,2001,Direct migration background,Primary Level,At least once per month,0.26452,56,21236,0.20658,0.31938
354,354,2001,Direct migration background,Primary Level,Seldom,0.42002,77,21236,0.35658,0.47975
355,355,2001,Direct migration background,Primary Level,Never,0.31547,55,21236,0.26312,0.37146
356,356,2001,Direct migration background,Lower Secondary Level,At least once per week,0.15546,131,21236,0.13637,0.17556
357,357,2001,Direct migration background,Lower Secondary Level,At least once per month,0.29997,237,21236,0.27256,0.33059
358,358,2001,Direct migration background,Lower Secondary Level,Seldom,0.37123,281,21236,0.33747,0.40788
359,359,2001,Direct migration background,Lower Secondary Level,Never,0.17333,117,21236,0.14782,0.19606
360,360,2001,Direct migration background,Upper Secondary Level,At least once per week,0.14458,164,21236,0.13122,0.15858
361,361,2001,Direct migration background,Upper Secondary Level,At least once per month,0.30572,357,21236,0.28269,0.32861
362,362,2001,Direct migration background,Upper Secondary Level,Seldom,0.41002,419,21236,0.3832,0.43948
363,363,2001,Direct migration background,Upper Secondary Level,Never,0.13967,136,21236,0.1263,0.15535
364,364,2001,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.14726,39,21236,0.10796,0.18458
365,365,2001,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.33727,79,21236,0.28806,0.38395
366,366,2001,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.38703,98,21236,0.33821,0.44023
367,367,2001,Direct migration background,Post-secondary Non-tertiary Level,Never,0.12843,36,21236,0.10571,0.15856
368,368,2001,Direct migration background,First Stage of Tertiary Education,At least once per month,0.3425,41,21236,0.26941,0.41416
369,369,2001,Direct migration background,First Stage of Tertiary Education,Seldom,0.6575,74,21236,0.54909,0.75802
370,370,2001,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.10799,44,21236,0.08616,0.12804
371,371,2001,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.23929,90,21236,0.20918,0.26844
372,372,2001,Direct migration background,Second Stage of Tertiary Education,Seldom,0.52286,179,21236,0.46654,0.5813
373,373,2001,Direct migration background,Second Stage of Tertiary Education,Never,0.12986,45,21236,0.11263,0.15069
374,374,2001,Indirect migration background,Lower Secondary Level,At least once per week,0.20162,47,21236,0.15362,0.25599
375,375,2001,Indirect migration background,Lower Secondary Level,At least once per month,0.36591,76,21236,0.2987,0.42645
376,376,2001,Indirect migration background,Lower Secondary Level,Seldom,0.43247,95,21236,0.36953,0.50624
377,377,2001,Indirect migration background,Upper Secondary Level,At least once per week,0.19275,52,21236,0.15507,0.22684
378,378,2001,Indirect migration background,Upper Secondary Level,At least once per month,0.36255,111,21236,0.31562,0.41695
379,379,2001,Indirect migration background,Upper Secondary Level,Seldom,0.44469,122,21236,0.38227,0.52229
380,380,2005,No migration background,Pre-primary Level,At least once per week,0.15921,75,19803,0.13108,0.19754
381,381,2005,No migration background,Pre-primary Level,At least once per month,0.32668,172,19803,0.28061,0.37409
382,382,2005,No migration background,Pre-primary Level,Seldom,0.51411,227,19803,0.44804,0.56516
383,383,2005,No migration background,Primary Level,Seldom,1.0,31,19803,0.77027,1.30279
384,384,2005,No migration background,Lower Secondary Level,At least once per week,0.1325,239,19803,0.12196,0.14262
385,385,2005,No migration background,Lower Secondary Level,At least once per month,0.24691,415,19803,0.22789,0.26398
386,386,2005,No migration background,Lower Secondary Level,Seldom,0.38391,649,19803,0.36169,0.40547
387,387,2005,No migration background,Lower Secondary Level,Never,0.23668,330,19803,0.22184,0.25035
388,388,2005,No migration background,Upper Secondary Level,At least once per week,0.1207,1043,19803,0.11447,0.12621
389,389,2005,No migration background,Upper Secondary Level,At least once per month,0.31134,2860,19803,0.30235,0.32138
390,390,2005,No migration background,Upper Secondary Level,Seldom,0.44562,4136,19803,0.43454,0.4564
391,391,2005,No migration background,Upper Secondary Level,Never,0.12234,941,19803,0.11748,0.12756
392,392,2005,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.10919,83,19803,0.09247,0.12631
393,393,2005,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.36704,314,19803,0.32837,0.41225
394,394,2005,No migration background,Post-secondary Non-tertiary Level,Seldom,0.45032,410,19803,0.41334,0.48983
395,395,2005,No migration background,Post-secondary Non-tertiary Level,Never,0.07345,59,19803,0.05971,0.08597
396,396,2005,No migration background,First Stage of Tertiary Education,At least once per week,0.1194,154,19803,0.10655,0.13496
397,397,2005,No migration background,First Stage of Tertiary Education,At least once per month,0.32937,454,19803,0.3034,0.35609
398,398,2005,No migration background,First Stage of Tertiary Education,Seldom,0.45784,662,19803,0.42488,0.48773
399,399,2005,No migration background,First Stage of Tertiary Education,Never,0.09339,108,19803,0.07998,0.10805
400,400,2005,No migration background,Second Stage of Tertiary Education,At least once per week,0.09564,341,19803,0.08888,0.10583
401,401,2005,No migration background,Second Stage of Tertiary Education,At least once per month,0.29794,1128,19803,0.28025,0.31704
402,402,2005,No migration background,Second Stage of Tertiary Education,Seldom,0.52174,1983,19803,0.49853,0.54203
403,403,2005,No migration background,Second Stage of Tertiary Education,Never,0.08467,291,19803,0.07706,0.09337
404,404,2005,Direct migration background,Primary Level,At least once per month,0.34903,49,19803,0.27316,0.423
405,405,2005,Direct migration background,Primary Level,Seldom,0.43299,48,19803,0.33082,0.54547
406,406,2005,Direct migration background,Primary Level,Never,0.21798,36,19803,0.15623,0.27034
407,407,2005,Direct migration background,Lower Secondary Level,At least once per week,0.1762,105,19803,0.14608,0.21106
408,408,2005,Direct migration background,Lower Secondary Level,At least once per month,0.2681,162,19803,0.23642,0.29617
409,409,2005,Direct migration background,Lower Secondary Level,Seldom,0.38619,201,19803,0.34274,0.43758
410,410,2005,Direct migration background,Lower Secondary Level,Never,0.16951,97,19803,0.1399,0.20009
411,411,2005,Direct migration background,Upper Secondary Level,At least once per week,0.11887,108,19803,0.10021,0.13924
412,412,2005,Direct migration background,Upper Secondary Level,At least once per month,0.33728,298,19803,0.30515,0.36718
413,413,2005,Direct migration background,Upper Secondary Level,Seldom,0.41149,358,19803,0.37903,0.44711
414,414,2005,Direct migration background,Upper Secondary Level,Never,0.13237,108,19803,0.1174,0.14856
415,415,2005,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.43711,72,19803,0.3498,0.53368
416,416,2005,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.56289,106,19803,0.49128,0.64554
417,417,2005,Direct migration background,First Stage of Tertiary Education,At least once per month,0.34532,37,19803,0.26553,0.42833
418,418,2005,Direct migration background,First Stage of Tertiary Education,Seldom,0.65468,63,19803,0.53844,0.78285
419,419,2005,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.10249,36,19803,0.07984,0.1321
420,420,2005,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.2543,92,19803,0.21849,0.28772
421,421,2005,Direct migration background,Second Stage of Tertiary Education,Seldom,0.51255,168,19803,0.46108,0.57687
422,422,2005,Direct migration background,Second Stage of Tertiary Education,Never,0.13066,41,19803,0.09553,0.16854
423,423,2005,Indirect migration background,Pre-primary Level,At least once per month,1.0,33,19803,0.69122,1.34852
424,424,2005,Indirect migration background,Lower Secondary Level,At least once per month,0.53627,65,19803,0.43108,0.65628
425,425,2005,Indirect migration background,Lower Secondary Level,Seldom,0.46373,67,19803,0.37109,0.55011
426,426,2005,Indirect migration background,Upper Secondary Level,At least once per week,0.16228,54,19803,0.11818,0.20635
427,427,2005,Indirect migration background,Upper Secondary Level,At least once per month,0.42551,121,19803,0.35791,0.49794
428,428,2005,Indirect migration background,Upper Secondary Level,Seldom,0.41221,137,19803,0.34526,0.48193
429,429,2005,Indirect migration background,Second Stage of Tertiary Education,Seldom,1.0,36,19803,0.6597,1.41016
430,430,2007,No migration background,Pre-primary Level,At least once per week,0.19835,56,19601,0.15787,0.24336
431,431,2007,No migration background,Pre-primary Level,At least once per month,0.45977,112,19601,0.38109,0.55611
432,432,2007,No migration background,Pre-primary Level,Seldom,0.34188,92,19601,0.27492,0.40263
433,433,2007,No migration background,Primary Level,Seldom,1.0,37,19601,0.79307,1.19836
434,434,2007,No migration background,Lower Secondary Level,At least once per week,0.15076,226,19601,0.13869,0.16558
435,435,2007,No migration background,Lower Secondary Level,At least once per month,0.22827,383,19601,0.21418,0.24145
436,436,2007,No migration background,Lower Secondary Level,Seldom,0.35672,579,19601,0.33182,0.37597
437,437,2007,No migration background,Lower Secondary Level,Never,0.26426,374,19601,0.24964,0.27981
438,438,2007,No migration background,Upper Secondary Level,At least once per week,0.11722,1136,19601,0.11182,0.12235
439,439,2007,No migration background,Upper Secondary Level,At least once per month,0.32987,2998,19601,0.31959,0.33886
440,440,2007,No migration background,Upper Secondary Level,Seldom,0.42707,3956,19601,0.41706,0.43936
441,441,2007,No migration background,Upper Secondary Level,Never,0.12584,1051,19601,0.12115,0.13057
442,442,2007,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.09782,92,19601,0.08319,0.11444
443,443,2007,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.37711,331,19601,0.34137,0.4193
444,444,2007,No migration background,Post-secondary Non-tertiary Level,Seldom,0.44477,421,19601,0.40698,0.48163
445,445,2007,No migration background,Post-secondary Non-tertiary Level,Never,0.08031,66,19601,0.06609,0.09574
446,446,2007,No migration background,First Stage of Tertiary Education,At least once per week,0.1092,138,19601,0.09171,0.12648
447,447,2007,No migration background,First Stage of Tertiary Education,At least once per month,0.33913,467,19601,0.31439,0.36329
448,448,2007,No migration background,First Stage of Tertiary Education,Seldom,0.46007,638,19601,0.43219,0.49318
449,449,2007,No migration background,First Stage of Tertiary Education,Never,0.0916,115,19601,0.07941,0.10335
450,450,2007,No migration background,Second Stage of Tertiary Education,At least once per week,0.1018,435,19601,0.09378,0.10994
451,451,2007,No migration background,Second Stage of Tertiary Education,At least once per month,0.29568,1164,19601,0.2813,0.31399
452,452,2007,No migration background,Second Stage of Tertiary Education,Seldom,0.50635,1992,19601,0.4827,0.52924
453,453,2007,No migration background,Second Stage of Tertiary Education,Never,0.09617,351,19601,0.0884,0.10482
454,454,2007,Direct migration background,Primary Level,Seldom,0.64323,42,19601,0.50818,0.79047
455,455,2007,Direct migration background,Primary Level,Never,0.35677,35,19601,0.2503,0.48125
456,456,2007,Direct migration background,Lower Secondary Level,At least once per week,0.15611,83,19601,0.12716,0.19156
457,457,2007,Direct migration background,Lower Secondary Level,At least once per month,0.31261,138,19601,0.27127,0.35249
458,458,2007,Direct migration background,Lower Secondary Level,Seldom,0.36486,174,19601,0.32655,0.40414
459,459,2007,Direct migration background,Lower Secondary Level,Never,0.16642,77,19601,0.13899,0.19128
460,460,2007,Direct migration background,Upper Secondary Level,At least once per week,0.1267,108,19601,0.10922,0.15015
461,461,2007,Direct migration background,Upper Secondary Level,At least once per month,0.30351,247,19601,0.26991,0.33461
462,462,2007,Direct migration background,Upper Secondary Level,Seldom,0.4425,349,19601,0.40787,0.48503
463,463,2007,Direct migration background,Upper Secondary Level,Never,0.12729,89,19601,0.1083,0.14742
464,464,2007,Direct migration background,Post-secondary Non-tertiary Level,At least once per week,0.09696,31,19601,0.06901,0.12649
465,465,2007,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.36119,62,19601,0.28973,0.4449
466,466,2007,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.54185,92,19601,0.46758,0.64306
467,467,2007,Direct migration background,First Stage of Tertiary Education,At least once per month,0.45859,43,19601,0.34521,0.6031
468,468,2007,Direct migration background,First Stage of Tertiary Education,Seldom,0.54141,51,19601,0.41673,0.68613
469,469,2007,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.1122,41,19601,0.08616,0.14308
470,470,2007,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.33654,95,19601,0.29353,0.38725
471,471,2007,Direct migration background,Second Stage of Tertiary Education,Seldom,0.55126,176,19601,0.48307,0.62499
472,472,2007,Indirect migration background,Lower Secondary Level,At least once per month,0.52883,58,19601,0.41459,0.67565
473,473,2007,Indirect migration background,Lower Secondary Level,Seldom,0.47117,54,19601,0.34088,0.63333
474,474,2007,Indirect migration background,Upper Secondary Level,At least once per week,0.18643,62,19601,0.15031,0.23403
475,475,2007,Indirect migration background,Upper Secondary Level,At least once per month,0.41921,128,19601,0.36096,0.48159
476,476,2007,Indirect migration background,Upper Secondary Level,Seldom,0.39436,111,19601,0.32541,0.44865
477,477,2007,Indirect migration background,Second Stage of Tertiary Education,Seldom,1.0,45,19601,0.68463,1.34508
478,478,2009,No migration background,Pre-primary Level,At least once per week,0.1047,35,17195,0.0742,0.13703
479,479,2009,No migration background,Pre-primary Level,At least once per month,0.47136,101,17195,0.36867,0.58311
480,480,2009,No migration background,Pre-primary Level,Seldom,0.42393,101,17195,0.33395,0.51145
481,481,2009,No migration background,Lower Secondary Level,At least once per week,0.11159,157,17195,0.09874,0.12692
482,482,2009,No migration background,Lower Secondary Level,At least once per month,0.23677,316,17195,0.21458,0.25622
483,483,2009,No migration background,Lower Secondary Level,Seldom,0.40433,512,17195,0.37409,0.43143
484,484,2009,No migration background,Lower Secondary Level,Never,0.24731,283,17195,0.22822,0.26653
485,485,2009,No migration background,Upper Secondary Level,At least once per week,0.10727,849,17195,0.10131,0.11407
486,486,2009,No migration background,Upper Secondary Level,At least once per month,0.30777,2522,17195,0.29631,0.31763
487,487,2009,No migration background,Upper Secondary Level,Seldom,0.46614,3839,17195,0.45219,0.48013
488,488,2009,No migration background,Upper Secondary Level,Never,0.11882,904,17195,0.11221,0.1248
489,489,2009,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.13401,87,17195,0.112,0.15528
490,490,2009,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.31634,252,17195,0.27527,0.35583
491,491,2009,No migration background,Post-secondary Non-tertiary Level,Seldom,0.46933,389,17195,0.42677,0.52631
492,492,2009,No migration background,Post-secondary Non-tertiary Level,Never,0.08032,60,17195,0.06434,0.09689
493,493,2009,No migration background,First Stage of Tertiary Education,At least once per week,0.10125,123,17195,0.08584,0.11815
494,494,2009,No migration background,First Stage of Tertiary Education,At least once per month,0.32267,374,17195,0.28704,0.35075
495,495,2009,No migration background,First Stage of Tertiary Education,Seldom,0.48687,600,17195,0.44796,0.53028
496,496,2009,No migration background,First Stage of Tertiary Education,Never,0.0892,105,17195,0.07459,0.10063
497,497,2009,No migration background,Second Stage of Tertiary Education,At least once per week,0.08535,329,17195,0.07544,0.09499
498,498,2009,No migration background,Second Stage of Tertiary Education,At least once per month,0.29113,1089,17195,0.27153,0.31146
499,499,2009,No migration background,Second Stage of Tertiary Education,Seldom,0.53058,1903,17195,0.50538,0.55558
500,500,2009,No migration background,Second Stage of Tertiary Education,Never,0.09294,314,17195,0.08188,0.10132
501,501,2009,Direct migration background,Primary Level,Never,1.0,32,17195,0.76465,1.27292
502,502,2009,Direct migration background,Lower Secondary Level,At least once per week,0.15902,49,17195,0.13133,0.18974
503,503,2009,Direct migration background,Lower Secondary Level,At least once per month,0.31603,113,17195,0.2584,0.36625
504,504,2009,Direct migration background,Lower Secondary Level,Seldom,0.33903,127,17195,0.2916,0.39393
505,505,2009,Direct migration background,Lower Secondary Level,Never,0.18592,72,17195,0.16014,0.2217
506,506,2009,Direct migration background,Upper Secondary Level,At least once per week,0.09843,61,17195,0.08035,0.1162
507,507,2009,Direct migration background,Upper Secondary Level,At least once per month,0.33975,195,17195,0.29967,0.3751
508,508,2009,Direct migration background,Upper Secondary Level,Seldom,0.45139,281,17195,0.40591,0.50598
509,509,2009,Direct migration background,Upper Secondary Level,Never,0.11043,70,17195,0.09256,0.13167
510,510,2009,Direct migration background,Post-secondary Non-tertiary Level,At least once per month,0.43803,58,17195,0.35457,0.51181
511,511,2009,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.56197,73,17195,0.46441,0.68005
512,512,2009,Direct migration background,First Stage of Tertiary Education,At least once per month,0.3403,32,17195,0.24751,0.45421
513,513,2009,Direct migration background,First Stage of Tertiary Education,Seldom,0.6597,39,17195,0.4671,0.81147
514,514,2009,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.11548,32,17195,0.08201,0.14438
515,515,2009,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.24172,68,17195,0.19146,0.31064
516,516,2009,Direct migration background,Second Stage of Tertiary Education,Seldom,0.49742,152,17195,0.44129,0.55747
517,517,2009,Direct migration background,Second Stage of Tertiary Education,Never,0.14537,39,17195,0.10003,0.20156
518,518,2009,Indirect migration background,Lower Secondary Level,At least once per month,0.45794,57,17195,0.32862,0.59544
519,519,2009,Indirect migration background,Lower Secondary Level,Seldom,0.54206,57,17195,0.43691,0.66774
520,520,2009,Indirect migration background,Upper Secondary Level,At least once per week,0.12057,32,17195,0.08137,0.16254
521,521,2009,Indirect migration background,Upper Secondary Level,At least once per month,0.47502,114,17195,0.39651,0.56726
522,522,2009,Indirect migration background,Upper Secondary Level,Seldom,0.40441,124,17195,0.33889,0.4865
523,523,2009,Indirect migration background,Second Stage of Tertiary Education,At least once per month,0.4283,33,17195,0.25838,0.61922
524,524,2009,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.5717,41,17195,0.3507,0.84694
525,525,2011,No migration background,Pre-primary Level,At least once per week,0.23735,82,27280,0.19516,0.27868
526,526,2011,No migration background,Pre-primary Level,At least once per month,0.39638,144,27280,0.33328,0.47572
527,527,2011,No migration background,Pre-primary Level,Seldom,0.36627,128,27280,0.30656,0.43954
528,528,2011,No migration background,Primary Level,At least once per week,0.16268,36,27280,0.12131,0.20756
529,529,2011,No migration background,Primary Level,At least once per month,0.18834,43,27280,0.12009,0.27277
530,530,2011,No migration background,Primary Level,Seldom,0.36191,69,27280,0.26611,0.47317
531,531,2011,No migration background,Primary Level,Never,0.28707,52,27280,0.22549,0.37255
532,532,2011,No migration background,Lower Secondary Level,At least once per week,0.12311,299,27280,0.11237,0.13272
533,533,2011,No migration background,Lower Secondary Level,At least once per month,0.22447,537,27280,0.20945,0.2428
534,534,2011,No migration background,Lower Secondary Level,Seldom,0.40708,818,27280,0.38157,0.43597
535,535,2011,No migration background,Lower Secondary Level,Never,0.24534,412,27280,0.22379,0.26304
536,536,2011,No migration background,Upper Secondary Level,At least once per week,0.1281,1651,27280,0.12142,0.135
537,537,2011,No migration background,Upper Secondary Level,At least once per month,0.31079,3972,27280,0.30141,0.32199
538,538,2011,No migration background,Upper Secondary Level,Seldom,0.44346,5201,27280,0.43218,0.4547
539,539,2011,No migration background,Upper Secondary Level,Never,0.11765,1299,27280,0.11213,0.12315
540,540,2011,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.1304,195,27280,0.11346,0.15274
541,541,2011,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.37648,571,27280,0.33688,0.42316
542,542,2011,No migration background,Post-secondary Non-tertiary Level,Seldom,0.41832,672,27280,0.38361,0.46301
543,543,2011,No migration background,Post-secondary Non-tertiary Level,Never,0.0748,106,27280,0.06077,0.09141
544,544,2011,No migration background,First Stage of Tertiary Education,At least once per week,0.10783,204,27280,0.09055,0.12475
545,545,2011,No migration background,First Stage of Tertiary Education,At least once per month,0.31306,555,27280,0.28068,0.34445
546,546,2011,No migration background,First Stage of Tertiary Education,Seldom,0.49433,775,27280,0.46083,0.54054
547,547,2011,No migration background,First Stage of Tertiary Education,Never,0.08477,128,27280,0.06955,0.09908
548,548,2011,No migration background,Second Stage of Tertiary Education,At least once per week,0.09997,532,27280,0.08949,0.10886
549,549,2011,No migration background,Second Stage of Tertiary Education,At least once per month,0.29571,1676,27280,0.2794,0.31508
550,550,2011,No migration background,Second Stage of Tertiary Education,Seldom,0.51406,2731,27280,0.49054,0.53279
551,551,2011,No migration background,Second Stage of Tertiary Education,Never,0.09026,440,27280,0.08115,0.1002
552,552,2011,Direct migration background,Primary Level,At least once per month,0.23295,40,27280,0.15554,0.32573
553,553,2011,Direct migration background,Primary Level,Seldom,0.45488,65,27280,0.30949,0.60399
554,554,2011,Direct migration background,Primary Level,Never,0.31216,46,27280,0.24711,0.39874
555,555,2011,Direct migration background,Lower Secondary Level,At least once per week,0.13052,101,27280,0.10695,0.15398
556,556,2011,Direct migration background,Lower Secondary Level,At least once per month,0.27453,200,27280,0.22896,0.31997
557,557,2011,Direct migration background,Lower Secondary Level,Seldom,0.39377,222,27280,0.34269,0.44475
558,558,2011,Direct migration background,Lower Secondary Level,Never,0.20118,136,27280,0.16859,0.25155
559,559,2011,Direct migration background,Upper Secondary Level,At least once per week,0.11991,170,27280,0.10351,0.13721
560,560,2011,Direct migration background,Upper Secondary Level,At least once per month,0.31968,408,27280,0.28794,0.34867
561,561,2011,Direct migration background,Upper Secondary Level,Seldom,0.44637,472,27280,0.40373,0.50138
562,562,2011,Direct migration background,Upper Secondary Level,Never,0.11404,154,27280,0.09512,0.13615
