year,migback,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Direct migration background,2nd Quintile,Protestant,0.10737,151,1038,0.08853,0.12622
2019,Direct migration background,2nd Quintile,Islamic community,0.04165,35,1038,0.02949,0.05381
2019,Direct migration background,2nd Quintile,Non-denominational,0.22716,267,1038,0.20166,0.25266
2019,Direct migration background,2nd Quintile,Christian orthodox,0.09041,132,1038,0.07296,0.10786
2019,Direct migration background,2nd Quintile,Sunni denomination,0.12635,193,1038,0.10613,0.14658
2019,Direct migration background,3rd Quintile,Catholic,0.27468,167,591,0.23866,0.31070
2019,Direct migration background,3rd Quintile,Protestant,0.14538,98,591,0.11694,0.17383
2019,Direct migration background,3rd Quintile,Non-denominational,0.24948,198,591,0.21457,0.28440
2019,Direct migration background,3rd Quintile,Christian orthodox,0.09624,71,591,0.07245,0.12004
2019,Direct migration background,3rd Quintile,Sunni denomination,0.09694,57,591,0.07306,0.12081
2019,Direct migration background,4th Quintile,Catholic,0.26045,114,378,0.21615,0.30475
2019,Direct migration background,4th Quintile,Protestant,0.14079,67,378,0.10568,0.17590
2019,Direct migration background,4th Quintile,Non-denominational,0.29746,142,378,0.25131,0.34361
2019,Direct migration background,4th Quintile,Christian orthodox,0.08733,55,378,0.05883,0.11583
2019,Direct migration background,5th Quintile,Catholic,0.32056,132,418,0.27577,0.36535
2019,Direct migration background,5th Quintile,Protestant,0.12588,55,418,0.09404,0.15771
2019,Direct migration background,5th Quintile,Non-denominational,0.40547,181,418,0.35834,0.45259
2019,Direct migration background,5th Quintile,Christian orthodox,0.08687,50,418,0.05984,0.11391
2019,Indirect migration background,1st Quintile,Catholic,0.07350,78,368,0.04680,0.10020
2019,Indirect migration background,1st Quintile,Protestant,0.05669,58,368,0.03303,0.08035
2019,Indirect migration background,1st Quintile,Islamic community,0.04446,34,368,0.02337,0.06555
2019,Indirect migration background,1st Quintile,Non-denominational,0.11986,120,368,0.08663,0.15310
2019,Indirect migration background,1st Quintile,Sunni denomination,0.07840,78,368,0.05090,0.10590
2019,Indirect migration background,2nd Quintile,Catholic,0.11072,70,265,0.07287,0.14858
2019,Indirect migration background,2nd Quintile,Protestant,0.06049,44,265,0.03173,0.08924
2019,Indirect migration background,2nd Quintile,Non-denominational,0.13452,95,265,0.09336,0.17567
2019,Indirect migration background,2nd Quintile,Sunni denomination,0.11561,56,265,0.07704,0.15419
2019,Indirect migration background,3rd Quintile,Catholic,0.15394,73,245,0.10866,0.19923
2019,Indirect migration background,3rd Quintile,Protestant,0.07378,58,245,0.04098,0.10658
2019,Indirect migration background,3rd Quintile,Non-denominational,0.15492,80,245,0.10952,0.20032
2019,Indirect migration background,3rd Quintile,Sunni denomination,0.08510,34,245,0.05009,0.12011
2019,Indirect migration background,4th Quintile,Catholic,0.16726,54,151,0.10753,0.22698
2019,Indirect migration background,4th Quintile,Protestant,0.15363,48,151,0.09592,0.21133
2019,Indirect migration background,4th Quintile,Non-denominational,0.16248,49,151,0.10345,0.22152
2019,Indirect migration background,5th Quintile,Catholic,0.24577,74,186,0.18372,0.30781
2019,Indirect migration background,5th Quintile,Protestant,0.14690,40,186,0.09589,0.19791
2019,Indirect migration background,5th Quintile,Non-denominational,0.18139,72,186,0.12586,0.23691
