year,pgisced97,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Primary Level,Urban regions,Non-denominational,0.18045,93,1119,0.15791,0.20300
2019,Primary Level,Urban regions,Christian orthodox,0.07843,52,1119,0.06267,0.09419
2019,Primary Level,Urban regions,Shiite denomination,0.03190,72,1119,0.02160,0.04220
2019,Primary Level,Urban regions,Sunni denomination,0.30383,588,1119,0.27687,0.33079
2019,Primary Level,Rural regions,Islamic community,0.03363,33,421,0.01639,0.05087
2019,Primary Level,Rural regions,Other religious community,0.06318,73,421,0.03991,0.08644
2019,Primary Level,Rural regions,Non-denominational,0.21759,40,421,0.17813,0.25705
2019,Primary Level,Rural regions,Shiite denomination,0.02483,38,421,0.00995,0.03971
2019,Primary Level,Rural regions,Sunni denomination,0.22190,237,421,0.18216,0.26164
2019,Lower Secondary Level,Urban regions,Catholic,0.28622,421,1866,0.26571,0.30674
2019,Lower Secondary Level,Urban regions,Protestant,0.24665,377,1866,0.22708,0.26621
2019,Lower Secondary Level,Urban regions,Islamic community,0.04269,92,1866,0.03351,0.05186
2019,Lower Secondary Level,Urban regions,Other religious community,0.01108,48,1866,0.00633,0.01584
2019,Lower Secondary Level,Urban regions,Non-denominational,0.22196,388,1866,0.20309,0.24082
2019,Lower Secondary Level,Urban regions,Christian orthodox,0.02432,91,1866,0.01733,0.03131
2019,Lower Secondary Level,Urban regions,Sunni denomination,0.09886,449,1866,0.08531,0.11240
2019,Lower Secondary Level,Rural regions,Catholic,0.25412,205,1037,0.22761,0.28063
2019,Lower Secondary Level,Rural regions,Protestant,0.34850,298,1037,0.31948,0.37751
2019,Lower Secondary Level,Rural regions,Islamic community,0.00776,33,1037,0.00241,0.01310
2019,Lower Secondary Level,Rural regions,Other religious community,0.01406,38,1037,0.00689,0.02124
2019,Lower Secondary Level,Rural regions,Non-denominational,0.28078,317,1037,0.25342,0.30815
2019,Lower Secondary Level,Rural regions,Sunni denomination,0.02301,146,1037,0.01388,0.03214
2019,Upper Secondary Level,Urban regions,Catholic,0.28492,1897,6938,0.27429,0.29554
2019,Upper Secondary Level,Urban regions,Protestant,0.29512,1914,6938,0.28439,0.30586
2019,Upper Secondary Level,Urban regions,Other Christian community,0.01844,127,6938,0.01528,0.02161
2019,Upper Secondary Level,Urban regions,Islamic community,0.01048,77,6938,0.00808,0.01288
2019,Upper Secondary Level,Urban regions,Other religious community,0.00295,35,6938,0.00167,0.00422
2019,Upper Secondary Level,Urban regions,Non-denominational,0.33022,2282,6938,0.31915,0.34129
2019,Upper Secondary Level,Urban regions,Christian orthodox,0.01261,128,6938,0.00998,0.01523
2019,Upper Secondary Level,Urban regions,Shiite denomination,0.00440,34,6938,0.00284,0.00595
2019,Upper Secondary Level,Urban regions,Sunni denomination,0.03294,444,6938,0.02874,0.03714
2019,Upper Secondary Level,Rural regions,Catholic,0.24287,1030,4369,0.23015,0.25559
2019,Upper Secondary Level,Rural regions,Protestant,0.29316,1233,4369,0.27966,0.30666
2019,Upper Secondary Level,Rural regions,Other Christian community,0.01610,57,4369,0.01236,0.01983
2019,Upper Secondary Level,Rural regions,Non-denominational,0.43081,1887,4369,0.41612,0.44549
2019,Upper Secondary Level,Rural regions,Christian orthodox,0.00296,53,4369,0.00135,0.00457
2019,Upper Secondary Level,Rural regions,Sunni denomination,0.00470,109,4369,0.00267,0.00673
2019,Post-secondary Non-tertiary Level,Urban regions,Catholic,0.29385,440,1528,0.27100,0.31670
2019,Post-secondary Non-tertiary Level,Urban regions,Protestant,0.29020,424,1528,0.26744,0.31297
2019,Post-secondary Non-tertiary Level,Urban regions,Other Christian community,0.01923,38,1528,0.01235,0.02612
2019,Post-secondary Non-tertiary Level,Urban regions,Non-denominational,0.29950,492,1528,0.27652,0.32247
2019,Post-secondary Non-tertiary Level,Urban regions,Christian orthodox,0.02828,51,1528,0.01996,0.03659
2019,Post-secondary Non-tertiary Level,Urban regions,Sunni denomination,0.03808,83,1528,0.02848,0.04768
2019,Post-secondary Non-tertiary Level,Rural regions,Catholic,0.22504,122,579,0.19100,0.25909
2019,Post-secondary Non-tertiary Level,Rural regions,Protestant,0.29133,171,579,0.25429,0.32838
2019,Post-secondary Non-tertiary Level,Rural regions,Non-denominational,0.39369,254,579,0.35386,0.43352
2019,Post-secondary Non-tertiary Level,Rural regions,Christian orthodox,0.05052,32,579,0.03266,0.06837
2019,First Stage of Tertiary Education,Urban regions,Catholic,0.30386,299,912,0.27400,0.33373
2019,First Stage of Tertiary Education,Urban regions,Protestant,0.32496,288,912,0.29455,0.35538
2019,First Stage of Tertiary Education,Urban regions,Non-denominational,0.32544,325,912,0.29501,0.35586
2019,First Stage of Tertiary Education,Rural regions,Catholic,0.23390,155,675,0.20195,0.26586
2019,First Stage of Tertiary Education,Rural regions,Protestant,0.35010,226,675,0.31409,0.38611
2019,First Stage of Tertiary Education,Rural regions,Non-denominational,0.40951,294,675,0.37239,0.44664
2019,Second Stage of Tertiary Education,Urban regions,Catholic,0.25948,1225,5311,0.24769,0.27127
2019,Second Stage of Tertiary Education,Urban regions,Protestant,0.28428,1407,5311,0.27215,0.29642
2019,Second Stage of Tertiary Education,Urban regions,Other Christian community,0.01496,81,5311,0.01170,0.01823
2019,Second Stage of Tertiary Education,Urban regions,Islamic community,0.00252,44,5311,0.00117,0.00386
2019,Second Stage of Tertiary Education,Urban regions,Other religious community,0.00409,42,5311,0.00238,0.00581
2019,Second Stage of Tertiary Education,Urban regions,Non-denominational,0.39339,2034,5311,0.38025,0.40653
2019,Second Stage of Tertiary Education,Urban regions,Christian orthodox,0.02312,154,5311,0.01908,0.02716
2019,Second Stage of Tertiary Education,Urban regions,Sunni denomination,0.01463,324,5311,0.01140,0.01786
2019,Second Stage of Tertiary Education,Rural regions,Catholic,0.21035,387,1978,0.19238,0.22831
2019,Second Stage of Tertiary Education,Rural regions,Protestant,0.29534,555,1978,0.27523,0.31545
2019,Second Stage of Tertiary Education,Rural regions,Non-denominational,0.45976,894,1978,0.43779,0.48173
2019,Second Stage of Tertiary Education,Rural regions,Christian orthodox,0.01016,40,1978,0.00574,0.01458
2019,Second Stage of Tertiary Education,Rural regions,Sunni denomination,0.00508,102,1978,0.00195,0.00821
