year,pgisced97,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Post-secondary Non-tertiary Level,5th Quintile,Non-denominational,0.26908,107,335,0.22152,0.31664
2007,First Stage of Tertiary Education,1st Quintile,Protestant,0.33503,41,88,0.23585,0.43422
2007,First Stage of Tertiary Education,1st Quintile,Non-denominational,0.37825,47,88,0.27635,0.48016
2007,First Stage of Tertiary Education,2nd Quintile,Catholic,0.27202,68,235,0.21500,0.32903
2007,First Stage of Tertiary Education,2nd Quintile,Protestant,0.39093,91,235,0.32841,0.45345
2007,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.28465,76,235,0.22683,0.34247
2007,First Stage of Tertiary Education,3rd Quintile,Catholic,0.29222,94,311,0.24159,0.34284
2007,First Stage of Tertiary Education,3rd Quintile,Protestant,0.36651,122,311,0.31287,0.42015
2007,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.30195,95,311,0.25084,0.35306
2007,First Stage of Tertiary Education,4th Quintile,Catholic,0.33935,136,383,0.29187,0.38683
2007,First Stage of Tertiary Education,4th Quintile,Protestant,0.34948,128,383,0.30167,0.39730
2007,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.29225,119,383,0.24664,0.33786
2007,First Stage of Tertiary Education,5th Quintile,Catholic,0.39830,158,435,0.35224,0.44436
2007,First Stage of Tertiary Education,5th Quintile,Protestant,0.26667,138,435,0.22506,0.30827
2007,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.31624,139,435,0.27249,0.35999
2007,Second Stage of Tertiary Education,1st Quintile,Catholic,0.16850,38,182,0.11397,0.22303
2007,Second Stage of Tertiary Education,1st Quintile,Protestant,0.34955,64,182,0.28009,0.41902
2007,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.29019,80,182,0.22407,0.35631
2007,Second Stage of Tertiary Education,2nd Quintile,Catholic,0.23481,67,309,0.18747,0.28215
2007,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.26627,94,309,0.21691,0.31564
2007,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.39679,148,309,0.34216,0.45143
2007,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.20080,110,524,0.16647,0.23514
2007,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.24710,149,524,0.21014,0.28407
2007,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.49129,265,524,0.44844,0.53414
2007,Second Stage of Tertiary Education,4th Quintile,Catholic,0.25519,212,896,0.22663,0.28376
2007,Second Stage of Tertiary Education,4th Quintile,Protestant,0.31791,303,896,0.28740,0.34842
2007,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.38899,381,896,0.35705,0.42093
2007,Second Stage of Tertiary Education,5th Quintile,Catholic,0.31905,675,2353,0.30021,0.33788
2007,Second Stage of Tertiary Education,5th Quintile,Protestant,0.35173,812,2353,0.33243,0.37103
2007,Second Stage of Tertiary Education,5th Quintile,Other Christian community,0.01895,36,2353,0.01344,0.02446
2007,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.30827,830,2353,0.28960,0.32693
2011,No answer / don't know,1st Quintile,Non-denominational,0.38994,36,36,0.22835,0.55153
2011,Pre-primary Level,4th Quintile,Protestant,0.52058,34,34,0.35013,0.69104
2011,Lower Secondary Level,1st Quintile,Catholic,0.31973,132,454,0.27678,0.36267
2011,Lower Secondary Level,1st Quintile,Protestant,0.30879,151,454,0.26625,0.35134
2011,Lower Secondary Level,1st Quintile,Islamic community,0.09715,55,454,0.06988,0.12443
2011,Lower Secondary Level,1st Quintile,Non-denominational,0.24184,116,454,0.20241,0.28128
2011,Lower Secondary Level,2nd Quintile,Catholic,0.35770,119,326,0.30559,0.40982
2011,Lower Secondary Level,2nd Quintile,Protestant,0.38116,145,326,0.32835,0.43396
2011,Lower Secondary Level,2nd Quintile,Non-denominational,0.18206,62,326,0.14011,0.22402
2011,Lower Secondary Level,3rd Quintile,Catholic,0.38001,122,276,0.32264,0.43738
2011,Lower Secondary Level,3rd Quintile,Protestant,0.34305,108,276,0.28694,0.39915
2011,Lower Secondary Level,3rd Quintile,Non-denominational,0.14243,46,276,0.10112,0.18374
2011,Lower Secondary Level,4th Quintile,Catholic,0.36990,77,145,0.29105,0.44875
2011,Lower Secondary Level,4th Quintile,Protestant,0.41574,68,145,0.33524,0.49623
2011,Lower Secondary Level,5th Quintile,Catholic,0.42556,43,90,0.32283,0.52828
2011,Lower Secondary Level,5th Quintile,Protestant,0.43412,47,90,0.33115,0.53710
2011,Upper Secondary Level,1st Quintile,Catholic,0.22076,311,1415,0.19914,0.24238
2011,Upper Secondary Level,1st Quintile,Protestant,0.32111,438,1415,0.29678,0.34545
2011,Upper Secondary Level,1st Quintile,Other Christian community,0.02597,37,1415,0.01768,0.03426
2011,Upper Secondary Level,1st Quintile,Islamic community,0.04769,65,1415,0.03658,0.05880
2011,Upper Secondary Level,1st Quintile,Non-denominational,0.38106,564,1415,0.35575,0.40638
2011,Upper Secondary Level,2nd Quintile,Catholic,0.27846,392,1563,0.25623,0.30069
2011,Upper Secondary Level,2nd Quintile,Protestant,0.37222,560,1563,0.34825,0.39619
2011,Upper Secondary Level,2nd Quintile,Islamic community,0.01954,32,1563,0.01268,0.02640
2011,Upper Secondary Level,2nd Quintile,Non-denominational,0.31807,579,1563,0.29497,0.34117
2011,Upper Secondary Level,3rd Quintile,Catholic,0.31337,528,1707,0.29135,0.33538
2011,Upper Secondary Level,3rd Quintile,Protestant,0.34572,600,1707,0.32315,0.36829
2011,Upper Secondary Level,3rd Quintile,Islamic community,0.01540,32,1707,0.00955,0.02124
2011,Upper Secondary Level,3rd Quintile,Non-denominational,0.30670,547,1707,0.28482,0.32859
2011,Upper Secondary Level,4th Quintile,Catholic,0.33698,540,1626,0.31400,0.35996
2011,Upper Secondary Level,4th Quintile,Protestant,0.32984,555,1626,0.30698,0.35269
2011,Upper Secondary Level,4th Quintile,Other Christian community,0.01276,32,1626,0.00730,0.01822
2011,Upper Secondary Level,4th Quintile,Non-denominational,0.30999,499,1626,0.28750,0.33248
2011,Upper Secondary Level,5th Quintile,Catholic,0.35373,468,1391,0.32859,0.37886
2011,Upper Secondary Level,5th Quintile,Protestant,0.30620,491,1391,0.28197,0.33043
2011,Upper Secondary Level,5th Quintile,Non-denominational,0.31785,432,1391,0.29337,0.34233
2011,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.25812,36,118,0.17882,0.33741
2011,Post-secondary Non-tertiary Level,2nd Quintile,Protestant,0.39728,46,118,0.30862,0.48595
2011,Post-secondary Non-tertiary Level,2nd Quintile,Non-denominational,0.26298,36,118,0.18321,0.34276
2011,Post-secondary Non-tertiary Level,3rd Quintile,Catholic,0.21072,41,179,0.15081,0.27064
2011,Post-secondary Non-tertiary Level,3rd Quintile,Protestant,0.42543,72,179,0.35280,0.49806
2011,Post-secondary Non-tertiary Level,3rd Quintile,Non-denominational,0.33196,66,179,0.26278,0.40115
2011,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.37241,78,218,0.30809,0.43674
2011,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.33349,82,218,0.27076,0.39622
2011,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.25911,58,218,0.20082,0.31741
2011,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.21841,67,258,0.16790,0.26893
2011,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.38141,93,258,0.32202,0.44079
2011,Post-secondary Non-tertiary Level,5th Quintile,Non-denominational,0.35058,98,258,0.29224,0.40892
2011,First Stage of Tertiary Education,1st Quintile,Non-denominational,0.38268,50,50,0.24659,0.51878
2011,First Stage of Tertiary Education,2nd Quintile,Catholic,0.26061,50,196,0.19900,0.32223
2011,First Stage of Tertiary Education,2nd Quintile,Protestant,0.40373,79,196,0.33486,0.47259
2011,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.27708,67,196,0.21426,0.33990
2011,First Stage of Tertiary Education,3rd Quintile,Catholic,0.21623,57,222,0.16195,0.27050
2011,First Stage of Tertiary Education,3rd Quintile,Protestant,0.39637,84,222,0.33188,0.46086
2011,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.35770,81,222,0.29450,0.42090
2011,First Stage of Tertiary Education,4th Quintile,Catholic,0.33179,103,308,0.27912,0.38446
2011,First Stage of Tertiary Education,4th Quintile,Protestant,0.33271,110,308,0.28000,0.38542
2011,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.31091,95,308,0.25913,0.36269
2011,First Stage of Tertiary Education,5th Quintile,Catholic,0.36224,103,307,0.30839,0.41610
2011,First Stage of Tertiary Education,5th Quintile,Protestant,0.30040,95,307,0.24904,0.35177
2011,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.31780,109,307,0.26563,0.36997
2011,Second Stage of Tertiary Education,1st Quintile,Catholic,0.24961,42,184,0.18690,0.31231
2011,Second Stage of Tertiary Education,1st Quintile,Protestant,0.24157,55,184,0.17955,0.30358
2011,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.41886,87,184,0.34738,0.49034
2011,Second Stage of Tertiary Education,2nd Quintile,Catholic,0.19265,47,303,0.14817,0.23713
2011,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.25993,100,303,0.21046,0.30939
2011,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.42740,156,303,0.37160,0.48319
2011,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.13402,74,468,0.10312,0.16492
2011,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.28015,128,468,0.23942,0.32088
2011,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.54567,266,468,0.50051,0.59083
2011,Second Stage of Tertiary Education,4th Quintile,Catholic,0.25610,203,782,0.22549,0.28671
2011,Second Stage of Tertiary Education,4th Quintile,Protestant,0.34099,273,782,0.30775,0.37424
2011,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.36582,306,782,0.33204,0.39960
2011,Second Stage of Tertiary Education,5th Quintile,Catholic,0.31375,495,1839,0.29254,0.33497
2011,Second Stage of Tertiary Education,5th Quintile,Protestant,0.33796,640,1839,0.31633,0.35958
2011,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.32845,704,1839,0.30698,0.34992
2015,No answer / don't know,1st Quintile,Catholic,0.18533,44,165,0.12586,0.24480
2015,No answer / don't know,1st Quintile,Protestant,0.35861,61,165,0.28521,0.43202
2015,No answer / don't know,1st Quintile,Non-denominational,0.20126,60,165,0.13990,0.26263
2015,No answer / don't know,2nd Quintile,Catholic,0.27048,46,117,0.18964,0.35132
2015,No answer / don't know,2nd Quintile,Protestant,0.39370,35,117,0.30479,0.48261
2015,No answer / don't know,2nd Quintile,Non-denominational,0.23327,36,117,0.15631,0.31023
2015,No answer / don't know,3rd Quintile,Catholic,0.29558,40,40,0.15237,0.43879
2015,Primary Level,1st Quintile,Catholic,0.22114,48,242,0.16875,0.27354
2015,Primary Level,1st Quintile,Protestant,0.22260,43,242,0.17008,0.27512
2015,Primary Level,1st Quintile,Islamic community,0.19234,65,242,0.14257,0.24210
2015,Primary Level,1st Quintile,Non-denominational,0.19321,54,242,0.14336,0.24306
2015,Primary Level,1st Quintile,Sunni denomination,0.11003,32,242,0.07052,0.14953
2015,Lower Secondary Level,1st Quintile,Catholic,0.26466,260,1022,0.23760,0.29172
2015,Lower Secondary Level,1st Quintile,Protestant,0.28887,294,1022,0.26107,0.31668
2015,Lower Secondary Level,1st Quintile,Islamic community,0.08976,106,1022,0.07222,0.10729
2015,Lower Secondary Level,1st Quintile,Non-denominational,0.25807,289,1022,0.23123,0.28491
2015,Lower Secondary Level,1st Quintile,Sunni denomination,0.05876,73,1022,0.04433,0.07318
2015,Lower Secondary Level,2nd Quintile,Catholic,0.32549,213,638,0.28910,0.36187
2015,Lower Secondary Level,2nd Quintile,Protestant,0.32662,221,638,0.29020,0.36304
2015,Lower Secondary Level,2nd Quintile,Islamic community,0.05349,48,638,0.03602,0.07097
2015,Lower Secondary Level,2nd Quintile,Non-denominational,0.21612,156,638,0.18416,0.24809
2015,Lower Secondary Level,3rd Quintile,Catholic,0.39885,166,411,0.35145,0.44625
2015,Lower Secondary Level,3rd Quintile,Protestant,0.34017,155,411,0.29431,0.38603
2015,Lower Secondary Level,3rd Quintile,Non-denominational,0.18421,90,411,0.14669,0.22174
2015,Lower Secondary Level,4th Quintile,Catholic,0.37773,95,243,0.31665,0.43882
2015,Lower Secondary Level,4th Quintile,Protestant,0.34655,97,243,0.28659,0.40650
2015,Lower Secondary Level,4th Quintile,Non-denominational,0.21183,51,243,0.16035,0.26331
2015,Lower Secondary Level,5th Quintile,Catholic,0.34759,47,84,0.24514,0.45004
2015,Lower Secondary Level,5th Quintile,Protestant,0.35366,37,84,0.25080,0.45652
2015,Upper Secondary Level,1st Quintile,Catholic,0.23850,534,2404,0.22146,0.25554
2015,Upper Secondary Level,1st Quintile,Protestant,0.30060,703,2404,0.28227,0.31893
2015,Upper Secondary Level,1st Quintile,Other Christian community,0.01834,62,2404,0.01297,0.02370
2015,Upper Secondary Level,1st Quintile,Islamic community,0.04139,109,2404,0.03343,0.04936
2015,Upper Secondary Level,1st Quintile,Non-denominational,0.36414,895,2404,0.34490,0.38338
2015,Upper Secondary Level,1st Quintile,Christian orthodox,0.00632,41,2404,0.00315,0.00948
2015,Upper Secondary Level,1st Quintile,Sunni denomination,0.02209,60,2404,0.01621,0.02797
2015,Upper Secondary Level,2nd Quintile,Catholic,0.28564,792,2858,0.26908,0.30221
2015,Upper Secondary Level,2nd Quintile,Protestant,0.31314,829,2858,0.29613,0.33014
2015,Upper Secondary Level,2nd Quintile,Other Christian community,0.02192,66,2858,0.01655,0.02729
2015,Upper Secondary Level,2nd Quintile,Islamic community,0.01508,68,2858,0.01061,0.01955
2015,Upper Secondary Level,2nd Quintile,Non-denominational,0.34645,1032,2858,0.32900,0.36389
2015,Upper Secondary Level,2nd Quintile,Christian orthodox,0.00374,39,2858,0.00150,0.00597
2015,Upper Secondary Level,2nd Quintile,Sunni denomination,0.01149,32,2858,0.00758,0.01540
2015,Upper Secondary Level,3rd Quintile,Catholic,0.30176,765,2453,0.28359,0.31993
2015,Upper Secondary Level,3rd Quintile,Protestant,0.33706,837,2453,0.31835,0.35577
2015,Upper Secondary Level,3rd Quintile,Other Christian community,0.01319,47,2453,0.00868,0.01771
2015,Upper Secondary Level,3rd Quintile,Islamic community,0.01224,36,2453,0.00789,0.01659
2015,Upper Secondary Level,3rd Quintile,Non-denominational,0.32453,768,2453,0.30600,0.34306
2015,Upper Secondary Level,4th Quintile,Catholic,0.30720,708,2192,0.28788,0.32652
2015,Upper Secondary Level,4th Quintile,Protestant,0.32814,731,2192,0.30848,0.34780
2015,Upper Secondary Level,4th Quintile,Other Christian community,0.01706,46,2192,0.01164,0.02248
2015,Upper Secondary Level,4th Quintile,Non-denominational,0.33422,707,2192,0.31447,0.35397
2015,Upper Secondary Level,5th Quintile,Catholic,0.33014,528,1547,0.30670,0.35358
2015,Upper Secondary Level,5th Quintile,Protestant,0.31391,509,1547,0.29078,0.33704
2015,Upper Secondary Level,5th Quintile,Other Christian community,0.02360,40,1547,0.01604,0.03117
2015,Upper Secondary Level,5th Quintile,Non-denominational,0.32463,470,1547,0.30129,0.34797
2015,Post-secondary Non-tertiary Level,1st Quintile,Catholic,0.23286,83,258,0.18119,0.28454
2015,Post-secondary Non-tertiary Level,1st Quintile,Protestant,0.22783,77,258,0.17655,0.27911
2015,Post-secondary Non-tertiary Level,1st Quintile,Non-denominational,0.28993,98,258,0.23446,0.34540
2015,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.35363,135,350,0.30347,0.40379
2015,Post-secondary Non-tertiary Level,2nd Quintile,Protestant,0.26731,99,350,0.22088,0.31374
2015,Post-secondary Non-tertiary Level,2nd Quintile,Non-denominational,0.26905,116,350,0.22253,0.31558
2015,Post-secondary Non-tertiary Level,3rd Quintile,Catholic,0.25238,121,390,0.20921,0.29555
2015,Post-secondary Non-tertiary Level,3rd Quintile,Protestant,0.35630,137,390,0.30871,0.40389
2015,Post-secondary Non-tertiary Level,3rd Quintile,Non-denominational,0.31932,132,390,0.27299,0.36565
2015,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.27653,119,393,0.23225,0.32081
2015,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.34875,133,393,0.30157,0.39593
2015,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.35176,141,393,0.30449,0.39903
2015,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.28171,101,339,0.23375,0.32967
2015,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.34309,120,339,0.29248,0.39370
2015,Post-secondary Non-tertiary Level,5th Quintile,Non-denominational,0.32065,118,339,0.27089,0.37040
2015,First Stage of Tertiary Education,1st Quintile,Protestant,0.31217,35,84,0.21248,0.41187
2015,First Stage of Tertiary Education,1st Quintile,Non-denominational,0.38175,49,84,0.27723,0.48626
2015,First Stage of Tertiary Education,2nd Quintile,Catholic,0.20494,61,264,0.15616,0.25373
2015,First Stage of Tertiary Education,2nd Quintile,Protestant,0.37900,83,264,0.32037,0.43763
2015,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.37948,120,264,0.32083,0.43813
2015,First Stage of Tertiary Education,3rd Quintile,Catholic,0.28231,97,309,0.23204,0.33258
2015,First Stage of Tertiary Education,3rd Quintile,Protestant,0.34795,112,309,0.29476,0.40115
2015,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.31884,100,309,0.26680,0.37089
2015,First Stage of Tertiary Education,4th Quintile,Catholic,0.32610,135,377,0.27872,0.37348
2015,First Stage of Tertiary Education,4th Quintile,Protestant,0.32709,128,377,0.27967,0.37451
2015,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.30987,114,377,0.26312,0.35661
2015,First Stage of Tertiary Education,5th Quintile,Catholic,0.31998,129,398,0.27410,0.36587
2015,First Stage of Tertiary Education,5th Quintile,Protestant,0.30165,130,398,0.25651,0.34680
2015,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.36476,139,398,0.31741,0.41211
2015,Second Stage of Tertiary Education,1st Quintile,Catholic,0.22797,94,388,0.18617,0.26977
2015,Second Stage of Tertiary Education,1st Quintile,Protestant,0.31567,119,388,0.26936,0.36198
2015,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.34798,175,388,0.30052,0.39543
2015,Second Stage of Tertiary Education,2nd Quintile,Catholic,0.17332,113,597,0.14293,0.20371
2015,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.31026,180,597,0.27312,0.34740
2015,Second Stage of Tertiary Education,2nd Quintile,Other Christian community,0.04308,31,597,0.02678,0.05938
2015,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.42476,273,597,0.38507,0.46444
2015,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.27257,232,835,0.24235,0.30279
2015,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.27665,237,835,0.24629,0.30701
2015,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.42338,366,835,0.38985,0.45692
2015,Second Stage of Tertiary Education,4th Quintile,Catholic,0.28072,340,1232,0.25561,0.30582
2015,Second Stage of Tertiary Education,4th Quintile,Protestant,0.30867,404,1232,0.28287,0.33448
2015,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.36867,488,1232,0.34172,0.39562
2015,Second Stage of Tertiary Education,5th Quintile,Catholic,0.31164,744,2505,0.29350,0.32978
2015,Second Stage of Tertiary Education,5th Quintile,Protestant,0.31417,783,2505,0.29599,0.33235
2015,Second Stage of Tertiary Education,5th Quintile,Other Christian community,0.01770,34,2505,0.01253,0.02286
2015,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.34931,913,2505,0.33064,0.36799
2015,Second Stage of Tertiary Education,5th Quintile,Christian orthodox,0.00229,31,2505,0.00042,0.00416
2019,No answer / don't know,1st Quintile,Catholic,0.18112,47,307,0.13797,0.22427
2019,No answer / don't know,1st Quintile,Protestant,0.21371,44,307,0.16778,0.25964
2019,No answer / don't know,1st Quintile,Non-denominational,0.27529,72,307,0.22525,0.32534
2019,No answer / don't know,1st Quintile,Sunni denomination,0.15683,144,307,0.11608,0.19757
2019,No answer / don't know,2nd Quintile,Non-denominational,0.34122,41,41,0.19429,0.48815
2019,Primary Level,1st Quintile,Catholic,0.14007,54,1183,0.12028,0.15985
2019,Primary Level,1st Quintile,Protestant,0.10662,39,1183,0.08902,0.12421
2019,Primary Level,1st Quintile,Islamic community,0.06909,69,1183,0.05463,0.08355
2019,Primary Level,1st Quintile,Other religious community,0.05590,145,1183,0.04281,0.06900
2019,Primary Level,1st Quintile,Non-denominational,0.18428,92,1183,0.16218,0.20639
2019,Primary Level,1st Quintile,Christian orthodox,0.05851,52,1183,0.04513,0.07189
2019,Primary Level,1st Quintile,Shiite denomination,0.03937,93,1183,0.02828,0.05045
2019,Primary Level,1st Quintile,Sunni denomination,0.31445,639,1183,0.28799,0.34092
2019,Primary Level,2nd Quintile,Sunni denomination,0.22281,46,46,0.10122,0.34439
2019,Lower Secondary Level,1st Quintile,Catholic,0.22400,186,1390,0.20208,0.24593
2019,Lower Secondary Level,1st Quintile,Protestant,0.28974,251,1390,0.26588,0.31359
2019,Lower Secondary Level,1st Quintile,Islamic community,0.06785,96,1390,0.05462,0.08107
2019,Lower Secondary Level,1st Quintile,Other religious community,0.01620,57,1390,0.00956,0.02284
2019,Lower Secondary Level,1st Quintile,Non-denominational,0.26332,306,1390,0.24016,0.28648
2019,Lower Secondary Level,1st Quintile,Christian orthodox,0.02200,66,1390,0.01428,0.02971
2019,Lower Secondary Level,1st Quintile,Sunni denomination,0.10298,428,1390,0.08700,0.11897
2019,Lower Secondary Level,2nd Quintile,Catholic,0.28694,178,591,0.25044,0.32344
2019,Lower Secondary Level,2nd Quintile,Protestant,0.27637,181,591,0.24029,0.31246
2019,Lower Secondary Level,2nd Quintile,Non-denominational,0.24823,175,591,0.21337,0.28308
2019,Lower Secondary Level,2nd Quintile,Sunni denomination,0.07872,57,591,0.05699,0.10044
2019,Lower Secondary Level,3rd Quintile,Catholic,0.35176,115,325,0.29976,0.40376
2019,Lower Secondary Level,3rd Quintile,Protestant,0.30828,108,325,0.25800,0.35856
2019,Lower Secondary Level,3rd Quintile,Non-denominational,0.23844,102,325,0.19203,0.28484
2019,Lower Secondary Level,4th Quintile,Catholic,0.27086,76,218,0.21173,0.32999
2019,Lower Secondary Level,4th Quintile,Protestant,0.34094,89,218,0.27787,0.40401
2019,Lower Secondary Level,4th Quintile,Non-denominational,0.25155,53,218,0.19381,0.30928
2019,Lower Secondary Level,5th Quintile,Catholic,0.50606,49,80,0.39581,0.61631
2019,Lower Secondary Level,5th Quintile,Non-denominational,0.23312,31,80,0.13988,0.32636
2019,Upper Secondary Level,1st Quintile,Catholic,0.20675,420,2415,0.19059,0.22291
2019,Upper Secondary Level,1st Quintile,Protestant,0.28522,536,2415,0.26721,0.30323
2019,Upper Secondary Level,1st Quintile,Other Christian community,0.01445,37,2415,0.00969,0.01921
2019,Upper Secondary Level,1st Quintile,Islamic community,0.02673,62,2415,0.02030,0.03317
2019,Upper Secondary Level,1st Quintile,Non-denominational,0.40189,919,2415,0.38233,0.42145
2019,Upper Secondary Level,1st Quintile,Christian orthodox,0.01740,87,2415,0.01218,0.02262
2019,Upper Secondary Level,1st Quintile,Sunni denomination,0.03986,354,2415,0.03205,0.04766
2019,Upper Secondary Level,2nd Quintile,Catholic,0.28396,649,2554,0.26647,0.30145
2019,Upper Secondary Level,2nd Quintile,Protestant,0.28388,714,2554,0.26639,0.30137
2019,Upper Secondary Level,2nd Quintile,Other Christian community,0.02270,56,2554,0.01692,0.02848
2019,Upper Secondary Level,2nd Quintile,Non-denominational,0.35675,1020,2554,0.33817,0.37534
2019,Upper Secondary Level,2nd Quintile,Christian orthodox,0.00842,37,2554,0.00488,0.01197
2019,Upper Secondary Level,2nd Quintile,Sunni denomination,0.03317,78,2554,0.02622,0.04011
2019,Upper Secondary Level,3rd Quintile,Catholic,0.27803,632,2136,0.25903,0.29703
2019,Upper Secondary Level,3rd Quintile,Protestant,0.31966,675,2136,0.29988,0.33944
2019,Upper Secondary Level,3rd Quintile,Non-denominational,0.35006,793,2136,0.32983,0.37030
2019,Upper Secondary Level,3rd Quintile,Sunni denomination,0.02236,36,2136,0.01609,0.02863
2019,Upper Secondary Level,4th Quintile,Catholic,0.28873,571,1877,0.26823,0.30924
2019,Upper Secondary Level,4th Quintile,Protestant,0.29679,616,1877,0.27612,0.31747
2019,Upper Secondary Level,4th Quintile,Other Christian community,0.01968,32,1877,0.01340,0.02597
2019,Upper Secondary Level,4th Quintile,Non-denominational,0.36651,658,1877,0.34470,0.38831
2019,Upper Secondary Level,5th Quintile,Catholic,0.29734,444,1394,0.27334,0.32134
2019,Upper Secondary Level,5th Quintile,Protestant,0.29763,433,1394,0.27362,0.32164
2019,Upper Secondary Level,5th Quintile,Non-denominational,0.37840,517,1394,0.35293,0.40387
2019,Post-secondary Non-tertiary Level,1st Quintile,Catholic,0.31940,73,329,0.26894,0.36986
2019,Post-secondary Non-tertiary Level,1st Quintile,Protestant,0.17612,60,329,0.13489,0.21734
2019,Post-secondary Non-tertiary Level,1st Quintile,Non-denominational,0.28552,100,329,0.23664,0.33440
2019,Post-secondary Non-tertiary Level,1st Quintile,Christian orthodox,0.04909,31,329,0.02571,0.07247
2019,Post-secondary Non-tertiary Level,1st Quintile,Sunni denomination,0.09236,65,329,0.06102,0.12369
2019,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.28211,121,372,0.23632,0.32791
2019,Post-secondary Non-tertiary Level,2nd Quintile,Protestant,0.28080,112,372,0.23507,0.32653
2019,Post-secondary Non-tertiary Level,2nd Quintile,Non-denominational,0.30937,139,372,0.26233,0.35640
2019,Post-secondary Non-tertiary Level,3rd Quintile,Catholic,0.25931,116,396,0.21609,0.30253
2019,Post-secondary Non-tertiary Level,3rd Quintile,Protestant,0.29388,140,396,0.24896,0.33880
2019,Post-secondary Non-tertiary Level,3rd Quintile,Non-denominational,0.31852,140,396,0.27257,0.36446
2019,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.24379,97,338,0.19795,0.28963
2019,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.36535,120,338,0.31393,0.41676
2019,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.33225,121,338,0.28196,0.38254
2019,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.30542,99,353,0.25730,0.35354
2019,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.30718,115,353,0.25899,0.35538
2019,Post-secondary Non-tertiary Level,5th Quintile,Non-denominational,0.35199,139,353,0.30209,0.40188
2019,First Stage of Tertiary Education,1st Quintile,Protestant,0.24739,32,72,0.14702,0.34776
2019,First Stage of Tertiary Education,1st Quintile,Non-denominational,0.42247,40,72,0.30757,0.53737
2019,First Stage of Tertiary Education,2nd Quintile,Catholic,0.27062,53,222,0.21204,0.32919
2019,First Stage of Tertiary Education,2nd Quintile,Protestant,0.35062,72,222,0.28771,0.41353
2019,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.35057,97,222,0.28766,0.41347
2019,First Stage of Tertiary Education,3rd Quintile,Catholic,0.19438,76,290,0.14875,0.24000
2019,First Stage of Tertiary Education,3rd Quintile,Protestant,0.36045,95,290,0.30510,0.41581
2019,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.40734,119,290,0.35069,0.46399
2019,First Stage of Tertiary Education,4th Quintile,Catholic,0.27384,102,317,0.22468,0.32301
