year,bula_h,migback,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Bavaria,No migration background,Non-denominational,0.13728,473,2909,0.12477,0.14979
2011,Bavaria,Direct migration background,Catholic,0.34606,130,342,0.29557,0.39655
2011,Bavaria,Direct migration background,Protestant,0.14496,71,342,0.10759,0.18232
2011,Bavaria,Direct migration background,Other Christian community,0.08538,31,342,0.05572,0.11504
2011,Bavaria,Direct migration background,Islamic community,0.08392,35,342,0.05449,0.11335
2011,Bavaria,Direct migration background,Non-denominational,0.18592,75,342,0.14463,0.22721
2011,Bavaria,Indirect migration background,Catholic,0.26739,68,68,0.16140,0.37337
2011,Berlin,No migration background,Catholic,0.05274,44,716,0.03635,0.06912
2011,Berlin,No migration background,Protestant,0.25123,213,716,0.21944,0.28302
2011,Berlin,No migration background,Non-denominational,0.52544,459,716,0.48884,0.56204
2011,Brandenburg,No migration background,Protestant,0.17847,184,851,0.15273,0.20422
2011,Brandenburg,No migration background,Non-denominational,0.60876,667,851,0.57595,0.64156
2011,Mecklenburg-Western Pomerania,No migration background,Protestant,0.15306,87,503,0.12156,0.18455
2011,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.63141,416,503,0.58921,0.67361
2011,Saxony,No migration background,Catholic,0.01988,39,1395,0.01255,0.02721
2011,Saxony,No migration background,Protestant,0.21532,377,1395,0.19375,0.23690
2011,Saxony,No migration background,Non-denominational,0.55902,979,1395,0.53296,0.58509
2011,Saxony-Anhalt,No migration background,Catholic,0.01998,40,880,0.01073,0.02924
2011,Saxony-Anhalt,No migration background,Protestant,0.13396,151,880,0.11144,0.15648
2011,Saxony-Anhalt,No migration background,Non-denominational,0.65172,689,880,0.62023,0.68322
2011,Thuringa,No migration background,Catholic,0.09055,87,903,0.07183,0.10928
2011,Thuringa,No migration background,Protestant,0.23981,255,903,0.21195,0.26768
2011,Thuringa,No migration background,Non-denominational,0.47974,561,903,0.44713,0.51234
2015,Schleswig-Holstein,No migration background,Protestant,0.49491,401,643,0.45624,0.53359
2015,Schleswig-Holstein,No migration background,Non-denominational,0.31743,242,643,0.28143,0.35344
2015,Schleswig-Holstein,Direct migration background,Catholic,0.40125,44,92,0.30055,0.50196
2015,Schleswig-Holstein,Direct migration background,Non-denominational,0.16544,48,92,0.08909,0.24179
2015,Hamburg,No migration background,Protestant,0.45674,135,274,0.39765,0.51583
2015,Hamburg,No migration background,Non-denominational,0.32237,139,274,0.26693,0.37781
2015,Hamburg,Direct migration background,Non-denominational,0.42065,62,62,0.29677,0.54454
2015,Lower Saxony,No migration background,Catholic,0.18360,351,1860,0.16600,0.20120
2015,Lower Saxony,No migration background,Protestant,0.43026,1023,1860,0.40776,0.45277
2015,Lower Saxony,No migration background,Non-denominational,0.24547,486,1860,0.22590,0.26503
2015,Lower Saxony,Direct migration background,Catholic,0.21698,142,582,0.18346,0.25049
2015,Lower Saxony,Direct migration background,Protestant,0.27603,140,582,0.23968,0.31238
2015,Lower Saxony,Direct migration background,Islamic community,0.06855,45,582,0.04800,0.08909
2015,Lower Saxony,Direct migration background,Other religious community,0.06020,47,582,0.04086,0.07955
2015,Lower Saxony,Direct migration background,Non-denominational,0.21346,112,582,0.18014,0.24678
2015,Lower Saxony,Direct migration background,Christian orthodox,0.04262,54,582,0.02620,0.05905
2015,Lower Saxony,Direct migration background,Sunni denomination,0.04625,42,582,0.02917,0.06333
2015,Bremen,No migration background,Protestant,0.52129,55,101,0.42338,0.61920
2015,Bremen,No migration background,Non-denominational,0.33153,46,101,0.23926,0.42379
2015,North Rhine-Westphalia,No migration background,Catholic,0.36498,1553,3508,0.34904,0.38091
2015,North Rhine-Westphalia,No migration background,Protestant,0.29166,1198,3508,0.27662,0.30671
2015,North Rhine-Westphalia,No migration background,Other Christian community,0.01261,65,3508,0.00892,0.01630
2015,North Rhine-Westphalia,No migration background,Non-denominational,0.18088,692,3508,0.16814,0.19362
2015,North Rhine-Westphalia,Direct migration background,Catholic,0.28906,443,1536,0.26638,0.31174
2015,North Rhine-Westphalia,Direct migration background,Protestant,0.13128,188,1536,0.11438,0.14817
2015,North Rhine-Westphalia,Direct migration background,Other Christian community,0.06518,92,1536,0.05283,0.07753
2015,North Rhine-Westphalia,Direct migration background,Islamic community,0.16160,217,1536,0.14318,0.18001
2015,North Rhine-Westphalia,Direct migration background,Other religious community,0.02064,44,1536,0.01353,0.02775
2015,North Rhine-Westphalia,Direct migration background,Non-denominational,0.16785,275,1536,0.14916,0.18655
2015,North Rhine-Westphalia,Direct migration background,Christian orthodox,0.04595,146,1536,0.03547,0.05642
2015,North Rhine-Westphalia,Direct migration background,Sunni denomination,0.06212,131,1536,0.05004,0.07419
2015,North Rhine-Westphalia,Indirect migration background,Catholic,0.13369,117,423,0.10122,0.16616
2015,North Rhine-Westphalia,Indirect migration background,Protestant,0.07725,49,423,0.05178,0.10273
2015,North Rhine-Westphalia,Indirect migration background,Islamic community,0.08611,85,423,0.05935,0.11288
2015,North Rhine-Westphalia,Indirect migration background,Non-denominational,0.10106,81,423,0.07230,0.12982
2015,North Rhine-Westphalia,Indirect migration background,Christian orthodox,0.01328,33,423,0.00236,0.02420
2015,North Rhine-Westphalia,Indirect migration background,Sunni denomination,0.05404,58,423,0.03247,0.07561
2015,Hesse,No migration background,Catholic,0.16402,245,1162,0.14272,0.18532
2015,Hesse,No migration background,Protestant,0.44031,623,1162,0.41175,0.46886
2015,Hesse,No migration background,Non-denominational,0.21826,294,1162,0.19450,0.24202
2015,Hesse,Direct migration background,Catholic,0.33348,151,519,0.29288,0.37408
2015,Hesse,Direct migration background,Protestant,0.09837,76,519,0.07273,0.12402
2015,Hesse,Direct migration background,Other Christian community,0.04271,31,519,0.02530,0.06012
2015,Hesse,Direct migration background,Islamic community,0.08052,50,519,0.05709,0.10396
2015,Hesse,Direct migration background,Non-denominational,0.18564,115,519,0.15216,0.21912
2015,Hesse,Direct migration background,Christian orthodox,0.04489,45,519,0.02706,0.06272
2015,Hesse,Direct migration background,Sunni denomination,0.12789,51,519,0.09913,0.15665
2015,Hesse,Indirect migration background,Catholic,0.10232,41,74,0.03280,0.17185
2015,Hesse,Indirect migration background,Non-denominational,0.12223,33,74,0.04709,0.19737
2015,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.42258,491,1024,0.39231,0.45285
2015,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.25709,365,1024,0.23031,0.28387
2015,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.14908,168,1024,0.12726,0.17091
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.28552,129,406,0.24153,0.32950
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Protestant,0.25613,75,406,0.21362,0.29864
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Islamic community,0.06694,38,406,0.04260,0.09128
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Non-denominational,0.12399,63,406,0.09189,0.15609
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Christian orthodox,0.03094,56,406,0.01408,0.04780
2015,"Rhineland-Palatinate, Saarland",Direct migration background,Sunni denomination,0.09499,45,406,0.06644,0.12355
2015,"Rhineland-Palatinate, Saarland",Indirect migration background,Catholic,0.15265,38,38,0.03676,0.26853
2015,Baden-Wuerttemberg,No migration background,Catholic,0.31750,747,2034,0.29726,0.33773
2015,Baden-Wuerttemberg,No migration background,Protestant,0.33963,829,2034,0.31904,0.36022
2015,Baden-Wuerttemberg,No migration background,Other Christian community,0.02321,51,2034,0.01667,0.02976
2015,Baden-Wuerttemberg,No migration background,Non-denominational,0.17995,407,2034,0.16325,0.19665
2015,Baden-Wuerttemberg,Direct migration background,Catholic,0.39791,286,829,0.36457,0.43125
2015,Baden-Wuerttemberg,Direct migration background,Protestant,0.10710,111,829,0.08604,0.12817
2015,Baden-Wuerttemberg,Direct migration background,Other Christian community,0.05483,58,829,0.03933,0.07034
2015,Baden-Wuerttemberg,Direct migration background,Islamic community,0.10164,74,829,0.08106,0.12222
2015,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.17961,166,829,0.15346,0.20576
2015,Baden-Wuerttemberg,Direct migration background,Christian orthodox,0.03832,99,829,0.02524,0.05140
2015,Baden-Wuerttemberg,Direct migration background,Sunni denomination,0.05156,35,829,0.03650,0.06662
2015,Baden-Wuerttemberg,Indirect migration background,Catholic,0.19166,100,189,0.13539,0.24792
2015,Baden-Wuerttemberg,Indirect migration background,Protestant,0.09230,47,189,0.05092,0.13368
2015,Baden-Wuerttemberg,Indirect migration background,Non-denominational,0.07409,42,189,0.03665,0.11153
2015,Bavaria,No migration background,Catholic,0.45517,1671,3007,0.43737,0.47297
2015,Bavaria,No migration background,Protestant,0.21708,793,3007,0.20234,0.23182
2015,Bavaria,No migration background,Non-denominational,0.16627,543,3007,0.15296,0.17958
2015,Bavaria,Direct migration background,Catholic,0.31328,325,1036,0.28502,0.34154
2015,Bavaria,Direct migration background,Protestant,0.19101,166,1036,0.16706,0.21496
2015,Bavaria,Direct migration background,Other Christian community,0.02821,40,1036,0.01812,0.03830
2015,Bavaria,Direct migration background,Islamic community,0.07924,70,1036,0.06278,0.09569
2015,Bavaria,Direct migration background,Non-denominational,0.23739,247,1036,0.21147,0.26332
2015,Bavaria,Direct migration background,Christian orthodox,0.05121,143,1036,0.03778,0.06464
2015,Bavaria,Direct migration background,Sunni denomination,0.03085,45,1036,0.02031,0.04138
2015,Bavaria,Indirect migration background,Catholic,0.23150,104,197,0.17245,0.29055
2015,Bavaria,Indirect migration background,Protestant,0.08836,37,197,0.04863,0.12810
2015,Bavaria,Indirect migration background,Non-denominational,0.08166,56,197,0.04332,0.12000
2015,Berlin,No migration background,Catholic,0.05943,49,732,0.04229,0.07657
2015,Berlin,No migration background,Protestant,0.22440,197,732,0.19416,0.25465
2015,Berlin,No migration background,Non-denominational,0.58665,486,732,0.55095,0.62235
2015,Berlin,Direct migration background,Catholic,0.12223,31,131,0.06593,0.17854
2015,Berlin,Direct migration background,Non-denominational,0.53639,100,131,0.45067,0.62212
2015,Brandenburg,No migration background,Catholic,0.02123,32,870,0.01165,0.03082
2015,Brandenburg,No migration background,Protestant,0.20388,188,870,0.17709,0.23067
2015,Brandenburg,No migration background,Non-denominational,0.62699,650,870,0.59484,0.65915
2015,Brandenburg,Direct migration background,Non-denominational,0.42997,48,48,0.28843,0.57151
2015,Mecklenburg-Western Pomerania,No migration background,Protestant,0.11700,71,508,0.08903,0.14498
2015,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.71254,437,508,0.67315,0.75194
2015,Saxony,No migration background,Catholic,0.01658,34,1386,0.00985,0.02330
2015,Saxony,No migration background,Protestant,0.18528,338,1386,0.16482,0.20574
2015,Saxony,No migration background,Non-denominational,0.62410,1014,1386,0.59859,0.64961
2015,Saxony,Direct migration background,Non-denominational,0.52512,41,41,0.37036,0.67988
2015,Saxony-Anhalt,No migration background,Protestant,0.15150,133,779,0.12630,0.17669
2015,Saxony-Anhalt,No migration background,Non-denominational,0.69110,646,779,0.65863,0.72356
2015,Saxony-Anhalt,Direct migration background,Non-denominational,0.51507,31,31,0.33623,0.69391
2015,Thuringa,No migration background,Catholic,0.08925,101,856,0.07014,0.10836
2015,Thuringa,No migration background,Protestant,0.22794,227,856,0.19982,0.25606
2015,Thuringa,No migration background,Non-denominational,0.53113,528,856,0.49768,0.56458
2015,Thuringa,Direct migration background,Non-denominational,0.54253,51,51,0.40444,0.68062
2019,Schleswig-Holstein,No migration background,Catholic,0.02147,31,763,0.01118,0.03176
2019,Schleswig-Holstein,No migration background,Protestant,0.42065,406,763,0.38560,0.45570
2019,Schleswig-Holstein,No migration background,Non-denominational,0.36403,326,763,0.32987,0.39819
2019,Schleswig-Holstein,Direct migration background,Non-denominational,0.07983,38,225,0.04434,0.11532
2019,Schleswig-Holstein,Direct migration background,Shiite denomination,0.03977,31,225,0.01418,0.06537
2019,Schleswig-Holstein,Direct migration background,Sunni denomination,0.22311,156,225,0.16859,0.27763
2019,Hamburg,No migration background,Protestant,0.41165,147,336,0.35895,0.46435
2019,Hamburg,No migration background,Non-denominational,0.37571,189,336,0.32385,0.42757
2019,Hamburg,Direct migration background,Non-denominational,0.34032,44,98,0.24603,0.43461
2019,Hamburg,Direct migration background,Sunni denomination,0.22655,54,98,0.14325,0.30986
2019,Lower Saxony,No migration background,Catholic,0.16116,307,1948,0.14483,0.17749
2019,Lower Saxony,No migration background,Protestant,0.41722,1033,1948,0.39532,0.43912
2019,Lower Saxony,No migration background,Non-denominational,0.26729,608,1948,0.24763,0.28694
2019,Lower Saxony,Direct migration background,Catholic,0.19126,72,771,0.16348,0.21904
2019,Lower Saxony,Direct migration background,Protestant,0.20578,87,771,0.17722,0.23433
2019,Lower Saxony,Direct migration background,Islamic community,0.04941,70,771,0.03411,0.06472
2019,Lower Saxony,Direct migration background,Other religious community,0.05619,163,771,0.03993,0.07246
2019,Lower Saxony,Direct migration background,Non-denominational,0.20470,105,771,0.17620,0.23320
2019,Lower Saxony,Direct migration background,Christian orthodox,0.10001,52,771,0.07882,0.12120
2019,Lower Saxony,Direct migration background,Sunni denomination,0.08911,222,771,0.06899,0.10924
2019,Bremen,No migration background,Protestant,0.43105,68,137,0.34781,0.51428
2019,Bremen,No migration background,Non-denominational,0.42219,69,137,0.33918,0.50520
2019,Bremen,Direct migration background,Sunni denomination,0.36106,70,70,0.24773,0.47439
2019,North Rhine-Westphalia,No migration background,Catholic,0.35904,1612,3793,0.34377,0.37430
2019,North Rhine-Westphalia,No migration background,Protestant,0.27727,1166,3793,0.26302,0.29152
2019,North Rhine-Westphalia,No migration background,Other Christian community,0.01254,57,3793,0.00900,0.01608
2019,North Rhine-Westphalia,No migration background,Non-denominational,0.21640,958,3793,0.20329,0.22950
2019,North Rhine-Westphalia,Direct migration background,Catholic,0.25932,322,1910,0.23966,0.27898
2019,North Rhine-Westphalia,Direct migration background,Protestant,0.08073,148,1910,0.06851,0.09295
2019,North Rhine-Westphalia,Direct migration background,Other Christian community,0.02198,41,1910,0.01540,0.02855
2019,North Rhine-Westphalia,Direct migration background,Islamic community,0.07370,117,1910,0.06198,0.08542
2019,North Rhine-Westphalia,Direct migration background,Other religious community,0.02520,117,1910,0.01817,0.03223
2019,North Rhine-Westphalia,Direct migration background,Non-denominational,0.19124,291,1910,0.17360,0.20888
2019,North Rhine-Westphalia,Direct migration background,Christian orthodox,0.07928,152,1910,0.06716,0.09140
2019,North Rhine-Westphalia,Direct migration background,Shiite denomination,0.02956,59,1910,0.02196,0.03715
2019,North Rhine-Westphalia,Direct migration background,Sunni denomination,0.15841,663,1910,0.14203,0.17479
2019,North Rhine-Westphalia,Indirect migration background,Catholic,0.15135,131,402,0.11627,0.18642
2019,North Rhine-Westphalia,Indirect migration background,Protestant,0.04519,57,402,0.02486,0.06553
2019,North Rhine-Westphalia,Indirect migration background,Non-denominational,0.12191,121,402,0.08988,0.15393
2019,North Rhine-Westphalia,Indirect migration background,Sunni denomination,0.12755,93,402,0.09490,0.16020
2019,Hesse,No migration background,Catholic,0.15246,246,1250,0.13252,0.17240
2019,Hesse,No migration background,Protestant,0.39750,607,1250,0.37036,0.42464
2019,Hesse,No migration background,Non-denominational,0.28442,397,1250,0.25940,0.30944
2019,Hesse,Direct migration background,Catholic,0.20908,73,535,0.17459,0.24357
2019,Hesse,Direct migration background,Protestant,0.07676,46,535,0.05418,0.09934
2019,Hesse,Direct migration background,Islamic community,0.08835,44,535,0.06428,0.11242
2019,Hesse,Direct migration background,Non-denominational,0.29481,113,535,0.25614,0.33348
2019,Hesse,Direct migration background,Christian orthodox,0.12442,71,535,0.09643,0.15242
2019,Hesse,Direct migration background,Sunni denomination,0.14073,188,535,0.11124,0.17023
2019,Hesse,Indirect migration background,Catholic,0.13644,31,72,0.05660,0.21628
2019,Hesse,Indirect migration background,Non-denominational,0.20801,41,72,0.11360,0.30242
2019,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.39214,453,1035,0.36238,0.42189
2019,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.27350,361,1035,0.24633,0.30067
2019,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.18509,221,1035,0.16142,0.20876
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.23894,87,431,0.19863,0.27925
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Protestant,0.15431,56,431,0.12017,0.18846
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Non-denominational,0.22686,69,431,0.18728,0.26645
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Christian orthodox,0.08436,45,431,0.05809,0.11063
2019,"Rhineland-Palatinate, Saarland",Direct migration background,Sunni denomination,0.13246,174,431,0.10042,0.16451
2019,Baden-Wuerttemberg,No migration background,Catholic,0.28151,664,2025,0.26191,0.30110
2019,Baden-Wuerttemberg,No migration background,Protestant,0.34235,797,2025,0.32168,0.36302
2019,Baden-Wuerttemberg,No migration background,Other Christian community,0.02282,52,2025,0.01632,0.02933
2019,Baden-Wuerttemberg,No migration background,Non-denominational,0.19787,512,2025,0.18052,0.21523
2019,Baden-Wuerttemberg,Direct migration background,Catholic,0.32508,174,808,0.29276,0.35740
2019,Baden-Wuerttemberg,Direct migration background,Protestant,0.13255,82,808,0.10915,0.15594
2019,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.20962,142,808,0.18154,0.23771
2019,Baden-Wuerttemberg,Direct migration background,Christian orthodox,0.09657,79,808,0.07619,0.11695
2019,Baden-Wuerttemberg,Direct migration background,Sunni denomination,0.14056,331,808,0.11658,0.16454
2019,Baden-Wuerttemberg,Indirect migration background,Catholic,0.14319,60,178,0.09159,0.19479
2019,Baden-Wuerttemberg,Indirect migration background,Protestant,0.11528,49,178,0.06823,0.16233
2019,Baden-Wuerttemberg,Indirect migration background,Non-denominational,0.14560,69,178,0.09364,0.19757
2019,Bavaria,No migration background,Catholic,0.43827,1582,2986,0.42047,0.45607
2019,Bavaria,No migration background,Protestant,0.19503,703,2986,0.18082,0.20925
2019,Bavaria,No migration background,Non-denominational,0.20316,701,2986,0.18872,0.21759
2019,Bavaria,Direct migration background,Catholic,0.30579,201,950,0.27648,0.33511
2019,Bavaria,Direct migration background,Protestant,0.13786,95,950,0.11592,0.15979
2019,Bavaria,Direct migration background,Other religious community,0.02007,38,950,0.01115,0.02900
2019,Bavaria,Direct migration background,Non-denominational,0.25037,213,950,0.22281,0.27793
2019,Bavaria,Direct migration background,Christian orthodox,0.09916,120,950,0.08015,0.11818
2019,Bavaria,Direct migration background,Sunni denomination,0.06172,283,950,0.04641,0.07703
2019,Bavaria,Indirect migration background,Catholic,0.20382,85,206,0.14868,0.25897
2019,Bavaria,Indirect migration background,Protestant,0.12151,52,206,0.07678,0.16623
2019,Bavaria,Indirect migration background,Non-denominational,0.09747,69,206,0.05687,0.13808
2019,Berlin,No migration background,Catholic,0.06605,55,783,0.04864,0.08346
2019,Berlin,No migration background,Protestant,0.21592,197,783,0.18708,0.24476
2019,Berlin,No migration background,Non-denominational,0.58531,531,783,0.55078,0.61984
2019,Berlin,Direct migration background,Non-denominational,0.47149,82,161,0.39414,0.54884
2019,Berlin,Direct migration background,Sunni denomination,0.11722,79,161,0.06737,0.16706
2019,Berlin,Indirect migration background,Non-denominational,0.26704,40,40,0.12819,0.40589
2019,Brandenburg,No migration background,Catholic,0.02353,34,994,0.01410,0.03295
2019,Brandenburg,No migration background,Protestant,0.16239,190,994,0.13945,0.18533
2019,Brandenburg,No migration background,Non-denominational,0.62827,770,994,0.59821,0.65833
2019,Brandenburg,Direct migration background,Non-denominational,0.33977,33,112,0.25166,0.42788
2019,Brandenburg,Direct migration background,Sunni denomination,0.21898,79,112,0.14205,0.29592
2019,Mecklenburg-Western Pomerania,No migration background,Protestant,0.08188,70,563,0.05921,0.10455
2019,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.73792,493,563,0.70156,0.77428
2019,Saxony,No migration background,Catholic,0.02180,47,1505,0.01442,0.02918
2019,Saxony,No migration background,Protestant,0.19565,334,1505,0.17560,0.21570
2019,Saxony,No migration background,Non-denominational,0.63308,1124,1505,0.60872,0.65743
2019,Saxony,Direct migration background,Non-denominational,0.50933,37,117,0.41836,0.60031
2019,Saxony,Direct migration background,Sunni denomination,0.09679,80,117,0.04299,0.15060
2019,Saxony-Anhalt,No migration background,Protestant,0.13098,126,802,0.10762,0.15435
2019,Saxony-Anhalt,No migration background,Non-denominational,0.71052,676,802,0.67911,0.74193
2019,Saxony-Anhalt,Direct migration background,Non-denominational,0.67437,33,112,0.58719,0.76154
2019,Saxony-Anhalt,Direct migration background,Sunni denomination,0.15637,79,112,0.08880,0.22394
2019,Thuringa,No migration background,Catholic,0.07368,89,838,0.05598,0.09137
2019,Thuringa,No migration background,Protestant,0.27248,236,838,0.24232,0.30264
2019,Thuringa,No migration background,Non-denominational,0.52031,513,838,0.48647,0.55416
2019,Thuringa,Direct migration background,Non-denominational,0.51773,40,78,0.40612,0.62934
2019,Thuringa,Direct migration background,Sunni denomination,0.03894,38,78,-0.00427,0.08215
