year,pgisced97,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Second Stage of Tertiary Education,female,Other Christian community,0.02583,85,3140,0.02028,0.03138
2015,Second Stage of Tertiary Education,female,Non-denominational,0.36894,1181,3140,0.35206,0.38582
2015,Second Stage of Tertiary Education,female,Christian orthodox,0.01600,144,3140,0.01161,0.02039
2015,Second Stage of Tertiary Education,female,Sunni denomination,0.00497,31,3140,0.00251,0.00743
2019,No answer / don't know,male,Catholic,0.35384,80,352,0.30381,0.40386
2019,No answer / don't know,male,Protestant,0.21340,67,352,0.17054,0.25626
2019,No answer / don't know,male,Non-denominational,0.23227,88,352,0.18809,0.27645
2019,No answer / don't know,male,Sunni denomination,0.09165,117,352,0.06146,0.12183
2019,No answer / don't know,female,Catholic,0.27956,64,314,0.22984,0.32928
2019,No answer / don't know,female,Protestant,0.20508,65,314,0.16035,0.24981
2019,No answer / don't know,female,Non-denominational,0.30754,99,314,0.25641,0.35866
2019,No answer / don't know,female,Sunni denomination,0.09637,86,314,0.06368,0.12907
2019,Pre-primary Level,male,Catholic,0.17899,35,135,0.11409,0.24390
2019,Pre-primary Level,male,Protestant,0.21649,46,135,0.14676,0.28623
2019,Pre-primary Level,male,Non-denominational,0.38768,54,135,0.30519,0.47018
2019,Pre-primary Level,female,Catholic,0.32374,43,133,0.24392,0.40356
2019,Pre-primary Level,female,Protestant,0.30411,55,133,0.22563,0.38259
2019,Pre-primary Level,female,Non-denominational,0.24473,35,133,0.17138,0.31807
2019,Primary Level,male,Catholic,0.15223,44,779,0.12699,0.17748
2019,Primary Level,male,Islamic community,0.05273,45,779,0.03703,0.06844
2019,Primary Level,male,Other religious community,0.06005,118,779,0.04336,0.07675
2019,Primary Level,male,Non-denominational,0.21713,67,779,0.18816,0.24610
2019,Primary Level,male,Shiite denomination,0.04703,63,779,0.03215,0.06190
2019,Primary Level,male,Sunni denomination,0.25036,442,779,0.21991,0.28080
2019,Primary Level,female,Catholic,0.17825,46,773,0.15125,0.20524
2019,Primary Level,female,Protestant,0.15130,44,773,0.12602,0.17658
2019,Primary Level,female,Islamic community,0.07050,45,773,0.05244,0.08855
2019,Primary Level,female,Other religious community,0.03867,101,773,0.02507,0.05227
2019,Primary Level,female,Non-denominational,0.17109,67,773,0.14453,0.19766
2019,Primary Level,female,Christian orthodox,0.03675,39,773,0.02348,0.05003
2019,Primary Level,female,Shiite denomination,0.01772,47,773,0.00841,0.02702
2019,Primary Level,female,Sunni denomination,0.31756,384,773,0.28472,0.35040
2019,Lower Secondary Level,male,Catholic,0.25398,249,1335,0.23062,0.27734
2019,Lower Secondary Level,male,Protestant,0.22319,224,1335,0.20084,0.24553
2019,Lower Secondary Level,male,Islamic community,0.03996,68,1335,0.02945,0.05047
2019,Lower Secondary Level,male,Other religious community,0.01617,44,1335,0.00940,0.02294
2019,Lower Secondary Level,male,Non-denominational,0.30954,349,1335,0.28473,0.33435
2019,Lower Secondary Level,male,Christian orthodox,0.02113,60,1335,0.01341,0.02885
2019,Lower Secondary Level,male,Sunni denomination,0.10504,341,1335,0.08859,0.12149
2019,Lower Secondary Level,female,Catholic,0.30916,386,1631,0.28673,0.33160
2019,Lower Secondary Level,female,Protestant,0.33976,460,1631,0.31677,0.36275
2019,Lower Secondary Level,female,Islamic community,0.02626,57,1631,0.01849,0.03402
2019,Lower Secondary Level,female,Other religious community,0.01047,43,1631,0.00553,0.01541
2019,Lower Secondary Level,female,Non-denominational,0.21385,372,1631,0.19394,0.23375
2019,Lower Secondary Level,female,Christian orthodox,0.02835,59,1631,0.02029,0.03640
2019,Lower Secondary Level,female,Sunni denomination,0.05479,254,1631,0.04375,0.06584
2019,Upper Secondary Level,male,Catholic,0.25103,1284,5289,0.23935,0.26272
2019,Upper Secondary Level,male,Protestant,0.26789,1340,5289,0.25595,0.27982
2019,Upper Secondary Level,male,Other Christian community,0.01642,72,5289,0.01300,0.01985
2019,Upper Secondary Level,male,Islamic community,0.01051,57,5289,0.00776,0.01326
2019,Upper Secondary Level,male,Non-denominational,0.41304,2130,5289,0.39977,0.42631
2019,Upper Secondary Level,male,Christian orthodox,0.00963,92,5289,0.00700,0.01227
2019,Upper Secondary Level,male,Sunni denomination,0.02479,314,5289,0.02060,0.02898
2019,Upper Secondary Level,female,Catholic,0.28959,1696,6209,0.27831,0.30087
2019,Upper Secondary Level,female,Protestant,0.32145,1876,6209,0.30983,0.33307
2019,Upper Secondary Level,female,Other Christian community,0.01842,113,6209,0.01508,0.02177
2019,Upper Secondary Level,female,Islamic community,0.00496,45,6209,0.00321,0.00670
2019,Upper Secondary Level,female,Non-denominational,0.33171,2151,6209,0.32000,0.34342
2019,Upper Secondary Level,female,Christian orthodox,0.00855,89,6209,0.00626,0.01084
2019,Upper Secondary Level,female,Sunni denomination,0.02063,239,6209,0.01710,0.02417
2019,Post-secondary Non-tertiary Level,male,Catholic,0.29837,200,807,0.26678,0.32996
2019,Post-secondary Non-tertiary Level,male,Protestant,0.22970,199,807,0.20066,0.25874
2019,Post-secondary Non-tertiary Level,male,Non-denominational,0.37597,350,807,0.34253,0.40941
2019,Post-secondary Non-tertiary Level,male,Sunni denomination,0.03961,58,807,0.02614,0.05308
2019,Post-secondary Non-tertiary Level,female,Catholic,0.26477,378,1309,0.24086,0.28868
2019,Post-secondary Non-tertiary Level,female,Protestant,0.33316,411,1309,0.30761,0.35870
2019,Post-secondary Non-tertiary Level,female,Non-denominational,0.28893,424,1309,0.26437,0.31350
2019,Post-secondary Non-tertiary Level,female,Christian orthodox,0.04339,53,1309,0.03235,0.05443
2019,Post-secondary Non-tertiary Level,female,Sunni denomination,0.02764,43,1309,0.01875,0.03652
2019,First Stage of Tertiary Education,male,Catholic,0.26361,303,1055,0.23701,0.29021
2019,First Stage of Tertiary Education,male,Protestant,0.34398,323,1055,0.31530,0.37266
2019,First Stage of Tertiary Education,male,Non-denominational,0.36527,429,1055,0.33620,0.39434
2019,First Stage of Tertiary Education,female,Catholic,0.29916,154,556,0.26107,0.33726
2019,First Stage of Tertiary Education,female,Protestant,0.31484,197,556,0.27619,0.35348
2019,First Stage of Tertiary Education,female,Non-denominational,0.35127,205,556,0.31156,0.39099
2019,Second Stage of Tertiary Education,male,Catholic,0.24974,864,3959,0.23625,0.26323
2019,Second Stage of Tertiary Education,male,Protestant,0.27664,1025,3959,0.26271,0.29058
2019,Second Stage of Tertiary Education,male,Other Christian community,0.01555,58,3959,0.01169,0.01940
2019,Second Stage of Tertiary Education,male,Islamic community,0.00144,32,3959,0.00026,0.00263
2019,Second Stage of Tertiary Education,male,Non-denominational,0.42272,1654,3959,0.40733,0.43811
2019,Second Stage of Tertiary Education,male,Christian orthodox,0.01304,68,3959,0.00951,0.01657
2019,Second Stage of Tertiary Education,male,Sunni denomination,0.01552,258,3959,0.01167,0.01938
2019,Second Stage of Tertiary Education,female,Catholic,0.24349,776,3477,0.22922,0.25776
2019,Second Stage of Tertiary Education,female,Protestant,0.29479,973,3477,0.27964,0.30995
2019,Second Stage of Tertiary Education,female,Other Christian community,0.01226,42,3477,0.00860,0.01592
2019,Second Stage of Tertiary Education,female,Non-denominational,0.40627,1391,3477,0.38994,0.42259
2019,Second Stage of Tertiary Education,female,Christian orthodox,0.02752,127,3477,0.02208,0.03296
2019,Second Stage of Tertiary Education,female,Sunni denomination,0.00828,168,3477,0.00527,0.01130
