year,bula_h,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Bremen,female,Protestant,0.55432,37,37,0.39196,0.71669
2011,North Rhine-Westphalia,male,Catholic,0.39670,852,2061,0.37558,0.41783
2011,North Rhine-Westphalia,male,Protestant,0.29751,612,2061,0.27777,0.31725
2011,North Rhine-Westphalia,male,Other Christian community,0.02563,69,2061,0.01880,0.03245
2011,North Rhine-Westphalia,male,Islamic community,0.04862,103,2061,0.03933,0.05791
2011,North Rhine-Westphalia,male,Non-denominational,0.22797,425,2061,0.20985,0.24609
2011,North Rhine-Westphalia,female,Catholic,0.39534,989,2344,0.37554,0.41514
2011,North Rhine-Westphalia,female,Protestant,0.35165,824,2344,0.33232,0.37099
2011,North Rhine-Westphalia,female,Other Christian community,0.03190,70,2344,0.02478,0.03901
2011,North Rhine-Westphalia,female,Islamic community,0.04371,101,2344,0.03543,0.05199
2011,North Rhine-Westphalia,female,Non-denominational,0.17440,360,2344,0.15903,0.18976
2011,Hesse,male,Catholic,0.21220,139,638,0.18045,0.24395
2011,Hesse,male,Protestant,0.46509,326,638,0.42636,0.50383
2011,Hesse,male,Non-denominational,0.24190,173,638,0.20864,0.27515
2011,Hesse,female,Catholic,0.23908,188,752,0.20857,0.26958
2011,Hesse,female,Protestant,0.46239,387,752,0.42673,0.49805
2011,Hesse,female,Non-denominational,0.21628,177,752,0.18683,0.24572
2011,"Rhineland-Palatinate, Saarland",male,Catholic,0.52360,279,554,0.48197,0.56523
2011,"Rhineland-Palatinate, Saarland",male,Protestant,0.28012,181,554,0.24269,0.31754
2011,"Rhineland-Palatinate, Saarland",male,Non-denominational,0.16070,94,554,0.13009,0.19130
2011,"Rhineland-Palatinate, Saarland",female,Catholic,0.47688,327,666,0.43892,0.51484
2011,"Rhineland-Palatinate, Saarland",female,Protestant,0.33626,249,666,0.30035,0.37217
2011,"Rhineland-Palatinate, Saarland",female,Non-denominational,0.12917,90,666,0.10368,0.15466
2011,Baden-Wuerttemberg,male,Catholic,0.35142,446,1246,0.32490,0.37794
2011,Baden-Wuerttemberg,male,Protestant,0.35705,457,1246,0.33043,0.38366
2011,Baden-Wuerttemberg,male,Other Christian community,0.03519,50,1246,0.02495,0.04542
2011,Baden-Wuerttemberg,male,Islamic community,0.02817,44,1246,0.01898,0.03736
2011,Baden-Wuerttemberg,male,Non-denominational,0.22116,249,1246,0.19811,0.24422
2011,Baden-Wuerttemberg,female,Catholic,0.38328,541,1440,0.35816,0.40841
2011,Baden-Wuerttemberg,female,Protestant,0.36913,574,1440,0.34420,0.39407
2011,Baden-Wuerttemberg,female,Other Christian community,0.04990,78,1440,0.03865,0.06116
2011,Baden-Wuerttemberg,female,Islamic community,0.02621,41,1440,0.01795,0.03446
2011,Baden-Wuerttemberg,female,Non-denominational,0.16460,206,1440,0.14544,0.18376
2011,Bavaria,male,Catholic,0.53597,850,1539,0.51104,0.56089
2011,Bavaria,male,Protestant,0.21019,381,1539,0.18982,0.23055
2011,Bavaria,male,Non-denominational,0.20241,308,1539,0.18233,0.22249
2011,Bavaria,female,Catholic,0.56694,1039,1791,0.54399,0.58990
2011,Bavaria,female,Protestant,0.23923,452,1791,0.21946,0.25899
2011,Bavaria,female,Other Christian community,0.02319,42,1791,0.01622,0.03016
2011,Bavaria,female,Non-denominational,0.14940,258,1791,0.13289,0.16592
2011,Berlin,male,Protestant,0.26558,100,324,0.21742,0.31375
2011,Berlin,male,Non-denominational,0.62033,224,324,0.56740,0.67325
2011,Berlin,female,Catholic,0.07964,32,433,0.05411,0.10517
2011,Berlin,female,Protestant,0.30820,126,433,0.26466,0.35174
2011,Berlin,female,Non-denominational,0.58182,275,433,0.53531,0.62834
2011,Brandenburg,male,Protestant,0.16998,73,421,0.13405,0.20590
2011,Brandenburg,male,Non-denominational,0.81537,348,421,0.77827,0.85248
2011,Brandenburg,female,Protestant,0.27810,120,454,0.23684,0.31936
2011,Brandenburg,female,Non-denominational,0.67545,334,454,0.63234,0.71857
2011,Mecklenburg-Western Pomerania,male,Non-denominational,0.83185,207,207,0.78078,0.88292
2011,Mecklenburg-Western Pomerania,female,Protestant,0.24483,59,276,0.19401,0.29566
2011,Mecklenburg-Western Pomerania,female,Non-denominational,0.73715,217,276,0.68513,0.78918
2011,Saxony,male,Protestant,0.27098,180,671,0.23733,0.30464
2011,Saxony,male,Non-denominational,0.69303,491,671,0.65811,0.72796
2011,Saxony,female,Protestant,0.25259,204,716,0.22074,0.28444
2011,Saxony,female,Non-denominational,0.68589,512,716,0.65187,0.71992
2011,Saxony-Anhalt,male,Protestant,0.13432,55,399,0.10082,0.16782
2011,Saxony-Anhalt,male,Non-denominational,0.83032,344,399,0.79344,0.86720
2011,Saxony-Anhalt,female,Protestant,0.19227,98,463,0.15634,0.22821
2011,Saxony-Anhalt,female,Non-denominational,0.76889,365,463,0.73045,0.80733
2011,Thuringa,male,Catholic,0.12118,47,428,0.09023,0.15213
2011,Thuringa,male,Protestant,0.25942,109,428,0.21785,0.30100
2011,Thuringa,male,Non-denominational,0.61584,272,428,0.56970,0.66197
2011,Thuringa,female,Catholic,0.09750,41,496,0.07137,0.12363
2011,Thuringa,female,Protestant,0.33043,153,496,0.28899,0.37186
2011,Thuringa,female,Non-denominational,0.56779,302,496,0.52415,0.61143
2015,Schleswig-Holstein,male,Catholic,0.05436,31,369,0.03120,0.07753
2015,Schleswig-Holstein,male,Protestant,0.46727,181,369,0.41629,0.51825
2015,Schleswig-Holstein,male,Non-denominational,0.43534,157,369,0.38468,0.48600
2015,Schleswig-Holstein,female,Catholic,0.09092,42,453,0.06441,0.11742
2015,Schleswig-Holstein,female,Protestant,0.58644,261,453,0.54104,0.63184
2015,Schleswig-Holstein,female,Non-denominational,0.28768,150,453,0.24595,0.32942
2015,Hamburg,male,Protestant,0.40930,73,169,0.33494,0.48365
2015,Hamburg,male,Non-denominational,0.40239,96,169,0.32824,0.47654
2015,Hamburg,female,Protestant,0.48421,89,205,0.41563,0.55279
2015,Hamburg,female,Non-denominational,0.37311,116,205,0.30674,0.43948
2015,Lower Saxony,male,Catholic,0.21485,235,1076,0.19029,0.23940
2015,Lower Saxony,male,Protestant,0.42118,520,1076,0.39166,0.45070
2015,Lower Saxony,male,Non-denominational,0.31412,321,1076,0.28637,0.34186
2015,Lower Saxony,female,Catholic,0.20949,278,1347,0.18775,0.23123
2015,Lower Saxony,female,Protestant,0.49836,667,1347,0.47165,0.52507
2015,Lower Saxony,female,Islamic community,0.01043,33,1347,0.00500,0.01586
2015,Lower Saxony,female,Other religious community,0.00875,34,1347,0.00377,0.01373
2015,Lower Saxony,female,Non-denominational,0.23805,294,1347,0.21529,0.26080
2015,Lower Saxony,female,Christian orthodox,0.00859,41,1347,0.00366,0.01351
2015,Bremen,male,Non-denominational,0.40133,33,33,0.23149,0.57116
2015,Bremen,female,Protestant,0.59474,42,75,0.48288,0.70660
2015,Bremen,female,Non-denominational,0.26700,33,75,0.16621,0.36780
2015,North Rhine-Westphalia,male,Catholic,0.37845,935,2498,0.35943,0.39747
2015,North Rhine-Westphalia,male,Protestant,0.28865,624,2498,0.27087,0.30642
2015,North Rhine-Westphalia,male,Other Christian community,0.02539,78,2498,0.01922,0.03156
2015,North Rhine-Westphalia,male,Islamic community,0.04812,151,2498,0.03973,0.05651
2015,North Rhine-Westphalia,male,Non-denominational,0.22395,538,2498,0.20760,0.24030
2015,North Rhine-Westphalia,male,Christian orthodox,0.00965,86,2498,0.00581,0.01348
2015,North Rhine-Westphalia,male,Sunni denomination,0.01762,86,2498,0.01246,0.02279
2015,North Rhine-Westphalia,female,Catholic,0.41324,1178,2957,0.39549,0.43099
2015,North Rhine-Westphalia,female,Protestant,0.30025,811,2957,0.28372,0.31677
2015,North Rhine-Westphalia,female,Other Christian community,0.02732,106,2957,0.02144,0.03319
2015,North Rhine-Westphalia,female,Islamic community,0.03435,155,2957,0.02779,0.04092
2015,North Rhine-Westphalia,female,Non-denominational,0.18638,510,2957,0.17234,0.20042
2015,North Rhine-Westphalia,female,Christian orthodox,0.01044,93,2957,0.00678,0.01411
2015,North Rhine-Westphalia,female,Sunni denomination,0.01966,104,2957,0.01466,0.02467
2015,Hesse,male,Catholic,0.22372,207,813,0.19506,0.25239
2015,Hesse,male,Protestant,0.37258,311,813,0.33932,0.40583
2015,Hesse,male,Islamic community,0.02579,32,813,0.01488,0.03669
2015,Hesse,male,Non-denominational,0.28414,223,813,0.25312,0.31516
2015,Hesse,male,Sunni denomination,0.04494,40,813,0.03069,0.05918
2015,Hesse,female,Catholic,0.22992,230,992,0.20372,0.25611
2015,Hesse,female,Protestant,0.46045,412,992,0.42942,0.49148
2015,Hesse,female,Other Christian community,0.02878,33,992,0.01837,0.03919
2015,Hesse,female,Islamic community,0.02443,36,992,0.01482,0.03404
2015,Hesse,female,Non-denominational,0.20918,219,992,0.18385,0.23450
2015,Hesse,female,Christian orthodox,0.00966,31,992,0.00357,0.01575
2015,Hesse,female,Sunni denomination,0.02908,31,992,0.01862,0.03954
2015,"Rhineland-Palatinate, Saarland",male,Catholic,0.45361,305,629,0.41468,0.49255
2015,"Rhineland-Palatinate, Saarland",male,Protestant,0.25660,193,629,0.22244,0.29076
2015,"Rhineland-Palatinate, Saarland",male,Non-denominational,0.20956,131,629,0.17773,0.24140
2015,"Rhineland-Palatinate, Saarland",female,Catholic,0.43880,353,748,0.40321,0.47438
2015,"Rhineland-Palatinate, Saarland",female,Protestant,0.32553,266,748,0.29193,0.35914
2015,"Rhineland-Palatinate, Saarland",female,Non-denominational,0.15977,129,748,0.13350,0.18605
2015,Baden-Wuerttemberg,male,Catholic,0.37523,521,1469,0.35046,0.40000
2015,Baden-Wuerttemberg,male,Protestant,0.29980,421,1469,0.27636,0.32324
2015,Baden-Wuerttemberg,male,Other Christian community,0.02844,53,1469,0.01994,0.03695
2015,Baden-Wuerttemberg,male,Islamic community,0.03482,53,1469,0.02544,0.04420
2015,Baden-Wuerttemberg,male,Non-denominational,0.22360,341,1469,0.20228,0.24491
2015,Baden-Wuerttemberg,male,Christian orthodox,0.00847,47,1469,0.00378,0.01315
2015,Baden-Wuerttemberg,male,Sunni denomination,0.02084,33,1469,0.01354,0.02815
2015,Baden-Wuerttemberg,female,Catholic,0.37908,612,1658,0.35572,0.40244
2015,Baden-Wuerttemberg,female,Protestant,0.34200,566,1658,0.31915,0.36484
2015,Baden-Wuerttemberg,female,Other Christian community,0.04007,81,1658,0.03063,0.04951
2015,Baden-Wuerttemberg,female,Islamic community,0.02383,52,1658,0.01649,0.03117
2015,Baden-Wuerttemberg,female,Non-denominational,0.17629,274,1658,0.15794,0.19464
2015,Baden-Wuerttemberg,female,Christian orthodox,0.01191,73,1658,0.00669,0.01714
2015,Bavaria,male,Catholic,0.46852,927,1931,0.44626,0.49078
2015,Bavaria,male,Protestant,0.23771,449,1931,0.21872,0.25670
2015,Bavaria,male,Islamic community,0.02012,48,1931,0.01386,0.02639
2015,Bavaria,male,Non-denominational,0.23643,432,1931,0.21748,0.25539
2015,Bavaria,male,Christian orthodox,0.01157,75,1931,0.00680,0.01634
2015,Bavaria,female,Catholic,0.52491,1173,2309,0.50454,0.54528
2015,Bavaria,female,Protestant,0.24652,547,2309,0.22894,0.26410
2015,Bavaria,female,Other Christian community,0.02041,48,2309,0.01464,0.02618
2015,Bavaria,female,Islamic community,0.01626,49,2309,0.01110,0.02142
2015,Bavaria,female,Non-denominational,0.17263,414,2309,0.15721,0.18805
2015,Bavaria,female,Christian orthodox,0.00819,78,2309,0.00451,0.01186
2015,Berlin,male,Catholic,0.07561,37,415,0.05014,0.10108
2015,Berlin,male,Protestant,0.17955,90,415,0.14258,0.21652
2015,Berlin,male,Non-denominational,0.68437,288,415,0.63960,0.72914
2015,Berlin,female,Catholic,0.07635,48,496,0.05296,0.09975
2015,Berlin,female,Protestant,0.27087,129,496,0.23172,0.31002
2015,Berlin,female,Non-denominational,0.59525,319,496,0.55201,0.63850
2015,Brandenburg,male,Protestant,0.18299,71,407,0.14538,0.22060
2015,Brandenburg,male,Non-denominational,0.77308,336,407,0.73234,0.81382
2015,Brandenburg,female,Protestant,0.28064,136,505,0.24142,0.31987
2015,Brandenburg,female,Non-denominational,0.67201,369,505,0.63102,0.71300
2015,Mecklenburg-Western Pomerania,male,Non-denominational,0.90843,215,215,0.86979,0.94707
2015,Mecklenburg-Western Pomerania,female,Protestant,0.18481,51,294,0.14037,0.22925
2015,Mecklenburg-Western Pomerania,female,Non-denominational,0.78706,243,294,0.74019,0.83394
2015,Saxony,male,Protestant,0.22257,168,690,0.19151,0.25363
2015,Saxony,male,Non-denominational,0.73446,522,690,0.70148,0.76743
2015,Saxony,female,Protestant,0.20861,191,746,0.17943,0.23778
2015,Saxony,female,Non-denominational,0.73587,555,746,0.70421,0.76753
2015,Saxony-Anhalt,male,Protestant,0.15776,49,366,0.12036,0.19516
2015,Saxony-Anhalt,male,Non-denominational,0.80681,317,366,0.76631,0.84732
2015,Saxony-Anhalt,female,Protestant,0.18315,89,459,0.14772,0.21857
2015,Saxony-Anhalt,female,Non-denominational,0.77998,370,459,0.74204,0.81792
2015,Thuringa,male,Catholic,0.11699,63,435,0.08675,0.14723
2015,Thuringa,male,Protestant,0.21917,99,435,0.18025,0.25809
2015,Thuringa,male,Non-denominational,0.65296,273,435,0.60818,0.69775
2015,Thuringa,female,Catholic,0.10108,57,511,0.07492,0.12724
2015,Thuringa,female,Protestant,0.29554,140,511,0.25594,0.33514
2015,Thuringa,female,Non-denominational,0.58700,314,511,0.54426,0.62973
2019,Schleswig-Holstein,male,Protestant,0.40761,193,505,0.36471,0.45051
2019,Schleswig-Holstein,male,Non-denominational,0.47119,212,505,0.42761,0.51477
2019,Schleswig-Holstein,male,Sunni denomination,0.03403,100,505,0.01820,0.04986
2019,Schleswig-Holstein,female,Catholic,0.08998,36,526,0.06550,0.11446
2019,Schleswig-Holstein,female,Protestant,0.52121,255,526,0.47848,0.56394
2019,Schleswig-Holstein,female,Non-denominational,0.32326,169,526,0.28325,0.36327
2019,Schleswig-Holstein,female,Sunni denomination,0.04082,66,526,0.02389,0.05774
2019,Hamburg,male,Protestant,0.39035,74,204,0.32324,0.45746
2019,Hamburg,male,Non-denominational,0.42860,130,204,0.36052,0.49668
2019,Hamburg,female,Protestant,0.41124,92,255,0.35072,0.47175
2019,Hamburg,female,Non-denominational,0.41723,125,255,0.35659,0.47787
2019,Hamburg,female,Sunni denomination,0.08351,38,255,0.04949,0.11753
2019,Lower Saxony,male,Catholic,0.17786,173,1349,0.15745,0.19827
2019,Lower Saxony,male,Protestant,0.41003,520,1349,0.38377,0.43629
2019,Lower Saxony,male,Islamic community,0.01383,39,1349,0.00760,0.02006
2019,Lower Saxony,male,Other religious community,0.01418,86,1349,0.00787,0.02049
2019,Lower Saxony,male,Non-denominational,0.34426,400,1349,0.31890,0.36962
2019,Lower Saxony,male,Sunni denomination,0.01941,131,1349,0.01204,0.02677
2019,Lower Saxony,female,Catholic,0.19480,218,1463,0.17450,0.21510
2019,Lower Saxony,female,Protestant,0.47360,628,1463,0.44800,0.49919
2019,Lower Saxony,female,Islamic community,0.01120,39,1463,0.00581,0.01660
2019,Lower Saxony,female,Other religious community,0.01145,92,1463,0.00600,0.01690
2019,Lower Saxony,female,Non-denominational,0.24555,340,1463,0.22348,0.26761
2019,Lower Saxony,female,Christian orthodox,0.01934,34,1463,0.01228,0.02640
2019,Lower Saxony,female,Sunni denomination,0.01993,112,1463,0.01277,0.02710
2019,Bremen,male,Non-denominational,0.43667,47,84,0.32996,0.54337
2019,Bremen,male,Sunni denomination,0.07846,37,84,0.02061,0.13631
2019,Bremen,female,Protestant,0.42055,43,129,0.33503,0.50607
2019,Bremen,female,Non-denominational,0.42218,49,129,0.33661,0.50774
2019,Bremen,female,Sunni denomination,0.10821,37,129,0.05439,0.16202
2019,North Rhine-Westphalia,male,Catholic,0.35116,942,3032,0.33417,0.36816
2019,North Rhine-Westphalia,male,Protestant,0.24141,616,3032,0.22617,0.25665
2019,North Rhine-Westphalia,male,Other Christian community,0.01630,44,3032,0.01180,0.02081
2019,North Rhine-Westphalia,male,Islamic community,0.02500,76,3032,0.01944,0.03056
2019,North Rhine-Westphalia,male,Other religious community,0.00767,71,3032,0.00457,0.01078
2019,North Rhine-Westphalia,male,Non-denominational,0.26667,746,3032,0.25092,0.28241
2019,North Rhine-Westphalia,male,Christian orthodox,0.01832,76,3032,0.01354,0.02309
2019,North Rhine-Westphalia,male,Shiite denomination,0.01321,42,3032,0.00914,0.01727
2019,North Rhine-Westphalia,male,Sunni denomination,0.05358,419,3032,0.04556,0.06160
2019,North Rhine-Westphalia,female,Catholic,0.39656,1122,3122,0.37940,0.41372
2019,North Rhine-Westphalia,female,Protestant,0.26241,755,3122,0.24698,0.27785
2019,North Rhine-Westphalia,female,Other Christian community,0.01592,60,3122,0.01152,0.02031
2019,North Rhine-Westphalia,female,Islamic community,0.01791,64,3122,0.01326,0.02257
2019,North Rhine-Westphalia,female,Other religious community,0.00666,55,3122,0.00381,0.00952
2019,North Rhine-Westphalia,female,Non-denominational,0.21018,623,3122,0.19588,0.22447
2019,North Rhine-Westphalia,female,Christian orthodox,0.02464,100,3122,0.01920,0.03008
2019,North Rhine-Westphalia,female,Sunni denomination,0.05654,343,3122,0.04844,0.06465
2019,Hesse,male,Catholic,0.17540,173,941,0.15109,0.19971
2019,Hesse,male,Protestant,0.32262,311,941,0.29274,0.35251
2019,Hesse,male,Non-denominational,0.38545,302,941,0.35433,0.41656
2019,Hesse,male,Christian orthodox,0.01672,32,941,0.00852,0.02491
2019,Hesse,male,Sunni denomination,0.05228,123,941,0.03805,0.06651
2019,Hesse,female,Catholic,0.20624,177,919,0.18007,0.23241
2019,Hesse,female,Protestant,0.40945,370,919,0.37764,0.44126
2019,Hesse,female,Non-denominational,0.27404,249,919,0.24519,0.30289
2019,Hesse,female,Christian orthodox,0.03350,41,919,0.02186,0.04514
2019,Hesse,female,Sunni denomination,0.03373,82,919,0.02205,0.04541
2019,"Rhineland-Palatinate, Saarland",male,Catholic,0.42274,274,730,0.38688,0.45860
2019,"Rhineland-Palatinate, Saarland",male,Protestant,0.23214,182,730,0.20150,0.26279
2019,"Rhineland-Palatinate, Saarland",male,Non-denominational,0.25308,166,730,0.22152,0.28464
2019,"Rhineland-Palatinate, Saarland",male,Sunni denomination,0.04832,108,730,0.03276,0.06389
2019,"Rhineland-Palatinate, Saarland",female,Catholic,0.38780,296,776,0.35350,0.42211
2019,"Rhineland-Palatinate, Saarland",female,Protestant,0.32013,256,776,0.28728,0.35297
2019,"Rhineland-Palatinate, Saarland",female,Non-denominational,0.20220,148,776,0.17393,0.23048
2019,"Rhineland-Palatinate, Saarland",female,Sunni denomination,0.02685,76,776,0.01547,0.03824
2019,Baden-Wuerttemberg,male,Catholic,0.33254,418,1483,0.30856,0.35653
2019,Baden-Wuerttemberg,male,Protestant,0.31251,391,1483,0.28891,0.33611
2019,Baden-Wuerttemberg,male,Other Christian community,0.02039,32,1483,0.01319,0.02758
2019,Baden-Wuerttemberg,male,Non-denominational,0.26192,408,1483,0.23953,0.28430
2019,Baden-Wuerttemberg,male,Christian orthodox,0.01546,32,1483,0.00918,0.02174
2019,Baden-Wuerttemberg,male,Sunni denomination,0.04647,202,1483,0.03575,0.05718
2019,Baden-Wuerttemberg,female,Catholic,0.32639,480,1584,0.30329,0.34949
2019,Baden-Wuerttemberg,female,Protestant,0.36368,537,1584,0.33998,0.38738
2019,Baden-Wuerttemberg,female,Other Christian community,0.02513,37,1584,0.01742,0.03284
2019,Baden-Wuerttemberg,female,Non-denominational,0.20975,315,1584,0.18970,0.22981
2019,Baden-Wuerttemberg,female,Christian orthodox,0.03164,61,1584,0.02301,0.04026
2019,Baden-Wuerttemberg,female,Sunni denomination,0.03326,154,1584,0.02443,0.04209
2019,Bavaria,male,Catholic,0.45004,863,2022,0.42835,0.47173
2019,Bavaria,male,Protestant,0.20240,385,2022,0.18488,0.21992
2019,Bavaria,male,Non-denominational,0.27330,529,2022,0.25387,0.29273
2019,Bavaria,male,Christian orthodox,0.02070,59,2022,0.01449,0.02691
2019,Bavaria,male,Sunni denomination,0.01782,186,2022,0.01205,0.02359
2019,Bavaria,female,Catholic,0.50058,1005,2106,0.47922,0.52194
2019,Bavaria,female,Protestant,0.22855,465,2106,0.21061,0.24649
2019,Bavaria,female,Non-denominational,0.20982,454,2106,0.19243,0.22722
2019,Bavaria,female,Christian orthodox,0.01706,72,2106,0.01153,0.02259
2019,Bavaria,female,Sunni denomination,0.01191,110,2106,0.00727,0.01654
2019,Berlin,male,Catholic,0.08646,42,532,0.06256,0.11037
2019,Berlin,male,Protestant,0.17966,99,532,0.14700,0.21231
2019,Berlin,male,Non-denominational,0.65740,337,532,0.61703,0.69777
2019,Berlin,male,Sunni denomination,0.03348,54,532,0.01818,0.04878
2019,Berlin,female,Catholic,0.09265,46,509,0.06744,0.11787
2019,Berlin,female,Protestant,0.24084,117,509,0.20365,0.27802
2019,Berlin,female,Non-denominational,0.61535,314,509,0.57304,0.65766
2019,Berlin,female,Sunni denomination,0.01324,32,509,0.00330,0.02318
2019,Brandenburg,male,Protestant,0.16581,93,538,0.13436,0.19727
2019,Brandenburg,male,Non-denominational,0.78930,401,538,0.75480,0.82379
2019,Brandenburg,male,Sunni denomination,0.01719,44,538,0.00620,0.02819
2019,Brandenburg,female,Protestant,0.21893,120,571,0.18498,0.25287
2019,Brandenburg,female,Non-denominational,0.70628,415,571,0.66888,0.74367
2019,Brandenburg,female,Sunni denomination,0.00765,36,571,0.00049,0.01480
2019,Mecklenburg-Western Pomerania,male,Non-denominational,0.90212,259,259,0.86586,0.93838
2019,Mecklenburg-Western Pomerania,female,Protestant,0.12879,49,309,0.09138,0.16620
2019,Mecklenburg-Western Pomerania,female,Non-denominational,0.85412,260,309,0.81470,0.89354
2019,Saxony,male,Protestant,0.21812,174,801,0.18950,0.24673
2019,Saxony,male,Non-denominational,0.73948,582,801,0.70906,0.76989
2019,Saxony,male,Sunni denomination,0.00510,45,801,0.00016,0.01003
2019,Saxony,female,Catholic,0.03404,36,850,0.02185,0.04624
2019,Saxony,female,Protestant,0.22398,178,850,0.19594,0.25202
2019,Saxony,female,Non-denominational,0.72004,600,850,0.68983,0.75024
2019,Saxony,female,Sunni denomination,0.00346,36,850,-0.00049,0.00741
2019,Saxony-Anhalt,male,Protestant,0.10637,53,429,0.07716,0.13558
2019,Saxony-Anhalt,male,Non-denominational,0.86764,337,429,0.83553,0.89974
2019,Saxony-Anhalt,male,Sunni denomination,0.00784,39,429,-0.00051,0.01620
2019,Saxony-Anhalt,female,Protestant,0.18123,74,500,0.14743,0.21502
2019,Saxony-Anhalt,female,Non-denominational,0.79134,386,500,0.75568,0.82699
2019,Saxony-Anhalt,female,Sunni denomination,0.00675,40,500,-0.00043,0.01393
2019,Thuringa,male,Catholic,0.08642,53,421,0.05955,0.11329
2019,Thuringa,male,Protestant,0.27939,103,421,0.23647,0.32230
2019,Thuringa,male,Non-denominational,0.60806,265,421,0.56138,0.65475
2019,Thuringa,female,Catholic,0.09432,46,485,0.06828,0.12036
2019,Thuringa,female,Protestant,0.30365,142,485,0.26269,0.34462
2019,Thuringa,female,Non-denominational,0.59116,297,485,0.54737,0.63496
