year,bula_h,sampreg,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Lower Saxony,West,Islamic community,0.01251,78,2883,0.00845,0.01657
2019,Lower Saxony,West,Other religious community,0.01281,178,2883,0.00870,0.01691
2019,Lower Saxony,West,Non-denominational,0.29464,740,2883,0.27799,0.31128
2019,Lower Saxony,West,Christian orthodox,0.01535,54,2883,0.01086,0.01984
2019,Lower Saxony,West,Sunni denomination,0.01967,243,2883,0.01460,0.02474
2019,Bremen,West,Protestant,0.35917,73,243,0.29872,0.41962
2019,Bremen,West,Non-denominational,0.42889,96,243,0.36653,0.49124
2019,Bremen,West,Sunni denomination,0.09444,74,243,0.05759,0.13128
2019,North Rhine-Westphalia,West,Catholic,0.37441,2065,6184,0.36234,0.38647
2019,North Rhine-Westphalia,West,Protestant,0.25199,1371,6184,0.24117,0.26282
2019,North Rhine-Westphalia,West,Other Christian community,0.01610,104,6184,0.01296,0.01924
2019,North Rhine-Westphalia,West,Islamic community,0.02138,140,6184,0.01778,0.02499
2019,North Rhine-Westphalia,West,Other religious community,0.00716,126,6184,0.00506,0.00926
2019,North Rhine-Westphalia,West,Non-denominational,0.23794,1370,6184,0.22732,0.24855
2019,North Rhine-Westphalia,West,Christian orthodox,0.02153,176,6184,0.01791,0.02514
2019,North Rhine-Westphalia,West,Shiite denomination,0.01021,70,6184,0.00770,0.01272
2019,North Rhine-Westphalia,West,Sunni denomination,0.05507,762,6184,0.04938,0.06075
2019,Hesse,West,Catholic,0.19060,350,1946,0.17315,0.20806
2019,Hesse,West,Protestant,0.36543,681,1946,0.34403,0.38683
2019,Hesse,West,Other Christian community,0.01994,36,1946,0.01373,0.02615
2019,Hesse,West,Islamic community,0.01976,50,1946,0.01357,0.02594
2019,Hesse,West,Non-denominational,0.33052,551,1946,0.30961,0.35143
2019,Hesse,West,Christian orthodox,0.02499,73,1946,0.01806,0.03193
2019,Hesse,West,Sunni denomination,0.04314,205,1946,0.03411,0.05216
2019,"Rhineland-Palatinate, Saarland",West,Catholic,0.40441,570,1587,0.38026,0.42857
2019,"Rhineland-Palatinate, Saarland",West,Protestant,0.27829,438,1587,0.25624,0.30035
2019,"Rhineland-Palatinate, Saarland",West,Islamic community,0.00768,34,1587,0.00339,0.01198
2019,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.22640,314,1587,0.20580,0.24699
2019,"Rhineland-Palatinate, Saarland",West,Christian orthodox,0.01835,47,1587,0.01175,0.02496
2019,"Rhineland-Palatinate, Saarland",West,Sunni denomination,0.03706,184,1587,0.02776,0.04636
2019,Baden-Wuerttemberg,West,Catholic,0.32937,898,3131,0.31290,0.34583
2019,Baden-Wuerttemberg,West,Protestant,0.33892,928,3131,0.32233,0.35550
2019,Baden-Wuerttemberg,West,Other Christian community,0.02283,69,3131,0.01760,0.02807
2019,Baden-Wuerttemberg,West,Islamic community,0.00344,32,3131,0.00139,0.00549
2019,Baden-Wuerttemberg,West,Other religious community,0.00426,32,3131,0.00198,0.00654
2019,Baden-Wuerttemberg,West,Non-denominational,0.23499,723,3131,0.22014,0.24985
2019,Baden-Wuerttemberg,West,Christian orthodox,0.02381,93,3131,0.01847,0.02915
2019,Baden-Wuerttemberg,West,Sunni denomination,0.03965,356,3131,0.03281,0.04649
2019,Bavaria,West,Catholic,0.47608,1868,4253,0.46107,0.49109
2019,Bavaria,West,Protestant,0.21588,850,4253,0.20351,0.22824
2019,Bavaria,West,Other Christian community,0.01426,43,4253,0.01070,0.01783
2019,Bavaria,West,Islamic community,0.01269,38,4253,0.00933,0.01606
2019,Bavaria,West,Other religious community,0.00479,44,4253,0.00271,0.00686
2019,Bavaria,West,Non-denominational,0.24059,983,4253,0.22774,0.25344
2019,Bavaria,West,Christian orthodox,0.01882,131,4253,0.01474,0.02291
2019,Bavaria,West,Sunni denomination,0.01477,296,4253,0.01115,0.01840
2019,Berlin,Does not apply,Non-denominational,0.75605,57,57,0.64357,0.86854
2019,Berlin,West,Catholic,0.11499,62,585,0.08912,0.14086
2019,Berlin,West,Protestant,0.27195,145,585,0.23586,0.30804
2019,Berlin,West,Non-denominational,0.52958,315,585,0.48910,0.57007
2019,Berlin,West,Sunni denomination,0.03209,63,585,0.01780,0.04638
2019,Berlin,East,Protestant,0.10851,61,342,0.07550,0.14152
2019,Berlin,East,Non-denominational,0.80533,281,342,0.76331,0.84736
2019,Brandenburg,East,Catholic,0.03642,48,1157,0.02562,0.04722
2019,Brandenburg,East,Protestant,0.19317,213,1157,0.17041,0.21593
2019,Brandenburg,East,Non-denominational,0.74653,816,1157,0.72146,0.77161
2019,Brandenburg,East,Sunni denomination,0.01228,80,1157,0.00593,0.01862
2019,Mecklenburg-Western Pomerania,East,Protestant,0.09533,73,592,0.07165,0.11900
2019,Mecklenburg-Western Pomerania,East,Non-denominational,0.87763,519,592,0.85121,0.90405
2019,Saxony,East,Catholic,0.02827,61,1677,0.02034,0.03621
2019,Saxony,East,Protestant,0.22068,352,1677,0.20083,0.24054
2019,Saxony,East,Non-denominational,0.73021,1183,1677,0.70896,0.75146
2019,Saxony,East,Sunni denomination,0.00427,81,1677,0.00115,0.00739
2019,Saxony-Anhalt,East,Protestant,0.14455,127,929,0.12193,0.16718
2019,Saxony-Anhalt,East,Non-denominational,0.82872,723,929,0.80448,0.85296
2019,Saxony-Anhalt,East,Sunni denomination,0.00729,79,929,0.00181,0.01276
2019,Thuringa,East,Catholic,0.09071,99,944,0.07238,0.10904
2019,Thuringa,East,Protestant,0.29255,245,944,0.26352,0.32159
2019,Thuringa,East,Non-denominational,0.59889,562,944,0.56761,0.63018
2019,Thuringa,East,Sunni denomination,0.00390,38,944,-0.00008,0.00788
