year,bula_h,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Bavaria,Post-secondary Non-tertiary Level,Non-denominational,0.21010,36,137,0.14163,0.27856
2003,Bavaria,First Stage of Tertiary Education,Catholic,0.54660,135,234,0.48268,0.61053
2003,Bavaria,First Stage of Tertiary Education,Protestant,0.20432,53,234,0.15255,0.25610
2003,Bavaria,First Stage of Tertiary Education,Non-denominational,0.18487,46,234,0.13502,0.23471
2003,Bavaria,Second Stage of Tertiary Education,Catholic,0.46059,290,564,0.41941,0.50176
2003,Bavaria,Second Stage of Tertiary Education,Protestant,0.23179,136,564,0.19693,0.26665
2003,Bavaria,Second Stage of Tertiary Education,Non-denominational,0.24754,138,564,0.21189,0.28319
2003,Berlin,Lower Secondary Level,Non-denominational,0.52455,46,46,0.37864,0.67046
2003,Berlin,Upper Secondary Level,Protestant,0.23737,82,311,0.19001,0.28474
2003,Berlin,Upper Secondary Level,Non-denominational,0.66149,229,311,0.60881,0.71416
2003,Berlin,First Stage of Tertiary Education,Non-denominational,0.56127,38,38,0.40137,0.72116
2003,Berlin,Second Stage of Tertiary Education,Protestant,0.29425,67,219,0.23376,0.35474
2003,Berlin,Second Stage of Tertiary Education,Non-denominational,0.56409,152,219,0.49826,0.62991
2003,Brandenburg,Lower Secondary Level,Non-denominational,0.67363,48,48,0.53958,0.80768
2003,Brandenburg,Upper Secondary Level,Protestant,0.22615,91,439,0.18697,0.26533
2003,Brandenburg,Upper Secondary Level,Non-denominational,0.73100,348,439,0.68947,0.77253
2003,Brandenburg,First Stage of Tertiary Education,Non-denominational,0.64580,52,52,0.51454,0.77707
2003,Brandenburg,Second Stage of Tertiary Education,Protestant,0.13847,43,250,0.09557,0.18137
2003,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.83539,207,250,0.78933,0.88145
2003,Mecklenburg-Western Pomerania,Lower Secondary Level,Non-denominational,0.76865,35,35,0.62691,0.91040
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.24912,61,264,0.19685,0.30140
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.72479,203,264,0.67081,0.77876
2003,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Non-denominational,0.80045,31,31,0.65744,0.94347
2003,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.80521,113,113,0.73186,0.87855
2003,Saxony,Lower Secondary Level,Protestant,0.35670,43,117,0.26952,0.44387
2003,Saxony,Lower Secondary Level,Non-denominational,0.61784,74,117,0.52941,0.70626
2003,Saxony,Upper Secondary Level,Protestant,0.25939,239,835,0.22965,0.28914
2003,Saxony,Upper Secondary Level,Non-denominational,0.69216,596,835,0.66084,0.72349
2003,Saxony,First Stage of Tertiary Education,Protestant,0.40756,53,123,0.32036,0.49475
2003,Saxony,First Stage of Tertiary Education,Non-denominational,0.47441,70,123,0.38580,0.56302
2003,Saxony,Second Stage of Tertiary Education,Protestant,0.25032,91,356,0.20525,0.29538
2003,Saxony,Second Stage of Tertiary Education,Non-denominational,0.68826,265,356,0.64008,0.73645
2003,Saxony-Anhalt,Lower Secondary Level,Non-denominational,0.67215,55,55,0.54694,0.79736
2003,Saxony-Anhalt,Upper Secondary Level,Protestant,0.14572,76,441,0.11275,0.17869
2003,Saxony-Anhalt,Upper Secondary Level,Non-denominational,0.83018,365,441,0.79510,0.86527
2003,Saxony-Anhalt,First Stage of Tertiary Education,Non-denominational,0.76668,71,71,0.66760,0.86576
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Protestant,0.19393,40,217,0.14121,0.24666
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Non-denominational,0.78562,177,217,0.73089,0.84035
2003,Thuringa,Lower Secondary Level,Non-denominational,0.49620,38,38,0.33510,0.65731
2003,Thuringa,Upper Secondary Level,Catholic,0.08683,57,567,0.06363,0.11003
2003,Thuringa,Upper Secondary Level,Protestant,0.24770,147,567,0.21214,0.28327
2003,Thuringa,Upper Secondary Level,Non-denominational,0.66423,363,567,0.62532,0.70313
2003,Thuringa,First Stage of Tertiary Education,Non-denominational,0.58961,43,43,0.44084,0.73838
2003,Thuringa,Second Stage of Tertiary Education,Protestant,0.29589,57,162,0.22538,0.36640
2003,Thuringa,Second Stage of Tertiary Education,Non-denominational,0.62328,105,162,0.54843,0.69813
2007,Schleswig-Holstein,Lower Secondary Level,Protestant,0.67039,47,47,0.53454,0.80623
2007,Schleswig-Holstein,Upper Secondary Level,Protestant,0.63457,203,305,0.58044,0.68870
2007,Schleswig-Holstein,Upper Secondary Level,Non-denominational,0.30055,102,305,0.24901,0.35209
2007,Schleswig-Holstein,Second Stage of Tertiary Education,Protestant,0.50550,63,97,0.40549,0.60552
2007,Schleswig-Holstein,Second Stage of Tertiary Education,Non-denominational,0.34591,34,97,0.25075,0.44106
2007,Hamburg,Upper Secondary Level,Protestant,0.53102,66,113,0.43860,0.62344
2007,Hamburg,Upper Secondary Level,Non-denominational,0.34420,47,113,0.25621,0.43220
2007,Hamburg,Second Stage of Tertiary Education,Protestant,0.52284,43,43,0.37178,0.67390
2007,Lower Saxony,Lower Secondary Level,Catholic,0.19106,46,179,0.13331,0.24882
2007,Lower Saxony,Lower Secondary Level,Protestant,0.56480,133,179,0.49196,0.63763
2007,Lower Saxony,Upper Secondary Level,Catholic,0.19936,176,932,0.17369,0.22502
2007,Lower Saxony,Upper Secondary Level,Protestant,0.55946,564,932,0.52756,0.59135
2007,Lower Saxony,Upper Secondary Level,Non-denominational,0.20892,192,932,0.18280,0.23503
2007,Lower Saxony,Post-secondary Non-tertiary Level,Protestant,0.57101,72,72,0.45589,0.68614
2007,Lower Saxony,First Stage of Tertiary Education,Protestant,0.45495,56,56,0.32334,0.58655
2007,Lower Saxony,Second Stage of Tertiary Education,Catholic,0.19394,53,304,0.14942,0.23846
2007,Lower Saxony,Second Stage of Tertiary Education,Protestant,0.47016,165,304,0.41396,0.52636
2007,Lower Saxony,Second Stage of Tertiary Education,Non-denominational,0.29719,86,304,0.24573,0.34865
2007,Bremen,Upper Secondary Level,Protestant,0.48051,35,35,0.31257,0.64845
2007,North Rhine-Westphalia,Pre-primary Level,Catholic,0.33324,31,31,0.16456,0.50192
2007,North Rhine-Westphalia,Lower Secondary Level,Catholic,0.38340,196,489,0.34026,0.42654
2007,North Rhine-Westphalia,Lower Secondary Level,Protestant,0.32824,162,489,0.28657,0.36990
2007,North Rhine-Westphalia,Lower Secondary Level,Islamic community,0.13617,83,489,0.10574,0.16660
2007,North Rhine-Westphalia,Lower Secondary Level,Non-denominational,0.11068,48,489,0.08284,0.13851
2007,North Rhine-Westphalia,Upper Secondary Level,Catholic,0.41745,865,2012,0.39590,0.43900
2007,North Rhine-Westphalia,Upper Secondary Level,Protestant,0.33582,701,2012,0.31518,0.35646
2007,North Rhine-Westphalia,Upper Secondary Level,Other Christian community,0.02326,53,2012,0.01667,0.02984
2007,North Rhine-Westphalia,Upper Secondary Level,Islamic community,0.03163,74,2012,0.02398,0.03927
2007,North Rhine-Westphalia,Upper Secondary Level,Non-denominational,0.19029,319,2012,0.17313,0.20745
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Catholic,0.46906,141,307,0.41314,0.52497
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Protestant,0.28348,108,307,0.23298,0.33397
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Non-denominational,0.17473,58,307,0.13218,0.21728
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Catholic,0.44319,139,280,0.38490,0.50148
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Protestant,0.27365,89,280,0.22133,0.32596
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Non-denominational,0.23774,52,280,0.18779,0.28769
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Catholic,0.43896,358,812,0.40481,0.47312
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Protestant,0.28798,266,812,0.25681,0.31915
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Non-denominational,0.23053,188,812,0.20154,0.25951
2007,Hesse,Lower Secondary Level,Catholic,0.28141,35,109,0.19660,0.36622
2007,Hesse,Lower Secondary Level,Protestant,0.45135,74,109,0.35750,0.54520
2007,Hesse,Upper Secondary Level,Catholic,0.24922,158,622,0.21520,0.28324
2007,Hesse,Upper Secondary Level,Protestant,0.52589,357,622,0.48662,0.56517
2007,Hesse,Upper Secondary Level,Non-denominational,0.15104,107,622,0.12288,0.17921
2007,Hesse,Post-secondary Non-tertiary Level,Protestant,0.44524,49,49,0.30464,0.58584
2007,Hesse,First Stage of Tertiary Education,Protestant,0.49042,41,41,0.33550,0.64535
2007,Hesse,Second Stage of Tertiary Education,Catholic,0.21371,69,307,0.16778,0.25964
2007,Hesse,Second Stage of Tertiary Education,Protestant,0.41162,146,307,0.35648,0.46676
2007,Hesse,Second Stage of Tertiary Education,Non-denominational,0.24069,92,307,0.19279,0.28859
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Catholic,0.50734,91,152,0.42759,0.58708
2007,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Protestant,0.33501,61,152,0.25973,0.41030
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Catholic,0.56943,317,591,0.52947,0.60938
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Protestant,0.30646,214,591,0.26926,0.34366
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Non-denominational,0.08082,60,591,0.05882,0.10281
2007,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Catholic,0.60532,36,36,0.44338,0.76725
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Catholic,0.53030,56,56,0.39840,0.66220
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Catholic,0.49396,88,179,0.42051,0.56741
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Protestant,0.26024,55,179,0.19578,0.32470
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Non-denominational,0.20987,36,179,0.15005,0.26969
2007,Baden-Wuerttemberg,Lower Secondary Level,Catholic,0.40512,132,293,0.34882,0.46143
2007,Baden-Wuerttemberg,Lower Secondary Level,Protestant,0.34754,105,293,0.29292,0.40216
2007,Baden-Wuerttemberg,Lower Secondary Level,Islamic community,0.12549,56,293,0.08749,0.16349
2007,Baden-Wuerttemberg,Upper Secondary Level,Catholic,0.36304,439,1177,0.33556,0.39052
2007,Baden-Wuerttemberg,Upper Secondary Level,Protestant,0.39368,472,1177,0.36576,0.42160
2007,Baden-Wuerttemberg,Upper Secondary Level,Other Christian community,0.03989,60,1177,0.02870,0.05107
2007,Baden-Wuerttemberg,Upper Secondary Level,Islamic community,0.05789,63,1177,0.04454,0.07123
2007,Baden-Wuerttemberg,Upper Secondary Level,Non-denominational,0.14059,143,1177,0.12073,0.16046
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Catholic,0.28423,45,92,0.19155,0.37690
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Protestant,0.31996,47,92,0.22412,0.41580
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Catholic,0.40818,77,147,0.32846,0.48791
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Protestant,0.38048,70,147,0.30173,0.45923
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Catholic,0.36030,159,456,0.31619,0.40441
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Protestant,0.36816,189,456,0.32384,0.41248
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Non-denominational,0.19853,108,456,0.16188,0.23519
2007,Bavaria,Lower Secondary Level,Catholic,0.54165,191,293,0.48450,0.59880
2007,Bavaria,Lower Secondary Level,Protestant,0.22447,70,293,0.17661,0.27232
2007,Bavaria,Lower Secondary Level,Non-denominational,0.12315,32,293,0.08546,0.16084
2007,Bavaria,Upper Secondary Level,Catholic,0.62058,962,1509,0.59609,0.64507
2007,Bavaria,Upper Secondary Level,Protestant,0.19651,330,1509,0.17646,0.21657
2007,Bavaria,Upper Secondary Level,Non-denominational,0.13643,217,1509,0.11911,0.15376
2007,Bavaria,Post-secondary Non-tertiary Level,Catholic,0.51241,65,144,0.43048,0.59434
2007,Bavaria,Post-secondary Non-tertiary Level,Protestant,0.20670,38,144,0.14033,0.27307
2007,Bavaria,Post-secondary Non-tertiary Level,Non-denominational,0.24291,41,144,0.17262,0.31320
2007,Bavaria,First Stage of Tertiary Education,Catholic,0.51787,122,218,0.45138,0.58435
2007,Bavaria,First Stage of Tertiary Education,Protestant,0.20771,51,218,0.15373,0.26168
2007,Bavaria,First Stage of Tertiary Education,Non-denominational,0.19259,45,218,0.14012,0.24506
2007,Bavaria,Second Stage of Tertiary Education,Catholic,0.43600,266,554,0.39467,0.47733
2007,Bavaria,Second Stage of Tertiary Education,Protestant,0.28695,160,554,0.24925,0.32466
2007,Bavaria,Second Stage of Tertiary Education,Non-denominational,0.21771,128,554,0.18331,0.25211
2007,Berlin,Lower Secondary Level,Non-denominational,0.63407,36,36,0.47448,0.79365
2007,Berlin,Upper Secondary Level,Protestant,0.25469,80,275,0.20310,0.30628
2007,Berlin,Upper Secondary Level,Non-denominational,0.65878,195,275,0.60264,0.71492
2007,Berlin,First Stage of Tertiary Education,Non-denominational,0.56116,33,33,0.38922,0.73310
2007,Berlin,Second Stage of Tertiary Education,Protestant,0.24219,64,227,0.18633,0.29804
2007,Berlin,Second Stage of Tertiary Education,Non-denominational,0.62206,163,227,0.55884,0.68527
2007,Brandenburg,Lower Secondary Level,Non-denominational,0.62332,42,42,0.47500,0.77164
2007,Brandenburg,Upper Secondary Level,Protestant,0.24354,93,402,0.20153,0.28555
2007,Brandenburg,Upper Secondary Level,Non-denominational,0.72800,309,402,0.68444,0.77155
2007,Brandenburg,First Stage of Tertiary Education,Non-denominational,0.65915,43,43,0.51580,0.80250
2007,Brandenburg,Second Stage of Tertiary Education,Protestant,0.15286,43,237,0.10695,0.19877
2007,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.80481,194,237,0.75424,0.85538
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.22769,52,253,0.17592,0.27947
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.76241,201,253,0.70986,0.81496
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.84992,107,107,0.78193,0.91791
2007,Saxony,Lower Secondary Level,Protestant,0.29534,31,91,0.20109,0.38959
2007,Saxony,Lower Secondary Level,Non-denominational,0.66524,60,91,0.56774,0.76273
2007,Saxony,Upper Secondary Level,Protestant,0.29666,252,782,0.26462,0.32869
2007,Saxony,Upper Secondary Level,Non-denominational,0.65025,530,782,0.61680,0.68369
2007,Saxony,Post-secondary Non-tertiary Level,Non-denominational,0.68618,35,35,0.53019,0.84216
2007,Saxony,First Stage of Tertiary Education,Protestant,0.37697,48,122,0.29062,0.46332
2007,Saxony,First Stage of Tertiary Education,Non-denominational,0.56484,74,122,0.47650,0.65318
2007,Saxony,Second Stage of Tertiary Education,Protestant,0.27453,85,358,0.22824,0.32082
2007,Saxony,Second Stage of Tertiary Education,Non-denominational,0.66949,273,358,0.62070,0.71829
2007,Saxony-Anhalt,Lower Secondary Level,Non-denominational,0.78525,41,41,0.65799,0.91251
2007,Saxony-Anhalt,Upper Secondary Level,Protestant,0.18610,87,413,0.14852,0.22368
2007,Saxony-Anhalt,Upper Secondary Level,Non-denominational,0.77378,326,413,0.73338,0.81418
2007,Saxony-Anhalt,First Stage of Tertiary Education,Non-denominational,0.70612,55,55,0.58461,0.82762
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Protestant,0.27914,50,209,0.21818,0.34010
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Non-denominational,0.64983,159,209,0.58501,0.71466
2007,Thuringa,Lower Secondary Level,Non-denominational,0.55840,38,38,0.39839,0.71841
2007,Thuringa,Upper Secondary Level,Catholic,0.10291,56,552,0.07754,0.12829
2007,Thuringa,Upper Secondary Level,Protestant,0.23238,151,552,0.19712,0.26765
2007,Thuringa,Upper Secondary Level,Non-denominational,0.66413,345,552,0.62469,0.70356
2007,Thuringa,First Stage of Tertiary Education,Non-denominational,0.57979,32,32,0.40603,0.75355
2007,Thuringa,Second Stage of Tertiary Education,Protestant,0.30702,59,160,0.23532,0.37871
2007,Thuringa,Second Stage of Tertiary Education,Non-denominational,0.59138,101,160,0.51497,0.66779
2011,Schleswig-Holstein,Lower Secondary Level,Protestant,0.65682,59,59,0.53463,0.77900
2011,Schleswig-Holstein,Upper Secondary Level,Protestant,0.53667,227,352,0.48450,0.58884
2011,Schleswig-Holstein,Upper Secondary Level,Non-denominational,0.38974,125,352,0.33872,0.44076
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Protestant,0.44443,54,99,0.34605,0.54281
2011,Schleswig-Holstein,Second Stage of Tertiary Education,Non-denominational,0.41297,45,99,0.31548,0.51045
2011,Hamburg,Upper Secondary Level,Protestant,0.47040,61,129,0.38393,0.55687
2011,Hamburg,Upper Secondary Level,Non-denominational,0.46227,68,129,0.37590,0.54865
2011,Hamburg,Second Stage of Tertiary Education,Protestant,0.43319,48,85,0.32722,0.53916
2011,Hamburg,Second Stage of Tertiary Education,Non-denominational,0.32283,37,85,0.22284,0.42281
2011,Lower Saxony,Lower Secondary Level,Catholic,0.15725,38,231,0.11020,0.20429
2011,Lower Saxony,Lower Secondary Level,Protestant,0.64498,157,231,0.58314,0.70682
2011,Lower Saxony,Lower Secondary Level,Non-denominational,0.16534,36,231,0.11733,0.21335
2011,Lower Saxony,Upper Secondary Level,Catholic,0.18571,189,1052,0.16220,0.20922
2011,Lower Saxony,Upper Secondary Level,Protestant,0.53955,617,1052,0.50941,0.56968
2011,Lower Saxony,Upper Secondary Level,Non-denominational,0.25897,246,1052,0.23248,0.28545
2011,Lower Saxony,Post-secondary Non-tertiary Level,Protestant,0.62879,81,81,0.52292,0.73466
2011,Lower Saxony,First Stage of Tertiary Education,Protestant,0.46181,58,58,0.33239,0.59124
2011,Lower Saxony,Second Stage of Tertiary Education,Catholic,0.19705,62,361,0.15596,0.23814
2011,Lower Saxony,Second Stage of Tertiary Education,Protestant,0.44636,190,361,0.39501,0.49771
2011,Lower Saxony,Second Stage of Tertiary Education,Non-denominational,0.31896,109,361,0.27082,0.36711
2011,Bremen,Upper Secondary Level,Protestant,0.49146,35,35,0.32341,0.65950
2011,North Rhine-Westphalia,Pre-primary Level,Catholic,0.37239,43,80,0.26578,0.47900
2011,North Rhine-Westphalia,Pre-primary Level,Protestant,0.41696,37,80,0.30823,0.52568
2011,North Rhine-Westphalia,Lower Secondary Level,Catholic,0.41085,206,479,0.36674,0.45496
2011,North Rhine-Westphalia,Lower Secondary Level,Protestant,0.30736,156,479,0.26600,0.34873
2011,North Rhine-Westphalia,Lower Secondary Level,Islamic community,0.10193,62,479,0.07481,0.12906
2011,North Rhine-Westphalia,Lower Secondary Level,Non-denominational,0.13766,55,479,0.10677,0.16855
2011,North Rhine-Westphalia,Upper Secondary Level,Catholic,0.40581,908,2097,0.38479,0.42684
2011,North Rhine-Westphalia,Upper Secondary Level,Protestant,0.31838,674,2097,0.29843,0.33832
2011,North Rhine-Westphalia,Upper Secondary Level,Other Christian community,0.02346,67,2097,0.01698,0.02994
2011,North Rhine-Westphalia,Upper Secondary Level,Islamic community,0.03564,81,2097,0.02770,0.04358
2011,North Rhine-Westphalia,Upper Secondary Level,Non-denominational,0.21431,367,2097,0.19674,0.23188
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Catholic,0.36647,142,350,0.31591,0.41702
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Protestant,0.37436,138,350,0.32359,0.42514
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Non-denominational,0.17093,70,350,0.13144,0.21043
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Catholic,0.42472,122,256,0.36405,0.48539
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Protestant,0.31473,86,256,0.25773,0.37173
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Non-denominational,0.21004,48,256,0.16004,0.26003
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Catholic,0.38274,363,874,0.35050,0.41498
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Protestant,0.33926,299,874,0.30786,0.37067
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Non-denominational,0.23922,212,874,0.21092,0.26752
2011,Hesse,Lower Secondary Level,Catholic,0.29669,36,114,0.21247,0.38092
2011,Hesse,Lower Secondary Level,Protestant,0.42976,78,114,0.33849,0.52104
2011,Hesse,Upper Secondary Level,Catholic,0.21412,141,612,0.18159,0.24664
2011,Hesse,Upper Secondary Level,Protestant,0.51717,342,612,0.47754,0.55679
2011,Hesse,Upper Secondary Level,Non-denominational,0.20313,129,612,0.17123,0.23503
2011,Hesse,Post-secondary Non-tertiary Level,Catholic,0.19249,33,117,0.12074,0.26424
2011,Hesse,Post-secondary Non-tertiary Level,Protestant,0.55356,52,117,0.46309,0.64403
2011,Hesse,Post-secondary Non-tertiary Level,Non-denominational,0.22412,32,117,0.14823,0.30001
2011,Hesse,First Stage of Tertiary Education,Protestant,0.42219,45,45,0.27625,0.56813
2011,Hesse,Second Stage of Tertiary Education,Catholic,0.22528,84,377,0.18305,0.26751
2011,Hesse,Second Stage of Tertiary Education,Protestant,0.35270,159,377,0.30441,0.40100
2011,Hesse,Second Stage of Tertiary Education,Non-denominational,0.31869,134,377,0.27159,0.36579
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Catholic,0.51554,101,169,0.43997,0.59111
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Protestant,0.28990,68,169,0.22129,0.35851
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Catholic,0.51414,318,630,0.47508,0.55319
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Protestant,0.31936,220,630,0.28292,0.35580
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Non-denominational,0.14163,92,630,0.11438,0.16888
2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Catholic,0.56350,37,37,0.40149,0.72551
2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Catholic,0.44964,41,74,0.33553,0.56376
2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Protestant,0.33364,33,74,0.22547,0.44180
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Catholic,0.48492,84,196,0.41477,0.55507
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Protestant,0.31846,75,196,0.25307,0.38385
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Non-denominational,0.12735,37,196,0.08056,0.17414
2011,Baden-Wuerttemberg,Lower Secondary Level,Catholic,0.40246,149,269,0.34374,0.46117
2011,Baden-Wuerttemberg,Lower Secondary Level,Protestant,0.38630,120,269,0.32801,0.44460
2011,Baden-Wuerttemberg,Upper Secondary Level,Catholic,0.36800,471,1270,0.34147,0.39453
2011,Baden-Wuerttemberg,Upper Secondary Level,Protestant,0.36436,498,1270,0.33788,0.39084
2011,Baden-Wuerttemberg,Upper Secondary Level,Other Christian community,0.03747,57,1270,0.02702,0.04792
2011,Baden-Wuerttemberg,Upper Secondary Level,Islamic community,0.03039,36,1270,0.02095,0.03984
2011,Baden-Wuerttemberg,Upper Secondary Level,Non-denominational,0.19833,208,1270,0.17639,0.22027
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Catholic,0.25516,58,159,0.18719,0.32314
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Protestant,0.37062,70,159,0.29531,0.44593
2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Non-denominational,0.24609,31,159,0.17892,0.31325
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Catholic,0.45715,83,182,0.38458,0.52973
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Protestant,0.33669,64,182,0.26784,0.40554
2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Non-denominational,0.17603,35,182,0.12054,0.23151
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Catholic,0.34955,186,565,0.31020,0.38890
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Protestant,0.35863,243,565,0.31905,0.39821
2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Non-denominational,0.23851,136,565,0.20334,0.27369
2011,Bavaria,Lower Secondary Level,Catholic,0.63559,225,314,0.58227,0.68890
2011,Bavaria,Lower Secondary Level,Protestant,0.22981,89,314,0.18320,0.27642
2011,Bavaria,Upper Secondary Level,Catholic,0.58766,1060,1744,0.56455,0.61077
2011,Bavaria,Upper Secondary Level,Protestant,0.21296,422,1744,0.19374,0.23218
2011,Bavaria,Upper Secondary Level,Non-denominational,0.15850,262,1744,0.14136,0.17565
2011,Bavaria,Post-secondary Non-tertiary Level,Catholic,0.44505,73,169,0.36990,0.52020
2011,Bavaria,Post-secondary Non-tertiary Level,Protestant,0.20870,49,169,0.14725,0.27016
2011,Bavaria,Post-secondary Non-tertiary Level,Non-denominational,0.27374,47,169,0.20632,0.34116
2011,Bavaria,First Stage of Tertiary Education,Catholic,0.47632,134,247,0.41391,0.53873
2011,Bavaria,First Stage of Tertiary Education,Protestant,0.25251,60,247,0.19822,0.30680
2011,Bavaria,First Stage of Tertiary Education,Non-denominational,0.22325,53,247,0.17121,0.27529
2011,Bavaria,Second Stage of Tertiary Education,Catholic,0.43211,327,683,0.39493,0.46929
2011,Bavaria,Second Stage of Tertiary Education,Protestant,0.26559,184,683,0.23244,0.29873
2011,Bavaria,Second Stage of Tertiary Education,Non-denominational,0.27336,172,683,0.23991,0.30680
2011,Berlin,Upper Secondary Level,Protestant,0.28459,88,301,0.23353,0.33565
2011,Berlin,Upper Secondary Level,Non-denominational,0.64635,213,301,0.59225,0.70045
2011,Berlin,First Stage of Tertiary Education,Non-denominational,0.59476,39,39,0.43866,0.75086
2011,Berlin,Second Stage of Tertiary Education,Protestant,0.26268,86,268,0.20989,0.31546
2011,Berlin,Second Stage of Tertiary Education,Non-denominational,0.57939,182,268,0.52017,0.63860
2011,Brandenburg,Lower Secondary Level,Non-denominational,0.69207,53,53,0.56659,0.81754
2011,Brandenburg,Upper Secondary Level,Protestant,0.23036,90,430,0.19051,0.27020
2011,Brandenburg,Upper Secondary Level,Non-denominational,0.74489,340,430,0.70363,0.78614
2011,Brandenburg,First Stage of Tertiary Education,Non-denominational,0.65995,45,45,0.51998,0.79993
2011,Brandenburg,Second Stage of Tertiary Education,Protestant,0.16749,46,242,0.12035,0.21464
2011,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.79196,196,242,0.74071,0.84321
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.20236,45,262,0.15362,0.25110
2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.78299,217,262,0.73298,0.83300
2011,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Non-denominational,0.70342,37,37,0.55421,0.85262
2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.80970,118,118,0.73858,0.88083
2011,Saxony,Lower Secondary Level,Non-denominational,0.65642,44,44,0.51447,0.79837
2011,Saxony,Upper Secondary Level,Protestant,0.24524,210,783,0.21508,0.27539
2011,Saxony,Upper Secondary Level,Non-denominational,0.71322,573,783,0.68153,0.74492
