year,migback,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Indirect migration background,Post-secondary Non-tertiary Level,Catholic,0.39517,44,44,0.24904,0.54129
2015,Indirect migration background,Second Stage of Tertiary Education,Catholic,0.40724,72,183,0.33586,0.47863
2015,Indirect migration background,Second Stage of Tertiary Education,Protestant,0.22895,40,183,0.16790,0.28999
2015,Indirect migration background,Second Stage of Tertiary Education,Non-denominational,0.24951,71,183,0.18664,0.31238
2019,No migration background,Pre-primary Level,Catholic,0.18769,59,198,0.13316,0.24221
2019,No migration background,Pre-primary Level,Protestant,0.18728,80,198,0.13280,0.24176
2019,No migration background,Pre-primary Level,Non-denominational,0.18011,59,198,0.12644,0.23377
2019,No migration background,Primary Level,Catholic,0.23846,37,146,0.16910,0.30782
2019,No migration background,Primary Level,Protestant,0.31830,42,146,0.24248,0.39412
2019,No migration background,Primary Level,Non-denominational,0.41979,67,146,0.33946,0.50012
2019,No migration background,Lower Secondary Level,Catholic,0.29588,447,1530,0.27300,0.31876
2019,No migration background,Lower Secondary Level,Protestant,0.36693,552,1530,0.34277,0.39108
2019,No migration background,Lower Secondary Level,Non-denominational,0.27705,531,1530,0.25462,0.29948
2019,No migration background,Upper Secondary Level,Catholic,0.26868,2455,9140,0.25959,0.27777
2019,No migration background,Upper Secondary Level,Protestant,0.32465,2868,9140,0.31505,0.33425
2019,No migration background,Upper Secondary Level,Other Christian community,0.01448,124,9140,0.01203,0.01693
2019,No migration background,Upper Secondary Level,Non-denominational,0.38505,3693,9140,0.37507,0.39502
2019,No migration background,Post-secondary Non-tertiary Level,Catholic,0.24710,372,1478,0.22510,0.26910
2019,No migration background,Post-secondary Non-tertiary Level,Protestant,0.36000,507,1478,0.33552,0.38448
2019,No migration background,Post-secondary Non-tertiary Level,Non-denominational,0.37368,599,1478,0.34901,0.39836
2019,No migration background,First Stage of Tertiary Education,Catholic,0.26883,418,1486,0.24628,0.29138
2019,No migration background,First Stage of Tertiary Education,Protestant,0.33917,487,1486,0.31510,0.36325
2019,No migration background,First Stage of Tertiary Education,Non-denominational,0.37363,581,1486,0.34902,0.39824
2019,No migration background,Second Stage of Tertiary Education,Catholic,0.24065,1304,5599,0.22946,0.25185
2019,No migration background,Second Stage of Tertiary Education,Protestant,0.32096,1795,5599,0.30873,0.33319
2019,No migration background,Second Stage of Tertiary Education,Other Christian community,0.01322,73,5599,0.01023,0.01621
2019,No migration background,Second Stage of Tertiary Education,Non-denominational,0.42175,2427,5599,0.40881,0.43469
2019,Direct migration background,Primary Level,Catholic,0.13454,47,1400,0.11666,0.15242
2019,Direct migration background,Primary Level,Islamic community,0.08925,86,1400,0.07431,0.10418
2019,Direct migration background,Primary Level,Other religious community,0.07262,218,1400,0.05902,0.08622
2019,Direct migration background,Primary Level,Non-denominational,0.06119,55,1400,0.04863,0.07375
2019,Direct migration background,Primary Level,Christian orthodox,0.09540,66,1400,0.08001,0.11080
2019,Direct migration background,Primary Level,Shiite denomination,0.04645,110,1400,0.03542,0.05747
2019,Direct migration background,Primary Level,Sunni denomination,0.41298,818,1400,0.38718,0.43878
2019,Direct migration background,Lower Secondary Level,Catholic,0.24801,134,1239,0.22395,0.27207
2019,Direct migration background,Lower Secondary Level,Protestant,0.09659,86,1239,0.08014,0.11305
2019,Direct migration background,Lower Secondary Level,Islamic community,0.08830,109,1239,0.07249,0.10411
2019,Direct migration background,Lower Secondary Level,Other religious community,0.02650,71,1239,0.01755,0.03545
2019,Direct migration background,Lower Secondary Level,Non-denominational,0.16982,139,1239,0.14890,0.19073
2019,Direct migration background,Lower Secondary Level,Christian orthodox,0.09131,108,1239,0.07526,0.10736
2019,Direct migration background,Lower Secondary Level,Shiite denomination,0.01158,37,1239,0.00562,0.01753
2019,Direct migration background,Lower Secondary Level,Sunni denomination,0.21867,555,1239,0.19564,0.24169
2019,Direct migration background,Upper Secondary Level,Catholic,0.29056,371,1819,0.26968,0.31143
2019,Direct migration background,Upper Secondary Level,Protestant,0.13496,244,1819,0.11925,0.15066
2019,Direct migration background,Upper Secondary Level,Other Christian community,0.03796,49,1819,0.02918,0.04675
2019,Direct migration background,Upper Secondary Level,Islamic community,0.04769,77,1819,0.03789,0.05748
2019,Direct migration background,Upper Secondary Level,Other religious community,0.01187,41,1819,0.00690,0.01685
2019,Direct migration background,Upper Secondary Level,Non-denominational,0.26805,381,1819,0.24769,0.28841
2019,Direct migration background,Upper Secondary Level,Christian orthodox,0.06890,161,1819,0.05726,0.08054
2019,Direct migration background,Upper Secondary Level,Shiite denomination,0.01560,35,1819,0.00990,0.02130
2019,Direct migration background,Upper Secondary Level,Sunni denomination,0.11101,460,1819,0.09657,0.12545
2019,Direct migration background,Post-secondary Non-tertiary Level,Catholic,0.34783,163,545,0.30781,0.38786
2019,Direct migration background,Post-secondary Non-tertiary Level,Protestant,0.12553,80,545,0.09769,0.15337
2019,Direct migration background,Post-secondary Non-tertiary Level,Non-denominational,0.21911,143,545,0.18435,0.25387
2019,Direct migration background,Post-secondary Non-tertiary Level,Christian orthodox,0.11335,76,545,0.08671,0.13999
2019,Direct migration background,Post-secondary Non-tertiary Level,Sunni denomination,0.08768,83,545,0.06391,0.11145
2019,Direct migration background,First Stage of Tertiary Education,Catholic,0.39918,31,31,0.22394,0.57443
2019,Direct migration background,Second Stage of Tertiary Education,Catholic,0.23383,260,1592,0.21303,0.25463
2019,Direct migration background,Second Stage of Tertiary Education,Protestant,0.13083,148,1592,0.11426,0.14740
2019,Direct migration background,Second Stage of Tertiary Education,Islamic community,0.00741,54,1592,0.00320,0.01162
2019,Direct migration background,Second Stage of Tertiary Education,Other religious community,0.01891,43,1592,0.01222,0.02561
2019,Direct migration background,Second Stage of Tertiary Education,Non-denominational,0.40703,500,1592,0.38289,0.43117
2019,Direct migration background,Second Stage of Tertiary Education,Christian orthodox,0.10926,179,1592,0.09393,0.12459
2019,Direct migration background,Second Stage of Tertiary Education,Sunni denomination,0.05942,408,1592,0.04781,0.07104
2019,Indirect migration background,Lower Secondary Level,Catholic,0.19052,54,189,0.13438,0.24666
2019,Indirect migration background,Lower Secondary Level,Protestant,0.14970,46,189,0.09870,0.20071
2019,Indirect migration background,Lower Secondary Level,Non-denominational,0.20544,51,189,0.14769,0.26320
2019,Indirect migration background,Lower Secondary Level,Sunni denomination,0.19740,38,189,0.14051,0.25430
2019,Indirect migration background,Upper Secondary Level,Catholic,0.23588,154,553,0.20046,0.27129
2019,Indirect migration background,Upper Secondary Level,Protestant,0.15496,104,553,0.12477,0.18514
2019,Indirect migration background,Upper Secondary Level,Non-denominational,0.31669,210,553,0.27788,0.35550
2019,Indirect migration background,Upper Secondary Level,Sunni denomination,0.17291,85,553,0.14136,0.20446
2019,Indirect migration background,Post-secondary Non-tertiary Level,Catholic,0.34601,43,75,0.23762,0.45439
2019,Indirect migration background,Post-secondary Non-tertiary Level,Non-denominational,0.20181,32,75,0.11036,0.29325
2019,Indirect migration background,Second Stage of Tertiary Education,Catholic,0.37964,76,250,0.31936,0.43992
2019,Indirect migration background,Second Stage of Tertiary Education,Protestant,0.19636,55,250,0.14702,0.24570
2019,Indirect migration background,Second Stage of Tertiary Education,Non-denominational,0.31153,119,250,0.25401,0.36906
