year,bula_h,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",Urban regions,Islamic community,0.03675,33,913,0.02454,0.04896
2011,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.14960,139,913,0.12645,0.17275
2011,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.50310,162,340,0.44988,0.55633
2011,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.35351,133,340,0.30262,0.40440
2011,"Rhineland-Palatinate, Saarland",Rural regions,Non-denominational,0.12886,45,340,0.09319,0.16452
2011,Baden-Wuerttemberg,Urban regions,Catholic,0.36160,864,2406,0.34240,0.38080
2011,Baden-Wuerttemberg,Urban regions,Protestant,0.36703,928,2406,0.34777,0.38629
2011,Baden-Wuerttemberg,Urban regions,Other Christian community,0.04071,119,2406,0.03281,0.04861
2011,Baden-Wuerttemberg,Urban regions,Islamic community,0.02659,74,2406,0.02016,0.03302
2011,Baden-Wuerttemberg,Urban regions,Non-denominational,0.19629,421,2406,0.18042,0.21217
2011,Baden-Wuerttemberg,Rural regions,Catholic,0.42205,123,260,0.36190,0.48220
2011,Baden-Wuerttemberg,Rural regions,Protestant,0.33302,103,260,0.27562,0.39041
2011,Baden-Wuerttemberg,Rural regions,Non-denominational,0.15221,34,260,0.10846,0.19596
2011,Bavaria,Urban regions,Catholic,0.50652,841,1619,0.48216,0.53089
2011,Bavaria,Urban regions,Protestant,0.18221,324,1619,0.16340,0.20101
2011,Bavaria,Urban regions,Other Christian community,0.02437,42,1619,0.01686,0.03189
2011,Bavaria,Urban regions,Islamic community,0.03670,37,1619,0.02754,0.04587
2011,Bavaria,Urban regions,Non-denominational,0.24904,375,1619,0.22797,0.27011
2011,Bavaria,Rural regions,Catholic,0.59666,1048,1748,0.57365,0.61966
2011,Bavaria,Rural regions,Protestant,0.26746,509,1748,0.24670,0.28821
2011,Bavaria,Rural regions,Non-denominational,0.10221,191,1748,0.08801,0.11642
2011,Berlin,Urban regions,Catholic,0.07132,56,781,0.05326,0.08939
2011,Berlin,Urban regions,Protestant,0.28818,226,781,0.25639,0.31996
2011,Berlin,Urban regions,Non-denominational,0.59991,499,781,0.56553,0.63429
2011,Brandenburg,Urban regions,Non-denominational,0.81045,56,56,0.70687,0.91404
2011,Brandenburg,Rural regions,Protestant,0.23087,182,808,0.20180,0.25995
2011,Brandenburg,Rural regions,Non-denominational,0.74101,626,808,0.71078,0.77123
2011,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.80363,39,39,0.67732,0.92994
2011,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.18619,79,464,0.15073,0.22165
2011,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.78035,385,464,0.74264,0.81806
2011,Saxony,Urban regions,Protestant,0.31156,244,708,0.27742,0.34570
2011,Saxony,Urban regions,Non-denominational,0.63864,464,708,0.60323,0.67405
2011,Saxony,Rural regions,Protestant,0.21899,140,679,0.18786,0.25012
2011,Saxony,Rural regions,Non-denominational,0.73421,539,679,0.70096,0.76746
2011,Saxony-Anhalt,Urban regions,Protestant,0.12398,32,204,0.07865,0.16932
2011,Saxony-Anhalt,Urban regions,Non-denominational,0.84796,172,204,0.79856,0.89735
2011,Saxony-Anhalt,Rural regions,Catholic,0.02631,33,691,0.01437,0.03825
2011,Saxony-Anhalt,Rural regions,Protestant,0.17317,121,691,0.14494,0.20141
2011,Saxony-Anhalt,Rural regions,Non-denominational,0.78735,537,691,0.75682,0.81788
2011,Thuringa,Urban regions,Protestant,0.32519,80,267,0.26889,0.38149
2011,Thuringa,Urban regions,Non-denominational,0.62112,187,267,0.56282,0.67941
2011,Thuringa,Rural regions,Catholic,0.13827,76,645,0.11161,0.16493
2011,Thuringa,Rural regions,Protestant,0.28207,182,645,0.24731,0.31682
2011,Thuringa,Rural regions,Non-denominational,0.57671,387,645,0.53855,0.61487
2015,Schleswig-Holstein,Urban regions,Protestant,0.40771,91,191,0.33784,0.47759
2015,Schleswig-Holstein,Urban regions,Non-denominational,0.41691,100,191,0.34680,0.48702
2015,Schleswig-Holstein,Rural regions,Catholic,0.04917,47,605,0.03192,0.06641
2015,Schleswig-Holstein,Rural regions,Protestant,0.57826,351,605,0.53888,0.61764
2015,Schleswig-Holstein,Rural regions,Non-denominational,0.33156,207,605,0.29402,0.36911
2015,Hamburg,Urban regions,Catholic,0.06977,37,411,0.04511,0.09443
2015,Hamburg,Urban regions,Protestant,0.44862,162,411,0.40048,0.49676
2015,Hamburg,Urban regions,Non-denominational,0.38702,212,411,0.33987,0.43417
2015,Lower Saxony,Urban regions,Catholic,0.20136,197,952,0.17587,0.22684
2015,Lower Saxony,Urban regions,Protestant,0.45144,465,952,0.41981,0.48307
2015,Lower Saxony,Urban regions,Islamic community,0.01838,32,952,0.00984,0.02691
2015,Lower Saxony,Urban regions,Non-denominational,0.28486,258,952,0.25617,0.31354
2015,Lower Saxony,Rural regions,Catholic,0.21949,316,1467,0.19831,0.24068
2015,Lower Saxony,Rural regions,Protestant,0.46715,722,1467,0.44161,0.49269
2015,Lower Saxony,Rural regions,Other religious community,0.00895,38,1467,0.00413,0.01377
2015,Lower Saxony,Rural regions,Non-denominational,0.26842,357,1467,0.24574,0.29111
2015,Lower Saxony,Rural regions,Christian orthodox,0.00483,34,1467,0.00128,0.00838
2015,Bremen,Urban regions,Protestant,0.52086,68,134,0.43596,0.60577
2015,Bremen,Urban regions,Non-denominational,0.33083,66,134,0.25086,0.41079
2015,North Rhine-Westphalia,Urban regions,Catholic,0.38933,2047,5397,0.37632,0.40234
2015,North Rhine-Westphalia,Urban regions,Protestant,0.29526,1408,5397,0.28309,0.30743
2015,North Rhine-Westphalia,Urban regions,Other Christian community,0.02683,183,5397,0.02252,0.03114
2015,North Rhine-Westphalia,Urban regions,Islamic community,0.04210,303,5397,0.03674,0.04746
2015,North Rhine-Westphalia,Urban regions,Other religious community,0.00397,46,5397,0.00229,0.00564
2015,North Rhine-Westphalia,Urban regions,Non-denominational,0.20918,1041,5397,0.19833,0.22003
2015,North Rhine-Westphalia,Urban regions,Christian orthodox,0.01028,179,5397,0.00758,0.01297
2015,North Rhine-Westphalia,Urban regions,Sunni denomination,0.01907,190,5397,0.01542,0.02272
2015,North Rhine-Westphalia,Rural regions,Catholic,0.68136,66,66,0.56808,0.79464
2015,Hesse,Urban regions,Catholic,0.23057,341,1489,0.20917,0.25197
2015,Hesse,Urban regions,Protestant,0.37394,548,1489,0.34935,0.39852
2015,Hesse,Urban regions,Other Christian community,0.02778,39,1489,0.01943,0.03613
2015,Hesse,Urban regions,Islamic community,0.03060,62,1489,0.02185,0.03935
2015,Hesse,Urban regions,Non-denominational,0.27187,389,1489,0.24927,0.29448
2015,Hesse,Urban regions,Christian orthodox,0.00884,43,1489,0.00408,0.01359
2015,Hesse,Urban regions,Sunni denomination,0.04482,67,1489,0.03431,0.05533
2015,Hesse,Rural regions,Catholic,0.21193,96,324,0.16736,0.25650
2015,Hesse,Rural regions,Protestant,0.58456,175,324,0.53082,0.63831
2015,Hesse,Rural regions,Non-denominational,0.14728,53,324,0.10863,0.18592
2015,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.43124,472,1155,0.40267,0.45981
2015,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.27942,339,1155,0.25353,0.30531
2015,"Rhineland-Palatinate, Saarland",Urban regions,Other Christian community,0.02426,33,1155,0.01538,0.03313
2015,"Rhineland-Palatinate, Saarland",Urban regions,Islamic community,0.02099,34,1155,0.01272,0.02926
2015,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.20201,202,1155,0.17884,0.22517
2015,"Rhineland-Palatinate, Saarland",Urban regions,Christian orthodox,0.00636,36,1155,0.00177,0.01095
2015,"Rhineland-Palatinate, Saarland",Urban regions,Sunni denomination,0.02898,39,1155,0.01930,0.03866
2015,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.49034,186,364,0.43891,0.54176
2015,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.33437,120,364,0.28584,0.38291
2015,"Rhineland-Palatinate, Saarland",Rural regions,Non-denominational,0.12609,58,364,0.09194,0.16023
2015,Baden-Wuerttemberg,Urban regions,Catholic,0.37311,986,2826,0.35527,0.39094
2015,Baden-Wuerttemberg,Urban regions,Protestant,0.31412,876,2826,0.29701,0.33124
2015,Baden-Wuerttemberg,Urban regions,Other Christian community,0.03733,122,2826,0.03034,0.04432
2015,Baden-Wuerttemberg,Urban regions,Islamic community,0.02836,93,2826,0.02224,0.03448
2015,Baden-Wuerttemberg,Urban regions,Non-denominational,0.20614,580,2826,0.19123,0.22106
2015,Baden-Wuerttemberg,Urban regions,Christian orthodox,0.01137,116,2826,0.00746,0.01528
2015,Baden-Wuerttemberg,Urban regions,Sunni denomination,0.02057,53,2826,0.01534,0.02581
2015,Baden-Wuerttemberg,Rural regions,Catholic,0.41031,147,293,0.35389,0.46673
2015,Baden-Wuerttemberg,Rural regions,Protestant,0.37940,111,293,0.32375,0.43506
2015,Baden-Wuerttemberg,Rural regions,Non-denominational,0.14569,35,293,0.10523,0.18616
2015,Bavaria,Urban regions,Catholic,0.45380,875,2006,0.43201,0.47560
2015,Bavaria,Urban regions,Protestant,0.20684,390,2006,0.18911,0.22457
2015,Bavaria,Urban regions,Other Christian community,0.01516,40,2006,0.00981,0.02051
2015,Bavaria,Urban regions,Islamic community,0.02415,45,2006,0.01743,0.03087
2015,Bavaria,Urban regions,Non-denominational,0.27551,553,2006,0.25595,0.29506
2015,Bavaria,Urban regions,Christian orthodox,0.01047,71,2006,0.00601,0.01492
2015,Bavaria,Urban regions,Sunni denomination,0.00812,32,2006,0.00419,0.01205
2015,Bavaria,Rural regions,Catholic,0.54153,1225,2295,0.52114,0.56192
2015,Bavaria,Rural regions,Protestant,0.27740,606,2295,0.25908,0.29573
2015,Bavaria,Rural regions,Other Christian community,0.01633,37,2295,0.01114,0.02152
2015,Bavaria,Rural regions,Islamic community,0.01213,52,2295,0.00765,0.01661
2015,Bavaria,Rural regions,Non-denominational,0.13163,293,2295,0.11779,0.14546
2015,Bavaria,Rural regions,Christian orthodox,0.00916,82,2295,0.00526,0.01305
2015,Berlin,Urban regions,Catholic,0.07600,85,911,0.05878,0.09321
2015,Berlin,Urban regions,Protestant,0.22711,219,911,0.19989,0.25433
2015,Berlin,Urban regions,Non-denominational,0.63796,607,911,0.60673,0.66918
2015,Brandenburg,Urban regions,Non-denominational,0.82256,58,58,0.72338,0.92174
2015,Brandenburg,Rural regions,Catholic,0.03298,52,895,0.02128,0.04469
2015,Brandenburg,Rural regions,Protestant,0.24054,196,895,0.21252,0.26856
2015,Brandenburg,Rural regions,Non-denominational,0.71171,647,895,0.68202,0.74141
2015,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.74422,54,54,0.62675,0.86168
2015,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.13144,65,469,0.10083,0.16205
2015,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.85513,404,469,0.82325,0.88702
2015,Saxony,Urban regions,Protestant,0.23812,203,770,0.20802,0.26823
2015,Saxony,Urban regions,Non-denominational,0.71533,567,770,0.68343,0.74722
2015,Saxony,Rural regions,Protestant,0.19419,156,666,0.16413,0.22426
2015,Saxony,Rural regions,Non-denominational,0.75460,510,666,0.72189,0.78731
2015,Saxony-Anhalt,Urban regions,Protestant,0.18085,37,182,0.12478,0.23692
2015,Saxony-Anhalt,Urban regions,Non-denominational,0.75659,145,182,0.69407,0.81911
2015,Saxony-Anhalt,Rural regions,Protestant,0.16805,101,643,0.13912,0.19697
2015,Saxony-Anhalt,Rural regions,Non-denominational,0.80339,542,643,0.77265,0.83413
2015,Thuringa,Urban regions,Protestant,0.23626,68,268,0.18531,0.28721
2015,Thuringa,Urban regions,Non-denominational,0.66824,200,268,0.61176,0.72472
2015,Thuringa,Rural regions,Catholic,0.13033,103,661,0.10464,0.15601
2015,Thuringa,Rural regions,Protestant,0.26899,171,661,0.23516,0.30282
2015,Thuringa,Rural regions,Non-denominational,0.59710,387,661,0.55968,0.63452
2019,Schleswig-Holstein,Urban regions,Catholic,0.12418,34,437,0.09322,0.15513
2019,Schleswig-Holstein,Urban regions,Protestant,0.34690,128,437,0.30222,0.39157
2019,Schleswig-Holstein,Urban regions,Non-denominational,0.43128,157,437,0.38480,0.47777
2019,Schleswig-Holstein,Urban regions,Sunni denomination,0.07433,118,437,0.04971,0.09896
2019,Schleswig-Holstein,Rural regions,Protestant,0.53180,314,576,0.49101,0.57259
2019,Schleswig-Holstein,Rural regions,Non-denominational,0.37300,214,576,0.33347,0.41253
2019,Schleswig-Holstein,Rural regions,Sunni denomination,0.01780,48,576,0.00699,0.02861
2019,Hamburg,Urban regions,Catholic,0.06148,48,512,0.04065,0.08230
2019,Hamburg,Urban regions,Protestant,0.40600,163,512,0.36342,0.44858
2019,Hamburg,Urban regions,Non-denominational,0.41554,240,512,0.37281,0.45827
2019,Hamburg,Urban regions,Sunni denomination,0.06037,61,512,0.03972,0.08102
2019,Lower Saxony,Urban regions,Catholic,0.16472,148,1148,0.14325,0.18618
2019,Lower Saxony,Urban regions,Protestant,0.39791,438,1148,0.36958,0.42623
2019,Lower Saxony,Urban regions,Islamic community,0.02640,40,1148,0.01712,0.03568
2019,Lower Saxony,Urban regions,Other religious community,0.00788,74,1148,0.00276,0.01300
2019,Lower Saxony,Urban regions,Non-denominational,0.34038,346,1148,0.31296,0.36780
2019,Lower Saxony,Urban regions,Sunni denomination,0.02607,102,1148,0.01685,0.03529
2019,Lower Saxony,Rural regions,Catholic,0.20229,239,1628,0.18277,0.22181
2019,Lower Saxony,Rural regions,Protestant,0.47629,695,1628,0.45202,0.50055
2019,Lower Saxony,Rural regions,Islamic community,0.00251,38,1628,0.00008,0.00494
2019,Lower Saxony,Rural regions,Other religious community,0.01670,104,1628,0.01047,0.02293
2019,Lower Saxony,Rural regions,Non-denominational,0.25762,377,1628,0.23637,0.27887
2019,Lower Saxony,Rural regions,Christian orthodox,0.01113,34,1628,0.00603,0.01623
2019,Lower Saxony,Rural regions,Sunni denomination,0.01534,141,1628,0.00937,0.02132
2019,Bremen,Urban regions,Protestant,0.34937,69,238,0.28867,0.41007
2019,Bremen,Urban regions,Non-denominational,0.43346,95,238,0.37037,0.49655
2019,Bremen,Urban regions,Sunni denomination,0.09677,74,238,0.05913,0.13440
2019,North Rhine-Westphalia,No answer / don't know,Catholic,0.38785,42,115,0.29840,0.47729
2019,North Rhine-Westphalia,No answer / don't know,Protestant,0.21565,31,115,0.14015,0.29115
2019,North Rhine-Westphalia,No answer / don't know,Non-denominational,0.38070,42,115,0.29157,0.46984
2019,North Rhine-Westphalia,Urban regions,Catholic,0.36730,1956,5936,0.35504,0.37957
2019,North Rhine-Westphalia,Urban regions,Protestant,0.25436,1321,5936,0.24328,0.26544
2019,North Rhine-Westphalia,Urban regions,Other Christian community,0.01664,103,5936,0.01339,0.01989
2019,North Rhine-Westphalia,Urban regions,Islamic community,0.02213,135,5936,0.01839,0.02587
2019,North Rhine-Westphalia,Urban regions,Other religious community,0.00713,120,5936,0.00499,0.00927
2019,North Rhine-Westphalia,Urban regions,Non-denominational,0.23826,1316,5936,0.22742,0.24910
2019,North Rhine-Westphalia,Urban regions,Christian orthodox,0.02231,176,5936,0.01855,0.02607
2019,North Rhine-Westphalia,Urban regions,Shiite denomination,0.01058,68,5936,0.00797,0.01318
2019,North Rhine-Westphalia,Urban regions,Sunni denomination,0.05693,741,5936,0.05104,0.06283
2019,North Rhine-Westphalia,Rural regions,Catholic,0.71705,67,67,0.60837,0.82572
2019,Hesse,Urban regions,Catholic,0.19176,263,1489,0.17176,0.21177
2019,Hesse,Urban regions,Protestant,0.33971,510,1489,0.31564,0.36377
2019,Hesse,Urban regions,Islamic community,0.02264,41,1489,0.01508,0.03020
2019,Hesse,Urban regions,Non-denominational,0.33971,445,1489,0.31564,0.36377
2019,Hesse,Urban regions,Christian orthodox,0.02448,60,1489,0.01662,0.03233
2019,Hesse,Urban regions,Sunni denomination,0.05119,170,1489,0.03999,0.06238
2019,Hesse,Rural regions,Catholic,0.17820,78,346,0.13782,0.21858
2019,Hesse,Rural regions,Protestant,0.49493,157,346,0.44217,0.54769
2019,Hesse,Rural regions,Non-denominational,0.26732,76,346,0.22062,0.31402
2019,Hesse,Rural regions,Sunni denomination,0.01352,35,346,0.00133,0.02571
2019,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.40305,415,1169,0.37492,0.43119
2019,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.26548,321,1169,0.24016,0.29081
2019,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.23313,245,1169,0.20888,0.25738
2019,"Rhineland-Palatinate, Saarland",Urban regions,Christian orthodox,0.02237,31,1169,0.01389,0.03085
2019,"Rhineland-Palatinate, Saarland",Urban regions,Sunni denomination,0.03940,157,1169,0.02825,0.05056
2019,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.40948,148,320,0.35552,0.46344
2019,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.32050,109,320,0.26929,0.37172
2019,"Rhineland-Palatinate, Saarland",Rural regions,Non-denominational,0.19659,63,320,0.15297,0.24020
2019,Baden-Wuerttemberg,Urban regions,Catholic,0.32373,766,2702,0.30609,0.34138
2019,Baden-Wuerttemberg,Urban regions,Protestant,0.34069,822,2702,0.32281,0.35856
2019,Baden-Wuerttemberg,Urban regions,Other Christian community,0.02466,60,2702,0.01881,0.03051
2019,Baden-Wuerttemberg,Urban regions,Non-denominational,0.23356,653,2702,0.21760,0.24952
2019,Baden-Wuerttemberg,Urban regions,Christian orthodox,0.02319,83,2702,0.01751,0.02886
2019,Baden-Wuerttemberg,Urban regions,Sunni denomination,0.04275,318,2702,0.03512,0.05038
2019,Baden-Wuerttemberg,Rural regions,Catholic,0.40995,121,295,0.35373,0.46617
2019,Baden-Wuerttemberg,Rural regions,Protestant,0.32047,87,295,0.26712,0.37381
2019,Baden-Wuerttemberg,Rural regions,Non-denominational,0.20923,49,295,0.16273,0.25572
2019,Baden-Wuerttemberg,Rural regions,Sunni denomination,0.01574,38,295,0.00151,0.02996
2019,Bavaria,No answer / don't know,Non-denominational,0.50981,44,44,0.36039,0.65923
2019,Bavaria,Urban regions,Catholic,0.41624,737,1801,0.39347,0.43902
2019,Bavaria,Urban regions,Protestant,0.19142,315,1801,0.17325,0.20960
2019,Bavaria,Urban regions,Non-denominational,0.31427,574,1801,0.29282,0.33571
2019,Bavaria,Urban regions,Christian orthodox,0.02353,66,1801,0.01653,0.03054
2019,Bavaria,Urban regions,Sunni denomination,0.01618,109,1801,0.01036,0.02201
2019,Bavaria,Rural regions,Catholic,0.53635,1108,2246,0.51573,0.55698
2019,Bavaria,Rural regions,Protestant,0.24100,522,2246,0.22331,0.25869
2019,Bavaria,Rural regions,Non-denominational,0.16412,365,2246,0.14880,0.17944
2019,Bavaria,Rural regions,Christian orthodox,0.01509,65,2246,0.01005,0.02013
2019,Bavaria,Rural regions,Sunni denomination,0.01323,186,2246,0.00850,0.01796
2019,Berlin,No answer / don't know,Non-denominational,0.75605,57,57,0.64357,0.86854
2019,Berlin,Urban regions,Catholic,0.09071,82,970,0.07263,0.10880
2019,Berlin,Urban regions,Protestant,0.21062,206,970,0.18494,0.23629
2019,Berlin,Urban regions,Non-denominational,0.63306,596,970,0.60271,0.66341
2019,Berlin,Urban regions,Sunni denomination,0.02434,86,970,0.01464,0.03404
2019,Brandenburg,Urban regions,Non-denominational,0.70530,71,71,0.59849,0.81210
2019,Brandenburg,Rural regions,Catholic,0.02431,36,1043,0.01496,0.03366
2019,Brandenburg,Rural regions,Protestant,0.19876,198,1043,0.17453,0.22299
2019,Brandenburg,Rural regions,Non-denominational,0.75143,734,1043,0.72519,0.77767
2019,Brandenburg,Rural regions,Sunni denomination,0.01343,75,1043,0.00644,0.02042
2019,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.90418,82,82,0.84008,0.96828
2019,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.09934,64,491,0.07286,0.12583
2019,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.87272,427,491,0.84321,0.90223
2019,Saxony,Urban regions,Catholic,0.01851,31,901,0.00970,0.02732
2019,Saxony,Urban regions,Protestant,0.22893,190,901,0.20148,0.25638
2019,Saxony,Urban regions,Non-denominational,0.72445,611,901,0.69526,0.75365
2019,Saxony,Urban regions,Sunni denomination,0.00729,69,901,0.00173,0.01284
2019,Saxony,Rural regions,Protestant,0.21458,156,712,0.18440,0.24475
2019,Saxony,Rural regions,Non-denominational,0.73516,556,712,0.70273,0.76759
2019,Saxony-Anhalt,Urban regions,Non-denominational,0.77688,156,200,0.71903,0.83473
2019,Saxony-Anhalt,Urban regions,Sunni denomination,0.02630,44,200,0.00407,0.04853
2019,Saxony-Anhalt,Rural regions,Protestant,0.13923,102,694,0.11345,0.16500
2019,Saxony-Anhalt,Rural regions,Non-denominational,0.84179,557,694,0.81462,0.86897
2019,Saxony-Anhalt,Rural regions,Sunni denomination,0.00319,35,694,-0.00101,0.00739
2019,Thuringa,Urban regions,Protestant,0.27429,70,270,0.22097,0.32761
2019,Thuringa,Urban regions,Non-denominational,0.66924,200,270,0.61302,0.72547
2019,Thuringa,Rural regions,Catholic,0.11705,89,617,0.09166,0.14243
2019,Thuringa,Rural regions,Protestant,0.29898,171,617,0.26282,0.33513
2019,Thuringa,Rural regions,Non-denominational,0.56594,357,617,0.52680,0.60508
